N	2gram	Propp_Russ	Psycholo
409	к жизни	3	7
410	на другой	2	7
411	с которым	1	7
412	а как	1	7
413	взгляд на	1	7
414	за ним	3	7
415	его мнению	1	7
416	и действительно	2	7
417	себя и	2	7
418	совпадает с	1	7
419	ее с	2	7
420	что здесь	4	7
421	ее не	1	7
422	же после	1	7
423	здесь в	1	7
424	а на	8	7
425	дело в	1	7
426	слова в	3	7
427	смысл этого	1	6
428	до самого	1	6
429	более или	1	6
430	к другу	2	6
431	вот что	1	6
432	каким образом	1	6
433	из самых	2	6
434	полагают что	1	6
435	он был	2	6
436	только как	2	6
437	людей и	1	6
438	к этим	1	6
439	после этого	6	6
440	рядом с	1	6
441	что следовательно	1	6
442	в русской	1	6
443	не могла	1	6
444	что есть	2	6
445	образом в	2	6
446	всех этих	2	6
447	должны будем	2	6
448	одного и	1	6
449	друг к	2	6
450	оно не	2	6
451	и затем	1	6
452	приводит к	4	6
453	он же	4	6
454	от других	1	6
455	каждый из	3	6
456	на две	3	6
457	только с	2	6
458	ее на	3	6
459	нуждается в	1	6
460	в русском	4	6
461	показывают что	3	6
462	за этим	1	6
463	на нее	5	6
464	и без	1	6
465	не все	4	6
466	те которые	1	6
467	к ней	4	6
468	которые в	2	6
469	мы сейчас	1	6
470	из нее	2	6
471	говорить о	2	6
472	не что	3	6
473	нам что	1	6
474	или менее	1	6
475	что иное	3	6
476	которое он	1	6
477	она как	2	6
478	тем не	3	6
479	а только	1	6
480	не дает	1	6
481	или же	2	6
482	уже не	9	6
483	значит что	2	6
484	независимо от	3	6
485	его с	4	6
486	как не	2	6
487	и просто	1	6
488	только одно	2	6
489	тот кто	2	6
490	то и	4	6
491	совпадают с	3	6
492	не потому	1	6
493	без всякого	1	6
494	заметить что	3	6
495	что я	1	6
496	в первый	5	6
497	так в	5	6
498	что касается	1	6
499	или его	1	6
500	отношение к	1	6
501	иное как	3	6
502	а затем	5	5
503	между ними	1	5
504	что чем	1	5
505	ни одна	2	5
506	и сам	1	5
507	на эту	1	5
508	за ней	1	5
509	нам не	1	5
510	и еще	2	5
511	к которому	1	5
512	во всей	2	5
513	но так	1	5
514	указал на	1	5
515	для объяснения	1	5
516	чем в	4	5
517	ее от	2	5
518	сходство с	3	5
519	между собой	4	5
520	в эту	3	5
521	эти слова	1	5
522	и чтобы	1	5
523	тем и	4	5
524	точку зрения	1	5
525	его к	3	5
526	в одну	1	5
527	и самый	1	5
528	если в	3	5
529	в другой	1	5
530	смысла и	1	5
531	к таким	4	5
532	в круг	3	5
533	так чтобы	2	5
534	это все	1	5
535	быть не	1	5
536	значение и	2	5
537	и теперь	1	5
538	и наоборот	1	5
539	нет и	1	5
540	указывают на	1	5
541	она может	1	5
542	у них	2	5
543	что ему	2	5
544	когда они	2	5
545	нас не	3	5
546	зависит от	1	5
547	одна и	1	5
548	и всегда	1	5
549	таком случае	1	5
550	однако не	1	5
551	нас к	5	5
552	разницы между	1	5
553	в каждой	1	5
554	его словам	1	5
555	но она	3	5
556	не следует	1	5
557	человека и	1	5
558	для такого	1	5
559	не вызывает	1	5
560	что дело	1	5
561	связь с	1	5
562	только для	3	5
563	но даже	2	5
564	но они	4	5
565	которые с	2	5
566	видели что	1	5
567	и было	1	5
568	и эту	1	5
569	хотя и	3	5
570	и за	2	5
571	не знает	1	5
572	которое в	2	5
573	в других	24	5
574	не значит	2	5
575	раз наоборот	1	5
576	в один	2	5
577	собственном смысле	1	5
578	представляют собой	13	5
579	в область	1	5
580	однако он	1	5
581	целом ряде	1	5
582	знает что	1	5
583	еще и	1	5
584	не имеют	1	5
585	том же	6	5
586	русском языке	1	5
587	только о	1	5
588	легко заметить	1	5
589	это означает	1	5
590	в очень	1	5
591	можно показать	1	5
592	человеком и	1	5
593	все другие	1	5
594	который мы	1	5
595	или не	2	5
596	дело не	2	5
597	как из	1	5
598	надо было	1	5
599	с которыми	1	4
600	в применении	1	4
601	его от	2	4
602	с собой	4	4
603	от одного	2	4
604	из всего	1	4
605	и другим	3	4
606	и смерти	1	4
607	применении к	1	4
608	из себя	1	4
609	должна была	6	4
610	а между	1	4
611	из одного	1	4
612	находится в	3	4
613	или наоборот	1	4
614	правильнее было	1	4
615	но для	1	4
616	в связи	4	4
617	одном из	1	4
618	это на	2	4
619	мнение что	2	4
620	все остальные	1	4
621	верно и	1	4
622	должны были	3	4
623	природы и	3	4
624	на место	2	4
625	не оправдывается	1	4
626	любви и	1	4
627	к сожалению	1	4
628	можно сделать	3	4
629	к выводу	3	4
630	его жизнь	2	4
631	он прав	1	4
632	можно назвать	1	4
633	к другому	2	4
634	что такие	2	4
635	ясно и	1	4
636	с которой	1	4
637	говорят что	1	4
638	как например	6	4
639	значение имеет	1	4
640	здесь не	1	4
641	только потому	1	4
642	значение в	2	4
643	может не	1	4
644	на кладбище	4	4
645	в первой	1	4
646	основана на	2	4
647	который как	1	4
648	но эта	2	4
649	в стороне	2	4
650	этого вопроса	1	4
651	мы попытаемся	2	4
652	разница между	2	4
653	чтобы сделать	2	4
654	также и	1	4
655	не по	1	4
656	не с	5	4
657	что нам	1	4
658	при такой	1	4
659	или как	1	4
660	при всем	1	4
661	чем те	2	4
662	все еще	1	4
663	идет не	1	4
664	вплоть до	4	4
665	с теорией	1	4
666	упоминания о	1	4
667	а когда	1	4
668	к числу	2	4
669	перед ней	2	4
670	в некоторых	11	4
671	в день	12	4
672	именно эти	1	4
673	в первом	1	4
674	по отношению	1	4
675	весь этот	1	4
676	что ее	3	4
677	а нечто	1	4
678	в это	4	4
679	и того	1	4
680	чтобы вызвать	3	4
681	рассматриваться как	2	4
682	вот почему	1	4
683	совершенно ясна	1	4
684	настоящее время	3	4
685	ней и	1	4
686	с этими	1	4
687	который в	2	4
688	ее и	2	4
689	после того	3	4
690	т е	41	4
691	подходят к	1	4
692	что между	1	4
693	в несколько	1	4
694	ли мы	1	4
695	в свете	5	4
696	всех других	1	4
697	однако в	1	4
698	и каждый	1	4
699	что без	1	4
700	означает что	2	4
701	что до	1	4
702	в состав	1	4
703	такие же	4	4
704	не на	2	4
705	если не	1	4
706	с ней	7	4
707	в настоящее	3	4
708	с ними	6	4
709	ли он	1	4
710	не до	1	4
711	хотел бы	1	4
712	ничего общего	3	4
713	вытекает из	1	4
714	те или	1	4
715	в истории	1	4
716	и под	4	4
717	и назначение	1	4
718	сделать это	1	4
719	подойти к	2	4
720	форм и	1	4
721	аналогии с	1	4
722	на тех	2	4
723	вывод что	5	4
724	обе эти	1	4
725	как у	2	4
726	в ту	1	4
727	этой цели	2	4
728	ли не	1	4
729	это так	1	4
730	предположить что	5	4
731	что от	4	4
732	не могу	1	4
733	так называемой	3	4
734	к тем	4	4
735	говоря о	1	4
736	в пределах	2	4
737	считает что	2	4
738	и объяснить	2	3
739	же и	1	3
740	себе целью	1	3
741	кроме того	3	3
742	него в	1	3
743	но смысл	1	3
744	не столько	3	3
745	ссылкой на	1	3
746	что наш	1	3
747	стоит в	3	3
748	жизнь в	1	3
749	происходит не	1	3
750	что весь	1	3
751	из чего	1	3
752	или на	11	3
753	первой половине	1	3
754	на первый	3	3
755	связано с	3	3
756	мы рассмотрим	5	3
757	было в	1	3
758	в объяснении	1	3
759	из их	1	3
760	в этот	19	3
761	по учению	1	3
762	о них	2	3
763	более сложное	1	3
764	по которым	1	3
765	во времена	1	3
766	в разных	3	3
767	даже у	1	3
768	все в	2	3
769	ближе к	1	3
770	привело к	2	3
771	это обстоятельство	1	3
772	с другими	3	3
773	как можно	3	3
774	и всюду	1	3
775	заключить что	2	3
776	по аналогии	1	3
777	на земле	3	3
778	нами как	1	3
779	имеет целью	1	3
780	здесь на	1	3
781	иметь в	2	3
782	своего апогея	1	3
783	его как	2	3
784	теми же	1	3
785	этом не	2	3
786	оно было	1	3
787	он придает	1	3
788	уже знаем	2	3
789	так будто	1	3
790	в более	2	3
791	в форме	3	3
792	то на	3	3
793	с такими	1	3
794	это время	4	3
795	дело так	2	3
796	бросается в	3	3
797	всем этом	1	3
798	и состоит	1	3
799	на основе	1	3
800	с а	1	3
801	этот случай	2	3
802	она начинает	1	3
803	материал не	1	3
804	переходит к	1	3
805	форма и	1	3
806	каждый день	1	3
807	имеет и	1	3
808	общего с	1	3
809	еще в	6	3
810	мы еще	1	3
811	этом случае	9	3
812	то они	1	3
813	на что	2	3
814	он и	1	3
815	слова а	1	3
816	в таких	3	3
817	стремление к	1	3
818	тем более	1	3
819	бы ни	1	3
820	связаны с	6	3
821	на них	4	3
822	в пении	1	3
823	в полной	1	3
824	встречаемся с	1	3
825	одни и	1	3
826	рассматривать как	1	3
827	пришел к	1	3
828	за счет	2	3
829	мы и	1	3
830	выводу что	3	3
831	от имени	1	3
832	который должен	1	3
833	случае не	1	3
834	направлений в	1	3
835	быть может	1	3
836	не бывает	1	3
837	его на	1	3
838	там же	15	3
839	зависят от	1	3
840	которое не	1	3
841	что им	1	3
842	и такие	1	3
843	которой он	1	3
844	доказать что	1	3
845	у древних	1	3
846	часто в	1	3
847	при рассмотрении	3	3
848	двери и	1	3
849	между двумя	2	3
850	связь между	2	3
851	превращается в	1	3
852	всего этого	1	3
853	пока еще	1	3
854	не весь	1	3
855	следующим образом	9	3
856	имеет совершенно	1	3
857	под именем	3	3
858	какой степени	3	3
859	нас на	1	3
860	в заключение	2	3
861	на почве	1	3
862	здесь нет	1	3
863	чем у	2	3
864	не была	1	3
865	в угол	1	3
866	же с	1	3
867	не о	1	3
868	одним из	2	3
869	совершенно иное	1	3
870	и характер	1	3
871	и жизнь	1	3
872	точек зрения	1	3
873	его значение	1	3
874	что их	1	3
875	на которую	1	3
876	не нашли	1	3
877	не более	2	3
878	на нем	1	3
879	ни одно	2	3
880	даже не	1	3
881	сослаться на	1	3
882	их и	3	3
883	как известно	2	3
884	другому и	1	3
885	найти в	1	3
886	и др	4	3
887	части и	2	3
888	деле это	1	3
889	чаще всего	3	3
890	слова как	1	3
891	однако и	1	3
892	и который	1	3
893	п с	5	3
894	для себя	1	3
895	что сам	1	3
896	чтобы это	1	3
897	во что	1	3
898	ни о	1	3
899	и роль	1	3
900	совершенно естественно	1	3
901	останавливаться на	2	3
902	можно найти	1	3
903	мыслительные процессы	1	3
904	где есть	2	3
905	к себе	1	3
906	не могло	1	3
907	две части	1	3
908	очень хорошо	1	3
909	обратить внимание	1	3
910	против такого	1	3
911	только одна	1	3
912	их с	1	3
913	увидим ниже	3	3
914	они были	2	3
915	отношению к	1	3
916	и форма	1	3
917	что так	1	3
918	что каждый	2	3
919	же не	2	3
920	слово в	1	3
921	а также	6	3
922	шли в	1	3
923	животных и	4	3
924	очень много	2	3
925	смерти в	2	3
926	без всякой	1	3
927	а к	3	3
928	оно в	1	3
929	в руки	2	3
930	может считаться	1	3
931	по ним	1	3
932	быть и	3	3
933	составные части	2	3
934	имеем здесь	1	3
935	из своей	2	3
936	повод для	1	3
937	которых они	1	3
938	в отдельности	2	3
939	в новой	1	3
940	этому вопросу	2	3
941	и многие	2	3
942	и поэтический	1	2
943	выступают в	1	2
944	труда и	1	2
945	время не	1	2
946	этим объясняется	1	2
947	на свою	1	2
948	которые она	1	2
949	дают возможность	1	2
950	уже на	1	2
951	и целый	1	2
952	вносят в	1	2
953	если при	1	2
954	говорится о	3	2
955	некоторые из	2	2
956	видели в	1	2
957	случаи когда	1	2
958	это делается	1	2
959	из жизни	1	2
960	и должна	2	2
961	по традиции	1	2
962	не всегда	4	2
963	изо рта	1	2
964	но может	1	2
965	на пути	1	2
966	и была	1	2
967	с другим	2	2
968	него не	1	2
969	они должны	1	2
970	просто в	1	2
971	почему и	1	2
972	то чем	1	2
973	так не	1	2
974	именно с	3	2
975	от них	4	2
976	потребности в	1	2
977	к ее	1	2
978	на глазах	1	2
979	хотелось бы	1	2
980	даже к	1	2
981	этой же	2	2
982	место где	1	2
983	это слово	1	2
984	в немецкой	1	2
985	о происхождении	1	2
986	основании что	1	2
987	является и	1	2
988	и некоторые	3	2
989	как по	2	2
990	ее развития	1	2
991	с детства	1	2
992	что наука	1	2
993	к вопросу	2	2
994	из белого	1	2
995	мы указывали	1	2
996	до самой	1	2
997	почему именно	2	2
998	не составляет	1	2
999	сюда же	2	2
1000	придает этому	1	2
1001	а третий	1	2
1002	многих случаях	4	2
1003	на такой	1	2
1004	если угодно	2	2
1005	это приводит	2	2
1006	приводят к	1	2
1007	необходимо чтобы	1	2
1008	чтобы не	1	2
1009	воду в	1	2
1010	и сами	2	2
1011	от нее	1	2
1012	в городе	1	2
1013	и должны	1	2
1014	однако эта	1	2
1015	непосредственно не	1	2
1016	в самый	2	2
1017	образа и	1	2
1018	места и	1	2
1019	он на	1	2
1020	этих же	1	2
1021	интерес к	2	2
1022	для них	5	2
1023	не ясно	1	2
1024	с этого	7	2
1025	которое как	1	2
1026	можно согласиться	1	2
1027	с целью	2	2
1028	характер этого	2	2
1029	для каждого	1	2
1030	игры и	1	2
1031	нет в	2	2
1032	говорится что	4	2
1033	такая точка	1	2
1034	не умели	1	2
1035	это был	1	2
1036	указали на	1	2
1037	наконец в	1	2
1038	этой работы	2	2
1039	а через	1	2
1040	которые можно	2	2
1041	смысл который	1	2
1042	с того	1	2
1043	на которые	1	2
1044	и потом	4	2
1045	записи в	1	2
1046	этого нет	1	2
1047	нас важно	1	2
1048	она будет	1	2
1049	д и	1	2
1050	и каким	1	2
1051	не означает	2	2
1052	есть много	1	2
1053	к теории	1	2
1054	из основных	2	2
1055	или с	4	2
1056	в литературе	1	2
1057	же явления	1	2
1058	когда же	1	2
1059	которые как	2	2
1060	при исследовании	1	2
1061	настоящей работы	1	2
1062	из различных	1	2
1063	эту точку	1	2
1064	иной раз	1	2
1065	и могут	1	2
1066	ему не	1	2
1067	какое значение	1	2
1068	в эпосе	1	2
1069	лежит не	1	2
1070	с первым	1	2
1071	это как	1	2
1072	другой в	1	2
1073	не оставляет	2	2
1074	же что	1	2
1075	в начале	1	2
1076	основании этих	1	2
1077	такого мнения	2	2
1078	но вместе	3	2
1079	имеет свою	1	2
1080	люди не	1	2
1081	явление в	1	2
1082	содержанием и	1	2
1083	вообще не	1	2
1084	наоборот в	1	2
1085	здесь все	1	2
1086	которая имеет	1	2
1087	не надо	1	2
1088	что было	1	2
1089	то этим	1	2
1090	с которого	1	2
1091	в изучении	2	2
1092	случае мы	1	2
1093	под ним	2	2
1094	а совершенно	1	2
1095	еще далеко	2	2
1096	или нет	1	2
1097	это нужно	1	2
1098	не являются	1	2
1099	того общего	1	2
1100	над ними	1	2
1101	он просто	1	2
1102	стихи как	1	2
1103	их не	2	2
1104	сперва в	1	2
1105	они и	2	2
1106	себя к	1	2
1107	но у	1	2
1108	может дать	1	2
1109	к своим	1	2
1110	вместе и	1	2
1111	а иногда	6	2
1112	совершенно ином	1	2
1113	на этой	3	2
1114	дают нам	2	2
1115	представления о	2	2
1116	все свои	1	2
1117	во многих	14	2
1118	полностью в	1	2
1119	указать что	1	2
1120	не вполне	1	2
1121	до того	3	2
1122	у себя	1	2
1123	жизни как	1	2
1124	тех случаях	2	2
1125	они сами	1	2
1126	разделена на	1	2
1127	тут же	2	2
1128	а следовательно	1	2
1129	не имело	1	2
1130	думает что	2	2
1131	и становится	1	2
1132	здесь он	1	2
1133	которую они	1	2
1134	которой оно	1	2
1135	черных и	1	2
1136	и всей	2	2
1137	ниже что	1	2
1138	признает что	1	2
1139	такая же	1	2
1140	и основной	1	2
1141	народной жизни	1	2
1142	два раза	1	2
1143	не от	1	2
1144	души а	1	2
1145	в разные	4	2
1146	но этого	1	2
1147	именно здесь	1	2
1148	на тот	1	2
1149	на поверхности	1	2
1150	первое что	1	2
1151	есть та	1	2
1152	следовательно и	2	2
1153	должно было	5	2
1154	не был	3	2
1155	вошел в	1	2
1156	бы к	1	2
1157	и цель	1	2
1158	выводы и	1	2
1159	так называемые	1	2
1160	человека который	1	2
1161	решить вопрос	2	2
1162	это по	1	2
1163	и смысла	1	2
1164	для этой	3	2
1165	не приходится	1	2
1166	поэтический жанр	1	2
1167	что бы	1	2
1168	когда полагает	1	2
1169	над ней	1	2
1170	ей не	1	2
1171	ней в	2	2
1172	композиции и	1	2
1173	п в	25	2
1174	что делают	1	2
1175	вызывает у	1	2
1176	во втором	1	2
1177	от жизни	1	2
1178	живет в	1	2
1179	очень верно	1	2
1180	относятся к	3	2
1181	одном и	1	2
1182	представления об	2	2
1183	как воплощение	1	2
1184	чтобы у	2	2
1185	и вновь	1	2
1186	поэтому и	1	2
1187	отличаются от	2	2
1188	так называемый	2	2
1189	в россии	4	2
1190	как при	1	2
1191	как о	1	2
1192	к самым	1	2
1193	детскую игру	2	2
1194	них по	1	2
1195	на каждом	3	2
1196	на всю	1	2
1197	когда вся	1	2
1198	тех же	1	2
1199	смерти и	3	2
1200	а может	1	2
1201	при всех	2	2
1202	то вероятно	1	2
1203	борьбу и	1	2
1204	он есть	2	2
1205	деле как	1	2
1206	по происхождению	3	2
1207	власть над	1	2
1208	друг друга	3	2
1209	сомнения в	1	2
1210	ряд других	2	2
1211	наблюдение что	1	2
1212	он называет	1	2
1213	разница в	1	2
1214	из своих	2	2
1215	на одной	1	2
1216	на которой	2	2
1217	вытекающее из	1	2
1218	до нового	2	2
1219	есть уже	1	2
1220	должны признать	1	2
1221	указывает и	1	2
1222	чтобы с	1	2
1223	о характере	1	2
1224	там и	2	2
1225	так называемое	2	2
1226	художественной форме	1	2
1227	понимать как	1	2
1228	еще прибавить	1	2
1229	говорят о	1	2
1230	в воде	3	2
1231	теория эта	1	2
1232	что часто	1	2
1233	ко всему	2	2
1234	когда по	1	2
1235	обычно в	2	2
1236	же к	1	2
1237	как уже	6	2
1238	в новый	6	2
1239	нами когда	1	2
1240	оно сохраняет	1	2
1241	только у	2	2
1242	таком виде	2	2
1243	с понятием	1	2
1244	и всех	2	2
1245	им не	1	2
1246	более сильным	1	2
1247	на других	3	2
1248	и значения	1	2
1249	имеет то	1	2
1250	к новому	2	2
1251	таким же	4	2
1252	остается без	1	2
1253	такой взгляд	1	1
1254	его имеет	1	1
1255	и статей	1	1
1256	дают в	1	1
1257	зерна с	1	1
1258	производилось в	1	1
1259	которые также	1	1
1260	ставит ее	1	1
1261	более широкой	1	1
1262	начиналось с	2	1
1263	в особую	1	1
1264	что тема	1	1
1265	и был	1	1
1266	эта же	2	1
1267	несомненно очень	1	1
1268	и лучше	2	1
1269	объяснить его	1	1
1270	большое количество	2	1
1271	песен а	1	1
1272	внимания на	1	1
1273	этом основании	1	1
1274	значение что	1	1
1275	воду с	2	1
1276	по пути	1	1
1277	в духе	1	1
1278	в ближайшем	1	1
1279	мы начнем	1	1
1280	относится и	1	1
1281	некоторые другие	5	1
1282	пишет для	1	1
1283	той слепой	1	1
1284	рисует картину	1	1
1285	развития но	1	1
1286	них таким	1	1
1287	в грядущем	1	1
1288	в быт	2	1
1289	и вокруг	1	1
1290	то почему	1	1
1291	можно еще	1	1
1292	и старается	1	1
1293	таких случаев	1	1
1294	собой не	1	1
1295	этом можно	1	1
1296	в природе	2	1
1297	обычая может	1	1
1298	весь ход	1	1
1299	как более	1	1
1300	своих поэтических	1	1
1301	какой смысл	1	1
1302	к земле	5	1
1303	мир и	1	1
1304	более как	1	1
1305	кладбище в	1	1
1306	разные стороны	1	1
1307	других так	1	1
1308	это делалось	10	1
1309	а вместе	1	1
1310	чтобы лучше	2	1
1311	первый взгляд	1	1
1312	и пришли	1	1
1313	на природу	2	1
1314	почему такое	1	1
1315	и прыганье	1	1
1316	не казались	1	1
1317	в какой-нибудь	1	1
1318	известно в	1	1
1319	в приведенных	2	1
1320	смерти но	1	1
