N	2gram	Losev_Dial	OGranits
408	этот вопрос	1	1
409	в истории	7	1
410	упреков в	1	1
411	все равно	5	1
412	существовать если	1	1
413	не обязательна	1	1
414	по своей	1	1
415	же время	5	1
416	лишь как	4	1
417	его в	2	1
418	никакого отношения	5	1
419	со всеми	2	1
420	человека и	2	1
421	с понятием	1	1
422	то или	4	1
423	или как	3	1
424	как то	1	1
425	каждый из	1	1
426	их места	1	1
427	связь с	1	1
428	существует только	1	1
429	или иное	4	1
430	и часто	3	1
431	прекрасный пример	1	1
432	ко второму	2	1
433	жизни он	2	1
434	и духа	1	1
435	не было	6	1
436	когда мы	3	1
437	связи с	3	1
438	ко всем	1	1
439	единая и	1	1
440	если не	3	1
441	этой точки	4	1
442	если только	5	1
443	зависимость от	1	1
444	как свой	1	1
445	не знает	4	1
446	или в	4	1
447	от одного	2	1
448	в основе	6	1
449	мы утверждаем	2	1
450	движение его	1	1
451	собственном смысле	1	1
452	почему же	3	1
453	на то	5	1
454	ни о	8	1
455	говоря даже	1	1
456	то не	2	1
457	же самое	1	1
458	сказал что	1	1
459	речь в	1	1
460	и всякое	2	1
461	будет существовать	1	1
462	из нее	2	1
463	равно как	2	1
464	вся эта	1	1
465	вопрос в	2	1
466	в отличие	1	1
467	рассчитана на	1	1
468	их в	2	1
469	и вне	3	1
470	считают себя	1	1
471	нет и	5	1
472	заключается в	3	1
473	существует то	1	1
474	функций и	2	1
475	возможна ли	1	1
476	и чисто	6	1
477	объекта и	1	1
478	отношение к	1	1
479	жизнь как	1	1
480	и абсолютно	3	1
481	всего своего	1	1
482	внимания к	1	1
483	природы и	4	1
484	раз навсегда	2	1
485	утверждаю что	9	1
486	сказать что	7	1
487	на себя	3	1
488	и никогда	1	1
489	в конечном	1	1
490	возможно только	7	1
491	та или	4	1
492	виду что	2	1
493	него не	1	1
494	или менее	1	1
495	бытия то	2	1
496	по которым	1	1
497	или на	2	1
498	где нет	1	1
499	уже на	1	1
500	сознания но	2	1
501	речь может	1	1
502	этим же	1	1
503	же самый	2	1
504	из живой	1	1
505	этого мы	2	1
506	представление о	3	1
507	конечном счете	1	1
508	такой же	1	1
509	вообще ни	1	1
510	в конце	2	1
511	или нет?	2	1
512	в эстетической	1	1
513	течение всего	2	1
514	одной из	3	1
515	мы это	1	1
516	например в	3	1
517	свести к	1	1
518	сложнее и	1	1
519	само собою	1	1
520	в контексте	1	1
521	развести руками	1	1
522	в образе	1	1
523	призыв к	2	1
524	раньше не	1	1
525	к этому	3	1
526	всеми ее	1	1
527	утверждаем что	2	1
528	исключительно как	1	1
529	не знаем	1	1
530	в одной	4	1
531	и как	13	1
532	ведь уже	1	1
533	как о	6	1
534	вплоть до	2	1
535	эти три	1	1
536	все время	4	1
537	что он	18	1
538	что существуют	2	1
539	в собственном	3	1
540	и сводится	3	1
541	что она	13	1
542	себя как	3	1
543	не существует	10	1
544	всем своем	1	1
545	далеко не	1	1
546	привела к	1	1
547	и о	9	1
548	но что	11	1
549	бы быть	2	1
550	в мире	2	1
551	одно движение	3	1
552	на который	1	1
553	вместе с	3	1
554	для понимания	1	1
555	и вместе	1	1
556	одна из	4	1
557	мы принуждены	1	1
558	но когда	2	1
559	смысловой и	1	1
560	ли кто-нибудь	1	1
561	в которых	1	1
562	но не	3	1
563	эта категория	1	1
564	так в	2	1
565	включает в	1	1
566	и всякого	2	1
567	именно с	1	1
568	но если	11	1
569	одно из	8	1
570	с его	7	1
571	ли не	1	1
572	при таком	2	1
573	на одном	1	1
574	и именно	1	1
575	себя и	3	1
576	очень трудно	1	1
577	на место	1	1
578	в природе	5	1
579	нам придется	1	1
580	что говоря	1	1
581	тех или	6	1
582	говорить и	2	1
583	в такой	1	1
584	на всем	1	1
585	утверждая что	1	1
586	быть и	7	1
587	в то	9	1
588	или движения	1	1
589	тут же	3	1
590	к двум	1	1
591	больше и	1	1
592	должно было	1	1
593	отнюдь не	16	1
594	нем только	1	1
595	историческом событии	1	1
596	о которых	1	1
597	понятие о	2	1
598	нет диалектики	1	1
599	может и	3	1
600	и оно	1	1
601	в условиях	2	1
602	ведь и	3	1
603	он как-то	1	1
604	в себя	4	1
605	уже самое	1	1
606	она существует	1	1
607	для этого	3	1
608	она есть	17	1
609	с ее	10	1
610	из него	1	1
611	не из	1	1
612	и это	12	1
613	и чем	1	1
614	есть она	1	1
615	эта связь	1	1
616	в самой	1	1
617	в виде	11	1
618	общего не	2	1
619	только о	4	1
620	от него	2	1
621	например у	1	1
622	о какой	1	1
623	само по	8	1
624	на словах	2	1
625	как для	1	1
626	не должна	1	1
627	и становится	2	1
628	и другое	2	1
629	к нему	4	1
630	едва ли	2	1
631	не можем	3	1
632	часто и	1	1
633	последнее время	2	1
634	вечная и	1	1
635	не смог	1	1
636	в чисто	2	1
637	как все	3	1
638	тем более	5	1
639	объект есть	7	1
640	которую не	1	1
641	которая есть	1	1
642	его можно	1	1
643	следовательно не	2	1
644	обратиться к	1	1
645	себе а	2	1
646	и сами	2	1
647	на все	1	1
648	позитивизмом и	1	1
649	еще не	7	1
650	живого человеческого	2	1
