N	2gram	Voloshinov	Russkaja
512	случае не	1	1
513	человек и	1	1
514	тем же	4	1
515	она и	1	1
516	связаны друг	1	1
517	и без	1	1
518	вопрос приходится	1	1
519	которые существуют	1	1
520	в связи	12	1
521	в деле	1	1
522	необходимый для	1	1
523	находит себе	2	1
524	правильную оценку	1	1
525	лишь с	6	1
526	родной язык	2	1
527	к самому	2	1
528	к его	4	1
529	с ними	5	1
530	этой цели	1	1
531	в праве	1	1
532	очередь является	1	1
533	для каждого	3	1
534	если и	1	1
535	в определенной	1	1
536	есть та	1	1
537	же как	2	1
538	но по	2	1
539	или даже	2	1
540	значение их	1	1
541	только то	1	1
542	между прочим	1	1
543	иначе и	1	1
544	и вопрос	1	1
545	в психике	2	1
546	момент и	2	1
547	in adjecto	1	1
548	но когда	1	1
549	другом месте	1	1
550	при таком	1	1
551	данный человек	1	1
552	есть только	1	1
553	противном случае	2	1
554	данной формы	2	1
555	собой не	1	1
556	роль в	1	1
557	не менее	5	1
558	и религии	1	1
559	этого слова	7	1
560	психологии ни	1	1
561	от этого	3	1
562	деле ничего	1	1
563	на все	2	1
564	этого вопроса	2	1
565	бы не	2	1
566	в истории	5	1
567	к какому	1	1
568	со своей	1	1
569	работа в	1	1
570	должно было	2	1
571	прочим и	1	1
572	войти в	3	1
573	исключительно от	1	1
574	вследствие этого	1	1
575	и это	6	1
576	а только	2	1
577	этой территории	2	1
578	из одного	4	1
579	числе и	3	1
580	подходить к	1	1
581	ради этой	1	1
582	конечно нет	2	1
583	должен быть	2	1
584	– мы	2	1
585	может ставить	1	1
586	с себя	1	1
587	к созданию	1	1
588	так например	2	1
589	как только	1	1
590	вовсе не	15	1
591	могло бы	1	1
592	искусство и	2	1
593	на первый	2	1
594	в одной	4	1
595	на такое	2	1
596	тем более	3	1
597	по крайней	1	1
598	для решения	2	1
599	ярко и	1	1
600	связано с	3	1
601	приходится ответить	1	1
602	только та	1	1
603	вопроса о	1	1
604	бы в	4	1
605	на них	1	1
606	чтобы сделать	1	1
607	является для	3	1
608	к данной	2	1
609	к чисто	1	1
610	жизни конечно	1	1
611	что эти	1	1
612	к индивидуальному	2	1
613	к одному	5	1
614	которая как	1	1
615	может стремиться	1	1
616	у этих	1	1
617	и того	11	1
618	природы в	1	1
619	с необычайной	1	1
620	это и	3	1
621	еще и	2	1
622	или политической	1	1
623	ни на	1	1
624	было не	1	1
625	но можно	1	1
626	можно сказать	4	1
627	но все	4	1
628	и внутреннее	1	1
629	человека в	3	1
630	но как	3	1
631	всего необходимо	1	1
632	не является	11	1
633	ее к	1	1
634	не изменится	1	1
635	и других	3	1
636	бы к	1	1
637	это зависит	1	1
638	в основе	10	1
639	с родным	1	1
640	с самого	9	1
641	внешней политики	1	1
642	языка и	28	1
643	язык и	2	1
644	как та	1	1
645	данный момент	2	1
646	его жизни	2	1
647	ибо они	1	1
648	применении к	1	1
649	но ведь	4	1
650	свое место	1	1
651	– при	1	1
652	них глаза	1	1
653	избавиться от	1	1
654	он был	2	1
655	привело бы	1	1
656	чему не	1	1
657	хоть сколько-нибудь	3	1
658	чтобы он	1	1
659	она могла	1	1
660	зрения в	2	1
661	в свою	6	1
662	входит в	5	1
663	ни один	1	1
664	от каких	2	1
665	можно лишь	1	1
666	только эта	1	1
667	связь и	2	1
668	не видят	1	1
669	также и	1	1
670	ту же	2	1
671	по сравнению	1	1
672	однако если	1	1
673	это –	12	1
674	какие же	1	1
675	не по	1	1
676	но при	3	1
677	являются не	1	1
678	быть не	2	1
679	ибо всякое	1	1
680	и второй	2	1
681	тех изменений	1	1
682	языком и	1	1
683	значение и	3	1
684	и важность	1	1
685	а ее	1	1
686	было только	1	1
687	остается только	1	1
688	формы так	1	1
689	сознании и	1	1
690	только тогда	1	1
691	возможна лишь	1	1
692	исторических эпох	1	1
693	иной момент	2	1
694	оно и	2	1
695	всего на	1	1
696	то все	1	1
697	исходный пункт	1	1
698	на нем	1	1
699	и вся	2	1
700	не могло	3	1
701	другим и	1	1
702	и их	2	1
703	культурной ценности	1	1
704	может лишь	1	1
705	что эта	1	1
706	всех других	3	1
707	не об	2	1
708	и познание	1	1
709	опереться на	2	1
710	отказ от	1	1
711	для человека	1	1
712	в различных	1	1
713	не могла	2	1
714	и когда	1	1
715	эта последняя	3	1
716	для данного	2	1
717	но только	1	1
718	быть как	1	1
719	когда оно	1	1
720	только но	2	1
721	сомнению что	1	1
722	но дело	1	1
723	не следует	2	1
724	в чужих	2	1
725	независимое от	1	1
726	значительной степени	3	1
727	стороны и	2	1
728	дать ему	1	1
729	от своего	2	1
730	как оно	2	1
731	образом по	1	1
732	вот в	2	1
733	по своей	1	1
734	он есть	1	1
735	этих случаях	1	1
736	самого начала	9	1
737	свою очередь	5	1
738	должны были	1	1
739	еще на	1	1
740	идет о	1	1
741	это неважно	1	1
742	всего этого	1	1
743	всегда и	3	1
744	могла бы	2	1
745	жизни данного	1	1
746	этом вопросе	2	1
747	в данной	5	1
748	с ее	2	1
749	с другой	6	1
750	это же	2	1
751	как мы	26	1
752	известной степени	2	1
753	был признан	1	1
754	из нее	1	1
755	при этих	1	1
756	к ним	1	1
757	же должны	1	1
758	другом как	1	1
759	же самое	9	1
760	тот или	2	1
761	его целом	2	1
762	к ней	1	1
763	явление в	1	1
764	основан на	1	1
765	нет и	4	1
766	со своими	1	1
767	являются лишь	4	1
768	другая в	1	1
769	одного из	3	1
770	всех областях	2	1
771	вкусов и	1	1
772	ее не	1	1
773	– от	1	1
774	что во	2	1
775	если мы	17	1
776	чтобы они	1	1
777	особи и	3	1
778	крайней мере	1	1
779	этого своего	1	1
780	мог бы	2	1
781	могут быть	4	1
782	одного и	9	1
783	убедимся что	2	1
784	формы в	3	1
785	и дать	1	1
786	и все	8	1
787	образом как	1	1
788	до конца	6	1
789	на него	1	1
790	к которому	1	1
791	этой действительности	2	1
792	должны быть	4	1
793	с элементами	1	1
794	это отношение	2	1
795	только при	4	1
796	эту мысль	1	1
797	речь не	1	1
798	лишь поскольку	2	1
799	в каждый	1	1
800	должен учитывать	1	1
801	без того	1	1
802	котором мы	1	1
803	и теоретическая	1	1
804	в зависимости	2	1
805	т.е как	1	1
806	образом в	1	1
807	столь же	2	1
808	не умеет	1	1
809	в общем	1	1
810	на этот	3	1
811	он может	3	1
812	подходе к	1	1
813	индивидуальной психической	2	1
814	с реальными	1	1
815	исходит из	4	1
816	и прежде	4	1
817	естественной и	2	1
818	яркое выражение	1	1
819	же мы	2	1
820	до известной	2	1
821	оно является	2	1
822	и проч	1	1
823	этот последний	1	1
824	те кто	1	1
825	об этой	1	1
826	выражение в	8	1
827	от них	1	1
828	оно может	6	1
829	же может	1	1
830	к этому	10	1
831	в противном	2	1
832	жизни является	1	1
833	что наша	1	1
834	неразрывно связаны	1	1
835	и внешней	1	1
836	образом оказывается	1	1
837	само собой	1	1
838	душевной жизни	1	1
839	глубоко различны	2	1
840	бы это	2	1
841	что вся	1	1
842	связаны с	3	1
843	пока ее	1	1
844	и стать	2	1
845	точка зрения	8	1
846	того же	11	1
847	и сама	2	1
848	в самой	1	1
849	имеет свою	4	1
850	в один	1	1
851	дает ему	1	1
852	он с	1	1
853	не будучи	1	1
854	в лице	1	1
855	гораздо труднее	1	1
856	найти в	1	1
857	они были	1	1
858	иное как	2	1
859	без помощи	2	1
860	людей в	1	1
861	по нашему	1	1
862	к каким	2	1
