N	3gram	Bakhtin_Fr	Vladivir
118	но в общем	2	2
119	не было ни	1	2
120	тех кто не	1	2
121	но в то	6	2
122	так же и	1	2
123	одно и то	1	2
124	и то же	1	2
125	это конечно не	4	2
126	этом отношении он	1	2
127	и что в	1	2
128	как мы увидим	1	2
129	как мы сказали	2	2
130	но на этот	1	2
131	мы не будем	1	2
132	это и есть	2	2
133	после того как	1	2
134	может быть и	1	2
135	нечего и говорить	1	2
136	один отрывок из	1	1
137	никогда и нигде	1	1
138	свои чувства от	1	1
139	если мы будем	1	1
140	в самом начале	2	1
141	по дошедшим до	1	1
142	но и не	1	1
143	в частности к	1	1
144	и как бы	2	1
145	все то что	5	1
146	бы он ни	1	1
147	и если в	1	1
148	он еще не	1	1
149	о чем у	1	1
150	в себе в	1	1
151	он никак не	1	1
152	не мог он	2	1
153	мы видим что	2	1
154	до известной степени	4	1
155	его ранней юности	1	1
156	того чтобы не	1	1
157	как мы говорили	1	1
158	в себя и	1	1
159	нисколько не мешало	1	1
160	был еще и	1	1
161	с представлением о	2	1
162	дошедшим до нас	1	1
163	только во время	1	1
164	с вопросом о	1	1
165	и на небе	1	1
166	мы его не	1	1
167	и нигде не	1	1
168	он не может	1	1
169	если они не	1	1
170	в несколько более	1	1
171	потому что она	2	1
172	в строгом смысле	1	1
173	что в доме	1	1
174	и так сказать	1	1
175	если бы и	1	1
176	конечно не в	1	1
177	в течение нескольких	1	1
178	и любви но	1	1
179	в этом виде	1	1
180	в его время	1	1
181	жизни а также	1	1
182	у него были	1	1
183	о том насколько	1	1
184	в западной философии	1	1
185	те же самые	1	1
186	но и вообще	1	1
187	мысли и слова	2	1
188	а всего только	1	1
189	потому что он	3	1
190	своей жизни и	1	1
191	своего отца и	1	1
192	той или иной	1	1
193	о чем не	1	1
194	о чем он	1	1
195	при всех его	1	1
196	он чувствует себя	1	1
197	с тем и	1	1
198	конечно в то	1	1
199	а потому и	1	1
200	даже самые серьезные	1	1
201	в чем не	1	1
202	в разные стороны	1	1
203	и в нашем	1	1
204	что в этой	1	1
205	не могло быть	1	1
206	что в основе	1	1
207	было сказано выше	1	1
208	уже знаем что	1	1
209	году то есть	1	1
210	не менее он	1	1
211	ни в одном	1	1
212	здесь как и	2	1
213	времена и сроки	1	1
214	то как он	1	1
215	нужно сказать что	4	1
216	франции и в	1	1
217	то же самое	3	1
218	как в его	1	1
219	об этом он	1	1
220	прежде всего его	2	1
221	а именно в	1	1
222	он оказывается в	1	1
223	все они имеют	1	1
224	в буквальном смысле	1	1
225	о том как	2	1
226	никак не может	2	1
227	это время уже	1	1
228	почти все с	1	1
229	только тогда когда	1	1
230	он все же	1	1
231	мы видели например	1	1
232	в разной степени	1	1
233	в этой же	2	1
234	того что у	1	1
235	что во время	1	1
236	связи с вопросом	1	1
237	но он не	1	1
238	на другой день	1	1
239	же время весьма	1	1
240	но кроме того	1	1
241	в значительной мере	1	1
242	и говорить о	1	1
243	и только в	1	1
244	в дальнейшем в	1	1
245	но и в	3	1
246	выдвигает на первый	1	1
247	не мог не	1	1
248	что у нее	1	1
249	что здесь в	1	1
250	и вовсе не	3	1
251	том что это	1	1
252	так что не	1	1
253	к концу века	1	1
254	которое хотя и	1	1
255	для всего мира	1	1
256	во время своего	1	1
257	и в тех	1	1
258	весьма строгим и	1	1
259	в основе своей	1	1
260	и той же	1	1
261	на котором он	1	1
262	в средние века	2	1
263	говорить о том	1	1
264	и к тому	1	1
265	и в особенности	1	1
266	на этот путь	1	1
267	во франции и	1	1
268	о чем мы	2	1
269	об этом мы	1	1
270	на этот вопрос	1	1
271	но все это	1	1
272	все же не	1	1
273	не только была	1	1
274	свою связь с	1	1
275	это подтверждается и	1	1
276	разве вы не	1	1
277	же время и	1	1
278	в особенности же	1	1
279	включает в себя	2	1
280	чем у нас	1	1
281	далеко не все	2	1
282	и никому не	1	1
283	говорить об этих	1	1
284	таким образом эта	1	1
285	в отрыве от	2	1
286	в сущности совершенно	1	1
287	одной и той	1	1
288	со всеми его	2	1
289	были еще и	1	1
290	по существу это	1	1
291	и в своей	1	1
292	большую роль в	1	1
293	том что эта	1	1
294	но это конечно	1	1
295	он не мог	1	1
296	но он в	1	1
297	же как и	2	1
298	том что даже	1	1
299	правда в очень	1	1
300	также и все	1	1
301	вы не знаете	1	1
302	в разных местах	2	1
303	и не может	1	1
304	другой день после	1	1
305	не мог найти	1	1
306	в виду что	1	1
307	только и не	1	1
308	нет и не	1	1
309	мы не можем	1	1
310	ровно ничего не	2	1
311	ни о каком	1	1
312	потому что они	1	1
313	к жизни и	1	1
314	но как мы	1	1
