N	2gram	Losev_Prob	DiskursI
616	целое в	1	2
617	имеет своим	2	2
618	со своими	1	2
619	не знаем	2	2
620	на этот	4	2
621	легко может	1	2
622	этого слова	5	2
623	друг друга	5	2
624	в особом	1	2
625	в самой	4	2
626	только о	3	2
627	или письма	2	2
628	или невольно	1	2
629	ответ на	1	2
630	но на	2	2
631	это делает	1	2
632	значение в	3	2
633	выходит за	2	2
634	на дорогу	1	2
635	может не	1	2
636	ни с	5	2
637	свидетельствует о	2	2
638	все это	9	2
639	он как	2	2
640	себя самого	1	2
641	что с	1	2
642	ее в	2	2
643	же не	2	2
644	чем он	2	2
645	возможно только	1	2
646	как нечто	9	2
647	что является	2	2
648	просто как	2	2
649	наших дней	1	2
650	речи это	1	2
651	что будет	1	2
652	по существу	2	2
653	понимать как	4	2
654	свидетельствуют о	1	2
655	анна каренина	1	2
656	случаях когда	1	2
657	с некоторыми	1	2
658	является не	2	2
659	перед собой	1	2
660	к своему	1	2
661	со своей	1	2
662	это было	4	2
663	говорит об	1	2
664	вовсе не	62	2
665	как все	1	2
666	и вообще	20	2
667	тем более	8	2
668	в меру	2	2
669	здесь также	1	2
670	и другого	1	2
671	связаны с	1	2
672	совмещает в	1	2
673	его не	2	2
674	ни один	1	2
675	один я	1	2
676	здесь можно	1	2
677	обстоит дело	1	2
678	она здесь	1	2
679	и художественный	1	2
680	мы должны	13	2
681	быть и	3	2
682	в античности	1	2
683	не знаю	1	2
684	в науке	1	2
685	к области	1	2
686	только то	4	2
687	чтобы не	2	2
688	с понятием	4	2
689	всей его	2	2
690	однако для	2	2
691	в голову	2	2
692	языка с	1	2
693	на то	6	2
694	что особенно	1	2
695	и только	10	2
696	же это	2	2
697	человек не	1	2
698	которая и	1	2
699	которой нет	1	2
700	за счет	2	2
701	есть не	13	2
702	возможна только	1	2
703	имеются в	1	2
704	с которыми	2	1
705	уже во	2	1
706	новое и	3	1
707	и другие	4	1
708	примером такой	1	1
709	к сожалению	1	1
710	для нее	2	1
711	что если	3	1
712	мы и	5	1
713	мир как	1	1
714	не нужна	1	1
715	что всякая	2	1
716	оно достаточно	1	1
717	же и	7	1
718	когда она	2	1
719	типа как	1	1
720	термина он	1	1
721	самого себя	4	1
722	к этой	2	1
723	и имеет	1	1
724	случае мы	1	1
725	действительности с	1	1
726	тому что	5	1
727	даже в	2	1
728	точка соприкосновения	2	1
729	представляет собою	2	1
730	имеют никакого	2	1
731	с указания	1	1
732	для возникновения	1	1
733	в разных	4	1
734	категорий в	1	1
735	тем как	1	1
736	и был	1	1
737	кроме того	5	1
738	и мифа	2	1
739	бесконечного ряда	9	1
740	в категориях	1	1
741	отличие этого	1	1
742	м шолохова	1	1
743	его под	1	1
744	пророк пушкина	1	1
745	иначе но	1	1
746	нужно рассуждать	1	1
747	на нас	2	1
748	вообще однако	1	1
749	подводя итог	1	1
750	например с	1	1
751	или иному	1	1
752	представлений о	2	1
753	свое произведение	2	1
754	иоанн грозный	1	1
755	особенно если	1	1
756	его от	3	1
757	исторического процесса	1	1
758	моменты жизни	1	1
759	ценность и	1	1
760	литературной речи	1	1
761	такими которые	1	1
762	как она	2	1
763	составляющие ее	1	1
764	художественной литературы	1	1
765	в художественную	2	1
766	на свой	1	1
767	из нее	1	1
768	равно как	2	1
769	для осуществления	1	1
770	и там	2	1
771	результате этого	1	1
772	образов в	1	1
773	всей их	1	1
774	и полное	1	1
775	его смысл	1	1
776	на земле	1	1
777	на существование	1	1
778	и будут	1	1
779	своей отнюдь	1	1
780	в речи	1	1
781	слова можно	1	1
782	исходить из	1	1
783	том или	6	1
784	или другие	3	1
785	может функционировать	1	1
786	к художественности	1	1
787	и должен	1	1
788	с тем	9	1
789	стороны в	1	1
790	целое и	4	1
791	этого типа	1	1
792	всего с	1	1
793	к самому	3	1
794	а именно	12	1
795	которыми интересуется	1	1
796	может существовать	3	1
797	при таком	2	1
798	или ином	3	1
799	в природе	2	1
800	человеческой речи	1	1
801	другое дело	5	1
802	которое не	1	1
803	есть то	5	1
804	нечто другое	1	1
805	в это	1	1
806	при помощи	13	1
807	является то	1	1
808	отца и	1	1
809	я буду	1	1
810	в самый	1	1
811	и смерть	1	1
812	поскольку мы	1	1
813	не имели	2	1
814	и нет	2	1
815	на все	1	1
816	и образ	6	1
817	действительности в	1	1
818	тем в	1	1
819	стрекоза и	1	1
820	приобретают то	1	1
821	только благодаря	2	1
822	в такой	1	1
823	которые не	1	1
824	еще от	1	1
825	при наличии	2	1
826	где этот	1	1
827	во все	3	1
828	не существует	6	1
829	судьбой а	1	1
830	она же	1	1
831	видно что	1	1
832	то это	13	1
833	к мифу	2	1
834	о чем-то	4	1
835	которой он	1	1
836	раз и	6	1
837	об ее	3	1
838	духовной жизни	1	1
839	что всякое	1	1
840	даже и	33	1
841	символическое значение	1	1
842	начиная от	1	1
843	имеет в	2	1
844	значения слова	1	1
845	на распутье	1	1
846	и формулировать	1	1
847	но даже	7	1
848	иной мере	3	1
849	в каких	1	1
850	но эти	1	1
851	искусства и	3	1
852	из их	1	1
853	в этот	1	1
854	могут не	1	1
855	что вся	2	1
856	цель его	1	1
857	с самой	4	1
858	она еще	1	1
859	греческое слово	1	1
860	втором случае	1	1
861	данного стихотворения	2	1
862	на пути	1	1
863	которых она	2	1
864	вещами и	1	1
865	превращается в	1	1
866	для своей	1	1
867	в смысле	2	1
868	и те	1	1
869	не что	6	1
870	от той	1	1
871	от своей	1	1
872	так же	11	1
873	и каждого	1	1
874	даже с	1	1
875	отметить что	1	1
876	и начинает	1	1
877	каждая вещь	2	1
878	в глаза	1	1
879	всего что	1	1
880	настолько что	1	1
881	и остается	1	1
882	слов о	1	1
883	звук в	1	1
884	именно такого	1	1
885	и еще	2	1
886	тенденцию к	1	1
887	если это	1	1
888	с самим	4	1
889	вернуться к	2	1
890	однако эти	1	1
891	тезис о	1	1
892	на второй	1	1
893	но всякий	1	1
894	именно так	4	1
895	следующим образом	1	1
896	такая же	1	1
897	быть в	2	1
898	его контекста	1	1
899	путь от	2	1
900	находится в	1	1
901	речь не	1	1
902	своем живом	1	1
903	есть по	1	1
904	учения об	1	1
905	чтобы при	1	1
906	не одно	1	1
907	в атмосфере	1	1
908	без которой	1	1
909	от них	1	1
910	от себя	2	1
911	являются уже	2	1
912	трагедию и	1	1
913	на котором	2	1
914	возникает и	1	1
915	мыслится в	1	1
916	уже по	2	1
917	чем это	1	1
918	случае когда	2	1
919	ни даже	2	1
920	в заключение	5	1
921	действительно в	1	1
922	и муравей	1	1
923	на них	1	1
924	не имеющих	1	1
925	система не	1	1
926	представить себе	5	1
927	типа но	1	1
928	только не	6	1
929	от автора	1	1
930	и мы	1	1
931	нами не	2	1
932	то оно	1	1
933	ведь для	1	1
934	отношении в	1	1
935	как другие	1	1
936	она и	1	1
937	как такового	1	1
938	состоящий из	1	1
939	менее в	3	1
940	что иное	6	1
941	похожи на	1	1
942	это принцип	1	1
943	вообще а	1	1
944	вполне самостоятельная	1	1
945	собой в	1	1
946	но еще	1	1
947	что превращает	1	1
948	для которой	4	1
949	исчезает в	1	1
950	в совершенно	1	1
951	второй план	1	1
952	обычно не	1	1
953	могло бы	3	1
954	поэзии в	1	1
955	подчеркнуть что	1	1
956	однако этот	1	1
957	не хочет	1	1
958	которого он	1	1
959	по мнению	2	1
960	поскольку речь	1	1
961	в буквальном	4	1
962	с термином	1	1
963	от понятия	3	1
964	в научном	1	1
965	так по	1	1
966	звуках речи	1	1
967	или иную	3	1
968	и будет	2	1
969	xix века	2	1
970	они будут	1	1
971	есть с	2	1
972	он несет	1	1
973	и один	1	1
974	там и	4	1
975	все прочие	1	1
976	лежит в	1	1
977	входят в	1	1
978	не была	1	1
979	чем в	2	1
980	является и	2	1
981	в художественном	5	1
982	природы не	1	1
983	все необходимые	1	1
984	иначе чем	2	1
985	не говорит	2	1
986	именно здесь	2	1
987	что его	3	1
988	всех его	1	1
989	евгении онегине	1	1
990	человеческая жизнь	2	1
991	которое в	3	1
992	здравого смысла	1	1
993	быть только	1	1
994	есть само	1	1
995	в понятии	4	1
996	а смысл	1	1
997	и всю	1	1
998	иной области	1	1
999	в конце	7	1
1000	в таком	11	1
1001	или иная	4	1
1002	и движется	1	1
1003	что указанная	2	1
1004	не остается	1	1
1005	у тургенева	2	1
1006	исторического развития	2	1
1007	человек и	1	1
1008	в евгении	1	1
1009	литературе и	1	1
1010	учение о	3	1
1011	в связи	9	1
1012	между ними	1	1
1013	места где	1	1
1014	не привносит	1	1
1015	вполне в	1	1
1016	чего бы	2	1
1017	и именно	2	1
1018	на который	1	1
1019	бытия с	1	1
1020	от этого	1	1
1021	данного типа	1	1
1022	то при	1	1
1023	уже давно	3	1
1024	всю художественную	1	1
1025	составляющих ее	1	1
1026	благодаря тому	1	1
1027	и следовательно	3	1
1028	но исключительно	1	1
1029	которая вполне	1	1
1030	выходящее за	2	1
1031	единственный способ	3	1
1032	здесь ни	2	1
1033	в других	2	1
1034	но к	2	1
1035	сих пор	4	1
1036	как сказано	1	1
1037	а для	1	1
1038	бы в	3	1
1039	природы все	1	1
1040	что хотя	1	1
1041	войне и	1	1
1042	на которую	3	1
1043	не имеющие	1	1
1044	только от	1	1
1045	именно как	1	1
1046	от басни	1	1
1047	однако так	1	1
1048	причем этот	1	1
1049	что такое	4	1
1050	строятся на	1	1
1051	если оно	3	1
1052	это стало	2	1
1053	это были	1	1
1054	жизни для	1	1
1055	не означает	1	1
1056	ведь в	2	1
1057	делает его	1	1
1058	говорил о	1	1
1059	есть мы	1	1
1060	имеют дело	1	1
1061	многих из	1	1
1062	открывает перспективу	1	1
1063	а всякая	1	1
1064	еще только	3	1
1065	не дает	1	1
1066	сейчас в	2	1
1067	не отличаются	2	1
1068	категории и	1	1
1069	так называемые	1	1
1070	пушкина с	1	1
1071	собственной судьбой	1	1
1072	i и	2	1
1073	для первого	1	1
1074	не будет	3	1
1075	как под	1	1
1076	однако эта	1	1
1077	на нем	3	1
1078	всей этой	1	1
1079	всех других	2	1
1080	и является	6	1
1081	к ее	1	1
1082	но только	10	1
1083	даже не	3	1
1084	этом смысле	5	1
1085	несколько иначе	1	1
1086	из нас	2	1
1087	общая идея	1	1
1088	от страха	1	1
1089	также при	1	1
1090	то или	5	1
1091	должны были	1	1
1092	или иное	3	1
1093	мы еще	3	1
1094	является ни	2	1
1095	произведение не	1	1
1096	когда мы	24	1
1097	как известно	1	1
1098	непосредственным образом	1	1
1099	например не	2	1
1100	не само	1	1
1101	здесь совершенно	1	1
1102	никакого отношения	4	1
1103	исключительно в	2	1
1104	все дело	2	1
1105	на бумаге	1	1
1106	человеческих отношений	4	1
1107	известном смысле	1	1
1108	же самого	1	1
1109	природы и	3	1
1110	мы называем	1	1
1111	его коммуникативной	1	1
1112	но есть	1	1
1113	говорят и	1	1
1114	моделью для	5	1
1115	и тоже	8	1
1116	однако от	1	1
1117	которое мы	5	1
1118	на отдельные	3	1
1119	даже если	4	1
1120	художественности не	1	1
1121	так что	21	1
1122	в некотором	2	1
1123	жизни с	1	1
1124	образом в	2	1
1125	есть все	1	1
1126	формы и	3	1
1127	как басня	1	1
1128	из этого	5	1
1129	актеров на	1	1
1130	там где	1	1
1131	поздней античности	1	1
1132	для которых	2	1
1133	других вполне	1	1
1134	для получения	2	1
1135	во время	3	1
1136	тоже весьма	1	1
1137	означает что	1	1
1138	здесь часто	1	1
1139	самим собою	2	1
1140	обращается к	1	1
1141	что до	1	1
1142	можно только	3	1
1143	были бы	5	1
1144	свернутом виде	1	1
1145	носителя и	1	1
1146	приобщаясь к	1	1
1147	от нее	2	1
1148	понятии же	1	1
1149	однако он	1	1
1150	так ли	1	1
1151	образом и	2	1
1152	однако с	1	1
1153	до сих	4	1
1154	он уже	1	1
1155	и здесь	8	1
1156	содержащий в	1	1
1157	как таковой	2	1
1158	такова же	1	1
1159	мы назвали	2	1
1160	как учение	1	1
1161	к одной	2	1
1162	если же	4	1
1163	которая по	1	1
1164	оно было	1	1
1165	не идет	1	1
1166	рассказа и	1	1
1167	объективной действительности	1	1
1168	образа и	4	1
1169	и дает	1	1
1170	литературы как	1	1
1171	содержания и	3	1
1172	свои особые	1	1
1173	себе те	1	1
1174	что это	3	1
1175	становление и	1	1
1176	это уже	4	1
1177	субстанциальное значение	1	1
1178	никак не	13	1
1179	сам по	11	1
1180	предполагает не	1	1
1181	не исчерпывается	1	1
1182	о которой	2	1
1183	в область	1	1
1184	мы в	6	1
1185	достаточно и	1	1
1186	их как	1	1
1187	к выводу	1	1
1188	науки и	1	1
1189	для них	4	1
1190	из нескольких	1	1
1191	в единый	1	1
1192	этот термин	2	1
1193	можно было	7	1
1194	под этим	1	1
1195	в более	1	1
1196	только еще	4	1
1197	как о	6	1
1198	со всеми	1	1
1199	от их	2	1
1200	поэтому и	3	1
1201	так или	2	1
1202	похожее на	1	1
1203	с ними	2	1
1204	не присутствует	1	1
1205	отличаются от	2	1
1206	тут все	1	1
1207	строгом смысле	1	1
1208	что у	3	1
1209	его предмета	1	1
1210	не художественной	1	1
1211	предполагать что	1	1
1212	в саду	1	1
1213	указывает не	1	1
1214	тоже не	8	1
1215	например и	2	1
1216	этот тип	1	1
1217	же о	4	1
1218	систему категорий	1	1
1219	и действительно	2	1
1220	то время	6	1
1221	соотнесения с	1	1
1222	иван иваныч	1	1
1223	значения и	1	1
1224	и личной	2	1
1225	языка об	1	1
1226	вполне определенное	1	1
1227	с целым	1	1
1228	также их	1	1
1229	анализа в	1	1
1230	может стать	1	1
1231	для каждого	2	1
1232	можно даже	2	1
1233	или попросту	1	1
1234	и так	1	1
1235	в слове	4	1
1236	никто не	5	1
1237	не тип	1	1
1238	это требует	1	1
1239	бы не	2	1
1240	говорим только	1	1
1241	нечто большее	1	1
1242	том как	4	1
1243	сравнению с	3	1
1244	зависимости от	3	1
1245	в те	1	1
1246	в известном	3	1
1247	эта последняя	2	1
1248	друг от	3	1
1249	которая не	3	1
1250	в каком	9	1
1251	не исчезает	1	1
1252	не рассматривается	1	1
1253	на другие	1	1
1254	каждый тип	1	1
1255	отсутствие в	1	1
1256	который и	1	1
1257	было у	1	1
1258	форме то	1	1
1259	является для	1	1
1260	нечто более	2	1
1261	нет ничего	6	1
1262	но тут	2	1
1263	картины природы	2	1
1264	они ничего	1	1
1265	что эту	1	1
1266	бы и	7	1
1267	потому как	1	1
1268	как целое	1	1
1269	является также	1	1
1270	в конкретных	1	1
1271	произведение искусства	1	1
1272	к чистой	1	1
1273	но тоже	2	1
1274	даже сказать	1	1
1275	в слово	1	1
1276	решая свои	1	1
1277	и заключается	1	1
1278	или нескольких	1	1
1279	это событие	1	1
1280	то и	9	1
1281	и между	2	1
1282	изображения и	1	1
1283	и достаточно	1	1
1284	развития человеческого	1	1
1285	читателя но	1	1
1286	связана с	1	1
1287	того чтобы	4	1
1288	и если	11	1
1289	это то	3	1
1290	по сравнению	3	1
1291	это только	2	1
1292	в отдельности	2	1
1293	исследовать их	1	1
1294	одновременно а	1	1
1295	вступление в	1	1
1296	в стихотворении	2	1
1297	модель художественного	2	1
1298	при всех	2	1
1299	самым он	1	1
1300	план и	1	1
1301	обойтись без	3	1
1302	то все	1	1
1303	или иных	7	1
1304	природы в	1	1
