N	2gram	Vinokur_St	Morfolog
522	это иван	1	1
523	а есть	1	1
524	одно из	3	1
525	и об	7	1
526	не столько	6	1
527	и делает	1	1
528	ссылкой на	1	1
529	борьбы с	3	1
530	то не	3	1
531	указано что	2	1
532	он лишь	1	1
533	за это	1	1
534	во дворце	1	1
535	со всеми	2	1
536	в них	2	1
537	этом основании	1	1
538	научная литература	1	1
539	чтобы в	1	1
540	или во	1	1
541	если не	4	1
542	о необходимости	1	1
543	по пути	1	1
544	во что	1	1
545	он имеет	1	1
546	вместо того	1	1
547	конечно и	5	1
548	старшего поколения	1	1
549	на свой	2	1
550	и с	6	1
551	однако что	1	1
552	некоторые другие	1	1
553	которым он	1	1
554	их и	2	1
555	из нее	3	1
556	знает где	1	1
557	следовательно в	1	1
558	каким образом	1	1
559	самостоятельно и	1	1
560	и все	3	1
561	мысль о	2	1
562	еще в	3	1
563	из пяти	1	1
564	обращается к	1	1
565	именно в	8	1
566	не составляют	1	1
567	и действительно	1	1
568	исходить из	1	1
569	принадлежат к	1	1
570	или другие	1	1
571	отношения к	2	1
572	по собственному	1	1
573	дело совсем	1	1
574	была не	2	1
575	остается невыясненным	1	1
576	к самым	1	1
577	там же	1	1
578	как не	1	1
579	с ними	1	1
580	уже указано	1	1
581	и очень	5	1
582	а именно	3	1
583	это время	3	1
584	в своей	12	1
585	которые могут	1	1
586	одновременно и	1	1
587	кем и	2	1
588	и просто	1	1
589	на эту	5	1
590	связанные с	3	1
591	никем не	2	1
592	отнесены к	1	1
593	формальных приемов	1	1
594	они ни	1	1
595	прошлого века	1	1
596	бы не	2	1
597	с третьим	1	1
598	прочим и	1	1
599	интересно что	1	1
600	этого материала	1	1
601	о котором	2	1
602	в это	3	1
603	которая не	1	1
604	свою собственную	3	1
605	на своем	1	1
606	нет в	1	1
607	является то	1	1
608	ничего общего	3	1
609	здесь нет	1	1
610	словами и	1	1
611	раз при	1	1
612	формах но	1	1
613	обращено внимание	1	1
614	г в	10	1
615	к данной	1	1
616	тем в	1	1
617	еще и	5	1
618	совершенно не	7	1
619	давно и	1	1
620	совпадал с	1	1
621	этот прием	1	1
622	действия но	1	1
623	на самого	1	1
624	к этой	1	1
625	всего и	1	1
626	больше чем	3	1
627	в котором	11	1
628	которые мы	1	1
629	можно считать	2	1
630	или вернее	1	1
631	по тем	1	1
632	ли говорить	1	1
633	xiv в	1	1
634	применении к	3	1
635	совершенно особое	1	1
636	в пример	1	1
637	первой трети	2	1
638	но иногда	1	1
639	в приведенных	1	1
640	случае и	2	1
641	во первых	1	1
642	этих проблем	1	1
643	материал но	1	1
644	значение этого	1	1
645	бы по	1	1
646	так чтобы	1	1
647	ii и	2	1
648	не должно	1	1
649	это его	1	1
650	но то	1	1
651	он является	1	1
652	во многих	3	1
653	что судьба	1	1
654	а после	1	1
655	вопроса об	1	1
656	очень широко	2	1
657	громким голосом	1	1
658	тех пор	1	1
659	всех случаях	1	1
660	и красоту	1	1
661	к своей	1	1
662	хотя это	2	1
663	точно и	2	1
664	часто дает	1	1
665	благополучно а	1	1
666	самый страшный	1	1
667	те или	2	1
668	именно на	1	1
669	только один	1	1
670	то все	1	1
671	значение для	2	1
672	только на	1	1
673	которые должны	1	1
674	втором случае	2	1
675	которую он	3	1
676	на основании	2	1
677	не потому	3	1
678	и была	2	1
679	говорит что	4	1
680	а при	1	1
681	не будет	1	1
682	ни были	2	1
683	и до	2	1
684	и те	4	1
685	не вполне	1	1
686	можно ли	5	1
687	же время	5	1
688	самого начала	3	1
689	им в	2	1
690	с другим	1	1
691	быть приведены	1	1
692	так то	1	1
693	как на	10	1
694	что здесь	2	1
695	и там	1	1
696	одно и	1	1
697	не совсем	1	1
698	он в	1	1
699	отношение к	3	1
700	собой определенную	1	1
701	не как	2	1
702	в деревне	1	1
703	особая наука	1	1
704	мог бы	1	1
705	они должны	1	1
706	№ за	1	1
707	о тех	1	1
708	наиболее яркие	1	1
709	характерен для	1	1
710	для изучения	4	1
711	лишь о	1	1
712	что я	3	1
713	эти вопросы	3	1
714	в текстах	1	1
715	с этими	1	1
716	только во	1	1
717	характера и	1	1
718	ли можно	2	1
719	варианты со	1	1
720	формы для	1	1
721	исключить из	2	1
722	и отдельные	1	1
723	он сам	1	1
724	и возможно	1	1
725	и нарушение	1	1
726	какой степени	1	1
727	задачей но	1	1
728	лишь при	1	1
729	собственному усмотрению	1	1
730	в первой	12	1
731	о чем	4	1
732	все с	1	1
733	но там	1	1
734	только о	1	1
735	но которые	1	1
736	в ее	6	1
737	тот же	2	1
738	дает возможность	1	1
739	не то	1	1
740	меня не	2	1
741	пример в	1	1
742	в подобных	1	1
743	высшей степени	1	1
744	не выдерживает	1	1
745	об их	1	1
746	как к	3	1
747	и такой	1	1
748	и то	6	1
749	не зная	2	1
750	в себе	3	1
751	но на	2	1
752	в или	1	1
753	что ему	2	1
754	всегда можно	1	1
755	с но	1	1
756	после того	5	1
757	этой области	5	1
758	№ в	1	1
759	один пример	1	1
760	во всей	1	1
761	эти детали	1	1
762	часто повторяющиеся	1	1
763	указать на	1	1
764	время и	1	1
765	что каждая	1	1
766	очень далеко	1	1
767	еще до	4	1
768	и вот	1	1
769	сколько в	2	1
770	следует сказать	1	1
771	в его	19	1
772	при таких	1	1
773	является следствием	1	1
774	все таки	1	1
775	и пепел	1	1
776	материала и	2	1
777	формы но	1	1
778	ссылки и	1	1
779	есть но	1	1
780	бы на	1	1
781	помимо того	1	1
782	с тех	1	1
783	должен решаться	1	1
784	на ряду	1	1
785	как раз	10	1
786	что так	3	1
787	такое же	2	1
788	о нем	1	1
789	что с	4	1
790	мало того	1	1
791	общие вопросы	1	1
792	где он	2	1
793	лиц и	1	1
794	в полном	1	1
795	многих отношениях	1	1
796	на которой	2	1
797	чтобы получить	1	1
798	частей как	1	1
799	нет это	2	1
800	по плечу	1	1
801	чем же	1	1
802	другого но	1	1
803	иными словами	1	1
804	функция а	1	1
805	что все	3	1
806	в их	3	1
807	мы находим	4	1
808	отступление от	1	1
809	зрения его	1	1
810	видит в	1	1
811	работы и	1	1
812	в г	10	1
813	на каком	1	1
814	задач и	1	1
815	и притом	1	1
816	без всяких	2	1
817	зависеть от	2	1
818	материал для	6	1
819	о возможности	1	1
820	поставить точку	1	1
821	или иной	1	1
822	литература о	2	1
823	и некоторые	1	1
824	материал хотя	1	1
825	что элементы	1	1
826	как по	1	1
827	и говорит	1	1
828	самые разнообразные	1	1
829	в виду	6	1
830	что за	1	1
831	во внимание	2	1
832	и которая	1	1
833	но эта	1	1
834	дело в	9	1
835	исторической действительности	1	1
836	и начинается	1	1
837	которое в	1	1
838	к каждой	1	1
839	что не	3	1
840	иногда совершенно	1	1
841	и другое	1	1
842	как нечто	1	1
843	где нет	2	1
844	и всю	1	1
845	в таком	4	1
846	на тот	1	1
847	кто в	1	1
848	бы быть	1	1
849	будет зависеть	1	1
850	нет возможности	2	1
851	совершенно точно	1	1
852	между ними	1	1
853	нас к	2	1
854	очень большое	4	1
855	очень давно	1	1
856	е не	2	1
857	есть в	2	1
858	у царя	1	1
859	говорят о	1	1
860	между прочим	10	1
861	не дают	1	1
862	слова не	1	1
863	вообще следует	1	1
864	так в	1	1
865	в ряду	1	1
866	к концу	3	1
867	в выборе	2	1
868	на все	2	1
869	и могут	1	1
870	уже давно	1	1
871	по его	5	1
872	о которых	3	1
873	больше всего	2	1
874	только и	1	1
875	нисколько не	3	1
876	бы мы	2	1
877	же касается	3	1
878	отвечает не	1	1
879	точек зрения	1	1
880	и это	4	1
881	тему в	2	1
882	пришлось бы	1	1
883	после всех	1	1
884	в эту	3	1
885	они есть	1	1
886	убежден что	1	1
887	словами не	1	1
888	могло бы	3	1
889	но к	2	1
890	сих пор	12	1
891	через а	1	1
892	и вообще	5	1
893	как результат	1	1
894	к истории	2	1
895	той или	1	1
896	другом случае	1	1
897	имеет ничего	2	1
898	свободен от	4	1
899	ad hoc	1	1
900	этих двух	4	1
901	в русской	4	1
902	в каждом	3	1
903	читателя в	1	1
904	но такой	1	1
905	того или	4	1
906	о себе	1	1
907	разница между	3	1
908	вариантов но	1	1
909	более чем	3	1
910	него самого	2	1
911	его появления	1	1
912	и эти	2	1
913	что от	2	1
914	ряду с	1	1
915	результатом этого	1	1
916	тут и	1	1
917	с самого	4	1
918	системе и	1	1
919	отличие от	1	1
920	в предисловии	3	1
921	области изучения	2	1
922	бы только	2	1
923	само собой	1	1
924	л а	1	1
925	принципов и	2	1
926	так называемой	2	1
927	при отсутствии	1	1
928	а разве	1	1
929	таких условиях	1	1
930	где я	1	1
931	на другой	1	1
932	в течение	7	1
933	в материал	1	1
934	с какой	1	1
935	на отношения	1	1
936	но он	5	1
937	села на	1	1
938	ряда других	1	1
939	так что	8	1
940	вывод который	1	1
941	на которых	1	1
942	является его	1	1
943	кажется что	5	1
944	своих предшественников	1	1
945	из ивана	2	1
946	что касается	4	1
947	к тем	1	1
948	его не	3	1
949	надо сказать	2	1
950	требует еще	1	1
951	не приходится	5	1
952	пор не	1	1
953	как он	3	1
954	не дает	2	1
955	оказывается что	1	1
956	конечно в	1	1
957	иметь в	2	1
958	это то	1	1
959	для одной	1	1
960	том кто	3	1
961	сомневаться в	3	1
962	не место	1	1
963	который для	1	1
964	что бы	1	1
965	повод для	2	1
966	можно утверждать	1	1
967	думать что	2	1
968	и всякая	1	1
969	однако если	1	1
970	или иное	3	1
971	было указано	1	1
972	когда мы	1	1
973	у которого	1	1
974	рассматривать как	1	1
975	на это	2	1
976	очень велико	1	1
977	котором говорит	1	1
978	верил в	1	1
979	также с	1	1
980	быть не	2	1
981	к первому	2	1
982	не говорится	1	1
983	случае она	1	1
984	в тексте	12	1
985	выводы об	1	1
986	возможно что	4	1
987	что подобные	1	1
988	и никогда	1	1
989	в плане	1	1
990	точно также	1	1
991	точку зрения	3	1
992	изучения и	1	1
993	которые в	2	1
994	все содержание	1	1
995	бы он	1	1
996	это делает	1	1
997	этом и	2	1
998	быть результатом	1	1
999	материала в	1	1
1000	действительно не	3	1
1001	иначе но	1	1
1002	в голову	2	1
1003	и гораздо	1	1
1004	другой и	1	1
1005	такой же	6	1
1006	еще что	2	1
1007	из этого	1	1
1008	в области	16	1
1009	но кроме	1	1
1010	показывает что	1	1
1011	ли в	3	1
1012	i и	1	1
1013	для чего	1	1
1014	ведь и	3	1
1015	в высшей	1	1
1016	всех этих	2	1
1017	он был	5	1
1018	другие это	1	1
1019	нет не	1	1
1020	на камне	1	1
1021	из этой	2	1
1022	и совершенно	1	1
1023	здесь следует	1	1
1024	в лице	1	1
1025	до его	2	1
1026	иначе можно	1	1
1027	вплоть до	6	1
1028	а н	1	1
1029	он говорил	1	1
1030	при дворе	1	1
1031	других вопросов	1	1
