N	2gram	Bakhtin_Fr	EvropaiE
514	почти все	6	1
515	в новом	3	1
516	о которых	1	1
517	только и	1	1
518	о котором	1	1
519	в двух	1	1
520	которое не	1	1
521	уже знакомые	1	1
522	бы неправильно	1	1
523	границ между	1	1
524	иногда на	1	1
525	эта последняя	1	1
526	и это	5	1
527	был не	1	1
528	именно с	1	1
529	играть в	1	1
530	в обстановке	1	1
531	об этом	5	1
532	если взять	1	1
533	около года	1	1
534	связанная с	3	1
535	говорит об	1	1
536	и впредь	1	1
537	он определяет	1	1
538	или менее	2	1
539	уже не	1	1
540	в одной	3	1
541	культуры он	1	1
542	будущее в	1	1
543	и вообще	3	1
544	и тысячи	1	1
545	отметим что	1	1
546	в любой	1	1
547	казалось бы	2	1
548	составляет часть	1	1
549	к жизни	1	1
550	людей в	1	1
551	в индивидуальном	2	1
552	но его	3	1
553	с определением	1	1
554	дальнейшее развитие	1	1
555	нет ничего	1	1
556	не менее	4	1
557	большей или	1	1
558	признать что	2	1
559	полной мере	1	1
560	где этот	2	1
561	больше чем	2	1
562	в основе	6	1
563	переходит в	3	1
564	и сами	1	1
565	выше и	1	1
566	то это	1	1
567	не случайна	1	1
568	отличие от	3	1
569	мы увидим	1	1
570	такие же	1	1
571	обстояло дело	1	1
572	на этом	7	1
573	чтобы в	1	1
574	бы только	1	1
575	к участию	1	1
576	тех кто	2	1
577	в лучшем	1	1
578	строй его	1	1
579	мы говорили	2	1
580	все остальные	3	1
581	связь и	1	1
582	так называемой	1	1
583	степени чем	2	1
584	всего этого	3	1
585	связана с	5	1
586	не переходит	1	1
587	в мировой	3	1
588	относится к	3	1
589	всех великих	1	1
590	ту же	3	1
591	более того	3	1
592	вместо того	1	1
593	поэтому если	1	1
594	и неизбежно	1	1
595	государственной власти	2	1
596	этому и	1	1
597	именно поэтому	1	1
598	времени в	2	1
599	или же	1	1
600	в этот	3	1
601	значительной мере	1	1
602	когда в	2	1
603	в новой	1	1
604	этом явлении	1	1
605	в современном	1	1
606	из себя	1	1
607	слова и	2	1
608	стороне от	1	1
609	быть и	1	1
610	сохраняет в	1	1
611	положений и	1	1
612	только тогда	1	1
613	войной и	1	1
614	для нее	1	1
615	народа и	2	1
616	половая жизнь	1	1
617	мы все	2	1
618	но они	6	1
619	и их	6	1
620	что люди	1	1
621	в человеческом	1	1
622	например к	1	1
623	говорить о	5	1
624	что эта	3	1
625	на его	2	1
626	за свои	3	1
627	и всякая	1	1
628	тех же	1	1
629	в тех	1	1
630	и когда	1	1
631	связь между	1	1
632	за пределы	4	1
633	и детей	1	1
634	в начале	2	1
635	еще в	3	1
636	и до	3	1
637	значительной степени	1	1
638	конец но	1	1
639	находящиеся в	1	1
640	и земли	2	1
641	и те	1	1
642	то как	1	1
643	знаменует собой	1	1
644	чтобы не	2	1
645	свое значение	2	1
646	ими с	1	1
647	в обоих	1	1
648	литературы и	3	1
649	жизни только	1	1
650	мы здесь	1	1
651	ли этот	1	1
652	будет уже	1	1
653	будучи в	1	1
654	как известно	2	1
655	но этот	5	1
656	связанной с	1	1
657	потому и	1	1
658	лишь в	3	1
659	о таких	2	1
660	в рамках	1	1
661	этого мира	1	1
662	некоторое время	1	1
663	или меньшей	1	1
664	числе и	3	1
665	к первому	1	1
666	значение и	3	1
667	в отличие	3	1
668	он в	4	1
669	соответствии с	2	1
670	этого времени	1	1
671	и должна	1	1
672	ссылок на	2	1
673	что для	1	1
674	него не	2	1
675	глядят в	1	1
676	и тот	2	1
677	друг другу	1	1
678	той же	6	1
679	которые в	1	1
680	значение имеет	1	1
681	и ее	2	1
682	действию в	1	1
683	которое мы	1	1
684	тот же	4	1
685	в нашем	3	1
686	к которому	1	1
687	в переводе	1	1
688	выход в	1	1
689	по этому	1	1
690	мы будем	2	1
691	котором мы	1	1
692	вплоть до	2	1
693	в западной	1	1
694	его для	2	1
695	и новой	1	1
696	сущности к	1	1
697	и о	8	1
698	и науки	1	1
699	одна из	1	1
700	весьма часто	1	1
701	приближаются к	2	1
702	изменений в	1	1
703	значение как	2	1
704	включает в	2	1
705	с его	11	1
706	и его	19	1
707	которые применяются	1	1
708	оно может	1	1
709	его к	1	1
710	их на	1	1
711	из русской	1	1
712	момент во	1	1
713	что во	1	1
714	что даже	2	1
715	существенное значение	1	1
716	но кроме	1	1
717	это в	3	1
718	идут в	1	1
719	в нем	20	1
720	речи о	1	1
721	но это	10	1
722	от того	3	1
723	если мы	3	1
724	лучшем случае	1	1
725	сложнее чем	1	1
726	для этого	2	1
727	с ее	7	1
728	всех этих	9	1
729	для всего	3	1
730	большей степени	1	1
731	признание что	1	1
732	что такие	2	1
733	же выводу	1	1
734	именно таким	1	1
735	в самой	8	1
736	они могут	1	1
737	традиции как	2	1
738	мы сказали	2	1
739	и искусства	1	1
740	лицо и	1	1
741	чем обычно	1	1
742	в большей	2	1
743	кажется нам	1	1
744	одного и	1	1
745	жизнью и	1	1
746	в соответствующие	1	1
747	римской империи	1	1
748	как некий	1	1
749	у народа	2	1
750	не исключает	1	1
