N	3gram	Bakhtin_sl	KulturaY
125	не до конца	1	2
126	такая точка зрения	1	2
127	прежде всего в	1	2
128	можно сказать что	1	2
129	и той же	1	2
130	таким образом в	4	2
131	до некоторой степени	1	2
132	и в особенности	5	2
133	самого по себе	1	2
134	в языке не	1	2
135	может быть не	1	2
136	то у нас	1	2
137	одной и той	1	2
138	роман в письмах	1	2
139	мы не знаем	2	2
140	мы имеем в	1	2
141	тем или иным	1	2
142	в широком смысле	3	2
143	а вовсе не	4	2
144	языка но и	1	2
145	также и в	1	2
146	несколько слов о	2	2
147	свой смысл и	1	2
148	может быть и	2	2
149	жанра но в	1	1
150	в слове которые	1	1
151	представить себе как	1	1
152	между ними и	1	1
153	обстоит дело в	1	1
154	идти не о	1	1
155	того же языка	2	1
156	могут не только	1	1
157	все то что	1	1
158	язык это не	1	1
159	приходится иметь дело	2	1
160	система языка в	1	1
161	точка зрения на	3	1
162	отношение к слову	1	1
163	для этого необходимо	1	1
164	в литературе и	1	1
165	между словом и	4	1
166	язык в этом	1	1
167	языка в этом	1	1
168	тесной связи с	1	1
169	своей книге о	1	1
170	и др например	1	1
171	на том же	2	1
172	но и на	1	1
173	форма и содержание	1	1
174	о слове как	1	1
175	язык в его	1	1
176	к своему предмету	5	1
177	язык поэзии и	1	1
178	в первый раз	1	1
179	влечет за собой	1	1
180	до наших дней	1	1
181	меньше чем в	2	1
182	если они не	1	1
183	но оно не	3	1
184	создает благоприятную почву	1	1
185	и не предполагает	1	1
186	т п не	1	1
187	и все это	1	1
188	не с одним	1	1
189	как и слово	1	1
190	их удельный вес	1	1
191	понимается в духе	1	1
192	том же языке	1	1
193	ее с другими	1	1
194	внутреннюю форму слова	1	1
195	слово столь же	1	1
196	говорить об особой	1	1
197	разных точек зрения	1	1
198	и некоторые другие	1	1
199	точек зрения и	1	1
200	как социальное явление	1	1
201	конечно далеко не	1	1
202	может быть также	1	1
203	имеет первостепенное значение	1	1
204	языка как такового	1	1
205	свой предмет как	1	1
206	все более и	1	1
207	в особенности в	1	1
208	именно потому что	1	1
209	а также в	1	1
210	может быть до	2	1
211	как в самом	1	1
212	неразрывно связан с	2	1
213	как мы видим	1	1
214	бы и не	1	1
215	по себе еще	1	1
216	жизни в его	1	1
217	т п например	1	1
218	на фоне этого	1	1
219	разве только в	1	1
220	даже и там	1	1
221	по аналогии с	1	1
222	поэтического слова как	1	1
223	нас в данном	1	1
224	данного языка в	1	1
225	к языку и	2	1
226	языка на его	1	1
227	каждое из них	1	1
228	целом ряде случаев	1	1
229	том что в	1	1
230	в х годах	1	1
231	слова не только	1	1
232	должна быть также	1	1
233	в его собственном	1	1
234	не в качестве	1	1
235	здесь как бы	1	1
236	и остается в	1	1
237	так как во	1	1
238	или в лучшем	1	1
239	но и более	2	1
240	они как бы	2	1
241	языка и стиля	1	1
242	на этом языке	1	1
243	не только не	2	1
244	в прокрустово ложе	1	1
245	связанные с этим	1	1
246	то ни было	1	1
247	в которых оно	1	1
248	и говорит и	1	1
249	что самое слово	1	1
250	русском языке но	1	1
251	и в самых	1	1
252	но все это	1	1
253	при этом на	1	1
254	не укладывается в	2	1
255	в сущности и	1	1
256	в стороне от	1	1
257	в своей книге	1	1
258	в отвлечении от	1	1
259	но в этом	2	1
260	все дело в	1	1
261	на фоне нормального	1	1
262	с помощью самого	1	1
263	или иной степени	12	1
264	и еще не	1	1
265	в художественной прозе	1	1
266	на данном языке	2	1
267	эта может быть	1	1
268	для нас в	2	1
269	несет на себе	1	1
270	но это не	1	1
271	что для нас	1	1
272	в значительной степени	6	1
273	как раз те	1	1
274	в разной степени	1	1
275	и не может	2	1
276	а также и	3	1
277	легко и свободно	1	1
278	в них не	1	1
279	может и не	1	1
280	в поэтическом слове	2	1
281	в этих случаях	1	1
282	особенно важное значение	1	1
283	и на самом	1	1
284	находит свое выражение	1	1
285	кроме того еще	1	1
286	с помощью которых	1	1
287	но прежде всего	1	1
288	в разных языковых	1	1
289	точки зрения стилистики	1	1
290	т п то	1	1
291	вместе с ним	1	1
292	и что же?	1	1
293	поэтическое слово в	3	1
294	п так и	1	1
295	в состоянии некоторого	1	1
296	том и в	2	1
297	но и здесь	3	1
298	дело не с	2	1
299	о языке и	1	1
300	не столько в	1	1
301	моменты в слове	1	1
302	можно утверждать что	1	1
303	но и в	2	1
304	языка но это	1	1
305	каждый из этих	1	1
306	не с точки	1	1
307	в чем же	1	1
308	а не как	2	1
309	и с другой	2	1
310	говорить о слове	1	1
311	имеем в виду	1	1
312	но в нем	1	1
313	в последние десятилетия	1	1
314	точки зрения а	1	1
315	и в отношении	1	1
316	еще раз подчеркнуть	1	1
317	может быть очень	2	1
318	узком смысле слова	1	1
319	и в поэзии	1	1
320	как и в	2	1
321	в целом ряде	1	1
322	в соединении с	1	1
323	к одному из	1	1
324	почти исключительно на	1	1
325	слове можно говорить	1	1
326	и не было	1	1
327	со словом как	1	1
328	это не только	1	1
329	более и более	1	1
330	в этих областях	1	1
331	языком а с	1	1
332	и может быть	1	1
333	то время как	2	1
334	в действии и	1	1
335	как мы ее	1	1
336	на ту же	2	1
337	но он пользуется	1	1
338	в некотором отношении	1	1
339	не выходят за	1	1
340	языку как общему	1	1
341	укладывается в прокрустово	1	1
342	всегда остается в	1	1
343	в этом его	1	1
344	и в частности	1	1
345	и с точки	1	1
346	далеко не все	1	1
347	дело в том	1	1
348	отдельных слов и	1	1
349	одно и то	2	1
350	оно ничего не	1	1
351	всех этих случаях	1	1
352	тем чем он	2	1
353	и все его	1	1
354	слов а не	1	1
355	и ничего не	1	1
356	твердое и устойчивое	1	1
357	в котором в	1	1
358	во всех этих	2	1
359	кроме того и	1	1
360	следовательно и в	1	1
361	таких моментов которые	1	1
362	с самого начала	1	1
363	они ни были	1	1
364	но во всяком	1	1
365	к радикальному пересмотру	1	1
366	и где нет	1	1
367	между тем именно	1	1
368	и не могут	2	1
369	всяком случае должен	1	1
370	на своем месте	1	1
371	выходит за пределы	3	1
372	литературного языка но	2	1
373	стилистический смысл и	1	1
374	дело идет об	1	1
375	никогда не может	2	1
376	прозе и в	1	1
377	как мы сказали	6	1
378	языка и с	1	1
379	например о слове	1	1
380	и до конца	1	1
381	слов о том	1	1
382	как бы сами	1	1
383	раз подчеркнуть что	1	1
384	эти слова и	2	1
385	что как раз	1	1
386	не в языке	1	1
387	в нем с	1	1
388	и в смысле	1	1
389	как уже сказано	2	1
390	между прочим в	1	1
391	связанная с ним	1	1
392	до конца и	3	1
393	случае перед нами	2	1
394	связанных с ними	1	1
395	в данном языке	1	1
396	мы не можем	1	1
397	в другом случае	3	1
398	мы к сожалению	1	1
399	это было бы	1	1
