N	2gram	Bakhtin_sl	Myshleni
227	к действительности	1	18
228	во всей	1	18
229	одного и	1	18
230	но это	3	18
231	в отличие	12	18
232	отличие от	13	18
233	для развития	1	18
234	слов и	5	18
235	всяком случае	7	18
236	чем в	3	18
237	в этих	8	17
238	в одном	4	17
239	не есть	2	17
240	сих пор	4	17
241	и той	2	17
242	до сих	4	17
243	в свою	4	17
244	до конца	25	17
245	и для	7	17
246	для этого	4	17
247	все что	1	17
248	нами в	3	17
249	и того	1	17
250	у него	5	17
251	этой точки	1	17
252	ту же	5	17
253	и от	5	17
254	и есть	2	17
255	то и	1	17
256	и только	2	17
257	и другие	3	16
258	одной и	1	16
259	речи является	2	16
260	в которых	1	16
261	языка и	18	16
262	слово и	5	16
263	значение в	2	16
264	мы имеем	1	16
265	вовсе не	16	16
266	к одному	1	16
267	которые не	1	16
268	и даже	11	16
269	на этой	1	16
270	между двумя	1	16
271	исследования и	1	16
272	между отдельными	1	16
273	то в	2	16
274	видели что	1	16
275	для нас	7	16
276	которые в	4	16
277	таким же	1	16
278	является в	1	15
279	в них	11	15
280	вопрос об	1	15
281	что при	1	15
282	от этого	2	15
283	и это	1	15
284	со всеми	3	15
285	этого процесса	1	15
286	данном случае	3	15
287	на все	3	15
288	тем более	1	15
289	хотя бы	6	15
290	в начале	1	15
291	те же	3	15
292	отличается от	3	15
293	в письменной	1	15
294	между этими	3	15
295	но как	2	15
296	известном смысле	2	15
297	представить себе	1	15
298	формы мышления	1	15
299	на всем	1	15
300	том же	4	15
301	ничего не	5	15
302	вообще не	4	15
303	уже говорили	1	14
304	но что	1	14
305	свою очередь	3	14
306	одно и	3	14
307	точка зрения	10	14
308	что для	1	14
309	точку зрения	6	14
310	из этого	3	14
311	и здесь	5	14
312	связанные с	7	14
313	слова к	4	14
314	одним из	5	14
315	между словом	5	14
316	одной из	4	14
317	он должен	1	14
318	от слова	1	14
319	один и	1	14
320	научных и	1	14
321	не можем	1	14
322	о чем	1	14
323	и во	3	14
324	с его	8	14
325	об этом	1	14
326	в действительности	1	13
327	с другими	8	13
328	и тот	1	13
329	его к	1	13
330	в основном	7	13
331	смысле слова	2	13
332	к его	1	13
333	они не	3	13
334	но на	1	13
335	в виде	4	13
336	на его	9	13
337	отнюдь не	1	13
338	она не	8	13
339	человека и	3	13
340	для всех	2	13
341	как они	1	13
342	но все	2	13
343	этой проблемы	1	13
344	связей и	1	13
345	что между	1	13
346	слова как	8	13
347	с ней	2	13
348	связана с	2	13
349	в состоянии	1	13
350	лишь в	6	13
351	речи так	1	13
352	в меру	1	13
353	факт что	1	13
354	стороны и	3	13
355	все более	1	13
356	с которыми	2	12
357	даже в	4	12
358	а затем	1	12
359	на первый	1	12
360	только на	3	12
361	но он	4	12
362	что слово	1	12
363	возникает из	2	12
364	речи от	1	12
365	за пределы	6	12
366	тем и	3	12
367	к другому	1	12
368	с их	1	12
369	в другую	1	12
370	в одной	2	12
371	и потому	9	12
372	свое выражение	3	12
373	в самых	2	12
374	и обратно	1	12
375	еще более	7	12
376	ко всем	1	12
377	в первом	3	12
378	к нему	7	12
379	от его	4	12
380	несмотря на	2	12
381	в ее	2	12
382	тем не	2	12
383	выражение в	4	12
384	но только	1	12
385	которых мы	3	12
386	и между	2	12
387	мог бы	1	12
388	это и	1	12
389	первый план	1	12
390	в ней	7	12
391	входит в	8	12
392	не столько	4	11
393	с собой	1	11
394	в других	4	11
395	находится в	1	11
396	на котором	3	11
397	на том	2	11
398	отношения к	3	11
399	с ее	6	11
400	и при	2	11
401	эти особенности	1	11
402	в каком	1	11
403	друг другу	2	11
404	на самом	2	11
405	есть в	1	11
406	идет о	1	11
407	речи то	1	11
408	нас в	3	11
409	одно из	1	11
410	например в	6	11
411	мы увидим	2	11
412	гораздо более	1	11
413	не знает	3	11
414	в конце	1	11
415	а только	1	11
416	он в	6	11
417	в один	2	11
418	только по	1	11
419	слово в	18	11
420	лежит в	5	11
421	или менее	5	11
422	в пределах	27	11
423	нуждается в	3	11
424	и наконец	9	11
425	есть не	2	11
426	в основу	1	10
427	чем это	1	10
428	о которых	2	10
429	что как	2	10
430	что такое	1	10
431	одного из	2	10
432	связи и	3	10
433	в другой	2	10
434	этот процесс	1	10
435	тот факт	1	10
436	мы называем	1	10
437	на развитие	1	10
438	у нас	2	10
439	перейти к	1	10
440	и может	4	10
441	числе и	1	10
442	или иной	13	10
443	из всех	1	10
444	за собой	1	10
445	и которые	2	10
446	речь идет	1	10
447	и т.п	1	10
448	и значение	1	10
449	но этот	1	10
450	каждом шагу	2	10
451	что его	1	10
452	и у	2	10
453	мысль и	1	10
454	помощью которых	1	10
455	как с	2	10
456	речь как	1	10
457	на каждом	2	10
458	не могло	3	10
459	и слово	4	10
460	том числе	1	10
461	чем он	2	10
462	и слова	6	10
463	с той	1	10
464	речью в	1	10
465	потребность в	1	10
466	и до	2	9
467	связано с	3	9
468	что уже	1	9
469	как по	1	9
470	той или	13	9
471	более или	5	9
472	приводят к	1	9
473	та же	1	9
474	оно не	12	9
475	к предмету	4	9
476	развитии и	1	9
477	может не	9	9
478	но эта	2	9
479	сама по	2	9
480	также и	5	9
481	не с	5	9
482	к изучению	1	9
483	в плане	11	9
484	место в	2	9
485	только для	1	9
486	как только	4	9
487	поэтому мы	1	9
488	говорить о	2	9
489	как оно	3	9
490	в системе	2	9
491	и он	1	9
492	и притом	1	9
493	находит свое	1	9
494	мы говорим	1	9
495	еще в	1	9
496	совершенно не	2	9
497	такого рода	2	9
498	он может	3	9
499	хотя и	4	9
500	в самой	1	9
501	переход к	1	9
502	в ином	1	9
503	но с	1	9
504	или в	10	9
505	системы в	1	9
506	включает в	3	9
507	должен быть	3	9
508	не как	4	8
509	о котором	1	8
510	которая не	3	8
511	в этот	1	8
512	увидим что	1	8
513	и те	3	8
514	не умеет	2	8
515	речи а	1	8
516	одному и	2	8
517	эти три	1	8
518	в эту	3	8
519	все остальные	1	8
520	этого факта	1	8
521	почти всегда	3	8
522	в направлении	2	8
523	этот путь	1	8
524	поэтому в	1	8
525	понятий как	1	8
526	в течение	1	8
527	отношении к	9	8
528	все равно	1	8
529	образом в	4	8
530	на одном	1	8
531	только и	3	8
532	относятся к	1	8
533	мы наблюдаем	2	8
534	дело с	4	8
535	осознания и	1	8
536	действительности и	1	8
537	связь с	2	8
538	где они	4	8
539	к проблеме	3	8
540	и внутренней	2	8
541	какой степени	1	8
542	остается в	5	8
543	и др	17	8
544	рассматривается как	1	8
545	в действии	1	8
546	не на	6	8
547	со стороны	1	8
548	в зоне	3	8
549	более и	1	8
550	связан с	2	8
551	форм и	3	8
552	в более	2	8
553	различие между	1	8
554	взаимного понимания	2	8
555	нисколько не	3	8
556	еще на	1	8
557	что не	1	8
558	в известной	3	8
559	в таком	5	7
560	в разных	3	7
561	и сам	4	7
562	слова с	3	7
563	предмета и	2	7
564	сознания в	2	7
565	на него	1	7
566	он сам	1	7
567	из важнейших	2	7
568	со словом	4	7
569	выражается в	1	7
570	в общем	1	7
571	всех этих	8	7
572	прямо и	4	7
573	мы остановимся	1	7
574	его и	5	7
575	в значительной	6	7
576	при анализе	1	7
577	формами мышления	1	7
578	на которые	3	7
579	у них	2	7
580	находятся в	1	7
581	которых он	1	7
582	для всего	2	7
583	с теми	1	7
584	возможно только	1	7
585	в ряде	1	7
586	на один	2	7
587	же в	2	7
588	которой мы	1	7
589	случае в	1	7
590	которая в	1	7
591	за ним	1	7
592	мышления которые	1	7
593	в жизни	1	7
594	которые являются	2	7
595	представления о	1	7
596	слово не	3	7
597	к общему	1	7
598	первом случае	2	7
599	от действительности	2	7
600	самый процесс	1	7
601	именно потому	1	7
602	развитие и	1	7
603	и особенно	2	7
604	во втором	1	7
605	его с	1	7
606	должна быть	3	7
607	с ними	8	7
608	из области	1	7
609	не имеют	1	7
610	без всякого	2	7
611	ничем не	1	7
612	на одной	1	7
613	здесь в	6	7
614	сознания и	1	7
615	слова не	5	7
616	это слово	1	7
617	и непосредственно	6	7
618	а также	5	7
619	случае не	2	7
620	но по	2	7
621	он говорит	1	7
622	к совершенно	1	7
623	основе их	2	7
624	этом и	1	7
625	лучшем случае	3	7
626	только один	1	6
627	же предмет	1	6
628	речи эта	1	6
629	и другим	4	6
630	к ней	2	6
631	уже не	5	6
632	как например	1	6
633	другом в	1	6
634	для данного	1	6
635	с другим	1	6
636	совершенно иным	1	6
637	в научном	1	6
638	в отдельных	1	6
639	всего в	1	6
640	не остается	2	6
641	в двух	2	6
642	в каждом	5	6
643	в лучшем	3	6
644	нашего сознания	2	6
645	последнего времени	2	6
646	оно может	3	6
647	и самый	2	6
648	как к	5	6
649	том и	2	6
650	бы и	6	6
651	значение этого	1	6
652	наконец в	5	6
653	и там	6	6
654	нет и	1	6
655	он как	1	6
656	а это	1	6
657	или даже	5	6
658	словом как	2	6
659	бы мы	1	6
660	в условиях	3	6
661	и таким	1	6
662	и вообще	2	6
663	и эти	2	6
664	как два	1	6
665	говорит о	1	6
666	требует от	2	6
667	и другими	2	6
668	его на	2	6
669	действительности в	1	6
670	в различных	1	6
671	одна из	6	6
672	что отношение	1	6
673	на язык	2	6
674	задолго до	1	6
675	слов в	2	6
676	этими двумя	1	6
677	как его	5	6
678	точек зрения	8	6
679	для его	1	6
680	очень часто	1	6
681	что может	1	6
682	с которым	4	6
683	как таковой	1	6
684	между которыми	1	6
685	может стать	3	6
686	по самому	1	6
687	знает что	1	6
688	только одно	1	6
689	тех же	1	6
690	лежат в	1	6
691	роль в	4	6
692	из которого	2	6
693	совпадают с	1	6
694	дело в	2	6
695	это было	2	6
696	как чисто	1	6
697	и о	3	6
698	как увидим	2	6
699	кроме того	6	5
700	в большей	3	5
701	или на	2	5
702	только как	2	5
703	почти исключительно	1	5
704	направлении к	1	5
705	может служить	1	5
706	более сложных	1	5
707	к ним	2	5
708	в контексте	5	5
709	слово как	11	5
710	ближе к	1	5
711	этих моментов	1	5
712	новые и	2	5
713	все его	4	5
714	как такового	3	5
715	и снова	1	5
716	того и	1	5
717	мышления для	1	5
718	разрыв между	1	5
719	эти слова	4	5
720	не дает	1	5
721	языка у	3	5
722	является основным	1	5
723	в него	9	5
724	которые он	1	5
725	для них	2	5
726	который не	1	5
727	на их	1	5
728	на ряд	1	5
729	только с	3	5
730	как основной	1	5
731	в свое	3	5
732	только его	1	5
733	то мы	1	5
734	чем перейти	1	5
735	бы для	1	5
736	все они	9	5
737	от всех	1	5
738	сами по	1	5
739	менее всего	3	5
740	в стороне	1	5
741	к единству	1	5
742	язык и	17	5
743	его отношение	1	5
744	есть все	1	5
745	могут не	2	5
746	от него	5	5
747	наталкивается на	1	5
748	неизбежно приводит	1	5
749	исторического развития	2	5
750	что по	1	5
751	самого слова	2	5
752	в новом	3	5
753	но даже	1	5
754	часто в	1	5
755	которыми он	1	5
756	в изучении	1	5
757	слово входит	1	5
758	значительной степени	6	5
759	всегда и	1	5
760	вернуться к	1	5
761	первостепенное значение	1	5
762	быть в	1	5
763	это так	1	5
764	это отношение	2	5
765	есть только	1	5
766	что говорит	1	5
767	речи все	2	5
768	а следовательно	2	5
769	не просто	2	5
770	себя в	14	5
771	и столь	1	5
772	на протяжении	3	5
773	прийти к	1	5
774	аналогии с	1	5
775	чем у	1	5
776	может иметь	3	5
777	в форме	3	5
778	какой мере	1	5
779	и возникает	1	5
780	значение как	1	5
781	речи о	1	5
782	а потому	1	5
783	был бы	2	5
784	связанное с	1	5
785	эти понятия	1	5
786	речи из	1	5
787	видим что	1	5
788	значений и	1	5
789	из одной	1	5
790	о языке	1	5
791	свое время	1	5
792	как у	2	5
793	когда оно	1	5
794	слова но	2	5
795	слова на	3	5
796	за этой	1	5
797	оно в	1	5
798	иным способом	1	5
799	главное и	1	5
800	дело не	2	5
801	у нее	1	5
802	прежде чем	1	5
803	анализа и	1	5
804	по аналогии	1	5
805	эти два	1	5
806	именно это	1	5
807	речь или	1	5
808	пути к	1	5
809	более того	5	5
810	он пользуется	3	4
811	могут иметь	1	4
812	зрения на	9	4
813	со всем	1	4
814	языке и	3	4
815	в применении	1	4
816	тем как	1	4
817	в единую	1	4
818	вот что	1	4
819	исходить из	1	4
820	когда это	1	4
821	на эту	1	4
822	как более	2	4
823	один ряд	1	4
824	за ней	1	4
825	всем его	2	4
826	во все	1	4
827	языка в	21	4
828	чего не	1	4
829	на пути	1	4
830	конечно не	7	4
831	осознанности и	1	4
832	является конечно	1	4
833	бы то	1	4
834	шагу в	1	4
835	она в	1	4
836	между различными	1	4
837	которого он	3	4
838	слова то	1	4
839	не было	4	4
840	и говорит	1	4
841	рядом с	7	4
842	смысловой и	1	4
843	так сказать	11	4
844	особенности в	1	4
845	если оно	2	4
846	самому себе	1	4
847	бы они	1	4
848	ничего нового	2	4
849	также не	1	4
850	новое слово	2	4
851	он еще	1	4
852	все дело	1	4
853	заставляет нас	1	4
854	слова от	7	4
855	не исчерпывает	2	4
856	следовательно не	1	4
857	одним словом	4	4
858	отдельных конкретных	1	4
859	своего собственного	1	4
860	в меньшей	1	4
861	имеет дело	4	4
862	сложный и	1	4
863	же слово	3	4
864	относящиеся к	1	4
865	влияния на	3	4
866	языка так	3	4
867	к той	1	4
868	вперед в	1	4
869	в очень	1	4
870	из его	1	4
871	с которой	1	4
872	и вся	2	4
873	вступает в	2	4
874	от других	2	4
875	которому мы	1	4
876	слова он	1	4
877	речи на	1	4
878	здесь не	6	4
879	свой смысл	2	4
880	в корне	1	4
881	не из	2	4
882	самое слово	2	4
883	слова так	2	4
884	влечет за	1	4
885	эта точка	1	4
886	и развивается	1	4
887	способность к	1	4
888	слова которые	1	4
889	только два	2	4
890	и со	2	4
891	и могут	1	4
892	того или	2	4
893	то он	1	4
894	одни и	1	4
895	иное чем	1	4
896	есть и	1	4
897	к данному	1	4
898	к которой	1	4
899	или как	4	4
900	но эти	3	4
901	действительно не	2	4
902	однако и	2	4
903	в некоторых	3	4
904	если он	1	4
905	в понимании	3	4
906	а именно	2	4
907	одновременно и	5	4
908	и самое	3	4
909	в одно	2	4
910	языка на	3	4
911	различные формы	2	4
912	и логической	1	4
913	как между	1	4
914	когда она	2	4
915	для которого	1	4
916	и остается	3	4
917	в реальном	1	4
918	же слова	1	4
919	в контекст	4	4
920	входят в	3	4
921	на предмет	4	4
922	и становится	2	4
923	но сама	1	4
924	как слово	3	4
925	есть процесс	1	4
926	собой в	1	4
927	время в	1	4
928	ни было	2	4
929	целом ряде	1	4
930	также в	1	4
931	постановка вопроса	1	4
932	чтобы понять	1	4
933	внешней и	1	4
934	или к	3	4
935	нам в	1	4
936	совсем не	1	4
937	основных форм	1	4
938	и одновременно	2	4
939	его не	4	4
940	развиваются в	1	4
941	на который	1	4
942	однако в	3	4
943	бы оно	1	4
944	а как	3	4
945	устная речь	1	4
946	постановке вопроса	1	4
947	только те	1	4
948	другим и	1	4
949	не требует	3	4
950	от общего	1	4
951	связанная с	2	4
952	до этого	1	4
953	как о	2	4
954	не до	1	4
955	себя и	2	4
956	чем же	1	4
957	совершенно иной	1	4
958	и если	1	4
959	тому или	1	4
960	в новых	2	4
961	цели и	1	4
962	из него	4	4
963	дальнейшего развития	2	4
964	формы и	3	4
965	и мышлением	1	4
966	слов так	1	4
967	слово но	1	4
968	в определенных	2	4
969	к высшему	1	4
970	и эта	2	4
971	свет на	1	4
972	долгое время	1	4
973	по которому	1	4
974	этот новый	1	4
975	эти формы	5	4
976	на всю	3	4
977	всем ее	1	4
978	выражения в	1	4
979	жизни и	5	4
980	известной степени	6	4
981	как для	1	4
982	в чисто	4	4
983	не к	1	4
984	в настоящем	1	3
985	мы найдем	3	3
986	и лишь	1	3
987	и становятся	1	3
988	или иных	1	3
989	он видит	1	3
990	его от	2	3
991	этого момента	1	3
992	до последнего	2	3
993	и само	2	3
994	самых основных	1	3
995	о мире	1	3
996	по своим	6	3
997	применении к	1	3
998	всем этим	2	3
999	оно как	2	3
1000	из себя	3	3
1001	не исключает	1	3
1002	каждое слово	5	3
1003	качественное своеобразие	1	3
1004	то его	1	3
1005	в прошлом	2	3
1006	и еще	1	3
1007	это единство	1	3
1008	языка не	4	3
1009	и связанное	1	3
1010	ее как	1	3
1011	сущности и	2	3
1012	именно на	3	3
1013	от них	1	3
1014	возникает и	1	3
1015	кажется нам	1	3
1016	не имеющих	1	3
1017	его собственного	1	3
1018	привело к	1	3
1019	процесс их	1	3
1020	слова оно	3	3
1021	в единое	2	3
1022	решающее значение	1	3
1023	речи далее	1	3
1024	к еще	1	3
1025	ибо он	2	3
1026	одном из	1	3
1027	автора к	3	3
1028	в первые	1	3
1029	слове но	4	3
1030	они же	1	3
1031	для правильной	1	3
1032	и движение	1	3
1033	принимает за	1	3
1034	не были	3	3
1035	не могла	2	3
1036	часто не	1	3
1037	могла бы	1	3
1038	проблемы в	1	3
1039	совершенно новый	1	3
1040	особенностей и	1	3
1041	но прежде	1	3
1042	а главное	1	3
1043	и чужого	4	3
1044	что проблема	1	3
1045	к сожалению	1	3
1046	даны в	1	3
1047	само слово	1	3
1048	по всем	1	3
1049	ним и	2	3
1050	оно было	4	3
1051	говорит и	2	3
1052	интерес к	3	3
1053	сводится к	1	3
1054	в плоскости	1	3
1055	является проблема	2	3
1056	речью не	1	3
1057	бы не	1	3
1058	да и	2	3
1059	словами и	1	3
1060	не входит	1	3
1061	в неразрывной	1	3
1062	отнести к	1	3
1063	этой работы	1	3
1064	своей внутренней	1	3
1065	одной плоскости	1	3
1066	ближе всего	1	3
1067	и различные	2	3
1068	ни были	3	3
1069	каждый из	1	3
1070	до известной	3	3
1071	языка но	7	3
1072	влиять на	1	3
1073	в систему	1	3
1074	от всякого	2	3
1075	именно к	3	3
1076	связанных с	4	3
1077	мысли то	1	3
1078	о значении	1	3
1079	о нем	6	3
1080	эти наблюдения	1	3
1081	сказал бы	1	3
1082	и усвоения	1	3
1083	своей книге	1	3
1084	ни при	1	3
1085	оторванный от	1	3
1086	на фоне	11	3
1087	но уже	2	3
1088	всегда существует	1	3
1089	нас и	1	3
1090	как ни	2	3
1091	может идти	1	3
1092	что всякий	1	3
1093	этих случаях	2	3
1094	этого основного	1	3
1095	оно должно	1	3
1096	момент в	2	3
1097	направленность на	1	3
1098	может и	1	3
1099	если она	2	3
1100	степени и	2	3
1101	могут служить	1	3
1102	или нет	1	3
1103	которой они	1	3
1104	общения с	1	3
1105	далее в	2	3
1106	или во	2	3
1107	и задачи	1	3
1108	отношением к	1	3
1109	и внутренне	2	3
1110	всегда в	3	3
1111	понимания и	1	3
1112	в это	1	3
1113	при наличии	1	3
1114	направлено на	1	3
1115	время от	1	3
1116	в языке	7	3
1117	здесь у	1	3
1118	отдельных слов	1	3
1119	даже с	1	3
1120	слову и	1	3
1121	с этими	3	3
1122	параллельно с	1	3
1123	для понимания	3	3
1124	который оно	1	3
1125	слова может	2	3
1126	они могут	7	3
1127	два основных	1	3
1128	это остается	1	3
1129	речь с	1	3
1130	которое он	1	3
1131	и всей	1	3
1132	основных и	2	3
1133	этот пример	1	3
1134	эта форма	3	3
1135	смысле и	1	3
1136	к абстрактному	1	3
1137	себя как	2	3
1138	из главных	1	3
1139	следовательно и	4	3
1140	понимание и	2	3
1141	зрения и	4	3
1142	совершенно по-иному	1	3
1143	здесь как	3	3
1144	образом с	1	3
1145	то ни	1	3
1146	его внутренней	1	3
1147	явления в	1	3
1148	если же	1	3
1149	всех других	1	3
1150	не приходится	2	3
1151	развития все	1	3
1152	в новое	4	3
1153	и иной	1	3
1154	условия для	2	3
1155	с чем	1	3
1156	бы быть	2	3
1157	же мы	1	3
1158	или иного	2	3
1159	и ничего	1	3
1160	основе этой	1	3
1161	во власти	2	3
1162	самому своему	1	3
1163	признаков но	1	3
1164	очень легко	2	3
1165	и единство	2	3
1166	ближайшим образом	1	3
1167	месте и	1	3
1168	в мыслях	1	3
1169	словом но	2	3
1170	дело идет	2	3
1171	ли он	4	3
1172	слова для	2	3
1173	указать на	1	3
1174	слова которое	1	3
1175	сливается с	6	3
1176	и зависимостей	1	3
1177	вне поля	1	3
1178	что самое	1	3
1179	может сделать	1	3
1180	друга и	1	3
1181	же время	15	3
1182	имеем в	1	3
1183	чем его	1	3
1184	но именно	5	3
1185	не знаем	3	3
1186	о предмете	1	3
1187	только о	2	3
1188	сделать это	1	3
1189	не соответствует	1	3
1190	в первый	1	3
1191	от которого	1	3
1192	к истории	1	3
1193	две основные	1	3
1194	что так	1	3
1195	же не	1	3
1196	слова есть	1	3
1197	без всяких	2	3
1198	говорим о	1	3
1199	или иначе	2	3
1200	как таковая	1	3
1201	и без	1	3
1202	язык в	9	3
1203	мира и	4	3
1204	к своему	11	3
1205	и оно	2	3
1206	других не	1	3
1207	знак равенства	1	3
1208	речи эти	2	3
1209	поскольку она	1	3
1210	чужой речи	23	3
1211	для лингвистики	1	3
1212	на всех	1	3
1213	лежащую в	1	3
1214	конечно в	2	3
1215	далеко не	7	3
1216	в большинстве	16	3
1217	и часто	7	3
1218	на это	1	3
1219	как из	1	3
1220	литературному языку	3	3
1221	он и	1	3
1222	иным путем	1	3
1223	быть не	1	3
1224	находиться в	1	3
1225	языка с	2	3
1226	тех или	1	3
1227	и совершенно	1	3
1228	говорит не	1	3
1229	на ту	2	3
1230	существенную роль	1	2
1231	осознать и	1	2
1232	в образах	1	2
1233	смысле с	1	2
1234	особенности и	1	2
1235	же и	4	2
1236	языка его	4	2
1237	основе ее	2	2
1238	некоторой степени	1	2
1239	без исключения	2	2
1240	говорили в	1	2
1241	совершенно иные	1	2
1242	какой бы	1	2
1243	каких условиях	1	2
1244	так можно	1	2
1245	действуют в	1	2
1246	совершенно невозможно	1	2
1247	нами уже	1	2
1248	до полного	1	2
1249	самостоятельно и	1	2
1250	из самых	2	2
1251	слово может	3	2
1252	в построении	2	2
1253	автор в	1	2
1254	кроме самого	1	2
1255	нужно чтобы	1	2
1256	всякого реального	1	2
1257	тем или	1	2
1258	основное отличие	2	2
1259	людей с	1	2
1260	действительность и	1	2
1261	различными способами	1	2
1262	он был	1	2
1263	именно этим	1	2
1264	в нескольких	1	2
1265	не всегда	1	2
1266	своим собственным	1	2
1267	характер в	1	2
1268	и взаимного	1	2
1269	всего как	1	2
1270	точками зрения	4	2
1271	и формы	4	2
1272	всех областях	4	2
1273	вещи и	1	2
1274	как прямой	1	2
1275	тем это	1	2
1276	не два	1	2
1277	в эти	1	2
1278	понимания как	1	2
1279	образом на	2	2
1280	или иным	1	2
1281	при всем	3	2
1282	от чисто	3	2
1283	или наоборот	1	2
1284	влияние на	3	2
1285	эти элементы	2	2
1286	слова является	1	2
1287	время и	3	2
1288	для изучения	1	2
1289	к себе	1	2
1290	именно для	1	2
1291	которого еще	1	2
1292	от всякой	3	2
1293	его внутренняя	1	2
1294	к необходимости	1	2
1295	для своего	1	2
1296	или иную	1	2
1297	не способны	1	2
1298	недоразумений и	1	2
1299	и свободно	1	2
1300	есть еще	1	2
1301	словом в	8	2
1302	исключена возможность	1	2
1303	восприятием и	2	2
1304	слова могут	4	2
1305	и чисто	5	2
1306	интересующие нас	1	2
1307	легко становится	1	2
1308	предмете и	1	2
1309	характер и	2	2
1310	лишь на	3	2
1311	большинстве случаев	11	2
