N	3gram	Vinokur_Vv	StatiiOP
90	той мере в	6	3
91	более или менее	1	3
92	виде в каком	1	3
93	сказать что в	1	3
94	потому что он	2	3
95	это не просто	1	3
96	во многих случаях	1	3
97	бы то ни	1	3
98	если принять во	1	3
99	так как в	1	3
100	и тем не	3	3
101	т е не	2	3
102	и не в	1	3
103	только в том	2	3
104	в известном смысле	3	3
105	вовсе не только	2	3
106	т е с	1	3
107	состоит в том	2	3
108	не говоря уже	2	3
109	в лучшем случае	1	3
110	в прямом смысле	4	3
111	по меньшей мере	2	3
112	в значительной степени	1	3
113	в этом случае	6	3
114	всяком случае не	2	3
115	принять во внимание	2	3
116	т е в	4	3
117	прежде всего в	1	3
118	на этой почве	2	2
119	в ряде случаев	1	2
120	смысле этого термина	1	2
121	может быть назван	1	2
122	но вместе с	2	2
123	в его собственной	1	2
124	потому что это	1	2
125	и в результате	1	2
126	в той или	1	2
127	и что поэтому	1	2
128	из них и	1	2
129	в том-то и	1	2
130	хотя бы и	2	2
131	а кроме того	1	2
132	если бы и	1	2
133	сомнений в том	2	2
134	а между тем	2	2
135	в обоих случаях	1	2
136	сомневаться в том	1	2
137	в зависимости от	3	2
138	точно так же	2	2
139	в области изучения	1	2
140	свое выражение в	1	2
141	а потому что	1	2
142	в отличие от	4	2
143	что в этом	2	2
144	то ни было	1	2
145	не может не	1	2
146	то же самое	3	2
147	то что у	1	2
148	не только с	1	2
149	объясняется и то	1	2
150	только тогда когда	1	2
151	нельзя не признать	3	2
152	уже о том	1	2
153	а также и	2	2
154	не только по	1	2
155	сам по себе	2	2
156	внимание на то	1	2
157	как своего рода	1	2
158	т д и	1	2
159	в свою очередь	2	2
160	и др в	1	2
161	той или иной	3	2
162	вовсе не в	2	2
163	что это есть	1	2
164	вообще не существует	1	2
165	примером может служить	1	2
166	в чем же	3	2
167	тех пор пока	1	2
168	и в конце	1	2
169	что в общем	2	2
170	все же только	1	2
171	в одно целое	1	2
172	не до конца	2	2
173	согласно которой в	1	2
174	того чтобы можно	1	2
175	в целом ряде	2	2
176	в отдельных случаях	1	2
177	в настоящее время	1	2
178	до тех пор	1	2
179	на этот вопрос	5	2
180	хотя бы на	1	2
181	в каком он	1	2
182	но в то	3	2
183	как мы видели	3	2
184	по тем или	2	2
185	по его словам	1	2
186	мы имеем в	1	2
187	у меня в	1	2
188	и то что	3	2
189	что в нем	2	2
190	чтобы можно было	2	2
191	здесь не место	2	2
192	между прочим и	1	2
193	это прежде всего	1	2
194	том-то и дело	1	2
195	имеем дело с	1	2
196	но с другой	1	2
197	может быть и	2	2
198	со стороны содержания	1	1
199	т е по	1	1
200	важный но все	1	1
201	отличие от других	1	1
202	иметь дело в	1	1
203	но ведь это	1	1
204	истории русского языка	1	1
205	в этой системе	1	1
206	с русской историей	1	1
207	пор и в	1	1
208	и дело что	1	1
209	второй половины xix	2	1
210	как будто бы	2	1
211	в точности соответствует	1	1
212	со стороны ее	1	1
213	судя по его	1	1
214	во второй части	1	1
215	что нет вообще	1	1
216	искать ответа на	1	1
217	дело не только	1	1
218	также в том	1	1
219	во главе с	1	1
220	половины xix в	3	1
221	первый из этих	2	1
222	на том что	2	1
223	что в одном	1	1
224	по сравнению с	4	1
225	конкретно представить себе	1	1
226	совсем другое дело	1	1
227	вопрос что такое	1	1
228	все это и	1	1
229	т д иными	1	1
230	как нечто целое	1	1
231	когда мы имеем	1	1
232	не наука а	1	1
233	только в применении	2	1
234	значении этого термина	2	1
235	есть существенная разница	1	1
236	в собственном смысле	3	1
237	мы говорим о	1	1
238	и никогда не	1	1
239	до наших дней	2	1
240	но ведь в	1	1
241	было вполне естественно	1	1
242	с этой точки	2	1
243	его отношение к	1	1
244	поворотным пунктом в	1	1
245	литературного искусства и	1	1
246	а в том	1	1
247	можно и должно	1	1
248	на котором он	2	1
249	потому что она	1	1
250	потому что в	1	1
251	xviii в и	2	1
252	в подлинном смысле	1	1
253	в своей исторической	1	1
254	и то же	2	1
255	том виде в	1	1
256	но в том-то	1	1
257	смысле в каком	1	1
258	то что могло	2	1
259	с отношениями между	1	1
260	трудно видеть что	5	1
261	при помощи которого	1	1
262	уже потому что	1	1
263	в его время	1	1
264	в первом из	2	1
265	хотя бы уже	1	1
266	в общем смысле	1	1
267	в истории этой	1	1
268	т д в	2	1
269	то что можно	1	1
270	приняты во внимание	1	1
271	не потому что	1	1
272	нужно было бы	1	1
273	того что в	1	1
274	может быть не	1	1
275	значение в истории	1	1
276	с этой стороны	1	1
277	а есть только	1	1
278	смысле этого слова	2	1
279	смысле этого понятия	4	1
280	и могут быть	1	1
281	на тему об	1	1
282	не трудно видеть	6	1
283	и ранее не	1	1
284	в содержании и	1	1
285	сих пор и	1	1
286	того чтобы лучше	1	1
287	уже и сейчас	1	1
288	само по себе	4	1
289	до нас дошел	1	1
290	нечего и говорить	1	1
291	обычным представлением о	1	1
292	быть и речи	1	1
293	также и то	1	1
294	в соответствии с	2	1
295	в каждом из	1	1
296	подлинном смысле этого	1	1
297	по себе не	1	1
298	и что такое	1	1
299	каждой из них	2	1
300	научной работы но	1	1
301	одно из двух	1	1
302	каждой из этих	1	1
303	на одно из	1	1
304	сказать что он	1	1
305	не означает будто	1	1
306	том чтобы выяснить	1	1
307	имел в виду	1	1
308	и говорить о	1	1
309	гораздо ближе к	2	1
310	так как не	1	1
311	только то что	1	1
312	это однако не	2	1
313	здесь идет речь	1	1
314	на этом пути	1	1
315	или иным признакам	1	1
316	к этому времени	2	1
317	что так называемая	1	1
318	и это сказалось	2	1
319	сказывается и в	1	1
320	не то что	1	1
321	имея в виду	1	1
322	сплошь да рядом	1	1
323	было бы с	1	1
324	собственном смысле этого	1	1
325	второй половины xviii	1	1
326	мы имеем дело	1	1
327	что нет такой	1	1
328	наука о пушкине	1	1
329	никогда не была	1	1
330	на вопрос что	1	1
331	или иначе но	2	1
332	находит свое выражение	1	1
333	начала xix в	1	1
334	т д все	2	1
335	идет речь о	1	1
336	дать ответ на	2	1
337	и потому что	2	1
338	это может быть	1	1
339	заключается вовсе не	1	1
340	на одной из	1	1
341	одним из наиболее	1	1
342	в значительной мере	2	1
343	д иными словами	1	1
344	в каждой из	1	1
345	в истории русской	1	1
346	в этой крылатой	1	1
347	от того что	1	1
348	е г о	1	1
349	но если таким	1	1
350	хотя в ее	1	1
351	понимать в том	1	1
352	сказать что они	1	1
353	не мог не	1	1
354	на них нет	1	1
355	существенная разница между	1	1
356	и в особенности	4	1
357	все эти отдельные	1	1
358	и именно в	3	1
359	о том каким	1	1
360	но одно дело	1	1
361	и не потому	1	1
362	этой точки зрения	2	1
363	раз ко времени	1	1
364	ту или иную	1	1
365	еще при жизни	2	1
366	отчет в том	1	1
367	но нужно сказать	1	1
368	уже не к	1	1
369	если таким образом	2	1
370	к выводу что	6	1
371	и той же	2	1
372	это сказалось в	2	1
373	говорить о том	1	1
374	с известным правом	1	1
375	связи с этим	1	1
376	тему о том	1	1
377	в нечто цельное	1	1
378	и что следовательно	2	1
379	смотреть как на	1	1
380	в отказе от	1	1
381	на всем что	1	1
382	факт что история	1	1
383	существует больше в	1	1
384	но в общем	1	1
385	тех данных которые	1	1
386	в исторической действительности	1	1
387	что русский язык	1	1
388	отношении его к	1	1
389	которая существует между	1	1
390	когда говорил о	1	1
391	это еще не	2	1
392	но уже в	1	1
393	в какой они	1	1
394	именно в этом	3	1
395	том что такое	6	1
396	можно назвать в	1	1
397	что одним из	1	1
398	одно и то	2	1
399	по поводу того	1	1
400	прежде всего к	1	1
401	своих товарищей по	1	1
402	ответ на этот	2	1
403	одной и той	2	1
404	что такое вообще	1	1
405	реальной действительности в	1	1
406	что могло оказаться	1	1
407	том смысле в	1	1
408	в общем итоге	1	1
409	д все это	1	1
410	как раз ко	1	1
411	том что нет	1	1
412	на его современников	1	1
413	для каждой из	1	1
414	не быть в	1	1
415	е не только	1	1
416	невозможно сомневаться в	1	1
417	ее отношении к	2	1
418	отношение со стороны	1	1
419	первом из этих	1	1
420	и без того	1	1
421	имеют своим источником	1	1
422	чтобы убедиться в	1	1
423	не признать очень	2	1
424	становится все более	1	1
425	не могут быть	2	1
426	представление о том	1	1
427	литературы и даже	1	1
428	что она была	2	1
429	во второй половине	2	1
430	том что не	1	1
431	должен быть в	1	1
432	что несмотря на	2	1
433	в ее отношении	1	1
434	что в своей	1	1
435	в разной мере	1	1
436	в таких случаях	1	1
437	как о чем-то	1	1
438	бы уже потому	1	1
439	в том виде	3	1
440	как уже сказано	1	1
441	если бы оно	1	1
442	также и в	3	1
443	половины xviii в	1	1
444	в своей работе	1	1
445	сказалось в том	1	1
446	потому что они	1	1
447	же самое и	1	1
448	в каждом данном	2	1
