N	2gram	Propp_Isto	Poddanst
159	во всяком	1	1
160	могли бы	3	1
161	ни к	3	1
162	в земледельческом	1	1
163	не есть	2	1
164	и то	3	1
165	но как	2	1
166	выступает в	1	1
167	чтобы это	1	1
168	вождей и	1	1
169	момент когда	4	1
170	мы можем	7	1
171	и эти	4	1
172	на этой	2	1
173	мы видим	16	1
174	материалы и	2	1
175	эта не	1	1
176	а с	4	1
177	что от	2	1
178	за то	3	1
179	что оно	1	1
180	народов древности	1	1
181	е если	1	1
182	и многие	1	1
183	его нет	1	1
184	никакого сомнения	1	1
185	и более	3	1
186	можно говорить	2	1
187	те же	1	1
188	правила и	1	1
189	являются ими	1	1
190	вместе с	13	1
191	и здесь	15	1
192	в жертву	2	1
193	на пространстве	1	1
194	основная задача	1	1
195	пр в	1	1
196	в процесс	1	1
197	есть признак	1	1
198	до тех	1	1
199	в иных	1	1
200	сопоставлять с	1	1
201	и на	6	1
202	уяснить себе	2	1
203	отличие от	3	1
204	традиции в	1	1
205	вопрос о	8	1
206	и очень	1	1
207	не означает	2	1
208	он пришел	2	1
209	они не	8	1
210	является и	1	1
211	как начало	1	1
212	может не	1	1
213	в исторической	7	1
214	восходит к	6	1
215	живого и	1	1
216	воздух и	1	1
217	что происходит	2	1
218	них в	1	1
219	поскольку они	2	1
220	также что	2	1
221	друга на	1	1
222	душа и	1	1
223	к этой	5	1
224	в основном	4	1
225	прямо на	1	1
226	смерти но	3	1
227	она не	6	1
228	уже в	2	1
229	должна быть	5	1
230	чем то	1	1
231	более или	5	1
232	связана с	7	1
233	только как	1	1
234	того чтобы	3	1
235	мы знаем	10	1
236	живет в	3	1
237	власть и	1	1
238	она всегда	2	1
239	по всему	1	1
240	должны здесь	1	1
241	и иных	1	1
242	на основе	6	1
243	только мы	1	1
244	в древней	2	1
245	у д	1	1
246	многих случаях	1	1
247	представляет собой	7	1
248	в отдельности	1	1
249	вопроса необходимо	2	1
250	прийти к	1	1
251	из всех	2	1
252	как общество	1	1
253	во многих	2	1
254	что это	12	1
255	облечена в	1	1
256	не более	2	1
257	подчеркнуть что	2	1
258	в русских	4	1
259	которых не	1	1
260	том мире	1	1
261	есть у	1	1
262	думается что	1	1
263	вот как	2	1
264	что при	3	1
265	что русская	1	1
266	и уже	1	1
267	ли или	1	1
268	в формах	1	1
269	с которой	2	1
270	из тех	1	1
271	все основные	1	1
272	какой бы	1	1
273	должна была	1	1
274	из этих	2	1
275	что если	2	1
276	связанные с	3	1
277	именно на	2	1
278	не как	3	1
279	и другие	7	1
280	об отношении	1	1
281	а затем	4	1
282	и вся	1	1
283	что уже	1	1
284	эта мысль	3	1
285	только на	2	1
286	где он	1	1
287	и этим	3	1
288	загробное существование	1	1
289	не с	3	1
290	что эта	3	1
291	всего мы	1	1
292	может оказаться	3	1
293	одна сторона	2	1
294	да в	1	1
295	в других	3	1
296	и что	14	1
297	не могла	2	1
298	связь между	4	1
299	при существовании	1	1
300	на основании	1	1
301	что и	9	1
302	жизни она	1	1
303	связывается с	1	1
304	есть с	1	1
305	мы хотим	2	1
306	или его	1	1
307	другой стороны	7	1
308	с того	3	1
309	еще в	2	1
310	в мир	2	1
311	из числа	1	1
312	быть именно	1	1
313	но чтобы	1	1
314	нет никакого	1	1
315	этом смысле	1	1
316	к жизни	2	1
317	как явление	2	1
318	пространство в	1	1
319	далеко не	1	1
320	только то	1	1
321	в современной	3	1
322	не дается	1	1
323	в этих	17	1
324	не вполне	3	1
325	и чистоте	1	1
326	них и	1	1
327	в истории	2	1
328	как оно	3	1
329	вторая сторона	1	1
330	что делать	1	1
331	в историческом	1	1
332	можно рассматривать	1	1
333	как по	1	1
334	так же	18	1
335	также и	3	1
336	ю в	1	1
337	как она	3	1
338	его в	15	1
339	знаем что	9	1
340	тем больше	1	1
341	вопрос об	1	1
342	каждый из	1	1
343	коротко ли	1	1
344	в большинстве	4	1
345	и наоборот	1	1
346	было и	1	1
347	их не	3	1
348	все же	17	1
349	и притом	1	1
350	идет речь	2	1
351	нигде в	1	1
352	как женщина	1	1
353	родителей и	1	1
354	можно дать	1	1
355	всего что	1	1
356	но на	1	1
357	рассматривать как	2	1
358	в результате	2	1
359	так было	1	1
360	в рамках	2	1
361	в которой	2	1
362	оказывается в	1	1
363	в прошлом	2	1
364	должен быть	3	1
365	не связаны	1	1
366	в этой	9	1
367	или иным	1	1
368	в наших	1	1
369	к ним	4	1
370	именно здесь	1	1
371	и еще	1	1
372	этом не	1	1
373	религия есть	1	1
374	что по	1	1
375	в отличие	3	1
376	на нее	3	1
377	себя в	2	1
378	само по	2	1
379	исторической действительности	7	1
380	ней и	2	1
381	видим в	1	1
382	отдельности и	1	1
383	же как	7	1
384	в реальной	1	1
385	идет именно	1	1
386	можно судить	2	1
387	чтобы понять	3	1
388	на себя	2	1
389	она может	1	1
390	а она	1	1
391	что не	2	1
392	если мы	4	1
393	иначе как	1	1
394	в эпоху	2	1
395	тем же	1	1
396	именно о	1	1
397	в каком	2	1
398	и ясный	1	1
399	но есть	3	1
400	не входят	1	1
401	ведет к	2	1
402	жизни народа	1	1
403	к другим	1	1
404	возможно что	3	1
405	сливаются в	1	1
406	на наш	1	1
407	под его	1	1
408	если он	1	1
409	основные черты	1	1
410	о смысле	2	1
411	происходит и	1	1
412	тогда когда	2	1
413	находится в	6	1
414	представляют собой	9	1
415	в какой	4	1
416	ясно что	2	1
417	эти явления	1	1
418	с собой	2	1
419	как и	5	1
420	и силы	1	1
421	входят в	1	1
422	также в	2	1
423	в некотором	2	1
424	следует понимать	1	1
425	случаях когда	1	1
426	к миру	1	1
427	по одному	2	1
428	и именно	2	1
429	историческом прошлом	1	1
430	большинстве случаев	4	1
431	и недостаточно	1	1
432	в сборнике	1	1
433	в одно	1	1
434	значило бы	1	1
435	все еще	3	1
436	именно потому	2	1
437	стремление к	1	1
438	вопросом о	2	1
439	дело идет	1	1
440	на то	6	1
441	современности в	1	1
442	ее нужно	1	1
443	ли не	1	1
444	что явление	2	1
445	которые были	1	1
446	к поздним	1	1
447	и по	4	1
448	этот вывод	1	1
449	в природе	1	1
450	к следующему	1	1
451	и я	1	1
452	это значение	2	1
453	в лесах	1	1
454	и духовный	1	1
455	там где	5	1
456	могут достичь	1	1
457	в эти	1	1
458	т д	35	1
459	тех пор	1	1
460	или что	1	1
461	он живет	1	1
462	что во	1	1
463	и только	4	1
464	это сделать	1	1
465	что именно	1	1
466	друг с	4	1
467	где уже	1	1
468	как одна	1	1
469	в и	1	1
470	она оказывается	1	1
471	в иной	9	1
472	в свете	4	1
473	нисколько не	3	1
474	о котором	1	1
475	бы мы	2	1
476	не будут	1	1
477	не все	5	1
478	он будет	1	1
479	друг друга	2	1
480	в себя	2	1
481	приобщается к	1	1
482	многие из	1	1
483	в это	2	1
484	живых и	1	1
485	для этого	3	1
486	с ее	2	1
487	более как	1	1
488	с другом	3	1
489	гораздо более	1	1
490	не просто	5	1
491	он был	3	1
492	формах и	1	1
493	есть и	2	1
494	за тем	1	1
495	всей широте	1	1
496	смысл этого	1	1
497	одно из	2	1
498	или менее	5	1
499	исторического прошлого	6	1
500	и ее	3	1
501	есть знак	1	1
502	взять на	2	1
503	относиться к	1	1
504	связаны с	1	1
505	совершенно ясно	3	1
506	широко и	1	1
507	обратиться к	1	1
508	никогда не	25	1
509	еще не	14	1
510	люди и	1	1
511	значение которого	1	1
