N	2gram	Losev_Dial	formyVre
995	и говорить	4	1
996	нами здесь	1	1
997	что человек	2	1
998	глубоко и	1	1
999	не понимать	1	1
1000	а есть	4	1
1001	живут в	2	1
1002	связан существенно	1	1
1003	не меняет	1	1
1004	не бывает	2	1
1005	как таковых	1	1
1006	и само	1	1
1007	но что	10	1
1008	раз он	1	1
1009	которые будут	1	1
1010	новое место	2	1
1011	у пушкина	6	1
1012	время но	3	1
1013	также на	1	1
1014	материала с	1	1
1015	случайности и	1	1
1016	конечно действуют	1	1
1017	отходит на	1	1
1018	люди и	1	1
1019	эти времена	1	1
1020	более или	5	1
1021	он имеет	1	1
1022	на свой	1	1
1023	именно и	2	1
1024	это тот	1	1
1025	вызывает никаких	1	1
1026	им и	1	1
1027	на чужой	1	1
1028	сходство и	1	1
1029	людей а	1	1
1030	что подобный	1	1
1031	теперь мы	1	1
1032	участвует в	1	1
1033	что весь	1	1
1034	где они	1	1
1035	из всего	2	1
1036	данной исторической	1	1
1037	если он	1	1
1038	и другим	1	1
1039	как более	2	1
1040	же но	1	1
1041	показаться что	1	1
1042	идея эта	1	1
1043	есть эти	1	1
1044	и творчества	1	1
1045	к самому	3	1
1046	ограниченность и	1	1
1047	только через	2	1
1048	всегда в	1	1
1049	что по	3	1
1050	работает в	1	1
1051	даже просто	4	1
1052	уже и	5	1
1053	дома и	1	1
1054	не менее	5	1
1055	только ее	1	1
1056	мы только	1	1
1057	в природе	1	1
1058	очень глубоким	1	1
1059	душа дух	1	1
1060	душа наша	1	1
1061	и тонко	1	1
1062	начала не	1	1
1063	и существуют	2	1
1064	других формах	1	1
1065	к культуре	1	1
1066	поставить вопрос	1	1
1067	еще придется	1	1
1068	так например	1	1
1069	победу над	1	1
1070	дело сводится	1	1
1071	и физически	1	1
1072	дается такое	1	1
1073	все их	1	1
1074	подлинной и	1	1
1075	слов об	1	1
1076	в брак	1	1
1077	с реальной	1	1
1078	действительность и	1	1
1079	первый взгляд	2	1
1080	действительности в	1	1
1081	был на	1	1
1082	только благодаря	2	1
1083	сама эта	1	1
1084	реальности и	2	1
1085	на природу	2	1
1086	нами выше	2	1
1087	реальном времени	1	1
1088	уже давно	2	1
1089	точка их	1	1
1090	мере дальнейшего	1	1
1091	к этой	1	1
1092	всю его	2	1
1093	при условии	3	1
1094	больше чем	1	1
1095	конец но	1	1
1096	и полна	1	1
1097	и такие	1	1
1098	и история	1	1
1099	что этот	3	1
1100	замечательный пример	1	1
1101	секунды как	1	1
1102	жизнь со	1	1
1103	очень важное	1	1
1104	себе все	1	1
1105	эта связь	1	1
1106	совершенно особое	1	1
1107	если понимать	1	1
1108	нас и	1	1
1109	реальности как	1	1
1110	отдельных и	1	1
1111	что всякое	1	1
1112	каждая вещь	2	1
1113	на очень	2	1
1114	один день	2	1
1115	представления о	1	1
1116	в моменты	1	1
1117	мифологии в	1	1
1118	по нему	1	1
1119	тела как	1	1
1120	в каких	2	1
1121	сложности и	1	1
1122	поэтому если	2	1
1123	и неизбежно	1	1
1124	огонь а	1	1
1125	миф о	2	1
1126	не всегда	2	1
1127	осмысления и	1	1
1128	могут не	1	1
1129	в старое	1	1
1130	она вся	1	1
1131	в руках	1	1
1132	это же	1	1
1133	одной и	1	1
1134	разделения на	1	1
1135	пребывают в	1	1
1136	самое мы	1	1
1137	наконец как	1	1
1138	а взгляд	1	1
1139	же эта	1	1
1140	и внешнее	3	1
1141	такое значение	1	1
1142	и значение	1	1
1143	существования но	1	1
1144	точек зрения	3	1
1145	изображается как	1	1
1146	превращается в	2	1
1147	острых и	1	1
1148	ощущение времени	1	1
1149	это значило	1	1
1150	отрешенными от	1	1
1151	себе в	1	1
1152	реальны как	1	1
1153	так мы	1	1
1154	видно что	2	1
1155	с другим	1	1
1156	и три	1	1
1157	и временем	1	1
1158	в гуще	1	1
1159	на одну	1	1
1160	поэтического образа	2	1
1161	самосознание и	1	1
1162	я с	1	1
1163	мифов и	1	1
1164	в обрядах	1	1
1165	и вместо	1	1
1166	и культуры	1	1
1167	не больше	5	1
1168	следующим образом	1	1
1169	следовательно по	1	1
1170	им вступить	1	1
1171	на него	2	1
1172	увидим в	1	1
1173	на вещи	2	1
1174	ли она	1	1
1175	своей символической	1	1
1176	не переставая	1	1
1177	быть живой	1	1
1178	можем сказать	3	1
1179	воли и	1	1
1180	речь о	1	1
1181	без которой	1	1
1182	времени если	1	1
1183	и глубину	1	1
1184	наблюдать и	1	1
1185	ни изображалось	1	1
1186	о браке	1	1
1187	есть человек	1	1
1188	душа как	1	1
1189	самое отношение	1	1
1190	она есть	12	1
1191	эпохи то	1	1
1192	не просто	19	1
1193	где все	1	1
1194	ни даже	1	1
1195	взгляд может	1	1
1196	но сама	1	1
1197	никаких внутренних	1	1
1198	смысле как	1	1
1199	подлинной реальности	1	1
1200	гораздо более	3	1
1201	себе самом	2	1
1202	и конкретно	2	1
1203	одном неделимом	1	1
1204	не происходит	1	1
1205	этого и	1	1
1206	вот эта	1	1
1207	при котором	1	1
1208	реально и	1	1
1209	математика и	1	1
1210	говорит о	6	1
1211	него как	1	1
1212	свои закономерности	1	1
1213	друга но	1	1
1214	как такового	1	1
1215	заложенные в	1	1
1216	от его	1	1
1217	разных времен	1	1
1218	постоянно имеет	1	1
1219	это будет	2	1
1220	как средство	1	1
1221	этой идее	1	1
1222	на том	1	1
1223	есть одно	1	1
1224	чистота в	1	1
1225	и той	1	1
1226	этой общей	1	1
1227	в состоянии	2	1
1228	мы знаем	1	1
1229	форма и	2	1
1230	наличной действительности	1	1
1231	или они	1	1
1232	аффектов и	1	1
1233	тогда и	2	1
1234	нем и	2	1
1235	к которому	1	1
1236	значение которое	1	1
1237	с тех	2	1
1238	от всякой	2	1
1239	ее можно	1	1
1240	два или	3	1
1241	несколько меньшей	1	1
1242	указанных выше	1	1
1243	души и	1	1
1244	тем не	3	1
1245	и прозрение	1	1
1246	что самая	1	1
1247	форме это	1	1
1248	убийство и	1	1
1249	это слово	1	1
1250	гибели и	1	1
1251	и стремлений	1	1
1252	по типу	1	1
1253	ко мне	2	1
1254	нужно назвать	1	1
1255	бы что	1	1
1256	природу и	1	1
1257	а показывается	1	1
1258	мировоззрения и	1	1
1259	тем больше	1	1
1260	и человек	2	1
1261	в будущем	1	1
1262	отделены друг	1	1
1263	уменьшается но	1	1
1264	как же	8	1
1265	или прямо	2	1
1266	а за	1	1
1267	ни от	2	1
1268	полное отсутствие	1	1
1269	и принципиальная	1	1
1270	но совершенно	2	1
1271	они носят	1	1
1272	это мы	6	1
1273	и чисто	1	1
1274	но один	1	1
1275	каждая из	1	1
1276	или хотя	2	1
1277	порождает и	1	1
1278	или иная	4	1
1279	я и	3	1
1280	смысле и	1	1
1281	как жизнь	1	1
1282	это становится	1	1
1283	учение о	11	1
1284	ясным и	1	1
1285	в изображении	2	1
1286	мною самим	2	1
1287	своем строении	1	1
1288	этом и	1	1
1289	буквально и	2	1
1290	и перед	1	1
1291	сознания как	1	1
1292	во главе	1	1
1293	объективно и	2	1
1294	нужно видеть	1	1
1295	века в	1	1
1296	должно было	1	1
1297	и положительный	1	1
1298	больше всего	2	1
1299	что наука	3	1
1300	в глубины	1	1
1301	но исключительно	1	1
1302	и вызывает	1	1
1303	здесь мыслится	1	1
1304	и наглядностью	1	1
1305	в эту	1	1
1306	на себе	3	1
1307	даны как	1	1
1308	в самих	1	1
1309	составные элементы	1	1
