N	2gram	Bakhtin_Pr	Hudozhes
249	не всегда	6	2
250	слова и	3	2
251	может служить	1	2
252	и это	3	2
253	не вполне	2	2
254	так же	1	2
255	должен быть	2	2
256	с самим	2	2
257	деятельность художника	1	2
258	в нашем	4	2
259	имеем дело	3	2
260	для понимания	2	2
261	который в	1	2
262	одна из	2	2
263	этого слова	1	2
264	до известной	1	2
265	здесь не	4	2
266	не все	2	2
267	в противном	3	2
268	коем случае	2	2
269	не просто	1	2
270	в самой	2	2
271	начало и	3	2
272	никогда не	5	2
273	бы то	3	2
274	то в	1	2
275	этих двух	1	2
276	мышления и	1	2
277	основе своей	3	2
278	в коем	2	2
279	одной из	3	2
280	несмотря на	3	2
281	ни было	3	2
282	для искусства	1	2
283	все это	3	2
284	что и	2	2
285	слова не	3	2
286	высказывания не	1	2
287	от всех	4	2
288	или в	2	2
289	и более	2	2
290	художественная деятельность	1	2
291	тому что	1	2
292	в равной	2	2
293	случае не	2	2
294	в какой	2	2
295	я не	2	2
296	противном случае	3	2
297	мира и	1	2
298	к своему	2	2
299	в чем	2	2
300	вовсе не	2	2
301	подобных случаях	1	2
302	и потому	4	2
303	но как	2	2
304	при чтении	1	2
305	на этом	2	2
306	то ни	3	2
307	в значительной	2	2
308	есть как	1	2
309	быть и	1	2
310	и может	1	2
311	но она	2	2
312	не с	4	2
313	и эстетической	1	2
314	за пределы	12	2
315	таких случаях	1	2
316	это может	1	2
317	человека и	1	2
318	с человеком	1	2
319	равной степени	1	2
320	тем или	1	2
321	идет о	1	2
322	могла бы	1	2
323	в этой	1	2
324	и особенно	1	2
325	для обозначения	1	2
326	роман и	1	2
327	и др	8	2
328	материала в	10	2
329	искусства может	1	2
330	столь же	2	2
331	из этого	1	2
332	отнюдь не	19	2
333	события в	1	2
334	самим собою	2	2
335	в особенности	2	1
336	культура есть	1	1
337	субъекта в	1	1
338	к такому	1	1
339	автор-творец конститутивный	1	1
340	с содержанием	3	1
341	от него	3	1
342	на границах	5	1
343	эстетического восприятия	1	1
344	определить и	1	1
345	все что	3	1
346	бы вбирает	1	1
347	для всех	1	1
348	ночь и	1	1
349	произведение и	3	1
350	можно говорить	2	1
351	и здесь	2	1
352	самом произведении	1	1
353	как с	1	1
354	полноту и	1	1
355	содержание эстетической	1	1
356	в событии	3	1
357	ценностной позиции	1	1
358	если в	1	1
359	как содержание	3	1
360	которая в	1	1
361	существенным образом	1	1
362	на ее	3	1
363	эстетическим объектом	5	1
364	между этими	1	1
365	случае мы	2	1
366	произведения это	2	1
367	дело с	6	1
368	искусства предполагает	1	1
369	образа и	1	1
370	есть для	1	1
371	что делает	1	1
372	вопросу о	1	1
373	звук в	1	1
374	что это	2	1
375	события на	1	1
376	тем как	5	1
377	поэтики как	1	1
378	и души	1	1
379	одном и	1	1
380	его то	1	1
381	эстетически завершенного	1	1
382	в область	3	1
383	и внешнего	2	1
384	объектом эстетического	1	1
385	и другими	3	1
386	бы они	1	1
387	в результате	1	1
388	в научном	1	1
389	смысла в	1	1
390	понимается как	1	1
391	и осмысленного	1	1
392	в единстве	12	1
393	не могут	2	1
394	со всеми	3	1
395	или для	1	1
396	и даже	3	1
397	рядом в	1	1
398	автор занимает	1	1
399	к искусству	1	1
400	все то	3	1
401	не более	2	1
402	мы понимаем	1	1
403	до этого	1	1
404	от одного	1	1
405	чего бы	1	1
406	о мире	1	1
407	смысла и	1	1
408	так называемый	2	1
409	произведения в	5	1
410	мы говорим	1	1
411	вещи но	1	1
412	все моменты	2	1
413	значение в	1	1
414	можно даже	1	1
415	видимая и	1	1
416	тем что	2	1
417	объекта с	1	1
418	из всего	1	1
419	и действительно	1	1
420	то время	1	1
421	если он	1	1
422	художественно значимо	1	1
423	стороны в	1	1
424	деятельность не	2	1
425	от художественного	1	1
426	необходимо для	1	1
427	что по	1	1
428	есть чувство	1	1
429	не становясь	1	1
430	вместе с	1	1
431	все же	6	1
432	можно передать	1	1
433	предмета и	2	1
434	не имеет	9	1
435	речь в	1	1
436	да и	3	1
437	однако это	1	1
438	о котором	2	1
439	и формой	1	1
440	его личной	1	1
441	себя не	1	1
442	в следующей	1	1
443	более как	1	1
444	на их	1	1
445	которой не	1	1
446	нет в	1	1
447	себя свою	2	1
448	они ни	1	1
449	на первый	2	1
450	этического и	2	1
451	жизненную позицию	1	1
452	своего объекта	2	1
453	свое время	1	1
454	ориентация на	1	1
455	все они	5	1
456	сам же	1	1
457	или причастной	1	1
458	художественный образ	1	1
459	значения для	1	1
460	все и	2	1
461	бы и	1	1
462	не существует	1	1
463	в котором	2	1
464	из других	1	1
465	поэт в	2	1
466	в действительности	1	1
467	и пр	2	1
468	языка и	1	1
469	незаместимое место	1	1
470	литературных произведениях	1	1
471	содержания в	4	1
472	искусства есть	1	1
473	своеобразие не	1	1
474	это событие	1	1
475	момент художественной	2	1
476	всегда может	1	1
477	имеет в	1	1
478	завершение и	2	1
479	не должно	1	1
480	и иных	1	1
481	художественных произведений	2	1
482	быть не	1	1
483	мире тоже	1	1
484	самое существенное	1	1
485	число композиционных	1	1
486	действительность в	1	1
487	своей ценностной	1	1
488	главе первой	1	1
489	из его	1	1
490	оно является	1	1
491	относится не	1	1
492	и воспринимающего	1	1
493	художественного завершения	2	1
494	время в	1	1
495	становится возможной	1	1
496	и познавательного	2	1
497	и теперь	1	1
498	жизни и	1	1
499	чего не	1	1
500	к вопросу	1	1
501	значение для	3	1
502	только на	1	1
503	в которую	1	1
504	к одному	1	1
505	в строгом	2	1
506	ни были	1	1
507	явление культуры	1	1
508	и те	2	1
509	не что	1	1
510	в совершенно	1	1
511	в истории	2	1
512	от своей	1	1
513	в природу	1	1
514	является как	2	1
515	до того	1	1
516	и исторически	1	1
517	действия и	1	1
518	имеет автора-творца	2	1
519	бытия это	1	1
520	эти два	1	1
521	и формы	1	1
522	и эстетического	3	1
523	как явление	2	1
524	есть его	3	1
525	к ним	1	1
526	конститутивный момент	7	1
527	мышления но	1	1
528	не для	1	1
529	настоящее время	1	1
530	еще нет	1	1
531	ее не	1	1
532	в сфере	1	1
533	она может	3	1
534	воображая что	1	1
535	затем в	1	1
536	их поэтике	1	1
537	организации произведения	1	1
538	для смертного	1	1
539	и оценки	2	1
540	до конца	1	1
541	за его	3	1
542	с этими	1	1
543	только при	2	1
544	художественном восприятии	1	1
545	творчества все	1	1
546	в индивидуальную	1	1
547	нигде не	1	1
548	раз и	2	1
549	что все	2	1
550	объект и	4	1
551	входят в	3	1
552	том же	2	1
553	к миру	3	1
554	в сознании	1	1
555	исходит из	1	1
556	момент в	1	1
557	а со	1	1
558	но если	1	1
559	по поводу	2	1
560	когда для	1	1
561	к предмету	1	1
562	культуры как	1	1
563	литературное произведение	1	1
564	друг друга	1	1
565	то или	2	1
566	они могут	1	1
567	в настоящее	1	1
568	к языку	1	1
569	и становится	7	1
570	порождается не	1	1
571	из них	1	1
572	действия или	1	1
573	едва ли	3	1
574	восприятия как	1	1
575	о ней	1	1
576	его можно	1	1
577	человека но	1	1
578	искусства не	3	1
579	не входят	4	1
580	могли быть	1	1
581	и возможности	1	1
582	этих моментов	1	1
583	не происходит	1	1
584	к особенностям	1	1
585	обращена к	1	1
586	в свое	1	1
587	проникает в	2	1
588	которой я	1	1
589	в более	4	1
590	есть процесс	1	1
591	как говорится	1	1
592	форму в	5	1
593	как такового	3	1
594	рода и	1	1
595	с материалом	1	1
596	на которую	1	1
597	что иное	1	1
598	они не	3	1
599	себя только	1	1
600	только самим	1	1
601	не во	2	1
602	только отдельные	1	1
603	в поэзии	9	1
604	должно быть	5	1
605	чем на	1	1
606	искусство в	1	1
607	иных случаях	3	1
608	его характера	1	1
609	обе эти	1	1
610	жизни человека	1	1
611	же художника	1	1
612	материала и	2	1
613	и неслиянность	1	1
614	эстетическое вполне	1	1
615	содержанию которое	2	1
616	ивана карамазова	2	1
617	мире в	1	1
618	подчеркнуть что	1	1
619	художественной формы	9	1
620	себя самого	4	1
621	мы конечно	1	1
622	вбирает в	1	1
623	души и	2	1
624	и историческом	1	1
625	на произведение	3	1
626	деятельности созерцания	1	1
627	для нас	1	1
628	художественного задания	1	1
629	у нас	2	1
630	к определенному	1	1
631	существенно отличается	1	1
632	вместо него	1	1
633	в подобном	1	1
634	на которой	1	1
635	и от	3	1
636	художественный объект	1	1
637	слово в	2	1
638	иметь место	1	1
639	этом в	1	1
640	деятельность направлена	1	1
641	и есть	2	1
642	в наличии	1	1
643	форма романа	2	1
644	не путем	2	1
645	к эстетическому	1	1
646	чисто познавательным	1	1
647	но с	3	1
648	в таких	2	1
649	не было	2	1
650	иногда впрочем	1	1
651	является таким	1	1
652	к чему	2	1
653	созерцания направленной	1	1
654	всех его	4	1
655	и где	1	1
656	на нее	1	1
657	дело в	2	1
658	которое в	1	1
659	места в	1	1
660	позицию по	4	1
661	что не	4	1
662	как впрочем	1	1
663	всего романа	1	1
664	виду что	1	1
665	изобразительных искусств	1	1
666	но для	1	1
667	это возможно	1	1
668	такое же	1	1
669	на весьма	1	1
670	быть признано	1	1
671	или иная	1	1
672	не остается	2	1
673	жизненной позиции	1	1
674	и без	1	1
675	нашем примере	2	1
676	всякое высказывание	1	1
677	не подлежит	1	1
678	человек в	2	1
679	художественном произведении	5	1
680	вследствие того	1	1
681	не есть	6	1
682	рядом с	5	1
683	на фоне	3	1
684	зрения не	1	1
685	и со	1	1
686	того и	1	1
687	осуществляет себя	1	1
688	и я	1	1
689	языка но	2	1
690	остановимся на	1	1
691	именно эта	1	1
692	бы осуществить	1	1
693	и художественного	3	1
694	лишь для	2	1
695	это было	1	1
696	тех же	1	1
697	красота есть	1	1
698	форма в	1	1
699	себе и	1	1
700	точек зрения	1	1
701	ибо и	1	1
702	своеобразие эстетического	1	1
703	в каждой	1	1
704	вполне осуществляет	1	1
705	эстетическому объекту	3	1
706	действительности и	3	1
707	творцом в	1	1
708	должен занимать	1	1
709	систематической эстетики	2	1
710	эстетический момент	1	1
711	связаны с	2	1
712	форма трагедии	1	1
713	бы в	1	1
714	мере в	1	1
715	ему не	1	1
716	на них	3	1
717	и сделать	3	1
718	и мир	2	1
719	произведения с	1	1
720	в каждом	2	1
721	могли бы	1	1
722	может иметь	5	1
723	лингвистической точки	1	1
724	есть деятельность	1	1
725	как ни	1	1
726	может обладать	1	1
727	в своих	2	1
728	на один	1	1
729	поэтики в	1	1
730	композиционные формы	2	1
731	на материал	2	1
732	материалом и	1	1
733	служебной роли	2	1
734	чему не	1	1
735	не дает	2	1
736	ему на	1	1
737	также и	3	1
738	одну из	1	1
739	от содержания	2	1
740	но всегда	1	1
741	как человек	1	1
742	человека как	2	1
743	с совершенно	2	1
744	философской эстетики	2	1
745	или же	1	1
746	так называемые	1	1
747	для художника	1	1
748	субъекта вне	1	1
749	в первом	1	1
750	и внутреннюю	1	1
751	ни от	1	1
752	и является	1	1
753	не могла	1	1
754	др в	2	1
755	смысл слова	1	1
756	иметь в	1	1
757	эта сторона	1	1
758	стороны и	1	1
759	ничто не	1	1
760	лежат в	1	1
761	не способна	4	1
762	быть определен	1	1
763	или иное	2	1
764	в иных	3	1
765	чем является	1	1
766	не совпадает	2	1
767	было бы	8	1
768	литературы они	1	1
769	так называемого	1	1
770	же самое	2	1
771	вступают в	1	1
772	конститутивным моментом	4	1
773	как мы	7	1
774	данного произведения	1	1
775	анализу и	1	1
776	в литературном	1	1
777	в понимании	1	1
778	та или	1	1
779	его как	3	1
780	подход к	1	1
781	которые в	1	1
782	для этического	1	1
783	того времени	1	1
784	произведения не	1	1
785	обратимся к	1	1
786	в лучшем	2	1
787	личность и	1	1
788	на отдельные	1	1
789	это ни	1	1
790	поэтому форма	1	1
791	лишь путем	1	1
792	деятельности художника	1	1
793	с которым	1	1
794	бытия и	1	1
795	автора становится	1	1
796	бы быть	1	1
797	происходит в	1	1
798	говорить об	1	1
799	иной раз	1	1
800	для построения	1	1
801	на то	2	1
802	себе самому	1	1
803	бы ни	1	1
804	нуждается в	2	1
805	теории искусства	2	1
806	степени и	2	1
807	а как	3	1
808	ученый и	1	1
809	здесь мы	2	1
810	этого объекта	2	1
811	может и	4	1
812	лучшем случае	2	1
813	в него	2	1
814	природой и	1	1
815	впервые становится	1	1
816	именно это	1	1
817	дело обстоит	1	1
818	или точнее	2	1
819	перевод его	1	1
820	в известной	3	1
821	чего еще	1	1
822	есть не	2	1
823	содержания не	1	1
824	и иные	1	1
825	в готовом	1	1
826	иное как	1	1
827	возможна только	1	1
828	себе а	1	1
829	можно только	6	1
830	ее чисто	1	1
831	более того	4	1
