N	3gram	Tiupa_Disk	Narrotol
188	что и должно	2	1
189	две жизни гурова	1	1
190	первых двух историй	1	1
191	вследствие непроизвольно возникающей	1	1
192	о них в	1	1
193	а сам алехин	1	1
194	сложном событии которое	1	1
195	и притчевым его	1	1
196	роли первого и	1	1
197	непосредственное воспроизведение чужих	1	1
198	способности человеческой речи	1	1
199	производство и восприятие	1	1
200	в специальном значении	1	1
201	действие или положение	1	1
202	в этом направлении	1	1
203	буркиным как анекдот	1	1
204	только в перформативной	1	1
205	речевой практике общения	1	1
206	их связная сюжетная	1	1
207	разных концах гостиной	1	1
208	столь значительные порой	1	1
209	на друга на	1	1
210	до нас в	1	1
211	миниатюра большой интриги	1	1
212	не только потому	1	1
213	разговора стали говорить	1	1
214	со стороны читателя	2	1
215	футляре крыжовник о	1	1
216	о том как	1	1
217	завершения ответ на	1	1
218	местах и в	1	1
219	тональности одного и	1	1
220	судьба выражает внеличную	1	1
221	до известной степени	2	1
222	зрения на себя	1	1
223	области дискурсивных практик	2	1
224	это система не	1	1
225	на дискурсивное умение	1	1
226	так и его	1	1
227	сапожника иначе говоря	1	1
228	в е гг	1	1
229	в большинстве случаев	2	1
230	некие рецептивные ожидания	1	1
231	доступна нам только	1	1
232	и позициям которые	1	1
233	притчей и анекдотом	1	1
234	трактует последний как	1	1
235	равной мере и	1	1
236	пролагающий себе дорогу	1	1
237	не только словесные	1	1
238	слушатель которого рассказ	1	1
239	традиционно комическую карнавальную	1	1
240	от их жизненного	1	1
241	неожиданно объединяет собеседников	1	1
242	на том что	1	1
243	получает дальнейшее развитие	1	1
244	преодолевается что подчеркнуто	1	1
245	к различным статусам	1	1
246	по мысли поля	1	1
247	в этом смысле	1	1
248	этико-интеллектуальное содержание и	1	1
249	как слушатели-читатели события	1	1
250	иное дело рассказ	1	1
251	ситуацию читательского выбора	1	1
252	к ответной реакции	1	1
253	автор облеченный в	1	1
254	это в равной	1	1
255	стенографическая передача карикатурное	1	1
256	заново актуализированная женеттом	1	1
257	герою своему искусно	1	1
258	ван дейк четко	1	1
259	наррация давно функционировала	1	1
260	в креслах в	1	1
261	и в другом	1	1
262	иваныча и только	1	1
263	для данного жанра	1	1
264	дающей масштабы того	1	1
265	с большей или	1	1
266	и на разных	1	1
267	по своему происхождению	2	1
268	к ценности к	1	1
269	ограничений постольку дискурс	1	1
270	во всех его	1	1
271	две внутритекстовые наррации	1	1
272	которое ничем не	1	1
273	продукт социального взаимодействия	1	1
274	и буркин и	1	1
275	в человеческой культуре	1	1
276	дискурсивное умение которое	1	1
277	оно живет в	2	1
278	утро после рассказа	1	1
279	гостиной и молчали	1	1
280	значении данного термина	2	1
281	значении этого термина	2	1
282	трех говорящего автора	1	1
283	со стороны самое	1	1
284	сеть ограничений постольку	1	1
285	порой расхождения в	1	1
286	мира в котором	1	1
287	истине красоте и	1	1
288	личность понятая объективно	1	1
289	к человеку а	1	1
290	дифференцированном и оцененном	2	1
291	ответ на правильно	1	1
292	смыслового завершения ответ	1	1
293	мышлением которое по	1	1
294	по бахтину нельзя	1	1
295	одновременно это и	1	1
296	непосредственной формой человеческого	1	1
297	регулярности различных позиций	1	1
298	характера среди любых	1	1
299	в предыдущей главе	1	1
300	своему искусно сохраните	1	1
301	что нарративность в	1	1
302	он не может	1	1
303	самое понимание входит	1	1
304	сам алехин укладом	1	1
305	лично для себя	2	1
306	женатый беликов а	1	1
307	статусам местам и	1	1
308	сближение но не	1	1
309	коммуникативного события в	2	1
310	в повестях белкина	3	1
311	природе своей не	1	1
312	имеющий отношение к	1	1
313	в рамках которой	1	1
314	являют традиционно комическую	1	1
315	зрелого чехова всегда	1	1
316	в учебниках по	1	1
317	что ведет к	1	1
318	не нужно рассуждать	1	1
319	всякая литературная интрига	1	1
320	к истине красоте	1	1
321	в том числе	3	1
322	было и не	1	1
323	диалогический момент в	1	1
324	нарративная установка [...]	1	1
325	как будто просил	1	1
326	коммуникативные роли первого	1	1
327	отношению к неподлинному	1	1
328	практика общения доступна	1	1
329	деятельность опирается на	1	1
330	общеинтересными в концовке	1	1
331	сказать и о	2	1
332	только третья рассказ	1	1
333	общения это непосредственное	1	1
334	занимать или принимать	1	1
335	в нем осуществляется	1	1
336	через сеть ограничений	1	1
337	эстетической и моральной	1	1
338	того что является	1	1
339	иначе говоря мы	1	1
340	и только третья	1	1
341	на правильно поставленный	1	1
342	при этом в	2	1
343	при всей ее	1	1
344	стороны бытия следствие	1	1
345	к той или	2	1
346	и пространства а	1	1
347	читателем ведет задушевный	1	1
348	передать оборотов ''если''	1	1
349	потому что в	2	1
350	двух равнодостойных не	1	1
351	друг от друга	1	1
352	свидетельствует о том	1	1
353	выбора между анекдотическим	1	1
354	апокалипсис с книгой	1	1
355	истолкованием всего рассказанного	1	1
356	живет в готовом	2	1
357	а настроенный пессимистически	1	1
358	мира по природе	1	1
359	автор с каждым	1	1
360	входит как диалогический	1	1
361	и социальные характеристики	1	1
362	предпосылки для классической	1	1
363	высказывания состоит в	2	1
364	производство дискурса проявляется	1	1
365	вопрос автор оставляет	1	1
366	не несет в	1	1
367	[...] а потом	1	1
368	иван иваныч говорят	1	1
369	длительности и на	1	1
370	употребление языка и	1	1
371	и другого проблематично	1	1
372	не может существовать	1	1
373	писал бахтин имеет	2	1
374	интрига своего рода	1	1
375	или принимать когда	1	1
376	своем собственном мире	1	1
377	в греческой античности	1	1
378	событие о котором	1	1
379	нам только в	1	1
380	однако в силу	1	1
381	и мотивы первых	1	1
382	чеховского письма будто	1	1
383	в самом общем	2	1
384	объяснить производство и	1	1
385	своего рода миниатюра	1	1
386	сам по себе	1	1
387	личностные и социальные	1	1
388	непрерывный выбор возможностей	1	1
389	так и в	4	1
390	события тогда как	2	1
391	так например приказывая	1	1
392	молчали после рассказа	1	1
393	мировой истории а	1	1
394	концом в этом	1	1
395	не упускать из	1	1
396	сторону индивида и	1	1
397	сюжетная цепь воспроизводилась	1	1
398	нельзя понять со	1	1
399	было в предыдущих	1	1
400	если хотим объяснить	1	1
401	система не семиотических	1	1
402	возникает в результате	1	1
403	в том случае	1	1
404	а ван дейк	2	1
405	в начальной фразе	1	1
406	в сюжете рассказа	1	1
407	а порой и	1	1
408	овладения понятийным мышлением	1	1
409	а слушатель которого	1	1
410	остаются каждый в	1	1
411	рассказа оказались хорошо	1	1
412	комическую карнавальную пару	1	1
413	раскрывают содержание судьбы	1	1
414	повседневная практика общения	1	1
415	чтобы'' ''из-за'' и	1	1
416	автор оставляет читателю	1	1
417	развитие а их	1	1
418	того же текста	1	1
419	произведения всех видов	1	1
420	и не должно	1	1
421	наррации разобщают молчали	1	1
422	открытую ситуацию читательского	1	1
423	с таким чистосердечием	1	1
424	сидели в креслах	1	1
425	возможностей пролагающий себе	1	1
426	разные времена различные	1	1
427	событийной стороны бытия	1	1
428	резко порицают своих	1	1
429	с каждым читателем	1	1
430	приказывая или напротив	1	1
431	на себя самого	1	1
432	но в данном	1	1
433	хорошо известными слушателям	1	1
434	предельно заостряя но	1	1
435	в обоих случаях	1	1
436	только в качестве	1	1
437	грандиозную интригу мировой	1	1
438	будто автор с	1	1
439	они сходятся в	1	1
440	после рассказа ивана	1	1
441	чеховедами самой высокой	1	1
442	здесь имеет место	1	1
443	состояние получателя которое	1	1
444	аффективное состояние получателя	1	1
445	отграниченная система смыслов	2	1
446	на ранних этапах	1	1
447	и событие самого	1	1
448	формах косвенной речи	1	1
449	того чтобы'' ''из-за''	1	1
450	будучи непосредственной формой	1	1
451	цитирование стенографическая передача	1	1
452	настроенный читатель получает	1	1
453	вы из другой	1	1
454	в строгом смысле	1	1
455	портретными характеристиками являют	1	1
456	а всякая литературная	1	1
457	''из-за'' и т.д	1	1
458	среди любых событий	1	1
459	преодолеваемая даль и	1	1
460	что подчеркнуто в	1	1
461	освоение человеческим сознанием	1	1
462	ведет задушевный разговор	1	1
463	напоминает майевтику сократа	1	1
464	ней мифов-нарраций никогда	1	1
465	или о чем	1	1
466	может быть сведена	1	1
467	умению например сапожника	1	1
468	большей или меньшей	2	1
469	по аналогии с	2	1
470	связи с кристаллизацией	1	1
471	с книгой бытия	1	1
472	коммуникативной эстетической и	1	1
473	социального взаимодействия трех	1	1
474	исходя из того	1	1
475	воспроизведение чужих высказываний	1	1
476	эффект чеховского письма	1	1
477	осуществляется прямолинейная оценка	1	1
478	в полной мере	1	1
479	о чем говорят	1	1
480	если можно так	2	1
481	полном его составе	1	1
482	состоит в нарастании	1	1
483	алехина неожиданно объединяет	1	1
484	не в рассказе	1	1
485	два рассказчика-охотника своими	1	1
486	не может передать	1	1
487	обозначить как произведение	1	1
488	и зла или	1	1
489	письма будто автор	1	1
490	засыпает а слушатель	1	1
491	восприятие конкретных дискурсов	1	1
492	или ментального процесса	1	1
493	в чем не	1	1
494	нем осуществляется прямолинейная	1	1
495	дискурсивная деятельность опирается	1	1
496	в разные времена	1	1
497	в нем повторяются	1	1
498	том что в	3	1
499	в том или	1	1
500	в напряжении событийного	2	1
501	к однозначности [...]	1	1
502	в тексте как	2	1
503	высказываний как неизбежно	1	1
504	культурную память как	1	1
505	том что на	1	1
506	странного парадоксального случая	1	1
507	оставляя открытым вопрос	1	1
508	же текста чеховедами	1	1
509	остаются глухи к	1	1
510	из организованности высказываний	1	1
511	всего рассказанного как	1	1
512	древними писателями [...]	1	1
513	равнодостойных не соподчиненных	1	1
514	но именно солидарность	1	1
515	звучит один голос	2	1
516	но в рамках	1	1
517	финале привходящими моментами	1	1
518	рассказчика-охотника своими портретными	1	1
519	не сводятся к	1	1
520	оценка [...] в	1	1
521	и слушающих их	1	1
522	мы должны предполагать	1	1
523	как неизбежно принадлежащих	1	1
524	в финале привходящими	1	1
525	оборотов ''если'' ''когда''	1	1
526	передача карикатурное передразнивание	1	1
527	но заключительный акт	1	1
528	читателю апеллируя к	1	1
529	разговор наедине отсюда	1	1
530	речи формировать культурную	1	1
531	на концепции нарративности	1	1
532	иваныч говорят о	1	1
533	далеко еще не	3	1
534	любви и проблематика	1	1
535	возбуждающем некие рецептивные	1	1
536	мире мире общения	1	1
537	рассказывается буркиным как	1	1
538	как непрерывный выбор	1	1
539	их личностные и	1	1
540	при этом первые	1	1
541	говорящего автора слушающего	1	1
542	имеются только в	1	1
543	большой интриги соединяющей	1	1
544	как коммуникативного события	2	1
545	вместе со всеми	1	1
546	беликова рассказывается буркиным	1	1
547	нем звучит один	2	1
548	в речевой практике	2	1
549	различные и по	1	1
550	и даже не	1	1
551	молчали точно сердились	1	1
552	строгом значении этого	2	1
553	рассказ не удовлетворил	1	1
554	может передать оборотов	1	1
555	ивана иваныча и	1	1
556	принципиальные различия между	1	1
557	но в этом	1	1
558	алехин укладом своей	1	1
559	в целом и	1	1
560	в едином но	1	1
561	слушатели-читатели события эти	1	1
562	нарративность в качестве	1	1
563	своего рода механизмом	1	1
564	полюс подлинного положителен	1	1
565	третьем мире мире	1	1
566	как раз и	1	1
567	соединяющей апокалипсис с	1	1
568	завершенная и строго	2	1
569	а не в	2	1
570	притчевым его восприятием	1	1
571	картиной мира и	1	1
572	и описываемое как	1	1
573	отсылают к различным	1	1
574	стабильно дифференцированном и	2	1
575	перед нами два	1	1
576	в результате воздействия	1	1
577	третья рассказ алехина	1	1
578	значении этого слова	1	1
579	событий процессов состояний	2	1
580	рассказа буркина сидели	1	1
581	не претендует на	2	1
582	привходящими моментами символического	1	1
583	же их связная	1	1
584	места времени и	2	1
585	все необходимые предпосылки	1	1
586	собственном мире напротив	1	1
587	в лугановиче легко	1	1
588	и т.п но	4	1
589	и того о	1	1
590	это своего рода	1	1
591	их жизненного опыта	1	1
592	только то что	2	1
593	просил лично для	1	1
594	даль и сближение	1	1
595	же время они	1	1
596	а предмет разговора	1	1
597	интригу мировой истории	1	1
598	не рассказывает а	1	1
599	том числе и	3	1
600	алехина хотя в	1	1
601	на разных местах	1	1
602	с другой стороны	4	1
603	каждый в своем	1	1
604	историй в лугановиче	1	1
605	слушающего читателя и	1	1
606	адресатом как иерархические	1	1
607	нашей способности прослеживать	1	1
608	ту самую коммуникативную	1	1
609	анекдотическим истолкованием всего	1	1
610	третьего рассказа оказались	1	1
611	мимесис не рассказывает	1	1
612	случая и притчевым	1	1
613	то что и	2	1
614	собеседников дело в	1	1
615	из того что	1	1
616	во втором случае	1	1
617	черты характера среди	1	1
618	а не только	2	1
619	эти происходят в	1	1
620	получает возможность наделять	1	1
621	его коммуникативной эстетической	1	1
622	в.я проппа морфология	1	1
623	оставляет читателю апеллируя	1	1
624	читатель получает возможность	1	1
625	которого рассказ не	1	1
626	никогда не было	1	1
627	отношение к ценности	1	1
628	имея в виду	1	1
629	в перформативной установке	1	1
630	следует ли в	1	1
631	такого рода в	1	1
632	в качестве нового	1	1
633	в равной мере	1	1
634	которые отсылают к	1	1
635	наблюдателя упраздняет коммуникативные	1	1
636	говорить о любви	1	1
637	в значительной степени	3	1
638	к его коммуникативной	1	1
639	не соподчиненных сознаний	1	1
640	будто просил лично	1	1
641	к некоторой культурной	1	1
642	читательского выбора между	1	1
643	претендовать на статус	1	1
644	с точкой зрения	1	1
645	но одновременно это	1	1
646	бытия нуждалась в	1	1
647	и т.п в	1	1
648	первые две внутритекстовые	1	1
649	для классической эстетической	1	1
650	предполагать наличие [...]	1	1
651	напротив они сходятся	1	1
652	они неразрывно объединены	1	1
653	рассказывает а показывает	1	1
654	в предыдущих повествованиях	1	1
655	в принципе не	1	1
656	мифы-рассказы имеются только	1	1
657	организованности высказываний как	1	1
658	точно сердились друг	1	1
659	например сапожника иначе	1	1
660	природного социального или	1	1
661	предыдущих повествованиях а	1	1
662	и второго лица	1	1
663	беликов а сам	1	1
664	в силу его	1	1
665	одним и тем	1	1
666	можно так выразиться	2	1
667	в произведении и	1	1
668	крыжовник о любви	1	1
669	стороны самое понимание	1	1
670	нами два события	1	1
671	любви рассуждать исходя	1	1
672	жизненного опыта иное	1	1
673	опирается на дискурсивное	1	1
674	выходит новое и	1	1
675	стали говорить о	1	1
676	хотим объяснить производство	1	1
677	жизни то есть	1	1
678	в окказиональном мире	1	1
679	напряжении событийного ряда	2	1
680	может быть однозначно	1	1
681	мире напротив они	1	1
682	этим создается характерный	1	1
683	жизнью и смертью	1	1
684	и восприятие конкретных	1	1
685	двух историй в	1	1
686	проблематика тайны личного	1	1
687	социальные характеристики другие	1	1
688	разных местах и	1	1
689	в евгении онегине	1	1
690	между анекдотическим истолкованием	1	1
691	''если'' ''когда'' ''для	1	1
692	в качестве культурного	1	1
693	характеристиками являют традиционно	1	1
694	былое разобщение преодолевается	1	1
695	на рецептивные возможности	1	1
696	индивида и его	1	1
697	однозначности [...] в	2	1
698	по сути своей	2	1
699	взаимодействия трех говорящего	1	1
700	того о ком	1	1
701	к чужому слову	1	1
702	но сложном событии	1	1
703	целого но заключительный	1	1
704	а их былое	1	1
705	то есть в	2	1
706	и строго отграниченная	2	1
707	два рассказчика трилогии	1	1
708	с повествовательной традицией	1	1
709	в ходе которого	2	1
710	анекдотического и притчевого	2	1
711	только по отношению	1	1
712	одновременно четкий и	1	1
713	идентифицировать себя с	1	1
714	содержание и того	1	1
715	этому времени наррация	1	1
716	из другой оперы	1	1
717	состоит в напряжении	2	1
718	мифов-нарраций никогда не	1	1
719	к тому или	1	1
720	солидарность двух равнодостойных	1	1
721	только в учебниках	1	1
722	объединяет собеседников дело	1	1
723	готовом стабильно дифференцированном	2	1
724	описываемое как вещь	1	1
725	учебниках по мифологии	1	1
726	и тем же	1	1
727	взаимодействующих сознаний содержание	1	1
728	у первобытного человека	1	1
729	возможна только в	2	1
730	упраздняет коммуникативные роли	1	1
731	уступает умению например	1	1
732	понять со стороны	1	1
733	а показывает имитирует	1	1
734	дальнейшее развитие а	1	1
735	мы можем обозначить	1	1
736	раз спокойно засыпает	1	1
737	из наиболее авторитетных	1	1
738	тогда как наррация	2	1
739	в качестве дискурса	3	1
740	актуализированная женеттом была	1	1
741	и требующий ответного	1	1
742	самой высокой квалификации	1	1
743	этом смысле библия	1	1
744	в противном случае	1	1
745	писал бахтин может	1	1
746	в творчестве чехова	2	1
747	дело не с	2	1
748	располагается между двумя	1	1
749	тайны личного счастья	1	1
750	при этом по	1	1
751	буркина сидели в	1	1
752	до сего времени	2	1
753	своих персонажей решительно	1	1
754	друга на утро	1	1
755	рассказываемое событие и	1	1
756	себе дорогу через	1	1
757	несут в себе	2	1
758	говорящий позиционирует свои	1	1
759	еще в греческой	1	1
760	можем обозначить как	1	1
761	искусно сохраните черты	1	1
762	личного счастья общеинтересными	1	1
763	том что ни	2	1
764	два события событие	1	1
765	по мифологии если	1	1
766	по крайней мере	3	1
767	апеллируя к его	1	1
768	в этом же	1	1
769	и до сего	1	1
770	повторяются ситуации и	1	1
771	то есть все	1	1
772	это он осуществляет	1	1
773	чем говорят героя	1	1
774	человеческой жизни в	1	1
775	подлинного положителен по	1	1
776	глухи к ответной	1	1
777	от своей судьбы	1	1
778	событием самого рассказывания	2	1
779	бессонницей от наплыва	1	1
780	требующий ответного понимания	1	1
781	чеховский рассказ как	1	1
782	которое мы можем	1	1
783	переформатирует ту самую	1	1
784	как произведение в	1	1
785	в новом третьем	1	1
786	персонажей решительно отстраняются	1	1
787	прямым свидетелем событий	1	1
788	некоего созерцающего ума	1	1
789	и главное действующее	1	1
790	в готовом стабильно	2	1
791	наделять чеховский текст	1	1
792	к этому времени	1	1
793	или иным образом	1	1
794	отступления от всеобщего	1	1
795	человеческим сознанием событийной	1	1
796	цепь воспроизводилась древними	1	1
797	возникающей солидарности взаимодействующих	1	1
798	красоте и т.п	1	1
799	понятие дискурсивной компетенции	1	1
800	а коммуникативных компетенций	1	1
801	укладом своей жизни	1	1
802	себя в другом	1	1
803	возможность наделять чеховский	1	1
804	социального или ментального	1	1
805	оказались хорошо известными	1	1
806	читателя или слушателя	1	1
807	предмет разговора стали	1	1
808	знакомством с повествовательной	1	1
809	в нарративном дискурсе	1	1
810	случае мы имеем	1	1
811	слушающий не остаются	1	1
812	текста а не	2	1
813	событии которое мы	1	1
814	потому что к	1	1
815	участников коммуникативного события	2	1
816	в которой он	1	1
817	представляет собой как	1	1
818	в модальности убеждения	1	1
819	том или ином	1	1
820	и понимание жизни	1	1
821	воспроизводилась древними писателями	1	1
822	могло бы стать	1	1
823	[...] оно живет	2	1
824	собой грандиозную интригу	1	1
825	что же касается	4	1
826	что не только	1	1
827	непроизвольно возникающей солидарности	1	1
828	одна из них	1	1
829	как и в	3	1
830	концах гостиной и	1	1
831	бахтину нельзя понять	1	1
832	при всей его	2	1
833	коммуникативную ситуацию какой	1	1
834	всякий раз спокойно	1	1
835	появляется в связи	1	1
836	как диалогический момент	1	1
837	и оцененном мире	2	1
838	это пока еще	1	1
839	быть сведена к	1	1
840	не остаются каждый	1	1
841	различных позиций субъективности	1	1
842	ли в любви	1	1
843	не уступает умению	1	1
844	видов не только	1	1
845	потому что полюс	1	1
846	представляет собой грандиозную	1	1
847	если же их	1	1
848	но и к	1	1
849	характерный эффект чеховского	1	1
850	быть и не	1	1
851	того и другого	1	1
852	двусмысленный четкий потому	1	1
853	ощущаться завершенная и	1	1
854	понятая объективно чужое	1	1
855	оглавление предисловие глава	1	1
856	формирует все необходимые	1	1
857	и должно происходить	1	1
858	крыжовника персонажи третьего	1	1
859	ни слушающий не	1	1
860	новое и главное	1	1
861	жизни но и	1	1
862	масштабы того что	1	1
863	и тем более	1	1
864	выражает внеличную сторону	1	1
865	генетически восходит к	1	1
866	строго отграниченная система	2	1
867	рассказ алехина неожиданно	1	1
868	принадлежащих к той	1	1
869	практике общения это	1	1
870	внимание на том	1	1
871	наррацию ибо анарративная	1	1
872	стремится к однозначности	2	1
873	которое возникает в	1	1
874	от всеобщего закона	1	1
875	быть определена как	3	1
876	содержание рассказа в	1	1
877	судьбы они едины	1	1
878	один из наиболее	1	1
879	пиететное цитирование стенографическая	1	1
880	они едины судьба	1	1
881	в нем звучит	2	1
882	рассказе о ней	1	1
883	временного отступления от	1	1
884	котором рассказано в	1	1
885	на протяжении единого	1	1
886	субъект может занимать	1	1
887	или иной области	1	1
888	[...] то потому	1	1
889	выбор возможностей пролагающий	1	1
890	причастной вненаходимости бахтин	1	1
891	удовлетворил мучается бессонницей	1	1
892	хранения и передачи	1	1
893	восприятием как примера	1	1
894	может претендовать на	3	1
895	шагом природного социального	1	1
896	которое по фрейденберг	1	1
897	и того и	1	1
898	''когда'' ''для того	1	1
899	бахтин может ощущаться	1	1
900	точки зрения на	1	1
901	в большей или	1	1
902	хотя в нем	1	1
903	персонажи третьего рассказа	1	1
904	писателями [...] то	1	1
905	никогда не тождествен	1	1
906	выговорившийся всякий раз	1	1
907	дискурсивных практик дискурсивная	1	1
908	о ком или	1	1
909	каждым читателем ведет	1	1
910	новом третьем мире	1	1
911	неразрывно объединены в	1	1
912	различным статусам местам	1	1
913	можно признать общим	1	1
914	поставленный вопрос автор	1	1
915	автора слушающего читателя	1	1
916	когда поддерживает дискурс	1	1
917	в другом и	1	1
918	в родном углу	1	1
919	и создает наррацию	1	1
920	что является событием	1	1
921	вопрос следует ли	1	1
922	что к этому	1	1
923	его поступки только	1	1
924	текста чеховедами самой	1	1
925	должны предполагать наличие	1	1
926	между жизнью и	1	1
927	в случаях же	1	1
928	установка [...] наблюдателя	1	1
929	в частности как	1	1
930	не удовлетворил мучается	1	1
931	отделен от своей	1	1
932	именно в этом	1	1
933	это коммуникативное событие	1	1
934	отличается от предыдущих	1	1
935	прежде всего следует	1	1
936	моментами символического характера	1	1
937	неизбежно принадлежащих к	1	1
938	возможных композиционных форм	1	1
939	не семиотических конвенций	1	1
940	решительно отстраняются от	1	1
941	и не только	2	1
942	его восприятием как	1	1
943	считал главной для	1	1
944	в любви рассуждать	1	1
945	рассказа ивана иваныча	1	1
946	ряда возбуждающем некие	1	1
947	истории а всякая	1	1
948	момент в [...]	1	1
949	слове писал бахтин	1	1
950	в [...] смысл	1	1
951	происходят в разные	1	1
952	чеховских произведений нет	1	1
953	о любви и	1	1
954	главной для чеховских	1	1
955	в вероятностном мире	4	1
956	т.п и требующий	1	1
957	облеченный в молчание	1	1
958	нужно рассуждать вовсе	1	1
959	как и все	1	1
960	не дублирование но	1	1
961	слушателям чего не	1	1
962	чего не было	1	1
963	это вы из	1	1
964	время они неразрывно	1	1
965	тойн а ван	2	1
966	на утро после	1	1
967	мыслей при этом	1	1
968	мира дающей масштабы	1	1
969	компетенции если хотим	1	1
970	следствие овладения понятийным	1	1
971	отсюда столь значительные	1	1
972	мучается бессонницей от	1	1
973	поступки только раскрывают	1	1
974	креслах в разных	1	1
975	самую коммуникативную ситуацию	1	1
976	события эти происходят	1	1
977	примера временного отступления	1	1
978	содержит в себе	3	1
979	эмоционально-волевой тональности одного	1	1
980	чехова всегда одновременно	1	1
981	аспекты социальной ситуации	1	1
982	как мы видели	1	1
983	разобщение преодолевается что	1	1
984	роль в организации	1	1
985	известными слушателям чего	1	1
986	языка и дискурс	1	1
