N	3gram	Propp_Isto	Vladivir
102	но и здесь	1	2
103	один и тот	2	2
104	в тех же	1	2
105	и даже в	1	2
106	ответ на это	1	2
107	до тех пор	1	2
108	видно по его	1	2
109	но в то	1	2
110	том что и	1	2
111	так же и	2	2
112	и то же	1	2
113	да и то	1	2
114	главным образом в	1	2
115	в этом случае	3	2
116	это конечно не	2	2
117	с тем что	3	2
118	как мы увидим	2	2
119	как это делает	1	2
120	мы не будем	4	2
121	до конца и	1	2
122	если бы мы	2	2
123	после того как	2	2
124	сводится к тому	1	2
125	в его работе	1	1
126	в каком отношении	1	1
127	образом в связи	1	1
128	том случае когда	1	1
129	начала до конца	1	1
130	но что этот	1	1
131	если мы будем	1	1
132	но все эти	1	1
133	он увидел что	1	1
134	и когда он	3	1
135	может быть назван	2	1
136	как будто бы	2	1
137	в себе в	1	1
138	но и по	1	1
139	мы видим что	12	1
140	до известной степени	1	1
141	приведем еще один	1	1
142	в том как	1	1
143	уверенностью сказать что	1	1
144	содержат в себе	1	1
145	можно дать только	1	1
146	в себя и	1	1
147	не говорится о	1	1
148	с представлением о	1	1
149	не было и	1	1
150	с вопросом о	1	1
151	наряду с этим	1	1
152	он наталкивается на	1	1
153	но мы хотели	1	1
154	дело не в	2	1
155	а может быть	2	1
156	но оно не	1	1
157	для этого нужно	1	1
158	идет только о	1	1
159	эту точку зрения	2	1
160	не значит что	1	1
161	они не могут	1	1
162	и вот они	1	1
163	и так сказать	1	1
164	более высокой ступени	1	1
165	том что она	1	1
166	уже по одному	1	1
167	не только с	1	1
168	что он был	1	1
169	при помощи которого	1	1
170	уже потому что	1	1
171	но об этом	1	1
172	это время он	1	1
173	этому поводу необходимо	1	1
174	нужно было бы	1	1
175	но как это	1	1
176	уже с самого	2	1
177	лес и в	1	1
178	потому что он	2	1
179	уже видели что	2	1
180	не будем здесь	2	1
181	в то что	1	1
182	об этом же	1	1
183	та же самая	1	1
184	после своего возвращения	1	1
185	во многих случаях	1	1
186	надо сказать что	4	1
187	объясняется то что	1	1
188	по себе не	1	1
189	есть вместе с	1	1
190	что во всех	1	1
191	чем иным как	1	1
192	уже знаем что	2	1
193	только тот кто	1	1
194	возникает вопрос о	1	1
195	на одно мгновение	1	1
196	и что они	3	1
197	и не хочет	1	1
198	ни к какой	1	1
199	то же самое	3	1
200	об этом он	1	1
201	в высшей степени	1	1
202	это было невозможно	1	1
203	но все же	7	1
204	связи со своей	1	1
205	а именно в	1	1
206	в какой бы	1	1
207	не только у	1	1
208	все же можно	2	1
209	о том как	2	1
210	а также все	1	1
211	да и не	1	1
212	никак не может	1	1
213	ты видишь что	1	1
214	только тогда когда	1	1
215	и это тоже	1	1
216	пока еще не	1	1
217	для него как	1	1
218	мы имеем дело	1	1
219	того что он	1	1
220	нельзя сказать чтобы	1	1
221	то же о	1	1
222	ответить на вопрос	1	1
223	внимание на то	1	1
224	что он делает	1	1
225	но он не	1	1
226	на другой день	1	1
227	очень мало и	1	1
228	но кроме того	1	1
229	равно как и	1	1
230	из которых мы	1	1
231	с этим мы	1	1
232	и должно быть	2	1
233	по существу своему	1	1
234	еще не есть	1	1
235	тем что в	1	1
236	что мы должны	1	1
237	при всей своей	1	1
238	но и в	4	1
239	xix века во	1	1
240	в нем он	1	1
241	каждый из этих	1	1
242	во всем его	1	1
243	что здесь не	1	1
244	так и с	1	1
245	с этими представлениями	1	1
246	не соответствует его	1	1
247	что здесь в	1	1
248	перед нами возникает	1	1
249	то мы можем	1	1
250	на вопросе о	1	1
251	какой бы то	1	1
252	в иных случаях	1	1
253	в таких случаях	4	1
254	на котором он	1	1
255	в средние века	1	1
256	и в особенности	1	1
257	ее так что	2	1
258	здесь мы имеем	2	1
259	и в ней	3	1
260	и кроме того	1	1
261	в этой работе	1	1
262	на этот вопрос	2	1
263	не столько с	1	1
264	место на котором	1	1
265	но все это	1	1
266	все же не	2	1
267	прежде всего нужно	1	1
268	уже не может	1	1
269	мы будем признавать	1	1
270	начинается с того	2	1
271	как таковая а	1	1
272	в противном случае	1	1
273	не чем иным	1	1
274	но уже в	1	1
275	а есть только	1	1
276	смысле этого слова	1	1
277	никогда не было	1	1
278	почему об этом	1	1
279	одно без другого	1	1
280	с ним но	1	1
281	же именно в	1	1
282	и ничего не	1	1
283	у него раньше	1	1
284	мы будем называть	2	1
285	что и здесь	1	1
286	выше мы видели	3	1
287	но чтобы понять	1	1
288	означает не что	1	1
289	ее в целом	1	1
290	в его доме	1	1
291	и то в	1	1
292	но это конечно	1	1
293	таким образом эти	1	1
294	но тем не	1	1
295	делать не будем	1	1
296	же как и	1	1
297	это мы сейчас	1	1
298	не менее и	1	1
299	на первых порах	2	1
300	и она не	1	1
301	такая точка зрения	1	1
302	и в нем	2	1
303	указанием на то	1	1
304	что это за	5	1
305	вопрос о том	2	1
306	и не только	1	1
307	непосредственно в самой	1	1
308	него как и	1	1
309	вне его но	1	1
310	должен был бы	1	1
311	оно может быть	2	1
312	в виду что	1	1
313	и в области	1	1
314	но и для	1	1
315	мы не можем	3	1
316	потому что они	1	1
317	это было бы	1	1
318	если бы не	1	1
319	не говорится но	1	1
