N	2gram	Ircho_Kome	SlovoVZh
131	уже в	9	2
132	там где	1	2
133	в его	8	2
134	с этой	3	2
135	это не	2	2
136	одной стороны	5	2
137	автора и	1	2
138	относится к	2	2
139	как уже	1	2
140	дело с	3	2
141	мы имеем	1	2
142	и дает	2	2
143	социальную позицию	1	2
144	на него	4	2
145	тем как	2	2
146	в себя	3	2
147	от всех	1	2
148	как это	7	2
149	те же	1	2
150	но все	4	2
151	но зато	1	2
152	содержания и	2	2
153	и та	1	2
154	общения и	1	2
155	из него	1	2
156	и что	2	2
157	что и	10	2
158	в отношении	6	2
159	в форме	2	2
160	же самое	2	2
161	конечно в	1	2
162	другой стороны	6	2
163	и вполне	1	2
164	и те	1	2
165	в этих	5	2
166	можно найти	2	2
167	тому же	14	2
168	связь с	2	2
169	а к	2	2
170	и притом	2	2
171	ко всем	1	2
172	на это	3	2
173	выходят за	1	2
174	и здесь	6	2
175	но конечно	1	2
176	как на	2	2
177	и все	4	2
178	но не	3	2
179	его как	1	2
180	могут быть	3	2
181	до конца	3	2
182	не остается	1	2
183	в своем	6	2
184	той социальной	1	2
185	за его	1	2
186	в какой	2	2
187	вместе с	8	2
188	место в	7	2
189	в зависимости	1	2
190	к его	3	2
191	такой же	2	2
192	со словом	1	2
193	с его	4	2
194	на все	3	2
195	его к	1	2
196	к этому	8	2
197	бы не	1	2
198	он не	5	2
199	в условиях	1	2
200	независимо от	5	2
201	не отражает	1	2
202	в чем	3	2
203	частной жизни	1	2
204	едва ли	16	2
205	содержанию и	2	2
206	ничего не	4	2
207	возможна только	1	2
208	выражение и	1	2
209	взаимоотношения между	1	1
210	и мир	2	1
211	в русской	1	1
212	к одному	1	1
213	жизнь и	2	1
214	себе в	1	1
215	мы попытаемся	1	1
216	они являются	1	1
217	стоит ли	1	1
218	то в	1	1
219	во всяком	4	1
220	нам не	1	1
221	от него	1	1
222	и тех	1	1
223	включая сюда	3	1
224	что они	4	1
225	свое влияние	1	1
226	является в	1	1
227	то он	1	1
228	случае оно	1	1
229	в искусстве	1	1
230	во всех	4	1
231	вошли в	1	1
232	не зная	1	1
233	не является	2	1
234	следует отметить	1	1
235	а с	1	1
236	если оно	1	1
237	и он	1	1
238	коем случае	1	1
239	та же	1	1
240	было в	1	1
241	близости к	1	1
242	к социальному	1	1
243	с самого	3	1
244	зрения на	2	1
245	опирается на	1	1
246	является ее	1	1
247	на эти	1	1
248	отражение в	1	1
249	на этом	3	1
250	по другому	1	1
251	позволит сделать	1	1
252	конкретные вопросы	1	1
253	в коем	1	1
254	них в	1	1
255	которой он	2	1
256	не имеют	1	1
257	само собой	2	1
258	то есть	1	1
259	нельзя было	1	1
260	мы уже	1	1
261	к одной	1	1
262	к целому	1	1
263	ли он	1	1
264	нас не	2	1
265	значение и	1	1
266	даже и	1	1
267	комнаты и	1	1
268	и вот	4	1
269	все остальные	3	1
270	вполне понятно	1	1
271	ненависть к	1	1
272	но при	1	1
273	она могла	1	1
274	в свою	2	1
275	в значительной	1	1
276	только как	1	1
277	и почти	1	1
278	что уже	1	1
279	того чтобы	4	1
280	не должен	1	1
281	в основе	1	1
282	и их	3	1
283	одна и	1	1
284	еще более	2	1
285	скорее можно	1	1
286	богатым и	1	1
287	ту же	2	1
288	степень его	1	1
289	на основе	1	1
290	в другом	5	1
291	а из	2	1
292	тому как	1	1
293	несмотря на	5	1
294	это только	1	1
295	в хоровой	1	1
296	на что	1	1
297	на протяжении	14	1
298	поле зрения	2	1
299	обстоит дело	1	1
300	части и	1	1
301	или может	2	1
302	что это	5	1
303	обычно не	1	1
304	хотя и	6	1
305	и тогда	1	1
306	только его	1	1
307	в предварительном	1	1
308	этом отношении	3	1
309	это уже	2	1
310	явления в	1	1
311	о чем	2	1
312	в ее	2	1
313	это человек	2	1
314	и тем	2	1
315	в руках	4	1
316	сам по	1	1
317	один шаг	1	1
318	бы только	1	1
319	в частности	7	1
320	нашего времени	1	1
321	здесь на	1	1
322	и больше	1	1
323	только опираясь	1	1
324	аналогии с	2	1
325	остаться в	3	1
326	политической жизни	1	1
327	со всей	1	1
328	совпадают с	1	1
329	за ее	1	1
330	в качестве	8	1
331	всех других	1	1
332	в содержании	1	1
333	в науке	1	1
334	пор не	1	1
335	не обходится	2	1
336	поэта в	1	1
337	к политическим	1	1
338	в одном	10	1
339	в области	3	1
340	одно из	1	1
341	у нас	3	1
342	частности в	2	1
343	можно было	5	1
344	творчества с	1	1
345	сюда и	1	1
346	для их	3	1
347	составная часть	1	1
348	а между	1	1
349	же не	2	1
350	высказывания в	1	1
351	в результате	5	1
352	и это	3	1
353	ни одной	3	1
354	сводится к	1	1
355	для них	2	1
356	и создает	1	1
357	значительной степени	1	1
358	сторон и	2	1
359	в поэтике	1	1
360	этом смысле	2	1
361	с ней	1	1
362	участие в	4	1
363	подобно тому	1	1
364	во времени	1	1
365	и тот	1	1
366	далеко не	1	1
367	не вполне	2	1
368	у него	6	1
369	на события	1	1
370	чем не	1	1
371	не на	1	1
372	в истории	10	1
373	не могут	1	1
374	миру и	1	1
375	все равно	1	1
376	что например	1	1
377	по мнению	2	1
378	же время	5	1
379	этого приема	1	1
380	говорить и	1	1
381	в рамки	1	1
382	в виде	3	1
383	художественных приемов	2	1
384	к которой	1	1
385	там же	4	1
386	в обоих	3	1
387	и независимо	1	1
388	отметить что	1	1
389	у нее	2	1
390	гораздо чаще	1	1
391	самого начала	2	1
392	непосредственно в	1	1
393	в большинстве	2	1
394	без слов	1	1
395	мы здесь	1	1
396	так мы	1	1
397	не стремится	1	1
398	кто является	1	1
399	жизни он	1	1
400	не было	1	1
401	идет речь	1	1
402	связи с	3	1
403	связанных с	2	1
404	более или	1	1
405	он еще	1	1
406	между людьми	2	1
407	материал для	2	1
408	он имеет	1	1
409	во взаимоотношениях	1	1
410	создает в	1	1
411	рассматривать как	1	1
412	здесь мы	3	1
413	с ее	2	1
414	время как	6	1
415	было бы	8	1
416	не знает	1	1
417	как особая	1	1
418	к тому	15	1
419	частей из	1	1
420	люди не	1	1
421	из двух	2	1
422	в свои	4	1
423	с так	1	1
424	себя на	1	1
425	самому существу	1	1
426	и можно	2	1
427	примерно в	5	1
428	области идеологии	1	1
429	двух других	1	1
430	так называемый	1	1
431	найдем в	1	1
432	его для	1	1
433	как мы	5	1
434	которой можно	1	1
435	что она	3	1
436	по аналогии	1	1
437	чем отличается	1	1
438	и о	3	1
439	слова с	1	1
440	намека на	1	1
441	и тому	1	1
442	представление как	1	1
443	что для	1	1
444	если мы	1	1
445	тем же	2	1
446	него не	1	1
447	и эта	1	1
448	замечает что	1	1
449	наряду с	7	1
450	и во	4	1
451	именно в	5	1
452	и таким	2	1
453	и богатая	1	1
454	только одна	1	1
455	уже на	1	1
456	же для	1	1
457	наконец из	2	1
458	они должны	1	1
459	то время	8	1
460	или хотя	1	1
461	действительности к	1	1
462	в таком	1	1
463	но прежде	1	1
464	из трех	2	1
465	всех сторон	1	1
466	следующим образом	1	1
467	например в	1	1
468	речь и	1	1
469	тот же	5	1
470	в высшей	1	1
471	к которому	4	1
472	обойтись без	1	1
473	имеем дело	1	1
474	время не	1	1
475	и без	3	1
476	вразрез с	1	1
477	что все	1	1
478	то она	1	1
479	эти три	1	1
480	столь же	9	1
481	том же	1	1
482	слово здесь	1	1
483	и она	1	1
484	в общем	2	1
485	своего героя	1	1
486	же как	3	1
487	а уж	1	1
488	исходит из	1	1
489	места в	1	1
490	в порядке	2	1
491	рядом с	1	1
492	из его	6	1
493	этих явлений	1	1
494	при чтении	1	1
495	и прежде	1	1
496	ей в	1	1
497	союз с	1	1
498	как будто	3	1
499	жизни в	1	1
500	что именно	3	1
501	но если	4	1
502	они не	1	1
503	при таком	1	1
504	могли только	1	1
505	на себя	5	1
506	от его	1	1
507	обходится без	1	1
508	все более	4	1
509	и являются	1	1
510	и только	1	1
511	его близости	1	1
512	так называемая	1	1
513	в окно	1	1
514	по своей	2	1
515	в двух	6	1
516	и художественного	1	1
517	полагать что	1	1
518	убедиться в	1	1
519	или иного	1	1
520	может и	1	1
521	здесь же	1	1
522	друг друга	2	1
523	в эти	2	1
524	но уже	1	1
525	для этой	3	1
526	и относительно	1	1
527	себе как	1	1
528	природой и	1	1
529	для этого	2	1
530	если она	1	1
531	чтобы убедиться	1	1
532	не всегда	2	1
533	чтобы не	1	1
534	и целых	1	1
535	его творчество	3	1
536	в одной	1	1
537	в целом	6	1
538	в лице	2	1
539	культуры в	1	1
540	себя в	2	1
541	и из	2	1
542	или менее	2	1
543	вовсе не	3	1
544	больше того	4	1
545	другого и	1	1
546	в так	2	1
547	одному и	1	1
548	два основных	1	1
549	нее не	1	1
550	на эту	1	1
551	тем более	1	1
552	обращение к	1	1
553	не найдем	1	1
554	мы видели	2	1
555	перед нами	1	1
556	и самый	1	1
557	всяком случае	4	1
558	которые в	3	1
559	только для	1	1
560	нашу задачу	1	1
561	высшей степени	1	1
562	можно только	1	1
