N	2gram	Tiupa_Anal	Psycholo
701	одной из	2	4
702	в глазах	1	4
703	бы как	1	4
704	здесь не	2	4
705	уже с	1	4
706	основе своей	2	4
707	может не	2	4
708	где он	1	4
709	в первой	2	4
710	страсть к	1	4
711	борьбу с	2	4
712	который как	1	4
713	произведения как	8	4
714	это еще	2	4
715	говоря мы	1	4
716	также и	3	4
717	не с	8	4
718	самое что	1	4
719	именно эта	1	4
720	что нам	1	4
721	в ритме	2	4
722	при всем	1	4
723	частный случай	1	4
724	все еще	1	4
725	больше не	1	4
726	само собой	1	4
727	может и	2	4
728	к совершенно	1	4
729	вплоть до	2	4
730	случае в	2	4
731	к числу	1	4
732	до такой	1	4
733	строго говоря	3	4
734	в первом	3	4
735	по отношению	10	4
736	что ее	1	4
737	и того	5	4
738	тем в	1	4
739	в воображении	1	4
740	заключается что	1	4
741	следует отнести	1	4
742	что речь	1	4
743	что те	1	4
744	с этими	1	4
745	составляющих его	1	4
746	который в	3	4
747	своей сущности	1	4
748	ее и	1	4
749	в несколько	1	4
750	произведение как	1	4
751	здравого смысла	1	4
752	в мире	14	4
753	без которого	1	4
754	его жизни	1	4
755	но к	3	4
756	искусство говорит	1	4
757	в уста	1	4
758	литературы и	1	4
759	однако в	4	4
760	что может	2	4
761	означает что	3	4
762	в состав	3	4
763	если не	2	4
764	прибегать к	1	4
765	в обратном	1	4
766	с ними	2	4
767	ли он	3	4
768	не до	1	4
769	составляет основу	1	4
770	автора и	4	4
771	зависимость от	2	4
772	этой жизни	1	4
773	же время	7	4
774	имеем в	1	4
775	аналогии с	1	4
776	на тех	1	4
777	одним и	1	4
778	как у	1	4
779	и точно	1	4
780	несет в	1	4
781	когда оно	1	4
782	в ту	1	4
783	по смыслу	1	4
784	но по	1	4
785	исходили из	1	4
786	к концу	1	4
787	к своему	2	4
788	ли не	1	4
789	не могу	2	4
790	не имея	2	4
791	к тем	1	4
792	говоря о	2	4
793	в пределах	11	4
794	стало быть	2	4
795	в понимании	1	4
796	в центре	3	3
797	в игре	7	3
798	же и	1	3
799	с героем	1	3
800	себе целью	1	3
801	следует что	2	3
802	в большей	1	3
803	какой бы	2	3
804	не столько	5	3
805	а напротив	3	3
806	опять как	1	3
807	или ином	4	3
808	интересно что	1	3
809	на первый	1	3
810	свой смысл	1	3
811	творчества в	1	3
812	было в	1	3
813	уже и	1	3
814	романа как	1	3
815	автор как	1	3
816	в разных	1	3
817	он сам	1	3
818	даже у	1	3
819	на котором	3	3
820	та и	1	3
821	мысли так	1	3
822	как нам	1	3
823	искусства то	1	3
824	здесь как	1	3
825	обнаруживается в	1	3
826	которого он	1	3
827	с другими	4	3
828	по аналогии	1	3
829	была в	1	3
830	в последних	1	3
831	по одному	1	3
832	но когда	1	3
833	воздействия на	1	3
834	этих трех	1	3
835	в ответ	2	3
836	никогда нельзя	1	3
837	и другая	1	3
838	его как	3	3
839	теми же	2	3
840	всех предыдущих	1	3
841	форма этого	1	3
842	в сюжете	2	3
843	простейший пример	1	3
844	действительной жизни	1	3
845	обоих этих	1	3
846	героя в	2	3
847	от нас	1	3
848	целого ряда	1	3
849	под этим	1	3
850	то на	1	3
851	о самом	1	3
852	нет ничего	2	3
853	то он	3	3
854	и состоит	5	3
855	двух основных	1	3
856	на основе	3	3
857	только мы	1	3
858	в которую	2	3
859	вступает в	4	3
860	литературном произведении	2	3
861	сложнее и	1	3
862	говоря не	1	3
863	еще в	4	3
864	моментов в	1	3
865	этом случае	4	3
866	создания и	2	3
867	на что	1	3
868	он и	3	3
869	можно на	1	3
870	этих слов	1	3
871	слова а	1	3
872	участие в	1	3
873	всех прочих	2	3
874	в таких	1	3
875	бессознательного и	1	3
876	это возможно	1	3
877	со своей	2	3
878	тем более	2	3
879	бы ни	2	3
880	мере в	4	3
881	в полной	3	3
882	встречаемся с	1	3
883	одни и	2	3
884	к игре	5	3
885	оказывается и	1	3
886	смысл его	3	3
887	что можно	1	3
888	может показаться	1	3
889	понять что	1	3
890	нам как	1	3
891	душевной жизни	3	3
892	эту сцену	1	3
893	с фактами	1	3
894	он с	1	3
895	мы и	1	3
896	искусство требует	1	3
897	случае не	2	3
898	привести к	1	3
899	но автор	1	3
900	быть может	2	3
901	не бывает	1	3
902	ко всем	2	3
903	или во	1	3
904	равно как	1	3
905	он полагает	1	3
906	том или	4	3
907	его на	1	3
908	внимание что	1	3
909	которое не	1	3
910	что оба	1	3
911	перед собой	2	3
912	все их	1	3
913	эпизод с	1	3
914	от тех	1	3
915	когда автор	1	3
916	и такие	1	3
917	которой он	1	3
918	сам не	1	3
919	сюжет и	1	3
920	при рассмотрении	4	3
921	ним и	2	3
922	двери и	1	3
923	между двумя	7	3
924	связь между	1	3
925	превращается в	3	3
926	и остается	1	3
927	из виду	3	3
928	вообще и	2	3
929	следующим образом	1	3
930	быть в	1	3
931	имеем дело	7	3
932	как я	1	3
933	что говорит	1	3
934	под именем	1	3
935	на словах	1	3
936	от смысла	1	3
937	в восприятии	2	3
938	его частей	1	3
939	собой в	2	3
940	ним в	1	3
941	ни было	4	3
942	все прочие	3	3
943	не о	3	3
944	одним из	3	3
945	быть только	1	3
946	но ведь	1	3
947	зрения и	1	3
948	и жизнь	1	3
949	этом как	1	3
950	но никто	1	3
951	вопроса о	4	3
952	на которую	2	3
953	которая является	1	3
954	искусства к	1	3
955	определенным образом	2	3
956	то ни	3	3
957	личности и	3	3
958	не более	4	3
959	на нем	1	3
960	хотя в	1	3
961	ни одно	2	3
962	даже не	2	3
963	их и	1	3
964	как известно	4	3
965	нельзя не	1	3
966	и др	1	3
967	с чем	1	3
968	речи и	2	3
969	бы быть	3	3
970	слова как	1	3
971	эстетическое переживание	4	3
972	переживания искусства	1	3
973	однако и	1	3
974	положения и	1	3
975	на ее	1	3
976	для себя	3	3
977	и должно	1	3
978	романа в	4	3
979	не понимаю	2	3
980	ни о	3	3
981	вместо этого	1	3
982	же самый	1	3
983	ясно говорит	2	3
984	из тех	1	3
985	которые могут	1	3
986	останавливаться на	1	3
987	заключенное в	1	3
988	бы с	2	3
989	это понятие	1	3
990	на той	1	3
991	такого рода	6	3
992	творчества и	2	3
993	к себе	1	3
994	героя а	1	3
995	второй раз	1	3
996	только одна	1	3
997	а вовсе	1	3
998	они были	1	3
999	смысле что	1	3
1000	отношению к	9	3
1001	свести к	1	3
1002	же мере	2	3
1003	мире в	1	3
1004	и восприятия	2	3
1005	для искусства	1	3
1006	действительно не	1	3
1007	же не	3	3
1008	как нечто	1	3
1009	слово в	1	3
1010	по словам	1	3
1011	за которой	1	3
1012	или иначе	2	3
1013	не любит	4	3
1014	а также	8	3
1015	форма в	1	3
1016	отношения между	2	3
1017	хотя он	1	3
1018	узнает о	2	3
1019	оно в	2	3
1020	к чему-то	1	3
1021	быть и	1	3
1022	даже для	1	3
1023	означало бы	1	3
1024	говорит не	1	3
1025	ритма и	1	2
1026	они имеют	1	2
1027	которая ему	1	2
1028	мы постараемся	1	2
1029	выступают в	1	2
1030	критики как	1	2
1031	игре и	1	2
1032	читателя и	1	2
1033	о мире	1	2
1034	исходить из	1	2
1035	от первой	1	2
1036	мысли о	1	2
1037	является для	1	2
1038	произведении и	1	2
1039	него могут	1	2
1040	говорится о	1	2
1041	в центр	1	2
1042	повествования и	3	2
1043	порядок в	1	2
1044	введено в	1	2
1045	дело только	1	2
1046	своей природе	1	2
1047	и составляют	1	2
1048	ничто не	2	2
1049	и своим	1	2
1050	оно как	1	2
1051	времени в	4	2
1052	при объяснении	1	2
1053	не всегда	4	2
1054	существенное значение	1	2
1055	остается ничего	2	2
1056	и была	1	2
1057	всякого сомнения	1	2
1058	хотел сказать	1	2
1059	с другим	5	2
1060	эстетического объекта	11	2
1061	него не	1	2
1062	этом она	1	2
1063	как искусства	1	2
1064	анализ и	1	2
1065	и всякого	1	2
1066	от них	1	2
1067	к ее	1	2
1068	с равным	1	2
1069	крайней мере	4	2
1070	есть особый	1	2
1071	намек на	1	2
1072	при взгляде	2	2
1073	всего в	3	2
1074	и представляет	4	2
1075	что хотя	1	2
1076	хотелось бы	1	2
1077	ужаса и	1	2
1078	расходится с	1	2
1079	объединены в	1	2
1080	рассматривать его	1	2
1081	может оказаться	1	2
1082	это слово	1	2
1083	другого как	2	2
1084	поэзии не	1	2
1085	которое дает	2	2
1086	произведения не	1	2
1087	как по	1	2
1088	авторов в	1	2
1089	этом последнем	1	2
1090	же оно	1	2
1091	при чтении	1	2
1092	данный момент	2	2
1093	не даны	1	2
1094	речь его	1	2
1095	его гибели	1	2
1096	той или	8	2
1097	точкой зрения	1	2
1098	о себе	2	2
1099	автора или	2	2
1100	и процессы	2	2
1101	с какой	1	2
1102	человека как	1	2
1103	непременно должны	1	2
1104	других людей	2	2
1105	ради которых	1	2
1106	по своей	6	2
1107	не совпадает	1	2
1108	себя за	1	2
1109	действующего лица	1	2
1110	она приобретает	1	2
1111	это приводит	1	2
1112	не ее	1	2
1113	случае это	2	2
1114	в какой-то	1	2
1115	еще одно	1	2
1116	со всяким	1	2
1117	действием и	1	2
1118	и сами	2	2
1119	от нее	1	2
1120	так ли	1	2
1121	связи и	1	2
1122	от сознания	1	2
1123	мы встречаем	1	2
1124	и должны	1	2
1125	однако эта	1	2
1126	к художественному	1	2
1127	с миром	1	2
1128	и далее	1	2
1129	места и	1	2
1130	рассказа о	1	2
1131	для них	1	2
1132	литературного произведения	50	2
1133	вне всякого	1	2
1134	этого процесса	1	2
1135	единственный смысл	1	2
1136	и одновременно	4	2
1137	с целью	2	2
1138	с прежним	1	2
1139	когда речь	1	2
1140	исключительно в	1	2
1141	всякий другой	1	2
1142	мы встречаемся	1	2
1143	что такой	1	2
1144	произведение в	2	2
1145	жизни в	1	2
1146	непременно должен	1	2
1147	страсти и	1	2
1148	игры и	4	2
1149	вследствие этого	5	2
1150	что вообще	1	2
1151	как один	1	2
1152	смерти то	1	2
1153	и холодного	1	2
1154	же я	1	2
1155	более чем	4	2
1156	в значительной	1	2
1157	наконец в	1	2
1158	самая существенная	1	2
1159	еще один	1	2
1160	было и	1	2
1161	мне не	1	2
1162	и т.д	4	2
1163	понимая что	1	2
1164	заранее известным	1	2
1165	автором в	2	2
1166	к первой	1	2
1167	деле в	2	2
1168	как предмет	4	2
1169	это произведение	1	2
1170	для установления	1	2
1171	во времени	6	2
1172	жизни не	1	2
1173	не означает	2	2
1174	именно к	1	2
1175	и такой	1	2
1176	в свое	3	2
1177	не поддается	1	2
1178	композиции как	2	2
1179	и ей	1	2
1180	мы вынуждены	2	2
1181	чем объясняется	1	2
1182	или с	1	2
1183	в литературе	4	2
1184	столько сколько	1	2
1185	части романа	1	2
1186	когда же	1	2
1187	ведь это	2	2
1188	всего романа	1	2
1189	произведения так	1	2
1190	быть признано	2	2
1191	представляет собою	2	2
1192	читателя не	4	2
1193	самого произведения	2	2
1194	быть сведена	1	2
1195	степени что	1	2
1196	и постоянно	1	2
1197	ответ в	1	2
1198	но его	1	2
1199	действие для	1	2
1200	читателя в	3	2
1201	и чему	1	2
1202	в эпосе	1	2
1203	с первым	1	2
1204	это как	2	2
1205	другой в	1	2
1206	качестве своего	2	2
1207	у того	1	2
1208	не оставляет	2	2
1209	независимым от	1	2
1210	в начале	3	2
1211	и жизни	1	2
1212	когда ее	1	2
1213	бы я	1	2
1214	для эстетики	1	2
1215	или еще	1	2
1216	время и	1	2
1217	или читатель	1	2
1218	вообще не	2	2
1219	образом а	1	2
1220	предмет его	1	2
1221	наоборот в	1	2
1222	или иной	8	2
1223	никому не	1	2
1224	по законам	1	2
1225	является ли	1	2
1226	на своих	1	2
1227	ведь и	1	2
1228	узнаем о	1	2
1229	и называет	1	2
1230	между собою	1	2
1231	ко второй	1	2
1232	рассказ о	3	2
1233	которая в	3	2
1234	все люди	1	2
1235	случае мы	1	2
1236	об искусстве	2	2
1237	его за	1	2
1238	жизни есть	1	2
1239	или нет	1	2
1240	с более	1	2
1241	для другой	1	2
1242	не являются	2	2
1243	или иному	2	2
1244	требует от	1	2
1245	рассказа об	1	2
1246	определяется и	1	2
1247	в борьбе	2	2
1248	ни малейшего	1	2
1249	ведет к	3	2
1250	как история	1	2
1251	внимание к	1	2
1252	себя к	2	2
1253	как с	1	2
1254	к своим	1	2
1255	объективных свойств	1	2
1256	нам представляется	2	2
1257	и эстетики	2	2
1258	художественного восприятия	9	2
1259	во внешнем	4	2
1260	для автора	1	2
1261	на этой	2	2
1262	в любом	4	2
1263	но то	1	2
1264	не об	1	2
1265	и выражение	1	2
1266	не вполне	2	2
1267	он при	1	2
1268	его собственной	1	2
1269	игру и	1	2
1270	и надежды	1	2
1271	тех случаях	1	2
1272	входят в	1	2
1273	к явлению	1	2
1274	воли и	4	2
1275	говорит сам	1	2
1276	тут же	2	2
1277	не имело	1	2
1278	и становится	1	2
1279	восприятии и	1	2
1280	здесь он	1	2
1281	на протяжении	2	2
1282	героев в	1	2
1283	и всей	1	2
1284	ниже что	1	2
1285	оно само	1	2
1286	первом случае	2	2
1287	такая же	1	2
1288	объяснение в	1	2
1289	есть превращение	1	2
1290	полной мере	3	2
1291	впечатление совершенно	1	2
1292	о ком	2	2
1293	не от	1	2
1294	совершает в	1	2
1295	не совпадают	1	2
1296	в разные	1	2
1297	не говорит	2	2
1298	именно здесь	2	2
1299	следует рассматривать	1	2
1300	или хотя	1	2
1301	искусства говорит	1	2
1302	искусства которое	1	2
1303	учение о	1	2
1304	из четырех	2	2
1305	переживания в	1	2
1306	произведение есть	1	2
1307	не был	2	2
1308	образом с	1	2
