N	2gram	Tiupa_Vved	Problemy
138	рассказа в	3	11
139	как будто	6	11
140	более того	1	11
141	самого начала	1	10
142	в произведении	1	10
143	что не	2	10
144	в него	2	10
145	для себя	2	10
146	в слове	4	10
147	приводит к	2	10
148	той же	3	10
149	к одному	2	10
150	слова с	1	10
151	далеко не	5	10
152	отношение к	5	10
153	в той	5	9
154	другой стороны	3	9
155	в них	4	9
156	хотя бы	2	9
157	достоевского но	1	9
158	что у	4	9
159	ивана карамазова	1	9
160	хотя и	10	9
161	но он	2	9
162	с самого	1	9
163	точек зрения	2	9
164	из одного	1	9
165	могут быть	5	9
166	в единство	1	9
167	всяком случае	3	9
168	самим собой	1	9
169	да и	3	9
170	или в	3	9
171	раз и	2	9
172	и потому	2	9
173	человека в	2	9
174	в результате	5	8
175	и до	1	8
176	о том	7	8
177	а что	1	8
178	мы увидим	1	8
179	чужой голос	1	8
180	из них	1	8
181	к герою	1	8
182	и он	4	8
183	несмотря на	2	8
184	но как	1	8
185	одним из	5	8
186	здесь не	2	8
187	и у	2	8
188	и от	3	8
189	мы должны	1	8
190	должна быть	3	8
191	был бы	1	8
192	что это	2	8
193	вот как	1	8
194	никак не	2	8
195	не на	3	8
196	с ними	2	8
197	и так	1	8
198	наконец в	1	8
199	он есть	1	8
200	как к	1	8
201	уже в	2	8
202	того что	7	8
203	это и	1	8
204	же не	1	8
205	с их	2	8
206	и о	4	8
207	бы он	1	8
208	в виду	3	7
209	в жизни	7	7
210	чужого сознания	1	7
211	и со	1	7
212	только на	2	7
213	сказать что	1	7
214	что все	1	7
215	что она	2	7
216	от себя	2	7
217	что они	2	7
218	не было	5	7
219	не о	2	7
220	с оглядкой	1	7
221	героя с	2	7
222	как его	2	7
223	между ними	1	7
224	в этих	5	7
225	во всех	2	7
226	кажется что	1	7
227	если же	1	7
228	и др	2	7
229	его к	1	7
230	и ее	2	7
231	его с	2	7
232	например в	2	7
233	в процессе	1	7
234	не входит	2	7
235	его и	1	7
236	автора и	1	7
237	он в	1	7
238	на этот	2	7
239	точку зрения	2	7
240	тот же	1	7
241	но на	2	7
242	чужих слов	1	7
243	в их	2	7
244	все равно	2	7
245	в виде	1	7
246	мира и	5	7
247	к своему	2	7
248	и другого	1	7
249	и их	1	7
250	во всем	1	6
251	время не	1	6
252	в своих	5	6
253	и внутренне	2	6
254	не менее	4	6
255	на фоне	3	6
256	и нет	1	6
257	в речь	2	6
258	но эти	1	6
259	в рассказ	1	6
260	превращается в	1	6
261	не становится	1	6
262	одна из	5	6
263	не мог	2	6
264	на почве	1	6
265	в художественном	1	6
266	у тургенева	2	6
267	человек и	1	6
268	на этом	1	6
269	внутренней речи	1	6
270	для его	1	6
271	а с	4	6
272	человека как	1	6
273	но зато	1	6
274	можно было	2	6
275	в этой	2	6
276	себя в	4	6
277	рассказ в	4	6
278	во время	3	6
279	он говорил	1	6
280	и здесь	2	6
281	за ним	1	6
282	в другой	1	6
283	отношения к	1	6
284	в которых	2	6
285	зависимости от	1	6
286	в основе	6	6
287	его слово	1	6
288	и вот	3	6
289	другого в	1	6
290	в отличие	11	6
291	и во	2	6
292	он может	1	6
293	друг друга	1	6
294	на вопрос	1	6
295	о герое	1	6
296	но с	1	6
297	стремится к	1	6
298	на его	2	6
299	отличие от	11	6
300	на меня	1	6
301	как он	2	6
302	в начале	3	6
303	идет о	3	6
304	обращаться к	1	6
305	жизни и	8	6
306	на то	3	6
307	и только	2	6
308	для этого	2	6
309	на устную	1	6
310	но для	1	6
311	героя но	1	6
312	мире а	1	5
313	те же	2	5
314	с собой	1	5
315	именно в	1	5
316	в речи	3	5
317	с тем	1	5
318	по своим	3	5
319	мир и	1	5
320	на материале	1	5
321	авторской интенции	1	5
322	в высшей	2	5
323	в глаза	1	5
324	к которому	2	5
325	в зависимости	1	5
326	того же	1	5
327	но так	2	5
328	крайней мере	1	5
329	слов в	2	5
330	тому же	6	5
331	на себя	5	5
332	зрения и	1	5
333	в чем	2	5
334	той или	5	5
335	не могу	2	5
336	если б	1	5
337	внутреннем диалоге	1	5
338	что ты	1	5
339	однако в	9	5
340	бы его	1	5
341	что может	1	5
342	во внутренний	1	5
343	это он	1	5
344	один из	3	5
345	та же	1	5
346	то есть	13	5
347	его внутреннего	1	5
348	подобно тому	3	5
349	него нет	1	5
350	обращено к	2	5
351	со всеми	1	5
352	поэтому и	1	5
353	все то	1	5
354	здесь мы	2	5
355	с таким	1	5
356	рассказчика и	3	5
357	на протяжении	2	5
358	вместе с	2	5
359	по крайней	1	5
360	совершенно не	2	5
361	тотчас же	1	5
362	но здесь	1	5
363	мы не	6	5
364	в мир	1	5
365	но именно	3	5
366	том же	1	5
367	в ее	1	5
368	меня не	1	5
369	высшей степени	2	5
370	и то	1	5
371	они не	3	5
372	того и	1	5
373	он как	1	5
374	слова но	2	5
375	по своему	3	5
376	в авторском	2	5
377	но при	7	5
378	в ней	5	5
379	быть и	2	5
380	с человеком	2	5
381	и самого	1	5
382	благодаря этому	1	5
383	или иной	5	5
384	тому что	2	5
385	тому как	3	5
386	мира в	8	5
387	для другого	1	5
388	все что	3	4
389	мы и	2	4
390	только что	1	4
391	без исключения	2	4
392	еще более	2	4
393	по мере	2	4
394	более или	2	4
395	в духе	1	4
396	в первом	3	4
397	в пределы	1	4
398	на друга	2	4
399	при всей	3	4
400	и мысли	1	4
401	он был	1	4
402	автора в	5	4
403	за собой	1	4
404	друг на	2	4
405	или менее	2	4
406	во всей	1	4
407	и вдруг	1	4
408	на предмет	1	4
409	от них	2	4
410	на котором	1	4
411	они могут	1	4
412	установка на	1	4
413	тем не	3	4
414	что такое	23	4
415	не была	1	4
416	связи с	2	4
417	сознания не	2	4
418	теперь на	1	4
419	характер и	1	4
420	то в	1	4
421	не есть	2	4
422	в сторону	1	4
423	героя из	1	4
424	в эту	1	4
425	на себе	1	4
426	оно не	2	4
427	к слову	1	4
428	эти слова	2	4
429	в рассказе	15	4
430	речи и	1	4
431	одно и	1	4
432	но только	1	4
433	в едином	3	4
434	в направлении	2	4
435	в первой	1	4
436	в точке	4	4
437	с ее	3	4
438	всех этих	1	4
439	мы видели	3	4
440	образом и	1	4
441	из которых	1	4
442	о другом	1	4
443	бы не	3	4
444	установкой на	2	4
445	вследствие этого	5	4
446	то он	2	4
447	же я	1	4
448	то и	2	4
449	и если	1	4
450	как если	1	4
451	о своем	1	4
452	времени и	7	4
453	каждый из	1	4
454	а лишь	3	4
455	сами по	1	4
456	тому чтобы	1	4
457	к миру	1	4
458	мире в	1	4
459	появляется в	2	4
460	только с	1	4
461	рассказ и	1	4
462	во внутреннем	1	4
463	тоже не	2	4
464	мир в	1	4
465	хоть и	1	4
466	перестает быть	1	4
467	этом отношении	7	4
468	в формах	1	4
469	в литературе	2	4
470	со своим	1	4
471	пределы одного	1	4
472	такое слово	1	4
473	а то	2	4
474	вообще не	1	4
475	и без	1	4
476	к концу	1	4
477	и понимания	3	4
478	в каждой	1	4
479	об этом	5	4
480	особенно в	3	4
481	жизнь и	1	4
482	героя к	1	4
483	также и	6	4
484	и слова	2	4
485	еще в	3	4
486	стороны и	4	4
487	его отношение	1	4
488	в чужом	1	4
489	и прежде	1	4
490	его герой	1	4
491	само по	1	4
492	уж не	1	3
493	от времени	1	3
494	по всему	1	3
495	говорить о	5	3
496	глаза и	1	3
497	может служить	4	3
498	о чем	4	3
499	говорит о	1	3
500	и само	2	3
501	чтобы в	1	3
502	как образ	2	3
503	жизнь в	1	3
504	есть в	2	3
505	к другим	1	3
506	автор в	1	3
507	эти миры	1	3
508	мысли о	1	3
509	большей или	1	3
510	он является	2	3
511	можно сказать	6	3
512	в данном	22	3
513	жизни а	1	3
514	что этот	1	3
515	сознаний и	1	3
516	между двумя	5	3
517	но они	3	3
518	о них	4	3
519	в различных	1	3
520	точке зрения	1	3
521	с авторской	1	3
522	и еще	1	3
523	настоящее время	1	3
524	одной из	1	3
525	как я	1	3
526	автор как	1	3
527	и вообще	1	3
528	все без	1	3
529	делая его	1	3
530	в структуре	1	3
531	свои собственные	1	3
532	от ее	1	3
533	всего в	1	3
534	герой и	3	3
535	только не	1	3
536	мы видим	1	3
537	сознания с	1	3
538	она в	2	3
539	и герой	1	3
540	нести в	2	3
541	в напряженном	1	3
542	чем у	1	3
543	пути и	1	3
544	к чему	1	3
545	установки и	1	3
546	будто бы	3	3
547	в таком	2	3
548	не бывает	1	3
549	он теперь	1	3
550	человек в	4	3
551	между собой	2	3
552	вводит в	1	3
553	могли бы	3	3
554	материалом для	1	3
555	мы можем	2	3
556	реакции на	1	3
557	совсем не	1	3
558	и та	1	3
559	в приведенном	2	3
560	лишь один	1	3
561	по своей	4	3
562	или меньшей	1	3
563	и мы	1	3
564	это вовсе	1	3
565	на который	1	3
566	и есть	2	3
567	значение в	1	3
568	и по	3	3
569	и особенно	1	3
570	и сами	2	3
571	своего рода	20	3
572	один голос	1	3
573	как таковой	1	3
574	том или	1	3
575	которых мы	1	3
576	оглядкой на	1	3
577	сводится к	6	3
578	себе не	1	3
579	совершенно иное	1	3
580	обращается к	2	3
581	все они	2	3
582	не является	7	3
583	на нее	2	3
584	с авторским	1	3
585	который не	1	3
586	зрения как	1	3
587	себя за	1	3
588	того чтобы	2	3
589	это все	1	3
590	и уже	1	3
591	значение для	1	3
592	всеми своими	2	3
593	еще один	3	3
594	если мы	1	3
595	тем же	1	3
596	мог бы	2	3
597	в сознании	5	3
598	есть только	1	3
599	этот второй	1	3
600	определения как	1	3
601	же он	1	3
602	во времени	2	3
603	в настоящее	1	3
604	его можно	1	3
605	именно к	2	3
606	этом случае	1	3
607	данном случае	15	3
608	того как	1	3
609	сколько в	1	3
610	не для	1	3
611	которых он	1	3
612	и соответствующие	1	3
613	у нас	4	3
614	в повести	1	3
615	раз в	1	3
616	однако не	2	3
617	со словами	1	3
618	этого не	2	3
619	дело в	1	3
620	всего романа	1	3
621	или даже	2	3
622	для героев	1	3
623	так в	5	3
624	и могут	1	3
625	которой он	1	3
626	интенции автора	1	3
627	она только	1	3
628	оно может	1	3
629	чтобы сделать	1	3
630	того или	1	3
631	реагирует на	1	3
632	а к	3	3
633	тут и	1	3
634	он говорит	1	3
635	а его	3	3
636	ивана и	1	3
637	строится как	1	3
638	из этих	5	3
639	а за	1	3
640	не с	4	3
641	нового времени	5	3
642	двумя пределами	1	3
643	человек как	1	3
644	что на	4	3
645	в пространстве	1	3
646	же в	3	3
647	нуждается в	1	3
648	бытия в	3	3
649	в центре	4	2
650	в настоящем	2	2
651	этого необходимо	1	2
652	указывает на	2	2
653	вывод из	1	2
654	которая в	3	2
655	подходом к	1	2
656	отдельности не	1	2
657	из всех	1	2
658	одному из	1	2
659	не столько	5	2
660	роман в	1	2
661	его глазами	1	2
662	в кухне	1	2
663	он остается	1	2
664	относится и	1	2
665	по природе	2	2
666	из нее	1	2
667	его мире	1	2
668	иначе как	1	2
669	в корне	1	2
670	его на	1	2
671	тебе не	1	2
672	а именно	3	2
673	собой не	1	2
674	роль в	2	2
675	установку на	1	2
676	живу в	1	2
677	определяется не	1	2
678	своему герою	1	2
679	условии что	1	2
680	и того	3	2
681	быть не	4	2
682	было в	2	2
683	помимо его	1	2
684	и иван	1	2
685	в противоположность	1	2
686	мира не	2	2
687	для того	1	2
688	не всегда	2	2
689	в этот	3	2
690	от первых	1	2
691	что вся	1	2
692	он ищет	1	2
693	и показывает	1	2
694	с помощью	1	2
695	не об	1	2
696	в кругозоре	1	2
697	ну а	1	2
698	на пути	1	2
699	обращаясь к	1	2
700	тип слова	1	2
701	определяется его	1	2
702	себе в	1	2
703	свою очередь	5	2
704	принадлежащих к	1	2
705	пока еще	6	2
706	а вот	1	2
707	в контексте	4	2
708	типа в	1	2
709	быть в	1	2
710	в нашем	9	2
711	же она	1	2
712	иначе и	1	2
713	также является	1	2
714	к этому	3	2
715	героя то	1	2
716	к этим	1	2
717	и становится	1	2
718	вся эта	1	2
719	к различным	3	2
720	и тотчас	1	2
721	с одной	9	2
722	теперь же	2	2
723	на том	1	2
724	есть у	1	2
725	в раннем	1	2
726	личной жизни	2	2
727	начала и	2	2
728	меня но	1	2
729	значительной степени	2	2
730	в качестве	18	2
731	или не	3	2
732	утрачивает свою	1	2
733	в нарушении	1	2
734	из братьев	1	2
735	мы это	1	2
736	между этими	1	2
737	и создает	1	2
738	этом последнем	1	2
739	и она	1	2
740	же как	1	2
741	одном из	1	2
742	и тонко	1	2
743	его жизни	1	2
744	служит для	1	2
745	сохраняется и	3	2
746	же касается	2	2
747	не нужно	1	2
748	что как	1	2
749	братьев карамазовых	1	2
750	здесь как	2	2
751	диалоге с	1	2
752	ли это	2	2
753	остается вне	1	2
754	отношение между	1	2
755	в роман	1	2
756	в ответ	2	2
757	с героями	2	2
758	к собственному	1	2
759	оно и	1	2
760	не могла	1	2
761	главного героя	1	2
762	важно не	2	2
763	также не	1	2
764	к рассказу	1	2
765	должны были	3	2
766	у которого	2	2
767	не нарушая	1	2
768	и глубоко	1	2
769	него на	1	2
770	один в	1	2
771	что для	2	2
772	не входят	1	2
773	них не	1	2
774	слова что	1	2
775	я но	1	2
776	столь же	3	2
777	и определяется	1	2
778	бы оно	1	2
779	из этого	1	2
780	и следует	1	2
781	вот он	1	2
782	отнюдь не	14	2
783	и чужого	2	2
784	не случайно	1	2
785	одного и	1	2
786	мире как	1	2
787	в особенности	3	2
788	к сожалению	1	2
789	мире и	1	2
790	от нее	1	2
791	не так	1	2
792	а потому	1	2
793	во втором	4	2
794	я уже	1	2
795	и этот	1	2
796	как с	1	2
797	его уже	1	2
798	известно что	1	2
799	до времени	1	2
800	на первом	1	2
801	рассказа и	1	2
802	речь как	1	2
803	с каким-то	1	2
804	и внутренние	1	2
805	это уже	2	2
806	для них	3	2
807	и вполне	1	2
808	слова у	1	2
809	от своего	2	2
810	иметь в	1	2
811	с ней	1	2
812	о самом	1	2
813	не поддается	1	2
814	же слово	1	2
815	его очень	1	2
816	она и	1	2
817	этических и	1	2
818	к его	5	2
819	человека по	1	2
820	героя на	1	2
821	опирается на	1	2
822	не имеет	3	2
823	она так	1	2
824	из которого	1	2
825	на их	1	2
826	друг от	2	2
827	всей своей	4	2
828	своей жизни	3	2
829	в аспекте	3	2
830	но оно	1	2
831	не давая	1	2
832	еще и	2	2
833	им из	1	2
834	тем или	1	2
835	время оно	1	2
836	она была	2	2
837	своей собственной	1	2
838	и главное	1	2
839	внутренняя жизнь	1	2
840	в свою	5	2
841	в значительной	2	2
842	по сравнению	1	2
843	глазами но	1	2
844	этом рассказе	1	2
845	с которой	1	2
846	его нельзя	1	2
847	всего на	2	2
848	не могло	2	2
849	и ему	1	2
850	впрочем и	1	2
851	переходит к	1	2
852	целый ряд	2	2
853	в истории	1	2
854	нуждаются в	1	2
855	было и	2	2
856	а во	2	2
857	известной степени	1	2
858	рассказа к	1	2
859	что здесь	1	2
860	без его	2	2
861	заметить что	2	2
862	нем не	1	2
863	она может	2	2
864	из истории	1	2
865	становится для	1	2
866	в образе	1	2
867	за пределами	3	2
868	с нею	1	2
869	котором мы	1	2
870	столько в	2	2
871	из него	2	2
872	жизни не	2	2
873	глаза с	1	2
874	ответ на	2	2
875	то они	1	2
876	слово но	1	2
877	произведения как	1	2
878	и сама	1	2
879	слово а	1	2
880	в художественной	2	2
881	одна и	1	2
882	такая постановка	1	2
883	героев не	1	2
884	впечатление что	1	2
885	для нас	4	2
886	чем он	1	2
887	слова а	1	2
888	в движение	1	2
889	при условии	1	2
890	материал для	1	2
891	от друга	2	2
892	этом не	2	2
893	этого нельзя	1	2
894	вот это	1	2
895	когда все	1	2
896	случае не	1	2
897	бы быть	1	2
898	в какой	4	2
899	как она	1	2
900	этот раз	3	2
901	и искусно	1	2
902	в еще	1	2
903	один и	1	2
904	его воли	1	2
905	для героя	2	2
906	и смысловой	1	2
907	должен быть	3	2
908	значимость и	1	2
909	как все	1	2
910	не все	2	2
911	другом случае	1	2
912	ему не	1	2
913	еще до	2	2
914	этого он	1	2
915	сюжета в	2	2
916	и тех	1	2
917	искать в	1	2
918	в чем-то	1	2
919	голосов как	1	2
920	слово это	2	2
921	между сознаниями	1	2
922	он обращается	1	2
923	во второй	1	2
924	что касается	5	2
925	но она	2	2
926	нельзя понять	1	2
927	мере усиления	1	2
928	не следует	3	2
929	стало быть	10	2
930	этих случаях	2	2
931	к которой	2	2
932	всей его	2	2
933	иной степени	1	2
934	в рамках	5	2
935	всех его	2	2
936	же самое	2	2
937	данного произведения	1	2
938	элементов в	1	2
939	во многом	1	2
940	мы убедимся	1	2
941	прямая речь	1	2
942	и благодаря	1	2
943	в категориях	2	2
944	теперь когда	1	2
945	из их	1	2
946	или напротив	3	2
947	ведь эти	2	2
948	может и	1	2
949	и совершенно	1	2
950	или точнее	2	2
951	как для	3	2
952	дело здесь	1	2
953	не к	4	2
954	словами в	1	2
955	мир не	1	1
956	не выступает	1	1
957	слова при	2	1
958	случае в	1	1
959	еще раз	1	1
960	и мира	5	1
961	никогда и	1	1
962	причастен к	1	1
963	а событие	2	1
964	суде и	1	1
965	как носитель	1	1
966	роль и	1	1
967	которые не	2	1
968	к этой	1	1
969	слышит и	1	1
970	а два	1	1
971	однако и	3	1
972	в равной	1	1
973	ли его	1	1
974	на второй	1	1
975	точке соприкосновения	1	1
976	она уже	1	1
977	строго говоря	2	1
978	небольшой но	1	1
979	предполагает наличие	1	1
980	глубоко и	2	1
981	общения с	1	1
982	потому не	2	1
983	или иному	2	1
984	из участников	2	1
985	случае он	1	1
986	в последнюю	1	1
987	вы из	1	1
988	не оставляющей	1	1
989	ни слова	1	1
990	одновременно все	1	1
991	которая была	1	1
992	имеет смысл	2	1
993	я всегда	1	1
994	не речевой	1	1
995	без другого	1	1
996	а во-вторых	1	1
997	мысль о	2	1
998	посмотрел на	1	1
999	особенность художественного	1	1
1000	после него	1	1
1001	и должен	1	1
1002	уже нет	1	1
1003	сознанием и	1	1
1004	но пока	1	1
1005	событийного взаимодействия	1	1
1006	начинается с	2	1
1007	оказаться в	1	1
1008	духа в	1	1
1009	а самому	1	1
1010	того ни	1	1
1011	на авторскую	1	1
1012	как более	1	1
1013	в аналогичной	2	1
1014	обращения к	1	1
1015	произведении и	1	1
1016	рассказ не	1	1
1017	введение в	1	1
1018	себя не	1	1
1019	не оказывается	1	1
1020	этого рассказа	2	1
1021	так например	2	1
1022	на первый	3	1
1023	и суда	1	1
1024	обращение к	1	1
1025	связано с	3	1
1026	первый взгляд	3	1
1027	сам же	1	1
1028	является их	1	1
1029	было не	2	1
1030	восприятия и	2	1
1031	не существует	3	1
1032	мире не	1	1
1033	значение только	1	1
1034	а порой	1	1
1035	я ни	1	1
1036	не непосредственно	1	1
1037	не могли	1	1
1038	в действительности	1	1
1039	речью и	1	1
1040	следовало бы	1	1
1041	земная жизнь	1	1
1042	как принцип	1	1
1043	нет своего	1	1
1044	в пределе	1	1
1045	в приведенных	1	1
1046	говорящего как	1	1
1047	о которых	2	1
1048	говорить не	1	1
1049	не должен	2	1
1050	мира на	2	1
1051	снова в	1	1
1052	уже у	1	1
1053	в диалогической	1	1
1054	зрения героя	1	1
1055	оно как	1	1
1056	времени в	3	1
1057	интриги в	1	1
1058	позиции автора	1	1
1059	сознания в	4	1
1060	и т.п	14	1
1061	а непосредственно	1	1
1062	и такого	1	1
1063	особое место	1	1
1064	не исключает	1	1
1065	встречи с	4	1
1066	взаимодействия сознаний	3	1
1067	в строгом	2	1
1068	не обязательно	2	1
1069	это означало	1	1
1070	на практике	1	1
1071	здесь имеет	1	1
1072	понимания на	1	1
1073	этих мыслях	1	1
1074	автора с	1	1
1075	от лица	1	1
1076	его собственной	2	1
1077	до самого	1	1
1078	дистанция между	2	1
1079	к ним	4	1
1080	обратим внимание	3	1
1081	у себя	1	1
1082	это тоже	1	1
1083	фраза и	1	1
1084	между позицией	1	1
1085	чтобы они	1	1
1086	жизни как	2	1
1087	говорит с	1	1
1088	и слушать	2	1
1089	и оценки	1	1
1090	хотя мы	1	1
1091	а сам	1	1
1092	или нет?	1	1
1093	гораздо существеннее	1	1
1094	для разработки	1	1
1095	главных героев	1	1
1096	еще одна	1	1
1097	в непосредственной	1	1
1098	не умеет	1	1
1099	фоне его	1	1
1100	момент в	1	1
1101	который в	5	1
1102	они служат	1	1
1103	речь о	1	1
1104	из средств	1	1
1105	первоначально это	1	1
1106	по поводу	5	1
1107	с читателем	1	1
1108	в противном	2	1
1109	не два	2	1
1110	своего сознания	1	1
1111	тут же	3	1
1112	выходя из	1	1
1113	они характеризуют	1	1
1114	не просто	2	1
1115	своим словом	1	1
1116	каким она	1	1
1117	едва ли	4	1
1118	что обычно	1	1
1119	же было	1	1
1120	всех без	1	1
1121	в чужой	1	1
1122	рассказчиком с	1	1
1123	к восприятию	1	1
1124	не дано	1	1
1125	мне и	1	1
1126	и самодостаточность	1	1
1127	ее и	2	1
1128	вследствие такой	1	1
1129	неизбежно должно	1	1
1130	сюжет в	1	1
1131	от его	1	1
1132	еще раньше	1	1
1133	к человеку	1	1
1134	похожи на	1	1
1135	глубокий и	1	1
1136	не видел	1	1
1137	него уже	1	1
1138	такого рода	23	1
1139	в повестях	1	1
1140	внимание на	4	1
1141	получает в	1	1
1142	менее очевидна	1	1
1143	проявляется в	1	1
1144	рассказ ивана	1	1
1145	второй план	1	1
1146	мышления с	1	1
1147	далеко за	1	1
1148	и оценку	1	1
1149	и через	2	1
1150	в тот	1	1
1151	не от	1	1
1152	в каждый	1	1
1153	в третьем	2	1
1154	и притом	3	1
1155	только к	1	1
1156	с сего	1	1
1157	высказываний и	1	1
1158	о героях	1	1
1159	о возможности	1	1
1160	только она	1	1
1161	сознания на	1	1
1162	независима от	1	1
1163	лицо его	1	1
1164	каждое движение	1	1
1165	не говорит	1	1
1166	их по	1	1
1167	некоторого события	1	1
1168	своего и	2	1
1169	это мы	1	1
1170	и чисто	1	1
1171	этом направлении	2	1
1172	адресата к	1	1
1173	становится лишь	1	1
1174	прямо не	1	1
1175	таков принцип	1	1
1176	и всю	1	1
1177	протяжении рассказа	1	1
1178	в связи	1	1
1179	ясно что	2	1
1180	такова что	3	1
1181	не вытекает	1	1
1182	событие взаимодействия	2	1
1183	и героини	2	1
1184	времени что	1	1
1185	в открытую	1	1
1186	до известной	1	1
1187	не улавливает	1	1
1188	данного типа	1	1
1189	речь самого	1	1
1190	это путь	1	1
1191	вся природа	1	1
1192	всеми силами	1	1
1193	в двух	1	1
1194	благодаря тому	1	1
1195	воздействия на	1	1
1196	только еще	1	1
1197	человеческое сознание	1	1
1198	всему свету	1	1
1199	рассказа не	2	1
1200	разумеется не	1	1
1201	а только	3	1
1202	есть своя	1	1
1203	могло бы	4	1
1204	ним а	1	1
1205	такова например	1	1
1206	на другом	1	1
1207	обращенной к	1	1
1208	всю ее	1	1
1209	из другого	1	1
1210	этого оно	1	1
1211	развернуты в	1	1
1212	героями но	1	1
1213	период его	2	1
1214	я сказал	1	1
1215	я себе	1	1
1216	не знаешь	1	1
1217	чрезвычайно существенно	1	1
1218	смысл и	1	1
1219	от их	2	1
1220	рождается в	1	1
1221	не имея	1	1
1222	повестях белкина	1	1
1223	вошел в	1	1
1224	нами случай	1	1
1225	сознания а	1	1
1226	и пространства	1	1
1227	читателя в	1	1
1228	причастности к	1	1
1229	становится и	1	1
1230	о предмете	1	1
1231	как субъект	2	1
1232	что произведения	1	1
1233	него или	1	1
1234	он его	1	1
1235	бы она	1	1
1236	значимости но	1	1
1237	в отдельных	1	1
1238	внутренней интриги	1	1
1239	сюда же	1	1
1240	у них	3	1
1241	определенным образом	1	1
1242	в работе	1	1
1243	вместо того	2	1
1244	личности и	1	1
1245	самому себе	1	1
1246	в случае	4	1
1247	как строится	1	1
1248	действующих лиц	2	1
1249	а ее	1	1
1250	и тем	3	1
1251	например слова	1	1
1252	как это	2	1
1253	понимает и	1	1
1254	его смысла	2	1
1255	не приходится	1	1
1256	хотя в	2	1
1257	сюда относятся	1	1
1258	и тот	1	1
1259	часто не	1	1
1260	кажется и	1	1
1261	который сразу	1	1
1262	от самого	1	1
1263	ни одна	1	1
1264	и хотя	1	1
1265	даже не	1	1
1266	проникнуть в	1	1
1267	в нее	1	1
1268	нескольких сознаний	1	1
1269	отношения с	1	1
1270	в москве	1	1
1271	но тут	1	1
1272	а со	1	1
1273	равной степени	1	1
1274	требует чтобы	1	1
1275	могла бы	3	1
1276	произвола и	1	1
1277	того кто	1	1
1278	не сливаются	1	1
1279	другому сознанию	1	1
1280	вопрос в	1	1
1281	вся жизнь	2	1
1282	с людьми	1	1
1283	известном смысле	1	1
1284	это придает	1	1
1285	желания в	3	1
1286	что есть	1	1
1287	первом случае	1	1
1288	такие определения	1	1
1289	их к	1	1
1290	в доме	1	1
1291	его отца	1	1
1292	видения жизни	1	1
1293	даже если	1	1
1294	в зеркале	1	1
1295	романтического типа	1	1
1296	герою не	1	1
1297	об этих	1	1
1298	сама идея	1	1
1299	вовсе еще	1	1
1300	к окружающей	1	1
1301	одной стороны	9	1
