N	3gram	Vygotskiy_	EvropaiC
115	том или ином	1	1
116	в общую группу	1	1
117	в себе и	2	1
118	если мы возьмем	1	1
119	с этой точки	4	1
120	во всей своей	1	1
121	могут рассматриваться как	1	1
122	не играет никакой	1	1
123	связанных друг с	1	1
124	развития все это	1	1
125	среднее положение между	1	1
126	точно так же	4	1
127	в том числе	3	1
128	приходится наблюдать как	1	1
129	остается в силе	1	1
130	не отличается от	1	1
131	только в том	4	1
132	точки зрения что	1	1
133	и той же	5	1
134	во внимание что	2	1
135	художественное произведение и	1	1
136	в этом и	2	1
137	самом деле если	1	1
138	при этом не	1	1
139	но на деле	1	1
140	независимо от того	3	1
141	более высокой ступени	1	1
142	в истинном смысле	1	1
143	вместе с ней	1	1
144	этот вопрос в	1	1
145	том виде в	1	1
146	могут быть приняты	1	1
147	как в его	1	1
148	важную роль в	1	1
149	состоит в том	4	1
150	своем развитии и	1	1
151	не знает что	1	1
152	одна из этих	1	1
153	просто потому что	1	1
154	свою силу не	1	1
155	мы видели выше	1	1
156	именно в этой	1	1
157	все та же	1	1
158	ни одна из	1	1
159	и с точки	1	1
160	может быть не	1	1
161	и что следовательно	1	1
162	не свидетельствует о	1	1
163	смысле этого слова	10	1
164	одно и то	6	1
165	не тем что	2	1
166	что все эти	1	1
167	как мы видели	4	1
168	в зависимости от	6	1
169	между тем как	4	1
170	в приложении к	1	1
171	поскольку все эти	1	1
172	но все они	1	1
173	с тем и	4	1
174	одной и той	5	1
175	точку зрения в	1	1
176	мы не знаем	2	1
177	том числе и	3	1
178	можно было бы	8	1
179	уже говорили что	2	1
180	или лучше сказать	1	1
181	столь же мало	2	1
182	и таким образом	1	1
183	на пути к	2	1
184	выше мы видели	1	1
185	как бы ни	1	1
186	которые могут быть	1	1
187	одному и тому	5	1
188	и в нашем	1	1
189	шаг за шагом	1	1
190	с самого начала	6	1
191	и то же	6	1
192	не только не	1	1
193	и т.д в	1	1
194	в правильности этого	1	1
195	том что они	2	1
196	которые необходимы для	1	1
197	точки зрения на	2	1
198	же самое что	1	1
199	в самом раннем	1	1
200	так же мало	1	1
201	то обстоятельство что	4	1
202	на наших глазах	1	1
203	на более высокой	1	1
204	то же самое	9	1
205	о возможности для	1	1
206	от того же	2	1
207	и все же	1	1
208	зрения между тем	1	1
209	так точно и	1	1
210	том что при	1	1
211	в самой природе	1	1
212	к тому что	1	1
213	связей между отдельными	1	1
214	время как другие	1	1
215	же образом как	1	1
216	то что мы	2	1
217	представление о том	1	1
218	мы уже говорили	6	1
219	из того что	3	1
220	самом раннем детстве	1	1
221	во всем этом	1	1
222	то увидим что	4	1
223	во-первых потому что	1	1
224	приводит к тому	1	1
225	сказать что при	1	1
226	является одним из	1	1
227	из которых каждый	2	1
228	ко всем вообще	1	1
229	в основе их	3	1
230	то время как	5	1
231	различать два момента	1	1
232	таким образом как	1	1
233	тот или иной	1	1
234	высокой ступени развития	1	1
235	самого начала в	1	1
236	и ко всем	1	1
237	с которыми они	1	1
238	в силу общих	1	1
