N	2gram	Vygotskiy_	NovoeSre
171	но для	1	2
172	к созданию	1	2
173	в одну	1	2
174	себя в	4	2
175	но в	7	2
176	и т.п	1	2
177	мысли в	1	2
178	мысли и	1	2
179	формы и	4	2
180	не к	1	2
181	связаны с	2	2
182	к содержанию	1	2
183	в той	3	1
184	а совсем	1	1
185	в самом	18	1
186	ближе к	2	1
187	во всем	3	1
188	уже во	2	1
189	нет ничего	1	1
190	и пути	1	1
191	ее на	1	1
192	и того	2	1
193	от нее	2	1
194	до этого	1	1
195	попал в	1	1
196	привело к	1	1
197	шекспира и	5	1
198	том случае	1	1
199	можно сказать	4	1
200	и мысли	1	1
201	свое высшее	1	1
202	то он	2	1
203	все что	1	1
204	человека так	1	1
205	человека в	3	1
206	социальной жизни	1	1
207	во все	4	1
208	но оно	1	1
209	что единство	1	1
210	с ужасом	1	1
211	себе если	1	1
212	до сих	9	1
213	употреблении слов	1	1
214	бы к	1	1
215	вступить в	1	1
216	как ни	4	1
217	и более	1	1
218	бы он	1	1
219	и этот	2	1
220	в котором	5	1
221	по преимуществу	2	1
222	жизни для	1	1
223	значение в	1	1
224	и всех	1	1
225	мы переходим	1	1
226	то это	6	1
227	сильные люди	1	1
228	ничем не	1	1
229	что этот	3	1
230	отличие от	3	1
231	что будет	1	1
232	и переживает	1	1
233	нет ни	4	1
234	сам себя	2	1
235	отнести к	1	1
236	они не	3	1
237	из них	7	1
238	к ней	3	1
239	применить к	1	1
240	на нем	1	1
241	уже говорил	1	1
242	жить в	1	1
243	также что	1	1
244	человека вот	1	1
245	и сейчас	5	1
246	мы уже	7	1
247	нас и	2	1
248	жизни а	2	1
249	которая в	1	1
250	переходит в	1	1
251	уже давно	4	1
252	этого она	1	1
253	их стремление	1	1
254	уже в	7	1
255	на ее	1	1
256	во власти	1	1
257	к себе	1	1
258	еще по	1	1
259	в свою	3	1
260	в значительной	1	1
261	в состоянии	3	1
262	из этих	4	1
263	во всяком	2	1
264	все свои	1	1
265	смысле в	1	1
266	смысле о	1	1
267	эту двойственность	1	1
268	но во	2	1
269	для того	45	1
270	в каких	2	1
271	не по	1	1
272	быть отнесены	1	1
273	мы всегда	2	1
274	быть не	2	1
275	вся жизнь	1	1
276	не быть	1	1
277	не для	4	1
278	нужно признать	1	1
279	часто совершенно	2	1
280	не воспринимаются	1	1
281	власть над	1	1
282	своем развитии	1	1
283	это значит	2	1
284	это уже	1	1
285	должны перейти	1	1
286	что вся	3	1
287	или нет	1	1
288	было бы	15	1
289	мы должны	10	1
290	и из	3	1
291	в сущности	14	1
292	о самом	1	1
293	формы никто	1	1
294	в его	8	1
295	в вечной	1	1
296	когда она	3	1
297	он стремился	1	1
298	от этой	3	1
299	мы в	3	1
300	но ведь	2	1
301	и вся	4	1
302	значение для	2	1
303	в формы	1	1
304	социальное значение	1	1
305	должны быть	1	1
306	и их	3	1
307	говорить о	1	1
308	не с	2	1
309	во времена	1	1
310	вступает в	1	1
311	в социальной	1	1
312	не были	1	1
313	и ему	1	1
314	совершенно невозможно	2	1
315	который составляет	2	1
316	у нас	7	1
317	и когда	12	1
318	это была	1	1
319	для них	1	1
320	не столько	1	1
321	других людей	1	1
322	никогда еще	3	1
323	часто не	1	1
324	людей и	1	1
325	этого вы	1	1
326	говорит что	13	1
327	вопроса о	2	1
328	ни одно	1	1
329	в виду	5	1
330	не больше	3	1
331	еще в	2	1
332	превращается в	2	1
333	и до	4	1
334	нет никакого	2	1
335	с собой	3	1
336	на решение	1	1
337	оказывается совершенно	3	1
338	и такое	1	1
339	только в	12	1
340	не на	1	1
341	не могут	4	1
342	под этим	1	1
343	по своей	1	1
344	от того	6	1
345	в нее	3	1
346	он есть	1	1
347	лежал в	1	1
348	от других	1	1
349	есть еще	1	1
350	от своих	1	1
351	борьбе за	1	1
352	проблематическим и	1	1
353	в зависимости	7	1
354	оно не	2	1
355	их не	2	1
356	и исключительно	1	1
357	что нет	3	1
358	и соединений	1	1
359	как например	2	1
360	а на	1	1
361	сами по	2	1
362	он конечно	1	1
363	это всегда	1	1
364	не их	1	1
365	всего что	1	1
366	вот этот	1	1
367	это должно	1	1
368	но он	6	1
369	нашей жизни	1	1
370	нашей мысли	1	1
371	значение и	2	1
372	зависимость от	1	1
373	в которой	4	1
374	сферы в	1	1
375	и героя	1	1
376	смысле как	1	1
377	долго были	1	1
378	века не	1	1
379	не хотел	2	1
380	заключает в	7	1
381	в этой	15	1
382	вот что	2	1
383	времени чем	1	1
384	способ выражения	1	1
385	во взаимной	1	1
386	а также	1	1
387	нашего чувства	1	1
388	что его	2	1
389	как на	15	1
390	установить что	1	1
391	в отличие	3	1
392	так называемый	1	1
393	про себя	1	1
394	он в	3	1
395	явление в	1	1
396	будто бы	3	1
397	него и	1	1
398	на нее	2	1
399	гибель мы	1	1
400	оно есть	2	1
401	во многом	1	1
402	всегда есть	1	1
403	сам собой	1	1
404	ней и	1	1
405	из всех	1	1
406	может сам	1	1
407	быть только	1	1
408	что не	5	1
409	но все	5	1
410	он видел	1	1
411	тем что	8	1
412	есть всегда	1	1
413	сложное взаимодействие	1	1
414	и во	2	1
415	не хочет	1	1
416	только одна	2	1
417	к этой	2	1
418	она скорее	1	1
419	но нет	1	1
420	то время	4	1
421	с большим	1	1
422	это время	1	1
423	в конце	10	1
424	вообще не	1	1
425	того времени	1	1
426	к отрицанию	1	1
427	мы опять	1	1
428	в основу	6	1
429	так как	20	1
430	самое явление	1	1
431	замечательно что	2	1
432	в своем	12	1
433	хотим сказать	1	1
434	давно уже	2	1
435	характер и	1	1
436	каким путем	2	1
437	в последние	1	1
438	как я	1	1
439	эту мысль	2	1
440	к таким	3	1
441	нас к	1	1
442	сих пор	9	1
443	что он	30	1
444	бы сказать	3	1
445	и она	1	1
446	показал что	2	1
447	мыслителей и	1	1
448	их в	4	1
449	в силу	3	1
450	даже это	1	1
451	и очень	5	1
452	он может	3	1
453	злейшего из	1	1
454	всей нашей	1	1
455	всю жизнь	1	1
456	техникой и	2	1
457	что мы	12	1
458	но под	1	1
459	и которые	1	1
460	в этих	3	1
461	его последние	1	1
462	том смысле	1	1
463	и отдельных	1	1
464	движения к	1	1
465	но если	3	1
466	перед собой	1	1
467	по себе	13	1
468	приводит к	2	1
469	только для	2	1
470	оно может	2	1
471	на место	1	1
472	в области	2	1
473	и другая	1	1
474	того и	1	1
475	видят в	1	1
476	в такой	1	1
477	все более	1	1
478	нуждается в	3	1
479	все другие	3	1
480	самым большим	1	1
481	с ним	4	1
482	и только	5	1
483	понять смысл	1	1
484	есть только	3	1
485	от всех	1	1
486	оставить в	1	1
487	отнесены к	1	1
488	к той	1	1
489	всяком случае	1	1
490	который можно	1	1
491	обречен на	1	1
492	и оно	1	1
493	зависимости от	9	1
494	во время	4	1
495	друг друга	1	1
496	только потому	1	1
497	в эти	1	1
498	будет в	1	1
499	быть таким	1	1
500	в это	2	1
501	того же	5	1
502	в известном	2	1
503	в каком-то	2	1
504	знает что	2	1
505	на поверхности	2	1
506	весь характер	1	1
507	во времени	2	1
508	в чем	1	1
509	положительное значение	1	1
510	в каком	7	1
511	за существование	1	1
512	нет в	2	1
513	не был	1	1
514	движения и	1	1
515	и трудно	1	1
516	если взять	1	1
517	отказаться от	1	1
518	и его	10	1
519	в эту	2	1
520	что вообще	2	1
521	слова в	1	1
522	и у	1	1
523	одного и	2	1
524	на это	3	1
525	но сама	1	1
526	себе и	4	1
527	за его	1	1
528	и энергии	1	1
529	понять что	1	1
530	жизни с	3	1
531	разобраться в	1	1
532	чтобы разобраться	1	1
533	человека не	1	1
534	которые они	1	1
535	гораздо больше	1	1
536	героя но	1	1
537	совершается в	3	1
538	связано с	1	1
539	от этого	1	1
540	и нет	1	1
541	обратиться к	9	1
542	ко времени	1	1
543	себя и	3	1
544	к нему	1	1
545	чтобы понять	3	1
546	ему не	1	1
547	на них	3	1
