N	2gram	Tiupa_Vved	Mirosoze
136	не существует	3	7
137	в нашем	9	7
138	что все	1	7
139	точки зрения	1	7
140	те же	2	7
141	что она	2	7
142	на этом	1	7
143	от нее	1	7
144	в жизни	7	7
145	отношения к	1	7
146	жизни в	5	7
147	себя и	1	7
148	он в	1	7
149	мог бы	2	7
150	но если	1	7
151	высшей степени	2	7
152	в высшей	2	7
153	должен быть	3	7
154	не могу	2	7
155	также и	6	7
156	как он	2	7
157	не хотел	1	7
158	не как	2	6
159	к концу	1	6
160	и нет	1	6
161	было в	2	6
162	на пути	1	6
163	людей и	1	6
164	всего в	1	6
165	истина о	1	6
166	что у	4	6
167	его в	1	6
168	к чему	1	6
169	и она	1	6
170	у них	3	6
171	совсем не	1	6
172	личности и	1	6
173	можно было	2	6
174	по своей	4	6
175	и от	3	6
176	и здесь	2	6
177	что это	2	6
178	явление духа	1	6
179	его на	1	6
180	него нет	1	6
181	если бы	10	6
182	в которых	2	6
183	бы не	3	6
184	в образе	1	6
185	в ее	1	6
186	в смысл	2	6
187	того как	1	6
188	этом он	1	6
189	должен был	2	6
190	и более	5	6
191	жизнь и	1	6
192	быть и	2	6
193	на то	3	6
194	не к	4	6
195	еще не	8	5
196	бы в	4	5
197	и бунта	1	5
198	которые не	2	5
199	с самим	2	5
200	с собой	1	5
201	и как	2	5
202	он остается	1	5
203	мысли о	1	5
204	во всяком	3	5
205	для этого	2	5
206	мы увидим	1	5
207	сказать что	1	5
208	к которому	2	5
209	момент в	1	5
210	на протяжении	2	5
211	в человеческой	1	5
212	в то	5	5
213	означает что	1	5
214	и этот	1	5
215	свободе в	1	5
216	интерес к	1	5
217	оно не	2	5
218	и мы	1	5
219	да и	3	5
220	тот кто	2	5
221	земной жизни	1	5
222	его и	1	5
223	то он	2	5
224	в основе	6	5
225	и если	1	5
226	этом пути	1	5
227	в мир	1	5
228	той же	3	5
229	тот же	1	5
230	в более	1	5
231	не для	1	5
232	которых он	1	5
233	так и	14	5
234	как у	3	5
235	в их	2	5
236	и я	1	5
237	связано с	3	5
238	на людей	1	5
239	как будто	6	5
240	в той	5	4
241	в центре	4	4
242	человеческой жизни	4	4
243	к этой	1	4
244	еще более	2	4
245	в разных	2	4
246	потому не	2	4
247	в своих	5	4
248	и даже	3	4
249	уже нет	1	4
250	культуры в	1	4
251	было не	2	4
252	не всегда	2	4
253	в него	2	4
254	по отношению	11	4
255	не что	1	4
256	себе в	1	4
257	его собственной	2	4
258	что они	2	4
259	ее и	2	4
260	мы видим	1	4
261	что иное	1	4
262	к себе	2	4
263	и через	2	4
264	не от	1	4
265	не была	1	4
266	и можно	1	4
267	будто бы	3	4
268	тому что	2	4
269	он лишь	1	4
270	в чем	2	4
271	а для	2	4
272	а с	4	4
273	земле и	1	4
274	человека как	1	4
275	отношение между	1	4
276	так что	1	4
277	и что	2	4
278	лишь один	1	4
279	и по	3	4
280	не случайно	1	4
281	его с	2	4
282	живет в	1	4
283	для них	3	4
284	и тот	1	4
285	но на	2	4
286	и принять	1	4
287	с ней	1	4
288	в начале	3	4
289	как о	2	4
290	от его	1	4
291	к которой	2	4
292	по сравнению	1	4
293	и до	1	4
294	в истории	1	4
295	к миру	1	4
296	только с	1	4
297	они были	1	4
298	как к	1	4
299	могут быть	5	4
300	мир в	1	4
301	ни с	2	4
302	мы не	6	4
303	одна и	1	4
304	все равно	2	4
305	в эпоху	1	4
306	все эти	1	4
307	есть в	2	4
308	по своему	3	4
309	путь к	1	4
310	особенно в	3	4
311	не все	2	4
312	и их	1	4
313	заключает в	4	4
314	стало быть	10	4
315	его отношение	1	4
316	отношению к	11	4
317	место в	2	4
318	и только	2	4
319	любви и	2	4
320	иное как	1	4
321	и человеческого	1	3
322	к духовному	1	3
323	и мира	5	3
324	этого необходимо	1	3
325	и всю	1	3
326	о чем	4	3
327	в виду	3	3
328	не бывает	1	3
329	мысль о	2	3
330	принадлежат к	4	3
331	все же	10	3
332	мир и	1	3
333	и иван	1	3
334	в противоположность	1	3
335	входит в	2	3
336	в этот	3	3
337	одной и	1	3
338	в одном	5	3
339	превращается в	1	3
340	значительной степени	2	3
341	не вполне	4	3
342	можно ли	1	3
343	с другим	1	3
344	то чтобы	1	3
345	к этому	3	3
346	не принадлежит	2	3
347	не видел	1	3
348	и еще	1	3
349	на том	1	3
350	хотя и	10	3
351	и сама	1	3
352	одним из	5	3
353	же как	1	3
354	для человеческого	1	3
355	но все-таки	1	3
356	он чувствовал	1	3
357	во всех	2	3
358	о себе	1	3
359	на смену	2	3
360	в наше	1	3
361	между тем	3	3
362	эти слова	2	3
363	к этим	1	3
364	и судьба	1	3
365	и тем	3	3
366	и та	1	3
367	должны были	3	3
368	в иных	1	3
369	истории и	1	3
370	мире и	1	3
371	ближе к	3	3
372	жизни а	1	3
373	для себя	2	3
374	но также	2	3
375	на почве	1	3
376	это уже	2	3
377	со всеми	1	3
378	с таким	1	3
379	в пределах	3	3
380	к его	5	3
381	приводит к	2	3
382	сравнению с	1	3
383	не до	3	3
384	только одно	1	3
385	в значительной	2	3
386	роль в	2	3
387	это все	1	3
388	когда в	2	3
389	его нельзя	1	3
390	а лишь	3	3
391	и той	1	3
392	что же	6	3
393	она может	2	3
394	тому как	3	3
395	принадлежит к	3	3
396	всякий раз	2	3
397	на этот	2	3
398	он может	1	3
399	всяком случае	3	3
400	и после	2	3
401	из него	2	3
402	мира не	2	3
403	же он	1	3
404	жизни не	2	3
405	обратиться к	2	3
406	и то	1	3
407	и всякий	1	3
408	для нас	4	3
409	личной ответственности	1	3
410	но с	1	3
411	а к	3	3
412	говорят о	2	3
413	со своей	4	3
414	на его	2	3
415	об этом	5	3
416	мы должны	1	3
417	но она	2	3
418	не с	4	3
419	человеческого сознания	2	3
420	и самого	1	3
421	и много	1	3
422	природой и	1	3
423	но для	1	3
424	к подлинному	1	2
425	с которой	1	2
426	мир не	1	2
427	в единую	1	2
428	роковым образом	1	2
429	вообще не	1	2
430	из всех	1	2
431	для восприятия	1	2
432	не столько	5	2
433	его от	1	2
434	исторического процесса	1	2
435	этом направлении	2	2
436	по себе	2	2
437	их не	1	2
438	и сам	2	2
439	или от	1	2
440	не менее	4	2
441	если в	3	2
442	мире не	1	2
443	не могли	1	2
444	в действительности	1	2
445	которой он	1	2
446	в пределе	1	2
447	и мысли	1	2
448	своей природе	2	2
449	в глаза	1	2
450	сознания в	4	2
451	между двумя	5	2
452	но они	3	2
453	за собой	1	2
454	е годы	1	2
455	к осуществлению	1	2
456	от своей	1	2
457	с другой	10	2
458	ни одного	1	2
459	к великому	1	2
460	жизни как	2	2
461	быть в	1	2
462	во всей	1	2
463	от них	2	2
464	во франции	1	2
465	выходя из	1	2
466	а мы	2	2
467	нет никаких	1	2
468	того же	1	2
469	то в	1	2
470	по природе	2	2
471	на сторону	1	2
472	такого рода	23	2
473	она в	2	2
474	никакого другого	1	2
475	начала и	2	2
476	это отношение	1	2
477	что такое	23	2
478	он идет	1	2
479	связи с	2	2
480	не о	2	2
481	а за	1	2
482	исходит от	1	2
483	пути и	1	2
484	ответственности за	1	2
485	между ними	1	2
486	такова что	3	2
487	также в	1	2
488	я всегда	1	2
489	смысл но	1	2
490	бытия но	2	2
491	власти и	1	2
492	жизни то	2	2
493	на которую	1	2
494	могли бы	3	2
495	смысл и	1	2
496	человек как	1	2
497	не означает	1	2
498	зла а	1	2
499	разных местах	1	2
500	природе своей	2	2
501	самому себе	1	2
502	кажется и	1	2
503	она была	2	2
504	себя за	1	2
505	любви в	1	2
506	слова что	1	2
507	столь же	3	2
508	бы быть	1	2
509	что без	1	2
510	его к	1	2
511	а как	1	2
512	оправдать и	1	2
513	во время	3	2
514	мир но	1	2
515	действительной жизни	1	2
516	и ее	2	2
517	мире как	1	2
518	наше время	1	2
519	а потому	1	2
520	во втором	4	2
521	вопросы о	1	2
522	которой не	2	2
523	и который	2	2
524	другого человека	2	2
525	радикально меняется	1	2
526	в сущности	3	2
527	он на	1	2
528	истории в	6	2
529	находятся в	1	2
530	человека во	1	2
531	старца зосимы	1	2
532	открывает в	1	2
533	подобно тому	3	2
534	связанная с	1	2
535	обращено к	2	2
536	самом деле	6	2
537	от своего	2	2
538	так называемый	1	2
539	их в	3	2
540	ему в	2	2
541	же о	1	2
542	но никогда	1	2
543	оно всегда	1	2
544	его судьбы	1	2
545	том смысле	1	2
546	существует не	1	2
547	которая не	2	2
548	своей жизни	3	2
549	этот мотив	1	2
550	же я	1	2
551	что мы	2	2
552	своей собственной	1	2
553	он понял	1	2
554	тотчас же	1	2
555	на какой	1	2
556	относится к	1	2
557	во мне	1	2
558	быть не	4	2
559	не сам	1	2
560	есть у	1	2
561	и уже	1	2
562	смысл в	1	2
563	целый ряд	2	2
564	а во	2	2
565	другого в	1	2
566	переход от	1	2
567	нем не	1	2
568	в сфере	7	2
569	что я	2	2
570	мире в	1	2
571	он мог	1	2
572	только потому	1	2
573	бы его	1	2
574	с того	3	2
575	обращена к	1	2
576	различие между	1	2
577	и уж	1	2
578	человека за	1	2
579	тому чтобы	1	2
580	ни к	3	2
581	этом отношении	7	2
582	он и	2	2
583	в вечности	1	2
584	о нем	1	2
585	со своим	1	2
586	на самом	5	2
587	же не	1	2
588	с их	2	2
589	в повести	1	2
590	и разрешается	1	2
591	любви принадлежит	1	2
592	о жизни	2	2
593	с человеком	2	2
594	но личное	1	2
595	мировой жизни	1	2
596	и без	1	2
597	к жизни	2	2
598	в какой	4	2
599	есть только	1	2
600	к своему	2	2
601	к личности	1	2
602	связаны с	1	2
603	к одному	2	2
604	человеку но	1	2
605	еще до	2	2
606	не по	4	2
607	этого не	2	2
608	у кого	1	2
609	тем самым	6	2
610	у нее	4	2
611	как то	1	2
612	это он	1	2
613	и о	4	2
614	бы он	1	2
615	это означает	1	2
616	или иной	5	2
617	происходит в	1	2
618	о своих	1	2
619	для свободы	1	2
620	в каком-то	1	2
621	им не	1	2
622	как для	3	2
623	мира в	8	2
624	в е	3	2
625	это на	1	1
626	души к	1	1
627	нельзя признать	1	1
628	новое и	1	1
629	вот это	1	1
630	которая была	1	1
631	никогда и	1	1
632	и оказываются	1	1
633	только что	1	1
634	чувство вины	1	1
635	есть знак	1	1
636	особый род	1	1
637	смысл который	2	1
638	мир человеческих	1	1
639	даже в	3	1
640	внутреннее состояние	1	1
641	в финале	4	1
642	властью не	1	1
643	он видит	1	1
644	она уже	1	1
645	говорит о	1	1
646	с утра	1	1
647	окружающей его	1	1
648	своей истории	2	1
649	которое может	2	1
650	себе ее	1	1
651	лишь одной	1	1
652	этот жизненный	1	1
653	течение событий	1	1
654	который имел	1	1
655	в последнюю	1	1
656	от этих	2	1
657	другой стороны	3	1
658	не несет	4	1
659	основывается на	2	1
660	связь с	1	1
661	этим объясняется	1	1
662	быть названа	1	1
663	он имеет	1	1
664	нормы а	1	1
665	из нее	1	1
666	людей а	1	1
667	как об	1	1
668	свободного духа	1	1
669	и последние	1	1
670	основной для	1	1
671	мира это	2	1
672	и другим	1	1
673	сознанием и	1	1
674	начинается с	2	1
675	а именно	3	1
676	с еще	1	1
677	на эту	1	1
678	того ни	1	1
679	по своим	3	1
680	речь идет	3	1
681	не имели	2	1
682	отца и	1	1
683	обращение к	1	1
684	определяется не	1	1
685	он из	1	1
686	сам же	1	1
687	перестает быть	1	1
688	и того	3	1
689	ней следует	1	1
690	в противовес	4	1
691	а стало	1	1
692	человеком поэтому	1	1
693	я ни	1	1
694	осуществляется в	1	1
695	поглощает и	1	1
696	что этот	1	1
697	в вопросе	1	1
698	восходит к	2	1
699	раз и	2	1
700	не должен	2	1
701	одной стороны	9	1
702	мира на	2	1
703	в другом	2	1
704	но эти	1	1
705	из жизни	3	1
706	имея в	1	1
707	к своей	2	1
708	уже было	1	1
709	и показывает	1	1
710	повергает в	1	1
711	оно было	1	1
712	говорить о	5	1
713	встречи с	4	1
714	может служить	4	1
715	до вечера	1	1
716	втором случае	1	1
717	в строгом	2	1
718	принадлежит не	1	1
719	на практике	1	1
720	гибели на	1	1
721	точке зрения	1	1
722	было сказано	1	1
723	друг на	2	1
724	к ним	4	1
725	на наших	1	1
726	самом начале	1	1
727	наряду с	2	1
728	ключ к	2	1
729	или нет?	1	1
730	же она	1	1
731	в зависимости	1	1
732	и вдруг	1	1
733	не умеет	1	1
734	своего свободного	1	1
735	это что	1	1
736	мир так	1	1
737	обращенной к	1	1
738	многообразие человеческого	1	1
739	по поводу	5	1
740	не понять	1	1
741	распадается на	1	1
742	к ее	3	1
743	души из	1	1
744	чем это	1	1
745	и становится	1	1
746	начало и	2	1
747	о ней	4	1
748	конца истории	3	1
749	нашего времени	2	1
750	о влиянии	1	1
751	той мере	2	1
752	неизбежно должно	1	1
753	собой со	1	1
754	этой задачи	1	1
755	быть своя	1	1
756	она и	1	1
757	поскольку в	1	1
758	еще раньше	1	1
759	период его	2	1
760	жить в	1	1
761	жизни так	2	1
762	сознания с	1	1
763	отнимает у	1	1
764	это будет	1	1
765	указать на	1	1
766	с одной	9	1
767	он к	1	1
768	мы читаем	1	1
769	а тот	1	1
770	более глубоко	1	1
771	к катастрофе	1	1
772	знанием и	1	1
773	ведь есть	1	1
774	в моей	1	1
775	в тот	1	1
776	тайны и	1	1
777	они в	1	1
778	была такова	1	1
779	не хватает	1	1
780	так не	1	1
781	или не	3	1
782	можно признать	1	1
783	об их	1	1
784	человеку а	1	1
785	ответственности в	1	1
786	всех его	2	1
787	сознания не	2	1
788	и чисто	1	1
789	на себя	5	1
790	быть только	2	1
791	как его	2	1
792	извлечь из	1	1
793	этого события	2	1
794	мы это	1	1
795	в таком	2	1
796	историю как	1	1
797	их есть	1	1
798	между этими	1	1
799	отличие от	11	1
800	одном из	1	1
801	в ряду	2	1
802	зрения и	1	1
803	это путь	1	1
804	точек зрения	2	1
805	в сторону	1	1
806	являет собою	1	1
807	из одного	1	1
808	не нужно	1	1
809	по характеру	1	1
810	есть своя	1	1
811	на себе	1	1
812	что как	1	1
813	и отдельные	1	1
814	изнутри а	1	1
815	процесса жизни	1	1
816	той или	5	1
817	братьев карамазовых	1	1
818	только от	1	1
819	завершается же	1	1
820	не имея	1	1
821	материалом для	1	1
822	будет дальше	1	1
823	не человек	1	1
824	совершается переход	1	1
825	чтобы в	1	1
826	ли это	2	1
827	отразилось в	1	1
828	на человеческую	1	1
829	о прошлом	1	1
830	все остальные	1	1
831	свидригайлова и	1	1
832	зрения в	1	1
833	имеет смысл	2	1
834	состояния и	3	1
835	с какой	1	1
836	на самый	1	1
837	к любви	1	1
838	действующих лиц	2	1
839	кажется что	1	1
840	и смысла	1	1
841	если же	1	1
842	и человечества	1	1
843	хотя в	2	1
844	при такой	1	1
845	алеша принимает	1	1
846	не могла	1	1
847	о собственной	1	1
848	путем не	1	1
849	разрешается в	1	1
850	точка зрения	3	1
851	также не	1	1
852	утра до	1	1
853	в современной	7	1
854	перед лицом	4	1
855	сомневаться в	1	1
856	но так	2	1
857	из нас	1	1
858	в нее	1	1
859	сил и	1	1
860	мира что	1	1
861	покоя в	1	1
862	у которого	2	1
863	могла бы	3	1
864	этом мире	1	1
865	другой смысл	1	1
866	того кто	1	1
867	более глубокую	1	1
868	период в	1	1
869	и глубоко	1	1
870	с людьми	1	1
871	она определяется	1	1
872	него на	1	1
873	человеческих отношений	2	1
874	природы и	1	1
875	своей стороны	1	1
876	что для	2	1
877	и др	2	1
878	та самая	1	1
879	это делает	1	1
880	культуры что	1	1
881	совершенно чужда	1	1
882	них не	1	1
883	что может	1	1
884	я но	1	1
885	лишь неведомый	1	1
886	в силу	2	1
887	сама идея	1	1
888	и направляет	1	1
889	не сразу	1	1
890	писателя в	1	1
891	из этого	1	1
892	в угол	1	1
893	от ее	1	1
894	с ее	3	1
895	всех этих	1	1
896	болью и	1	1
897	в культуре	2	1
898	он его	1	1
899	преклонения перед	1	1
900	в пространстве	1	1
901	что до	2	1
902	жизни для	2	1
903	своего рода	20	1
904	люди в	1	1
905	слова это	1	1
906	это одна	1	1
907	но после	2	1
908	миропорядок в	1	1
909	я уже	1	1
910	за ним	1	1
911	как с	1	1
912	его уже	1	1
913	себе представить	1	1
914	к одной	2	1
915	не поглощает	1	1
916	в час	1	1
917	земли не	1	1
918	существования он	1	1
919	судьба не	1	1
920	сложное и	1	1
921	чтобы стать	3	1
922	смысла то	1	1
923	никак не	2	1
924	в другой	1	1
925	ответ на	2	1
926	лишь из	1	1
927	он ждет	1	1
928	с сего	1	1
929	не признает	1	1
930	отношение было	1	1
931	смысла в	1	1
932	не на	3	1
933	всякой человеческой	1	1
934	о природе	1	1
935	вместо того	2	1
936	все то	1	1
937	ним это	1	1
938	самим собой	1	1
939	несоизмеримо более	1	1
940	это дух	1	1
941	заключается в	2	1
942	сознании это	1	1
943	претендует на	2	1
944	жизни его	1	1
945	с анной	3	1
946	в романе	6	1
947	обращается к	2	1
948	льва толстого	1	1
949	лишь к	1	1
950	у гоголя	2	1
951	это выражение	1	1
952	они вели	1	1
953	можно назвать	2	1
954	к которым	1	1
955	приблизиться к	1	1
956	с ними	2	1
957	для каждого	1	1
958	в слове	4	1
959	чем счастье	1	1
960	проникнуть в	1	1
961	есть на	1	1
962	понимания в	1	1
963	который не	1	1
964	для настоящего	1	1
965	зависимости от	1	1
966	характерна для	1	1
967	которого не	1	1
968	на их	1	1
969	всей своей	4	1
970	суждений о	1	1
971	весть о	1	1
972	что вообще	1	1
973	такова природа	1	1
974	но оно	1	1
975	все они	2	1
976	о любви	4	1
977	писателем в	1	1
978	не является	7	1
979	глубже в	1	1
980	истории не	1	1
981	смысла если	1	1
982	и состоит	1	1
983	первая и	1	1
984	в греческой	1	1
985	ее пределы	1	1
986	смерти и	1	1
987	такова система	1	1
988	то и	2	1
989	образом их	1	1
990	мира если	1	1
991	наконец в	1	1
992	жизни из	1	1
993	чем они	1	1
994	жизни который	1	1
995	двух великих	1	1
996	вызывает в	1	1
997	их жизнь	1	1
998	и теперь	1	1
999	в подземелье	1	1
1000	народов и	1	1
1001	и вся	3	1
1002	с большей	1	1
1003	не могло	2	1
1004	значение для	1	1
1005	в которую	1	1
1006	случае имеет	1	1
1007	всего лишь	7	1
1008	этого как	1	1
1009	и ему	1	1
1010	впрочем и	1	1
1011	и наиболее	1	1
1012	вслед за	3	1
1013	всеми своими	2	1
1014	бунта но	1	1
1015	в совершенно	1	1
1016	же время	4	1
1017	он есть	1	1
1018	тогда как	16	1
1019	в обоих	3	1
1020	и наоборот	1	1
1021	еще слишком	1	1
1022	несмотря на	2	1
1023	собственной души	2	1
1024	в отличие	11	1
1025	ее не	2	1
1026	тем же	1	1
1027	на мгновение	2	1
1028	от которой	1	1
1029	только одна	1	1
1030	при котором	1	1
1031	она неизбежно	1	1
1032	встреч и	1	1
1033	одной из	1	1
1034	тот самый	1	1
1035	с нею	1	1
1036	служить не	1	1
1037	и увидел	1	1
1038	в сознании	5	1
1039	его существа	1	1
1040	событие в	1	1
1041	и воскресение	1	1
1042	сам я	1	1
1043	до известной	1	1
1044	мнения не	1	1
1045	возвышается над	1	1
1046	к новой	1	1
1047	свободного выбора	1	1
1048	в мировой	1	1
1049	смысл этот	2	1
1050	его тайну	1	1
1051	как все	1	1
1052	цели в	1	1
1053	нее и	1	1
1054	прибегает к	1	1
1055	точку зрения	2	1
1056	во внутреннем	1	1
1057	он рассказывает	1	1
1058	и смерти	2	1
1059	в период	2	1
1060	а что	1	1
1061	меня не	1	1
1062	более глубокий	1	1
1063	жизни но	1	1
1064	сознание может	1	1
1065	одних и	1	1
1066	символический смысл	1	1
1067	эти миры	1	1
1068	смерть и	1	1
1069	прорыв в	1	1
1070	то они	1	1
1071	миром с	1	1
1072	что ему	1	1
1073	значение в	1	1
1074	смысле что	1	1
1075	я верю	1	1
1076	мог быть	1	1
1077	нас нет	2	1
1078	хоть и	1	1
1079	на вопрос	1	1
1080	в границах	1	1
1081	он выступает	1	1
1082	новой жизни	1	1
1083	наших глазах	1	1
1084	мы имеем	8	1
1085	и борьбы	1	1
1086	бы на	1	1
1087	высших целей	1	1
1088	в жизнь	1	1
1089	истории с	2	1
1090	со словами	1	1
1091	очень существенно	1	1
1092	чем он	1	1
1093	несет в	4	1
1094	слова а	1	1
1095	участие в	1	1
1096	состояние как	1	1
1097	в виде	1	1
1098	раз в	1	1
1099	к построению	1	1
1100	а на	4	1
1101	бы для	1	1
1102	что является	1	1
1103	а о	1	1
1104	а также	12	1
1105	писателя который	1	1
1106	на нее	2	1
1107	без этой	1	1
1108	всего романа	1	1
1109	не со	1	1
1110	только художественная	1	1
1111	указывает на	2	1
1112	мира эти	1	1
1113	с той	1	1
1114	которого нет	1	1
1115	у этого	1	1
1116	так в	5	1
1117	в еще	1	1
1118	и могут	1	1
1119	сразу же	1	1
1120	в новом	1	1
1121	и оно	2	1
1122	для которого	4	1
1123	вовсе не	1	1
1124	это так	1	1
1125	в одной	2	1
1126	тем более	3	1
1127	войны и	5	1
1128	мере в	2	1
1129	до встречи	1	1
1130	чтобы сделать	1	1
1131	на свете	1	1
1132	стоит и	1	1
1133	суд над	1	1
1134	этого он	1	1
1135	и тех	1	1
1136	искать в	1	1
1137	он говорит	1	1
1138	как снятие	1	1
1139	которые могли	1	1
1140	рода исследований	1	1
1141	правда о	1	1
1142	ивана и	1	1
1143	в чем-то	1	1
1144	для кого-то	1	1
1145	на небо	1	1
1146	происходит на	1	1
1147	мировой войны	1	1
1148	до предела	2	1
1149	русской культуры	1	1
1150	в течение	2	1
1151	один в	1	1
1152	во вселенной	1	1
1153	друга как	1	1
1154	в искусстве	1	1
1155	во второй	1	1
1156	в частности	19	1
1157	сознания оно	1	1
1158	нельзя понять	1	1
1159	свою жизнь	1	1
1160	жизнь она	1	1
1161	сознания на	1	1
1162	тех же	2	1
1163	к области	1	1
1164	слове истина	1	1
1165	существа в	1	1
1166	встреча с	2	1
1167	в нашей	1	1
1168	факт что	1	1
1169	этом есть	1	1
1170	на друга	2	1
1171	первые два	2	1
1172	идет о	3	1
1173	и гибель	1	1
1174	самой своей	1	1
1175	одного из	3	1
1176	и борьба	1	1
1177	пути к	1	1
1178	душ в	1	1
1179	природной жизни	1	1
1180	может показаться	1	1
1181	слова в	3	1
1182	в голову	2	1
1183	благополучие и	1	1
1184	же в	3	1
1185	нет как	1	1
1186	и прежде	1	1
1187	в области	5	1
1188	нуждается в	1	1
1189	ли в	1	1
1190	превратить в	1	1
1191	что вся	1	1
1192	бытия в	3	1
1193	его внутреннее	1	1
1194	как ему	1	1
1195	в целом	4	1
1196	или точнее	2	1
1197	и наконец	2	1
1198	что на	4	1
1199	вплоть до	2	1
1200	говорит не	1	1
1201	совершается в	1	1
1202	все было	2	1
