N	4gram	Propp_Morf	Istorich
81	но если это так	2	2
82	и т д эти	1	2
83	может быть разрешен только	1	1
84	светло что ежели принесть	1	1
85	и т д как	4	1
86	всякого ущерба для хода	1	1
87	красы неописанной что ни	1	1
88	покое было зажжено великое	1	1
89	уже не может быть	1	1
90	пусть иван-царевич идет со	1	1
91	идет со мной на	1	1
92	в том покое было	1	1
93	небо и землю летит	1	1
94	есть на самом деле	1	1
95	и т д он	2	1
96	во второй раз она	1	1
97	том покое было зажжено	1	1
98	и т д наконец	1	1
99	в этом и нет	1	1
100	королевна елена премудрая такой	1	1
101	и т д они	2	1
102	входит в наши задачи	1	1
103	путь покидать жену на	1	1
104	не входит в наши	1	1
105	себя в распоряжение героя	2	1
106	с другой стороны у	1	1
107	елена премудрая такой красы	1	1
108	такой красы неописанной что	1	1
109	это еще не все	1	1
110	не может входить в	1	1
111	комбинируются друг с другом	1	1
112	для исследователя но не	1	1
113	если бы мы имели	1	1
114	князю ехать в дальний	1	1
115	третий бой самый страшный	1	1
116	талисманы и т д	1	1
117	случайных встречных и т	1	1
118	на первый взгляд все	1	1
119	трудные задачи представляют собой	1	1
120	на курьих ножках и	1	1
121	семь лет в оловянном	1	1
122	то же происходит при	1	1
123	на первый взгляд кажется	1	1
124	в тех же формах	4	1
125	после чего следует бегство	1	1
126	не ешь моего мяса	1	1
127	представляет собой смерть родителей	1	1
128	встречных и т д	1	1
129	ехать в дальний путь	1	1
130	в связи с этим	4	1
131	оно так сияло как	1	1
132	в запретном чулане видит	1	1
133	зажжено великое множество свеч	1	1
134	с этим и с	1	1
135	и в других случаях	1	1
136	в основе очень многих	1	1
137	мою дочь милолику-царевну с	1	1
138	так сияло как бы	1	1
139	вздумать ни взгадать ни	1	1
140	перо было так чудно	1	1
141	так называемой финской школы	1	1
142	мы можем наблюдать что	1	1
143	сюда же может быть	1	1
144	осияло и небо и	1	1
145	так тесно связаны между	1	1
146	в этих случаях требуется	1	1
147	золотая колесница в упряжи	1	1
148	руки героя попадает волшебное	1	1
149	сияло как бы в	1	1
150	о том что такое	1	1
151	в другой сказке герой	1	1
152	его и т д	1	1
153	прибывает домой или в	1	1
154	и т д а	2	1
155	же в этих случаях	1	1
156	на коне или на	1	1
157	отношении друг к другу	1	1
158	их отношении друг к	1	1
159	и т д иногда	1	1
160	жену на чужих руках	1	1
161	которые бросают некоторый свет	1	1
162	а в другом случае	1	1
163	змеев на колеснице сидит	1	1
164	провести семь лет в	1	1
165	в том случае когда	1	1
166	как бы в том	1	1
167	не будем входить в	1	1
168	по воздуху золотая колесница	1	1
169	тех сказках где нет	1	1
170	и землю летит по	1	1
171	не будем так как	1	1
172	землю летит по воздуху	1	1
173	лет в оловянном царстве	1	1
174	братца не ходи со	1	1
175	на колеснице сидит королевна	1	1
176	уже видели выше но	1	1
177	ложным заключениям несмотря на	1	1
178	колеснице сидит королевна елена	1	1
179	дальний путь покидать жену	1	1
180	иван-царевич идет со мной	1	1
181	бы в том покое	1	1
182	на работу аф надо	1	1
183	в церковь и попа	1	1
184	наших целей это несущественно	1	1
185	в иных случаях герой	1	1
186	шесть огненных змеев на	1	1
187	живой и мертвой водой	1	1
188	к тому что в	1	1
189	облика и т д	1	1
190	о рыбаке и рыбке	1	1
191	друг на друга что	1	1
192	обычно в этих случаях	1	1
193	то это еще не	1	1
194	ежели принесть его в	1	1
195	так чудно и светло	1	1
196	работу аф надо было	1	1
197	высока терема и пр	1	1
198	случай который может быть	1	1
199	к ложным заключениям несмотря	1	1
200	покидать жену на чужих	1	1
201	было так чудно и	1	1
202	герой проходит сквозь уши	1	1
203	со мной на весы	1	1
204	неописанной что ни вздумать	1	1
205	и небо и землю	1	1
206	которые не могут быть	1	1
207	летит по воздуху золотая	1	1
208	тесно связаны между собою	1	1
209	на чужих руках уезжает	1	1
210	мы не можем обойти	1	1
211	имеем в сказке №	4	1
212	в самых разнообразных сказках	1	1
213	форму отлучки представляет собой	1	1
214	придется поставить вопрос как	1	1
215	для наших целей это	1	1
216	герой берет с собой	1	1
217	и т д такая	1	1
218	в одном случае герой	1	1
219	в этом случае не	3	1
220	огненных змеев на колеснице	1	1
221	как бы то ни	1	1
222	мы останавливаться не будем	1	1
223	чужих руках уезжает он	1	1
224	ниже мы увидим что	1	1
225	с другой стороны оно	1	1
226	что в руки героя	1	1
227	тем не менее она	2	1
228	ответить на этот вопрос	1	1
229	принесть его в темную	1	1
230	было зажжено великое множество	1	1
231	воздуху золотая колесница в	1	1
232	руках уезжает он купец	1	1
233	это одна из форм	1	1
234	колесница в упряжи шесть	1	1
235	если с одной стороны	1	1
236	чего следует бегство и	1	1
237	время я тебе пригожусь	1	1
238	ведьма и солнцева сестра	1	1
239	в тех формах в	1	1
240	в дальний путь покидать	1	1
241	то же происходит с	1	1
242	много князь ее уговаривал	1	1
243	мы имеем то же	1	1
244	указанием на то что	1	1
245	он как бы сам	1	1
246	не ходи со двора	1	1
247	упряжи шесть огненных змеев	1	1
248	при помощи волшебного средства	1	1
249	покидать высока терема и	1	1
250	а на самом деле	1	1
251	т д но это	1	1
252	мной на весы кто	1	1
253	без всякого ущерба для	1	1
254	береги братца не ходи	1	1
255	животных и т д	1	1
256	и т д этим	1	1
257	на весы кто кого	1	1
258	отлучки представляет собой смерть	1	1
259	то оно так сияло	1	1
260	о том как эти	1	1
261	первый взгляд кажется что	1	1
262	же выводы можно сделать	1	1
263	проходит сквозь уши коня	1	1
264	видит портрет необычайной красавицы	1	1
265	и вне связи с	1	1
266	не может быть изучена	1	1
267	и пр а затем	1	1
268	ничего не говорится и	1	1
269	это перо было так	1	1
270	можно вообще заметить что	1	1
271	что ежели принесть его	1	1
272	для тех сказок где	1	1
273	одна из них не	1	1
274	тех сказок где герой	1	1
275	выше было указано что	1	1
276	со стороны их состава	1	1
277	связи с сватовством можно	1	1
278	связь сказки с религией	1	1
279	усиленную форму отлучки представляет	1	1
280	ни взгадать ни в	1	1
281	чудно и светло что	1	1
282	весы кто кого перевесит	1	1
283	в упряжи шесть огненных	1	1
284	приводит к тому что	1	1
285	сидит королевна елена премудрая	1	1
286	в сказке о жар-птице	2	1
287	ни одной из приведенных	2	1
288	премудрая такой красы неописанной	1	1
289	перо это перо было	1	1
290	в немецкой сказке мы	1	1
291	и светло что ежели	1	1
292	взгадать ни в сказке	1	1
293	в то же время	1	1
294	тех формах в каких	1	1
