N	2gram	Bakhtin_KF	Tvorches
256	любви к	1	3
257	его к	2	3
258	там где	5	3
259	гораздо более	2	3
260	в один	1	3
261	в искусстве	1	3
262	во второй	1	3
263	образом и	1	3
264	переходит в	1	3
265	его с	2	3
266	живет в	1	3
267	был бы	3	3
268	для себя	7	3
269	ее и	6	3
270	сводится к	2	3
271	других людей	3	3
272	до этого	1	3
273	в процессе	2	3
274	подхода к	2	3
275	может не	2	3
276	никто не	1	3
277	со стороны	8	3
278	ни на	1	3
279	не является	1	3
280	во мне	3	3
281	в которую	1	3
282	и до	1	3
283	и время	2	3
284	нет и	3	3
285	как мы	1	3
286	только с	3	3
287	друг друга	1	3
288	есть основа	1	3
289	жизни не	1	3
290	человека но	1	3
291	жизни но	3	3
292	как к	2	3
293	действительности в	2	3
294	он и	2	3
295	ее в	1	3
296	на самом	3	3
297	не существует	1	3
298	или в	1	3
299	за свою	1	3
300	но уже	1	3
301	для которого	3	3
302	не по	4	3
303	в ней	3	3
304	просто не	1	3
305	в него	2	3
306	а по	2	3
307	и их	6	3
308	не с	1	3
309	с ее	2	3
310	в другом	3	3
311	лишь в	8	3
312	отношение к	6	3
313	к ней	1	3
314	бы он	2	3
315	жизни и	8	3
316	в области	2	3
317	и только	7	3
318	это в	1	3
319	к другим	1	3
320	а я	1	3
321	они имеют	1	2
322	было показано	1	2
323	все что	1	2
324	же и	1	2
325	познания и	4	2
326	и имеет	1	2
327	этот момент	7	2
328	о каком-то	1	2
329	и рядом	1	2
330	в результате	1	2
331	ясно что	3	2
332	по способу	1	2
333	проникает в	5	2
334	жизнь в	1	2
335	проблемы в	1	2
336	из нее	2	2
337	меня в	3	2
338	с тем	2	2
339	только через	1	2
340	их в	1	2
341	и очень	1	2
342	одновременно и	1	2
343	вечности это	1	2
344	но мы	1	2
345	сам же	1	2
346	и того	2	2
347	в жизнь	1	2
348	во все	1	2
349	в данном	2	2
350	в действительности	1	2
351	которой он	2	2
352	представляется нам	1	2
353	входит в	4	2
354	только как	4	2
355	другом в	1	2
356	из себя	11	2
357	самого себя	1	2
358	я буду	3	2
359	свою очередь	1	2
360	но этот	2	2
361	но ни	2	2
362	пока еще	1	2
363	живой жизни	1	2
364	быть понята	1	2
365	настоящее время	1	2
366	содержит в	1	2
367	по поводу	1	2
368	он живет	1	2
369	в движении	1	2
370	не просто	1	2
371	того же	1	2
372	жизнь и	2	2
373	все попытки	4	2
374	во всех	11	2
375	этой задачи	1	2
376	не противоречит	1	2
377	мышления и	2	2
378	здесь нет	3	2
379	на том	1	2
380	как раз	1	2
381	тем не	2	2
382	в качестве	2	2
383	это очень	1	2
384	как его	4	2
385	тому что	2	2
386	человек и	2	2
387	но ведь	5	2
388	между прочим	1	2
389	рядом с	3	2
390	между собой	1	2
391	был не	1	2
392	не нужно	2	2
393	в эту	1	2
394	смысл и	6	2
395	но как	5	2
396	другим людям	1	2
397	не он	1	2
398	бытия но	5	2
399	ли это	2	2
400	мы уже	1	2
401	когда я	3	2
402	не дает	3	2
403	кажется что	2	2
404	не будет	2	2
405	для этой	3	2
406	и та	3	2
407	при такой	1	2
408	но отнюдь	1	2
409	в современной	3	2
410	по своей	1	2
411	было бы	8	2
412	нем и	3	2
413	я в	1	2
414	целом и	3	2
415	человека его	1	2
416	культуры и	5	2
417	но прежде	1	2
418	не значит	6	2
419	он пытается	1	2
420	с которым	1	2
421	бы ни	1	2
422	а как	2	2
423	до абсурда	1	2
424	нет не	1	2
425	ни во	1	2
426	себя но	1	2
427	и здесь	7	2
428	такова же	1	2
429	и свою	1	2
430	жизни а	1	2
431	и вследствие	1	2
432	на первом	2	2
433	со своего	5	2
434	и должно	1	2
435	была бы	1	2
436	о принципе	1	2
437	отдельного человека	1	2
438	в отношении	1	2
439	ни в	12	2
440	и делает	3	2
441	должен был	1	2
442	здесь мы	4	2
443	этот факт	2	2
444	столь же	1	2
445	и будет	1	2
446	как о	1	2
447	к его	1	2
448	известном смысле	1	2
449	не знать	1	2
450	не имеет	6	2
451	по самому	1	2
452	в известном	1	2
453	философии но	2	2
454	ни к	2	2
455	я должен	7	2
456	того чтобы	2	2
457	у меня	1	2
458	а через	1	2
459	и уже	1	2
460	и теперь	1	2
461	то все	1	2
462	отношении к	2	2
463	но сам	1	2
464	него с	1	2
465	не потому	2	2
466	мир а	1	2
467	а во	1	2
468	через него	1	2
469	ибо он	1	2
470	и будущее	2	2
471	мог бы	1	2
472	к миру	1	2
473	не стоит	1	2
474	не из	2	2
475	к добру	1	2
476	меня не	4	2
477	влечет за	1	2
478	и всякий	1	2
479	что ему	1	2
480	мир в	12	2
481	где он	3	2
482	он как	1	2
483	он начинает	1	2
484	о нем	4	2
485	первом плане	2	2
486	жить только	1	2
487	образом в	1	2
488	за этим	1	2
489	не от	1	2
490	и где	1	2
491	всю жизнь	1	2
492	в стороне	1	2
493	при таком	1	2
494	должен быть	7	2
495	ко всему	5	2
496	отказа от	1	2
497	нуждается в	1	2
498	мир с	1	2
499	ведь это	2	2
500	а к	1	2
501	каких бы	1	2
502	не могу	3	2
503	она не	2	2
504	но при	1	2
505	что жить	1	2
506	всех этих	3	2
507	отношений между	1	2
508	пространства и	2	2
509	по всей	1	2
510	а скорее	1	2
511	и о	1	2
512	же в	1	2
513	включает в	2	2
514	но для	3	2
515	мира в	6	2
516	не к	1	2
517	к действительности	1	1
518	это утверждение	1	1
519	и своего	1	1
520	и мира	1	1
521	религии и	1	1
522	ее основных	1	1
523	чего не	2	1
524	его построения	1	1
525	она всегда	1	1
526	это лишь	1	1
527	она лишь	1	1
528	же мысль	1	1
529	тем как	3	1
530	или нет	1	1
531	эта же	1	1
532	его он	1	1
533	не зависит	1	1
534	чувство как	1	1
535	жить и	2	1
536	всего мы	1	1
537	не являются	1	1
538	приближения к	1	1
539	одно из	1	1
540	нами в	2	1
541	имеем не	1	1
542	и реальное	1	1
543	для удовлетворения	1	1
544	и само	2	1
545	нельзя жить	1	1
546	не сможет	1	1
547	их не	1	1
548	всю историю	1	1
549	отсюда его	1	1
550	планы и	1	1
551	но все	6	1
552	можно говорить	1	1
553	равно как	1	1
554	форму и	1	1
555	она является	1	1
556	и требует	1	1
557	до степени	1	1
558	места и	4	1
559	я могу	5	1
560	имеет место	1	1
561	выход из	2	1
562	его все	1	1
563	мы только	1	1
564	действительную жизнь	1	1
565	поскольку он	3	1
566	себя не	3	1
567	направлен на	1	1
568	разные стороны	1	1
569	нем нет	1	1
570	не понимая	1	1
571	их для	2	1
572	относиться к	1	1
573	и смерти	2	1
574	для выражения	2	1
575	действительность и	1	1
576	умирает в	1	1
577	перестает быть	1	1
578	факта что	1	1
579	выводит из	1	1
580	и такие	1	1
581	вопрос о	2	1
582	то этот	1	1
583	раз и	2	1
584	и положение	2	1
585	пустого и	1	1
586	всего этого	1	1
587	не должен	3	1
588	и место	1	1
589	все свои	1	1
590	и другой	1	1
591	нас как	1	1
592	а мои	1	1
593	сознания в	2	1
594	вообще как	1	1
595	поэтому мы	1	1
596	философия жизни	1	1
597	но может	1	1
598	в различных	1	1
599	связь между	1	1
600	имеют смысл	1	1
601	ценности и	4	1
602	ориентация в	2	1
603	в смысле	6	1
604	можно ли	2	1
605	бы меня	1	1
606	себе в	1	1
607	до того	1	1
608	стал бы	2	1
609	всего что	1	1
610	ты должен	1	1
611	в не	1	1
612	этого мира	3	1
613	и эстетического	1	1
614	к ним	4	1
615	вообще и	1	1
616	под ним	2	1
617	я с	1	1
618	только возможности	2	1
619	жизни как	5	1
620	мы говорим	2	1
621	ее как	2	1
622	а только	1	1
623	такая же	1	1
624	быть в	4	1
625	в нашем	1	1
626	как я	1	1
627	нигде не	3	1
628	есть только	1	1
629	исходит из	1	1
630	теории и	3	1
631	и всякого	1	1
632	от них	1	1
633	для всего	1	1
634	к этим	1	1
635	видения мира	1	1
636	друг для	1	1
637	вся эта	2	1
638	бытия а	3	1
639	своего развития	1	1
640	бы то	2	1
641	момент как	1	1
642	и оба	1	1
643	только не	1	1
644	и значимость	2	1
645	или бессознательно	1	1
646	можно жить	1	1
647	него как	1	1
648	никогда бы	1	1
649	и автора	1	1
650	где его	2	1
651	мире нет	1	1
652	от его	5	1
653	и всей	1	1
654	моя жизнь	1	1
655	вообще а	1	1
656	но со	1	1
657	что уже	1	1
658	оценки и	2	1
659	смысле в	2	1
660	данного акта	2	1
661	есть его	2	1
662	ни было	4	1
663	его сила	1	1
664	которых как	1	1
665	него самого	1	1
666	о принципиальной	1	1
667	и за	2	1
668	или иную	1	1
669	понять его	1	1
670	бы что	1	1
671	случайно оно	1	1
672	чем в	1	1
673	и слышит	1	1
674	о возможности	1	1
675	в разные	1	1
676	живет и	1	1
677	человек а	1	1
678	всех его	2	1
679	сознания не	2	1
680	что за	2	1
681	это признание	2	1
682	всем что	1	1
683	мы познаем	1	1
684	себя из	1	1
685	слово и	1	1
686	здесь же	1	1
687	как действительной	1	1
688	и исторической	1	1
689	ссылки на	1	1
690	светом в	1	1
691	характер и	1	1
692	определяет человека	1	1
693	не равно	1	1
694	между ними	1	1
695	места где	1	1
696	и она	2	1
697	большинстве случаев	1	1
698	средневековых мистерий	1	1
699	если я	2	1
700	уже давно	1	1
701	героя для	1	1
702	в последнем	1	1
703	психическая реакция	1	1
704	себе и	3	1
705	делает его	1	1
706	человек здесь	1	1
707	могло бы	4	1
708	противопоставляет себя	1	1
709	жизнь не	1	1
710	той или	3	1
711	остается в	1	1
712	это сам	1	1
713	меня но	4	1
714	были в	1	1
715	я его	2	1
716	необходимое условие	1	1
717	но можно	4	1
718	видения и	2	1
719	мы можем	1	1
720	весь мир	2	1
721	от себя	10	1
722	может жить	1	1
723	приводит его	1	1
724	действия в	1	1
725	не содержится	1	1
726	имеют дело	1	1
727	как единство	1	1
728	то ни	2	1
729	индивидуальность как	1	1
730	христос уже	1	1
731	на чем	1	1
732	извне как	1	1
733	что эта	2	1
734	мир дан	1	1
735	в форме	1	1
736	причина его	1	1
737	его ибо	1	1
738	от своего	1	1
739	он ясно	1	1
740	ни о	1	1
741	но понятие	1	1
742	также и	1	1
743	над ним	1	1
744	или иное	2	1
745	и пространство	4	1
746	эта действительность	1	1
747	их и	1	1
748	не раз	1	1
749	а тем	1	1
750	я это	1	1
751	конца и	1	1
752	и никогда	1	1
753	главным образом	1	1
754	бы его	1	1
755	но нет	2	1
756	бытие в	3	1
757	всех сторон	1	1
758	что может	1	1
759	и подчиняется	1	1
760	что только	2	1
761	решения этой	1	1
762	однако по	1	1
763	ней в	1	1
764	значило бы	2	1
765	автора как	2	1
766	и чтобы	1	1
767	человека глубоко	1	1
768	или иного	3	1
769	чтобы затем	1	1
770	картину гибели	1	1
771	чтобы не	2	1
772	не остается	2	1
773	одного и	2	1
774	ибо это	2	1
775	собою только	1	1
776	наличного бытия	1	1
777	можно только	1	1
778	на месте	1	1
779	только я	1	1
780	не делает	1	1
781	мире и	1	1
782	том смысле	1	1
783	видения является	1	1
784	я уже	2	1
785	и этот	3	1
786	на единственном	1	1
787	котором не	1	1
788	оно могло	1	1
789	здесь преобладает	1	1
790	во власти	1	1
791	оно было	1	1
792	художественного творчества	1	1
793	этих миров	1	1
794	дан в	2	1
795	и из	1	1
796	ты и	1	1
797	поэтому в	1	1
798	движении в	1	1
799	его но	1	1
800	к выводу	1	1
801	этого видения	3	1
802	это есть	2	1
803	смысла в	2	1
804	функции в	1	1
805	в единстве	8	1
806	за границей	1	1
807	каждый раз	1	1
808	оно не	2	1
809	собой и	1	1
810	есть лишь	5	1
811	прошлое и	3	1
812	с ней	1	1
813	в моем	6	1
814	это положение	1	1
815	хотя эта	1	1
816	пространство и	2	1
817	за волосы	1	1
818	эстетики и	1	1
819	он будет	1	1
820	но само	1	1
821	и действительно	6	1
822	в эстетическую	1	1
823	как не	1	1
824	возникает лишь	1	1
825	и так	1	1
826	и просто	2	1
827	себя и	5	1
828	который не	1	1
829	относит и	1	1
830	была лишь	1	1
831	при всех	1	1
832	все другие	1	1
833	которая сама	1	1
834	вследствие этого	2	1
835	литературе о	1	1
836	эта последняя	1	1
837	этом его	2	1
838	нет в	4	1
839	ничего общего	2	1
840	говорят об	1	1
841	по предмету	1	1
842	который и	1	1
843	частей и	1	1
844	все они	2	1
845	здесь лишь	1	1
846	можно в	1	1
847	для друга	1	1
848	бы и	3	1
849	моей жизни	4	1
850	акт в	1	1
851	что правда	2	1
852	когда мы	1	1
853	это понятие	1	1
854	жизни при	1	1
855	более чем	1	1
856	со всех	1	1
857	оба эти	2	1
858	где есть	1	1
859	как бытие	1	1
860	не знаю	1	1
861	на основе	7	1
862	не быть	3	1
863	и содержание	5	1
864	бы эта	1	1
865	этих основных	1	1
866	но лишь	7	1
867	из его	3	1
868	конкретное многообразие	1	1
869	план и	1	1
870	нечто вроде	2	1
871	слова и	1	1
872	время есть	1	1
873	для меня	22	1
874	не носит	1	1
875	не вступает	1	1
876	вступает в	3	1
877	общее положение	1	1
878	чем не	4	1
879	причем к	1	1
880	было и	2	1
881	а лишь	3	1
882	вне его	1	1
883	имеем в	2	1
884	процесс и	2	1
885	элемента в	1	1
886	я как	1	1
887	в моей	1	1
888	ее не	1	1
889	невозможна в	1	1
890	если мы	1	1
891	него все	1	1
892	игра в	1	1
893	но внутри	1	1
894	лучше всего	1	1
895	в сознании	2	1
896	его для	1	1
897	который по	1	1
898	событие в	5	1
899	этого слова	2	1
900	она будет	1	1
901	к предмету	1	1
902	какие бы	1	1
903	является только	1	1
904	месте в	1	1
905	котором оно	1	1
906	и для	10	1
907	все с	1	1
908	мир и	1	1
909	то или	2	1
910	в настоящее	1	1
911	в трагедии	1	1
912	и эстетическое	1	1
913	от своей	5	1
914	мире где	1	1
915	поэтому он	1	1
916	подход к	1	1
917	своего места	2	1
918	находятся в	1	1
919	его знает	1	1
920	всем бытием	1	1
921	вокруг него	2	1
922	ему в	2	1
923	ничем не	1	1
924	конечно этот	2	1
925	они не	1	1
926	и было	1	1
927	за которую	1	1
928	в последней	1	1
929	выражен в	1	1
930	предположение что	1	1
931	одна и	2	1
932	мы имеем	5	1
933	которых он	1	1
934	разум есть	1	1
935	а это	2	1
936	сама не	1	1
937	участия в	1	1
938	это-то и	1	1
939	совершенно не	7	1
940	день и	1	1
941	для нас	4	1
942	видеть в	1	1
943	не содержит	1	1
944	бытие и	3	1
945	нет это	1	1
946	а все	3	1
947	в движение	1	1
948	эта функция	1	1
949	все равно	1	1
950	только он	1	1
951	со всем	5	1
952	жизни это	1	1
953	бытия по	1	1
954	места в	4	1
955	менее всего	6	1
956	и эта	2	1
957	в какой	1	1
958	один момент	1	1
959	не подлежит	1	1
960	мы никогда	1	1
961	и абсолютная	1	1
962	и временное	1	1
963	и религии	1	1
964	по своему	3	1
965	в действительной	4	1
966	момента и	2	1
967	это было	2	1
968	лежит в	1	1
969	точнее говоря	1	1
970	единство и	1	1
971	как логика	1	1
972	смерти и	1	1
973	но конечно	3	1
974	другом случае	1	1
975	не была	1	1
976	того или	3	1
977	homo sapiens	3	1
978	и эти	2	1
979	не мир	1	1
980	только к	1	1
981	любовь ко	1	1
982	целостного и	1	1
983	а просто	1	1
984	она должна	1	1
985	оторванные от	2	1
986	должно быть	6	1
987	могу быть	2	1
988	видит и	2	1
989	его не	1	1
990	и ни	3	1
991	ту или	1	1
992	быть к	1	1
993	говорим о	2	1
994	абсолютно не	2	1
995	невозможно если	1	1
996	еще менее	1	1
997	мы должны	1	1
998	я только	1	1
999	активности в	2	1
1000	не о	2	1
1001	свою жизнь	2	1
1002	но такое	1	1
1003	конечно в	2	1
1004	когда оно	1	1
1005	к чему	3	1
1006	и времени	1	1
1007	к которой	2	1
1008	думать что	2	1
1009	в большинстве	1	1
1010	с человеком	3	1
1011	признать что	1	1
1012	еще на	1	1
1013	скорее наоборот	1	1
1014	жду его	1	1
1015	разве не	2	1
1016	же самое	1	1
1017	него и	2	1
1018	смысл бытия	1	1
1019	бытия при	1	1
1020	содержанием и	1	1
1021	теории то	1	1
1022	сведено к	1	1
1023	сказать в	1	1
1024	это можно	2	1
1025	связи между	1	1
1026	эту мысль	1	1
1027	эта картина	1	1
1028	или иной	2	1
1029	бытия и	10	1
1030	миг не	1	1
1031	на то	1	1
1032	уже чисто	1	1
1033	центра и	1	1
1034	течения времени	1	1
1035	мышления как	2	1
1036	человек не	2	1
1037	ни был	2	1
1038	для этого	2	1
1039	в каком-то	1	1
1040	она действительно	1	1
1041	но вследствие	1	1
1042	возможно это	1	1
1043	не можем	1	1
1044	не предмет	1	1
1045	и предметом	1	1
1046	себе а	2	1
