N	2gram	Bakhtin_Pr	Mirosoze
379	он живет	2	4
380	интересует достоевского	2	4
381	земле и	1	4
382	человека как	1	4
383	так что	3	4
384	более всего	1	4
385	с достоевским	1	4
386	и что	2	4
387	лишь один	2	4
388	но достоевский	1	4
389	как человек	2	4
390	и никогда	1	4
391	его личности	4	4
392	в идее	2	4
393	и по	4	4
394	версилова к	1	4
395	идея о	1	4
396	от всякого	1	4
397	преступления и	2	4
398	и против	1	4
399	его с	2	4
400	живет в	1	4
401	тогда когда	2	4
402	для них	3	4
403	ни в	5	4
404	но на	2	4
405	с ней	1	4
406	в начале	3	4
407	оно есть	1	4
408	раскольникова ставрогина	1	4
409	душа его	1	4
410	то время	3	4
411	от его	1	4
412	на своем	2	4
413	к другому	2	4
414	к которой	1	4
415	перейти в	1	4
416	по сравнению	2	4
417	человека от	2	4
418	и тогда	1	4
419	и до	5	4
420	ли вы	4	4
421	в истории	3	4
422	может ли	1	4
423	не принимаю	1	4
424	достоевскому и	1	4
425	к миру	1	4
426	только с	2	4
427	они были	1	4
428	он должен	1	4
429	как к	3	4
430	не знают	2	4
431	могут быть	5	4
432	мир в	4	4
433	ни с	1	4
434	сам он	5	4
435	мы не	3	4
436	его романы	1	4
437	быть лишь	1	4
438	сознания и	9	4
439	все равно	3	4
440	все эти	12	4
441	есть в	10	4
442	не все	2	4
443	народного духа	1	4
444	и их	7	4
445	от того	4	4
446	стало быть	2	4
447	отношению к	17	4
448	место в	2	4
449	последних пределов	1	4
450	идея и	2	4
451	и только	2	4
452	конце концов	7	4
453	любви и	1	4
454	является в	1	3
455	достоевского она	1	3
456	в душе	1	3
457	и мира	1	3
458	можно и	1	3
459	это лишь	2	3
460	достоевского как	17	3
461	него в	2	3
462	лишь внутренняя	1	3
463	в виду	2	3
464	духа как	1	3
465	ко всем	2	3
466	стоит в	1	3
467	замыкается в	3	3
468	его природы	1	3
469	было очень	1	3
470	все же	9	3
471	чем не	1	3
472	но у	5	3
473	в иной	1	3
474	своем творчестве	1	3
475	мир и	6	3
476	его любовь	1	3
477	то это	1	3
478	достоевского никогда	1	3
479	считает себя	1	3
480	даже и	2	3
481	и иван	1	3
482	в противоположность	3	3
483	входит в	11	3
484	истину и	2	3
485	в этот	2	3
486	одной и	1	3
487	в одном	14	3
488	и когда	1	3
489	превращается в	4	3
490	значительной степени	1	3
491	конечно не	7	3
492	можно ли	1	3
493	будет и	1	3
494	я никогда	1	3
495	все внешнее	1	3
496	находится в	2	3
497	есть по	1	3
498	знает только	1	3
499	идей и	1	3
500	федора павловича	1	3
501	к этому	6	3
502	в европе	1	3
503	нет свободы	1	3
504	он считал	2	3
505	верить в	1	3
506	не видел	1	3
507	и еще	2	3
508	на том	1	3
509	в состоянии	1	3
510	хотя и	1	3
511	и сама	1	3
512	и за	1	3
513	достоевского был	2	3
514	одним из	11	3
515	я и	2	3
516	не остается	1	3
517	но ведь	4	3
518	и жизнь	1	3
519	есть та	1	3
520	же как	5	3
521	и перед	3	3
522	человека достоевский	3	3
523	лишь для	1	3
524	людьми и	1	3
525	во всех	8	3
526	остается в	2	3
527	о себе	12	3
528	в уста	3	3
529	и быть	1	3
530	него есть	1	3
531	всю свою	1	3
532	именно потому	3	3
533	ту же	1	3
534	между тем	5	3
535	эти слова	1	3
536	к этим	2	3
537	и тем	2	3
538	он принимает	1	3
539	и та	1	3
540	достоевского мы	5	3
541	истории и	1	3
542	иваном карамазовым	2	3
543	протяжении всего	2	3
544	не значит	4	3
545	с которым	1	3
546	свои силы	1	3
547	и самый	1	3
548	были бы	5	3
549	мире и	1	3
550	и самое	4	3
551	котором не	1	3
552	влияние достоевского	1	3
553	жизни а	2	3
554	для себя	5	3
555	и должно	1	3
556	на почве	5	3
557	своего образа	1	3
558	это уже	1	3
559	они ищут	1	3
560	в идиоте	1	3
561	со всеми	1	3
562	все его	4	3
563	с таким	1	3
564	их и	3	3
565	духа но	1	3
566	он хотел	1	3
567	в пределах	13	3
568	уж конечно	1	3
569	как не	9	3
570	к его	1	3
571	эта тема	1	3
572	быть назван	1	3
573	приводит к	4	3
574	ли он	2	3
575	сравнению с	2	3
576	все три	6	3
577	в значительной	1	3
578	сознание и	7	3
579	роль в	2	3
580	только один	2	3
581	которую он	2	3
582	у данте	1	3
583	а лишь	3	3
584	и той	1	3
585	что же	5	3
586	она может	1	3
587	тому как	5	3
588	принадлежит к	1	3
589	в трагедии	1	3
590	на этот	2	3
591	он может	4	3
592	и достоевского	1	3
593	всяком случае	3	3
594	из него	1	3
595	мира не	2	3
596	в исступлении	1	3
597	жизни не	1	3
598	выходит за	2	3
599	поэтому он	1	3
600	в преступлении	2	3
601	и то	1	3
602	стоит на	1	3
603	что оно	2	3
604	и всякий	1	3
605	нет ни	5	3
606	ничего кроме	1	3
607	не достигает	1	3
608	для нас	3	3
609	ведь это	3	3
610	но с	4	3
611	от всех	1	3
612	всегда есть	1	3
613	бытия и	1	3
614	и эта	3	3
615	романов достоевского	12	3
616	идеи не	1	3
617	со своей	1	3
618	идеи и	2	3
619	на его	7	3
620	об этом	4	3
621	ему как	1	3
622	людей в	1	3
623	ее он	3	3
624	а от	1	3
625	не созерцает	1	3
626	мы должны	6	3
627	глубины человека	1	3
628	не с	1	3
629	лишь как	6	3
630	и всегда	1	3
631	идеи но	3	3
632	его судьба	1	3
633	показывает как	1	3
634	достоевского с	8	3
635	и самого	4	3
636	он знает	3	3
637	идей он	1	3
638	человека это	1	3
639	и ничего	1	3
640	но для	2	3
641	с которой	4	2
642	мир не	1	2
643	понял что	1	2
644	с которыми	2	2
645	сам был	2	2
646	в единую	1	2
647	что если	4	2
648	возможно лишь	1	2
649	вообще не	1	2
650	и своего	1	2
651	он считает	1	2
652	она всегда	1	2
653	достоевского можно	1	2
654	из всех	1	2
655	них есть	1	2
656	к учению	1	2
657	в первых	1	2
658	тем как	4	2
659	и был	3	2
660	как раскольников	2	2
661	раскрывает и	1	2
662	это отрицание	1	2
663	не столько	3	2
664	по себе	13	2
665	был человек	1	2
666	была идея	2	2
667	как достоевский	3	2
668	и сам	5	2
669	о мире	6	2
670	или от	1	2
671	на свою	1	2
672	уже на	1	2
673	так это	1	2
674	находит себе	1	2
675	к самому	1	2
676	не менее	3	2
677	только для	2	2
678	через все	1	2
679	ставрогина и	1	2
680	природы достоевский	1	2
681	есть то	4	2
682	художник и	2	2
683	ведь не	1	2
684	мире не	1	2
685	не могли	3	2
686	в действительности	1	2
687	и человеческой	1	2
688	которой он	1	2
689	другу и	1	2
690	у самого	3	2
691	вот почему	3	2
692	нет бессмертия	2	2
693	сознания в	2	2
694	старец зосима	1	2
695	но они	4	2
696	за собой	3	2
697	е годы	2	2
698	привела к	1	2
699	от своей	1	2
700	всего что	2	2
701	учению о	1	2
702	делает его	1	2
703	с другой	3	2
704	в прошлом	1	2
705	черты своего	1	2
706	ни одного	4	2
707	отношения и	1	2
708	он так	1	2
709	жизни как	1	2
710	ее как	3	2
711	быть в	2	2
712	ли она	1	2
713	во всей	2	2
714	направлена на	1	2
715	от них	3	2
716	в идеале	1	2
717	достоевского которые	1	2
718	того же	1	2
719	достоевский прежде	4	2
720	остался в	1	2
721	смешного человека	1	2
722	то в	1	2
723	и весь	1	2
724	него как	1	2
725	ни того	2	2
726	по природе	4	2
727	но из	1	2
728	природы человеческой	1	2
729	творческого пути	3	2
730	такого рода	1	2
731	смысле в	1	2
732	начала и	3	2
733	бытия не	1	2
734	подполья и	2	2
735	этот мир	3	2
736	что такое	1	2
737	как можно	3	2
738	связи с	1	2
739	и наказания	2	2
740	не о	3	2
741	пути и	1	2
742	про себя	3	2
743	не овладевает	1	2
744	дано в	3	2
745	братья карамазовы	3	2
746	достоевского оказывается	1	2
747	петра верховенского	1	2
748	между ними	4	2
749	и именно	1	2
750	нему все	1	2
751	тут в	1	2
752	был не	2	2
753	в смысле	4	2
754	нельзя найти	1	2
755	могли бы	3	2
756	смысл и	2	2
757	весь мир	1	2
758	опыт и	1	2
759	дух и	1	2
760	природе своей	3	2
761	его творчества	8	2
762	должен прийти	1	2
763	романы достоевского	3	2
764	можно сделать	1	2
765	я бы	1	2
766	что эта	1	2
767	со христом	1	2
768	себя на	2	2
769	и смердяков	1	2
770	она была	1	2
771	не раз	3	2
772	в последний	2	2
773	любви а	1	2
774	среды и	1	2
775	и каждый	1	2
776	человеку в	1	2
777	слова что	1	2
778	этих словах	1	2
779	бы быть	3	2
780	что без	1	2
781	его к	4	2
782	а как	8	2
783	достоевского говорит	4	2
784	в мысли	1	2
785	мир но	1	2
786	действительной жизни	1	2
787	и ее	5	2
788	наше время	1	2
789	самим собою	3	2
790	лишь по	1	2
791	образе христа	1	2
792	и ту	1	2
793	мою душу	1	2
794	так всегда	1	2
795	а потому	4	2
796	во втором	1	2
797	такой человек	1	2
798	его нет	1	2
799	был очень	1	2
800	может в	1	2
801	на западе	2	2
802	вавилонской башни	1	2
803	своих героев	5	2
804	образа и	1	2
805	и раскольников	1	2
806	другого человека	4	2
807	была бы	5	2
808	в сущности	11	2
809	почему достоевский	1	2
810	от этой	1	2
811	идеей и	1	2
812	для сознания	1	2
813	человека во	1	2
814	же что	5	2
815	подобно тому	5	2
816	человеку как	1	2
817	обращено к	3	2
818	человеке в	1	2
819	и идеал	1	2
820	одну и	1	2
821	достоевского а	2	2
822	если не	2	2
823	самом деле	9	2
824	сознание не	2	2
825	от своего	1	2
826	его собственная	1	2
827	их в	8	2
828	преступление и	2	2
829	и действительно	1	2
830	достоевский как	2	2
831	к нам	2	2
832	необходимости в	1	2
833	них он	1	2
834	том смысле	1	2
835	ему и	1	2
836	духа а	1	2
837	которая не	2	2
838	в каком	2	2
839	своей жизни	2	2
840	зосимы в	1	2
841	достоевский стал	1	2
842	же я	1	2
843	что мы	2	2
844	ни у	1	2
845	не имеют	1	2
846	тотчас же	3	2
847	записной книжке	2	2
848	можно лишь	1	2
849	относится к	2	2
850	во мне	2	2
851	быть не	1	2
852	человека нет	1	2
853	противоречия и	2	2
854	есть у	2	2
855	героев достоевского	5	2
856	и уже	3	2
857	то все	1	2
858	идея не	1	2
859	последний день	2	2
860	не потому	4	2
861	всякого человека	1	2
862	только это	1	2
863	его романах	5	2
864	потому и	2	2
865	лишь одна	1	2
866	эта вера	1	2
867	его интересует	1	2
868	его художественного	6	2
869	в сфере	4	2
870	он все	2	2
871	данте и	2	2
872	ставил и	1	2
873	что я	2	2
874	жизнь как	1	2
875	слова он	1	2
876	глубже чем	1	2
877	бы сказать	1	2
878	мысли не	1	2
879	мире в	3	2
880	этого слова	3	2
881	правда в	2	2
882	не видит	1	2
883	в романах	15	2
884	многие из	1	2
885	его как	6	2
886	бы его	1	2
887	свободой и	1	2
888	его мысль	1	2
889	раскрывает в	1	2
890	которым он	1	2
891	выражения в	1	2
892	воля к	2	2
893	всякий человек	1	2
894	него была	1	2
895	этом отношении	7	2
896	он и	9	2
897	в вечности	1	2
898	о нем	16	2
899	тут не	2	2
900	ее в	2	2
901	романах достоевского	12	2
902	со своим	4	2
903	на самом	5	2
904	имел в	1	2
905	же не	1	2
906	когда говорил	1	2
907	этого пути	1	2
908	смысле этого	2	2
909	с их	9	2
910	свои мысли	2	2
911	своей книге	2	2
912	у ивана	2	2
913	в свои	2	2
914	но эта	4	2
915	противоречий он	1	2
916	раз навсегда	1	2
917	а без	1	2
918	о жизни	1	2
919	личное начало	1	2
920	в обычном	3	2
921	в какой	2	2
922	него но	1	2
923	есть только	5	2
924	к своему	1	2
925	как ее	2	2
926	открыть в	1	2
927	личности не	1	2
928	как люди	1	2
929	нисколько не	2	2
930	это было	3	2
931	бы ни	1	2
932	бы это	1	2
933	это достоевский	1	2
934	к одному	1	2
935	еще до	1	2
936	ко всему	1	2
937	друг за	1	2
938	равно что	1	2
939	и других	8	2
940	и социального	1	2
941	он ни	2	2
942	раскольникова и	4	2
943	пределы и	1	2
944	с какой-то	1	2
945	он легко	1	2
946	две стороны	1	2
947	ни один	5	2
948	не по	3	2
949	истину в	1	2
950	своей идеи	1	2
951	то перед	2	2
952	смысл жизни	1	2
953	не находит	1	2
954	не оставляет	4	2
955	характерно для	2	2
956	отказ от	1	2
957	веры в	1	2
958	творчества достоевского	8	2
959	тем самым	3	2
960	людей он	1	2
961	достоевский но	2	2
962	можно найти	3	2
963	идей в	5	2
964	человека с	1	2
965	на всю	1	2
966	у нее	1	2
967	было ничего	1	2
968	карамазова и	5	2
969	прежде чем	1	2
970	человека из	4	2
971	это он	1	2
972	и о	5	2
973	что за	1	2
974	в плане	5	2
975	них нет	1	2
976	своей записной	1	2
977	которые в	2	2
978	бы он	3	2
979	самого последнего	1	2
980	или иной	3	2
981	происходит в	1	2
982	хотя он	1	2
983	и новые	1	2
984	толстого в	1	2
985	противоречии с	1	2
986	его творчество	4	2
987	им не	1	2
988	как для	1	2
989	не надо	1	2
990	к идее	4	2
991	мира в	6	2
992	в е	2	2
993	мира с	1	2
994	момент его	3	2
995	себе а	1	2
996	в сложном	1	1
997	но потому	2	1
998	нельзя признать	1	1
999	не они	1	1
1000	радость в	1	1
1001	вот это	1	1
1002	обращены к	1	1
1003	самостоятельную жизнь	1	1
1004	того она	1	1
1005	и русском	1	1
1006	бы мир	1	1
1007	достоевский никогда	5	1
1008	которая была	1	1
1009	особенность его	4	1
1010	вводит достоевский	1	1
1011	со всем	2	1
1012	достоевскому все	1	1
1013	только что	3	1
1014	русской литературе	2	1
1015	знает не	1	1
1016	оторвавшийся от	1	1
1017	творчества в	3	1
1018	достоевского всюду	1	1
1019	ним вот	2	1
1020	все позволено	1	1
1021	человека можно	1	1
1022	степени как	2	1
1023	значит конечно	3	1
1024	и взаимодействие	2	1
1025	собственной личности	1	1
1026	даже в	7	1
1027	и над	2	1
1028	эта идея	1	1
1029	эта новая	3	1
1030	он видит	1	1
1031	котором в	1	1
1032	или нет	1	1
1033	их жизни	2	1
1034	шекспира и	2	1
1035	говорит о	1	1
1036	тот мир	1	1
1037	сам автор	4	1
1038	окружающей его	1	1
1039	своеобразие его	1	1
1040	и духовное	1	1
1041	может нас	1	1
1042	самых глубоких	1	1
1043	и целое	1	1
1044	силой и	1	1
1045	в последнюю	1	1
1046	другой стороны	3	1
1047	плане в	1	1
1048	моменты его	1	1
1049	человеческой души	1	1
1050	и повсюду	1	1
1051	в рамки	2	1
1052	и необходимости	1	1
1053	основанную на	1	1
1054	в борьбе	1	1
1055	а напротив	1	1
1056	ему но	2	1
1057	в материал	1	1
1058	мир мир	2	1
1059	и исступленно	1	1
1060	делает в	1	1
1061	но все	8	1
1062	героя лишь	1	1
1063	вот что	2	1
1064	их личности	2	1
1065	сам раскольников	1	1
1066	алеши с	1	1
1067	на такой	1	1
1068	ну и	1	1
1069	происходит не	1	1
1070	что весь	1	1
1071	у людей	1	1
1072	из всего	2	1
1073	сторона его	2	1
1074	бы все	1	1
1075	вне себя	1	1
1076	самым основным	1	1
1077	случае если	1	1
1078	не разрешает	1	1
1079	со свидригайловым	1	1
1080	сознанием и	2	1
1081	достоевского достоевский	2	1
1082	а именно	4	1
1083	стремления к	1	1
1084	на эту	1	1
1085	ставит нас	1	1
1086	что действие	1	1
1087	живет не	1	1
1088	его особая	1	1
1089	является для	2	1
1090	и раздвоенность	1	1
1091	его творческого	1	1
1092	по своим	4	1
1093	для их	2	1
1094	но новый	1	1
1095	культурной традиции	2	1
1096	одного духа	1	1
1097	за человека	1	1
1098	в письме	1	1
1099	внешней среды	1	1
1100	потому она	1	1
1101	но внутренне	1	1
1102	казалось бы	1	1
1103	он из	1	1
1104	все устойчивые	1	1
1105	достоевского может	2	1
1106	настоящее и	1	1
1107	человека ибо	1	1
1108	перестает быть	4	1
1109	и того	1	1
1110	со своих	1	1
1111	был таким	1	1
1112	действительность а	1	1
1113	он изображает	1	1
1114	всю его	1	1
1115	и алеша	2	1
1116	достоевского явление	2	1
1117	идеологии достоевского	3	1
1118	среды в	1	1
1119	раз и	4	1
1120	эти идеи	3	1
1121	наоборот он	1	1
1122	нет такой	1	1
1123	другу как	1	1
1124	хотя с	1	1
1125	конечно что	3	1
1126	этом мы	1	1
1127	для одних	1	1
1128	мир его	1	1
1129	но даже	1	1
1130	ничто не	1	1
1131	мира на	1	1
1132	сознании достоевского	1	1
1133	бы из	1	1
1134	но во	1	1
1135	в другом	1	1
1136	но эти	2	1
1137	же воспринимает	1	1
1138	и неизбежно	1	1
1139	есть утверждение	1	1
1140	достоевском как	1	1
1141	войти в	2	1
1142	неизбежно приходит	1	1
1143	и показывает	1	1
1144	хорошо понимал	1	1
1145	конечно достоевский	1	1
1146	над которым	1	1
1147	знает о	1	1
1148	старой и	1	1
1149	и будущее	1	1
1150	говорить о	3	1
1151	всего как	1	1
1152	может служить	1	1
1153	я всю	1	1
1154	и при	1	1
1155	существу своему	1	1
1156	ценности и	1	1
1157	для раскольникова	1	1
1158	в традиционном	1	1
1159	не выражают	1	1
1160	уже и	2	1
1161	на практике	1	1
1162	же его	1	1
1163	природы но	1	1
1164	инквизиторе и	1	1
1165	замкнутости и	1	1
1166	точке зрения	5	1
1167	всегда и	1	1
1168	на ней	1	1
1169	быть признан	1	1
1170	дело и	1	1
1171	но ни	1	1
1172	к ним	3	1
1173	как на	4	1
1174	сохранить за	1	1
1175	вообще и	1	1
1176	нет уж	1	1
1177	отношений и	2	1
1178	самом начале	3	1
1179	о тех	1	1
1180	огромное значение	1	1
1181	форме но	1	1
1182	идея в	4	1
1183	в голове	1	1
1184	может менее	1	1
1185	наряду с	1	1
1186	это свойство	1	1
1187	с обычной	1	1
1188	в мировом	1	1
1189	за него	1	1
1190	же она	1	1
1191	нигде не	6	1
1192	в зависимости	5	1
1193	не умеет	1	1
1194	чертами в	1	1
1195	себе достоевский	1	1
1196	для понимания	5	1
1197	своей диалектике	1	1
1198	достоевского по	2	1
1199	это прежде	1	1
1200	идею ивана	1	1
1201	по поводу	2	1
1202	за бога	1	1
1203	распадается на	1	1
1204	не решив	2	1
1205	тут мы	1	1
1206	у раскольникова	1	1
1207	его образа	4	1
1208	чем это	1	1
1209	однако же	2	1
1210	и становится	2	1
1211	или лучше	1	1
1212	путь его	2	1
1213	он прежде	1	1
1214	не то	1	1
1215	жизни с	1	1
1216	действительно в	1	1
1217	почвы и	3	1
1218	гоголь и	1	1
1219	своего творческого	1	1
1220	как угодно	1	1
1221	себе самом	9	1
1222	и положительное	1	1
1223	она имеет	1	1
1224	достоевский говорит	2	1
1225	всего видит	1	1
1226	нашего времени	1	1
1227	той мере	1	1
1228	в прошлое	2	1
1229	из величайших	1	1
1230	избытка в	1	1
1231	она и	3	1
1232	обычном смысле	2	1
1233	о двух	2	1
1234	толстого и	2	1
1235	произведения и	2	1
1236	инквизитора и	1	1
1237	путь достоевского	2	1
1238	характерен для	1	1
1239	сознания с	3	1
1240	а внутри	1	1
1241	земли в	1	1
1242	с одной	1	1
1243	притом не	1	1
1244	сознание в	3	1
1245	и обливая	1	1
1246	еще больше	1	1
1247	его внутреннюю	1	1
1248	ли быть	1	1
1249	не стремится	1	1
1250	героев которые	1	1
1251	к творчеству	1	1
1252	есть его	1	1
1253	с точки	21	1
1254	что мир	1	1
1255	мыслей он	1	1
1256	им темы	1	1
1257	то для	1	1
1258	свободным и	1	1
1259	достоевского для	2	1
1260	которого он	1	1
1261	выбора и	1	1
1262	для своего	2	1
1263	они в	1	1
1264	любви тут	1	1
1265	по типу	1	1
1266	не больше	1	1
1267	их всех	1	1
1268	и всякой	2	1
1269	существу с	1	1
1270	содержания как	1	1
1271	не путем	1	1
1272	видит в	1	1
1273	этот опыт	1	1
1274	в самые	1	1
1275	и последнее	1	1
1276	существует только	2	1
1277	как же	5	1
1278	бы только	1	1
1279	слово о	8	1
1280	достоевский очень	1	1
1281	быть до	1	1
1282	или не	2	1
1283	вы бы	1	1
1284	мировой литературы	2	1
1285	время во	1	1
1286	алеши и	1	1
1287	всех его	1	1
1288	сознания не	3	1
1289	не осуществляется	1	1
