N	2gram	Bakhtin_Fr	VelikijI
131	не с	1	2
132	прежде всего	18	2
133	для них	1	2
134	можно было	4	2
135	в форме	6	2
136	людей и	3	2
137	вслед за	1	2
138	и это	6	2
139	мы не	2	2
140	конечно не	2	2
141	только в	7	2
142	а с	1	2
143	те которые	1	2
144	в божественной	1	2
145	полного и	1	2
146	а в	10	2
147	до того	3	2
148	в духе	4	2
149	в число	1	2
150	и сам	2	2
151	и любви	1	2
152	это мы	1	2
153	но не	1	2
154	все царства	1	2
155	тем что	8	2
156	тот кто	1	2
157	легенда о	2	2
158	и во	4	2
159	значения и	1	2
160	не имел	1	2
161	с тем	2	2
162	одна из	7	2
163	назначения в	1	2
164	во главе	1	2
165	мы слышим	1	2
166	его к	3	2
167	свободной и	1	2
168	не могут	3	2
169	да и	1	2
170	и новые	2	2
171	том что	8	2
172	когда в	1	2
173	мир и	1	2
174	так много	4	2
175	для их	1	2
176	для человека	1	2
177	в себя	3	2
178	что их	2	2
179	уже не	2	2
180	мира в	6	2
181	одном образе	1	1
182	свобода и	1	1
183	в новом	1	1
184	с которыми	1	1
185	в самом	9	1
186	избавился от	1	1
187	во всем	5	1
188	мне от	1	1
189	были в	1	1
190	в образах	8	1
191	и человеческого	1	1
192	художественный образ	1	1
193	связь с	2	1
194	и другие	3	1
195	то есть	36	1
196	и стало	1	1
197	было не	1	1
198	всем в	1	1
199	и пусть	1	1
200	человека в	3	1
201	все в	1	1
202	и уничтожающий	1	1
203	это одна	4	1
204	папы и	1	1
205	мы видим	13	1
206	и самое	1	1
207	ты можешь	1	1
208	всего один	1	1
209	конца мира	1	1
210	земли с	1	1
211	на котором	1	1
212	для нашего	2	1
213	бога в	1	1
214	это тот	1	1
215	речь идет	1	1
216	но люди	1	1
217	он говорит	2	1
218	обе формы	1	1
219	и совершают	1	1
220	и на	12	1
221	ничем не	3	1
222	ней мы	1	1
223	он дал	1	1
224	на части	5	1
225	с тремя	1	1
226	и которую	1	1
227	на этом	6	1
228	может быть	5	1
229	они не	2	1
230	видим что	2	1
231	после того	6	1
232	между собою	3	1
233	к человеку	2	1
234	ты хочешь	1	1
235	здесь есть	2	1
236	дел и	2	1
237	о вечном	1	1
238	ее на	1	1
239	и хлеб	1	1
240	под землей	1	1
241	того как	7	1
242	эта не	1	1
243	это как	1	1
244	наконец от	1	1
245	слово это	2	1
246	мы увидим	4	1
247	и вообще	3	1
248	и вот	3	1
249	она не	1	1
250	но она	1	1
251	уже в	9	1
252	конечно ни	2	1
253	на новый	1	1
254	есть прежде	1	1
255	в состоянии	2	1
256	у них	3	1
257	что уже	1	1
258	с этой	4	1
259	то же	16	1
260	и если	1	1
261	свое дело	2	1
262	и могли	1	1
263	iv в	1	1
264	этом мире	1	1
265	не по	1	1
266	образ и	1	1
267	не быть	1	1
268	и должна	1	1
269	эта идея	1	1
270	на вечность	1	1
271	но от	1	1
272	что это	9	1
273	не мистический	1	1
274	все новые	2	1
275	не всегда	1	1
276	в разных	2	1
277	него в	2	1
278	есть путь	1	1
279	о чем	2	1
280	тайны и	1	1
281	отнять у	1	1
282	с такой	1	1
283	образ в	2	1
284	они только	2	1
285	в ее	6	1
286	смертью и	1	1
287	и тем	3	1
288	и уже	1	1
289	мире ином	1	1
290	если б	2	1
291	говорит о	2	1
292	как это	2	1
293	чем у	1	1
294	оно ни	3	1
295	есть еще	1	1
296	от этой	2	1
297	мы в	2	1
298	я вижу	1	1
299	что человек	1	1
300	в которую	1	1
301	и всегда	2	1
302	в человеке	2	1
303	в тот	1	1
304	не были	5	1
305	есть и	4	1
306	в одном	5	1
307	же что	2	1
308	у нас	4	1
309	нового времени	5	1
310	в этой	18	1
311	мира с	1	1
312	это слово	1	1
313	в результате	7	1
314	в трех	2	1
315	говорит что	2	1
316	в виду	4	1
317	другой стороны	2	1
318	и хотя	1	1
319	на людей	1	1
320	я не	3	1
321	явление от	1	1
322	уже и	1	1
323	у него	13	1
324	по словам	1	1
325	них и	2	1
326	не дали	1	1
327	власти и	2	1
328	в новых	3	1
329	не существует	1	1
330	так же	11	1
331	в виде	2	1
332	те что	1	1
333	тогда как	1	1
334	над ним	1	1
335	словах его	1	1
336	не была	1	1
337	не был	2	1
338	но с	3	1
339	и всех	1	1
340	в своих	1	1
341	является и	4	1
342	люди эти	1	1
343	зло прошлого	1	1
344	в противоположность	1	1
345	их и	2	1
346	проявляется и	1	1
347	с другой	3	1
348	конечно в	2	1
349	свою роль	1	1
350	в которой	3	1
351	но все	5	1
352	и с	17	1
353	наших дней	2	1
354	к ним	1	1
355	есть такое	2	1
356	в лице	2	1
357	смерть но	1	1
358	отношение к	3	1
359	глубине его	1	1
360	на нее	1	1
361	было для	1	1
362	места в	2	1
363	в мир	1	1
364	с именем	1	1
365	или даже	2	1
366	своему назначению	1	1
367	он так	1	1
368	лишь как	1	1
369	легенде о	1	1
370	найти в	1	1
371	как мы	19	1
372	и до	14	1
373	в процессе	3	1
374	дух в	1	1
375	же они	1	1
376	царство и	1	1
377	сущности и	1	1
378	на него	2	1
379	в своем	13	1
380	веке в	1	1
381	это очень	2	1
382	стороны в	1	1
383	его на	1	1
384	неба и	1	1
385	был в	3	1
386	зло это	1	1
387	еще и	2	1
388	будем говорить	1	1
389	к жизни	4	1
390	нам лучше	1	1
391	и от	10	1
392	в изображении	4	1
393	тем чтобы	1	1
394	думать о	1	1
395	на отрицании	1	1
396	мы будем	1	1
397	этих словах	2	1
398	как она	2	1
399	ничего не	4	1
400	весь мир	1	1
401	свое и	1	1
402	истины и	1	1
403	с ними	4	1
404	над смертью	1	1
405	к миру	1	1
406	в сознании	1	1
407	духа в	2	1
408	и очень	2	1
409	правда так	1	1
410	о которой	1	1
411	о судьбе	1	1
412	природы и	3	1
413	что тот	1	1
414	и так	2	1
415	вместе с	9	1
416	скрыто в	1	1
417	все же	2	1
418	в одно	1	1
419	природе в	1	1
420	мировой истории	1	1
421	и которые	1	1
422	как в	9	1
423	этого слова	1	1
424	в которых	3	1
425	находится в	2	1
426	значение в	2	1
427	роль в	4	1
428	им в	2	1
429	в высшую	1	1
430	небом и	1	1
431	в словах	2	1
432	бы ни	1	1
433	себя и	1	1
434	ограниченности и	1	1
435	и по	4	1
436	человеке и	1	1
437	менее всего	1	1
438	и высшее	1	1
439	и эта	4	1
440	к этому	5	1
441	небе и	1	1
442	образ мой	1	1
443	человека есть	1	1
444	в их	5	1
445	этой новой	2	1
446	со своей	1	1
447	и насыщает	1	1
448	счастья и	1	1
449	это в	4	1
450	ли он	1	1
451	в двух	1	1
452	мира и	6	1
453	может и	2	1
454	том свете	1	1
455	конце концов	5	1
456	духа а	1	1
457	выше всех	1	1
458	есть то	2	1
459	в другие	2	1
460	ни для	1	1
461	к ее	1	1
462	таким же	4	1
463	себе и	2	1
464	не просто	3	1
465	он был	7	1
466	в едином	1	1
467	не помогают	2	1
468	животное и	1	1
469	в целом	1	1
470	им не	1	1
471	и ее	2	1
472	вовсе не	11	1
473	но к	1	1
474	что на	1	1
475	жизни с	1	1
476	есть не	2	1
477	о необычайном	1	1
478	на составные	1	1
479	он выразил	1	1
480	ли что	1	1
481	в речах	1	1
482	и дал	1	1
483	было написано	3	1
484	в земном	1	1
485	и чудесами	1	1
486	и нет	2	1
487	бы в	3	1
488	человеческую жизнь	1	1
489	к нему	7	1
490	от них	2	1
491	и смерти	4	1
492	от источника	1	1
