N	2gram	Savitsky_P	Psycholo
130	главным образом	2	14
131	прежде всего	3	14
132	заключает в	2	14
133	те же	1	14
134	в жизни	2	14
135	этих двух	1	14
136	столь же	3	14
137	должна быть	1	14
138	всяком случае	1	14
139	в области	11	14
140	само по	1	14
141	именно в	2	13
142	а с	1	13
143	отнюдь не	2	13
144	знаем что	1	13
145	со стороны	2	13
146	и другие	1	12
147	в этих	1	12
148	не менее	2	12
149	тогда когда	1	12
150	и уже	1	12
151	это в	1	12
152	и очень	1	12
153	и с	2	12
154	например в	2	12
155	что по	1	12
156	что его	1	12
157	что не	1	12
158	не было	2	11
159	поэзии и	1	11
160	сравнению с	1	11
161	по сравнению	2	11
162	как к	1	11
163	уже в	1	11
164	бы мы	1	11
165	и других	2	11
166	отличие от	1	11
167	есть в	2	11
168	его в	1	11
169	были бы	1	11
170	с его	1	11
171	думать что	2	11
172	сами по	3	10
173	именно на	1	10
174	в данном	1	10
175	должно быть	2	10
176	но как	1	10
177	представить себе	1	10
178	думается что	1	9
179	не есть	1	9
180	вопрос о	1	9
181	с ее	1	9
182	на основании	1	9
183	в отличие	1	9
184	в виде	2	9
185	и по	1	9
186	тем самым	3	9
187	и ее	1	9
188	мысль о	2	9
189	к чему	2	9
190	и именно	1	9
191	в силу	2	9
192	оно есть	1	9
193	который не	1	9
194	мы хотим	1	9
195	должен быть	1	9
196	не к	2	9
197	формы в	1	8
198	из двух	1	8
199	одно и	1	8
200	в общем	2	8
201	ни на	1	8
202	тем же	1	8
203	место в	1	8
204	из всех	1	8
205	в собственном	1	8
206	с другом	1	8
207	наряду с	3	8
208	гораздо более	1	8
209	по преимуществу	1	8
210	чтобы понять	1	8
211	друг с	1	8
212	именно потому	1	8
213	этом смысле	1	8
214	и более	1	8
215	бы и	1	8
216	которую мы	2	8
217	в трех	1	8
218	стороны и	2	8
219	только то	1	8
220	мысли и	1	7
221	не как	1	7
222	представляет собой	1	7
223	она есть	3	7
224	в каждом	1	7
225	и при	1	7
226	чувство и	1	7
227	есть нечто	2	7
228	они не	1	7
229	только один	1	7
230	это имеет	1	7
231	к ним	1	7
232	же в	4	7
233	к этой	1	7
234	одно из	1	7
235	если он	1	7
236	когда в	1	7
237	от этой	1	7
238	время в	2	7
239	в качестве	9	7
240	и эти	1	7
241	к жизни	1	7
242	с которым	1	7
243	и которая	1	7
244	до тех	1	7
245	есть как	1	7
246	смысл этого	1	6
247	более или	1	6
248	он был	1	6
249	пор пока	1	6
250	только как	1	6
251	бы что	1	6
252	в русской	4	6
253	не могла	1	6
254	что есть	1	6
255	в отношении	10	6
256	да и	2	6
257	тех пор	1	6
258	и вся	1	6
259	каждый из	1	6
260	на две	1	6
261	находятся в	1	6
262	в русском	2	6
263	на нее	1	6
264	и без	3	6
265	не все	1	6
266	как ни	1	6
267	еще более	2	6
268	из нее	1	6
269	иначе как	1	6
270	говорить о	2	6
271	или менее	1	6
272	в себя	1	6
273	мысль и	1	6
274	не сумеем	1	6
275	нисколько не	1	6
276	она должна	1	6
277	или его	1	6
278	в душе	1	5
279	а затем	1	5
280	в смысле	6	5
281	и еще	1	5
282	во всей	2	5
283	что составляет	1	5
284	следует понимать	1	5
285	в эту	2	5
286	тем и	1	5
287	над ним	1	5
288	и чем	1	5
289	если в	2	5
290	к действию	1	5
291	нет никакого	1	5
292	отношения к	2	5
293	одновременно и	1	5
294	и теперь	1	5
295	и наоборот	1	5
296	она может	1	5
297	и всегда	1	5
298	том виде	1	5
299	бы это	1	5
300	в сборнике	1	5
301	что то	1	5
302	что дело	1	5
303	хотя и	3	5
304	которое в	2	5
305	в других	1	5
306	именно как	2	5
307	себя в	1	5
308	собственном смысле	1	5
309	уяснить себе	1	5
310	представляют собой	1	5
311	вот как	1	5
312	в известном	1	5
313	в творчестве	1	5
314	видим в	1	5
315	из этой	1	5
316	этой области	1	5
317	или что	1	5
318	идет речь	1	5
319	а я	5	5
320	является в	2	4
321	в применении	1	4
322	с собой	1	4
323	к другим	1	4
324	и другим	1	4
325	в порядке	3	4
326	применении к	1	4
327	должна была	1	4
328	находится в	1	4
329	у каждого	1	4
330	но для	1	4
331	области поэзии	1	4
332	с с	2	4
333	к сожалению	1	4
334	с которой	1	4
335	отношении к	5	4
336	бы как	1	4
337	может не	1	4
338	где он	1	4
339	лиц и	1	4
340	также и	1	4
341	не с	1	4
342	кто не	1	4
343	все еще	1	4
344	поэзии с	1	4
345	может и	2	4
346	в это	1	4
347	и страсти	1	4
348	тем в	1	4
349	настоящее время	1	4
350	ней и	1	4
351	начала и	2	4
352	т е	3	4
353	в мире	2	4
354	в свете	1	4
355	но к	2	4
356	литературы и	1	4
357	в настоящее	1	4
358	с ними	3	4
359	котором говорит	1	4
360	в истории	1	4
361	же время	7	4
362	обе эти	1	4
363	и где	1	4
364	ли не	1	4
365	что от	1	4
366	за то	1	4
367	в пределах	8	4
368	какой бы	1	3
369	не столько	2	3
370	из чего	1	3
371	первой половине	1	3
372	было в	2	3
373	во времена	1	3
374	из важнейших	2	3
375	по одному	1	3
376	они как	1	3
377	действие которое	1	3
378	исторического материализма	3	3
379	бы она	1	3
380	выражается в	1	3
381	теми же	1	3
382	она оказывается	1	3
383	этом не	1	3
384	она находится	1	3
385	везде и	1	3
386	нет ничего	1	3
387	на основе	1	3
388	только мы	1	3
389	в которую	2	3
390	еще в	1	3
391	наших глазах	1	3
392	стремление к	1	3
393	и я	1	3
394	тем более	2	3
395	бы ни	2	3
396	связаны с	1	3
397	в полной	2	3
398	рассматривать как	1	3
399	сказывается в	2	3
400	мы и	1	3
401	ней не	2	3
402	быть может	6	3
403	от тех	1	3
404	связь между	1	3
405	в восприятии	1	3
406	не о	2	3
407	и жизнь	1	3
408	точек зрения	2	3
409	бы ее	1	3
410	действие в	1	3
411	не более	1	3
412	как известно	1	3
413	сделать то	1	3
414	и который	1	3
415	есть для	1	3
416	два основных	1	3
417	равным образом	1	3
418	чтобы это	1	3
419	из тех	1	3
420	дело идет	1	3
421	ни к	1	3
422	чем то	1	3
423	связана с	1	3
424	творчества и	2	3
425	к следующему	1	3
426	мире в	1	3
427	а также	4	3
428	поскольку она	1	3
429	в наши	1	3
430	в отдельности	1	3
431	применительно к	1	3
432	тем чтобы	1	3
433	чем к	1	3
434	и многие	1	3
435	и такое	1	2
436	исходить из	1	2
437	от первой	1	2
438	русской интеллигенции	1	2
439	говорится о	1	2
440	знаем и	1	2
441	не хотим	1	2
442	осуществляется в	2	2
443	почти исключительно	1	2
444	и должна	1	2
445	на пути	4	2
446	вопросу о	1	2
447	сложны и	1	2
448	общественной мысли	1	2
449	грань между	1	2
450	или иным	1	2
451	при сохранении	1	2
452	воздух и	1	2
453	что уже	1	2
454	может оказаться	1	2
455	тем больше	1	2
456	является и	1	2
457	ничего более	1	2
458	как по	1	2
459	этого сделать	1	2
460	как автор	1	2
461	многих случаях	1	2
462	того кто	1	2
463	от нее	1	2
464	для них	2	2
465	этого процесса	1	2
466	исключительно в	2	2
467	характер этого	1	2
468	для каждого	1	2
469	гораздо большей	4	2
470	имеет два	1	2
471	более чем	2	2
472	в значительной	2	2
473	с того	1	2
474	было и	1	2
475	нигде в	1	2
476	в сфере	2	2
477	исключительно на	1	2
478	к первой	1	2
479	мысли но	1	2
480	признание что	2	2
481	во времени	1	2
482	не означает	1	2
483	два разных	1	2
484	различия между	1	2
485	исторической действительности	1	2
486	в сферу	1	2
487	которую оно	1	2
488	иной раз	1	2
489	в условиях	1	2
490	идеи и	1	2
491	к смерти	1	2
492	в начале	2	2
493	когда ее	1	2
494	промежуток времени	1	2
495	или иной	1	2
496	что было	1	2
497	из авторов	1	2
498	их не	1	2
499	в борьбе	1	2
500	это такое	1	2
501	к более	1	2
502	ведет к	1	2
503	давно уже	1	2
504	внимание к	1	2
505	р и	6	2
506	на этой	1	2
507	во многих	1	2
508	значительной мере	2	2
509	не об	1	2
510	не вполне	1	2
511	как оно	1	2
512	как таковую	1	2
513	всего что	1	2
514	входят в	1	2
515	свои собственные	1	2
516	что каждая	1	2
517	полной мере	2	2
518	сознания к	1	2
519	так было	1	2
520	именно здесь	1	2
521	или хотя	1	2
522	есть та	1	2
523	эти последние	1	2
524	кульминационный пункт	1	2
525	так называемые	2	2
526	и смысла	1	2
527	друг другу	2	2
528	это ощущение	1	2
529	к внешнему	1	2
530	бы оно	1	2
531	теорий и	1	2
532	как одна	1	2
533	переходит в	1	2
534	живет в	1	2
535	что называют	1	2
536	в россии	3	2
537	он будет	1	2
538	и силы	1	2
539	на каждом	1	2
540	бы нас	1	2
541	друг друга	1	2
542	мы возьмем	1	2
543	весьма мало	2	2
544	с чрезвычайно	1	2
545	и слова	1	2
546	есть с	1	2
547	не та	1	2
548	заложенное в	1	2
549	только к	1	2
550	нужно было	2	2
551	что из	2	2
552	науки как	1	2
553	нужно с	1	1
554	чем оно	1	1
555	с двух	1	1
556	и глубины	1	1
557	более широкой	1	1
558	отдельные черты	1	1
559	раскрывается в	1	1
560	и само	1	1
561	тем при	1	1
562	общего начала	1	1
563	именно о	1	1
564	с окружающей	1	1
565	эти черты	1	1
566	в природе	1	1
567	она вообще	1	1
568	более как	1	1
569	это от	1	1
570	скажем прямо	1	1
571	как надстройка	1	1
572	государства в	1	1
573	смерти но	1	1
574	с трудом	1	1
575	есть некоторая	1	1
576	своем значении	2	1
577	образом тем	1	1
578	вопроса необходимо	1	1
579	века но	1	1
580	в грехе	1	1
581	не будут	1	1
582	распадается на	1	1
583	широкой и	1	1
584	образом на	2	1
585	и мир	1	1
586	по природе	1	1
587	почти невозможно	1	1
588	может рассчитывать	1	1
589	подходя к	1	1
590	например с	1	1
591	глаза на	1	1
592	но где	1	1
593	от истины	1	1
594	именно во	1	1
595	различных формах	1	1
596	не очень	1	1
597	только знак	1	1
598	на себя	1	1
599	xviii века	1	1
600	или иная	1	1
601	развитие в	1	1
602	составляющих ее	1	1
603	сущности а	1	1
604	но каждый	1	1
605	не нужно	2	1
606	в а	2	1
607	создается и	1	1
608	есть признак	1	1
609	при отсутствии	1	1
610	к истине	1	1
611	не были	1	1
612	в историческом	1	1
613	которого в	1	1
614	может отличаться	1	1
615	возможно что	1	1
616	культуры и	1	1
617	что во	1	1
618	единственно возможным	1	1
619	но есть	1	1
620	они составляют	1	1
621	эта вторая	1	1
622	что проблема	1	1
623	которая и	1	1
624	в статье	2	1
625	к началу	2	1
626	наше сознание	1	1
627	также что	1	1
628	долго на	1	1
629	выйдет из	1	1
630	готической архитектуры	1	1
631	конечно и	1	1
632	т в	5	1
633	идет именно	1	1
634	в соотношении	1	1
635	и пусть	2	1
636	относящиеся к	1	1
637	виде какой	1	1
638	слова о	1	1
639	широко и	1	1
640	составляют часть	1	1
641	намеки в	1	1
642	и пр	5	1
643	о духе	1	1
644	и везде	1	1
645	власть и	1	1
646	и наше	1	1
647	они несомненно	1	1
648	одна сторона	1	1
649	он пришел	1	1
650	весьма вероятно	2	1
651	каждого слова	1	1
652	в мир	1	1
653	взгляда на	2	1
654	над собой	1	1
655	россию и	1	1
656	какой угодно	1	1
657	о смысле	1	1
658	сводилась к	1	1
659	экономических и	1	1
660	это сделать	1	1
661	имеет не	2	1
662	они стремятся	1	1
663	выражены в	1	1
664	знать что	2	1
665	и злая	1	1
666	богом и	1	1
667	народов как	1	1
668	этом противоположении	1	1
669	в определенном	1	1
670	и вслед	1	1
671	как области	1	1
672	через духовное	2	1
673	и разрешается	1	1
674	преодоления и	1	1
675	за тем	1	1
676	история и	1	1
677	значило бы	1	1
678	заставить их	1	1
679	и русского	2	1
680	к иным	1	1
681	особенно в	1	1
682	при виде	1	1
683	времени так	1	1
684	понимать что	1	1
685	можем представить	1	1
686	раньше в	1	1
687	план в	1	1
688	сказывается не	1	1
689	в народе	1	1
690	ей в	3	1
691	с основной	1	1
692	таковые как	1	1
693	поскольку они	1	1
694	эти ценности	1	1
695	как таковые	1	1
696	можно наметить	1	1
697	есть и	1	1
698	как явление	1	1
699	как мир	2	1
700	человека с	1	1
701	и техники	1	1
702	в рамках	1	1
703	причины почему	1	1
704	числе и	1	1
705	и ясный	1	1
706	и чувствуем	1	1
707	заключен в	1	1
708	в естественных	1	1
709	в эпоху	1	1
710	противоречии с	1	1
711	ранее в	1	1
712	и целиком	1	1
713	чтобы дать	1	1
714	в момент	1	1
715	тех кто	4	1
716	есть прежде	1	1
717	а никак	1	1
718	и конца	1	1
719	есть знак	1	1
720	она всегда	1	1
721	ее место	1	1
722	за последние	1	1
723	которой в	1	1
724	победы в	1	1
725	жить и	1	1
726	всего мы	1	1
727	и достоевский	1	1
728	процесс этот	1	1
729	стремления и	1	1
730	а она	1	1
731	значения но	1	1
732	построена как	1	1
733	весь он	1	1
734	положительно утверждать	1	1
735	сущности не	1	1
736	доказательство в	1	1
737	эстетических достоинств	1	1
738	наоборот на	1	1
739	и внутренне	1	1
740	в одно	1	1
741	социальные формы	1	1
742	ценности в	2	1
743	своего существования	1	1
744	в обстановке	7	1
745	относиться к	1	1
746	иного и	1	1
747	она получила	1	1
748	это осуществляется	1	1
749	среды в	1	1
750	восходит к	1	1
751	бы из	1	1
752	который конечно	1	1
753	которых не	1	1
754	из понимания	1	1
755	сущность которого	1	1
756	об отношении	1	1
757	в различных	1	1
758	отказом от	1	1
759	тому на	1	1
760	два направления	1	1
761	она ни	2	1
762	духа и	2	1
763	зрения можно	1	1
764	на будущее	1	1
765	теория исторического	1	1
766	чем-либо от	1	1
767	должны его	1	1
768	часть того	1	1
769	имеют в	1	1
770	очень далеко	1	1
771	есть у	1	1
772	прийти к	1	1
773	на этих	2	1
774	и через	1	1
775	и этим	1	1
776	в тот	2	1
777	сколько бы	2	1
778	можно рассматривать	1	1
779	и притом	1	1
780	не осуществляется	1	1
781	происходит и	1	1
782	представляют собою	1	1
783	в последние	2	1
784	самом точном	1	1
785	также в	1	1
786	по свету	1	1
787	между прочим	2	1
788	века в	1	1
789	на линии	1	1
790	не вследствие	1	1
791	должны в	1	1
792	и построений	1	1
793	с к	7	1
794	процесса нужно	1	1
795	напряжением и	1	1
796	в и	1	1
797	не верить	1	1
798	все основные	1	1
799	и критика	1	1
800	в наших	1	1
801	известном смысле	1	1
802	с у	1	1
803	и философской	1	1
804	любовь и	1	1
805	что жизнь	1	1
806	взывает к	1	1
807	которые были	1	1
808	с о	2	1
809	и особенно	1	1
810	как возможность	1	1
811	значение если	1	1
812	или все	1	1
813	новую и	1	1
814	науки и	1	1
815	к составлению	1	1
816	одинаковое значение	1	1
817	могут стать	1	1
818	оказывается в	1	1
819	наших сил	1	1
820	в сложной	1	1
821	мир от	1	1
822	вопросом о	1	1
823	в сравнении	3	1
824	в которые	1	1
825	будет с	1	1
826	в большинстве	1	1
827	на россию	1	1
828	традиции в	1	1
829	каждый в	2	1
830	эта мысль	1	1
831	вопроса и	1	1
832	идеи в	1	1
833	этот спор	1	1
834	в некие	1	1
835	только это	2	1
836	подошел к	2	1
837	к науке	1	1
838	к миру	1	1
839	последней в	1	1
840	смысле на	1	1
841	чуть ли	1	1
842	области живописи	1	1
843	возможность не	1	1
844	реальное и	1	1
845	несовершенство и	1	1
846	в гораздо	4	1
847	хозяйстве и	1	1
848	вероятно что	1	1
849	том числе	2	1
850	что русская	1	1
851	и живое	1	1
852	совершенно новое	1	1
853	в г	1	1
854	мы отнюдь	1	1
855	начала в	1	1
856	эта основная	1	1
857	говорить об	1	1
858	и сопоставлении	1	1
859	значение которого	1	1
860	в русских	1	1
861	и главное	1	1
862	каково же	1	1
863	исключительно и	1	1
864	гласит что	1	1
865	церкви и	2	1
866	момент когда	1	1
867	частности в	1	1
868	и живы	1	1
869	разных точек	1	1
870	воспринимает не	1	1
871	соотношение между	1	1
872	россии и	4	1
873	плоть в	1	1
874	к сохранению	1	1
875	та или	1	1
876	в эти	1	1
877	общественной и	1	1
