N	2gram	Potebnia_M	slovoVRo
231	о том	6	5
232	но оно	3	5
233	его и	1	5
234	в данном	1	5
235	и более	3	5
236	вне его	1	5
237	мы не	17	5
238	для того	8	5
239	только на	4	5
240	связанных с	1	5
241	языка не	5	5
242	той же	3	5
243	отношению к	13	5
244	со словом	4	5
245	но он	3	5
246	между этими	2	5
247	остается в	1	5
248	уже в	5	5
249	хотя и	6	5
250	этом отношении	1	5
251	стремится к	1	5
252	с их	1	5
253	слова не	2	5
254	как его	1	5
255	или даже	3	5
256	и проч	11	5
257	должен быть	2	5
258	в других	6	5
259	в каждом	6	5
260	а как	3	5
261	слова с	2	5
262	эти формы	2	5
263	и может	5	5
264	не с	2	5
265	и сам	1	5
266	и языка	4	5
267	оно может	2	5
268	и по	8	5
269	для этого	2	5
270	имеет дело	2	5
271	или напротив	1	5
272	до сих	5	4
273	оно и	4	4
274	языке и	2	4
275	в некоторых	4	4
276	в другой	4	4
277	те же	4	4
278	его но	1	4
279	не столько	3	4
280	в виду	2	4
281	влияние на	4	4
282	для всех	6	4
283	со всеми	1	4
284	если бы	23	4
285	в построении	1	4
286	отношения к	2	4
287	и другим	1	4
288	его на	3	4
289	всегда в	1	4
290	что он	5	4
291	влияния на	1	4
292	так же	7	4
293	языка так	1	4
294	языка или	2	4
295	которая не	1	4
296	как только	1	4
297	к тому	5	4
298	зрения и	7	4
299	и образ	2	4
300	даже и	4	4
301	того чтобы	4	4
302	сознание и	1	4
303	все свои	1	4
304	в другом	3	4
305	но эти	4	4
306	тогда когда	15	4
307	и уже	6	4
308	и слово	2	4
309	с этой	3	4
310	в различных	1	4
311	ни были	3	4
312	в чем	6	4
313	свою очередь	8	4
314	ибо он	1	4
315	и формы	1	4
316	и во	6	4
317	язык но	3	4
318	с этими	1	4
319	он может	2	4
320	в свой	1	4
321	однако в	4	4
322	на предмет	2	4
323	но это	7	4
324	как сказано	1	4
325	его как	1	4
326	голоса и	1	4
327	из них	2	4
328	того что	15	4
329	он должен	2	4
330	несколько слов	1	4
331	все его	2	4
332	что оно	5	4
333	том же	3	4
334	быть только	7	4
335	смысле в	5	4
336	что и	16	4
337	в виде	1	4
338	а на	2	4
339	языка это	1	4
340	в которой	5	4
341	даже на	1	4
342	здесь как	1	4
343	это слово	1	4
344	и как	11	4
345	же как	1	4
346	так в	4	4
347	следовательно и	2	4
348	языки не	1	4
349	в условиях	1	4
350	в себя	2	4
351	из одного	3	4
352	сих пор	5	4
353	именно как	1	4
354	с образом	1	4
355	может иметь	1	4
356	но как	4	4
357	как предмет	3	4
358	эти слова	1	4
359	с языком	2	4
360	одним словом	5	4
361	одно и	1	4
362	не были	2	4
363	говорящего и	2	4
364	из него	3	4
365	или как	2	4
366	при всем	1	4
367	дальнейшем развитии	1	4
368	и о	3	4
369	речи и	11	4
370	образом в	5	4
371	не всегда	2	4
372	языка с	6	4
373	и предметом	2	4
374	из этого	2	4
375	бы ни	8	4
376	и ее	1	4
377	есть как	2	4
378	мы видели	5	4
379	и другие	1	3
380	связи и	1	3
381	собственном смысле	2	3
382	все что	5	3
383	и самое	3	3
384	самого предмета	4	3
385	переходит в	2	3
386	его с	3	3
387	в разных	2	3
388	от нас	3	3
389	одного языка	1	3
390	действует в	1	3
391	не исчерпывается	2	3
392	от этой	1	3
393	и то	4	3
394	нас в	2	3
395	речи как	1	3
396	в связи	2	3
397	нами в	2	3
398	исторического развития	1	3
399	и они	2	3
400	в более	4	3
401	в духе	1	3
402	в первом	5	3
403	с таким	3	3
404	по всей	2	3
405	тем что	15	3
406	отношением к	1	3
407	в собственном	4	3
408	притом в	1	3
409	в одно	5	3
410	предмета и	3	3
411	человеке и	2	3
412	как более	1	3
413	язык это	1	3
414	мир и	1	3
415	не его	1	3
416	этот процесс	1	3
417	от этого	2	3
418	и нет	1	3
419	отличается от	1	3
420	было бы	21	3
421	силы и	1	3
422	языка от	1	3
423	как это	1	3
424	не должно	2	3
425	которых мы	3	3
426	не должны	1	3
427	все слова	2	3
428	сознания в	2	3
429	из себя	6	3
430	не могло	3	3
431	на которые	1	3
432	в этой	3	3
433	и до	1	3
434	как оно	2	3
435	и вообще	5	3
436	в эту	2	3
437	без всякого	1	3
438	если мы	5	3
439	произведения и	1	3
440	на него	6	3
441	в сознании	8	3
442	но эта	1	3
443	этого слова	5	3
444	при каких	1	3
445	только с	1	3
446	на котором	1	3
447	и две	1	3
448	как если	1	3
449	движения и	3	3
450	вносит в	1	3
451	они были	1	3
452	с каким	2	3
453	еще на	1	3
454	которого он	1	3
455	именно к	1	3
456	или наоборот	1	3
457	ни с	2	3
458	исторической жизни	1	3
459	должно быть	9	3
460	время и	2	3
461	и заставляет	1	3
462	на том	2	3
463	такого рода	1	3
464	от всякой	1	3
465	не предполагает	1	3
466	от языка	5	3
467	не знаем	2	3
468	не была	2	3
469	чем в	2	3
470	его от	2	3
471	внутреннюю форму	3	3
472	дело в	3	3
473	сама по	4	3
474	тому что	4	3
475	в стороне	5	3
476	и без	4	3
477	языка может	1	3
478	эта форма	1	3
479	возможно и	1	3
480	не есть	13	3
481	на все	5	3
482	если она	1	3
483	каждый язык	1	3
484	нисколько не	2	3
485	это было	3	3
486	но уже	2	3
487	и это	3	3
488	не все	3	3
489	как слово	1	3
490	к слову	1	3
491	как язык	1	3
492	на ответ	1	3
493	языке в	2	3
494	может и	1	3
495	в такой	2	3
496	потому что	89	3
497	и тем	5	3
498	во второй	1	3
499	из этих	8	3
500	на нем	1	3
501	в устах	1	3
502	но она	3	3
503	тем и	1	3
504	в нее	4	3
505	всей вероятности	2	3
506	речь и	2	3
507	к этому	3	3
508	такой же	4	3
509	к новому	2	3
510	нуждается в	2	3
511	этими двумя	1	3
512	себе как	1	3
513	того или	1	3
514	себя то	1	3
515	как для	2	3
516	языков но	2	3
517	тона и	1	2
518	с которыми	3	2
519	языка который	1	2
520	представителей этой	1	2
521	та же	1	2
522	за ним	2	2
523	мы и	1	2
524	в последнем	2	2
525	и связанные	1	2
526	как с	1	2
527	и свою	1	2
528	и вся	1	2
529	над языком	1	2
530	был бы	1	2
531	этой способности	1	2
532	без исключения	1	2
533	вместе со	3	2
534	есть для	2	2
535	из всех	1	2
536	различны и	1	2
537	они уже	1	2
538	привело к	1	2
539	тем как	3	2
540	создается в	1	2
541	связанное с	3	2
542	иное значение	1	2
543	нашего времени	1	2
544	которое может	2	2
545	как он	5	2
546	для них	2	2
547	человеческого слова	1	2
548	слова которая	1	2
549	том и	2	2
550	и которые	3	2
551	на которую	3	2
552	каждом шагу	1	2
553	связанная с	1	2
554	связь с	2	2
555	языков как	2	2
556	этой точки	2	2
557	все то	2	2
558	и чужой	1	2
559	языка без	1	2
560	на данном	1	2
561	для осуществления	1	2
562	заключается в	3	2
563	например и	1	2
564	то время	3	2
565	словом но	3	2
566	языков с	1	2
567	в жизни	5	2
568	и условным	1	2
569	для сознания	2	2
570	эти явления	3	2
571	а именно	1	2
572	этим в	1	2
573	они ни	2	2
574	на себе	3	2
575	приводит к	1	2
576	человеческой речи	6	2
577	эти условия	2	2
578	да и	1	2
579	понимания в	1	2
580	они как	1	2
581	из которого	3	2
582	в известном	2	2
583	на каждом	1	2
584	слове и	1	2
585	язык то	2	2
586	но мы	3	2
587	в язык	1	2
588	единственный язык	1	2
589	др и	1	2
590	языка мы	2	2
591	не язык	1	2
592	и могут	1	2
593	разных языках	1	2
594	но их	1	2
595	перестает быть	3	2
596	то что	24	2
597	в котором	5	2
598	как предмета	1	2
599	языка над	1	2
600	мы увидим	3	2
601	языка язык	2	2
602	во все	2	2
603	то и	15	2
604	в течение	2	2
605	о которых	5	2
606	только как	5	2
607	но во	3	2
608	явления и	1	2
609	другом в	1	2
610	оно как	1	2
611	из его	1	2
612	существенное значение	1	2
613	самый этот	1	2
614	слова при	1	2
615	форм для	1	2
616	значение для	1	2
617	случае не	1	2
618	поколений и	1	2
619	нет никакой	1	2
620	а между	5	2
621	ее с	2	2
622	кажется нам	3	2
623	совершенно не	1	2
624	он есть	3	2
625	цели и	1	2
626	самого начала	5	2
627	воспринять и	1	2
628	как например	4	2
629	например во	1	2
630	точке зрения	4	2
631	несмотря на	5	2
632	языком а	1	2
633	в прошлом	1	2
634	из одной	1	2
635	к ним	3	2
636	и связанное	2	2
637	человеком и	4	2
638	от которого	2	2
639	она может	3	2
640	и у	3	2
641	значение имеет	1	2
642	предмета в	3	2
643	сущности и	1	2
644	в образе	1	2
645	в нашем	2	2
646	для всего	1	2
647	что все	4	2
648	ее событиями	1	2
649	во всей	1	2
650	есть только	16	2
651	на ряд	1	2
652	логикой и	1	2
653	есть к	1	2
654	а следовательно	1	2
655	не из	3	2
656	в ее	2	2
657	на них	1	2
658	своего развития	1	2
659	слов от	1	2
660	и могли	1	2
661	жизни но	2	2
662	может казаться	2	2
663	глядя на	1	2
664	такой степени	2	2
665	слово должно	1	2
666	одного из	3	2
667	слова для	5	2
668	только не	2	2
669	проникает в	1	2
670	язык из	1	2
671	к различным	1	2
672	мы видим	5	2
673	с человеком	1	2
674	не можем	5	2
675	на язык	7	2
676	указать на	1	2
677	того как	12	2
678	с известным	2	2
679	сливаются с	1	2
680	к себе	1	2
681	что уже	1	2
682	ни было	4	2
683	наблюдения над	1	2
684	между различными	1	2
685	тем не	11	2
686	все языки	1	2
687	и за	1	2
688	есть в	4	2
689	из своих	2	2
690	что для	5	2
691	на самом	2	2
692	у нас	3	2
693	с первыми	2	2
694	слова а	3	2
695	и есть	4	2
696	слова есть	6	2
697	поэтому оно	2	2
698	и говорящий	1	2
699	в таких	2	2
700	бы только	2	2
701	без всяких	1	2
702	не для	2	2
703	слова во	2	2
704	этого не	2	2
705	ее от	1	2
706	слова которые	1	2
707	слова например	2	2
708	в другую	2	2
709	что она	3	2
710	как увидим	4	2
711	которые как	1	2
712	что не	15	2
713	это возможно	1	2
714	где нет	1	2
715	предмет как	2	2
716	что язык	18	2
717	дано в	1	2
718	и качеств	1	2
719	и языки	1	2
720	в какой	2	2
721	между ними	2	2
722	то в	6	2
723	время как	2	2
724	этого предмета	1	2
725	между человеком	3	2
726	в области	1	2
727	его языка	1	2
728	при таком	5	2
729	понимание и	1	2
730	он никогда	1	2
731	а его	3	2
732	остановимся на	3	2
733	становится объектом	2	2
734	и оно	1	2
735	себя до	1	2
736	в сторону	1	2
737	об этом	1	2
738	очень важную	2	2
739	при его	1	2
740	что как	4	2
741	за его	1	2
742	что они	6	2
743	к одному	3	2
744	могли бы	4	2
745	п и	1	2
746	мы можем	10	2
747	слова то	2	2
748	и эти	1	2
749	она строится	1	2
750	если оно	1	2
751	как ни	1	2
752	вообще в	1	2
753	с самого	5	2
754	в своих	4	2
755	особенно на	1	2
756	а просто	1	2
757	очень часто	1	2
758	и оценка	1	2
759	это как	1	2
760	и затем	1	2
761	могут служить	1	2
762	в самых	2	2
763	определенности и	2	2
764	ускользает от	2	2
765	он принимает	1	2
766	и ни	1	2
767	слова так	3	2
768	символа в	1	2
769	не один	2	2
770	так что	23	2
771	понимать и	1	2
772	бы они	2	2
773	слова но	4	2
774	ничего нового	1	2
775	и та	1	2
776	дает им	1	2
777	другой язык	1	2
778	и что	13	2
779	не могла	2	2
780	но такое	2	2
781	можно было	1	2
782	в начале	2	2
783	факт что	1	2
784	по своей	2	2
785	новое слово	1	2
786	но повторяем	1	2
787	значение и	4	2
788	могло быть	1	2
789	только о	2	2
790	и той	4	2
791	к ней	3	2
792	первом случае	1	2
793	главным образом	4	2
794	и воля	4	2
795	бы его	1	2
796	него то	2	2
797	друг другу	4	2
798	сказать в	1	2
799	произведения не	1	2
800	своего слова	1	2
801	наоборот в	1	2
802	них не	3	2
803	место в	3	2
804	столь же	6	2
805	же в	7	2
806	бы быть	7	2
807	взаимного понимания	2	2
808	на то	5	2
809	которые были	1	2
810	могут не	3	2
811	и только	6	2
812	как одна	1	2
813	же языка	1	2
814	просто не	1	2
815	нет языка	2	2
816	своих слов	2	2
817	независимо от	15	2
818	важную роль	2	2
819	в один	2	2
820	языке а	2	2
821	разложения и	1	2
822	есть не	7	2
823	не к	1	2
824	язык для	1	2
825	в единство	2	2
826	и подчиняются	1	1
827	в оценке	1	1
828	из самого	3	1
829	с которой	1	1
830	к сожалению	1	1
831	непосредственно как	1	1
832	ведет к	1	1
833	какого бы	1	1
834	всех отношениях	1	1
835	человек может	2	1
836	степень его	1	1
837	и можем	1	1
838	сомнения в	1	1
839	является в	1	1
840	стать в	1	1
841	а потому	14	1
842	во втором	6	1
843	нельзя себе	3	1
844	в душе	28	1
845	понимания не	1	1
846	к другу	1	1
847	в тени	1	1
848	с этою	2	1
849	выделить и	1	1
850	само слово	2	1
851	таковы например	1	1
852	в каждую	2	1
853	друг к	1	1
854	его нельзя	1	1
855	смотреть на	1	1
856	только те	1	1
857	представить себе	3	1
858	почва для	1	1
859	всегда ли	1	1
860	в вопросах	1	1
861	непосредственного выражения	1	1
862	бы то	2	1
863	предметы и	1	1
864	себе представить	8	1
865	если в	3	1
866	можно и	1	1
867	построенной на	1	1
868	рассказ о	1	1
869	которые не	5	1
870	его из	1	1
871	к этой	3	1
872	если он	1	1
873	которые он	1	1
874	до него	1	1
875	так оно	1	1
876	ровно ничего	1	1
877	словом то	1	1
878	и имеет	1	1
879	для себя	4	1
880	принадлежит именно	1	1
881	самостоятельности и	2	1
882	признано в	1	1
883	но которые	1	1
884	и должно	2	1
885	слово возможно	1	1
886	но такая	2	1
887	его содержание	2	1
888	бы невозможно	5	1
889	но язык	2	1
890	и дает	1	1
891	может здесь	1	1
892	существенный признак	1	1
893	противоречиями в	1	1
894	принимает за	1	1
895	он видит	2	1
896	мы чувствуем	3	1
897	языкознание с	1	1
898	в понятия	2	1
899	особенности этого	1	1
900	или нет	3	1
901	всех слов	1	1
902	должны иметь	2	1
903	понимание в	1	1
904	то куда	1	1
905	никак не	3	1
906	мысли и	9	1
907	в создании	6	1
908	и предмет	2	1
909	но тем	6	1
910	какой бы	1	1
911	живущие в	1	1
912	на таких	1	1
913	находятся в	3	1
914	задолго до	1	1
915	потому не	1	1
916	от общего	2	1
917	одно из	5	1
918	и об	1	1
919	языков так	1	1
920	заключенные в	1	1
921	то с	1	1
922	говорить что	1	1
923	внутренней необходимостью	1	1
924	именно эти	1	1
925	но чтобы	1	1
926	без него	2	1
927	признаков но	1	1
928	но что	2	1
929	и такое	2	1
930	что слово	5	1
931	там в	1	1
932	в помощи	1	1
933	вопрос об	3	1
934	значение что	1	1
935	должен был	1	1
936	задачами которые	1	1
937	или непосредственно	1	1
938	от их	4	1
939	как они	1	1
940	велика что	1	1
941	ощущения в	2	1
942	новый смысл	1	1
943	сами по	8	1
944	но только	2	1
945	он имеет	1	1
946	мы понимаем	1	1
947	воля и	1	1
948	между которыми	1	1
949	слов не	2	1
950	от своего	2	1
951	и этот	1	1
952	его собственная	1	1
953	по их	1	1
954	равно как	1	1
955	довольно поздно	1	1
956	и степень	1	1
957	мы говорим	3	1
958	иное слово	1	1
959	двух и	1	1
960	мы называем	4	1
961	самостоятельно и	1	1
962	людей в	1	1
963	в мыслях	1	1
964	всегда остается	1	1
965	в некотором	2	1
966	содержание и	1	1
967	был связан	1	1
968	которое по	2	1
969	наоборот как	1	1
970	с общим	3	1
971	этого в	2	1
972	и действительно	1	1
973	и своя	1	1
974	их только	1	1
975	только свою	1	1
976	и сознательное	1	1
977	если они	1	1
978	в игру	1	1
979	принадлежат к	1	1
980	но самое	1	1
981	стремятся к	1	1
982	относятся к	2	1
983	может получить	1	1
984	когда это	1	1
985	в одних	2	1
986	понимание только	1	1
987	сознанием и	1	1
988	всех тех	1	1
989	его сознании	1	1
990	находящуюся в	1	1
991	что по	3	1
992	предмет и	2	1
993	слово но	1	1
994	и делать	2	1
995	выражения и	1	1
996	кроме самого	1	1
997	здесь именно	1	1
998	и просто	1	1
999	и так	1	1
1000	состоит из	1	1
1001	ними не	1	1
1002	свои слова	1	1
1003	в которых	2	1
1004	себя когда	1	1
1005	языка по	2	1
1006	несколько иначе	1	1
1007	нужно чтобы	1	1
1008	в зародыше	2	1
1009	собственного содержания	1	1
1010	только для	7	1
1011	души в	2	1
1012	бы не	11	1
1013	своего выражения	1	1
1014	подводимых под	1	1
1015	один ряд	1	1
1016	здесь может	1	1
1017	выражается в	2	1
1018	из языка	1	1
1019	но языки	1	1
1020	который не	1	1
1021	восприятием или	1	1
1022	о котором	4	1
1023	внутри одного	1	1
1024	от того	9	1
1025	вследствие этого	1	1
1026	со стороны	11	1
1027	говорить и	1	1
1028	он по	1	1
1029	всей своей	1	1
1030	к другому	2	1
1031	с усилением	1	1
1032	имеют общего	1	1
1033	по крайней	6	1
1034	где оно	2	1
1035	в основных	1	1
1036	на одном	1	1
1037	во-первых в	3	1
1038	всякого рода	1	1
1039	каждый из	1	1
1040	только одно	1	1
1041	а язык	1	1
1042	нет ничего	2	1
1043	форм в	1	1
1044	законов все	1	1
1045	одного и	6	1
1046	сам он	1	1
1047	с какой	1	1
1048	то он	2	1
1049	необходимым и	1	1
1050	заключает его	1	1
1051	не существует	2	1
1052	для жизни	1	1
1053	же то	2	1
1054	в действительности	6	1
1055	лиц не	1	1
1056	как та	1	1
1057	что мы	11	1
1058	применении к	3	1
1059	не имеют	7	1
1060	представим себе	1	1
1061	формах при	1	1
1062	быть при	2	1
1063	раз и	1	1
1064	как одно	1	1
1065	не воспроизводится	1	1
1066	известных условиях	2	1
1067	предмет на	1	1
1068	задний план	1	1
1069	их отношение	1	1
1070	случаев в	1	1
1071	что самое	2	1
1072	понимания с	1	1
1073	один только	1	1
1074	всего этого	1	1
1075	в теснейшем	1	1
1076	и если	6	1
1077	в нескольких	1	1
1078	на друга	2	1
1079	бы из	1	1
1080	всеми языками	1	1
1081	это его	1	1
1082	с какою	3	1
1083	форм к	1	1
1084	быть не	7	1
1085	как между	1	1
1086	единство как	1	1
1087	языки были	1	1
1088	его собственной	1	1
1089	группы все	1	1
1090	с другим	3	1
1091	нескольких примеров	1	1
1092	чем именно	1	1
1093	взаимодействии со	1	1
1094	в этот	1	1
1095	в законченные	1	1
1096	одной и	4	1
1097	именно происходит	1	1
1098	для нее	4	1
1099	не всеми	1	1
1100	между двумя	1	1
1101	только один	3	1
1102	то все	6	1
1103	чего не	3	1
1104	увидим что	4	1
1105	занимает в	1	1
1106	снова и	1	1
1107	между отдельными	1	1
1108	приводит в	5	1
1109	таким путем	4	1
1110	может служить	2	1
1111	языками но	1	1
1112	слово только	1	1
1113	без понимания	2	1
1114	на основании	3	1
1115	смысл в	1	1
1116	ближе всего	1	1
1117	определяется тем	1	1
1118	каждого слова	2	1
1119	этим не	1	1
1120	развития и	3	1
1121	этой речи	1	1
1122	эти противоречия	2	1
1123	превращается в	2	1
1124	времени и	3	1
1125	слова необходимо	1	1
1126	более и	2	1
1127	язык а	1	1
1128	а только	8	1
1129	друга и	2	1
1130	в исторические	1	1
1131	даже с	2	1
1132	то его	1	1
1133	нем есть	2	1
1134	в обществе	3	1
1135	в чистом	1	1
1136	а языки	1	1
1137	друг на	2	1
1138	которому мы	2	1
1139	не встречается	1	1
1140	рода но	2	1
1141	имеем в	1	1
1142	однако нужно	1	1
1143	о языке	3	1
1144	как на	5	1
1145	на те	2	1
1146	нами явлениях	1	1
1147	между людьми	2	1
1148	есть своя	1	1
1149	над словом	1	1
1150	вообще и	2	1
1151	она видит	1	1
1152	идея в	1	1
1153	же язык	2	1
1154	весь характер	1	1
1155	словами и	1	1
1156	во-вторых и	1	1
1157	затем в	1	1
1158	говорящему и	1	1
1159	начиная с	2	1
1160	ее как	1	1
1161	языка тем	1	1
1162	жизни языка	1	1
1163	оно стало	1	1
1164	именно так	2	1
1165	которое он	2	1
1166	форма и	1	1
1167	быть в	1	1
1168	сошелся с	1	1
1169	невозможно так	1	1
1170	с нею	6	1
1171	можно понимать	1	1
1172	находится в	2	1
1173	и одни	1	1
1174	та часть	1	1
1175	образ предмета	5	1
1176	есть по	1	1
1177	имеют не	1	1
1178	то она	3	1
1179	этим языком	1	1
1180	для которого	1	1
1181	язык во	2	1
1182	а это	1	1
1183	такие которые	2	1
1184	на этот	2	1
1185	слове может	1	1
1186	как во	2	1
1187	какие только	1	1
1188	можем сказать	1	1
1189	отражения в	1	1
1190	приближаются к	2	1
1191	этот последний	1	1
1192	но если	4	1
1193	от них	2	1
1194	не получает	1	1
1195	в противном	3	1
1196	какой степени	1	1
1197	и образования	1	1
1198	лежащим в	1	1
1199	что даже	2	1
1200	какие бы	1	1
1201	являются уже	1	1
1202	казаться что	2	1
1203	понимания как	1	1
1204	и совершается	1	1
1205	к ее	2	1
1206	языка к	2	1
1207	в самой	5	1
1208	слияние возможно	1	1
1209	пришлось бы	1	1
1210	крайней мере	6	1
1211	характер ее	1	1
1212	слова находит	1	1
1213	тот же	5	1
1214	истории языка	2	1
1215	мог бы	5	1
1216	в заключение	1	1
1217	общие для	1	1
1218	в самих	1	1
1219	нельзя говорить	1	1
1220	человека но	1	1
1221	единство в	1	1
1222	смысле и	1	1
1223	направлены на	1	1
1224	это новое	1	1
1225	высшее единство	1	1
1226	возможность в	1	1
1227	на предметы	1	1
1228	уже для	1	1
1229	даже по	1	1
1230	к общему	4	1
1231	видели что	2	1
1232	не зная	3	1
1233	показывает как	1	1
1234	но на	3	1
1235	и получает	1	1
1236	от влияния	2	1
1237	своей конкретной	1	1
1238	например слово	1	1
1239	говорящем в	1	1
1240	нами не	2	1
1241	ничем не	2	1
1242	выражения в	1	1
1243	как две	1	1
1244	с какими	1	1
1245	мир в	1	1
1246	приблизиться к	1	1
1247	так можно	1	1
1248	менее в	2	1
1249	кто такой	1	1
1250	различие между	2	1
1251	только по	5	1
1252	здесь нет	1	1
1253	слова является	1	1
1254	на середине	1	1
1255	мысли то	7	1
1256	же известное	2	1
1257	имеют в	2	1
1258	зависит от	6	1
1259	о значении	1	1
1260	поэтому в	1	1
1261	притом не	5	1
1262	в состоянии	5	1
1263	связи между	2	1
1264	в xviii	1	1
1265	для всякого	3	1
1266	мы имеем	1	1
1267	что различные	1	1
1268	прийти к	1	1
1269	проявляется в	2	1
1270	признать что	1	1
1271	части его	1	1
1272	существа то	1	1
1273	бы на	1	1
1274	и грубые	2	1
1275	переход к	1	1
1276	только его	1	1
1277	что при	6	1
1278	из взаимодействия	1	1
1279	пользоваться языком	1	1
1280	что так	2	1
1281	души и	9	1
1282	в формах	3	1
1283	аналогии с	1	1
1284	почти всякий	1	1
1285	этих слов	1	1
1286	где он	2	1
1287	значит не	1	1
1288	для своего	1	1
1289	то мы	4	1
1290	случае оно	2	1
1291	то прежде	1	1
1292	чем перейти	1	1
1293	богатство и	1	1
1294	сознания и	2	1
1295	всех других	1	1
1296	на одной	1	1
1297	же не	2	1
1298	невозможно без	1	1
1299	вне языка	2	1
1300	не от	4	1
1301	возможно только	6	1
1302	с пониманием	1	1
1303	же языке	1	1
1304	сколько бы	1	1
1305	в движение	2	1
1306	находит свое	1	1
1307	нельзя считать	1	1
1308	все равно	1	1
1309	есть уже	4	1
1310	мы находим	3	1
1311	знания и	1	1
1312	есть еще	1	1
