N	2gram	Voloshinov	Sovremen
176	искать в	1	1
177	то он	3	1
178	речи мы	1	1
179	и все-таки	2	1
180	человека в	2	1
181	но как	2	1
182	современной нам	1	1
183	не является	5	1
184	не допускает	1	1
185	это конечно	1	1
186	до сих	1	1
187	все его	1	1
188	при условии	2	1
189	бы к	1	1
190	он уже	1	1
191	в жизненной	1	1
192	самый тип	1	1
193	еще раз	1	1
194	все-таки в	1	1
195	осуществляется в	1	1
196	та же	3	1
197	имеют место	1	1
198	в действительности	1	1
199	которую играет	1	1
200	в любом	1	1
201	жизнь человека	1	1
202	хотя конечно	1	1
203	возникновения и	2	1
204	через несколько	1	1
205	оно из	1	1
206	что иное	2	1
207	видим что	2	1
208	в процессе	6	1
209	может ведь	1	1
210	ведь в	3	1
211	в какой-нибудь	3	1
212	не имеют	1	1
213	связи с	3	1
214	без определенного	1	1
215	здесь нет	1	1
216	раз и	1	1
217	в самый	1	1
218	этот процесс	2	1
219	если в	1	1
220	и эту	2	1
221	указать на	1	1
222	должно быть	2	1
223	мы уже	11	1
224	это как	1	1
225	же этот	1	1
226	заключать в	1	1
227	происходящего в	1	1
228	его с	1	1
229	она не	1	1
230	наших целей	2	1
231	в течение	1	1
232	да еще	2	1
233	чтобы он	1	1
234	но еще	1	1
235	позволяет ему	1	1
236	выбор и	2	1
237	явлений жизни	1	1
238	от всяких	1	1
239	все свои	1	1
240	и ни	2	1
241	ничто не	1	1
242	одна и	1	1
243	мы имеем	2	1
244	для наших	3	1
245	быть в	1	1
246	в другом	1	1
247	а из	1	1
248	несмотря на	3	1
249	это только	1	1
250	т.е от	2	1
251	в ней	8	1
252	которых он	1	1
253	из всех	1	1
254	достаточно для	2	1
255	что эта	1	1
256	хотя и	3	1
257	человек с	2	1
258	с другой	1	1
259	и тогда	2	1
260	с ним	2	1
261	это уже	1	1
262	что вся	2	1
263	он не	2	1
264	кроме того	2	1
265	группа из	1	1
266	за собой	1	1
267	являются чистейшей	1	1
268	и т.п	25	1
269	и той	7	1
270	которые им	1	1
271	одной и	4	1
272	громадную роль	1	1
273	не будет	3	1
274	те же	5	1
275	дело если	1	1
276	между двумя	2	1
277	вследствие этого	3	1
278	а затем	1	1
279	социальном общении	2	1
280	мы в	3	1
281	увидим что	2	1
282	и вся	1	1
283	поэтому в	1	1
284	только на	3	1
285	но они	1	1
286	и их	5	1
287	и всегда	1	1
288	всего мы	1	1
289	от общего	1	1
290	остановиться на	1	1
291	все что	1	1
292	и та	1	1
293	правда и	1	1
294	для своего	1	1
295	и при	2	1
296	на самом	3	1
297	одному и	1	1
298	здесь в	1	1
299	для них	2	1
300	но каким	1	1
301	определенным образом	1	1
302	из нескольких	1	1
303	можно было	4	1
304	ни в	1	1
305	внешней стороне	1	1
306	значит он	1	1
307	и от	7	1
308	в начале	3	1
309	факт что	1	1
310	по отношению	2	1
311	еще в	1	1
312	говорить что	1	1
313	положение данного	1	1
314	роль играет	2	1
315	конечно не	3	1
316	весь мир	1	1
317	и само	3	1
318	но что	3	1
319	и те	2	1
320	только в	7	1
321	чему мы	1	1
322	тот факт	1	1
323	этот вопрос	2	1
324	все равно	1	1
325	бы два	1	1
326	же время	7	1
327	так же	4	1
328	становится необходимым	1	1
329	конечно нет	1	1
330	чего же	2	1
331	его в	4	1
332	ведь если	3	1
333	с понятием	1	1
334	отметить что	1	1
335	или как	6	1
336	себе в	2	1
337	в большинстве	1	1
338	природы но	1	1
339	нуждаются в	2	1
340	должен был	1	1
341	с человеком	1	1
342	двух частей	1	1
343	в конечном	1	1
344	всегда будет	1	1
345	в будущем	3	1
346	в своих	2	1
347	наконец мы	1	1
348	не было	2	1
349	в предыдущей	2	1
350	как например	2	1
351	с его	8	1
352	происходившие в	1	1
353	процессе развития	1	1
354	один из	4	1
355	другая группа	1	1
356	на это	4	1
357	если бы	4	1
358	и несколько	2	1
359	не знает	3	1
360	или в	2	1
361	заключает в	4	1
362	а о	1	1
363	можно говорить	1	1
364	из приведенных	1	1
365	образом если	1	1
366	равно как	2	1
367	к одному	1	1
368	наших дней	1	1
369	путем и	1	1
370	что его	1	1
371	так называемый	1	1
372	она развивается	1	1
373	но эта	2	1
374	теперь мы	1	1
375	для каждого	2	1
376	крайней мере	1	1
377	мало для	1	1
378	эта схема	1	1
379	одного из	1	1
380	в данной	4	1
381	природы и	2	1
382	же как	1	1
383	по существу	1	1
384	сказать что	3	1
385	носят название	1	1
386	и эта	3	1
387	дальнейшем мы	1	1
388	жизни как	1	1
389	допустим что	3	1
390	но для	3	1
391	и благодаря	1	1
392	и начало	1	1
393	именно в	1	1
394	и действительно	1	1
395	такое же	1	1
396	и до	1	1
397	конечном счете	1	1
398	мы это	1	1
399	при которой	1	1
400	благодаря этому	1	1
401	отношению к	2	1
402	в основу	1	1
403	как нет	2	1
404	одной из	2	1
405	же мере	1	1
406	значительно позже	1	1
407	при исследовании	1	1
408	в своем	1	1
409	мы конечно	2	1
410	уже знаем	1	1
411	но ведь	6	1
412	в связи	2	1
413	в какой	2	1
414	одни и	2	1
415	в нормальных	1	1
416	между ними	3	1
417	необходимо для	1	1
418	мы будем	6	1
419	эти три	2	1
420	во всей	1	1
421	природы не	1	1
422	может стать	3	1
423	же в	1	1
424	том что	3	1
425	до наших	1	1
426	в мире	2	1
427	на эту	2	1
428	всю эту	1	1
429	мы спрашиваем	1	1
430	дома и	1	1
431	но не	2	1
432	но если	1	1
433	по себе	1	1
434	же делает	1	1
435	себе даже	1	1
436	оно может	1	1
437	к этому	2	1
438	бы ее	1	1
439	там где	1	1
440	в то	9	1
441	вполне достаточно	1	1
442	важную роль	2	1
443	те явления	1	1
444	мы имели	2	1
445	другое дело	1	1
446	является ли	1	1
447	ли он	2	1
448	просто не	1	1
449	является только	1	1
450	именно эта	1	1
451	и следовательно	5	1
452	но это	2	1
453	независимо от	5	1
454	когда в	1	1
455	зрения с	1	1
456	но уже	1	1
457	и для	3	1
458	нас на	1	1
459	что свои	1	1
460	познакомиться с	1	1
461	при которых	2	1
462	не из	2	1
463	таким же	2	1
464	не что	4	1
465	и это	8	1
466	входящих в	1	1
467	точка зрения	4	1
468	того же	1	1
469	все время	5	1
470	организм из	1	1
471	нет в	1	1
472	и если	1	1
473	и развития	3	1
474	только о	1	1
475	должен быть	2	1
476	и его	7	1
477	в первых	1	1
478	уже совершенно	1	1
479	вовсе не	2	1
480	о том	4	1
481	сих пор	2	1
482	в заключение	1	1
483	есть не	2	1
484	и вообще	2	1
485	по крайней	1	1
486	иное как	2	1
487	же обусловлено	1	1
488	без помощи	1	1
489	которая и	2	1
490	зрения и	1	1
491	и нет	2	1
492	которой организм	1	1
493	человека и	2	1
494	к нему	2	1
495	никогда не	7	1
496	той или	4	1
497	нас есть	1	1
