N	2gram	Vygotskiy_	Hudozhes
359	собственно говоря	1	2
360	полагал что	3	2
361	идет о	8	2
362	могла бы	6	2
363	жизни однако	1	2
364	в этой	20	2
365	человеческих отношений	1	2
366	что может	1	2
367	и особенно	1	2
368	тот кто	1	2
369	о его	2	2
370	материала в	3	2
371	столь же	5	2
372	из этого	10	2
373	в данный	1	2
374	отнюдь не	2	2
375	события в	3	2
376	не сумеет	1	2
377	однако все	1	2
378	чтобы не	2	2
379	с которыми	2	1
380	это на	1	1
381	с содержанием	1	1
382	от него	2	1
383	однако и	3	1
384	напротив мы	1	1
385	нет на	1	1
386	никак нельзя	2	1
387	все что	2	1
388	в художественно	1	1
389	для всех	2	1
390	вовсе может	1	1
391	каждой из	1	1
392	вступить в	2	1
393	это тот	1	1
394	и здесь	9	1
395	за ним	1	1
396	одним словом	2	1
397	и конечно	3	1
398	мы встречаем	1	1
399	как прямая	1	1
400	вещи в	1	1
401	же и	1	1
402	как с	2	1
403	этот закон	2	1
404	если в	2	1
405	которая в	1	1
406	чувства которая	1	1
407	на ее	2	1
408	произведения она	1	1
409	между этими	1	1
410	случае мы	1	1
411	дело с	5	1
412	образа и	1	1
413	можно назвать	2	1
414	и дает	3	1
415	во внешних	1	1
416	и другим	1	1
417	своем составе	1	1
418	представляют собой	3	1
419	никакого определенного	1	1
420	что это	19	1
421	которые лежат	1	1
422	события на	1	1
423	тем как	1	1
424	по выражению	2	1
425	которой в	1	1
426	в сущности	16	1
427	скрытое под	1	1
428	одном и	1	1
429	в другой	1	1
430	говорит о	6	1
431	те же	2	1
432	в область	1	1
433	один голос	1	1
434	смысл не	1	1
435	из того	1	1
436	разного рода	1	1
437	например с	1	1
438	представлений о	1	1
439	и другими	2	1
440	трагизма в	1	1
441	в результате	3	1
442	то с	1	1
443	противоречие с	4	1
444	бы место	1	1
445	смысла в	1	1
446	за это	1	1
447	не могут	2	1
448	этом как	1	1
449	со всеми	2	1
450	должен был	4	1
451	же я	1	1
452	начинается с	1	1
453	и даже	4	1
454	если не	1	1
455	значение это	1	1
456	все то	15	1
457	не более	3	1
458	мы понимаем	1	1
459	на свой	1	1
460	до этого	1	1
461	которых и	1	1
462	подробностей и	1	1
463	от одного	1	1
464	в собственном	1	1
465	о мире	2	1
466	имеет значение	1	1
467	жизнь в	1	1
468	смысла и	3	1
469	которая действительно	1	1
470	мы говорим	1	1
471	введенное в	1	1
472	каждой новой	2	1
473	мысль о	1	1
474	одновременно с	1	1
475	в новую	1	1
476	значение в	1	1
477	вещами как	1	1
478	его смысл	1	1
479	к каким	2	1
480	тем что	7	1
481	этого в	1	1
482	из всего	3	1
483	и будет	1	1
484	и действительно	2	1
485	то время	4	1
486	героев и	1	1
487	своем значении	1	1
488	если он	5	1
489	принадлежат к	1	1
490	том или	1	1
491	литературных жанров	1	1
492	для своей	2	1
493	меня в	1	1
494	эмоционального строя	1	1
495	от художественного	1	1
496	всеми теми	1	1
497	самих событий	1	1
498	мы встречаемся	1	1
499	к самому	4	1
500	и вокруг	1	1
501	с такими	2	1
502	что по	3	1
503	у читателя	4	1
504	шиллер в	1	1
505	о судьбе	1	1
506	одновременно и	3	1
507	вместе с	10	1
508	с собою	1	1
509	все же	10	1
510	жизни ее	2	1
511	означает для	2	1
512	менее определенным	1	1
513	поводу этой	1	1
514	существует не	1	1
515	только для	3	1
516	или ином	1	1
517	не имеет	8	1
518	в сравнении	1	1
519	но у	1	1
520	да и	1	1
521	непременно должен	1	1
522	действительную жизнь	2	1
523	в историческом	1	1
524	о котором	5	1
525	и формой	1	1
526	зависимости от	1	1
527	поскольку он	1	1
528	быть определена	1	1
529	жизни если	1	1
530	в это	1	1
531	нимало не	1	1
532	более как	1	1
533	на их	3	1
534	на каждом	1	1
535	эта возможность	1	1
536	но мы	4	1
537	восприятия все	1	1
538	словами никак	1	1
539	они ни	1	1
540	на первый	1	1
541	он мог	1	1
542	перед нами	12	1
543	всем его	1	1
544	ведет нас	1	1
545	своему герою	1	1
546	и ясный	1	1
547	первый взгляд	1	1
548	с этим	11	1
549	все они	3	1
550	если с	1	1
551	что искусство	1	1
552	ту форму	1	1
553	тем в	3	1
554	нам не	2	1
555	разница в	1	1
556	бы и	2	1
557	он же	1	1
558	истории не	1	1
559	в котором	7	1
560	есть от	1	1
561	поэт в	1	1
562	зависит от	2	1
563	в действительности	3	1
564	и такие	2	1
565	уже до	1	1
566	лицом и	1	1
567	по своим	2	1
568	о чем-то	1	1
569	взятое в	1	1
570	не упоминается	1	1
571	более чем	2	1
572	случаи когда	1	1
573	заключать в	1	1
574	это событие	1	1
575	некоторого рода	1	1
576	то и	3	1
577	она могла	2	1
578	имеет в	2	1
579	и поэтому	3	1
580	из жизни	1	1
581	в отдельности	2	1
582	быть не	2	1
583	понимаем что	1	1
584	себя еще	1	1
585	не таково	1	1
586	действительность в	1	1
587	является именно	1	1
588	которыми он	1	1
589	из его	1	1
590	с нашим	1	1
591	оно является	2	1
592	а через	1	1
593	существенное значение	1	1
594	относится не	1	1
595	время в	5	1
596	перейдем к	1	1
597	с которой	1	1
598	жизни и	6	1
599	на многих	1	1
600	только на	3	1
601	в которую	3	1
602	вы говорите	1	1
603	в противоречие	3	1
604	не об	1	1
605	точно так	3	1
606	переходит к	2	1
607	на основании	2	1
608	с автором	1	1
609	образом что	2	1
610	не так	4	1
611	всему свету	1	1
612	что речь	1	1
613	и те	2	1
614	не что	1	1
615	в совершенно	3	1
616	в истории	3	1
617	это необходимо	1	1
618	от своей	1	1
619	значения этого	1	1
620	ногами и	1	1
621	разговор с	2	1
622	каждый из	3	1
623	себе в	1	1
624	до того	1	1
625	над собой	1	1
626	действия и	3	1
627	и заключительные	1	1
628	перед ним	1	1
629	эти два	4	1
630	автора в	2	1
631	и формы	2	1
632	к третьему	1	1
633	есть его	1	1
634	к ним	3	1
635	у себя	1	1
636	ее не	3	1
637	событий в	3	1
638	она может	4	1
639	нас на	2	1
640	тем же	1	1
641	него не	1	1
642	по которым	2	1
643	той же	6	1
644	русском языке	1	1
645	ее как	1	1
646	на второй	1	1
647	до конца	5	1
648	с этими	2	1
649	только при	1	1
650	как я	2	1
651	что все	10	1
652	то она	1	1
653	легко может	1	1
654	бы никакого	1	1
655	момент в	1	1
656	основу этого	1	1
657	что говорит	1	1
658	но если	6	1
659	по поводу	1	1
660	под именем	1	1
661	к новой	1	1
662	что даже	2	1
663	в отдельных	1	1
664	казалось бы	7	1
665	в мировой	1	1
666	как говорил	1	1
667	к этим	2	1
668	самые различные	1	1
669	друг друга	1	1
670	все с	1	1
671	то я	1	1
672	то или	1	1
673	идея или	1	1
674	которое должно	1	1
675	и становится	1	1
676	из них	10	1
677	едва ли	4	1
678	тот же	5	1
679	конечно с	1	1
680	внимание и	1	1
681	чтобы этот	1	1
682	действий или	1	1
683	всего в	1	1
684	представить себе	2	1
685	все мы	1	1
686	что автор	6	1
687	что они	9	1
688	этом случае	1	1
689	в свое	1	1
690	только не	3	1
691	или к	1	1
692	мы видим	15	1
693	в более	1	1
694	эта перемена	1	1
695	произведения является	1	1
696	вокруг него	1	1
697	этом становится	1	1
698	так как	13	1
699	рода и	1	1
700	сюжет в	1	1
701	на которую	2	1
702	от его	1	1
703	последние десятилетия	1	1
704	что иное	1	1
705	под маской	3	1
706	они не	2	1
707	может не	1	1
708	на вопрос	1	1
709	не решает	1	1
710	свидетельствует о	1	1
711	в поэзии	1	1
712	глубокий и	1	1
713	должно быть	1	1
714	который может	1	1
715	внимание на	4	1
716	который бы	1	1
717	в состоянии	1	1
718	что одна	2	1
719	обе эти	1	1
720	а тот	1	1
721	аллегории и	1	1
722	так он	1	1
723	действительности они	1	1
724	материала и	2	1
725	игра с	1	1
726	и чрезвычайно	1	1
727	второй план	6	1
728	неизмеримо более	1	1
729	мире в	2	1
730	переход к	2	1
731	была названа	1	1
732	художественной формы	1	1
733	мы конечно	1	1
734	души и	1	1
735	известные нам	1	1
736	чтобы сделаться	1	1
737	что несмотря	1	1
738	как у	2	1
739	для нас	14	1
740	существенное изменение	1	1
741	она пользуется	1	1
742	из своих	1	1
743	у нас	4	1
744	в новелле	1	1
745	вытекающее из	2	1
746	означало бы	2	1
747	на мягкую	1	1
748	о ком	1	1
749	и от	1	1
750	все их	2	1
751	им с	1	1
752	слово в	2	1
753	противоречие между	2	1
754	и есть	3	1
755	этой фразе	1	1
756	в русском	1	1
757	без этого	1	1
758	том в	1	1
759	когда же	1	1
760	мы находим	1	1
761	вокруг себя	1	1
762	тому же	2	1
763	раз в	7	1
764	сказанного выше	1	1
765	не была	1	1
766	ведь это	1	1
767	но с	2	1
768	в таких	1	1
769	что составляет	1	1
770	не было	4	1
771	мы рассмотрим	2	1
772	бы для	2	1
773	героев или	2	1
774	он это	1	1
775	к чему	6	1
776	не говорит	1	1
777	перед необходимостью	1	1
778	что его	3	1
779	евгении онегине	2	1
780	и где	2	1
781	этим и	1	1
782	для эстетической	1	1
783	объект его	1	1
784	на нее	1	1
785	дело в	1	1
786	от кого	1	1
787	которое в	1	1
788	это еще	1	1
789	места в	2	1
790	не ограничивается	1	1
791	что не	5	1
792	всего романа	2	1
793	картину и	1	1
794	но для	1	1
795	это возможно	1	1
796	такое же	3	1
797	этого события	2	1
798	в конце	5	1
799	мы нигде	1	1
800	автор должен	3	1
801	не остается	1	1
802	в евгении	2	1
803	с той	8	1
804	и без	2	1
805	нас к	1	1
806	художественном произведении	1	1
807	же как	3	1
808	по содержанию	1	1
809	не есть	1	1
810	от одной	2	1
811	говорят о	1	1
812	между прочим	1	1
813	бы рассказ	1	1
814	акта в	1	1
815	что ж	1	1
816	же точно	6	1
817	при таком	4	1
818	это происходит	1	1
819	перед собой	2	1
820	смерти в	1	1
821	как ее	1	1
822	от этого	4	1
823	того и	1	1
824	и я	3	1
825	от обычного	1	1
826	в такой	5	1
827	больше и	3	1
828	по его	3	1
829	именно эта	1	1
830	в условиях	1	1
831	это было	4	1
832	на его	2	1
833	себе и	1	1
834	себе никакого	1	1
835	в каждой	1	1
836	в одной	2	1
837	действующие лица	1	1
838	менее важным	1	1
839	действительности и	1	1
840	и другого	1	1
841	бы в	3	1
842	мере в	1	1
843	впечатление от	3	1
844	которое существует	1	1
845	здесь как	1	1
846	могли бы	6	1
847	прежде но	1	1
848	искусства она	1	1
849	том случае	4	1
850	вошел в	2	1
851	для иллюстрации	2	1
852	в малой	2	1
853	что от	1	1
854	только к	1	1
855	наши мысли	1	1
856	как ни	1	1
857	он говорит	9	1
858	в своих	6	1
859	целом всегда	1	1
860	встречаемся с	1	1
861	от читателя	1	1
862	оно состоит	1	1
863	на один	1	1
864	говоря в	1	1
865	говорил о	3	1
866	как полагал	1	1
867	случае если	4	1
868	этой своей	1	1
869	не уничтожается	1	1
870	стиля в	1	1
871	подробностями и	1	1
872	поэзии есть	1	1
873	материалом и	1	1
874	что желая	1	1
875	другом и	2	1
876	перед читателем	1	1
877	также и	1	1
878	нельзя не	2	1
879	не один	2	1
880	части и	2	1
881	чувства и	3	1
882	с совершенно	3	1
883	или же	2	1
884	так называемые	1	1
885	просто не	1	1
886	ее никто	1	1
887	и бунин	1	1
888	действующих лиц	6	1
889	что касается	2	1
890	мы обнаруживаем	2	1
891	в первом	3	1
892	образа в	1	1
893	для этого	9	1
894	его смысла	1	1
895	ни от	1	1
896	и является	1	1
897	такого что	1	1
898	так просто	1	1
899	не могла	2	1
900	это была	1	1
901	ним как	1	1
902	заключает в	1	1
903	тем и	2	1
904	или его	3	1
905	ничто не	1	1
906	только то	3	1
907	общая идея	1	1
908	что из	1	1
909	но напротив	1	1
910	у нее	2	1
911	как один	1	1
912	или иное	1	1
913	означает что	1	1
914	когда мы	5	1
915	не совпадает	2	1
916	он еще	1	1
917	на это	6	1
918	было бы	22	1
919	в поэтической	5	1
920	не по	3	1
921	из нее	3	1
922	превратилась в	3	1
923	же самое	14	1
924	определена как	1	1
925	как мы	12	1
926	и весело	1	1
927	что хотя	1	1
928	своей цели	2	1
929	общего с	2	1
930	в понимании	1	1
931	что для	6	1
932	это правило	1	1
933	трагедии шекспира	1	1
934	друг другу	2	1
935	собственные законы	1	1
936	которые в	1	1
937	в зависимости	1	1
938	это делает	2	1
939	сказать в	1	1
940	этом и	1	1
941	литературных героев	1	1
942	обратимся к	3	1
943	в лучшем	2	1
944	может показаться	1	1
945	или слова	1	1
946	и доказать	1	1
947	по этому	1	1
948	так что	10	1
949	с которым	2	1
950	теми же	1	1
951	более высокое	1	1
952	же в	2	1
953	требует от	1	1
954	всю жизнь	1	1
955	бы быть	2	1
956	и читателя	1	1
957	в уме	1	1
958	чаще всего	1	1
959	для построения	1	1
960	как будто	13	1
961	идет не	1	1
962	на то	25	1
963	акте выбора	1	1
964	бы ни	1	1
965	а как	1	1
966	здесь мы	6	1
967	может и	1	1
968	лучшем случае	2	1
969	случае это	1	1
970	именно это	3	1
971	дело обстоит	1	1
972	и совершенно	9	1
973	есть не	2	1
974	говорит не	2	1
975	кажется что	2	1
976	иное как	1	1
