N	3gram	Bakhtin_Pr	Freidism
111	при этом неизбежно	1	1
112	но тем не	1	1
113	того или иного	1	1
114	как будто бы	1	1
115	что она не	3	1
116	той или иной	3	1
117	но прежде всего	1	1
118	том что это	1	1
119	вполне понятно что	1	1
120	в противоречии с	1	1
121	что же это	1	1
122	и даже не	1	1
123	в предшествующей главе	3	1
124	но не может	1	1
125	от того в	1	1
126	за пределы всего	1	1
127	этого сознания и	1	1
128	до известной степени	1	1
129	сравнить его с	1	1
130	и наконец в	1	1
131	то что он	1	1
132	все зависит от	1	1
133	и только в	1	1
134	мы должны перейти	1	1
135	в пределах того	1	1
136	только в условиях	1	1
137	же это за	1	1
138	и вот в	1	1
139	к себе самому	1	1
140	как со стороны	1	1
141	позицию по отношению	2	1
142	по крайней мере	3	1
143	другая точка зрения	1	1
144	пределы всего что	1	1
145	по сравнению с	2	1
146	в нем мы	1	1
147	свое отношение к	1	1
148	же что и	1	1
149	что бы то	1	1
150	только в свете	1	1
151	они и не	2	1
152	для него не	2	1
153	если же мы	1	1
154	может быть даже	2	1
155	между ними существует	1	1
156	имеем в виду	2	1
157	и о своем	2	1
158	то что может	1	1
159	рядом с ним	1	1
160	в своей совокупности	1	1
161	в себе и	1	1
162	говорит за себя	2	1
163	в жизни и	1	1
164	как бы в	3	1
165	не то чем	1	1
166	может в этом	1	1
167	в целом ряде	2	1
168	может быть понято	1	1
169	он и не	3	1
170	художественной формы и	1	1
171	конечно не в	1	1
172	в каждом слове	2	1
173	как и всякое	1	1
174	формы так и	1	1
175	центр тяжести в	1	1
176	они не могут	1	1
177	что в данном	1	1
178	форму и содержание	1	1
179	во что бы	1	1
180	только с точки	1	1
181	в то время	3	1
182	или может быть	1	1
183	книг и статей	1	1
184	всех этих идеологических	1	1
185	их в целом	1	1
186	и быть не	1	1
187	чтобы войти в	1	1
188	зависит от того	1	1
189	все же не	1	1
190	разобраться в этом	1	1
191	и пр как	1	1
192	быть объяснены и	1	1
193	никогда не говорил	1	1
194	хотя и не	1	1
195	не было бы	1	1
196	но не только	2	1
197	данном случае в	1	1
198	друг с другом	4	1
199	жизни и в	1	1
200	именно в этой	1	1
201	да и не	1	1
202	он остается в	2	1
203	в одной плоскости	7	1
204	так и со	1	1
205	от всех этих	1	1
206	же мы должны	1	1
207	если бы они	1	1
208	не подозревает о	1	1
209	ничего общего с	1	1
210	могут быть поняты	1	1
211	то же что	3	1
212	дело в том	1	1
213	она не может	3	1
214	а есть только	2	1
215	и в дальнейшем	1	1
216	со всем этим	1	1
217	не может в	1	1
218	и у самого	1	1
219	мира а не	1	1
220	все что он	1	1
221	литературе как мы	1	1
222	так же как	4	1
223	целом ряде других	2	1
224	смысле этого слова	2	1
225	во всех этих	1	1
226	прежде всего ту	1	1
227	по себе является	1	1
228	при ознакомлении с	1	1
229	ввести его в	1	1
230	при этом условии	1	1
231	и никогда не	1	1
232	можно говорить о	1	1
233	все эти три	1	1
234	переносит центр тяжести	1	1
235	и в то	3	1
236	пределах того что	1	1
237	к той же	1	1
238	из них не	1	1
239	должны перейти к	1	1
240	не согласиться с	1	1
241	не только не	1	1
242	только при этом	1	1
243	в своем собственном	1	1
244	но именно в	1	1
245	так как его	1	1
246	всяком случае не	1	1
247	но не в	2	1
248	так как в	1	1
249	и не могут	1	1
250	жизни в ее	1	1
251	и со стороны	1	1
252	нужно сказать что	2	1
253	с ним а	1	1
254	с другими моментами	1	1
255	и тогда когда	1	1
256	и социальные условия	1	1
257	чтобы в ней	1	1
258	на первый взгляд	1	1
259	о себе самом	9	1
260	сознанием и следовательно	1	1
261	в маленьком масштабе	1	1
262	внешнего мира в	1	1
263	по этому вопросу	1	1
264	последнее слово в	1	1
265	все в нем	2	1
266	остается в пределах	1	1
267	его целом то	1	1
268	что это не	1	1
269	себя и своего	1	1
270	но все же	3	1
271	в нем и	2	1
272	и в нем	1	1
273	себе и в	1	1
274	как бы ни	1	1
275	мы имеем в	2	1
276	точки зрения на	2	1
277	пробным камнем для	1	1
278	конечно и в	1	1
279	как же мы	1	1
280	между тем как	4	1
281	таким образом и	1	1
282	является одним из	2	1
283	события в котором	1	1
284	из одного плана	1	1
285	оно может быть	2	1
286	и входит в	2	1
287	даже и не	1	1
288	говорит об этом	2	1
289	и следовательно в	1	1
290	теми же самыми	1	1
291	во всех сферах	1	1
292	сознание и в	1	1
293	можно было бы	4	1
294	камнем для испытания	1	1
295	потому что по	1	1
296	нам кажется что	2	1
297	и потому не	1	1
298	начала и до	2	1
299	раз и навсегда	2	1
300	то ни стало	1	1
