N	2gram	Trubetskoy	VerxiiNi
190	в русском	1	2
191	не могут	4	2
192	когда же	1	2
193	связь с	1	2
194	похож на	1	2
195	первое время	1	2
196	не было	3	2
197	к западным	1	2
198	к его	1	2
199	значительной части	2	2
200	не в	4	2
201	у всех	1	2
202	в россии	6	2
203	мысль о	1	2
204	том виде	1	2
205	по существу	5	2
206	творца и	1	2
207	именно в	3	2
208	и действительно	1	2
209	можно назвать	1	2
210	с одним	1	2
211	положение в	1	2
212	видами и	1	2
213	о полном	1	2
214	для каждого	1	2
215	выход из	1	2
216	к другу	1	2
217	в одно	1	2
218	но когда	1	2
219	при таком	1	2
220	русской интеллигенции	8	2
221	по своему	1	2
222	приводит к	4	2
223	на все	1	2
224	только для	2	2
225	отличается от	2	2
226	по своим	1	2
227	должно было	1	2
228	национальной психики	1	2
229	о котором	3	2
230	к культуре	2	2
231	так например	1	2
232	связано с	1	2
233	еще не	3	2
234	во всех	5	2
235	богу и	1	2
236	ко всему	1	2
237	мы можем	2	2
238	больше чем	2	2
239	людей и	2	2
240	ни у	1	2
241	ли это	4	2
242	силы и	1	2
243	если не	2	2
244	этом духе	1	2
245	но при	1	2
246	надо было	1	2
247	по сравнению	1	2
248	то ни	4	2
249	между тем	5	2
250	в свою	1	2
251	в китае	1	2
252	не всегда	1	2
253	значительной мере	2	2
254	быть и	2	2
255	сознании и	1	2
256	не могло	1	2
257	ни один	1	2
258	нет для	1	2
259	всех других	1	2
260	и является	2	2
261	так чтобы	3	2
262	заключает в	1	2
263	и это	1	2
264	ее с	1	2
265	в начале	2	2
266	превращается в	1	2
267	конечно не	5	2
268	по своей	1	2
269	же время	10	2
270	самого начала	1	2
271	признать что	6	2
272	еще на	1	2
273	состоит в	2	2
274	нами и	1	2
275	же самое	1	2
276	может ли	1	2
277	не могла	1	2
278	православной церкви	1	2
279	к которому	1	2
280	в глазах	2	2
281	или иной	5	2
282	не должны	1	2
283	жизни и	4	2
284	но если	3	2
285	в разных	1	2
286	оно является	1	2
287	и проч	1	2
288	на то	5	2
289	из этого	3	2
290	в создании	1	2
291	для этих	1	2
292	от них	1	2
293	без помощи	1	2
294	что о	1	2
295	эта культура	1	2
296	и все	1	2
297	для этого	3	2
298	для эпохи	1	2
299	в самой	1	2
300	пути к	2	2
301	и наконец	2	2
302	той или	3	2
303	в другое	4	2
304	не к	2	2
305	его можно	1	2
306	души и	1	1
307	с культурой	1	1
308	для россии	2	1
309	культура есть	1	1
310	представить себе	2	1
311	образом при	1	1
312	люди которые	1	1
313	то в	3	1
314	трудно сказать	1	1
315	на почве	2	1
316	этого и	1	1
317	предыдущего явствует	1	1
318	природы и	1	1
319	не так	2	1
320	человек может	1	1
321	к общему	1	1
322	единственное что	1	1
323	а потому	5	1
324	то они	1	1
325	а другие	1	1
326	постольку поскольку	1	1
327	в среду	1	1
328	в состав	1	1
329	и сил	1	1
330	что с	2	1
331	эти элементы	1	1
332	в заблуждение	2	1
333	собой и	3	1
334	и этот	3	1
335	им возможность	1	1
336	фактом что	1	1
337	и конечно	1	1
338	свою очередь	1	1
339	друг к	1	1
340	она и	1	1
341	других существ	1	1
342	разума в	1	1
343	указывает на	2	1
344	они не	1	1
345	может не	3	1
346	в вопросах	3	1
347	данном случае	3	1
348	что такое	2	1
349	заключается главное	1	1
350	характеру и	1	1
351	воплощения в	1	1
352	должно быть	3	1
353	т.е к	2	1
354	время и	1	1
355	зависит от	2	1
356	к самобытной	1	1
357	или нескольких	2	1
358	о сущности	1	1
359	народ с	1	1
360	для себя	2	1
361	из таких	1	1
362	дело при	1	1
363	народа к	1	1
364	при таких	4	1
365	обе эти	1	1
366	это не	1	1
367	очень скоро	1	1
368	он как	1	1
369	мы знаем	1	1
370	высшее существо	1	1
371	стать во	1	1
372	только от	1	1
373	идет о	1	1
374	до самого	1	1
375	то у	1	1
376	прийти к	1	1
377	не для	1	1
378	которых он	1	1
379	ничего кроме	1	1
380	быть совершено	1	1
381	взаимодействия между	1	1
382	именно тем	1	1
383	чтобы стать	1	1
384	мощным орудием	1	1
385	с ним	2	1
386	в постоянном	1	1
387	в сущности	1	1
388	в ее	1	1
389	что так	1	1
390	которых каждый	2	1
391	живущие в	1	1
392	явствует что	1	1
393	при наличности	1	1
394	от этой	2	1
395	переворот во	1	1
396	и за	1	1
397	части одной	1	1
398	то самое	1	1
399	с внешней	1	1
400	данной национальной	1	1
401	по образцу	1	1
402	к сознанию	1	1
403	из существующих	1	1
404	на которой	2	1
405	это учение	2	1
406	это и	1	1
407	ни в	2	1
408	в догматах	1	1
409	борьбы с	1	1
410	этом направлении	2	1
411	у многих	2	1
412	это есть	2	1
413	смысле этого	1	1
414	говорить что	1	1
415	превратиться в	1	1
416	не является	1	1
417	участие в	2	1
418	для творчества	1	1
419	по совершенно	1	1
420	богу не	1	1
421	нельзя считать	2	1
422	у него	2	1
423	в их	4	1
424	внешней стороны	1	1
425	в данном	7	1
426	его в	4	1
427	работе по	2	1
428	совершенно ясно	1	1
429	касается до	2	1
430	их не	2	1
431	в будущем	3	1
432	в своих	6	1
433	чтобы в	2	1
434	культуры к	1	1
435	в разные	1	1
436	самом деле	7	1
437	отправной точкой	2	1
438	оставаясь в	1	1
439	от тех	1	1
440	и некоторые	1	1
441	как видно	1	1
442	черты в	1	1
443	другой вид	1	1
444	а во-вторых	2	1
445	что к	1	1
446	от церкви	3	1
447	к чему	2	1
448	гения в	1	1
449	культура не	1	1
450	их и	1	1
451	что его	1	1
452	и друг	1	1
453	не противоречат	1	1
454	коренной переворот	1	1
455	согласно этому	1	1
456	заключается в	1	1
457	всем существом	1	1
458	оно есть	1	1
459	которое в	1	1
460	может только	3	1
461	которые как	1	1
462	лишь постольку	1	1
463	сознании в	1	1
464	тем что	3	1
465	в православии	1	1
466	этнических элементов	1	1
467	веет от	1	1
468	народа это	1	1
469	данного народа	5	1
470	европейской цивилизации	2	1
471	с господствующей	1	1
472	если он	1	1
473	смотря по	1	1
474	невозможным не	1	1
475	в жизни	1	1
476	отношения к	2	1
477	видно из	1	1
478	произведя коренной	1	1
479	разных народов	1	1
480	в корне	4	1
481	его учение	1	1
482	у романогерманцев	1	1
483	самостоятельные и	1	1
484	находит себе	1	1
485	как и	4	1
486	как не	1	1
487	с ними	1	1
488	от дьявола	1	1
489	принципиально отличается	1	1
490	помнить что	2	1
491	их в	2	1
492	вряд ли	3	1
493	земного шара	1	1
494	себя как	2	1
495	на земле	4	1
496	веры и	1	1
497	не есть	3	1
498	только то	1	1
499	этим свойствам	1	1
500	в своей	5	1
501	при ближайшем	1	1
502	на эту	2	1
503	соединяется с	1	1
504	и надо	1	1
505	стремление к	7	1
506	во главе	2	1
507	следовательно и	2	1
508	силу этого	1	1
509	есть единственное	1	1
510	перед собой	1	1
511	ближайшем рассмотрении	1	1
512	от этого	1	1
513	является для	1	1
514	мировоззрения в	2	1
515	с запада	1	1
516	в такой	1	1
517	или что	1	1
518	представителя данного	2	1
519	однако это	1	1
520	о которых	3	1
521	и небольшой	1	1
522	может явиться	1	1
523	человека является	1	1
524	в себя	1	1
525	себя не	1	1
526	вследствие этого	1	1
527	роль в	1	1
528	он сам	3	1
529	на его	1	1
530	к мысли	1	1
531	в сторону	1	1
532	несомненно в	1	1
533	из одного	1	1
534	конкретные формы	1	1
535	господствующее положение	1	1
536	всех их	1	1
537	культуры в	3	1
538	на себе	1	1
539	не произойдет	3	1
540	стороны русской	1	1
541	сейчас же	1	1
542	как только	1	1
543	представляется в	1	1
544	могло бы	1	1
545	в какое-то	1	1
546	в одной	1	1
547	на такое	1	1
548	тем более	1	1
549	всех народов	2	1
550	непременно будет	3	1
551	казалось бы	1	1
552	что они	3	1
553	бы в	1	1
554	не был	1	1
555	и культуре	1	1
556	на них	1	1
557	людей в	1	1
558	совершенно самостоятельные	1	1
559	базируются на	1	1
560	данной культуры	1	1
561	с этим	2	1
562	все они	3	1
563	этой роли	2	1
564	перед сознанием	1	1
565	и того	1	1
566	еще и	1	1
567	ни к	7	1
568	знаем и	1	1
569	ни на	1	1
570	русского гения	1	1
571	совершенно не	2	1
572	данный народ	2	1
573	человека в	1	1
574	между нами	1	1
575	особые исторические	1	1
576	из предыдущего	1	1
577	на этой	2	1
578	к этой	4	1
579	и других	1	1
580	другом не	1	1
581	и более	2	1
582	для создания	1	1
583	только ценою	1	1
584	и состоит	2	1
585	да и	3	1
586	между собой	5	1
587	что высшей	1	1
588	эти последние	1	1
589	в очень	1	1
590	выше что	1	1
591	единое целое	1	1
592	данного национального	1	1
593	мы уже	2	1
594	это как	1	1
595	синтеза между	1	1
596	может смотреть	1	1
597	от этих	1	1
598	с богом	1	1
599	чтобы он	1	1
600	говорить не	1	1
601	выполнению этой	1	1
602	чему не	1	1
603	входит в	1	1
604	и германцев	1	1
605	по возможности	1	1
606	с новыми	1	1
607	случае эта	1	1
608	но даже	2	1
609	этой борьбы	2	1
610	из среды	1	1
611	мы не	1	1
612	ничего подобного	1	1
613	практические выводы	1	1
614	ввести в	1	1
615	не по	1	1
616	которые и	1	1
617	являются не	1	1
618	в ней	2	1
619	есть проблема	1	1
620	но это	2	1
621	это для	1	1
622	с виду	3	1
623	но совершенно	2	1
624	всех существ	1	1
625	важно то	1	1
626	сам уже	1	1
627	только тогда	1	1
628	невозможно но	1	1
629	к известной	1	1
630	что касается	1	1
631	есть то	1	1
632	и весь	1	1
633	а по	1	1
634	только на	2	1
635	и их	1	1
636	та культура	1	1
637	речь идет	2	1
638	своей природы	1	1
639	к одному	1	1
640	чтобы она	2	1
641	хозяйственной жизни	1	1
642	духом и	1	1
643	из двух	1	1
644	православная церковь	1	1
645	а между	5	1
646	на создание	1	1
647	иметь в	1	1
648	что дает	1	1
649	освободится от	1	1
650	факт что	2	1
651	по отношению	2	1
652	если человек	2	1
653	его жизнь	1	1
654	не следует	1	1
655	учений и	1	1
656	тот факт	2	1
657	от своего	1	1
658	из нас	1	1
659	этот вопрос	2	1
660	участвовать в	1	1
661	что когда	1	1
662	конечно нет	1	1
663	существовать и	1	1
664	тогда как	2	1
665	истинно верующий	1	1
666	для обеих	2	1
667	вступивших на	1	1
668	в сокровищницу	1	1
669	от культуры	1	1
670	ином виде	1	1
671	должны были	1	1
672	любви к	2	1
673	идет речь	4	1
674	утверждение своей	1	1
675	у народов	2	1
676	всего этого	1	1
677	россии а	3	1
678	на это	2	1
679	было бы	5	1
680	с какими-нибудь	1	1
681	на одну	1	1
682	в одну	1	1
683	нравственной жизни	1	1
684	с людьми	1	1
685	без всякого	1	1
686	человеческой жизни	1	1
687	будущее он	1	1
688	выходу из	1	1
689	одного из	1	1
690	наконец что	1	1
691	настоящее время	2	1
692	то по	1	1
693	в сфере	1	1
694	по воле	2	1
695	свой истинный	1	1
696	что среди	1	1
697	чтобы они	1	1
698	такому человеку	1	1
699	тем же	1	1
700	своем целом	1	1
701	этих последних	1	1
702	найти в	1	1
703	по себе	2	1
704	могут быть	1	1
705	таких условиях	3	1
706	этот выход	1	1
707	не можем	2	1
708	формы в	1	1
709	культуры мы	1	1
710	быть тем	1	1
711	христианин во	1	1
712	не знаем	1	1
713	и есть	2	1
714	место в	2	1
715	т.е как	1	1
716	том же	2	1
717	в сознании	3	1
718	необходимо чтобы	1	1
719	он может	1	1
720	бытия и	1	1
721	русских людей	1	1
722	и должно	2	1
723	такой же	1	1
724	культуры ибо	1	1
725	происходит в	1	1
726	и прежде	1	1
727	уйти в	1	1
728	если они	2	1
729	чаще всего	1	1
730	этого слова	1	1
731	до известной	1	1
732	работа в	1	1
733	ибо в	3	1
734	и смотреть	2	1
735	известной степени	1	1
736	у этих	1	1
737	под именем	1	1
738	существом своим	1	1
739	к новой	1	1
740	своего престижа	1	1
741	для достижения	1	1
742	а следовательно	3	1
743	даже в	1	1
744	в европе	1	1
745	только с	2	1
746	дела не	2	1
747	может и	1	1
748	к своей	1	1
749	друг друга	3	1
750	не удалось	1	1
751	и стать	1	1
752	иные чем	1	1
753	с ее	1	1
754	всех этих	3	1
755	к ее	1	1
756	таким же	3	1
757	и тот	2	1
758	в настоящее	2	1
759	но для	2	1
760	дает ему	1	1
761	должны быть	1	1
762	себя в	4	1
763	сделать это	2	1
764	одного и	1	1
765	обеих сторон	2	1
766	есть не	1	1
767	духом любви	1	1
768	совершенно чуждые	1	1
769	определяться не	1	1
770	это два	1	1
771	и во	3	1
772	он должен	5	1
