N	3gram	Medvedev_V	Marksizm
110	в статье о	1	1
111	бы и не	3	1
112	все то что	1	1
113	перейдем теперь к	1	1
114	не было в	2	1
115	для него в	2	1
116	в конечном счете	5	1
117	очень близко к	1	1
118	имеются в виду	1	1
119	одной из этих	1	1
120	в этом процессе	2	1
121	по сравнению с	1	1
122	и в другом	2	1
123	то или иное	1	1
124	того или другого	1	1
125	говоря уже о	1	1
126	с этой точки	1	1
127	в том же	1	1
128	что в своем	1	1
129	имеет свою историю	1	1
130	и как увидим	1	1
131	прежде всего необходимо	1	1
132	что в них	1	1
133	и в науке	1	1
134	но и он	2	1
135	все эти тенденции	1	1
136	образы его фантазий	1	1
137	прямо и непосредственно	1	1
138	слова все это	1	1
139	стороны он совершенно	1	1
140	между ними может	1	1
141	что в процессе	1	1
142	по себе в	1	1
143	не чем иным	1	1
144	ними в борьбу	1	1
145	зависит как от	1	1
146	для правильного понимания	1	1
147	чем иным как	1	1
148	что все эти	2	1
149	может быть сведена	1	1
150	между собой не	1	1
151	по аналогии с	1	1
152	что оно является	1	1
153	в соответствии с	1	1
154	все же и	1	1
155	даже и в	1	1
156	может обойтись без	1	1
157	а в том	1	1
158	но даже и	1	1
159	к этому сводится	2	1
160	и по отношению	1	1
161	этого процесса и	1	1
162	этой проблемы в	1	1
163	не только не	2	1
164	в основных чертах	3	1
165	одну и ту	1	1
166	каждой из этих	2	1
167	в процессе этого	1	1
168	это вовсе не	1	1
169	этих и подобных	3	1
170	все это не	1	1
171	но ни в	1	1
172	хотя бы с	1	1
173	таким образом и	1	1
174	словесного воплощения в	1	1
175	в последнем счете	1	1
176	таким образом не	3	1
177	никогда не может	1	1
178	сих пор не	1	1
179	а как бы	1	1
180	отнюдь не являются	1	1
181	на эти вопросы	2	1
182	то все же	1	1
183	большей или меньшей	3	1
184	вместе с тем	4	1
185	равно как и	4	1
186	одним из наиболее	1	1
187	как это делает	3	1
188	этот процесс и	1	1
189	в какой мере	1	1
190	а вместе с	1	1
191	в работе над	1	1
192	и ту же	1	1
193	в этом же	1	1
194	как и самый	1	1
195	речь может идти	1	1
196	таким образом по	2	1
197	из которых он	1	1
198	в другом месте	2	1
199	можно определить как	2	1
200	этой точки зрения	2	1
201	то что в	1	1
202	может быть в	1	1
203	в образе в	1	1
204	быть сведена к	1	1
205	и тем более	1	1
206	то о чем	1	1
207	не отличается от	1	1
208	в то время	1	1
209	или как говорит	1	1
210	но к ним	1	1
211	и сознания а	1	1
212	приводит в движение	1	1
213	в большей или	2	1
214	все же не	1	1
215	же в таком	1	1
216	а как на	1	1
217	не говоря уже	1	1
218	в процессе творчества	1	1
219	какой мере не	1	1
220	и подобных им	4	1
221	на то или	1	1
222	ни одна из	1	1
223	автора так и	1	1
224	мы только что	1	1
225	подобно тому как	3	1
226	что перед нами	1	1
227	идеологического творчества не	1	1
228	от него к	1	1
229	во всех этих	2	1
230	все его герои	1	1
231	всего может быть	1	1
232	таком случае является	1	1
233	могут быть сведены	1	1
234	и без того	1	1
235	не может обойтись	1	1
236	уже о том	1	1
237	в новое время	1	1
238	вот несколько примеров	1	1
239	в каком направлении	1	1
240	не как на	1	1
241	у тургенева и	1	1
242	по его мнению	1	1
243	художественной правды это	1	1
244	в результате чего	2	1
245	этого в каждом	1	1
246	одна из них	1	1
247	и в процессе	2	1
248	из которых каждая	1	1
249	приводит к тому	2	1
250	оно может быть	1	1
251	в виду что	1	1
252	к этому же	1	1
253	чем же в	1	1
254	после того как	2	1
255	и к этим	1	1
256	неизбежно приводит к	1	1
257	может быть принято	1	1
258	является не чем	1	1
