N	2gram	Berdyaev_M	RusskieA
221	то время	2	4
222	вряд ли	3	4
223	бросается в	1	4
224	он же	3	4
225	в основе	4	4
226	в середине	4	4
227	совпадают с	1	4
228	и до	1	4
229	и потом	1	4
230	и там	10	4
231	переход от	1	4
232	в образе	4	4
233	этого слова	1	4
234	всяком случае	1	4
235	у них	4	4
236	и после	1	4
237	нас не	2	4
238	уже в	6	4
239	его и	2	4
240	западной европы	2	4
241	по своему	3	4
242	а к	2	4
243	отличие от	1	4
244	в ней	23	4
245	связано с	5	4
246	к тем	2	4
247	к ней	6	4
248	которые в	2	4
249	и ее	2	4
250	можно будет	1	4
251	и тогда	2	4
252	иное как	4	4
253	все что	5	3
254	к другу	6	3
255	же и	2	3
256	которые не	2	3
257	говорит о	1	3
258	в какой	1	3
259	в виду	2	3
260	церковь и	2	3
261	связь с	1	3
262	из самых	9	3
263	есть в	3	3
264	а именно	1	3
265	в природе	1	3
266	разные стороны	1	3
267	от этого	4	3
268	на природу	4	3
269	сразу же	1	3
270	восходит к	1	3
271	он был	18	3
272	увидим что	5	3
273	по отношению	4	3
274	и те	4	3
275	но ни	1	3
276	и еще	3	3
277	как на	1	3
278	на которой	1	3
279	находится в	1	3
280	что все	5	3
281	точки зрения	6	3
282	никогда не	30	3
283	ее и	2	3
284	обычно не	1	3
285	хотя и	2	3
286	в ее	3	3
287	чем у	8	3
288	и через	1	3
289	христа и	4	3
290	в которой	8	3
291	в области	1	3
292	и это	16	3
293	сих пор	5	3
294	человека а	3	3
295	в русской	4	3
296	совсем не	3	3
297	можно сделать	1	3
298	с таким	2	3
299	возможно что	1	3
300	когда они	1	3
301	ней в	1	3
302	его к	2	3
303	всех этих	1	3
304	чтобы не	4	3
305	раньше чем	1	3
306	любви и	3	3
307	до сих	5	3
308	друг к	6	3
309	то есть	3	3
310	также что	1	3
311	живет в	2	3
312	думает что	1	3
313	русского народа	1	3
314	если бы	5	3
315	их и	1	3
316	в различные	1	3
317	в своей	18	3
318	можно назвать	1	3
319	жизни в	3	3
320	не во	1	3
321	с точки	1	3
322	и поэтому	3	3
323	значение и	1	3
324	этот случай	2	3
325	с которой	2	3
326	последний день	2	3
327	и наоборот	1	3
328	нет и	6	3
329	и во	5	3
330	при котором	1	3
331	на этот	2	3
332	в другое	1	3
333	они были	2	3
334	встреча и	1	3
335	и то	2	3
336	нас нет	1	3
337	ее на	1	3
338	и этим	2	3
339	это и	7	3
340	такое же	1	3
341	же не	2	3
342	на небо	1	3
343	своей книге	2	3
344	с той	1	3
345	на все	3	3
346	с себя	1	3
347	в одной	1	3
348	жизнь и	5	3
349	быть и	2	3
350	когда он	3	3
351	есть и	6	3
352	как он	4	3
353	думать что	4	3
354	отношению к	4	3
355	место в	4	3
356	в период	1	3
357	на то	1	3
358	и его	13	3
359	это в	1	3
360	не к	6	3
361	от него	4	2
362	совершалось в	1	2
363	христа в	6	2
364	к этой	3	2
365	с этой	4	2
366	человек на	2	2
367	жизнь но	1	2
368	под ним	2	2
369	тем как	2	2
370	перед ней	1	2
371	не как	4	2
372	это нужно	1	2
373	нас в	3	2
374	его от	1	2
375	но что	1	2
376	по себе	2	2
377	этим объясняется	1	2
378	в духе	6	2
379	от одного	1	2
380	из нее	1	2
381	из всего	1	2
382	если он	7	2
383	принадлежат к	3	2
384	на эту	1	2
385	в момент	3	2
386	у которых	2	2
387	было не	1	2
388	другу и	2	2
389	этой связи	1	2
390	между двумя	1	2
391	говорить о	1	2
392	и когда	2	2
393	людей и	5	2
394	они идут	1	2
395	этим не	1	2
396	себе в	3	2
397	с другим	3	2
398	в прошлом	1	2
399	сказать что	5	2
400	он так	2	2
401	в нашем	2	2
402	это так	1	2
403	в европе	2	2
404	а мы	1	2
405	к этим	3	2
406	все в	7	2
407	мы видим	4	2
408	которая должна	1	2
409	и он	21	2
410	землю и	1	2
411	должно быть	5	2
412	собой в	1	2
413	смысле в	2	2
414	весь смысл	1	2
415	что такое	2	2
416	и за	2	2
417	многих отношениях	1	2
418	в старом	1	2
419	там и	6	2
420	у него	38	2
421	их но	1	2
422	тот кто	5	2
423	одним из	2	2
424	как его	1	2
425	не раскрывает	4	2
426	в конце	11	2
427	на тот	1	2
428	между ними	1	2
429	они как	1	2
430	следовательно и	1	2
431	был не	2	2
432	из одного	1	2
433	в чем	3	2
434	что их	1	2
435	под влиянием	1	2
436	в каждом	4	2
437	сами не	1	2
438	не означает	2	2
439	и даже	1	2
440	только с	3	2
441	две формы	1	2
442	не дает	1	2
443	ту же	1	2
444	не будут	2	2
445	он не	34	2
446	решить вопрос	2	2
447	и тем	1	2
448	в развитии	1	2
449	не были	2	2
450	этот был	1	2
451	его жизнь	1	2
452	он пишет	1	2
453	когда мы	2	2
454	т п	1	2
455	ту сторону	1	2
456	его как	2	2
457	вера в	3	2
458	но нет	1	2
459	в себе	12	2
460	по ним	1	2
461	не значит	2	2
462	был в	4	2
463	в силу	1	2
464	из этого	1	2
465	значит что	4	2
466	в него	3	2
467	не случайно	1	2
468	уходит в	1	2
469	от нее	5	2
470	не так	6	2
471	народа в	1	2
472	можно видеть	1	2
473	в жизни	7	2
474	эти и	1	2
475	привело к	1	2
476	в другой	1	2
477	этот не	1	2
478	интерес к	5	2
479	оно не	3	2
480	похожее на	1	2
481	все то	1	2
482	самом деле	2	2
483	вокруг него	1	2
484	о своей	2	2
485	и действительно	1	2
486	к самым	2	2
487	как не	1	2
488	к нам	1	2
489	что такой	1	2
490	быть назван	3	2
491	себя и	6	2
492	детскую игру	1	2
493	более поздний	1	2
494	характерна для	1	2
495	нет в	5	2
496	и состоит	1	2
497	в иных	3	2
498	не имеют	2	2
499	и если	1	2
500	относится к	2	2
501	не знали	2	2
502	быть не	2	2
503	и теперь	1	2
504	что если	1	2
505	не могло	1	2
506	целый ряд	2	2
507	он есть	1	2
508	к людям	1	2
509	литературы в	1	2
510	к другому	4	2
511	с нею	1	2
512	с его	6	2
513	моментов в	1	2
514	подойти к	1	2
515	он должен	4	2
516	что есть	7	2
517	но оно	1	2
518	ответ на	1	2
519	но на	2	2
520	в более	4	2
521	что ему	1	2
522	только одно	3	2
523	значение в	1	2
524	они не	4	2
525	ни с	4	2
526	и всегда	3	2
527	на что	1	2
528	для него	28	2
529	этом отношении	1	2
530	как у	2	2
531	чтобы получить	2	2
532	участие в	1	2
533	силу на	1	2
534	но эта	2	2
535	это еще	1	2
536	он видел	1	2
537	и несут	1	2
538	в стороне	1	2
539	и без	2	2
540	на первую	1	2
541	право на	1	2
542	должен быть	4	2
543	особенно в	3	2
544	тем более	1	2
545	о своих	2	2
546	чтобы сделать	1	2
547	еще до	2	2
548	ко всему	2	2
549	для русских	1	2
550	а как	2	2
551	то нет	4	2
552	в частности	1	2
553	не оставляет	1	2
554	в начале	2	2
555	в пределах	1	2
556	и всех	1	2
557	во всю	1	2
558	отношение к	9	2
559	же можно	2	2
560	к новому	2	2
561	в новой	1	2
562	и благополучия	1	2
563	и наконец	1	2
564	в той	3	1
565	что было	2	1
566	в самом	15	1
567	люди которые	1	1
568	в центре	4	1
569	быть принята	2	1
570	еще более	3	1
571	только что	1	1
572	и пришли	1	1
573	который должен	2	1
574	из всех	1	1
575	а совершенно	1	1
576	формы в	1	1
577	этот момент	1	1
578	и был	1	1
579	или нет	1	1
580	это обычно	1	1
581	примыкает к	1	1
582	те же	5	1
583	с утра	1	1
584	древнего рима	1	1
585	если нет	9	1
586	может так	1	1
587	потому не	3	1
588	что человеческая	1	1
589	ты не	1	1
590	быть может	9	1
591	исследование о	1	1
592	частично в	1	1
593	не бывает	3	1
594	к растерзанию	1	1
595	тогда только	3	1
596	этом основании	1	1
597	на смену	3	1
598	для использования	1	1
599	в борьбе	1	1
600	или во	1	1
601	быть признана	1	1
602	и сам	1	1
603	жизнь в	4	1
604	на такой	1	1
605	происходит не	1	1
606	и возвращается	2	1
607	уже на	1	1
608	рисует картину	1	1
609	в грядущем	2	1
610	его на	4	1
611	почему они	2	1
612	и вокруг	1	1
613	всегда в	1	1
614	теории он	1	1
615	дома и	1	1
616	его уже	1	1
617	но у	2	1
618	по своим	1	1
619	в иной	3	1
620	за ней	1	1
621	мир и	3	1
622	он по	1	1
623	отца и	1	1
624	других так	1	1
625	обращение к	1	1
626	он из	1	1
627	кто-либо из	1	1
628	народа на	1	1
629	это с	1	1
630	в религии	1	1
631	природа не	1	1
632	было в	3	1
633	века в	2	1
634	не могли	1	1
635	в час	1	1
636	которой он	2	1
637	наоборот он	1	1
638	хотя бы	8	1
639	кого в	1	1
640	выходит из	1	1
641	все свои	1	1
642	в другом	1	1
643	из жизни	1	1
644	была только	1	1
645	а после	1	1
646	имея в	1	1
647	из себя	2	1
648	и показывает	1	1
649	борьбе с	1	1
650	всего как	1	1
651	до вечера	1	1
652	за собой	2	1
653	на пути	4	1
654	приходит к	2	1
655	говорит что	3	1
656	превращается в	1	1
657	значительной степени	2	1
658	добро и	4	1
659	привела к	2	1
660	не вполне	1	1
661	человеку его	2	1
662	же его	1	1
663	природой он	1	1
664	но этот	3	1
665	дело и	1	1
666	все русские	2	1
667	ни одного	2	1
668	установить что	1	1
669	на могиле	1	1
670	жизни как	1	1
671	него не	3	1
672	них есть	2	1
673	наряду с	1	1
674	революции в	2	1
675	корней но	1	1
676	ее как	2	1
677	они должны	1	1
678	явление не	1	1
679	за него	1	1
680	такая же	1	1
681	к которому	1	1
682	во времена	1	1
683	же она	1	1
684	как от	1	1
685	все время	3	1
686	может также	1	1
687	уже нельзя	1	1
688	она может	2	1
689	были в	1	1
690	потребности в	1	1
691	выходя из	2	1
692	не мог	6	1
693	к ее	1	1
694	когда будет	1	1
695	он считал	1	1
696	в христианской	1	1
697	последний раз	1	1
698	и людям	1	1
699	только одна	1	1
700	ближе к	1	1
701	все мы	1	1
702	он очень	1	1
703	на почве	3	1
704	него как	2	1
705	солнце но	1	1
706	и мы	2	1
707	по преимуществу	4	1
708	хотелось бы	1	1
709	человеку не	1	1
710	о двух	1	1
711	совершенно другой	1	1
712	пишет он	2	1
713	но тот	1	1
714	есть одно	2	1
715	притом не	1	1
716	в состоянии	1	1
717	как нет	1	1
718	как дети	1	1
719	с русским	1	1
720	в жертву	1	1
721	и нужно	2	1
722	и сама	2	1
723	они в	1	1
724	они будут	1	1
725	по типу	1	1
726	не от	3	1
727	эта свобода	1	1
728	весь мир	1	1
729	бессмертия и	2	1
730	глава i	1	1
731	основании что	2	1
732	не была	4	1
733	в угол	1	1
734	не знает	12	1
735	не о	2	1
736	не очень	1	1
737	интересно что	1	1
738	прежде чем	2	1
739	есть один	3	1
740	что за	2	1
741	что не	3	1
742	но для	2	1
743	говорит другой	1	1
744	и своего	1	1
745	на путь	2	1
746	с одним	1	1
747	на поверхности	9	1
748	время как	2	1
749	есть та	2	1
750	не есть	21	1
751	ним не	1	1
752	рядом с	1	1
753	одном из	1	1
754	налагает на	1	1
755	всеми его	1	1
756	и характер	2	1
757	в ряду	1	1
758	и жизнь	3	1
759	представляется нам	1	1
760	тут в	2	1
761	веру в	5	1
762	и угасание	1	1
763	связанным с	1	1
764	на свободу	3	1
765	себе и	4	1
766	точек зрения	1	1
767	в сторону	1	1
768	держит в	1	1
769	жизни то	2	1
770	вопроса о	1	1
771	есть особый	1	1
772	а потом	1	1
773	в верхнем	1	1
774	и мир	2	1
775	остается в	1	1
776	смысл и	1	1
777	до самой	5	1
778	же все	1	1
779	человек как	1	1
780	ему в	1	1
781	под этой	1	1
782	а следовательно	1	1
783	был уже	1	1
784	это прежде	1	1
785	на человеческую	1	1
786	под ними	1	1
787	все остальные	1	1
788	близко к	1	1
789	эти слова	2	1
790	происходит на	1	1
791	рост и	1	1
792	уже к	1	1
793	и чтобы	1	1
794	и этой	1	1
795	не будет	3	1
796	и смысла	1	1
797	на нем	1	1
798	должны быть	3	1
799	как конец	1	1
800	и та	2	1
801	при такой	1	1
802	он признает	1	1
803	красота не	1	1
804	почти всегда	1	1
805	себя на	1	1
806	человек который	5	1
807	православия и	1	1
808	по своей	4	1
809	в нее	1	1
810	не путем	1	1
811	верно и	1	1
812	другая сторона	1	1
813	вопрос можно	1	1
814	мы то	1	1
815	не раз	1	1
816	будущем к	1	1
817	другому и	1	1
818	этот иной	1	1
819	выходят за	1	1
820	он в	4	1
821	о русском	1	1
822	что во	1	1
823	оно имеет	1	1
824	каждый человек	2	1
825	и каждый	2	1
826	смысл же	1	1
827	о его	1	1
828	есть вместе	1	1
829	них не	1	1
830	и почему	1	1
831	это ни	1	1
832	основная тема	1	1
833	и есть	21	1
834	у разных	1	1
835	с которым	2	1
836	всю жизнь	7	1
837	что без	2	1
838	иной раз	1	1
839	с того	2	1
840	для людей	1	1
841	элемент но	1	1
842	бы ни	2	1
843	которые были	1	1
844	есть одна	1	1
845	и преследовала	1	1
846	еще менее	1	1
847	имеет свою	1	1
848	со слезами	1	1
849	что до	1	1
850	пришел к	1	1
851	и самый	2	1
852	себя но	1	1
853	люди в	1	1
854	нормам и	1	1
855	и бессмертие	1	1
856	к такому	1	1
857	во втором	1	1
858	отходят в	1	1
859	он уже	8	1
860	его нет	2	1
861	переходит в	23	1
862	и который	1	1
863	должна быть	7	1
864	был бы	11	1
865	земли не	1	1
866	для себя	1	1
867	образа и	2	1
868	и менее	2	1
869	определенно так	1	1
870	человек с	1	1
871	свою судьбу	1	1
872	имеет с	1	1
873	котором в	1	1
874	сам по	2	1
875	и этого	1	1
876	истории в	2	1
877	свои границы	1	1
878	что сам	1	1
879	разного рода	2	1
880	два явления	1	1
881	с природой	1	1
882	и все-таки	1	1
883	ни в	3	1
884	в огне	1	1
885	это есть	4	1
886	христианства к	1	1
887	него нет	6	1
888	за это	1	1
889	не могут	6	1
890	власти и	1	1
891	нас удовлетворить	1	1
892	их нужно	1	1
893	со всеми	1	1
894	счастье на	1	1
895	если не	1	1
896	тут все	2	1
897	от своего	2	1
898	ней связаны	1	1
899	не избавляет	1	1
900	два и	1	1
901	к будущему	1	1
902	это выражение	1	1
903	они тогда	1	1
904	в царстве	2	1
905	как о	1	1
906	добро есть	2	1
907	для каждого	1	1
908	о любви	1	1
909	есть на	1	1
910	ли он	2	1
911	нужно обратиться	1	1
912	можно найти	1	1
913	в иное	2	1
914	зависимости от	1	1
915	не до	2	1
916	как соответствующие	1	1
917	с большей	1	1
918	хотел бы	5	1
919	знает что	1	1
920	собой смерть	1	1
921	их во	1	1
922	в которые	2	1
923	человека и	19	1
924	который он	1	1
925	связана и	1	1
926	ни на	1	1
927	есть красота	1	1
928	что мы	1	1
929	в греческой	1	1
930	тех же	1	1
931	на той	1	1
932	в значительной	2	1
933	на том	3	1
934	и поставил	1	1
935	это все	2	1
936	а может	1	1
937	в менее	1	1
938	как живой	1	1
939	только один	3	1
940	отношении к	4	1
941	и об	1	1
942	теми которые	1	1
943	иной мир	4	1
944	которую он	2	1
945	не потому	2	1
946	у других	2	1
947	если человек	3	1
948	более и	1	1
949	образ этот	1	1
950	в истории	2	1
951	не без	1	1
952	себя от	1	1
953	в каком	2	1
954	а во	1	1
955	когда нет	1	1
956	благополучия но	1	1
957	он дает	1	1
958	первого дня	1	1
959	в описании	1	1
960	ее не	1	1
961	перед тем	1	1
962	мог бы	5	1
963	писал о	1	1
964	него на	1	1
965	принадлежит к	3	1
966	в самую	5	1
967	которые уже	1	1
968	одной из	1	1
969	смотрят на	1	1
970	что я	1	1
971	из первых	1	1
972	есть царство	2	1
973	человеческого существа	2	1
974	и народ	1	1
975	он может	1	1
976	более зрелый	1	1
977	существо не	1	1
978	же до	1	1
979	которое потом	1	1
980	стоящего на	1	1
981	только потому	1	1
982	же он	1	1
983	так поступали	1	1
984	мы еще	4	1
985	в самой	8	1
986	точку зрения	1	1
987	обратиться к	1	1
988	вокруг которого	2	1
989	уже с	1	1
990	не знают	4	1
991	связан с	1	1
992	всегда была	2	1
993	в любви	12	1
994	или к	4	1
995	бы за	2	1
996	мог быть	1	1
997	мир в	3	1
998	многих других	1	1
999	может не	3	1
1000	для нового	1	1
1001	нему и	1	1
1002	это был	2	1
1003	сам он	2	1
1004	без разбора	1	1
1005	был еще	4	1
1006	уверен что	1	1
1007	тем он	2	1
1008	без основания	1	1
1009	одна и	3	1
1010	все можно	2	1
1011	что христос	2	1
1012	бы на	1	1
1013	веке когда	1	1
1014	он и	2	1
1015	всегда был	1	1
1016	этом он	4	1
1017	о нем	2	1
1018	на одной	2	1
1019	имеет смысла	1	1
1020	у многих	1	1
1021	смысле этого	1	1
1022	представлять себе	1	1
1023	которые выпадают	1	1
1024	слова а	1	1
1025	не связано	2	1
1026	есть уже	8	1
1027	сего в	1	1
1028	убийство и	2	1
1029	еще увидим	2	1
1030	но с	2	1
1031	напоминает так	1	1
1032	судьбы которые	1	1
1033	том основании	2	1
1034	у всех	4	1
1035	в свои	2	1
1036	своей судьбе	1	1
1037	избавляет от	1	1
1038	и эта	3	1
1039	был русским	2	1
1040	значению и	1	1
1041	и свободы	4	1
1042	то это	1	1
1043	вообще не	2	1
1044	сама по	1	1
1045	кто в	1	1
1046	долгое время	2	1
1047	но по	1	1
1048	говорят о	2	1
1049	основы ее	1	1
1050	дает свободу	1	1
1051	любят друг	1	1
1052	и мать	1	1
1053	к концу	5	1
1054	погружение в	1	1
1055	этого вопроса	3	1
1056	в такой	4	1
1057	типу своему	1	1
1058	и людей	1	1
1059	света и	2	1
1060	и оно	1	1
1061	это было	1	1
1062	и самой	1	1
1063	человеком и	1	1
1064	но христос	1	1
1065	этой брачной	1	1
1066	как все	1	1
1067	эта религия	1	1
1068	перешедшего в	1	1
1069	нельзя было	3	1
1070	идет к	2	1
1071	стоит и	1	1
1072	природа в	1	1
1073	и эти	1	1
1074	указывали на	1	1
1075	к свету	3	1
1076	возвращается к	2	1
1077	а где	1	1
1078	которые могли	1	1
1079	встречаемся с	1	1
1080	же от	1	1
1081	всех на	1	1
1082	в самых	2	1
1083	две стороны	1	1
1084	не могу	4	1
1085	также и	6	1
1086	такова концепция	1	1
1087	не по	1	1
1088	степени есть	1	1
1089	них идет	1	1
1090	нужно совершить	1	1
1091	главное и	1	1
1092	быть восстановлен	1	1
1093	одни и	2	1
1094	через которые	1	1
1095	иное чем	1	1
1096	не стыдились	1	1
1097	во второй	1	1
1098	характерно для	1	1
1099	нужно было	1	1
1100	исходит от	2	1
1101	есть ли	2	1
1102	же что	2	1
1103	в нашей	1	1
1104	стороны его	1	1
1105	как явление	1	1
1106	с земли	1	1
1107	от того	4	1
1108	человека с	2	1
1109	к которой	4	1
1110	полное и	1	1
1111	ищут в	1	1
1112	жизни это	4	1
1113	которых они	1	1
1114	россии и	1	1
1115	люди не	1	1
1116	те которые	12	1
1117	и своим	1	1
1118	них нет	2	1
1119	и много	2	1
1120	игры или	1	1
1121	его до	2	1
1122	к пониманию	1	1
1123	жизни и	6	1
1124	он во	1	1
1125	говорить об	1	1
1126	все еще	2	1
1127	идет не	1	1
1128	исследования о	1	1
1129	этим связано	1	1
1130	образ его	1	1
1131	в мышлении	1	1
1132	веков в	1	1
1133	не надо	2	1
1134	и всякую	1	1
1135	есть не	9	1
1136	были против	1	1
1137	человек или	1	1
