N	3gram	Potebnia_M	Problema
90	и о том	1	5
91	это и не	1	5
92	в том виде	2	5
93	том смысле что	2	5
94	мы могли бы	1	5
95	сказать и о	1	5
96	только при помощи	1	5
97	в языке и	3	5
98	потому что оно	2	5
99	по себе и	1	5
100	одно и то	7	5
101	не менее в	1	5
102	том что он	2	5
103	что в нем	1	5
104	потому что они	1	5
105	у нас в	1	4
106	друг от друга	2	4
107	как мы уже	1	4
108	тоже не есть	1	4
109	то есть по	1	4
110	и тем же	4	4
111	мы видели выше	1	4
112	в том чтобы	4	4
113	отчет в том	1	4
114	до тех пор	5	4
115	не было бы	2	4
116	в себе не	2	4
117	вопрос о том	1	4
118	это было бы	1	4
119	в себе все	1	4
120	здесь не только	1	4
121	именно потому что	1	4
122	в этих случаях	1	4
123	равно как и	2	4
124	в это время	1	4
125	не потому что	1	4
126	и не в	1	4
127	именно то что	2	4
128	одним и тем	4	4
129	как мы видели	1	4
130	подобно тому как	3	4
131	есть то что	2	4
132	так что в	2	4
133	в таких случаях	2	4
134	друг к другу	1	4
135	одной стороны и	1	3
136	бы не было	1	3
137	дело вовсе не	1	3
138	таким образом что	2	3
139	только в таком	1	3
140	нельзя сказать что	2	3
141	но если бы	1	3
142	и того же	2	3
143	к тому что	3	3
144	тем самым мы	1	3
145	не то что	2	3
146	имея в виду	1	3
147	за то что	1	3
148	представим себе что	1	3
149	то тем самым	3	3
150	мы говорим что	1	3
151	в чем же	1	3
152	себе отчет в	1	3
153	если бы не	1	3
154	что не только	1	3
155	как и в	3	3
156	нужно сказать и	1	3
157	что он обозначает	1	3
158	несмотря на свою	1	3
159	не сам по	1	3
160	с тем что	1	3
161	том что и	1	3
162	теми или другими	1	3
163	что и в	4	3
164	для нас в	1	3
165	же самое нужно	2	3
166	не знал что	1	3
167	вовсе не в	1	3
168	одного и того	2	3
169	бросается в глаза	1	3
170	если бы мы	1	3
171	то или другое	2	3
172	и не есть	1	3
173	не в силах	1	3
174	и может быть	2	3
175	от того что	7	3
176	того что мы	2	3
177	в одно целое	3	3
178	самое нужно сказать	1	3
179	далеко не все	3	3
180	мы не знаем	3	3
181	но и о	1	3
182	или лучше сказать	3	3
183	далеко не всегда	1	3
184	после того как	2	3
185	вовсе не то	1	2
186	ведь мы же	1	2
187	мы читаем в	1	2
188	том что это	1	2
189	по отношению к	10	2
190	и т п	7	2
191	уже не в	1	2
192	один из них	1	2
193	а в том	5	2
194	и во многих	1	2
195	образом как и	1	2
196	что оно есть	1	2
197	с такой точки	1	2
198	нечто такое что	1	2
199	имеющий ничего общего	1	2
200	как бы она	1	2
201	между тем как	4	2
202	и это общее	1	2
203	потому что не	4	2
204	в целом и	1	2
205	тем более для	1	2
206	и говорить о	1	2
207	сказать потому что	1	2
208	всего того что	1	2
209	потому что для	2	2
210	не имеющий ничего	1	2
211	для нас значение	1	2
212	никто не скажет	1	2
213	а если и	1	2
214	только в очень	1	2
215	в сознании и	3	2
216	до такой степени	3	2
217	именно тем что	1	2
218	один и тот	2	2
219	того и другого	2	2
220	связаны между собою	1	2
221	тем и другим	2	2
222	бы она ни	1	2
223	потому что мы	3	2
224	в этой работе	1	2
225	таким образом в	1	2
226	идеи и образа	1	2
227	там где нет	1	2
228	мы выше называли	1	2
229	и тем что	1	2
230	мы не можем	5	2
231	было бы мало	2	2
232	и что в	1	2
233	в логике но	1	2
234	по себе может	1	2
235	что же именно	1	2
236	нам кажется что	3	2
237	что он не	3	2
238	и тот же	2	2
239	имеет значение не	2	2
240	в себе в	1	2
241	в других случаях	1	2
242	но для такого	1	2
243	значение сама по	1	2
244	здесь может быть	1	2
245	в том же	2	2
246	с самим предметом	1	2
247	могло бы быть	1	2
248	между собою и	2	2
249	все более и	1	2
250	то же что	5	2
251	что все эти	1	2
252	можно было говорить	1	2
253	а потому что	1	2
254	из них не	2	2
255	относится и к	1	2
256	а не в	1	2
257	потому что и	3	2
258	в свою очередь	6	2
259	не существует и	1	2
260	и в том	3	2
261	и совсем не	1	2
262	и не может	1	2
263	и многие другие	2	2
264	никогда не может	1	2
265	в том и	1	2
266	что вовсе не	1	2
267	так что мы	1	2
268	тем что в	1	2
269	а вместе с	1	2
270	к другому и	1	2
271	она ни была	1	2
272	в том случае	2	2
273	здесь как и	1	2
274	один из моментов	1	2
275	а следовательно и	1	2
276	и той же	4	2
277	более и более	1	2
278	что не есть	1	2
279	то есть от	2	2
280	он может быть	1	2
281	в себе закон	1	2
282	содержать в себе	1	2
283	одной и той	4	2
284	и это будет	1	2
285	но тем не	4	2
286	и то и	2	2
287	самой по себе	1	2
288	и в самом	3	2
289	мы уже сказали	1	2
290	имеет своим предметом	1	2
291	есть одно из	2	1
292	самих по себе	2	1
293	оно не было	1	1
294	к этому что	1	1
295	мы прежде всего	1	1
296	но это их	1	1
297	и находится в	1	1
298	что в ней	2	1
299	в том как	3	1
300	в большинстве случаев	2	1
301	одной из этих	1	1
302	в сознании но	1	1
303	только не есть	1	1
304	более глубокое и	1	1
305	более сложное чем	1	1
306	не менее они	1	1
307	даже тогда когда	2	1
308	только указанием на	2	1
309	не представляется возможным	1	1
310	действительность но не	1	1
311	то есть вне	1	1
312	он не видит	1	1
313	значения слова значение	1	1
314	мы замечаем что	1	1
315	в том в	1	1
316	то что есть	1	1
317	не говоря о	2	1
318	бы для него	1	1
319	тогда когда мы	1	1
320	нас и без	1	1
321	и в первом	1	1
322	что они обозначают	1	1
323	возможно только в	2	1
324	к другу и	1	1
325	но не только	1	1
326	с другими предметами	1	1
327	что и там	1	1
328	в силу этого	1	1
329	бы оно и	1	1
330	в разговоре с	1	1
331	для нас с	1	1
332	а между тем	6	1
333	того что в	1	1
334	т д можно	1	1
335	с этой стороны	2	1
336	смысле этого слова	9	1
337	фона на котором	1	1
338	то для чего	1	1
339	с тем и	3	1
340	необходимо признать что	1	1
341	себе еще не	1	1
342	в самом строгом	1	1
343	и таким образом	1	1
344	том что этот	1	1
345	уже в сознании	1	1
346	прежде чем говорить	1	1
347	быть не только	1	1
348	в таких например	1	1
349	в каждом отдельном	1	1
350	приходит в голову	1	1
351	до настоящего времени	1	1
352	тем самым и	1	1
353	что именно в	1	1
354	из предыдущего мы	1	1
355	так как это	1	1
356	но вместе с	2	1
357	только один из	2	1
358	свое место в	1	1
359	что и он	1	1
360	б не есть	1	1
361	есть нечто совершенно	1	1
362	слова при этом	1	1
363	искусство имеет своим	1	1
364	что даже в	1	1
365	к вопросу о	1	1
366	вместе с нею	1	1
367	от человека к	1	1
368	что то же	1	1
369	бы оно ни	1	1
370	что между тем	1	1
371	бы ничего общего	1	1
372	таким образом и	1	1
373	переносном а в	1	1
374	и все силы	1	1
375	по самой своей	1	1
376	от большого числа	1	1
377	но так как	2	1
378	вообще было бы	1	1
379	значение то есть	1	1
380	это то есть	1	1
381	никоим образом не	1	1
382	и заставляет нас	1	1
383	образ или не	1	1
384	в языке есть	1	1
385	нечто отличное от	1	1
386	того что он	1	1
387	не в шутку	1	1
388	может и не	1	1
389	и значение слов	1	1
390	не дошедшего до	1	1
391	в этих словах	1	1
392	то и понятие	1	1
393	человека и без	1	1
394	и другое имеет	1	1
395	а потом и	1	1
396	в которой все	1	1
397	они могут быть	1	1
398	предмета который и	1	1
399	этого слова ни	1	1
400	в каждой из	1	1
401	в силу того	2	1
402	не только содержание	1	1
403	то что по	1	1
404	время как в	1	1
405	внимание на одну	1	1
406	не имели бы	1	1
407	то оно не	1	1
408	должна указывать на	1	1
409	в одно время	3	1
410	относится к своему	1	1
411	только по тому	2	1
412	мысли но даже	1	1
413	но и без	1	1
414	в большей части	2	1
415	заключается не только	1	1
416	еще только в	1	1
417	как один из	1	1
418	к тому чтобы	1	1
419	ясно также что	1	1
420	то об этом	1	1
421	то же в	1	1
422	имеет значение сама	1	1
423	было бы не	1	1
424	потому что его	1	1
425	для нас как	1	1
426	и к тому	1	1
427	для перехода от	1	1
428	в силу которого	1	1
429	не имел бы	1	1
430	значение есть в	1	1
431	то есть то	1	1
432	которые мы назвали	1	1
433	зависит от того	2	1
434	образ то есть	1	1
435	но все это	1	1
436	состоит в том	1	1
437	или что то	1	1
438	из того что	1	1
439	указанные до сих	1	1
440	эта последняя в	1	1
441	то что никогда	1	1
442	да и не	1	1
443	не теряет своей	1	1
444	если мы не	1	1
445	художественного произведения и	1	1
446	в очень редких	1	1
447	но еще не	1	1
448	не была бы	1	1
449	и после такого	1	1
450	то по крайней	1	1
451	том в чем	1	1
452	то что язык	1	1
453	не менее совершенно	1	1
454	как бы ни	4	1
455	которые могут быть	1	1
456	или вовсе не	1	1
457	как и между	1	1
458	и в той	1	1
459	ли мы в	1	1
460	достаточно для того	1	1
461	том случае если	1	1
462	имеет значение только	2	1
463	легко может быть	1	1
464	том смысле как	1	1
465	себе а как	1	1
466	формы и содержания	1	1
467	все это в	1	1
468	противоречащие друг другу	1	1
469	от нас и	1	1
470	к мысли о	2	1
471	уже одно то	1	1
472	что у нас	1	1
473	указывает нам на	1	1
474	и к художественному	1	1
475	есть нечто большее	1	1
476	мы можем не	1	1
477	потому что эта	1	1
478	во многих других	1	1
479	то что ничем	1	1
480	этого слова в	2	1
481	чем говорить о	1	1
482	тому как мы	1	1
483	не только по	3	1
484	что слово есть	1	1
485	том что его	1	1
486	между тем и	2	1
487	в одном из	1	1
488	чтобы понять что	1	1
489	же и в	1	1
490	будет сказать несколько	1	1
491	и в таком	1	1
492	и со стороны	1	1
493	для сознания и	1	1
494	что это и	1	1
495	должно быть существенным	1	1
496	это для нас	1	1
497	только сказать что	1	1
498	и сама по	1	1
499	уже на первом	1	1
500	который хотя и	1	1
501	содержание может быть	1	1
502	к нам и	1	1
503	действительности но уже	1	1
504	художественное произведение и	1	1
505	не в том	6	1
506	и понятия и	1	1
507	это содержание в	2	1
508	опыт показывает что	1	1
509	и не требующим	1	1
510	предмета на который	1	1
511	если бы и	1	1
512	по поводу этой	1	1
513	того что не	1	1
514	по тому что	2	1
515	уже потому что	1	1
516	указывает на ее	1	1
517	силу того что	2	1
518	что только в	2	1
519	что для него	1	1
520	слова того же	1	1
521	вовсе не может	1	1
522	в себе самом	1	1
523	и может стать	1	1
524	может быть не	2	1
525	потому что только	1	1
526	в первом случае	2	1
527	не отличаются от	1	1
528	самой своей природе	1	1
529	с места и	1	1
530	той и другой	1	1
531	тем что оно	1	1
532	если бы в	2	1
533	к одной и	2	1
534	но и с	1	1
535	для нас это	1	1
536	в нем так	1	1
537	не может прийти	1	1
538	цвета не есть	1	1
539	предмета с другой	1	1
540	как на нечто	1	1
541	отсюда видно что	2	1
542	не только о	1	1
543	об этом а	1	1
544	не могут быть	3	1
545	на котором мы	1	1
546	имеет для нас	1	1
547	будет относиться ко	1	1
548	что слово и	1	1
549	по себе не	2	1
550	говорит ни о	1	1
551	значении этого слова	1	1
552	действительность и даже	1	1
553	то что при	1	1
554	уже в силу	1	1
555	в сознании а	1	1
556	для нас тем	1	1
557	заставляет нас думать	1	1
558	на себе отпечаток	1	1
559	но и к	1	1
560	и сам по	1	1
561	слово может выражать	1	1
562	то же время	8	1
563	не менее этот	1	1
564	он есть нечто	1	1
565	в таком виде	1	1
566	по себе или	1	1
567	в этом последнем	2	1
568	живой речи в	1	1
569	том случае когда	1	1
570	другими словами мы	1	1
571	в художественном произведении	1	1
572	и это есть	1	1
573	с нашей точки	1	1
574	и в отдельных	1	1
575	очень редких случаях	1	1
576	что в душе	1	1
577	не является законом	1	1
578	тем что мы	1	1
579	то есть тот	1	1
580	значение не сам	1	1
581	в таких выражениях	1	1
582	но даже не	1	1
583	имеет ближайшее отношение	1	1
584	в живой речи	3	1
585	что в языке	1	1
586	не только от	1	1
587	говорится что у	1	1
588	нам на то	1	1
589	при помощи этого	1	1
590	в переносном а	1	1
591	смысле то есть	1	1
592	видя в нем	1	1
593	жизни и потому	2	1
594	большим или меньшим	1	1
595	ближайшее отношение к	1	1
596	и человеческой жизни	1	1
597	хотя бы оно	1	1
598	по тому как	2	1
599	конечно не в	1	1
600	прибавим к этому	1	1
601	и не нужно	1	1
602	это только потому	1	1
603	одно то что	1	1
604	но что же	1	1
605	во всем этом	1	1
606	из наук математика	1	1
607	можно заключить что	3	1
608	внутреннюю форму и	1	1
609	целого и следовательно	1	1
610	ли эта последняя	1	1
611	поэтические образы и	1	1
612	говорит нам о	1	1
613	это было только	1	1
614	как в виде	2	1
615	здесь только в	1	1
616	при этом мы	1	1
617	художественного произведения но	1	1
618	по себе еще	1	1
619	можем себе представить	2	1
620	если посмотреть на	1	1
621	таким образом как	1	1
622	если бы все	1	1
623	тогда когда это	1	1
624	случае когда мы	1	1
625	тем же словом	3	1
626	но в этой	1	1
627	независимо от нашего	1	1
628	совмещает в себе	1	1
629	сказать несколько слов	2	1
630	которое тоже имеет	1	1
631	то это было	1	1
632	для нас уже	1	1
633	не в переносном	1	1
634	но только не	1	1
635	дает нам право	1	1
636	не в смысле	1	1
637	на которой строится	1	1
638	в свое время	1	1
639	предмета в его	1	1
640	в такой форме	1	1
641	то что я	2	1
642	и притом не	1	1
643	процесс таким образом	1	1
644	сводится к тому	1	1
645	потому что ни	1	1
646	и вслед за	1	1
647	было бы никакого	1	1
648	будет ли она	2	1
649	он был бы	1	1
