N	2gram	Propp_Morf	VerxiiNi
408	лишь постольку	1	1
409	остались только	1	1
410	известной работе	1	1
411	тем что	4	1
412	она является	1	1
413	сознаем что	1	1
414	только впоследствии	1	1
415	и своего	1	1
416	что вполне	1	1
417	если он	2	1
418	к разным	1	1
419	том или	1	1
420	отношения к	1	1
421	и другим	3	1
422	встречается лишь	1	1
423	отсутствие некоторых	1	1
424	знать о	1	1
425	лишь на	2	1
426	как и	4	1
427	как не	1	1
428	с ними	1	1
429	многих других	2	1
430	очень давно	1	1
431	не чувства	1	1
432	время как	3	1
433	помнить что	1	1
434	их в	2	1
435	вряд ли	2	1
436	а именно	1	1
437	не есть	1	1
438	в своей	1	1
439	при ближайшем	1	1
440	состоит из	3	1
441	на эту	1	1
442	на этом	4	1
443	как в	5	1
444	никто не	4	1
445	представляли собой	1	1
446	лишь о	1	1
447	как с	1	1
448	на одном	1	1
449	и могут	1	1
450	один и	1	1
451	после того	1	1
452	о которых	1	1
453	том как	2	1
454	важное значение	1	1
455	это было	3	1
456	роль в	2	1
457	он сам	1	1
458	на его	5	1
459	более как	1	1
460	друга что	1	1
461	всей своей	1	1
462	из одного	1	1
463	в чем	2	1
464	в каком	2	1
465	не стоит	1	1
466	нет в	1	1
467	верно для	1	1
468	перейти к	2	1
469	должен уничтожить	1	1
470	могло бы	1	1
471	в ином	3	1
472	в одной	2	1
473	и отдельные	1	1
474	как результат	1	1
475	таких слов	1	1
476	сказки не	4	1
477	что они	5	1
478	бы в	2	1
479	влияют друг	1	1
480	людей в	1	1
481	которое следует	1	1
482	с этим	14	1
483	все они	1	1
484	прилетает к	1	1
485	и отсюда	3	1
486	еще и	1	1
487	могли бы	2	1
488	сам он	3	1
489	ни к	2	1
490	с попыткой	1	1
491	совершенно не	1	1
492	все более	1	1
493	там где	5	1
494	не существует	3	1
495	что от	1	1
496	к этой	1	1
497	и более	2	1
498	и пр	45	1
499	отличие от	1	1
500	между собой	5	1
501	не означает	2	1
502	действия в	1	1
503	а остальные	1	1
504	видим что	12	1
505	по тем	1	1
506	еще недостаточно	1	1
507	в очень	2	1
508	то отношение	1	1
509	рассматриваться как	3	1
510	мы уже	4	1
511	других для	1	1
512	посылает на	1	1
513	вообще невозможно	1	1
514	говорить не	1	1
515	чему не	2	1
516	входит в	4	1
517	и животным	1	1
518	где я	1	1
519	не должно	1	1
520	же очень	1	1
521	одну из	1	1
522	следовательно для	1	1
523	мы не	8	1
524	совсем не	3	1
525	не по	2	1
526	явления и	1	1
527	героем и	1	1
528	с этого	2	1
529	обстоит дело	1	1
530	но это	6	1
531	дело не	2	1
532	а через	1	1
533	в этот	1	1
534	на колеснице	1	1
535	является его	1	1
536	всегда так	1	1
537	хотя это	1	1
538	требуют от	1	1
539	это по	1	1
540	с помощью	1	1
541	только как	1	1
542	и детализации	1	1
543	супруг супруга	1	1
544	что касается	1	1
545	есть то	1	1
546	к тем	1	1
547	а по	3	1
548	эта мысль	1	1
549	до начала	1	1
550	только на	1	1
551	но они	2	1
552	и их	3	1
553	не приходится	1	1
554	с религиозными	1	1
555	пор не	1	1
556	и об	1	1
557	кто же	1	1
558	в количестве	2	1
559	начинается с	5	1
560	вспомним что	1	1
561	из двух	3	1
562	иметь в	1	1
563	по отношению	7	1
564	его жизнь	1	1
565	найти его	1	1
566	и до	1	1
567	главным предметом	1	1
568	более и	1	1
569	этот вопрос	4	1
570	к людям	1	1
571	при помощи	12	1
572	существовать и	1	1
573	тогда как	2	1
574	характерных и	1	1
575	в известных	1	1
576	и всякая	1	1
577	так называемых	2	1
578	похожи друг	1	1
579	в самостоятельный	1	1
580	не представляет	1	1
581	когда мы	1	1
582	ли этот	2	1
583	в глаза	2	1
584	всего этого	1	1
585	бы по	1	1
586	на это	1	1
587	в нашей	1	1
588	было бы	5	1
589	и несколько	1	1
590	имеем в	8	1
591	что здесь	1	1
592	или вообще	2	1
593	ряд других	2	1
594	вступают в	3	1
595	и леший	1	1
596	следит за	1	1
597	в одну	2	1
598	без всякого	2	1
599	заметить что	11	1
600	возможно что	1	1
601	не совсем	1	1
602	к двум	1	1
603	настоящее время	3	1
604	однако в	2	1
605	оно имеет	1	1
606	тем же	2	1
607	силы или	1	1
608	сделать из	2	1
609	могут быть	21	1
610	таких условиях	1	1
611	не можем	1	1
612	о его	4	1
613	формы в	1	1
614	представители этой	1	1
615	возможным но	1	1
616	из первых	2	1
617	в нашем	6	1
618	с этими	1	1
619	же она	3	1
620	из старых	1	1
621	и есть	3	1
622	во всей	1	1
623	же в	3	1
624	что она	2	1
625	он может	2	1
626	такой же	1	1
627	бы быть	1	1
628	если они	2	1
629	чаще всего	11	1
630	до известной	1	1
631	и его	3	1
632	говорить лишь	1	1
633	следует заметить	2	1
634	области народной	1	1
635	его к	1	1
636	известной степени	1	1
637	для достижения	1	1
638	и никогда	1	1
639	что даже	1	1
640	даже в	1	1
641	до земли	1	1
642	это совершенно	1	1
643	может и	1	1
644	к своей	1	1
645	друг друга	3	1
646	довольно сложные	1	1
647	не удалось	1	1
648	и отвлеченные	1	1
649	видели выше	1	1
650	с ее	1	1
651	всех этих	1	1
652	таким же	1	1
653	для одной	1	1
654	и тот	2	1
655	на камне	1	1
656	в настоящее	3	1
657	но для	3	1
658	и совершенно	1	1
659	дает ему	1	1
660	должны быть	2	1
661	произошло в	1	1
662	понятия и	1	1
663	пришлось бы	1	1
664	себя в	2	1
665	на словах	1	1
666	и ее	5	1
667	здесь не	3	1
668	думать что	1	1
669	ничего не	5	1
670	есть не	1	1
671	совершается в	2	1
672	то время	3	1
673	известен и	1	1
674	с религией	1	1
675	богатства и	1	1
676	он должен	3	1
