N	2gram	Nazirov_Tv	Analitik
327	принадлежит к	1	5
328	на вопрос	1	5
329	мы не	3	5
330	о смерти	1	5
331	с той	1	5
332	в глубине	1	5
333	все эти	3	5
334	одно из	1	5
335	путь к	1	5
336	литературоведческого анализа	1	5
337	человека к	2	5
338	в поле	1	5
339	одну из	1	5
340	в искусстве	3	5
341	и их	2	5
342	еще в	3	5
343	такой же	4	5
344	и особенно	1	5
345	таким же	1	5
346	мира в	2	5
347	а вот	1	4
348	говоря словами	1	4
349	о своем	1	4
350	связь с	3	4
351	в своих	8	4
352	по мысли	1	4
353	к самому	1	4
354	в собственном	1	4
355	что по	1	4
356	отличается от	1	4
357	так в	1	4
358	было написано	1	4
359	нам представляется	2	4
360	с этим	2	4
361	в действительности	1	4
362	не должен	1	4
363	только на	2	4
364	что же	1	4
365	о литературе	1	4
366	сказать что	3	4
367	жизни как	1	4
368	на него	2	4
369	что она	5	4
370	воли и	3	4
371	не все	2	4
372	к нему	1	4
373	ни было	1	4
374	сколько бы	1	4
375	не было	3	4
376	в которой	5	4
377	одним из	6	4
378	смысла но	1	4
379	можно читать	1	4
380	лишь на	1	4
381	между ними	1	4
382	мне как-то	1	4
383	в двух	2	4
384	в чем	4	4
385	каждом из	1	4
386	на себе	1	4
387	встрече с	1	4
388	в каждом	4	4
389	не сводится	1	4
390	в устах	2	4
391	мы уже	2	4
392	то ни	1	4
393	и что	2	4
394	известном смысле	2	4
395	и от	8	4
396	и есть	2	4
397	его к	2	4
398	а как	2	4
399	чем и	1	4
400	шекспира и	1	4
401	была бы	2	4
402	представляют собой	2	4
403	как он	1	4
404	в отношении	1	4
405	смысла в	1	4
406	о своей	1	4
407	жизненная позиция	1	4
408	с ними	3	4
409	подхода к	3	4
410	бы не	1	4
411	в известном	2	4
412	и т	14	4
413	это и	4	4
414	его и	2	4
415	потому что	10	4
416	и если	3	4
417	и тогда	2	4
418	вслед за	2	4
419	в диалоге	2	4
420	и а	1	4
421	к предмету	1	4
422	но это	10	4
423	как к	2	4
424	все они	1	4
425	о нем	2	4
426	свидетельствует о	2	4
427	как у	3	4
428	от которого	1	4
429	ее в	3	4
430	в полном	1	4
431	из своих	1	4
432	бы и	1	4
433	указывает на	2	4
434	нас к	1	4
435	или даже	2	4
436	по своему	1	4
437	первой части	7	4
438	об этом	4	4
439	жизнь и	2	4
440	человека в	9	4
441	но при	1	4
442	его не	1	4
443	наконец в	1	4
444	на основе	1	4
445	и ее	1	4
446	отношение к	1	4
447	и о	2	4
448	в области	1	4
449	сознания в	1	4
450	более того	2	4
451	от него	2	3
452	отвечает на	1	3
453	с героем	1	3
454	к этой	1	3
455	с этой	4	3
456	тем как	1	3
457	сам автор	2	3
458	в виду	3	3
459	быть может	3	3
460	у пушкина	5	3
461	вопрос об	1	3
462	и с	9	3
463	в речи	1	3
464	в жизни	3	3
465	с тем	1	3
466	и внутренне	1	3
467	только для	2	3
468	авторская позиция	1	3
469	в момент	5	3
470	в такой	2	3
471	в центр	1	3
472	писал он	1	3
473	на самом	3	3
474	уже о	1	3
475	это было	1	3
476	этой связи	2	3
477	художественного видения	1	3
478	мне стало	1	3
479	и те	1	3
480	от своей	1	3
481	и далее	4	3
482	пока еще	1	3
483	как на	1	3
484	автор как	1	3
485	что все	4	3
486	из возможных	1	3
487	тут же	1	3
488	писал в	1	3
489	гораздо более	2	3
490	бы то	1	3
491	в повествовании	1	3
492	что у	5	3
493	после чего	1	3
494	должно быть	1	3
495	я как	1	3
496	которого он	2	3
497	и за	1	3
498	х годов	3	3
499	связи с	2	3
500	всякий раз	2	3
501	не говорит	1	3
502	от автора	1	3
503	в связи	2	3
504	человек в	1	3
505	так сказать	4	3
506	между собой	2	3
507	представляется нам	1	3
508	что как	2	3
509	он сам	8	3
510	не был	4	3
511	войне и	2	3
512	остается в	1	3
513	с графом	1	3
514	включает в	1	3
515	в рассказе	4	3
516	его художественной	1	3
517	хотя в	1	3
518	следует признать	1	3
519	а тем	1	3
520	выше уже	1	3
521	из этого	1	3
522	во время	2	3
523	всех этих	1	3
524	случае это	1	3
525	в сюжете	2	3
526	означает что	2	3
527	нам кажется	1	3
528	на жизнь	1	3
529	его из	1	3
530	например в	3	3
531	на первом	2	3
532	что они	3	3
533	глубине души	1	3
534	в наиболее	1	3
535	никак не	1	3
536	переходит от	1	3
537	поэтому в	1	3
538	себе не	3	3
539	можно было	1	3
540	оно не	1	3
541	читателя и	1	3
542	сами по	2	3
543	если не	4	3
544	сюжета и	1	3
545	до этого	2	3
546	есть лишь	1	3
547	ни о	1	3
548	заключается в	1	3
549	времени не	1	3
550	поскольку в	1	3
551	в творческом	4	3
552	установкой на	1	3
553	ли он	1	3
554	о котором	2	3
555	во сне	1	3
556	человека и	6	3
557	ни к	2	3
558	то он	1	3
559	он же	2	3
560	авторской позиции	3	3
561	поскольку он	1	3
562	к объекту	1	3
563	в обоих	1	3
564	т п	4	3
565	свободу от	2	3
566	неотделима от	2	3
567	героя в	4	3
568	с людьми	1	3
569	анализа в	1	3
570	мог бы	1	3
571	к миру	2	3
572	на этот	3	3
573	его можно	1	3
574	так как	6	3
575	том числе	1	3
576	себя самого	1	3
577	где он	2	3
578	же не	2	3
579	дело в	4	3
580	когда же	2	3
581	ведь это	1	3
582	но с	1	3
583	в таких	2	3
584	в войне	1	3
585	а о	1	3
586	не от	1	3
587	о жизни	4	3
588	и без	2	3
589	в какой	1	3
590	пушкина и	1	3
591	при таком	1	3
592	и я	2	3
593	ко всему	1	3
594	с новыми	1	3
595	она не	2	3
596	также и	1	3
597	в ней	2	3
598	но он	3	3
599	мы узнаем	3	3
600	мы должны	1	3
601	по бахтину	1	3
602	кстати что	1	3
603	человека с	2	3
604	же самое	1	3
605	говорилось выше	1	3
606	собой лишь	1	3
607	когда он	4	3
608	жизни и	3	3
609	на то	1	3
610	о своих	2	3
611	может и	1	3
612	однако все	1	3
613	для этого	1	3
614	и наконец	3	3
615	из уст	1	3
616	не к	2	3
617	по нашему	9	3
618	было показано	2	2
619	еще раз	1	2
620	художественном мире	1	2
621	времени как	4	2
622	о будущем	1	2
623	еще более	3	2
624	в применении	1	2
625	тому что	2	2
626	так ли	2	2
627	или нет	1	2
628	о свободе	3	2
629	не являются	1	2
630	читателя к	1	2
631	требует от	1	2
632	же году	2	2
633	как было	2	2
634	мыслится как	1	2
635	от них	1	2
636	встречается в	1	2
637	становится самим	1	2
638	жизнь в	2	2
639	мы и	1	2
640	к другим	1	2
641	если он	4	2
642	только через	2	2
643	их в	1	2
644	выход из	1	2
645	в одно	2	2
646	на эту	4	2
647	не вполне	1	2
648	он произносит	1	2
649	собой не	1	2
650	его личной	1	2
651	он по	1	2
652	ю м	8	2
653	свободе воли	2	2
654	свою собственную	1	2
655	но мы	1	2
656	так например	3	2
657	искусство и	1	2
658	на первый	1	2
659	и анекдот	1	2
660	любви к	2	2
661	а лишь	1	2
662	для автора	4	2
663	на этой	1	2
664	отвлеченной мысли	1	2
665	героя или	1	2
666	что этот	2	2
667	применении к	1	2
668	у читателя	2	2
669	имеет в	2	2
670	отрыве от	1	2
671	и повышенной	1	2
672	лишь одна	1	2
673	этой сцены	1	2
674	должна была	1	2
675	смерти и	1	2
676	здесь превышает	1	2
677	связь между	1	2
678	а между	1	2
679	и эстетического	1	2
680	так же	6	2
681	в карты	1	2
682	в глаза	2	2
683	всегда и	1	2
684	его собственной	1	2
685	этого мира	1	2
686	к ним	1	2
687	вообще и	1	2
688	утверждал что	3	2
689	на могиле	1	2
690	позиции самого	1	2
691	перед ним	1	2
692	в споре	1	2
693	быть в	1	2
694	к которому	3	2
695	и самим	1	2
696	как я	1	2
697	у а	2	2
698	как от	1	2
699	сих пор	1	2
700	во всей	2	2
701	здравого смысла	2	2
702	жизни не	2	2
703	и всякого	1	2
704	современное литературоведение	1	2
705	уже по	1	2
706	не просто	1	2
707	это своего	1	2
708	на втором	1	2
709	сведено к	1	2
710	намек на	2	2
711	грань между	1	2
712	ее и	2	2
713	мы видим	3	2
714	на протяжении	3	2
715	к их	1	2
716	героев в	2	2
717	собой в	2	2
718	к себе	1	2
719	т е	1	2
720	однако этот	4	2
721	картине мира	1	2
722	о ком	1	2
723	в одиночку	1	2
724	слово о	1	2
725	том же	3	2
726	лицо его	2	2
727	к чему	1	2
728	именно здесь	1	2
729	и приводит	2	2
730	как его	1	2
731	исходит из	1	2
732	всех и	1	2
733	из повести	3	2
734	не остается	1	2
735	человек и	2	2
736	но ведь	2	2
737	учение о	1	2
738	между прочим	1	2
739	одном из	2	2
740	герой в	3	2
741	зрения и	1	2
742	побуждает его	1	2
743	о которых	1	2
744	же касается	1	2
745	а только	1	2
746	например как	1	2
747	могло бы	1	2
748	я был	1	2
749	складывается из	1	2
750	я его	1	2
751	сознания а	1	2
752	не означает	4	2
753	и алексей	1	2
754	произведения то	1	2
755	не могу	2	2
756	человека как	2	2
757	здесь мы	2	2
758	однако эта	1	2
759	но зато	3	2
760	и та	2	2
761	для человека	3	2
762	других людей	2	2
763	в нас	1	2
764	но отнюдь	1	2
765	однако сам	1	2
766	этот вопрос	4	2
767	мы по	1	2
768	фраза повести	1	2
769	не знаю	1	2
770	героев с	1	2
771	личность человека	1	2
772	только с	3	2
773	культуры и	2	2
774	и др	2	2
775	подход к	1	2
776	ролью в	1	2
777	в доме	1	2
778	что может	1	2
779	конструктивный момент	1	2
780	л и	1	2
781	если они	1	2
782	в мировой	1	2
783	центр художественного	1	2
784	от свободы	1	2
785	до его	1	2
786	в пространстве	2	2
787	в статье	2	2
788	себе самом	1	2
789	мире и	1	2
790	до сих	1	2
791	та же	4	2
792	от жизни	2	2
793	облика и	1	2
794	на первой	1	2
795	своего собственного	2	2
796	в литературной	2	2
797	и должно	2	2
798	художественного творчества	1	2
799	что это	1	2
800	эту жизнь	1	2
801	истории в	1	2
802	о которой	2	2
803	на лице	1	2
804	сама жизнь	2	2
805	к читателю	1	2
806	анекдота не	1	2
807	второй части	2	2
808	со всеми	3	2
809	все его	1	2
810	должен был	2	2
811	героев но	1	2
812	всем протяжении	1	2
813	на месте	1	2
814	в процессе	3	2
815	евгения онегина	3	2
816	личности а	1	2
817	и просто	1	2
818	молодого человека	1	2
819	не имеет	2	2
820	не видно	1	2
821	дома и	1	2
822	может не	2	2
823	в стихах	2	2
824	не сами	1	2
825	думать что	1	2
826	нет ничего	1	2
827	истории не	1	2
828	бы с	1	2
829	не имеют	4	2
830	в течение	1	2
831	сколько в	1	2
832	у меня	1	2
833	поле зрения	1	2
834	всех сторон	1	2
835	но лишь	1	2
836	время в	3	2
837	в которую	2	2
838	но сам	1	2
839	от других	2	2
840	с автором	1	2
841	в мир	2	2
842	при помощи	4	2
843	было и	1	2
844	волосы и	1	2
845	но без	2	2
846	автора в	2	2
847	ибо он	1	2
848	то у	3	2
849	и стал	1	2
850	начиная с	2	2
851	для всего	1	2
852	лев толстой	1	2
853	который по	1	2
854	только его	1	2
855	но если	4	2
856	с лизой	2	2
857	в самой	1	2
858	предстает как	1	2
859	который и	1	2
860	этом он	2	2
861	в дальнейшем	7	2
862	что автор	1	2
863	первый взгляд	1	2
864	литературе нового	1	2
865	и авторской	2	2
866	значение в	2	2
867	и эстетическим	1	2
868	в поэзии	1	2
869	зависит от	4	2
870	и вот	2	2
871	в художественной	1	2
872	он как	1	2
873	к истории	1	2
874	что с	2	2
875	одновременно и	2	2
876	не способен	1	2
877	у нас	2	2
878	а все	1	2
879	как нечто	1	2
880	слова не	2	2
881	по словам	2	2
882	все равно	1	2
883	в ином	1	2
884	борьбу с	1	2
885	образом в	1	2
886	жизни это	1	2
887	глав романа	1	2
888	но эта	3	2
889	иными словами	2	2
890	это еще	2	2
891	в ту	4	2
892	этом что	1	2
893	искусства как	1	2
894	в литературу	2	2
895	представляет собою	2	2
896	соотносится с	1	2
897	на все	1	2
898	не столь	1	2
899	на всем	1	2
900	которой он	2	2
901	в одной	5	2
902	как формы	1	2
903	а на	1	2
904	к одному	2	2
905	сюжета в	2	2
906	со всех	1	2
907	и эти	1	2
908	автора не	1	2
909	героя к	2	2
910	нет и	1	2
911	это как	4	2
912	в реплике	1	2
913	то и	1	2
914	а от	1	2
915	не по	3	2
916	просто не	3	2
917	от всех	2	2
918	вальтера скотта	1	2
919	частности в	1	2
920	и фактически	1	2
921	маленького человека	5	2
922	по сути	6	2
923	основного действия	1	2
924	время они	1	2
925	самое время	2	2
926	в большинстве	1	2
927	в отрыве	1	2
928	а скорее	1	2
929	и мире	2	2
930	в литературном	2	2
931	бы он	1	2
932	означало бы	1	2
933	по этому	1	2
934	и прежде	1	2
935	по законам	1	2
936	все более	2	2
937	и только	2	2
938	и ту	1	2
939	событий и	2	2
940	характер в	2	2
941	принципиально новой	1	1
942	это указание	1	1
943	мы наблюдаем	2	1
944	которое однако	1	1
945	они имеют	2	1
946	с помощью	1	1
947	и другие	4	1
948	был и	1	1
949	как дым	1	1
950	героя романа	1	1
951	выступает у	1	1
952	из многих	1	1
953	в душе	4	1
954	творческого сознания	1	1
955	это тот	1	1
956	романом в	1	1
957	этого в	1	1
958	со второй	1	1
959	действующее лицо	1	1
960	он обнаруживает	1	1
961	же и	2	1
962	не выступает	1	1
963	только что	2	1
964	как носитель	1	1
965	самого себя	1	1
966	и мотивы	1	1
967	части мы	1	1
968	всегда внутренне	1	1
969	познания и	2	1
970	в сферу	2	1
971	можно встретить	1	1
972	бога однако	1	1
973	и имеет	1	1
974	что подчеркивается	1	1
975	первую очередь	1	1
976	он всегда	2	1
977	он сначала	1	1
978	после удара	1	1
979	в стороне	2	1
980	глаза и	1	1
981	а у	1	1
982	он видит	3	1
983	жизни есть	1	1
984	мысли и	5	1
985	жить и	1	1
986	героев и	4	1
987	целом ряде	1	1
988	и двух	1	1
989	внутренней форме	1	1
990	не уйдет	1	1
991	общения с	2	1
992	нас в	1	1
993	почему мы	1	1
994	пришел в	1	1
995	самом же	1	1
996	персонажа и	1	1
997	дается в	1	1
998	но автор	1	1
999	по способу	2	1
1000	эта система	1	1
1001	по мере	2	1
1002	с собой	1	1
1003	их характеров	1	1
1004	комический эффект	1	1
1005	героев а	1	1
1006	сознаний в	1	1
1007	в средневековой	2	1
1008	или во	1	1
1009	но все	1	1
1010	него столь	1	1
1011	совпадающая с	1	1
1012	жизни или	1	1
1013	на мир	1	1
1014	равно как	1	1
1015	из самых	1	1
1016	зато в	1	1
1017	человека для	1	1
1018	спор с	1	1
1019	говорят о	1	1
1020	себя лично	1	1
1021	мира это	1	1
1022	давно уже	2	1
1023	я от	2	1
1024	автор в	1	1
1025	взором читателя	1	1
1026	столкновение с	1	1
1027	начинается с	1	1
1028	ориентиром для	1	1
1029	в бою	1	1
1030	художественный мир	1	1
1031	позиция автора	1	1
1032	мысли о	1	1
1033	обстоятельств но	1	1
1034	к преступлению	1	1
1035	подлинный смысл	1	1
1036	эпизодов с	1	1
1037	случайно и	1	1
1038	же напротив	1	1
1039	все другие	1	1
1040	же после	1	1
1041	назначение этих	1	1
1042	за ней	1	1
1043	и генерализации	1	1
1044	к своим	1	1
1045	в письме	1	1
1046	и из	1	1
1047	смысл этого	1	1
1048	мое положение	1	1
1049	науки в	1	1
1050	в записках	7	1
1051	всякого рода	2	1
1052	а вместе	1	1
1053	время с	1	1
1054	вступая в	1	1
1055	ниже их	1	1
1056	у которых	1	1
1057	всего они	1	1
1058	литературы в	1	1
1059	в первую	1	1
1060	и отчасти	3	1
1061	его внутренний	1	1
1062	года до	3	1
1063	во все	1	1
1064	на человека	1	1
1065	жизнь для	2	1
1066	и жизнь	1	1
1067	понять в	1	1
1068	соотнесенности с	1	1
1069	совместима с	1	1
1070	всегда с	3	1
1071	собой героя	1	1
1072	сколько к	1	1
1073	человека не	1	1
1074	в цикле	1	1
1075	у зеркала	1	1
1076	собой как	1	1
1077	только как	2	1
1078	но даже	1	1
1079	христианской мифологии	1	1
1080	и место	1	1
1081	мифологии в	1	1
1082	не вправе	1	1
1083	не имею	1	1
1084	из жизни	3	1
1085	другом в	2	1
1086	миф о	1	1
1087	вопроса об	1	1
1088	в этот	3	1
1089	как отражение	1	1
1090	своим собственным	1	1
1091	повести здесь	1	1
1092	из себя	2	1
1093	невозможно не	1	1
1094	существеннее другое	1	1
1095	особое место	3	1
1096	об отношении	1	1
1097	из письма	1	1
1098	и литературная	1	1
1099	своих героев	5	1
1100	точно так	3	1
1101	приходит к	4	1
1102	главному герою	1	1
1103	этой повести	1	1
1104	и значение	1	1
1105	говорит что	2	1
1106	бытие на	1	1
1107	исключительную роль	1	1
1108	к противоположному	1	1
1109	на практике	1	1
1110	сюжет как	1	1
1111	и каждого	1	1
1112	отметить что	1	1
1113	трагический герой	1	1
1114	до того	1	1
1115	самим героем	1	1
1116	всего этого	1	1
1117	лишь частично	1	1
1118	не совместима	1	1
1119	и еще	2	1
1120	живой жизни	2	1
1121	представляется что	1	1
1122	день и	1	1
1123	еще нет	1	1
1124	однако эти	2	1
1125	него не	1	1
1126	этом она	1	1
1127	еще ничего	1	1
1128	м о	2	1
1129	в основу	1	1
1130	под названием	1	1
1131	автора мы	1	1
1132	окна и	1	1
1133	входят в	1	1
1134	все время	3	1
1135	м лотмана	3	1
1136	все без	1	1
1137	литературы а	1	1
1138	выстрел и	1	1
1139	под именем	1	1
1140	и ад	1	1
1141	а мы	1	1
1142	и чувства	1	1
1143	героя то	1	1
1144	к этим	1	1
1145	второго варианта	1	1
1146	демонстрирует их	1	1
1147	картину мира	1	1
1148	что происходило	1	1
1149	жизни с	2	1
1150	мнение что	1	1
1151	людей в	2	1
1152	своего развития	1	1
1153	русской классической	1	1
1154	словами у	1	1
1155	время для	1	1
1156	все мы	1	1
1157	личности природа	1	1
1158	момент как	1	1
1159	в самую	1	1
1160	при котором	1	1
1161	эстетический факт	1	1
1162	и значимость	1	1
1163	или бессознательно	1	1
1164	за свой	1	1
1165	влияние на	3	1
1166	по возвращении	1	1
1167	впечатление от	1	1
1168	мышления и	2	1
1169	хотелось бы	1	1
1170	см главу	2	1
1171	а наоборот	1	1
1172	старший брат	1	1
1173	жизни так	1	1
1174	х гг	2	1
1175	мнению бахтина	1	1
1176	моя жизнь	1	1
1177	за минуту	1	1
1178	для реализации	1	1
1179	есть у	1	1
1180	что я	4	1
1181	что уже	1	1
1182	в поисках	1	1
1183	мы знаем	2	1
1184	что сама	1	1
1185	напротив в	1	1
1186	начала и	1	1
1187	приводит нас	1	1
1188	расходится с	2	1
1189	народной жизни	1	1
1190	несколько выше	1	1
1191	ивана карамазова	7	1
1192	чем у	2	1
1193	что такое	1	1
1194	он идет	1	1
1195	из мертвых	1	1
1196	человек как	3	1
1197	или иную	1	1
1198	он любил	1	1
1199	на стадии	1	1
1200	в подобном	1	1
1201	личного и	1	1
1202	стремится к	3	1
1203	совмещается с	1	1
1204	третий раз	1	1
1205	оказывается для	1	1
1206	что впрочем	1	1
1207	к живой	1	1
1208	толпы так	1	1
1209	обратившись к	1	1
1210	свободы и	2	1
1211	литературу как	1	1
1212	не совпадают	1	1
1213	первая часть	4	1
1214	случилось с	1	1
1215	ли и	1	1
1216	активный в	1	1
1217	в разные	1	1
1218	в несколько	1	1
1219	живет и	1	1
1220	перед зеркалом	1	1
1221	писатель в	2	1
1222	авторского сознания	2	1
1223	как по	2	1
1224	означает в	2	1
1225	что его	4	1
1226	сознания не	1	1
1227	героя с	2	1
1228	наконец не	1	1
1229	следует рассматривать	1	1
1230	дальнейшем мы	1	1
1231	в третий	1	1
1232	восходящего к	1	1
1233	но само	1	1
1234	характер и	1	1
1235	что ведет	1	1
1236	воздействие на	2	1
1237	настоящим и	1	1
1238	как видим	1	1
1239	личности с	1	1
1240	и достоевского	2	1
1241	весь сюжет	1	1
1242	себя как	2	1
1243	же как	3	1
1244	на земле	4	1
1245	рядом с	2	1
1246	и обстоятельств	1	1
1247	эта традиция	1	1
1248	но когда	2	1
1249	их жизни	1	1
1250	что никто	1	1
1251	романа мы	1	1
1252	такое воззрение	1	1
1253	тенденцией к	1	1
1254	незадолго до	1	1
1255	героя для	1	1
1256	творческом процессе	4	1
1257	романе в	1	1
1258	куда же	1	1
1259	был не	1	1
1260	к мысли	1	1
1261	рассказа не	1	1
1262	делает его	1	1
1263	как единый	2	1
1264	в а	1	1
1265	и у	3	1
1266	что их	1	1
1267	был назван	1	1
1268	и первый	1	1
1269	действительности и	3	1
1270	ли что	1	1
1271	и крайне	1	1
1272	примеры можно	1	1
1273	кто из	1	1
1274	к повестям	1	1
1275	для анализа	2	1
1276	сказал он	1	1
1277	и мир	3	1
1278	всей их	1	1
1279	от чужого	1	1
1280	чувствовал в	1	1
1281	рождается в	1	1
1282	и литературные	1	1
1283	читатель в	1	1
1284	подробностями и	1	1
1285	своих прежних	1	1
1286	того в	1	1
1287	его судьбу	1	1
1288	к принципиально	1	1
1289	лишь ее	1	1
1290	диалоге с	1	1
1291	приводит его	1	1
1292	не он	1	1
1293	традиции все	1	1
1294	они же	1	1
1295	в целях	2	1
1296	человека он	1	1
1297	пошлости и	1	1
1298	не составляет	1	1
1299	к роману	4	1
1300	из биографии	1	1
