N	2gram	Bakhtin_Pr	StatiiOP
273	и все	14	6
274	в стихах	1	6
275	по крайней	2	6
276	языка и	1	6
277	тем же	1	6
278	и во	6	6
279	что я	2	6
280	с его	4	6
281	что с	1	6
282	мы не	7	6
283	ни на	1	6
284	независимо от	1	6
285	по существу	7	6
286	в одной	4	6
287	и вообще	3	6
288	этих двух	5	6
289	в литературном	1	6
290	что на	2	6
291	нас не	1	5
292	которая была	1	5
293	при этом	6	5
294	не как	5	5
295	далее в	1	5
296	в духе	10	5
297	целый ряд	1	5
298	уже не	5	5
299	то это	4	5
300	и такие	1	5
301	во многих	2	5
302	но они	5	5
303	конечно не	11	5
304	самого начала	5	5
305	до того	1	5
306	и далее	1	5
307	без всякого	1	5
308	в основу	1	5
309	что именно	2	5
310	на протяжении	5	5
311	после того	1	5
312	хотя и	10	5
313	нужно отметить	2	5
314	его в	4	5
315	не была	2	5
316	не о	2	5
317	на себя	3	5
318	что не	1	5
319	даже не	1	5
320	в двух	3	5
321	в сторону	1	5
322	не был	3	5
323	не при	1	5
324	это были	2	5
325	если б	7	5
326	в тех	2	5
327	занимает в	1	5
328	столь же	1	5
329	всех этих	2	5
330	один из	7	5
331	должна быть	1	5
332	о которой	1	5
333	поэтому в	1	5
334	не на	1	5
335	за что	1	5
336	конечно и	7	5
337	большое значение	1	5
338	в слове	2	5
339	никто не	1	5
340	ни с	1	5
341	свое время	4	5
342	в очень	2	5
343	и если	4	5
344	не могло	1	5
345	отношении к	2	5
346	произведений пушкина	1	5
347	которую он	3	5
348	мировой литературе	3	5
349	в творчестве	8	5
350	нет и	3	5
351	ее в	4	5
352	но если	4	5
353	в мировой	1	5
354	точку зрения	1	5
355	в свое	4	5
356	это был	2	5
357	это и	1	5
358	раз в	2	5
359	в сущности	15	5
360	на нее	1	5
361	а то	1	5
362	на тему	1	5
363	вообще не	1	5
364	во многом	3	5
365	и потому	6	5
366	как он	4	5
367	можно найти	1	5
368	на это	1	5
369	в предисловии	1	5
370	к ней	3	5
371	одного из	1	5
372	как будто	3	5
373	что было	2	4
374	находим в	3	4
375	и другие	14	4
376	все что	1	4
377	в центре	4	4
378	тему о	1	4
379	никаких сомнений	1	4
380	которые не	2	4
381	в применении	1	4
382	не являются	1	4
383	и без	4	4
384	что ни	1	4
385	свою собственную	1	4
386	культуры в	1	4
387	в выборе	1	4
388	казалось бы	4	4
389	не существует	1	4
390	не могли	2	4
391	применении к	1	4
392	языка в	1	4
393	не всегда	3	4
394	предисловии к	1	4
395	нужно искать	1	4
396	сцены в	1	4
397	на него	2	4
398	или иным	1	4
399	всего в	1	4
400	мы видим	2	4
401	и он	5	4
402	на язык	4	4
403	на стр	1	4
404	как можно	1	4
405	тому же	3	4
406	xviii века	3	4
407	в таком	3	4
408	в связи	2	4
409	одна из	9	4
410	на этом	4	4
411	не могут	4	4
412	в свете	1	4
413	в смысле	2	4
414	и у	8	4
415	могло бы	3	4
416	но как	2	4
417	очень часто	4	4
418	только с	3	4
419	в развитии	5	4
420	должны быть	2	4
421	и тот	4	4
422	литературы и	4	4
423	эпохи в	1	4
424	которые были	1	4
425	показывает что	1	4
426	для которых	1	4
427	за пределы	7	4
428	вообще нет	1	4
429	а потому	1	4
430	в последнем	1	4
431	то есть	86	4
432	если в	2	4
433	в форме	6	4
434	так или	1	4
435	сами по	1	4
436	они не	5	4
437	в романе	9	4
438	в процессе	4	4
439	это время	1	4
440	и так	4	4
441	нет не	1	4
442	от его	1	4
443	связанные с	3	4
444	да и	3	4
445	по своей	12	4
446	именно поэтому	2	4
447	ничего общего	1	4
448	здесь нет	2	4
449	все они	2	4
450	бы и	3	4
451	в основе	6	4
452	ни у	3	4
453	совпадает с	1	4
454	связана с	3	4
455	относится к	1	4
456	и тогда	1	4
457	в обоих	1	4
458	не знает	8	4
459	им в	1	4
460	состоит в	1	4
461	не для	1	4
462	начиная с	4	4
463	в образе	3	4
464	с нею	1	4
465	этого слова	3	4
466	это просто	1	4
467	могли быть	2	4
468	этого термина	1	4
469	которые в	3	4
470	нет ни	2	4
471	бы на	1	4
472	находим и	1	4
473	как у	5	4
474	и всегда	2	4
475	смысле этого	3	4
476	а на	2	4
477	века и	6	4
478	или в	7	4
479	или иначе	1	4
480	в ряде	1	4
481	очень большое	1	4
482	есть в	7	4
483	стремление к	1	4
484	в такой	1	4
485	нисколько не	1	4
486	в каждой	1	4
487	в стиле	1	4
488	чем в	2	4
489	он говорит	1	4
490	уже после	1	4
491	а по	1	4
492	и их	6	4
493	еще в	1	4
494	тем или	1	4
495	как мы	12	4
496	в период	1	4
497	эти темы	2	4
498	в эпоху	12	4
499	для этого	2	4
500	но для	2	4
501	в чисто	2	4
502	от него	3	3
503	любовь к	4	3
504	к числу	1	3
505	а у	2	3
506	которые по	1	3
507	а затем	5	3
508	какое место	1	3
509	и которые	2	3
510	или иной	2	3
511	более или	3	3
512	указывает в	1	3
513	работы в	1	3
514	их в	3	3
515	в одно	1	3
516	почти все	1	3
517	без труда	1	3
518	при всей	3	3
519	к этой	3	3
520	именно такое	1	3
521	даже и	3	3
522	не должен	1	3
523	но эти	3	3
524	к своей	1	3
525	в руках	1	3
526	в первые	1	3
527	с помощью	4	3
528	смысле слова	2	3
529	может служить	2	3
530	всегда будет	1	3
531	о тех	2	3
532	во всей	5	3
533	все время	2	3
534	от них	2	3
535	к этим	1	3
536	сцена в	3	3
537	не то	3	3
538	несколько слов	3	3
539	нельзя сказать	2	3
540	без всякой	1	3
541	произведения и	1	3
542	в драме	1	3
543	разного рода	1	3
544	что при	1	3
545	бы что	1	3
546	является и	1	3
547	была известна	1	3
548	говорит в	1	3
549	и некоторые	2	3
550	сцену в	1	3
551	как его	2	3
552	я и	2	3
553	и перед	2	3
554	и до	6	3
555	от этого	1	3
556	в других	2	3
557	особенно в	7	3
558	вопроса о	1	3
559	бы в	2	3
560	формы в	1	3
561	на которую	1	3
562	до нас	3	3
563	в наше	1	3
564	не дает	3	3
565	xvii века	3	3
566	в рассказе	2	3
567	в системе	1	3
568	я бы	1	3
569	не раз	1	3
570	это же	1	3
571	образом в	2	3
572	его размышления	1	3
573	себя внимание	2	3
574	в один	3	3
575	каждого из	2	3
576	наше время	1	3
577	и самый	6	3
578	чем у	1	3
579	от нее	1	3
580	причем в	2	3
581	ii но	1	3
582	почти не	2	3
583	тогда когда	1	3
584	это уже	2	3
585	из того	1	3
586	гораздо раньше	1	3
587	со всеми	8	3
588	если я	1	3
589	он хотел	1	3
590	относятся к	1	3
591	к его	2	3
592	себя и	3	3
593	бы не	1	3
594	который не	2	3
595	так называемая	2	3
596	о котором	1	3
597	эта тема	1	3
598	в словах	2	3
599	перед нами	17	3
600	в свою	1	3
601	наконец в	3	3
602	так чтобы	1	3
603	не хочу	1	3
604	на основе	4	3
605	с большой	3	3
606	и вся	4	3
607	очень хорошо	3	3
608	и ему	1	3
609	быть это	1	3
610	а во	3	3
611	связанных с	2	3
612	заметить что	1	3
613	в пушкинских	1	3
614	но именно	4	3
615	в сознании	2	3
616	здесь не	5	3
617	а вовсе	1	3
618	этом случае	1	3
619	но на	2	3
620	и нужно	2	3
621	том числе	15	3
622	одним и	1	3
623	так в	1	3
624	он и	2	3
625	в полном	1	3
626	иногда и	3	3
627	этого произведения	3	3
628	но эта	2	3
629	это еще	2	3
630	о жизни	1	3
631	слово в	5	3
632	с той	1	3
633	и как	1	3
634	не подлежит	1	3
635	если и	1	3
636	а иногда	1	3
637	к своему	4	3
638	его же	1	3
639	или менее	3	3
640	на них	2	3
641	диалог между	1	3
642	свое выражение	1	3
643	что вы	1	3
644	она не	4	3
645	когда он	2	3
646	народом и	1	3
647	отношений между	2	3
648	конечно в	2	3
649	могло быть	1	3
650	в плане	3	3
651	и ее	8	3
652	этом и	1	3
653	и других	12	3
654	все более	2	3
655	слова в	3	3
656	и наконец	4	3
657	не к	3	3
658	и уже	2	3
659	котором он	2	3
660	еще несколько	1	2
661	эту эпоху	1	2
662	нет здесь	1	2
663	для всех	2	2
664	мы и	4	2
665	между собою	2	2
666	в момент	1	2
667	рассказ о	2	2
668	которая в	1	2
669	дело с	1	2
670	из всех	1	2
671	в разных	4	2
672	тем как	1	2
673	воспоминания о	1	2
674	или нет	1	2
675	те же	1	2
676	по мере	3	2
677	в живом	1	2
678	в драматическом	1	2
679	к другу	1	2
680	на свой	2	2
681	о мире	1	2
682	даны в	1	2
683	жизнь в	4	2
684	есть известная	1	2
685	его произведений	3	2
686	из самых	3	2
687	зрения на	1	2
688	принадлежат к	1	2
689	отношением к	1	2
690	показаться что	1	2
691	в многочисленных	1	2
692	обоих случаях	1	2
693	одновременно и	5	2
694	роль в	1	2
695	укладывается в	1	2
696	история в	1	2
697	но у	1	2
698	по своим	2	2
699	которые являются	1	2
700	он является	2	2
701	я хотел	1	2
702	и стал	2	2
703	ли не	1	2
704	на материале	1	2
705	литературы в	4	2
706	на этой	2	2
707	темы и	4	2
708	этой почве	2	2
709	слову в	1	2
710	входит в	1	2
711	выходит из	2	2
712	это особый	1	2
713	второй половины	2	2
714	из жизни	1	2
715	представлял себе	1	2
716	вот почему	1	2
717	и другой	4	2
718	на возможность	1	2
719	очень широко	2	2
720	слов о	3	2
721	а между	3	2
722	превращается в	5	2
723	а только	2	2
724	с абсолютной	1	2
725	чтобы показать	1	2
726	убедиться в	1	2
727	мере не	1	2
728	но этот	2	2
729	скупой рыцарь	2	2
730	и еще	2	2
731	широко распространенный	2	2
732	него не	1	2
733	этот человек	1	2
734	как правило	1	2
735	что их	1	2
736	трагедий и	1	2
737	за него	2	2
738	но к	4	2
739	имеем дело	1	2
740	в зависимости	3	2
741	именно на	2	2
742	для понимания	3	2
743	от себя	1	2
744	тут же	1	2
745	для этой	2	2
746	но там	2	2
747	все в	3	2
748	во вторую	1	2
749	что можно	1	2
750	время в	2	2
751	проявляется в	4	2
752	к смертной	1	2
753	с нашей	1	2
754	в европейской	2	2
755	в определенную	1	2
756	ума и	2	2
757	а за	2	2
758	на которое	1	2
759	полемики с	2	2
760	под его	1	2
761	не укладывается	1	2
762	в последние	1	2
763	и она	2	2
764	и вместе	1	2
765	так сказать	8	2
766	уже давно	1	2
767	между собой	1	2
768	к вопросу	1	2
769	связанным с	1	2
770	писал и	1	2
771	на себе	1	2
772	действительности и	2	2
773	той или	2	2
774	выражение в	1	2
775	вообще в	2	2
776	к слову	3	2
777	свободна от	1	2
778	являются и	2	2
779	ту же	2	2
780	как человек	2	2
781	но вовсе	1	2
782	характерны для	5	2
783	в роман	2	2
784	на нем	1	2
785	к материалу	1	2
786	др в	3	2
787	но только	2	2
788	его жизнь	2	2
789	где в	2	2
790	в нее	1	2
791	ни одной	1	2
792	истории и	2	2
793	это вовсе	1	2
794	что есть	1	2
795	пристальное внимание	1	2
796	вот несколько	1	2
797	с элементами	1	2
798	и от	4	2
799	жанровые особенности	7	2
800	и xix	3	2
801	всю жизнь	1	2
802	не сразу	1	2
803	бы быть	1	2
804	чаще всего	1	2
805	писателя в	1	2
806	чаще чем	1	2
807	слова как	1	2
808	с ее	3	2
809	в одну	1	2
810	мы видели	2	2
811	быть и	2	2
812	были бы	1	2
813	с полной	1	2
814	очень важно	1	2
815	характеров и	1	2
816	он уже	1	2
817	за ним	1	2
818	мы встречаем	1	2
819	был очень	1	2
820	к одной	1	2
821	его с	2	2
822	на первом	1	2
823	и при	2	2
824	и из	3	2
825	мы в	2	2
826	и народной	1	2
827	это их	1	2
828	он почти	1	2
829	для них	2	2
830	место занимает	1	2
831	это была	2	2
832	все его	3	2
833	поэтому и	4	2
834	событий и	2	2
835	нам в	1	2
836	с ней	4	2
837	их и	1	2
838	это положение	2	2
839	по преимуществу	1	2
840	показать что	1	2
841	но вот	1	2
842	этот тип	1	2
843	героев и	1	2
844	этого у	1	2
845	и они	4	2
846	что текст	1	2
847	жизни в	4	2
848	смертной казни	2	2
849	этот образ	2	2
850	из которого	1	2
851	как следствие	1	2
852	своей жизни	3	2
853	и среди	1	2
854	к той	1	2
855	взаимоотношения между	1	2
856	чем же	1	2
857	в диалог	2	2
858	замечательно что	1	2
859	да еще	2	2
860	зависимости от	3	2
861	не умею	1	2
862	и теперь	1	2
863	что если	1	2
864	значение для	5	2
865	в которую	1	2
866	здесь о	2	2
867	в письмах	1	2
868	формой и	1	2
869	более и	1	2
870	также с	1	2
871	было и	1	2
872	и той	4	2
873	имеем в	3	2
874	в отличие	1	2
875	соответствии с	2	2
876	мог бы	1	2
877	не за	3	2
878	их с	1	2
879	отрывок из	1	2
880	в глазах	1	2
881	далеко не	4	2
882	он может	2	2
883	знаком с	2	2
884	характерное для	2	2
885	литература в	1	2
886	в произведениях	2	2
887	свое мнение	1	2
888	только о	1	2
889	тот же	2	2
890	меня не	1	2
891	из этой	1	2
892	жизни но	1	2
893	истории литературы	1	2
894	близок к	2	2
895	о состоянии	1	2
896	значение в	4	2
897	произведения как	1	2
898	здесь есть	1	2
899	главное отличие	1	2
900	и вот	1	2
901	и этим	3	2
902	мысль в	1	2
903	которых он	1	2
904	а это	2	2
905	в литературе	8	2
906	где он	1	2
907	видеть в	1	2
908	указание на	1	2
909	из своих	3	2
910	на которой	2	2
911	со словами	1	2
912	с их	3	2
913	ведь это	2	2
914	нет это	1	2
915	быть ни	2	2
916	этом не	2	2
917	к которым	1	2
918	который как	1	2
919	как своего	2	2
920	и тому	2	2
921	народ на	1	2
922	где нет	1	2
923	в обычном	1	2
924	и примитивными	1	2
925	в равной	1	2
926	как она	1	2
927	иной раз	1	2
928	перед собой	1	2
929	по своему	6	2
930	на все	4	2
931	первой части	1	2
932	но уже	2	2
933	жизнь и	3	2
934	чтобы сделать	1	2
935	как слово	3	2
936	на свете	2	2
937	такие слова	1	2
938	и тех	1	2
939	аргументации в	2	2
940	только к	1	2
941	в таких	1	2
942	отличие от	1	2
943	не могу	3	2
944	так называемой	1	2
945	стихах и	1	2
946	и ни	1	2
947	здесь только	2	2
948	лирики для	1	2
949	на другое	1	2
950	что там	1	2
951	и может	1	2
952	на меня	1	2
953	нужно было	1	2
954	каждый раз	1	2
955	в пределах	8	2
956	тем самым	2	2
957	ведь если	2	2
958	бы по	1	2
959	в какой-то	5	2
960	знает и	1	2
961	числе и	13	2
962	же самое	1	2
963	вступают в	3	2
964	явление в	1	2
965	были и	1	2
966	них нет	1	2
967	о реальном	1	2
968	бы он	1	2
969	он о	1	2
970	был чужд	1	2
971	до ее	2	2
972	язык в	1	2
973	суждения о	1	2
974	нуждается в	1	2
975	эти два	3	2
976	отношений к	1	2
977	и совершенно	3	2
978	здесь следует	1	2
979	он с	1	2
980	не надо	1	2
981	в известной	3	2
982	могла только	1	1
983	что начало	1	1
984	во всем	5	1
985	мы можем	9	1
986	как скупой	1	1
987	всего это	1	1
988	новое и	1	1
989	другом так	1	1
990	и завершенных	1	1
991	еще раз	6	1
992	народов в	1	1
993	это тот	1	1
994	хорошо и	1	1
995	время на	1	1
996	слова здесь	2	1
997	вещи в	1	1
998	большее значение	1	1
999	исторических и	1	1
1000	своими современниками	1	1
1001	времени для	1	1
1002	и стали	1	1
1003	важно для	1	1
1004	всех случаях	1	1
1005	например он	1	1
1006	свое дело	1	1
1007	признание этого	1	1
1008	мог знать	1	1
1009	смысле и	3	1
1010	до самого	1	1
1011	вопросу о	1	1
1012	не исключает	2	1
1013	и над	1	1
1014	с самим	7	1
1015	вступает в	1	1
1016	и социальной	2	1
1017	они уже	1	1
1018	свою мысль	1	1
1019	гюго но	1	1
1020	и был	1	1
1021	строго говоря	2	1
1022	мысли и	2	1
1023	отсюда как	1	1
1024	действие и	1	1
1025	правда это	2	1
1026	она проявляется	1	1
1027	к обновлению	1	1
1028	типа с	1	1
1029	мы одновременно	1	1
1030	воплощенной в	1	1
1031	что человек	1	1
1032	последний год	1	1
1033	него в	1	1
1034	одному из	2	1
1035	например с	1	1
1036	пушкину как	1	1
1037	беседе с	1	1
1038	роман в	1	1
1039	служить своим	1	1
1040	трактовка темы	1	1
1041	с собой	1	1
1042	около г	1	1
1043	диалогической речи	2	1
1044	то теперь	1	1
1045	и самые	2	1
1046	очень важных	1	1
1047	люди и	3	1
1048	положения в	3	1
1049	или во	1	1
1050	я за	2	1
1051	и откровенной	1	1
1052	некоторые другие	1	1
1053	мог получить	2	1
1054	полном одиночестве	1	1
1055	для осуществления	1	1
1056	очень не	1	1
1057	форму и	1	1
1058	к более	1	1
1059	уже на	4	1
1060	эти жанры	3	1
1061	времени была	1	1
1062	от некоторых	1	1
1063	выражено в	1	1
1064	рядом с	2	1
1065	самому и	1	1
1066	человека стоящего	1	1
1067	и другим	1	1
1068	бы такую	1	1
1069	в корне	1	1
1070	правда в	5	1
1071	в собственном	3	1
1072	и внутренне	1	1
1073	притом часто	1	1
1074	оказаться в	1	1
1075	ему по	1	1
1076	к действительности	3	1
1077	и петербург	1	1
1078	где она	1	1
1079	и социального	1	1
1080	углом зрения	4	1
1081	и слово	2	1
1082	форму но	1	1
1083	установку на	2	1
1084	не его	1	1
1085	в абсолютном	1	1
1086	культурного сознания	1	1
1087	следует подчеркнуть	1	1
1088	моменты в	1	1
1089	освобождается от	1	1
1090	и смерти	3	1
1091	отражается в	1	1
1092	в дальнейшем	8	1
1093	и образ	1	1
1094	перечислять все	1	1
1095	другом произведении	1	1
1096	сделать в	1	1
1097	перестает быть	1	1
1098	самый способ	1	1
1099	сохраняют в	1	1
1100	элементы в	2	1
1101	и отчасти	2	1
1102	как специфический	1	1
1103	которые мы	3	1
1104	конечно далеко	1	1
1105	этому типу	1	1
1106	где-то в	1	1
1107	отвечая на	1	1
1108	может использовать	1	1
1109	для идеи	1	1
1110	сам и	1	1
1111	брошенные в	1	1
1112	духовной жизни	1	1
1113	что мне	2	1
1114	самая смелая	1	1
1115	элементы социальной	1	1
1116	своих воспоминаниях	1	1
1117	бы вовсе	1	1
1118	начиная от	1	1
1119	этом мы	3	1
1120	раб или	1	1
1121	значение то	1	1
1122	всего этого	4	1
1123	и пестротой	1	1
1124	бы из	1	1
1125	но во	2	1
1126	почти за	1	1
1127	существенным и	1	1
1128	говорят одним	1	1
1129	этого языка	1	1
1130	как чего-то	1	1
1131	этой сцены	3	1
1132	одной и	1	1
1133	она еще	1	1
1134	особое место	2	1
1135	средних веков	1	1
1136	и трагедии	1	1
1137	только на	3	1
1138	служить как	1	1
1139	пор в	1	1
1140	этого жанра	17	1
1141	ну а	2	1
1142	некоторые элементы	1	1
1143	может поэтому	1	1
1144	себе и	2	1
1145	на границе	4	1
1146	уже и	1	1
1147	не вполне	1	1
1148	что еще	1	1
1149	верх и	1	1
1150	даже с	1	1
1151	см его	1	1
1152	характерной для	1	1
1153	я выше	1	1
1154	жизни он	1	1
1155	именно такие	1	1
1156	почти в	2	1
1157	всегда и	3	1
1158	по в	1	1
1159	в не	1	1
1160	новой эры	1	1
1161	приходит на	2	1
1162	из виду	1	1
1163	к ним	5	1
1164	у названных	1	1
1165	не становится	1	1
1166	бога и	2	1
1167	ней и	1	1
1168	вернуться к	1	1
1169	вольтера и	4	1
1170	в голове	1	1
1171	для всей	1	1
1172	наряду с	6	1
1173	это два	1	1
1174	они должны	3	1
1175	смысле не	2	1
1176	только самый	1	1
1177	в самое	3	1
1178	литературном плане	1	1
1179	языка как	1	1
1180	находится в	1	1
1181	употребление в	1	1
1182	с этими	1	1
1183	это а	1	1
1184	как от	1	1
1185	старости лет	1	1
1186	материал в	1	1
1187	чего она	1	1
1188	это что	1	1
1189	характеристики героев	1	1
1190	острой и	2	1
1191	из трех	1	1
1192	согласиться с	1	1
1193	иным как	1	1
1194	и всякого	1	1
1195	собою а	1	1
1196	он сам	5	1
1197	отнести к	1	1
1198	дан в	3	1
1199	наоборот для	1	1
1200	линии в	1	1
1201	лица для	1	1
1202	произведении пушкина	1	1
1203	вопрос и	1	1
1204	слова без	1	1
1205	затем в	2	1
1206	предания и	1	1
1207	себя в	1	1
1208	развитии этой	1	1
1209	они построены	1	1
1210	о ней	1	1
1211	жанра в	3	1
1212	он все	1	1
1213	своего развития	3	1
1214	была по	1	1
1215	представить себе	1	1
1216	которую можно	4	1
1217	даже по	1	1
1218	века как	1	1
1219	влияние на	14	1
1220	которой обычно	1	1
1221	него как	4	1
1222	эти сцены	3	1
1223	всегда строится	2	1
1224	именно об	1	1
1225	все здесь	3	1
1226	что ведь	1	1
1227	элемент в	1	1
1228	мы как	1	1
1229	приведу еще	1	1
1230	она и	1	1
1231	сюжет в	1	1
1232	конечно есть	1	1
1233	как нам	1	1
1234	указать на	1	1
1235	время и	3	1
1236	даже к	2	1
1237	очень далеко	1	1
1238	индивидуальных особенностях	1	1
1239	вполне понятно	2	1
1240	в произведении	3	1
1241	почти совсем	1	1
1242	следует сказать	1	1
1243	такой литературы	1	1
1244	к себе	8	1
1245	остаются в	1	1
1246	у каждого	1	1
1247	что сама	1	1
1248	именно как	3	1
1249	конца в	1	1
1250	узком смысле	1	1
1251	то у	1	1
1252	есть его	1	1
1253	еще подчеркнуть	1	1
1254	вариантах и	2	1
1255	о себе	2	1
1256	с народом	1	1
1257	не соответствует	1	1
1258	на древнюю	1	1
1259	более резкой	1	1
1260	типичную для	1	1
1261	между другими	1	1
1262	одному и	2	1
1263	на площадь	1	1
1264	художественной и	1	1
1265	два раза	1	1
1266	с другими	6	1
1267	стихотворной речи	2	1
1268	есть с	2	1
1269	и соответствующие	2	1
1270	и один	1	1
1271	народных массах	1	1
1272	преимущественно в	1	1
1273	этого человека	1	1
1274	ее брата	1	1
1275	слово на	1	1
1276	являются в	1	1
1277	этой вариации	1	1
1278	беседу с	1	1
1279	писателей xviii	1	1
1280	произведении но	2	1
1281	и притом	2	1
1282	находятся и	1	1
1283	правильного понимания	3	1
1284	о возможности	1	1
1285	роман но	1	1
1286	мировой литературы	3	1
1287	в несколько	2	1
1288	говоря даже	1	1
1289	прежде чем	2	1
1290	от этих	1	1
1291	и позволяет	1	1
1292	всех его	3	1
1293	проблем и	1	1
1294	раскрывается в	1	1
1295	на одну	1	1
1296	здесь же	1	1
1297	также подвергалась	1	1
1298	в ожидании	1	1
1299	мере того	1	1
1300	между этими	2	1
1301	в последних	2	1
1302	конечно на	1	1
1303	литературе и	1	1
1304	с пушкинским	1	1
1305	же оно	1	1
1306	лишь на	3	1
