N	2gram	Losev_Prob	Marksizm
372	в году	9	3
373	нет места	1	3
374	тем не	8	3
375	такое понимание	1	3
376	не о	2	3
377	прежде чем	2	3
378	для историка	1	3
379	в непрерывном	1	3
380	в живом	1	3
381	действительности и	4	3
382	чтобы понять	1	3
383	в русской	4	3
384	более или	1	3
385	все основные	1	3
386	если б	1	3
387	как это	5	3
388	мы ограничимся	1	3
389	что эта	3	3
390	по своей	3	3
391	значение и	2	3
392	общего с	2	3
393	что во	2	3
394	и др	1	3
395	и есть	4	3
396	и пытается	1	3
397	речи о	2	3
398	были бы	1	3
399	не так	4	3
400	субъективизма и	1	3
401	во втором	2	3
402	и этот	1	3
403	мы встречаем	1	3
404	они и	2	3
405	его из	1	3
406	если он	4	3
407	почти не	1	3
408	и стиль	1	3
409	тогда когда	4	3
410	и при	2	3
411	учение о	4	3
412	в другой	1	3
413	из которых	2	3
414	не на	1	3
415	можно было	4	3
416	должен был	2	3
417	поэтому и	4	3
418	имеет значение	1	3
419	одновременно с	1	3
420	еще в	6	3
421	но вот	1	3
422	к которым	1	3
423	и они	3	3
424	со стороны	1	3
425	еще и	6	3
426	ни к	2	3
427	в диалоге	1	3
428	то он	2	3
429	поэтому не	1	3
430	потому что	21	3
431	он хочет	2	3
432	нет никакой	6	3
433	в мир	3	3
434	более и	1	3
435	людей так	1	3
436	здесь не	12	3
437	этот последний	2	3
438	главным образом	1	3
439	у них	1	3
440	но это	7	3
441	что оно	2	3
442	они не	3	3
443	свидетельствует о	4	3
444	того как	5	3
445	и сама	4	3
446	том числе	2	3
447	и борьбы	1	3
448	бы на	3	3
449	себя самого	3	3
450	с их	1	3
451	однако не	2	3
452	ведь это	1	3
453	или иначе	3	3
454	на нее	1	3
455	в ту	1	3
456	слова на	1	3
457	и xviii	1	3
458	говорить об	1	3
459	есть только	4	3
460	на все	1	3
461	только и	9	3
462	в виде	25	3
463	должен быть	2	3
464	или менее	1	3
465	одним и	1	3
466	и вообще	11	3
467	мысли в	2	3
468	не все	3	3
469	бы это	1	3
470	к жизни	1	3
471	на них	1	3
472	и по	2	3
473	того или	3	3
474	человека в	3	3
475	и других	1	3
476	ту или	1	3
477	также и	21	3
478	в значительной	3	3
479	когда он	3	3
480	а по	1	3
481	каждый раз	2	3
482	в нашей	3	3
483	или как	1	3
484	числе и	1	3
485	и о	9	3
486	по законам	1	3
487	все более	1	3
488	и только	4	3
489	само собой	3	3
490	конце концов	7	3
491	становится в	1	3
492	и тогда	4	3
493	во всем	5	2
494	и другие	4	2
495	для всех	2	2
496	вообще не	1	2
497	в последнее	1	2
498	его за	2	2
499	он считает	2	2
500	с этой	4	2
501	дело с	1	2
502	из всех	2	2
503	они уже	1	2
504	это значит	3	2
505	этот момент	1	2
506	тем как	2	2
507	и по-видимому	1	2
508	как они	1	2
509	в духе	4	2
510	небо и	2	2
511	но по	3	2
512	мы и	2	2
513	к более	1	2
514	превращается в	1	2
515	том или	3	2
516	например в	1	2
517	в жизни	4	2
518	его на	3	2
519	бы стать	1	2
520	их в	1	2
521	а именно	12	2
522	всю эту	2	2
523	поскольку он	1	2
524	у достоевского	4	2
525	так например	1	2
526	редчайших случаях	1	2
527	г в	1	2
528	не столь	3	2
529	сам же	4	2
530	во все	3	2
531	находит в	4	2
532	то этот	2	2
533	отсюда и	1	2
534	этом мы	1	2
535	почти исключительно	1	2
536	уже у	6	2
537	и другой	2	2
538	слова при	1	2
539	мы все	1	2
540	тем самым	2	2
541	не вполне	2	2
542	не что	3	2
543	себе отчет	1	2
544	отчет в	1	2
545	в прошлом	1	2
546	образ и	1	2
547	к ним	3	2
548	эти моменты	1	2
549	него не	2	2
550	за него	2	2
551	на него	3	2
552	всех областях	1	2
553	в атмосфере	2	2
554	от них	2	2
555	бы ее	1	2
556	какой степени	1	2
557	коем случае	3	2
558	что само	1	2
559	не просто	12	2
560	они могут	1	2
561	что едва	1	2
562	крайней мере	8	2
563	гораздо более	5	2
564	и во	2	2
565	всего в	1	2
566	и весь	2	2
567	значение все	1	2
568	мы как	1	2
569	которое он	1	2
570	это будет	1	2
571	об одном	1	2
572	она в	2	2
573	науки искусства	1	2
574	отношения к	1	2
575	после этого	1	2
576	и за	2	2
577	дочь в	1	2
578	или иную	1	2
579	на стадии	2	2
580	каждого человека	1	2
581	xvii и	1	2
582	для них	3	2
583	бы что	1	2
584	тому же	5	2
585	и притом	8	2
586	говорит он	1	2
587	является и	2	2
588	но он	5	2
589	ее от	1	2
590	на которое	1	2
591	что его	4	2
592	по аналогии	1	2
593	в тонах	1	2
594	и всего	4	2
595	между прочим	2	2
596	и являются	1	2
597	должно было	1	2
598	его жизни	1	2
599	а только	5	2
600	в чем	3	2
601	здесь как	5	2
602	именно как	1	2
603	в знак	1	2
604	могли бы	2	2
605	а с	4	2
606	превращаясь в	1	2
607	бы к	1	2
608	только путем	1	2
609	героя и	1	2
610	эти слова	1	2
611	зрения в	1	2
612	совсем не	4	2
613	уже к	1	2
614	более всего	2	2
615	характерны для	1	2
616	необходимо учитывать	1	2
617	общего не	1	2
618	но только	5	2
619	является одним	1	2
620	даже не	1	2
621	также не	1	2
622	этом смысле	4	2
623	в нее	1	2
624	в новое	3	2
625	мы здесь	2	2
626	когда мы	1	2
627	нем и	2	2
628	его как	2	2
629	найти в	1	2
630	друг другу	1	2
631	не значит	1	2
632	в первой	2	2
633	не то	4	2
634	в общем	1	2
635	же мы	1	2
636	необходимо включить	1	2
637	или иного	2	2
638	всех этих	3	2
639	случае это	1	2
640	так или	3	2
641	и нельзя	1	2
642	в небольшой	3	2
643	слушателя и	1	2
644	в частности	5	2
645	все в	3	2
646	как с	2	2
647	о как	1	2
648	которые он	1	2
649	была бы	3	2
650	тон и	1	2
651	поэтому в	1	2
652	к выводу	1	2
653	в плоскости	1	2
654	только они	2	2
655	конечно и	1	2
656	мы понимаем	1	2
657	то на	1	2
658	ни о	1	2
659	смысла и	1	2
660	заключается в	1	2
661	зрения тех	1	2
662	в романе	2	2
663	свой собственный	2	2
664	как о	6	2
665	при более	1	2
666	и так	3	2
667	с собою	2	2
668	никто не	1	2
669	себя и	1	2
670	индивидуализм с	1	2
671	бы не	4	2
672	ему и	1	2
673	нет в	1	2
674	по крайней	8	2
675	самое это	1	2
676	его понимаем	1	2
677	художественный образ	4	2
678	где нет	1	2
679	что мы	4	2
680	с переходом	1	2
681	мы его	3	2
682	и если	2	2
683	вечное становление	1	2
684	в науку	1	2
685	и поэтому	2	2
686	оно является	1	2
687	тех пор	1	2
688	для нее	1	2
689	и вся	1	2
690	к своим	1	2
691	вступает в	1	2
692	ни были	1	2
693	в совершенно	1	2
694	автора в	1	2
695	на которые	1	2
696	их с	1	2
697	в концепции	1	2
698	в сознании	3	2
699	это является	1	2
700	это одно	1	2
701	является уже	1	2
702	в самой	5	2
703	моменты в	1	2
704	чуть ли	1	2
705	он должен	2	2
706	уже с	1	2
707	жизни но	1	2
708	или к	4	2
709	же стороны	1	2
710	нет ни	4	2
711	в коем	3	2
712	данном случае	5	2
713	зависит от	1	2
714	в художественной	1	2
715	не без	1	2
716	будет ли	1	2
717	в литературе	5	2
718	мы совершенно	1	2
719	других областях	1	2
720	же не	4	2
721	а все	1	2
722	два раза	1	2
723	в г	1	2
724	но с	1	2
725	основная идея	1	2
726	и где	1	2
727	который как	2	2
728	в эпоху	5	2
729	это возможно	1	2
730	указывает на	4	2
731	между собою	2	2
732	сама по	2	2
733	с той	1	2
734	истины и	1	2
735	есть в	6	2
736	мира и	5	2
737	последнее время	1	2
738	ли не	2	2
739	остановимся на	2	2
740	по его	2	2
741	это было	2	2
742	но уже	3	2
743	на его	4	2
744	для которого	1	2
745	что эти	1	2
746	без всякой	1	2
747	они все	1	2
748	высказывание мы	1	2
749	в эти	1	2
750	стремиться к	1	2
751	эти последние	1	2
752	с первым	1	2
753	и почти	1	2
754	его не	3	2
755	и ни	4	2
756	с определенной	1	2
757	не по	1	2
758	другой в	1	2
759	природы как	1	2
760	то перед	2	2
761	не находит	2	2
762	своей индивидуальности	1	2
763	нового времени	4	2
764	как из	1	2
765	только по	2	2
766	их можно	1	2
767	иное как	3	2
768	времена и	1	2
769	и самый	1	2
770	и наконец	4	2
771	форме и	1	2
772	можно только	1	2
773	философии и	1	1
774	в единую	1	1
775	и революционных	1	1
776	и называет	1	1
777	можно говорить	1	1
778	говоря уже	2	1
779	мышления к	1	1
780	и очень	3	1
781	здесь именно	1	1
782	выводу что	1	1
783	русской литературе	3	1
784	которые не	1	1
785	и самому	1	1
786	будем здесь	1	1
787	комментарий к	1	1
788	и имеет	1	1
789	понять эти	1	1
790	по всему	2	1
791	до самого	1	1
792	нечто подобное	1	1
793	под ним	1	1
794	случае не	2	1
795	очень простой	1	1
796	в следующих	1	1
797	или нет	1	1
798	в большей	2	1
799	они конечно	1	1
800	но тем	2	1
801	говорит о	9	1
802	и едва	2	1
803	глубоко и	1	1
804	это нужно	1	1
805	не нашел	2	1
806	требует от	1	1
807	одно из	2	1
808	далее в	1	1
809	собой разумеется	2	1
810	бы с	2	1
811	был у	1	1
812	же эти	1	1
813	и повсюду	1	1
814	и творчески	1	1
815	этой последней	1	1
816	ряд своих	2	1
817	несет с	1	1
818	в предыдущей	1	1
819	по пути	1	1
820	к русскому	1	1
821	роль но	1	1
822	новое время	3	1
823	из двух	1	1
824	и сам	5	1
825	жизни или	1	1
826	и внутри	1	1
827	равно как	2	1
828	каким образом	1	1
829	и современный	1	1
830	и судьбы	1	1
831	доказывает что	2	1
832	этой точке	1	1
833	весь он	1	1
834	именно о	2	1
835	или на	1	1
836	нельзя путать	1	1
837	и требует	1	1
838	представление о	2	1
839	предела это	1	1
840	места и	1	1
841	и философия	1	1
842	о полном	1	1
843	что по	1	1
844	приходит в	1	1
845	притом в	1	1
846	на эту	2	1
847	даже до	2	1
848	что еще	1	1
849	в художественном	2	1
850	это свидетельствует	3	1
851	производства и	1	1
852	только для	5	1
853	в природе	1	1
854	них мы	1	1
855	начала не	1	1
856	время это	2	1
857	когда в	1	1
858	поэтому необходимо	1	1
859	ведь не	1	1
860	и по-своему	1	1
861	как только	1	1
862	уйти из	1	1
863	всем его	1	1
864	и нет	4	1
865	при анализе	2	1
866	всякого рода	2	1
867	а вместе	2	1
868	довольно редким	1	1
869	в переносном	1	1
870	сведения о	1	1
871	он изображает	1	1
872	рассказ о	2	1
873	было не	1	1
874	в первую	1	1
875	со своей	1	1
876	при условии	1	1
877	в чувствах	1	1
878	еще далеко	1	1
879	тургенева и	1	1
880	художественного образа	4	1
881	не могли	2	1
882	то это	1	1
883	всегда с	1	1
884	высшая и	1	1
885	и человеческой	1	1
886	редких случаях	1	1
887	вторая часть	3	1
888	раз и	2	1
889	нас и	4	1
890	но кто	1	1
891	и каждое	2	1
892	нашего века	1	1
893	в противоположность	3	1
894	но даже	6	1
895	не должен	1	1
896	ii и	1	1
897	часто в	1	1
898	ничто не	1	1
899	искусства и	1	1
900	и должна	1	1
901	и доминанты	1	1
902	не всегда	5	1
903	уже о	2	1
904	другой действительности	1	1
905	в два	2	1
906	что вся	1	1
907	уже было	1	1
908	в него	1	1
909	времени мы	2	1
910	мыслить и	2	1
911	всего как	1	1
912	символ и	3	1
913	и когда	1	1
914	приходит к	2	1
915	обращаясь к	1	1
916	и знал	1	1
917	людей и	13	1
918	где и	1	1
919	философа и	1	1
920	и принципиального	1	1
921	конструкции которые	1	1
922	к свободе	1	1
923	мере не	5	1
924	второй половины	1	1
925	друг на	1	1
926	и остается	1	1
927	художественного изображения	1	1
928	ни одного	1	1
929	и над	1	1
930	с такою	2	1
931	которого они	1	1
932	чтобы они	2	1
933	жизни как	1	1
934	она ни	1	1
935	что существует	1	1
936	образом как	2	1
937	смотрит он	1	1
938	он служит	1	1
939	ее внутренней	1	1
940	противоположного характера	1	1
941	редким в	1	1
942	особенно ярко	2	1
943	орудия производства	1	1
944	нем не	1	1
945	правды и	1	1
946	какие только	1	1
947	воли и	2	1
948	иным как	3	1
949	что именно	2	1
950	смысле если	1	1
951	в буржуазной	2	1
952	по поводу	2	1
953	и свет	1	1
954	на котором	1	1
955	уже по	2	1
956	большей степени	2	1
957	но самый	1	1
958	этом же	2	1
959	форме идея	1	1
960	в заключение	3	1
961	вся эта	3	1
962	для анализа	1	1
963	себе самом	1	1
964	в распоряжении	1	1
965	и историк	1	1
966	только не	1	1
967	и автор	1	1
968	всего рационализма	1	1
969	и мы	1	1
970	по природе	1	1
971	не выходит	1	1
972	содержится в	1	1
973	спокойно а	1	1
974	менее в	2	1
975	а наоборот	2	1
976	землю и	2	1
977	после того	3	1
978	в драме	2	1
979	не принадлежит	1	1
980	всматриваясь в	1	1
981	на том	1	1
982	такого рода	4	1
983	внимание на	4	1
984	время в	2	1
985	нравственным и	1	1
986	с приведенными	1	1
987	драме где	1	1
988	самим же	1	1
989	но слово	1	1
990	является наиболее	2	1
991	подчеркнуть что	1	1
992	близка к	1	1
993	и герой	1	1
994	чтобы этот	1	1
995	и структура	2	1
996	творчества но	1	1
997	в буквальном	2	1
998	что несмотря	1	1
999	они в	1	1
1000	совершенно новое	1	1
1001	является совершенно	1	1
1002	это слово	1	1
1003	свет и	1	1
1004	в третьем	1	1
1005	к разложению	1	1
1006	ума и	1	1
1007	могла появиться	1	1
1008	работы и	1	1
1009	или прямо	1	1
1010	бы только	1	1
1011	заключение о	1	1
1012	так было	1	1
1013	от тех	1	1
1014	только ради	2	1
1015	в редчайших	1	1
1016	не выражает	1	1
1017	но совершенно	1	1
1018	важно с	1	1
1019	во внимание	1	1
1020	и чисто	2	1
1021	был к	1	1
1022	формулировать основную	1	1
1023	как таковое	1	1
1024	другой же	1	1
1025	на себя	2	1
1026	быть только	6	1
1027	и предварительно	1	1
1028	xviii века	1	1
1029	умом и	1	1
1030	ли было	1	1
1031	на тот	2	1
1032	может в	1	1
1033	я и	1	1
1034	человек и	2	1
1035	я не	3	1
1036	этапом в	1	1
1037	человек в	1	1
1038	от одной	1	1
1039	здесь перед	6	1
1040	чем иным	3	1
1041	в мире	1	1
1042	в пределы	1	1
1043	но когда	1	1
1044	а его	5	1
1045	уже давно	2	1
1046	века в	1	1
1047	больше и	1	1
1048	выше мы	1	1
1049	господствует в	1	1
1050	представляется нам	1	1
1051	о которых	2	1
1052	воплощена в	1	1
1053	своими созданиями	1	1
1054	людьми и	1	1
1055	для новой	1	1
1056	и всякого	1	1
1057	в эту	1	1
1058	он доказывает	1	1
1059	это тоже	1	1
1060	жизни вообще	1	1
1061	что их	1	1
1062	типа в	1	1
1063	под влиянием	3	1
1064	во мгле	1	1
1065	путать с	1	1
1066	свое место	1	1
1067	до нас	7	1
1068	вопроса о	1	1
1069	который мыслится	1	1
1070	мы приведем	3	1
1071	вошли в	1	1
1072	претендуют на	1	1
1073	смешиваются в	2	1
1074	вошел в	1	1
1075	слова то	2	1
1076	и быть	1	1
1077	на этом	1	1
1078	перехода от	1	1
1079	личность в	1	1
1080	очень часто	1	1
1081	него есть	1	1
1082	в наше	1	1
1083	для ее	1	1
1084	как систему	1	1
1085	и вызвал	1	1
1086	то отсюда	1	1
1087	xvii века	1	1
1088	с какой	1	1
1089	как человек	1	1
1090	взять в	1	1
1091	о речи	1	1
1092	в ответ	1	1
1093	насквозь пронизано	1	1
1094	идет в	1	1
1095	было только	2	1
1096	но зато	1	1
1097	в новых	2	1
1098	содержания и	1	1
1099	принципиальным защитником	1	1
1100	вообще для	1	1
1101	для человека	2	1
1102	и известный	1	1
1103	других людей	1	1
1104	почти всегда	3	1
1105	включается в	1	1
1106	обычно смешиваются	1	1
1107	и хотя	2	1
1108	независимое от	1	1
1109	доходит до	2	1
1110	и знает	3	1
1111	времен и	1	1
1112	в едином	1	1
1113	стиль и	1	1
1114	или иное	1	1
1115	более подробном	1	1
1116	какой мере	3	1
1117	в землю	1	1
1118	работы на	1	1
1119	истории и	1	1
1120	почему же	1	1
1121	ясно также	1	1
1122	но без	1	1
1123	и глубоко	1	1
1124	ту сторону	1	1
1125	он в	5	1
1126	конца и	1	1
1127	мужчины и	1	1
1128	это вовсе	1	1
1129	на который	1	1
1130	однако в	4	1
1131	время на	1	1
1132	что для	2	1
1133	категории но	1	1
1134	образы и	1	1
1135	популярна в	1	1
1136	почти для	1	1
1137	в доме	1	1
1138	это ощущение	1	1
1139	форм в	1	1
1140	от категорий	1	1
1141	мы будем	2	1
1142	целым и	2	1
1143	в силу	6	1
1144	на составляющие	1	1
1145	иной раз	4	1
1146	для построения	1	1
1147	бы эти	1	1
1148	не ее	1	1
1149	бы ни	1	1
1150	на место	1	1
1151	очень редко	1	1
1152	зимой в	1	1
1153	что наша	1	1
1154	появляется у	3	1
1155	значит что	3	1
1156	начала ни	1	1
1157	явления в	1	1
1158	же необходимо	1	1
1159	разве только	1	1
1160	чтобы не	1	1
1161	дает ему	2	1
1162	жизни нет	1	1
1163	вообще нет	2	1
1164	наше время	1	1
1165	человечества но	1	1
1166	независимость и	1	1
1167	в составе	1	1
1168	уже является	1	1
1169	в те	2	1
1170	его состав	1	1
1171	первую очередь	1	1
1172	можно проследить	1	1
1173	очень важно	2	1
1174	этого произведения	2	1
1175	и будет	1	1
1176	существования и	1	1
1177	можно понять	2	1
1178	всем своим	1	1
1179	является здесь	1	1
1180	за ним	1	1
1181	его мнению	1	1
1182	достоевского и	1	1
1183	если в	2	1
1184	также что	1	1
1185	своего собственного	1	1
1186	его с	2	1
1187	и свое	2	1
1188	погружается в	1	1
1189	ним и	1	1
1190	и символы	1	1
1191	которых каждая	1	1
1192	оно было	1	1
1193	не чем	3	1
1194	и должно	1	1
1195	другого человека	1	1
1196	говорит и	1	1
1197	не находим	1	1
1198	художественного творчества	10	1
1199	тогда он	1	1
1200	дела в	1	1
1201	и из	1	1
1202	сам по	3	1
1203	здесь он	2	1
1204	и этого	2	1
1205	он на	1	1
1206	самой жизни	1	1
1207	мы в	1	1
1208	человека не	1	1
1209	ориентации в	1	1
1210	здесь с	1	1
1211	эта для	1	1
1212	и делает	2	1
1213	связывается с	1	1
1214	нет никакого	6	1
1215	в идиоте	2	1
1216	него нет	1	1
1217	за это	6	1
1218	этой позиции	1	1
1219	к самым	1	1
1220	она становится	1	1
1221	творчества и	1	1
1222	за что	5	1
1223	если не	6	1
1224	этой точки	2	1
1225	или рассказ	1	1
1226	в разговор	1	1
1227	концов так	1	1
1228	с ней	3	1
1229	их и	1	1
1230	стороны это	3	1
1231	в моем	1	1
1232	что у	6	1
1233	в россии	2	1
1234	то время	4	1
1235	случае нельзя	1	1
1236	мог быть	2	1
1237	легче и	1	1
1238	в христианском	1	1
1239	а прочие	1	1
1240	состоит из	1	1
1241	что иное	3	1
1242	правда не	1	1
1243	эта тема	1	1
1244	к какому	1	1
1245	в ясный	1	1
1246	он есть	1	1
1247	в известном	2	1
1248	которая не	1	1
1249	на каждом	1	1
1250	сознательно и	2	1
1251	уж тем	1	1
1252	которую она	1	1
1253	выступает как	1	1
1254	он мог	1	1
1255	не входит	2	1
1256	к какой	1	1
1257	это был	3	1
1258	но оно	1	1
1259	только одно	1	1
1260	очень ярко	1	1
1261	можно в	1	1
1262	не словом	1	1
1263	ни на	2	1
1264	всем этом	1	1
1265	а если	4	1
1266	ясно и	2	1
1267	цели как	1	1
1268	этого еще	1	1
1269	в роли	2	1
1270	думал что	2	1
1271	о котором	4	1
1272	таком виде	1	1
1273	на друга	1	1
1274	дряблого и	1	1
1275	а может	3	1
1276	в борьбу	1	1
1277	как самого	1	1
1278	тот и	1	1
1279	автора так	1	1
1280	остается только	1	1
1281	другой вопрос	1	1
1282	в середине	2	1
1283	чувствующих себя	1	1
1284	только тогда	3	1
1285	место у	1	1
1286	то все	1	1
1287	со всей	2	1
1288	и два	1	1
1289	результате чего	2	1
1290	в которую	1	1
1291	в это	3	1
1292	мир и	2	1
1293	своей работе	1	1
1294	частности как	1	1
1295	него с	1	1
1296	времени и	1	1
1297	которая конечно	1	1
1298	в предыдущем	1	1
1299	при помощи	12	1
1300	цели и	1	1
1301	в обоих	2	1
1302	и исторически	2	1
1303	над собой	1	1
1304	тот был	1	1
1305	в обществе	1	1
1306	видели не	1	1
1307	конца только	1	1
1308	н а	1	1
1309	об этой	2	1
1310	них же	1	1
1311	каждой из	1	1
1312	смысле и	1	1
