N	2gram	Vygotskiy_	Freidism
187	в которой	4	5
188	тому что	11	5
189	между ними	2	5
190	в этих	3	5
191	в себя	2	5
192	не было	2	5
193	другими словами	1	5
194	не знает	2	5
195	как это	16	5
196	далеко не	4	5
197	только то	1	5
198	от того	6	5
199	заключается в	13	5
200	что может	2	5
201	ничего не	4	5
202	в заключение	1	5
203	с которыми	1	4
204	а потому	1	4
205	мы и	2	4
206	смысле слова	2	4
207	уже знаем	1	4
208	мысли и	1	4
209	сам по	4	4
210	характер и	1	4
211	в виду	5	4
212	сводится к	7	4
213	по себе	13	4
214	если бы	21	4
215	именно и	1	4
216	так называемый	1	4
217	именно в	9	4
218	в собственном	2	4
219	может стать	1	4
220	как в	4	4
221	себя и	3	4
222	этот вопрос	6	4
223	зависимости от	9	4
224	из которого	1	4
225	ничего общего	1	4
226	это и	7	4
227	данном случае	4	4
228	из тех	1	4
229	в данном	4	4
230	в котором	5	4
231	в первый	1	4
232	мы увидим	11	4
233	потому что	48	4
234	это только	5	4
235	и оно	1	4
236	и т.п	1	4
237	слова и	2	4
238	только на	4	4
239	а только	1	4
240	в истории	1	4
241	так же	19	4
242	свою очередь	1	4
243	на которые	2	4
244	нет и	2	4
245	на него	4	4
246	в своем	12	4
247	нигде не	2	4
248	все время	44	4
249	одна из	6	4
250	только с	3	4
251	но это	2	4
252	едва ли	3	4
253	дает нам	2	4
254	что оно	12	4
255	этой области	1	4
256	этот процесс	1	4
257	в психологии	3	4
258	и за	4	4
259	этом отношении	3	4
260	человека в	3	4
261	у него	9	4
262	мы находим	2	4
263	не существует	3	4
264	в зависимости	7	4
265	бессознательного и	1	4
266	но ведь	2	4
267	эмпирической психологии	3	4
268	по своему	1	4
269	между собой	2	4
270	нисколько не	3	4
271	войти в	1	4
272	на язык	2	4
273	как борьба	1	4
274	и вообще	2	4
275	первый план	3	4
276	это как	2	4
277	не дает	2	4
278	не тот	1	4
279	и речи	1	4
280	то ни	1	4
281	и может	3	4
282	должны быть	1	4
283	в другом	3	4
284	личности и	1	4
285	этой теории	2	4
286	к ней	3	4
287	главным образом	3	4
288	в систему	1	4
289	организма на	1	4
290	уже указывали	1	4
291	в узком	1	4
292	внешнем мире	1	4
293	в области	2	4
294	с ее	1	4
295	в целом	7	4
296	ответ на	5	3
297	не так	4	3
298	собственном смысле	2	3
299	до сих	9	3
300	в центре	2	3
301	и очень	5	3
302	и должны	1	3
303	психологической теории	2	3
304	составною частью	1	3
305	и при	3	3
306	это уже	1	3
307	связанное с	1	3
308	о которой	1	3
309	мы в	3	3
310	этот принцип	1	3
311	утверждает что	6	3
312	для них	1	3
313	разобраться в	1	3
314	в результате	6	3
315	нет никакого	2	3
316	и тот	2	3
317	в них	7	3
318	в основу	6	3
319	оно не	2	3
320	и даже	4	3
321	психологии и	2	3
322	нам в	1	3
323	все то	6	3
324	их в	4	3
325	это содержание	2	3
326	значение в	1	3
327	себя с	2	3
328	не делает	1	3
329	конечном счете	2	3
330	психики и	1	3
331	он хотел	2	3
332	к его	2	3
333	нам уже	1	3
334	приводит к	2	3
335	которое не	2	3
336	отца и	2	3
337	во сне	1	3
338	сейчас же	16	3
339	связано с	1	3
340	при анализе	2	3
341	этот мотив	1	3
342	на этой	1	3
343	говорит фрейд	1	3
344	что мы	12	3
345	он был	3	3
346	ни на	3	3
347	одной и	4	3
348	имеет дело	4	3
349	о них	2	3
350	в одном	5	3
351	сил в	4	3
352	в совершенно	6	3
353	и той	4	3
354	он дает	2	3
355	уже в	7	3
356	как на	15	3
357	на две	1	3
358	тем же	3	3
359	в нашем	3	3
360	находится в	2	3
361	с этими	1	3
362	о том	24	3
363	в сознании	2	3
364	на этот	7	3
365	это сделать	1	3
366	из него	1	3
367	того же	5	3
368	выражение и	1	3
369	психологии в	1	3
370	не найдем	2	3
371	бы то	1	3
372	только не	5	3
373	и то	12	3
374	говорит о	5	3
375	видели что	1	3
376	мы видим	13	3
377	они не	3	3
378	к себе	1	3
379	из основных	1	3
380	узком смысле	1	3
381	тому чтобы	1	3
382	фрейд как	1	3
383	и этим	1	3
384	у нас	7	3
385	в конечном	2	3
386	от всех	1	3
387	одним из	1	3
388	не больше	3	3
389	но для	1	3
390	такой же	2	3
391	не остается	1	3
392	и как	10	3
393	и она	1	3
394	согласиться с	2	3
395	есть только	3	3
396	и сам	1	3
397	на все	2	3
398	и со	1	3
399	один и	1	3
400	в свой	1	3
401	и следовательно	3	3
402	себе и	4	3
403	которой он	1	3
404	и таким	3	3
405	жизни по	1	3
406	под влиянием	3	3
407	сих пор	9	3
408	этих двух	8	3
409	читателя в	1	3
410	в г	1	3
411	такие же	1	3
412	в самых	4	3
413	ни один	2	3
414	между тем	4	3
415	в какой	5	3
416	в искусстве	12	3
417	когда он	10	3
418	не приходится	1	3
419	и является	2	3
420	и ни	4	3
421	конечно в	1	3
422	как не	1	3
423	но во	2	3
424	вторая часть	1	3
425	явление в	1	3
426	себя в	4	3
427	природы и	1	3
428	мы называем	2	3
429	бы он	1	3
430	свести к	1	3
431	и от	2	3
432	и есть	7	3
433	конечно совершенно	1	3
434	своих основных	1	3
435	на другие	1	3
436	своей последней	1	3
437	же мы	3	3
438	формы и	4	3
439	оно может	2	3
440	на место	1	3
441	нуждается в	3	3
442	на всем	1	3
443	а как	3	3
444	независимо от	1	3
445	ведь и	1	3
446	если это	4	3
447	на это	3	3
448	новое и	1	2
449	и другие	3	2
450	это утверждение	2	2
451	социальной жизни	1	2
452	и самое	1	2
453	вступить в	1	2
454	случае в	1	2
455	и этот	2	2
456	отношению ко	1	2
457	учением о	1	2
458	психологии не	1	2
459	к этой	2	2
460	жизни а	2	2
461	которые он	4	2
462	очень много	1	2
463	его с	2	2
464	должна быть	2	2
465	которых мы	5	2
466	тогда когда	1	2
467	которые на	2	2
468	и их	3	2
469	в применении	1	2
470	оказывается не	1	2
471	вот как	2	2
472	в некоторых	2	2
473	из которых	5	2
474	не как	3	2
475	находятся в	4	2
476	из того	4	2
477	нас в	2	2
478	для нас	9	2
479	не подозревает	1	2
480	в отношении	2	2
481	от этих	3	2
482	опоры для	1	2
483	это есть	3	2
484	нас к	1	2
485	их не	2	2
486	этого процесса	1	2
487	или во	1	2
488	чувства и	7	2
489	но все	5	2
490	наоборот мы	1	2
491	с таким	2	2
492	равно как	2	2
493	вместо этого	1	2
494	содержание и	4	2
495	учения о	3	2
496	в составе	1	2
497	бессознательное чувство	3	2
498	к другим	2	2
499	отношения к	2	2
500	и они	1	2
501	и так	4	2
502	его все	1	2
503	мы только	3	2
504	предмета и	1	2
505	только для	2	2
506	не имеет	2	2
507	является для	1	2
508	отличается от	4	2
509	да и	4	2
510	при помощи	5	2
511	нет в	2	2
512	матери и	1	2
513	и было	2	2
514	и смерти	1	2
515	все они	2	2
516	его и	2	2
517	в такой	1	2
518	человека так	1	2
519	отца в	1	2
520	бы и	1	2
521	должно быть	6	2
522	вопрос о	6	2
523	произведение искусства	10	2
524	дело только	1	2
525	доказать что	1	2
526	и между	4	2
527	в течение	2	2
528	связана с	1	2
529	одной стороны	15	2
530	относится к	2	2
531	благодаря тому	1	2
532	представляет собой	2	2
533	являются не	1	2
534	утверждают что	1	2
535	в борьбу	1	2
536	и уже	4	2
537	и теперь	2	2
538	для нее	1	2
539	значение для	2	2
540	от других	1	2
541	и значение	1	2
542	к делу	2	2
543	превращается в	2	2
544	еще более	2	2
545	цели и	1	2
546	быть это	2	2
547	в глаза	2	2
548	же самое	13	2
549	с другой	12	2
550	в отличие	3	2
551	когда человек	1	2
552	заметить что	1	2
553	мог бы	3	2
554	и во	2	2
555	только одна	2	2
556	него все	1	2
557	в самое	1	2
558	но именно	1	2
559	за пределами	1	2
560	только при	1	2
561	психологии мы	1	2
562	не имели	1	2
563	теории и	1	2
564	для понимания	3	2
565	мы говорили	4	2
566	душевная жизнь	1	2
567	друг друга	1	2
568	художественной формы	6	2
569	бы в	7	2
570	но так	1	2
571	мы показали	1	2
572	только о	2	2
573	образы и	1	2
574	исключительно в	1	2
575	подойти к	1	2
576	этого нового	1	2
577	конечно только	1	2
578	из этой	2	2
579	жизни но	3	2
580	как к	1	2
581	что с	8	2
582	мы могли	5	2
583	по преимуществу	2	2
584	ничем не	1	2
585	и всей	1	2
586	с одной	15	2
587	что значит	1	2
588	в состоянии	3	2
589	и борьбы	1	2
590	жизни оно	1	2
591	ни было	1	2
592	своей теории	2	2
593	что при	5	2
594	раздражителей и	1	2
595	полагаем что	1	2
596	такое же	1	2
597	для своего	2	2
598	от начала	1	2
599	о нем	3	2
600	в формы	1	2
601	в качестве	2	2
602	то мы	2	2
603	но как	3	2
604	и выражение	1	2
605	на которой	1	2
606	остаются для	1	2
607	чем он	1	2
608	представлений и	1	2
609	на первую	1	2
610	что между	2	2
611	в следующем	1	2
612	внешнего мира	1	2
613	в их	3	2
614	а на	1	2
615	гармонии и	1	2
616	материал для	2	2
617	отказаться от	1	2
618	обратимся к	1	2
619	в несколько	1	2
620	и представления	1	2
621	как по	1	2
622	из важнейших	2	2
623	а также	1	2
624	будто бы	3	2
625	которые мы	1	2
626	и которая	1	2
627	дело в	4	2
628	эмоций и	5	2
629	откуда же	1	2
630	каком случае	1	2
631	уже совершенно	4	2
632	в конце	10	2
633	вообще не	1	2
634	между собою	1	2
635	и поступки	2	2
636	противоречие с	2	2
637	становится совершенно	1	2
638	объективной точки	1	2
639	на другую	1	2
640	ясно что	10	2
641	обстоятельство что	2	2
642	он в	3	2
643	эти три	3	2
644	если и	1	2
645	есть та	2	2
646	же как	4	2
647	не есть	4	2
648	мы никогда	5	2
649	рядом с	6	2
650	но когда	1	2
651	другом месте	1	2
652	стремление к	2	2
653	от этого	1	2
654	века в	1	2
655	больше и	1	2
656	о которых	3	2
657	всей той	1	2
658	это было	4	2
659	применении к	1	2
660	дело и	3	2
661	должен быть	3	2
662	в эту	2	2
663	что как	1	2
664	в одной	4	2
665	чтобы разобраться	1	2
666	связаны с	2	2
667	с первого	1	2
668	на них	3	2
669	работы и	3	2
670	ко всему	1	2
671	могли бы	6	2
672	и мысли	1	2
673	все другие	3	2
674	не то	4	2
675	а с	7	2
676	вырождается в	1	2
677	составных частей	1	2
678	отличие от	3	2
679	на один	1	2
680	этого ряда	1	2
681	ли это	3	2
682	страх и	3	2
683	сознание как	1	2
684	этом совершенно	1	2
685	человека все	1	2
686	его не	2	2
687	на другой	2	2
688	также и	1	2
689	психоанализ и	1	2
690	вся жизнь	1	2
691	обстоит дело	4	2
692	человека как	1	2
693	к этим	2	2
694	с большим	1	2
695	или же	1	2
696	речи и	2	2
697	и тем	6	2
698	то обстоятельство	2	2
699	с объективной	1	2
700	одним словом	1	2
701	можно сделать	1	2
702	если же	3	2
703	всех других	1	2
704	и та	5	2
705	психика человека	1	2
706	вспомним что	1	2
707	быть как	1	2
708	ни одно	1	2
709	в нашей	5	2
710	в нас	15	2
711	этом смысле	4	2
712	показали что	2	2
713	и бессознательного	1	2
714	останавливаться на	2	2
715	два направления	1	2
716	но вместе	1	2
717	к которой	4	2
718	фрейд правда	1	2
719	то или	1	2
720	думать что	3	2
721	или иное	1	2
722	и часто	1	2
723	когда мы	10	2
724	и поэтому	4	2
725	этого нужно	1	2
726	во многом	1	2
727	психология и	1	2
728	ли мы	3	2
729	этом вопросе	1	2
730	но нет	1	2
731	любви в	1	2
732	человека мы	1	2
733	все остальное	2	2
734	образом в	3	2
735	или иной	2	2
736	или другими	1	2
737	становится уже	1	2
738	всю жизнь	1	2
739	но если	3	2
740	из этого	7	2
741	как система	1	2
742	там где	6	2
743	то в	1	2
744	к работе	1	2
745	конце концов	6	2
746	в него	5	2
747	о какой	1	2
748	в одну	1	2
749	он должен	8	2
750	не к	1	2
751	их при	1	1
752	в особенности	3	1
753	его последней	1	1
754	что было	1	1
755	к сожалению	2	1
756	во всем	3	1
757	уже во	2	1
758	находим в	1	1
759	и едва	1	1
760	бы они	1	1
761	несомненно что	2	1
762	образом и	3	1
763	только из	1	1
764	и статей	1	1
765	ребенка и	1	1
766	помощью слов	1	1
767	его психологическая	1	1
768	по существу	4	1
769	представления не	1	1
770	ни малейшего	1	1
771	мы найдем	5	1
772	и здесь	11	1
773	та же	6	1
774	этого необходимо	2	1
775	остается совершенно	1	1
776	в произведение	1	1
777	всего на	1	1
778	ряда фактов	1	1
779	этой проблемы	1	1
780	сделать то	1	1
781	этих событий	1	1
782	процесса с	1	1
783	то есть	16	1
784	двух направлений	1	1
785	на совершенно	1	1
786	но за	1	1
787	мы при	1	1
788	на первой	1	1
789	сходство с	1	1
790	иногда может	1	1
791	что бессознательное	1	1
792	необходимо только	1	1
793	которые не	2	1
794	исходя из	7	1
795	которая в	1	1
796	почти не	2	1
797	реакции являются	1	1
798	аффекты и	4	1
799	он только	3	1
800	на ее	1	1
801	оно было	1	1
802	влечения и	1	1
803	искусства он	1	1
804	на чрезвычайно	1	1
805	или по	1	1
806	дело с	5	1
807	все события	3	1
808	любовь к	1	1
809	чувства как	2	1
810	который должен	1	1
811	до самого	2	1
812	говорит нам	3	1
813	и дает	3	1
814	даже в	2	1
815	была бы	4	1
816	его за	1	1
817	из всех	1	1
818	реальной жизни	1	1
819	этом случае	2	1
820	в разных	1	1
821	этим явлениям	1	1
822	на несколько	1	1
823	по выражению	1	1
824	и роль	1	1
825	оно становится	2	1
826	никак не	10	1
827	труда и	1	1
828	мы замечаем	1	1
829	в другой	1	1
830	а затем	2	1
831	первых двух	1	1
832	сцене и	1	1
833	это нужно	2	1
834	понятно и	2	1
835	в работах	1	1
836	здесь с	1	1
837	остановиться на	1	1
838	требует от	1	1
839	построения мы	1	1
840	совершенно ясен	1	1
841	и другими	2	1
842	переживания и	1	1
843	его от	1	1
844	другую и	1	1
845	в широких	1	1
846	в правильности	1	1
847	поэтому она	1	1
848	быть может	1	1
849	не бывает	1	1
850	целом ряде	2	1
851	часто даже	1	1
852	его ни	1	1
853	с собой	3	1
854	органа в	1	1
855	она служит	1	1
856	ни слова	1	1
857	должны мы	1	1
858	необходимо для	1	1
859	думаем что	1	1
860	же самые	2	1
861	он объединяет	1	1
862	в плоскости	1	1
863	и эти	3	1
864	психологическая теория	1	1
865	такого же	2	1
866	должен был	7	1
867	и самая	1	1
868	она оказывается	1	1
869	как они	3	1
870	что нет	3	1
871	ко всем	2	1
872	в борьбе	1	1
873	прикладной психологии	1	1
874	но только	3	1
875	с неизбежностью	1	1
876	себе то	1	1
877	время как	5	1
878	объединяет в	1	1
879	на которых	2	1
880	отличаются от	1	1
881	этой цели	3	1
882	месте но	1	1
883	на примере	7	1
884	однако мы	3	1
885	в наших	1	1
886	их и	1	1
887	путем и	1	1
888	следовательно в	2	1
889	таково в	1	1
890	каким образом	2	1
891	который она	1	1
892	показать что	17	1
893	мы говорим	1	1
894	любовь и	1	1
895	какой связи	1	1
896	оно есть	2	1
897	как при	1	1
898	она даже	1	1
899	что весь	3	1
900	тем что	8	1
901	и материально	1	1
902	какая же	1	1
903	еще хуже	1	1
904	и начало	1	1
905	уже на	1	1
906	же самый	1	1
907	то время	4	1
908	но никогда	1	1
909	представление о	1	1
910	реакции в	1	1
911	выражено в	1	1
912	другую сторону	1	1
913	например в	2	1
914	является выражением	1	1
915	всякий художественный	1	1
916	с тем	10	1
917	вот с	1	1
918	когда это	1	1
919	при психологическом	1	1
920	с не	2	1
921	случае нельзя	1	1
922	имеет место	3	1
923	к физиологии	1	1
924	находит себе	5	1
925	это та	1	1
926	там же	1	1
927	к самому	3	1
928	к искусству	6	1
929	что по	3	1
930	это чувство	2	1
931	ли не	2	1
932	не вносит	1	1
933	которого является	1	1
934	только те	1	1
935	теории он	1	1
936	что иное	2	1
937	и отдельных	1	1
938	и т	12	1
939	не что	2	1
940	совершенно одинаково	3	1
941	сомневаться в	1	1
942	как наука	1	1
943	бы не	1	1
944	мы имели	2	1
945	самого конца	2	1
946	на самой	1	1
947	сравнению с	4	1
948	своего отца	1	1
949	что психика	1	1
950	он вполне	1	1
951	в это	2	1
952	на мать	2	1
953	и страсти	4	1
954	аффектов в	3	1
955	представляется в	1	1
956	мы сейчас	4	1
957	на основу	1	1
958	в которые	1	1
959	по крайней	1	1
960	которую не	1	1
961	из области	1	1
962	мы с	3	1
963	на одном	5	1
964	к той	1	1
965	и нет	1	1
966	здесь имеет	1	1
967	нам представляется	2	1
968	низших животных	1	1
969	что обе	1	1
970	но оно	1	1
971	который он	3	1
972	нет ничего	1	1
973	свою душу	1	1
974	и пути	1	1
975	и того	2	1
976	нам не	2	1
977	понятно что	6	1
978	ними и	1	1
979	явление жизни	1	1
980	остановимся на	4	1
981	ответить на	1	1
982	об убийстве	1	1
983	читатель не	2	1
984	во все	4	1
985	это с	1	1
986	человеческого тела	1	1
987	шире и	1	1
988	не хотим	1	1
989	мы рассмотрим	1	1
990	знаем о	2	1
991	уже из	1	1
992	то это	6	1
993	он находит	1	1
994	что этот	3	1
995	эти чувства	2	1
996	после того	1	1
997	в землю	1	1
998	не сделал	1	1
999	в какой-нибудь	1	1
1000	не согласиться	1	1
1001	показывает нам	2	1
1002	смерти и	1	1
1003	теперь его	1	1
1004	это последнее	1	1
1005	оба эти	3	1
1006	силы и	1	1
1007	что всякое	4	1
1008	тотчас же	1	1
1009	противоречия которые	1	1
1010	и заставляет	2	1
1011	этой трагедии	5	1
1012	даже и	2	1
1013	то и	1	1
1014	своего исследования	1	1
1015	именно этим	1	1
1016	хоть сколько-нибудь	1	1
1017	совсем другой	1	1
1018	в противоположность	3	1
1019	мы его	1	1
1020	говорить не	1	1
1021	происходящие в	1	1
1022	но даже	1	1
1023	на веру	1	1
1024	дать волю	1	1
1025	может его	1	1
1026	по сравнению	4	1
1027	в каких	2	1
1028	быть не	2	1
1029	и другой	1	1
1030	вызывает в	4	1
1031	во многих	1	1
1032	а может	1	1
1033	них как	1	1
1034	еще на	1	1
1035	переживания в	2	1
1036	должны перейти	1	1
1037	что вся	3	1
1038	окажется что	1	1
1039	своего происхождения	1	1
1040	нормальной жизни	1	1
1041	точно и	2	1
1042	перейдем к	2	1
1043	в руках	1	1
1044	это же	2	1
1045	узнаем о	1	1
1046	картины и	1	1
1047	с которой	2	1
1048	того нового	1	1
1049	но уже	2	1
1050	часто трудно	1	1
1051	именно на	6	1
1052	он приводит	1	1
1053	целым рядом	2	1
1054	и три	1	1
1055	мы все	8	1
1056	поступить по	2	1
1057	он хочет	1	1
1058	может служить	1	1
1059	в противоречие	1	1
1060	за собой	1	1
1061	слов и	2	1
1062	об изоляции	1	1
1063	и когда	12	1
1064	позади себя	1	1
1065	их вызывает	1	1
1066	людей и	1	1
1067	может войти	1	1
1068	его именно	1	1
1069	самое основное	2	1
1070	этим не	1	1
1071	образом что	6	1
1072	на чувство	2	1
1073	целый ряд	5	1
1074	находят свое	1	1
1075	мы считаем	1	1
1076	траты энергии	2	1
1077	времени и	5	1
1078	существует ли	1	1
1079	и представлениями	1	1
1080	видим таким	2	1
1081	душу и	1	1
1082	всю полноту	1	1
1083	сделать вывод	1	1
1084	и психологии	1	1
1085	что когда	2	1
1086	перед глазами	1	1
1087	даже с	1	1
1088	вне общества	1	1
1089	быть поняты	1	1
1090	только это	1	1
1091	действия и	5	1
1092	никакого выхода	1	1
1093	что те	1	1
1094	свой материал	1	1
1095	в вопросе	1	1
1096	и начинает	1	1
1097	не представляет	1	1
1098	и изучение	1	1
1099	конечно этим	1	1
1100	есть основное	1	1
1101	она все	2	1
1102	всего что	1	1
1103	нашей жизни	1	1
1104	мы ни	1	1
1105	мы привыкли	1	1
1106	и формы	1	1
1107	имеем в	1	1
1108	известной степени	1	1
1109	черты своего	1	1
1110	должны еще	1	1
1111	свое отношение	1	1
1112	из виду	1	1
1113	разные стороны	1	1
1114	чувства а	1	1
1115	но ни	1	1
1116	обратим внимание	1	1
1117	и там	2	1
1118	он сообщает	1	1
1119	других видов	1	1
1120	тела в	1	1
1121	организма с	1	1
1122	окончательной ясности	1	1
1123	в комнате	1	1
1124	без всякого	3	1
1125	утверждал что	1	1
1126	именно его	1	1
1127	который требовал	1	1
1128	под ним	1	1
1129	в подтверждение	1	1
1130	же где	1	1
1131	которых он	3	1
1132	в сфере	1	1
1133	к следующему	2	1
1134	говорит об	1	1
1135	по которой	1	1
1136	жизни как	1	1
1137	между содержанием	1	1
1138	в контексте	1	1
1139	когда тот	1	1
1140	если будем	1	1
1141	всех остальных	2	1
1142	именно этот	1	1
1143	ли нам	1	1
1144	человек был	1	1
1145	объект не	1	1
1146	над этим	1	1
1147	к сохранению	1	1
1148	обстояло дело	1	1
1149	которым мы	2	1
1150	одной из	2	1
1151	следующим образом	2	1
1152	гораздо дальше	1	1
1153	если отбросить	1	1
1154	а между	1	1
1155	то чем	1	1
1156	лучше всего	1	1
1157	основная ошибка	1	1
1158	котором мы	3	1
1159	и техника	2	1
1160	противоречие в	1	1
1161	мы часто	1	1
1162	том же	1	1
1163	он может	3	1
1164	это кажется	2	1
1165	и производит	1	1
1166	других психологических	1	1
1167	для объективной	2	1
1168	его силы	1	1
1169	видим в	2	1
1170	упоминать о	1	1
1171	который в	1	1
1172	различие и	1	1
1173	этого слова	1	1
1174	до известной	1	1
1175	что говорит	1	1
1176	и культурной	1	1
1177	аффектов с	2	1
1178	говорит сам	1	1
1179	однако в	1	1
1180	энергии и	3	1
1181	прямо противоположных	1	1
1182	от них	1	1
1183	перед нами	5	1
1184	звучать как	1	1
1185	не понял	1	1
1186	его роль	1	1
1187	потому его	1	1
1188	культурной жизни	1	1
1189	законы которые	1	1
1190	что даже	3	1
1191	чувства в	3	1
1192	друг с	6	1
1193	силы с	1	1
1194	является только	1	1
1195	на котором	1	1
1196	у них	1	1
1197	можно применить	1	1
1198	имели бы	1	1
1199	все современные	1	1
1200	мы берем	1	1
1201	только потому	1	1
1202	не мог	1	1
1203	и философской	1	1
1204	она есть	2	1
1205	к ее	1	1
1206	него не	1	1
1207	мы еще	2	1
1208	ними в	1	1
1209	стороны он	4	1
1210	который они	1	1
1211	крайней мере	1	1
1212	прибегает к	1	1
1213	он невозможен	1	1
1214	часто и	1	1
1215	деятельности является	1	1
1216	сомнения в	1	1
1217	жизни с	3	1
1218	но есть	1	1
1219	не поймем	1	1
1220	к содержанию	1	1
1221	гораздо более	3	1
1222	единство в	1	1
1223	суть дела	1	1
1224	точкой опоры	1	1
1225	мыслей по	1	1
1226	уже с	2	1
1227	заставляет его	5	1
1228	ближе к	2	1
1229	с определенными	1	1
1230	большим правом	1	1
1231	имели дело	2	1
1232	оно в	2	1
1233	что они	11	1
1234	и всецело	1	1
1235	не зная	1	1
1236	ее и	1	1
1237	или наоборот	3	1
1238	быть сведены	1	1
1239	и прямо	1	1
1240	именно об	1	1
1241	надо взять	2	1
1242	и он	7	1
1243	эти элементы	1	1
1244	чувствами и	2	1
1245	только одно	1	1
1246	зрения которая	1	1
1247	он умер	1	1
1248	то оно	1	1
1249	но этим	1	1
1250	хотелось бы	1	1
1251	ведь сущность	1	1
1252	гораздо сложнее	1	1
1253	нет ни	4	1
1254	и события	1	1
1255	ужас и	1	1
1256	между переживанием	1	1
1257	различие между	1	1
1258	отличает его	1	1
1259	определяет задачу	1	1
1260	указать на	1	1
1261	нас не	2	1
1262	был еще	1	1
1263	он делает	2	1
1264	собой в	2	1
1265	и страшные	1	1
1266	мы ничего	1	1
1267	ненависть к	1	1
1268	иметь дело	1	1
1269	и форма	1	1
1270	она в	1	1
1271	но еще	3	1
1272	трагедии в	5	1
1273	и находят	1	1
1274	внимание на	4	1
1275	противоречия и	1	1
1276	вывод что	1	1
1277	мы подчеркнули	1	1
1278	для всякого	1	1
1279	поражает нас	1	1
1280	именно для	1	1
1281	ее развития	1	1
1282	а вместо	1	1
1283	проявляется в	1	1
1284	но от	1	1
1285	или с	2	1
1286	этой мысли	1	1
1287	и чрезвычайно	1	1
1288	других областей	1	1
1289	бы на	2	1
1290	и самым	2	1
1291	хотя и	1	1
1292	трудно не	1	1
