N	2gram	Trubetskoy	Mirosoze
172	на все	2	6
173	его не	2	6
174	быть и	2	6
175	на то	2	6
176	к богу	3	6
177	не к	2	6
178	еще не	2	5
179	бы в	1	5
180	и бунта	1	5
181	человек есть	1	5
182	одно из	2	5
183	с собой	1	5
184	и как	3	5
185	мысли о	1	5
186	отличается от	2	5
187	к культуре	2	5
188	с этим	1	5
189	во всяком	6	5
190	для этого	2	5
191	сказать что	2	5
192	к которому	2	5
193	от человека	2	5
194	после того	1	5
195	и вместе	4	5
196	своей духовной	1	5
197	от этого	1	5
198	сих пор	5	5
199	и мир	2	5
200	природы от	1	5
201	должны быть	1	5
202	культуры и	3	5
203	в то	4	5
204	когда он	3	5
205	до сих	5	5
206	и этот	1	5
207	да и	1	5
208	и если	3	5
209	жизни это	1	5
210	той же	1	5
211	в самую	1	5
212	не стоит	1	5
213	тот же	2	5
214	не для	1	5
215	которых он	1	5
216	так и	6	5
217	в их	1	5
218	связано с	2	5
219	на людей	1	5
220	думать что	1	5
221	на путь	1	5
222	в той	1	4
223	человек может	1	4
224	человеческой жизни	1	4
225	в момент	1	4
226	к этой	1	4
227	и люди	2	4
228	в разных	2	4
229	в своих	1	4
230	и даже	3	4
231	человека для	1	4
232	культуры в	1	4
233	в такой	1	4
234	жизни он	1	4
235	духовной жизни	1	4
236	была еще	1	4
237	не всегда	2	4
238	по отношению	1	4
239	себе в	1	4
240	что они	1	4
241	мы видим	1	4
242	землю и	1	4
243	народ не	1	4
244	от природы	1	4
245	и через	1	4
246	лежит в	1	4
247	время как	1	4
248	в чем	1	4
249	а с	7	4
250	так что	3	4
251	и что	4	4
252	и никогда	1	4
253	в идее	1	4
254	и по	4	4
255	его с	1	4
256	живет в	1	4
257	тогда когда	2	4
258	ни в	1	4
259	и тот	1	4
260	с ней	3	4
261	в начале	2	4
262	новой истории	1	4
263	оно есть	1	4
264	душа его	2	4
265	то время	1	4
266	как о	3	4
267	вряд ли	1	4
268	никто не	1	4
269	же есть	1	4
270	по сравнению	2	4
271	и тогда	4	4
272	и до	1	4
273	может ли	2	4
274	только с	1	4
275	он должен	1	4
276	как к	1	4
277	могут быть	1	4
278	может не	1	4
279	ни с	1	4
280	сам он	1	4
281	мы не	1	4
282	у всех	2	4
283	в эпоху	7	4
284	все эти	6	4
285	по своему	2	4
286	ума и	1	4
287	путь к	3	4
288	особенно в	2	4
289	и их	1	4
290	заключает в	2	4
291	отношению к	3	4
292	место в	1	4
293	и только	4	4
294	конце концов	3	4
295	в душе	1	3
296	бога в	1	3
297	природы это	1	3
298	о чем	1	3
299	есть один	1	3
300	него в	1	3
301	в виду	2	3
302	мысль о	2	3
303	было очень	1	3
304	давно уже	1	3
305	все же	6	3
306	русской интеллигенции	2	3
307	на человека	1	3
308	входит в	1	3
309	в этот	1	3
310	в одном	3	3
311	превращается в	2	3
312	конечно не	2	3
313	душу и	1	3
314	не вполне	3	3
315	к этому	3	3
316	в европе	1	3
317	души и	1	3
318	и за	1	3
319	в путях	2	3
320	одним из	2	3
321	очень отличается	1	3
322	же как	3	3
323	и перед	2	3
324	но когда	2	3
325	в свой	1	3
326	людьми и	1	3
327	во всех	2	3
328	в уста	1	3
329	в наше	1	3
330	именно потому	1	3
331	между тем	2	3
332	эти слова	1	3
333	к этим	1	3
334	должны были	1	3
335	этот путь	2	3
336	человека то	1	3
337	русских людей	1	3
338	и самый	1	3
339	мире и	1	3
340	бога но	1	3
341	жизни а	1	3
342	для себя	1	3
343	и должно	1	3
344	на почве	1	3
345	учение о	4	3
346	это уже	1	3
347	европейской культуры	3	3
348	его образ	1	3
349	со всеми	2	3
350	их и	1	3
351	как не	1	3
352	к его	2	3
353	приводит к	2	3
354	сравнению с	2	3
355	русским народом	1	3
356	в значительной	3	3
357	роль в	1	3
358	его нельзя	1	3
359	своему значению	1	3
360	эта мысль	1	3
361	народ в	1	3
362	если человек	1	3
363	стать богом	1	3
364	на этот	4	3
365	он может	1	3
366	всяком случае	6	3
367	и после	2	3
368	из него	2	3
369	из этой	2	3
370	что оно	4	3
371	и всякий	1	3
372	это был	1	3
373	ничего кроме	1	3
374	религиозной жизни	3	3
375	в ином	1	3
376	но с	3	3
377	бытия и	1	3
378	в православии	1	3
379	без бога	3	3
380	своей души	1	3
381	в духовной	1	3
382	остается лишь	1	3
383	на его	1	3
384	людей в	1	3
385	стихии в	1	3
386	с судьбой	1	3
387	мы должны	6	3
388	не с	2	3
389	он знает	1	3
390	ничего подобного	1	3
391	но для	1	3
392	мир не	1	2
393	потому только	1	2
394	и своего	1	2
395	из всех	3	2
396	к учению	1	2
397	всем и	2	2
398	его от	2	2
399	то не	1	2
400	этом направлении	1	2
401	по себе	1	2
402	их не	1	2
403	о мире	1	2
404	более и	1	2
405	находит себе	1	2
406	власти над	1	2
407	выйти из	1	2
408	не менее	3	2
409	соединяется с	1	2
410	только для	2	2
411	есть то	1	2
412	если в	3	2
413	русской жизни	4	2
414	не могли	1	2
415	в глаза	1	2
416	и другой	2	2
417	из себя	2	2
418	когда она	1	2
419	но они	1	2
420	за собой	3	2
421	привела к	1	2
422	народ но	1	2
423	всего что	1	2
424	учению о	1	2
425	с другой	8	2
426	быть в	1	2
427	во всей	1	2
428	от них	2	2
429	оказывается что	3	2
430	а мы	1	2
431	нет никаких	1	2
432	того же	6	2
433	человек сам	1	2
434	то в	1	2
435	и весь	1	2
436	есть ли	1	2
437	было лишь	1	2
438	этот мир	1	2
439	что такое	1	2
440	в старом	1	2
441	этими двумя	2	2
442	через всю	1	2
443	связи с	9	2
444	пути и	1	2
445	за друга	3	2
446	в смысле	4	2
447	жизни то	1	2
448	всех народов	1	2
449	богу и	2	2
450	могли бы	1	2
451	весь мир	1	2
452	не означает	1	2
453	исторического христианства	1	2
454	народной души	1	2
455	в народ	1	2
456	должен прийти	1	2
457	не были	1	2
458	когда мы	1	2
459	она была	1	2
460	бы быть	1	2
461	человека когда	1	2
462	его к	1	2
463	а как	1	2
464	во время	4	2
465	и ее	1	2
466	мире как	1	2
467	нее не	2	2
468	лишь по	1	2
469	культура есть	1	2
470	а потому	1	2
471	во втором	1	2
472	народа в	1	2
473	на западе	3	2
474	которой не	1	2
475	большей силой	1	2
476	и менее	1	2
477	с внутренней	1	2
478	в сущности	1	2
479	от этой	1	2
480	же что	1	2
481	если не	2	2
482	самом деле	1	2
483	от своего	1	2
484	их в	1	2
485	ему в	2	2
486	и действительно	2	2
487	к нам	1	2
488	есть единственное	1	2
489	религиозные мыслители	1	2
490	с востока	1	2
491	в каком	1	2
492	к радости	1	2
493	что мы	2	2
494	ни у	2	2
495	бога то	1	2
496	относится к	2	2
497	и любовь	1	2
498	и об	1	2
499	не потому	2	2
500	целый ряд	4	2
501	духом и	1	2
502	в сфере	1	2
503	неизбежно должен	1	2
504	под знаком	1	2
505	культурных ценностей	4	2
506	этого слова	1	2
507	имя этого	1	2
508	с того	2	2
509	для россии	1	2
510	и свободное	1	2
511	которым он	1	2
512	у народов	1	2
513	различие между	1	2
514	богом и	2	2
515	чем все	2	2
516	всякий человек	1	2
517	ни к	1	2
518	этом отношении	2	2
519	к религии	2	2
520	с богом	1	2
521	своей природы	1	2
522	есть последствие	1	2
523	смысле этого	1	2
524	с их	1	2
525	основана на	1	2
526	но эта	1	2
527	он один	2	2
528	европейской цивилизации	1	2
529	к жизни	5	2
530	в уме	1	2
531	перед собой	1	2
532	это было	1	2
533	идет к	1	2
534	к одному	1	2
535	ко всему	2	2
536	друг за	3	2
537	и других	1	2
538	это совершенно	1	2
539	с новыми	1	2
540	ни один	2	2
541	не по	1	2
542	к тем	1	2
543	нужно было	1	2
544	народной стихии	6	2
545	прежде чем	1	2
546	человеку если	1	2
547	и о	3	2
548	не иметь	1	2
549	которые в	2	2
550	или иной	2	2
551	происходит в	1	2
552	все более	1	2
553	для человеческой	1	2
554	не надо	1	2
555	мира в	1	2
556	мира с	1	2
557	с культурой	1	1
558	культуры который	1	1
559	люди которые	1	1
560	самостоятельного значения	1	1
561	не они	1	1
562	новое и	1	1
563	для всех	2	1
564	со всем	1	1
565	только что	2	1
566	над русской	1	1
567	творчества в	1	1
568	и взаимодействие	1	1
569	даже в	1	1
570	эта новая	1	1
571	есть соединение	1	1
572	она уже	1	1
573	образ с	1	1
574	требует от	2	1
575	от этих	1	1
576	другой стороны	1	1
577	связь с	2	1
578	но все	7	1
579	что спасение	1	1
580	имеет для	1	1
581	творения святых	1	1
582	людей а	1	1
583	в духовном	1	1
584	еще недостаточно	1	1
585	народа это	1	1
586	и другим	1	1
587	похож на	2	1
588	начинается с	1	1
589	и вокруг	1	1
590	всегда в	1	1
591	а именно	1	1
592	выход из	2	1
593	на эту	1	1
594	нашей национальной	1	1
595	в тело	2	1
596	является для	1	1
597	по своим	2	1
598	душа есть	1	1
599	речь идет	1	1
600	разные стороны	1	1
601	казалось бы	1	1
602	перестает быть	2	1
603	и того	1	1
604	все и	1	1
605	от тех	1	1
606	бытие но	1	1
607	существование и	1	1
608	в преисподнюю	1	1
609	так для	1	1
610	трудно было	1	1
611	это нам	1	1
612	мир его	1	1
613	но даже	1	1
614	одной стороны	7	1
615	ничто не	1	1
616	сила и	1	1
617	а после	3	1
618	имеет самостоятельного	1	1
619	к своей	1	1
620	и будущее	1	1
621	с эпохи	1	1
622	и при	3	1
623	в строгом	1	1
624	а между	1	1
625	уже как	1	1
626	уже почти	1	1
627	в традиционном	1	1
628	есть гимн	1	1
629	природы но	1	1
630	как существо	1	1
631	всего этого	1	1
632	всегда и	3	1
633	друг на	2	1
634	художественном творчестве	1	1
635	получает новое	1	1
636	к ним	3	1
637	как на	8	1
638	душа человека	3	1
639	имя его	2	1
640	с именем	2	1
641	когда тот	1	1
642	не сознает	1	1
643	же она	1	1
644	запада более	1	1
645	как от	2	1
646	природы не	1	1
647	связи со	1	1
648	выхода из	2	1
649	и душа	1	1
650	и стать	1	1
651	к ее	1	1
652	для одной	1	1
653	не представляется	1	1
654	и иной	2	1
655	духе и	1	1
656	всякий кто	1	1
657	по ступеням	1	1
658	жизни с	1	1
659	востока и	2	1
660	морали в	1	1
661	в религиозном	7	1
662	над миром	1	1
663	этой задачи	2	1
664	культурные ценности	2	1
665	она и	1	1
666	жить в	1	1
667	над проблемой	1	1
668	богу но	1	1
669	с одной	7	1
670	притом не	1	1
671	мы читаем	1	1
672	а тот	1	1
673	в творениях	1	1
674	ли быть	1	1
675	с точки	6	1
676	что мир	1	1
677	мыслей он	1	1
678	то для	1	1
679	религиозного сознания	6	1
680	мира то	1	1
681	а ведь	1	1
682	и запада	1	1
683	путь есть	1	1
684	на поверхность	1	1
685	культуры на	2	1
686	русскую почву	1	1
687	которое у	1	1
688	они в	2	1
689	запада и	1	1
690	духовной культуры	3	1
691	отцов и	1	1
692	в будущем	1	1
693	культуру и	1	1
694	хуже всего	1	1
695	не считали	1	1
696	всех его	1	1
697	в таком	3	1
698	между этими	2	1
699	с одним	2	1
700	личности с	1	1
701	отличие от	1	1
702	лишь на	1	1
703	эта самая	1	1
704	земного шара	1	1
705	себя как	1	1
706	одном из	1	1
707	особенно сильно	1	1
708	во главе	1	1
709	следовательно и	1	1
710	уже давно	2	1
711	должно было	2	1
712	человека является	1	1
713	в себя	1	1
714	в сторону	1	1
715	смешивается с	1	1
716	из одного	1	1
717	на себе	1	1
718	в других	3	1
719	и отдельные	1	1
720	и религиозной	1	1
721	и дал	1	1
722	и своей	1	1
723	уже ни	1	1
724	той или	2	1
725	формы в	1	1
726	между народом	1	1
727	только от	1	1
728	не встречает	1	1
729	с образом	1	1
730	не имея	1	1
731	материалом для	1	1
732	к лицу	1	1
733	находит свое	1	1
734	не прошли	1	1
735	религиозном сознании	9	1
736	с народной	1	1
737	под этой	1	1
738	а следовательно	1	1
739	чтобы в	1	1
740	друг с	5	1
741	ли это	2	1
742	психологической точки	1	1
743	с русскими	1	1
744	вся история	1	1
745	мы уже	1	1
746	богов а	1	1
747	только душа	1	1
748	состояния и	1	1
749	за преступления	1	1
750	но душа	1	1
751	характерны для	1	1
752	душой в	1	1
753	недоступной для	1	1
754	и христианство	1	1
755	отличается не	1	1
756	чем когда	1	1
757	все те	1	1
758	не могла	2	1
759	подобного нет	1	1
760	в учении	1	1
761	его жизнь	1	1
762	из нас	1	1
763	этот вопрос	1	1
764	не совпадает	1	1
765	этот период	2	1
766	само понятие	1	1
767	уклон в	1	1
768	россии а	1	1
769	являются все	1	1
770	с личным	1	1
771	и глубоко	1	1
772	с людьми	1	1
773	возможно что	1	1
774	на востоке	2	1
775	природы и	1	1
776	главным образом	8	1
777	оно имеет	1	1
778	или о	1	1
779	перед которой	2	1
780	о его	1	1
781	них не	2	1
782	европы у	1	1
783	в космосе	1	1
784	нам все	1	1
785	в силу	5	1
786	соединялась с	1	1
787	в другое	2	1
788	для людей	1	1
789	место чем	1	1
790	из этого	2	1
791	время он	2	1
792	соприкасался с	1	1
793	с ее	1	1
794	всех этих	1	1
795	с идеей	2	1
796	мира его	2	1
797	миропорядок в	1	1
798	материальной и	1	1
799	православием а	1	1
800	только те	1	1
801	как с	1	1
802	его уже	1	1
803	этого периода	2	1
804	есть образ	1	1
805	к одной	2	1
806	одного или	1	1
807	чтобы стать	1	1
808	и из	2	1
809	убийство человека	1	1
810	знает и	1	1
811	невозможно и	1	1
812	когда его	1	1
813	и делает	1	1
814	борьбы с	1	1
815	религиозная мысль	5	1
816	же были	1	1
817	для творчества	1	1
818	за это	1	1
819	эта стихия	1	1
820	есть проблема	1	1
821	между добрым	1	1
822	не более	1	1
823	всегда легко	1	1
824	виде он	1	1
825	в ад	1	1
826	заключается в	1	1
827	с целью	2	1
828	от бога	2	1
829	сознании в	1	1
830	и чувств	1	1
831	особенно к	2	1
832	можно назвать	2	1
833	есть что	1	1
834	к которым	2	1
835	существует и	1	1
836	с ними	1	1
837	многих других	1	1
838	остается не	1	1
839	бытие есть	2	1
840	для каждого	2	1
841	а образ	1	1
842	в слове	1	1
843	за границу	1	1
844	своего отца	1	1
845	всей своей	1	1
846	ничего общего	2	1
847	свое завершение	1	1
848	таких слов	1	1
849	все они	1	1
850	жизни вместе	1	1
851	ни на	1	1
852	свою волю	1	1
853	признать что	2	1
854	и ясно	1	1
855	не является	1	1
856	страдание и	1	1
857	опять по	1	1
858	и состоит	1	1
859	замечательно что	1	1
860	вернемся к	1	1
861	смерти и	1	1
862	с психологической	1	1
863	наконец в	2	1
864	этой борьбы	1	1
865	не должно	1	1
866	народ с	1	1
867	жизни из	1	1
868	вниз в	1	1
869	явления и	1	1
870	тех пор	2	1
871	сознании и	2	1
872	с христианской	1	1
873	только тогда	1	1
874	не могло	2	1
875	в которую	1	1
876	бунта против	1	1
877	человека душа	1	1
878	нет никакой	1	1
879	вслед за	2	1
880	чести и	1	1
881	друга и	1	1
882	же время	2	1
883	тогда как	1	1
884	уже был	1	1
885	самый чистый	1	1
886	несмотря на	6	1
887	ибо он	1	1
888	имеем в	1	1
889	экстаз у	1	1
890	без участия	1	1
891	в отличие	1	1
892	впервые в	1	1
893	тем же	1	1
894	был всегда	2	1
895	религиозной мысли	3	1
896	одной из	5	1
897	и злым	1	1
898	из первых	1	1
899	в глазах	2	1
900	преступления он	1	1
901	друга а	1	1
902	и религиозная	1	1
903	культура не	1	1
904	в сознании	1	1
905	слиянием с	1	1
906	имеет больше	1	1
907	русской стихии	5	1
908	соединения двух	1	1
909	до известной	1	1
910	к новой	1	1
911	для достижения	1	1
912	видел в	1	1
913	на этих	1	1
914	непременно к	1	1
915	есть тот	1	1
916	ко многим	1	1
917	подойти к	3	1
918	и смерти	1	1
919	перед людьми	1	1
920	могли быть	1	1
921	он дошел	1	1
922	уже с	3	1
923	связан с	2	1
924	в свое	1	1
925	не указывает	1	1
926	смерть и	1	1
927	то они	1	1
928	видел не	1	1
929	потом с	1	1
930	значение в	1	1
931	жизнь это	1	1
932	простой народ	1	1
933	сам себя	1	1
934	он выступает	1	1
935	востока в	2	1
936	не нужен	1	1
937	жить по	1	1
938	новой жизни	1	1
939	эпоху когда	2	1
940	своей основной	1	1
941	с православием	1	1
942	же пути	1	1
943	он становится	1	1
944	между богом	2	1
945	мы имеем	2	1
946	дошел до	1	1
947	своеобразные черты	1	1
948	веке когда	1	1
949	такое же	1	1
950	великих богов	3	1
951	на которой	1	1
952	лицом к	1	1
953	в первую	1	1
954	существенно отличается	1	1
955	этим именем	1	1
956	у многих	1	1
957	сама жизнь	1	1
958	но одно	1	1
959	и западных	1	1
960	повороте к	1	1
961	отношение которое	1	1
962	участие в	1	1
963	в виде	4	1
964	как этот	1	1
965	к окончательному	1	1
966	а также	2	1
967	страданием и	1	1
968	возврат к	1	1
969	на нее	3	1
970	всем существом	1	1
971	по существу	2	1
972	в ту	1	1
973	за тем	1	1
974	с культом	1	1
975	указывает на	1	1
976	в сферу	1	1
977	в познании	1	1
978	которая стоит	1	1
979	один может	1	1
980	помнить что	1	1
981	но по	3	1
982	волю к	2	1
983	иной раз	2	1
984	стремление к	1	1
985	культурных традиций	1	1
986	является лишь	1	1
987	эту веру	1	1
988	силу этого	1	1
989	а иногда	1	1
990	на одном	1	1
991	и могут	1	1
992	в новом	2	1
993	в русских	2	1
994	с другом	5	1
995	но русская	1	1
996	человеком и	1	1
997	в одной	1	1
998	эта религия	1	1
999	тем более	1	1
1000	мере в	1	1
1001	только он	1	1
1002	с первого	1	1
1003	стоит и	1	1
1004	но этим	1	1
1005	для нравственной	1	1
1006	на них	1	1
1007	любовь ко	1	1
1008	которые могли	1	1
1009	же от	1	1
1010	а остальные	1	1
1011	это связано	1	1
1012	чистом виде	1	1
1013	эти ценности	1	1
1014	человека все	1	1
1015	русской культуры	15	1
1016	в течение	4	1
1017	человек всегда	1	1
1018	народом и	1	1
1019	но надо	1	1
1020	она оказалась	1	1
1021	пор не	1	1
1022	и национальное	1	1
1023	к области	1	1
1024	в нашей	1	1
1025	факт что	1	1
1026	учения о	1	1
1027	на друга	2	1
1028	с небывалым	1	1
1029	человека перед	1	1
1030	без остатка	2	1
1031	и всякая	1	1
1032	сознает свое	1	1
1033	как совершенно	1	1
1034	идет о	1	1
1035	на это	1	1
1036	одного из	1	1
1037	не осталось	1	1
1038	пути к	2	1
1039	народом в	1	1
1040	и всякую	1	1
1041	может показаться	1	1
1042	же в	1	1
1043	и прежде	1	1
1044	бога чтобы	1	1
1045	в области	9	1
1046	существом своим	1	1
1047	образ его	1	1
1048	бытия в	1	1
1049	которой нет	1	1
1050	элементарной и	1	1
1051	становится в	1	1
1052	религиозное сознание	2	1
1053	и наконец	2	1
1054	вплоть до	2	1
1055	совершается в	1	1
1056	можно только	2	1
1057	он существует	1	1
