N	2gram	Potebnia_M	FransuaR
332	отношения к	2	9
333	но как	4	9
334	мы можем	10	9
335	это была	1	9
336	но дело	2	9
337	не имеет	9	9
338	и были	1	9
339	относится к	5	9
340	известной степени	1	9
341	между людьми	2	9
342	их с	1	9
343	том же	3	9
344	и то	4	9
345	в формах	3	9
346	для нас	29	9
347	эти формы	2	9
348	отношению к	13	9
349	что не	15	9
350	с этой	3	8
351	более или	6	8
352	не менее	10	8
353	следовательно и	2	8
354	понятно что	1	8
355	но эти	4	8
356	в этот	1	8
357	или менее	6	8
358	переходим к	2	8
359	одном из	3	8
360	от этого	2	8
361	под влиянием	10	8
362	речи и	11	8
363	и при	6	8
364	с тем	9	8
365	то время	3	8
366	его связь	1	8
367	языка и	20	8
368	сам он	1	8
369	но эта	1	8
370	движение в	1	8
371	на одном	1	8
372	для этого	2	8
373	от него	8	8
374	как они	1	8
375	всякого рода	1	8
376	перестает быть	3	8
377	мы увидим	3	8
378	всего этого	1	8
379	по поводу	7	8
380	видели что	2	8
381	после того	3	8
382	ко всему	1	8
383	мертвых душ	5	8
384	тому же	1	8
385	так что	23	8
386	и ни	1	8
387	превращаются в	1	8
388	если бы	23	8
389	народа и	2	8
390	но с	3	8
391	и без	4	8
392	самой жизни	1	8
393	этой системы	1	8
394	с самого	5	8
395	были и	2	8
396	того времени	2	8
397	нуждается в	2	8
398	же и	1	7
399	не как	4	7
400	во всяком	9	7
401	себе и	2	7
402	к ним	3	7
403	и там	1	7
404	на него	6	7
405	от них	2	7
406	к этим	2	7
407	народного творчества	1	7
408	что у	2	7
409	на том	2	7
410	есть здесь	1	7
411	в развитии	2	7
412	и та	1	7
413	мы будем	3	7
414	связи и	1	7
415	подобно тому	7	7
416	нет ничего	2	7
417	только с	1	7
418	мир в	1	7
419	нас не	1	7
420	где он	2	7
421	в виде	1	7
422	но она	3	7
423	в некоторых	4	7
424	жить и	1	7
425	в различных	1	7
426	что по	3	7
427	притом в	1	7
428	только во	1	7
429	себя в	1	7
430	своего развития	1	7
431	несколько слов	1	7
432	но его	1	7
433	в состоянии	5	7
434	как его	1	7
435	в таком	7	7
436	которые были	1	7
437	а как	3	7
438	и за	1	7
439	был бы	1	7
440	связанное с	3	7
441	никак не	3	7
442	связанная с	1	7
443	том как	6	7
444	и если	6	7
445	к себе	1	7
446	как нечто	1	7
447	а на	2	7
448	не будем	1	7
449	есть только	16	7
450	первой части	1	7
451	должен быть	2	7
452	и тела	1	7
453	его не	3	7
454	тому как	8	7
455	в свою	8	7
456	думать что	6	7
457	одного из	3	7
458	по этому	2	7
459	не столько	3	6
460	в один	2	6
461	было в	1	6
462	не могли	2	6
463	хотя бы	4	6
464	не простое	1	6
465	в противоположность	2	6
466	имеем в	1	6
467	уже и	2	6
468	себе в	2	6
469	свою очередь	8	6
470	видно что	2	6
471	находится в	2	6
472	что она	3	6
473	и телесной	1	6
474	для своего	1	6
475	судить о	3	6
476	они как	1	6
477	и следовательно	4	6
478	и тот	1	6
479	на небе	1	6
480	для них	2	6
481	языков и	1	6
482	эти явления	3	6
483	в нее	4	6
484	на их	2	6
485	его и	1	6
486	то он	2	6
487	на что	3	6
488	тем же	4	6
489	этот последний	1	6
490	для всего	1	6
491	вовсе нет	1	6
492	за этим	1	6
493	или даже	3	6
494	чем мы	1	6
495	при виде	3	6
496	людей в	1	6
497	и эти	1	6
498	которые в	1	6
499	как будто	2	6
500	исторического развития	1	6
501	и которые	3	6
502	его на	3	6
503	а именно	1	6
504	и слово	2	6
505	и такие	1	6
506	самого начала	5	6
507	до того	2	6
508	жизни как	1	6
509	те места	1	6
510	как я	1	6
511	такого рода	1	6
512	не была	2	6
513	между прочим	5	6
514	лица и	2	6
515	ни для	2	6
516	мысль и	1	6
517	не дает	2	6
518	в тоне	1	6
519	с таким	3	6
520	могут быть	17	6
521	переходит в	2	6
522	в языке	36	6
523	вряд ли	2	6
524	совершенно не	1	6
525	язык и	6	6
526	тех же	1	6
527	мы знаем	2	6
528	времени с	1	6
529	что здесь	1	6
530	он может	2	6
531	всех тех	1	6
532	этого слова	5	6
533	друг друга	6	6
534	дает нам	2	6
535	принадлежит к	1	6
536	остановимся на	3	6
537	ее в	1	6
538	как она	3	6
539	видит в	2	6
540	входит в	1	6
541	от того	9	6
542	свое значение	1	6
543	со своими	1	6
544	таким же	3	6
545	в лице	1	6
546	в применении	3	5
547	друг в	1	5
548	к самому	1	5
549	сливается с	1	5
550	для выражения	1	5
551	применении к	3	5
552	раз и	1	5
553	и могли	1	5
554	все в	2	5
555	быть только	7	5
556	в теле	2	5
557	проявляется в	2	5
558	с другими	3	5
559	чем в	2	5
560	а за	1	5
561	дано в	1	5
562	необходимости и	2	5
563	на волю	1	5
564	в ряду	6	5
565	они еще	1	5
566	из одного	3	5
567	из него	3	5
568	не могла	2	5
569	одного и	6	5
570	и самое	3	5
571	тогда когда	15	5
572	и дает	1	5
573	в другой	4	5
574	было связано	1	5
575	значения и	1	5
576	бы не	11	5
577	сравнению с	1	5
578	по сравнению	1	5
579	из его	1	5
580	каждый из	1	5
581	как например	4	5
582	что слово	5	5
583	но мы	3	5
584	значение имеет	1	5
585	литературного языка	1	5
586	не во	3	5
587	мы имеем	1	5
588	к первой	2	5
589	и всегда	3	5
590	слово в	2	5
591	стремление к	3	5
592	тем более	2	5
593	в г	2	5
594	есть не	7	5
595	тем самым	6	5
596	и самого	2	5
597	на то	5	5
598	которой мы	3	5
599	на эти	1	5
600	что дело	2	5
601	ко всем	4	5
602	в первом	5	5
603	по их	1	5
604	но самое	1	5
605	в собственном	4	5
606	имеет в	1	5
607	но даже	2	5
608	во многих	5	5
609	но уже	2	5
610	говорит что	1	5
611	не вполне	1	5
612	сила и	1	5
613	с этими	1	5
614	а следовательно	1	5
615	то в	6	5
616	и весь	3	5
617	на язык	7	5
618	первом случае	1	5
619	должно быть	9	5
620	в произведении	1	5
621	притом не	5	5
622	в человеке	14	5
623	ни было	4	5
624	латинский язык	1	5
625	этот мир	2	5
626	с представлением	1	5
627	между этими	2	5
628	же как	1	5
629	вообще в	1	5
630	совсем не	1	5
631	всех других	1	5
632	но только	2	5
633	форм в	1	5
634	независимо от	15	5
635	во втором	6	5
636	и этот	1	5
637	должна быть	4	5
638	мы в	2	5
639	от их	4	5
640	времени не	1	5
641	они связаны	1	5
642	в слове	21	5
643	своей жизни	1	5
644	себя и	3	5
645	если мы	5	5
646	с нею	6	5
647	такие которые	2	5
648	всяком случае	7	5
649	в друга	1	5
650	проникает в	1	5
651	ему в	1	5
652	ничем не	2	5
653	многие из	1	5
654	видеть в	3	5
655	по словам	1	5
656	должен был	1	5
657	словом и	2	5
658	что мы	11	5
659	нисколько не	2	5
660	по его	7	5
661	человека в	3	5
662	когда он	1	5
663	в человеческом	3	5
664	в трех	1	5
665	стороны и	3	5
666	только то	3	5
667	слова в	7	5
668	язык в	8	5
669	и только	6	5
670	не к	1	5
671	таковы например	1	4
672	до него	1	4
673	он считает	1	4
674	его от	2	4
675	этого образа	1	4
676	к этой	3	4
677	в действительности	6	4
678	как средства	1	4
679	характер они	1	4
680	и той	4	4
681	одной и	4	4
682	втором случае	1	4
683	продолжает жить	1	4
684	с такою	2	4
685	которого они	1	4
686	ее как	1	4
687	что даже	2	4
688	о его	2	4
689	время и	2	4
690	где начинается	1	4
691	внимание на	3	4
692	есть с	1	4
693	природу и	2	4
694	ее от	1	4
695	не нуждается	2	4
696	но для	1	4
697	о которых	5	4
698	в каждом	6	4
699	что во	4	4
700	одно и	1	4
701	этот вопрос	2	4
702	над ним	1	4
703	обратимся к	1	4
704	них не	3	4
705	что только	1	4
706	бы ни	8	4
707	отверстия в	1	4
708	чтобы не	3	4
709	если в	3	4
710	также что	2	4
711	мы чувствуем	3	4
712	и народной	1	4
713	речи как	1	4
714	оно не	4	4
715	то на	4	4
716	их и	2	4
717	есть нечто	7	4
718	влияния на	1	4
719	в словах	6	4
720	это самое	2	4
721	он мог	1	4
722	человеческого рода	1	4
723	знаем что	1	4
724	не совсем	3	4
725	языка но	3	4
726	только его	1	4
727	но если	4	4
728	не видит	1	4
729	он должен	2	4
730	которым он	1	4
731	ее на	1	4
732	оно и	4	4
733	этого нельзя	1	4
734	один и	1	4
735	возвращается к	1	4
736	каждый раз	5	4
737	при всем	1	4
738	к ней	3	4
739	совершенно иначе	1	4
740	переходят друг	1	4
741	животных и	2	4
742	мы и	1	4
743	роль и	1	4
744	рассказ о	1	4
745	не так	6	4
746	дело с	2	4
747	их было	1	4
748	что человек	6	4
749	непосредственным источником	1	4
750	нами в	2	4
751	по себе	24	4
752	на такой	2	4
753	и связанные	1	4
754	принадлежат к	1	4
755	стороны в	1	4
756	всегда в	1	4
757	выйти из	2	4
758	когда в	3	4
759	что этот	1	4
760	чувствует себя	1	4
761	которых мы	3	4
762	связь между	2	4
763	в следующий	1	4
764	самом начале	1	4
765	этих последних	5	4
766	приближаются к	2	4
767	к языку	6	4
768	только не	2	4
769	и заставляет	1	4
770	говорит он	4	4
771	и притом	6	4
772	что за	3	4
773	есть именно	1	4
774	его жизни	1	4
775	представляется нам	4	4
776	нужно еще	1	4
777	людьми и	2	4
778	в смысле	4	4
779	же образ	1	4
780	о происхождении	8	4
781	находит свое	1	4
782	или же	7	4
783	и тем	5	4
784	кажется что	1	4
785	на нем	1	4
786	если же	5	4
787	времен и	2	4
788	не по	4	4
789	друг другу	4	4
790	заключается в	3	4
791	имеет дело	2	4
792	на рубеже	1	4
793	собственном смысле	2	4
794	можно видеть	1	4
795	не исчерпывается	2	4
796	о которой	2	4
797	утверждает что	3	4
798	и вполне	2	4
799	и человека	1	4
800	состоит из	1	4
801	нельзя сказать	2	4
802	в известном	2	4
803	мира поэтому	1	4
804	из тех	1	4
805	ни на	1	4
806	не должно	2	4
807	явления и	1	4
808	что уже	1	4
809	не могло	3	4
810	значение для	1	4
811	делает его	1	4
812	без всякого	1	4
813	заметить что	7	4
814	эти последние	3	4
815	ее не	1	4
816	что я	2	4
817	где нет	1	4
818	но их	1	4
819	и всем	1	4
820	такое же	3	4
821	из своих	2	4
822	на которой	1	4
823	же не	2	4
824	и слова	2	4
825	как ее	1	4
826	для которого	1	4
827	единство и	1	4
828	между явлениями	2	4
829	что эти	1	4
830	этих слов	1	4
831	что касается	2	4
832	говоря о	3	4
833	истории но	1	4
834	что из	2	4
835	на это	2	4
836	тела с	1	4
837	к новому	2	4
838	явлениями и	1	4
839	в чисто	1	4
840	с которой	1	3
841	развития и	3	3
842	языке и	2	3
843	как отдельные	2	3
844	он видит	2	3
845	какой бы	1	3
846	и получает	1	3
847	из ее	1	3
848	переходит к	1	3
849	это определение	2	3
850	в речи	1	3
851	и другим	1	3
852	похож на	1	3
853	но когда	1	3
854	по своим	1	3
855	он есть	3	3
856	я вижу	1	3
857	себе все	1	3
858	это его	1	3
859	не всегда	2	3
860	этой речи	1	3
861	чтобы показать	2	3
862	на ней	4	3
863	всего человечества	1	3
864	в прошлом	1	3
865	и формы	1	3
866	ключ к	2	3
867	сущности и	1	3
868	что именно	2	3
869	тем как	3	3
870	бы то	2	3
871	даже по	1	3
872	все стороны	1	3
873	и мы	1	3
874	которого он	1	3
875	после этого	2	3
876	это слово	1	3
877	в следующем	1	3
878	есть еще	1	3
879	же значение	1	3
880	остается в	1	3
881	будто бы	1	3
882	тому что	4	3
883	в устах	1	3
884	время как	2	3
885	и произведения	1	3
886	не есть	13	3
887	и частей	1	3
888	был не	1	3
889	на другом	2	3
890	эти слова	1	3
891	не будет	2	3
892	проникнуть в	1	3
893	и другая	2	3
894	должны были	2	3
895	другая сторона	1	3
896	могла бы	5	3
897	истории и	1	3
898	равно как	1	3
899	природы и	1	3
900	но есть	1	3
901	вовлекает в	1	3
902	и сами	3	3
903	в последнем	2	3
904	его из	1	3
905	которые он	1	3
906	сложное и	1	3
907	я еще	1	3
908	имеет место	4	3
909	для нашего	1	3
910	от своего	2	3
911	был связан	1	3
912	и хотя	1	3
913	явлений и	3	3
914	приводит к	1	3
915	вперед и	1	3
916	вследствие этого	1	3
917	в каком	7	3
918	занимает в	1	3
919	и об	1	3
920	органы и	2	3
921	в мир	1	3
922	вопрос об	3	3
923	таким путем	4	3
924	к первому	3	3
925	на две	2	3
926	примеров можно	1	3
927	которым мы	1	3
928	имеет и	1	3
929	не из	3	3
930	знать что	2	3
931	то ни	3	3
932	есть такой	1	3
933	этот и	1	3
934	из основных	2	3
935	что с	3	3
936	смысле этого	3	3
937	когда же	2	3
938	знания и	1	3
939	как именно	3	3
940	тогда еще	1	3
941	для других	2	3
942	на нее	2	3
943	этих условиях	1	3
944	вероятно не	1	3
945	в каждой	1	3
946	нас даже	1	3
947	этих двух	1	3
948	к одному	3	3
949	и народа	5	3
950	в народе	2	3
951	она не	3	3
952	но при	3	3
953	и может	5	3
954	и всякая	1	3
955	а скорее	2	3
956	человек не	2	3
957	сознания в	2	3
958	что один	1	3
959	становится возможным	1	3
960	которые не	5	3
961	ровно ничего	1	3
962	время его	1	3
963	касается до	3	3
964	сходство между	2	3
965	иначе чем	2	3
966	из нее	2	3
967	начинается с	1	3
968	в одно	5	3
969	не что	2	3
970	др и	1	3
971	слов об	1	3
972	то его	1	3
973	не существует	2	3
974	то это	8	3
975	он находит	1	3
976	все свои	1	3
977	между двумя	1	3
978	между отдельными	1	3
979	нем есть	2	3
980	особенно для	1	3
981	духа и	8	3
982	не имел	2	3
983	быть в	1	3
984	и совершается	1	3
985	именно эти	1	3
986	все признаки	2	3
987	что иное	2	3
988	которое он	2	3
989	к человеку	1	3
990	к природе	1	3
991	но еще	1	3
992	свободы и	3	3
993	в полной	1	3
994	не о	1	3
995	образа как	1	3
996	что его	2	3
997	и того	6	3
998	человек в	1	3
999	всем своем	1	3
1000	он вовсе	1	3
1001	уже давно	1	3
1002	должно было	1	3
1003	именно с	1	3
1004	времени а	1	3
1005	в живой	2	3
1006	разных местах	1	3
1007	на другой	2	3
1008	явления в	2	3
1009	этом смысле	4	3
1010	и веселый	1	3
1011	и языки	1	3
1012	и языка	4	3
1013	жажды и	1	3
1014	а потому	14	3
1015	за ним	2	3
1016	царства природы	1	3
1017	по форме	2	3
1018	известно что	3	3
1019	к одной	3	3
1020	есть для	2	3
1021	от этой	1	3
1022	из того	3	3
1023	чувство неудовольствия	1	3
1024	и практики	2	3
1025	место и	1	3
1026	радости и	1	3
1027	с xiii	1	3
1028	мы говорим	3	3
1029	к их	2	3
1030	живых существ	2	3
1031	относятся к	2	3
1032	может стать	3	3
1033	со стороны	11	3
1034	друг от	3	3
1035	всей своей	1	3
1036	которая не	1	3
1037	как выражение	1	3
1038	и тогда	2	3
1039	его нельзя	1	3
1040	что многие	2	3
1041	смысл в	1	3
1042	не потому	2	3
1043	ее с	2	3
1044	женщины в	1	3
1045	не знаем	2	3
1046	всякий раз	1	3
1047	как во	2	3
1048	всего к	1	3
1049	в свой	1	3
1050	дает в	1	3
1051	стороны он	1	3
1052	пить и	2	3
1053	жизни но	2	3
1054	не для	2	3
1055	что каждый	1	3
1056	от друга	3	3
1057	для нее	4	3
1058	оживает в	1	3
1059	слова но	4	3
1060	никому не	1	3
1061	указывает на	2	3
1062	значение которое	1	3
1063	этой цели	3	3
1064	и понимания	10	3
1065	все слова	2	3
1066	человеком и	4	3
1067	существует только	2	3
1068	друг за	1	3
1069	которую мы	1	3
1070	сказали что	1	3
1071	не находит	2	3
1072	даже при	3	3
1073	движения в	3	3
1074	признать что	1	3
1075	и крик	1	3
1076	по всей	2	3
1077	для обозначения	2	3
1078	на других	1	3
1079	бы он	1	3
1080	выражения в	1	3
1081	которое в	1	3
1082	они стали	1	3
1083	и необходимо	1	3
1084	все более	3	3
1085	и совершенно	2	3
1086	иное как	2	3
1087	и уже	6	3
1088	с которыми	3	2
1089	характера как	1	2
1090	этому в	1	2
1091	к другу	1	2
1092	народов в	1	2
1093	находясь в	1	2
1094	нем в	1	2
1095	без исключения	1	2
1096	отношениях к	1	2
1097	формы в	1	2
1098	может так	1	2
1099	только за	1	2
1100	и такое	2	2
1101	и самые	1	2
1102	чтобы в	1	2
1103	нет никакой	1	2
1104	о необходимости	1	2
1105	этих представлений	1	2
1106	на свою	1	2
1107	органов в	1	2
1108	и двумя	1	2
1109	свои слова	1	2
1110	они ни	2	2
1111	в природе	11	2
1112	в язык	1	2
1113	не имели	1	2
1114	где оно	2	2
1115	в жизнь	1	2
1116	восприятия и	3	2
1117	и стремления	4	2
1118	и свобода	1	2
1119	все к	1	2
1120	языка в	6	2
1121	этого последнего	2	2
1122	только как	5	2
1123	с какою	3	2
1124	и должна	1	2
1125	из себя	6	2
1126	ибо он	1	2
1127	слова при	1	2
1128	всего можно	1	2
1129	из одной	1	2
1130	образом что	2	2
1131	от своей	1	2
1132	за другом	1	2
1133	некоторое время	1	2
1134	страдания и	1	2
1135	переход от	2	2
1136	образом как	1	2
1137	практики и	1	2
1138	чего он	1	2
1139	теории и	2	2
1140	можем сказать	1	2
1141	человека а	1	2
1142	и всякого	1	2
1143	историю и	1	2
1144	и богатство	1	2
1145	весь характер	1	2
1146	языка к	2	2
1147	на вопрос	3	2
1148	глядя на	1	2
1149	или наоборот	1	2
1150	о влиянии	1	2
1151	мышления и	1	2
1152	его самого	2	2
1153	потому не	1	2
1154	самостоятельное существование	1	2
1155	что при	6	2
1156	бы что	2	2
1157	близки к	2	2
1158	в народных	1	2
1159	ни от	1	2
1160	которые так	1	2
1161	есть например	1	2
1162	из приведенных	1	2
1163	с двумя	1	2
1164	и говорит	1	2
1165	сходство с	2	2
1166	оно совершается	1	2
1167	без него	2	2
1168	тона и	1	2
1169	между человеком	3	2
1170	по времени	5	2
1171	человеке и	2	2
1172	вся природа	2	2
1173	в сторону	1	2
1174	сказать несколько	1	2
1175	полагает что	3	2
1176	с формами	1	2
1177	человек как	1	2
1178	это вполне	1	2
1179	если оно	1	2
1180	случаев в	1	2
1181	говорит если	1	2
1182	одним словом	5	2
1183	неотделимые от	1	2
1184	должны быть	11	2
1185	тела есть	1	2
1186	чем больше	1	2
1187	время когда	2	2
1188	для жизни	1	2
1189	к каждому	1	2
1190	оно имеет	2	2
1191	что есть	3	2
1192	законов и	1	2
1193	для изображения	1	2
1194	близкий к	1	2
1195	мы встретим	1	2
1196	имеет существенное	1	2
1197	оно может	2	2
1198	отрешиться от	1	2
1199	и чем	1	2
1200	в определенные	1	2
1201	нам кажется	2	2
1202	понятия и	3	2
1203	в построении	1	2
1204	для самого	5	2
1205	к сожалению	1	2
1206	каждому из	4	2
1207	вопросы о	1	2
1208	друг к	1	2
1209	смотреть на	1	2
1210	в вопросах	1	2
1211	себе представить	8	2
1212	жизни а	1	2
1213	с такой	1	2
1214	на те	2	2
1215	от нас	3	2
1216	сам по	5	2
1217	здесь для	1	2
1218	он на	1	2
1219	хотя в	3	2
1220	и делает	1	2
1221	но этого	1	2
1222	том и	2	2
1223	такого же	2	2
1224	которому принадлежит	1	2
1225	что оно	5	2
1226	что нет	2	2
1227	тем и	1	2
1228	условиях не	1	2
1229	удовольствие от	2	2
1230	выражения и	1	2
1231	мог найти	1	2
1232	характер но	1	2
1233	природе в	1	2
1234	различие между	2	2
1235	его части	1	2
1236	кого не	2	2
1237	на другие	1	2
1238	т с	38	2
1239	совершенно справедливо	2	2
1240	к нашему	1	2
1241	исторической жизни	1	2
1242	этого имени	1	2
1243	и народов	2	2
1244	оба эти	2	2
1245	такую же	2	2
1246	или меньшую	1	2
1247	с нами	2	2
1248	один только	1	2
1249	живым и	1	2
1250	это все	1	2
1251	и поэтому	2	2
1252	только тогда	7	2
1253	что если	7	2
1254	только один	3	2
1255	то все	6	2
1256	не лишены	1	2
1257	ближе всего	1	2
1258	кажется нам	3	2
1259	вне его	1	2
1260	удовольствия и	8	2
1261	на которые	1	2
1262	так мало	1	2
1263	как только	1	2
1264	его только	2	2
1265	и появляется	1	2
1266	языка а	3	2
1267	в телесном	1	2
1268	мы называем	4	2
1269	и целых	1	2
1270	внешнее и	1	2
1271	в самих	1	2
1272	органов и	2	2
1273	которому он	1	2
1274	именно к	1	2
1275	находятся в	3	2
1276	что ему	2	2
1277	и многие	1	2
1278	разума и	1	2
1279	одна и	1	2
1280	не без	2	2
1281	жизнь народа	2	2
1282	божественный разум	2	2
1283	связь в	1	2
1284	имеет значения	1	2
1285	то мы	4	2
1286	ключ ко	1	2
1287	поэтому оно	2	2
1288	что ни	2	2
1289	теми же	1	2
1290	больше в	1	2
1291	новой и	1	2
1292	в другую	2	2
1293	было для	1	2
1294	с теми	2	2
1295	в стороне	5	2
1296	бы быть	7	2
1297	может только	1	2
1298	все особенности	1	2
1299	те особенности	1	2
1300	в такой	2	2
1301	бы мы	1	2
1302	вследствие чего	1	2
1303	которые с	1	2
1304	бы совершенно	1	2
1305	и таким	1	2
1306	уже за	1	2
1307	раз как	1	2
1308	не все	3	2
1309	и основные	1	2
1310	выше и	1	2
1311	а его	3	2
1312	в самых	2	2
1313	с новыми	1	2
1314	не чужд	1	2
1315	для кого	2	2
1316	мы должны	4	2
1317	например к	1	2
1318	не с	2	2
1319	же что	2	2
1320	его чувство	1	2
1321	от оков	1	2
1322	или как	2	2
