N	2gram	Propp_Isto	Russkaja
364	не всякий	1	1
365	которых ничего	1	1
366	от которого	2	1
367	земном шаре	1	1
368	переносится в	2	1
369	весьма сходные	1	1
370	уже знаем	1	1
371	бы на	1	1
372	которых как	1	1
373	а это	1	1
374	чтобы стать	1	1
375	что при	5	1
376	в ее	4	1
377	что так	1	1
378	для борьбы	1	1
379	так и	9	1
380	он на	2	1
381	мало того	1	1
382	те же	1	1
383	живущие в	1	1
384	бы привести	1	1
385	действительно можно	1	1
386	стороны их	2	1
387	мы в	1	1
388	и всегда	1	1
389	в тот	1	1
390	остановиться на	1	1
391	обоими видами	1	1
392	по образцу	1	1
393	они в	1	1
394	с богом	1	1
395	с другими	4	1
396	силу и	2	1
397	борьбы с	3	1
398	только чтобы	1	1
399	свою родину	1	1
400	смысле этого	1	1
401	превратиться в	1	1
402	быть достигнуто	1	1
403	в состав	1	1
404	в русском	1	1
405	но на	1	1
406	не на	1	1
407	которые будут	1	1
408	нас от	1	1
409	там в	1	1
410	совершенно ясно	6	1
411	а на	2	1
412	на земном	1	1
413	такого же	2	1
414	связь с	20	1
415	или для	1	1
416	на каком	1	1
417	как же	1	1
418	он имеет	4	1
419	здесь мы	7	1
420	на которых	1	1
421	в которой	4	1
422	пребыванию в	1	1
423	а за	1	1
424	и некоторые	1	1
425	как видно	1	1
426	нем самом	1	1
427	с ней	2	1
428	что по	1	1
429	это положение	1	1
430	два вида	1	1
431	на свою	2	1
432	из двух	2	1
433	которое в	1	1
434	без этой	1	1
435	что не	3	1
436	когда речь	1	1
437	эта опасность	2	1
438	и другое	1	1
439	исходят из	1	1
440	а если	2	1
441	и начало	1	1
442	а то	1	1
443	и действительно	6	1
444	превращается в	10	1
445	себя из	1	1
446	представление о	22	1
447	очевидно что	3	1
448	к другим	1	1
449	здесь же	2	1
450	здесь дело	1	1
451	китае и	1	1
452	если он	2	1
453	теснейшим образом	1	1
454	смотря по	1	1
455	в жизни	1	1
456	тем же	1	1
457	она и	2	1
458	на другую	1	1
459	в связи	6	1
460	до неба	5	1
461	все рассмотренные	1	1
462	об отдельных	1	1
463	некоторых других	1	1
464	тем ближе	1	1
465	к его	2	1
466	с ними	4	1
467	нее он	1	1
468	на ноги	1	1
469	есть та	1	1
470	же как	12	1
471	или даже	1	1
472	только то	1	1
473	между прочим	2	1
474	тому назад	2	1
475	в одно	2	1
476	но когда	3	1
477	в которых	4	1
478	и надо	1	1
479	мы подойдем	1	1
480	есть только	1	1
481	однако это	1	1
482	именно этого	1	1
483	роль в	3	1
484	не менее	6	1
485	этого слова	1	1
486	перед собой	1	1
487	особое значение	1	1
488	от этого	6	1
489	по своему	1	1
490	на все	2	1
491	весь ход	1	1
492	в истории	7	1
493	обе эти	1	1
494	дело так	1	1
495	по своим	1	1
496	должно было	3	1
497	в свете	5	1
498	древних греков	1	1
499	народ стал	1	1
500	войти в	1	1
501	говорить и	1	1
502	и это	5	1
503	к мысли	1	1
504	а только	1	1
505	числе и	2	1
506	об этом	6	1
507	должен быть	2	1
508	рассмотренные нами	1	1
509	и стал	2	1
510	ему как	1	1
511	к созданию	1	1
512	и таким	2	1
513	так например	3	1
514	сейчас же	2	1
515	и у	3	1
516	как только	2	1
517	вовсе не	6	1
518	могло бы	1	1
519	на другие	1	1
520	на первый	1	1
521	дело сводится	1	1
522	не трудно	1	1
523	в одной	5	1
524	тем более	1	1
525	перед нами	2	1
526	связано с	7	1
527	особенно часто	1	1
528	очень скоро	1	1
529	вопроса о	1	1
530	бы в	1	1
531	не был	1	1
532	на них	2	1
533	а две	1	1
534	в азиатских	1	1
535	образом при	1	1
536	чтобы сделать	1	1
537	является для	1	1
538	если с	1	1
539	что эти	1	1
540	к одному	1	1
541	у которых	2	1
542	собой он	1	1
543	у этих	1	1
544	это и	3	1
545	еще и	2	1
546	ни на	1	1
547	и хочет	1	1
548	может иметь	2	1
549	можно сказать	2	1
550	но все	8	1
551	человека в	5	1
552	но как	2	1
553	не является	1	1
554	и эти	1	1
555	ее к	2	1
556	и других	5	1
557	в основе	3	1
558	с самого	1	1
559	помощи которых	1	1
560	по которому	3	1
561	азии и	1	1
562	язык и	2	1
563	ни у	1	1
564	в очень	2	1
565	тех же	2	1
566	существовал в	1	1
567	в европе	3	1
568	он был	2	1
569	силы и	2	1
570	должны себе	1	1
571	то и	1	1
572	доказать что	1	1
573	на шее	1	1
574	чтобы он	3	1
575	представления о	7	1
576	она могла	1	1
577	в свою	3	1
578	входит в	5	1
579	ни один	1	1
580	себе но	1	1
581	вне человека	1	1
582	это то	2	1
583	связь и	1	1
584	народа его	1	1
585	также и	2	1
586	ту же	2	1
587	из среды	1	1
588	по сравнению	1	1
589	это его	1	1
590	не по	3	1
591	которые и	1	1
592	сказано выше	1	1
593	но при	2	1
594	быть не	1	1
595	в китае	4	1
596	и второй	1	1
597	вступление в	1	1
598	это для	2	1
599	не всегда	9	1
600	быстро и	1	1
601	они видят	2	1
602	не сам	1	1
603	себе что	2	1
604	из которой	1	1
605	в руках	1	1
606	остается только	1	1
607	только тогда	4	1
608	имеет в	1	1
609	у народа	1	1
610	что касается	2	1
611	только один	3	1
612	то все	1	1
613	на нем	3	1
614	не могло	2	1
615	он всегда	2	1
616	или иных	1	1
617	две части	1	1
618	что эта	2	1
619	людей то	1	1
620	всех других	1	1
621	на его	1	1
622	шла об	1	1
623	народов у	1	1
624	хотя в	1	1
625	силы в	1	1
626	в различных	3	1
627	в индии	6	1
628	и когда	1	1
629	что данный	1	1
630	на одну	1	1
631	быть как	1	1
632	борьба с	1	1
633	иметь в	1	1
634	ее с	1	1
635	воспринималась как	1	1
636	но дело	2	1
637	не признают	1	1
638	стороны и	1	1
639	всякие попытки	1	1
640	его действительно	1	1
641	азии но	1	1
642	вот в	1	1
643	по своей	1	1
644	он есть	1	1
645	человека с	2	1
646	что когда	3	1
647	этих случаях	10	1
648	самого начала	1	1
649	свою очередь	1	1
650	должны были	3	1
651	им в	2	1
652	еще на	1	1
653	идет о	1	1
654	именно из	1	1
655	он еще	1	1
656	на ней	2	1
657	с другой	11	1
658	это же	4	1
659	с большой	3	1
660	как мы	9	1
661	нами и	2	1
662	из нее	2	1
663	что дает	1	1
664	к ним	2	1
665	же самое	1	1
666	тот или	1	1
667	к ней	2	1
668	явление в	2	1
669	без всякого	1	1
670	тоже нет	1	1
671	со своими	3	1
672	сами себя	1	1
673	одного из	3	1
674	которых он	1	1
675	ее не	3	1
676	что во	2	1
677	если мы	1	1
678	чтобы они	2	1
679	тот кто	7	1
680	идет дальше	1	1
681	мог бы	2	1
682	могут быть	9	1
683	не за	1	1
684	формы в	1	1
685	и все	4	1
686	на него	10	1
687	должны быть	2	1
688	у некоторых	1	1
689	может оказаться	1	1
690	а некоторые	2	1
691	же ее	1	1
692	не знаем	3	1
693	преимущественно в	1	1
694	не познал	1	1
695	с которым	3	1
696	с идеями	1	1
697	в зависимости	1	1
698	образом в	3	1
699	и народ	1	1
700	на этот	2	1
701	никому не	1	1
702	он может	4	1
703	они сами	2	1
704	такой же	3	1
705	происходит в	1	1
706	все виды	1	1
707	чаще всего	3	1
708	идет не	1	1
709	те кто	1	1
710	об этой	1	1
711	именно с	1	1
712	то легко	1	1
713	от них	2	1
714	в царстве	2	1
715	на место	2	1
716	к замене	1	1
717	же может	1	1
718	к этому	5	1
719	оказывается что	2	1
720	же это	1	1
721	подойдем к	1	1
722	само собой	1	1
723	для которых	1	1
724	понятие о	1	1
725	происходит при	1	1
726	связаны с	3	1
727	может и	1	1
728	для чего	2	1
729	быть различны	1	1
730	к ее	1	1
731	же он	2	1
732	того же	3	1
733	носит в	1	1
734	они могут	1	1
735	имеет свою	1	1
736	в один	1	1
737	дает ему	6	1
738	он с	1	1
739	в лице	2	1
740	это она	1	1
741	найти в	2	1
742	что на	1	1
743	есть не	2	1
744	где мы	1	1
745	исключительно только	1	1
746	потом и	1	1
747	они были	2	1
748	иное как	1	1
749	и следует	1	1
750	никак не	1	1
751	прямо в	1	1
752	этих общих	1	1
753	человек или	1	1
754	к каким	2	1
755	совместно с	1	1
