N	3gram	Tiupa_Hudo	KulturaY
164	это одно из	1	1
165	было ясно что	1	1
166	и о них	1	1
167	положение при котором	1	1
168	в первый раз	1	1
169	она могла бы	1	1
170	по аналогии со	1	1
171	т е все	1	1
172	для себя и	1	1
173	чтобы не было	1	1
174	т п не	1	1
175	бы не было	1	1
176	во что бы	1	1
177	они уже не	1	1
178	том что она	1	1
179	что он очень	1	1
180	это главным образом	1	1
181	на улице и	1	1
182	быть не должно	1	1
183	именно в этой	1	1
184	том и состоит	1	1
185	все более и	1	1
186	именно потому что	1	1
187	а также в	1	1
188	он живет в	1	1
189	т п эта	1	1
190	легко заметить что	1	1
191	в приложении к	1	1
192	не раз он	1	1
193	а тем более	1	1
194	в частности и	1	1
195	на пути к	1	1
196	том что в	4	1
197	том что я	1	1
198	я не стал	1	1
199	не только не	3	1
200	он не умеет	1	1
201	не имеет ничего	1	1
202	он видел ее	1	1
203	так можно было	1	1
204	которая может быть	1	1
205	которая была бы	1	1
206	то же самое	3	1
207	в конечном итоге	1	1
208	не нуждается в	1	1
209	не укладывается в	1	1
210	это своего рода	2	1
211	в стороне от	1	1
212	но в этом	1	1
213	все дело в	1	1
214	на этом пути	1	1
215	но еще и	2	1
216	сказывается и в	1	1
217	вбирая в себя	1	1
218	несет на себе	2	1
219	было бы ошибочно	1	1
220	что на деле	1	1
221	в равной мере	2	1
222	и о том	2	1
223	в значительной степени	3	1
224	о том чтобы	1	1
225	было бы так	1	1
226	берет на себя	1	1
227	же самое что	2	1
228	не сказал бы	1	1
229	никоим образом не	1	1
230	а также и	1	1
231	то ни стало	1	1
232	того что он	1	1
233	истории русской литературы	1	1
234	не в духе	2	1
235	и на тех	1	1
236	только теперь когда	1	1
237	нас в том	1	1
238	том что когда	1	1
239	так и у	1	1
240	как это часто	1	1
241	прежде всего на	1	1
242	для своего времени	2	1
243	к тому времени	1	1
244	не только от	1	1
245	на себе печать	1	1
246	а не как	1	1
247	принадлежит к числу	1	1
248	в другом отношении	1	1
249	время в стороне	1	1
250	которое было ему	1	1
251	в это время	2	1
252	уже в том	1	1
253	об этом в	1	1
254	узком смысле слова	1	1
255	ту или иную	2	1
256	в себе и	1	1
257	как и в	5	1
258	в соединении с	1	1
259	речь в данном	1	1
260	в г в	1	1
261	к одному из	1	1
262	но тут же	1	1
263	как впрочем и	1	1
264	связи с этим	2	1
265	с совершенно иной	1	1
266	более и более	1	1
267	чтобы ответить на	1	1
268	в одной из	1	1
269	что бы то	1	1
270	системы и т	1	1
271	боялся как бы	1	1
272	именно к этой	1	1
273	именно в этом	1	1
274	дело в том	1	1
275	мы как правило	1	1
276	приводит к тому	2	1
277	он не знает	1	1
278	дает себя знать	1	1
279	не иметь никакого	1	1
280	в этих словах	2	1
281	это уже не	1	1
282	ни другое не	1	1
283	того чтобы создать	1	1
284	та или иная	4	1
285	с самого начала	1	1
286	по своим результатам	1	1
287	и то что	1	1
288	них уже не	1	1
289	а как это	1	1
290	но и для	2	1
291	и все же	1	1
292	не случайно ведь	1	1
293	самые простые и	1	1
294	это отнюдь не	1	1
295	тогда как в	1	1
296	еще и потому	1	1
297	том смысле как	1	1
298	еще ничего не	1	1
299	в этой плоскости	1	1
300	то что я	2	1
301	и состоит что	1	1
302	это прежде всего	2	1
303	того факта что	1	1
304	что несмотря на	1	1
305	это было бы	1	1
