N	2gram	Trubetskoy	SlovoVZh
280	и это	2	1
281	здесь таким	1	1
282	этом направлении	1	1
283	психологического и	1	1
284	как нечто	1	1
285	характерной чертой	1	1
286	более и	1	1
287	по мере	1	1
288	с ней	3	1
289	участие в	1	1
290	и тот	1	1
291	далеко не	4	1
292	только то	1	1
293	не вполне	3	1
294	у него	1	1
295	не могут	2	1
296	же время	2	1
297	не существует	1	1
298	при помощи	1	1
299	в виде	4	1
300	из одного	1	1
301	совершенно ясно	1	1
302	самого начала	2	1
303	свою очередь	1	1
304	в какое-то	1	1
305	отделилась от	1	1
306	не связанные	1	1
307	жизни он	1	1
308	не было	2	1
309	когда мы	1	1
310	идет речь	1	1
311	связи с	9	1
312	не совпадает	1	1
313	связанных с	2	1
314	сами по	1	1
315	более или	5	1
316	бы по	1	1
317	и остается	1	1
318	с ее	1	1
319	время как	1	1
320	было бы	1	1
321	оставаясь в	1	1
322	к тому	6	1
323	нами и	2	1
324	из двух	1	1
325	так называемую	2	1
326	в следующий	1	1
327	найти его	1	1
328	что здесь	1	1
329	и глубоко	1	1
330	между формой	1	1
331	это мы	1	1
332	которой можно	1	1
333	что она	1	1
334	бытия и	1	1
335	и о	3	1
336	слова с	1	1
337	с первого	1	1
338	на одну	1	1
339	или о	1	1
340	тем же	1	1
341	когда человек	2	1
342	найти в	1	1
343	и во	1	1
344	именно в	2	1
345	и таким	3	1
346	же для	1	1
347	то время	1	1
348	но эта	1	1
349	душевное состояние	1	1
350	такою же	1	1
351	не можем	1	1
352	и содержанием	1	1
353	в таком	3	1
354	формы в	1	1
355	творец и	2	1
356	тот же	2	1
357	положение в	2	1
358	к которому	2	1
359	бы удалось	1	1
360	ценностей и	1	1
361	что все	4	1
362	как о	3	1
363	т.е как	1	1
364	себе не	1	1
365	том же	1	1
366	в общем	8	1
367	если нам	1	1
368	же как	3	1
369	и прежде	1	1
370	выйти из	1	1
371	в слове	1	1
372	живет и	1	1
373	что именно	2	1
374	но если	2	1
375	они не	1	1
376	при таком	2	1
377	человека для	1	1
378	личного врага	1	1
379	все более	1	1
380	и только	4	1
381	один и	1	1
382	товарищ и	1	1
383	так называемая	1	1
384	по своей	2	1
385	на этих	1	1
386	может и	1	1
387	важное значение	1	1
388	друг друга	1	1
389	для этого	2	1
390	для одной	1	1
391	в смысле	4	1
392	не всегда	2	1
393	чтобы не	1	1
394	из этой	2	1
395	в одной	1	1
396	ничего общего	2	1
397	культуры в	1	1
398	себя в	1	1
399	крайней мере	5	1
400	и из	2	1
401	или менее	5	1
402	сливаются в	1	1
403	думать что	1	1
404	в так	4	1
405	нее не	2	1
406	на эту	1	1
407	тем более	1	1
408	по крайней	5	1
409	мы видели	2	1
410	и самый	1	1
411	одну доску	1	1
412	всяком случае	6	1
413	которые в	2	1
414	только для	2	1
415	на них	1	1
416	можно только	2	1
