N	3gram	Ircho_Kome	Problema
330	должно было бы	1	1
331	сказать что их	1	1
332	что его можно	1	1
333	он не может	1	1
334	ни у кого	2	1
335	в котором он	1	1
336	тот или другой	1	1
337	похожих друг на	1	1
338	делает вид что	1	1
339	что ему придется	1	1
340	всякому ясно что	1	1
341	если он не	1	1
342	по тому что	3	1
343	то в его	1	1
344	художественного вкуса и	1	1
345	все же в	1	1
346	в ней как	1	1
347	положение дел в	1	1
348	нет никакой необходимости	1	1
349	в себе самом	1	1
350	он нисколько не	1	1
351	в первом случае	1	1
352	не отличаются от	1	1
353	мы можем сказать	1	1
354	самой своей природе	1	1
355	ни о чем	1	1
356	как и всякий	2	1
357	как о том	1	1
358	даже как будто	1	1
359	ли в этом	1	1
360	до поры до	1	1
361	ее главного героя	1	1
362	такое же положение	1	1
363	об этом свидетельствует	1	1
364	по себе не	1	1
365	на то чтобы	1	1
366	даже не в	1	1
367	в конце первой	1	1
368	о котором он	1	1
369	у него не	1	1
370	для нас важно	1	1
371	и по существу	1	1
372	можем ли мы	1	1
373	то же время	11	1
374	что у него	1	1
375	о том чтобы	3	1
376	в частности о	1	1
377	чтобы избавиться от	2	1
378	что вы меня	1	1
379	да и сами	1	1
380	который в свою	1	1
381	но едва ли	1	1
382	из которых она	1	1
383	он вместе с	1	1
384	друг друга и	2	1
385	как и те	1	1
386	а заодно и	1	1
387	еще не был	1	1
388	из более обширного	1	1
389	признать что в	1	1
390	это не мешает	1	1
391	свою роль в	1	1
392	ничего о ней	1	1
393	того чтобы не	1	1
394	он не только	1	1
395	в третий раз	1	1
396	его от всех	1	1
397	на второй план	1	1
398	и в отношении	1	1
399	бы он был	1	1
400	у кого не	1	1
401	в любой другой	1	1
402	на себя внимание	3	1
403	при всем том	2	1
404	в некоторых случаях	1	1
405	в iv в	1	1
406	середине iv в	1	1
407	и не нуждается	1	1
408	мы конечно не	1	1
409	но тут же	1	1
410	со всеми ее	1	1
411	в течение всей	1	1
412	в поздней античности	1	1
413	при виде того	1	1
414	было бы достаточно	1	1
415	ни малейшего намека	1	1
416	но все равно	1	1
417	однако и в	1	1
418	тем же словом	1	1
419	только для того	2	1
420	в отношении других	1	1
421	сказать несколько слов	1	1
422	правда и здесь	1	1
423	обо всем этом	1	1
424	о чем ты	1	1
425	но только не	1	1
426	и здесь история	1	1
427	по его мнению	2	1
428	в свое время	1	1
429	едва ли не	4	1
430	самом деле и	1	1
431	он говорит о	1	1
432	те моменты в	1	1
433	должен был бы	1	1
434	чтобы у нас	1	1
435	под тем же	1	1
436	он был бы	1	1
