N	3gram	Losev_Prob	Analitik
190	в каждом из	1	1
191	сказать и о	2	1
192	и многих других	2	1
193	для того и	1	1
194	не говоря о	1	1
195	и не будет	1	1
196	не так как	1	1
197	друг от друга	3	1
198	свидетельствует о том	1	1
199	не имеющие никакого	1	1
200	есть он сам	1	1
201	уже по одному	2	1
202	по своему содержанию	6	1
203	уже потому что	1	1
204	которые уже не	1	1
205	то что она	1	1
206	я на дорогу	1	1
207	начало и конец	1	1
208	такого же рода	2	1
209	можно отметить что	1	1
210	и от себя	1	1
211	именно потому что	3	1
212	чего бы то	2	1
213	хотя и в	1	1
214	по себе в	2	1
215	том и заключается	1	1
216	в конце концов	4	1
217	по себе еще	1	1
218	там и здесь	4	1
219	как и всякий	1	1
220	само по себе	5	1
221	всяком случае не	2	1
222	самостоятельное художественное значение	1	1
223	нельзя сказать что	1	1
224	не так уж	2	1
225	в отдельности и	2	1
226	таким образом в	1	1
227	есть то самое	1	1
228	и а и	1	1
229	чем иным как	2	1
230	и тем же	1	1
231	что в этом	1	1
232	по сути дела	1	1
233	другого и не	1	1
234	мы не станем	1	1
235	выходит за пределы	1	1
236	на этот раз	3	1
237	что даже в	1	1
238	не нуждается в	1	1
239	все же не	1	1
240	только то что	4	1
241	на самом же	7	1
242	когда говорится о	1	1
243	перед нами не	1	1
244	себя не только	1	1
245	и особенно в	1	1
246	в третий раз	1	1
247	том смысле что	4	1
248	имея в виду	1	1
249	и в этой	1	1
250	как мы надеемся	1	1
251	до того что	2	1
252	собственном смысле слова	1	1
253	а то и	1	1
254	так и самого	1	1
255	развития но и	1	1
256	но он не	1	1
257	и не всегда	1	1
258	является не только	1	1
259	вместе с тем	1	1
260	то есть на	1	1
261	самом же деле	7	1
262	также и на	1	1
263	и может быть	2	1
264	требует для себя	1	1
265	во всех языках	1	1
266	значений то есть	1	1
267	он не только	1	1
268	до такой степени	1	1
269	но при этом	1	1
270	только в его	1	1
271	в том смысле	4	1
272	имеем в виду	4	1
273	не сами по	1	1
274	это уже не	2	1
275	совмещает в себе	1	1
276	или ином отношении	1	1
277	дня и ночи	1	1
278	ту или иную	3	1
279	было бы сказать	1	1
280	выхожу один я	1	1
281	в виду не	1	1
282	тот факт что	1	1
283	точно так же	5	1
284	к выводу что	1	1
285	но и к	1	1
286	сказать что в	1	1
287	требует от нас	1	1
288	только в том	2	1
289	в то время	6	1
290	и вы не	1	1
291	приводит нас к	1	1
292	однако все эти	1	1
293	до некоторой степени	1	1
294	и за пределы	2	1
295	то и другое	1	1
296	чем мы могли	1	1
297	то есть от	2	1
298	она ни была	2	1
299	он не есть	4	1
300	он может быть	1	1
301	вопрос о том	1	1
302	прибавляя к ней	1	1
303	существующим в самой	1	1
304	но никто не	1	1
305	хотя и не	2	1
306	несмотря на свою	2	1
307	и тем что	2	1
308	тому например как	1	1
309	подобно тому например	1	1
310	но в нашем	1	1
311	равно как и	2	1
312	если исходить из	1	1
313	на самом деле	5	1
314	к тому или	1	1
315	дело уже не	1	1
316	один я на	1	1
317	и в частности	4	1
318	и здесь мы	2	1
319	одним и тем	1	1
320	и во всем	1	1
321	которая имела бы	1	1
322	далеко не все	1	1
323	ответ на этот	1	1
324	нам представляется что	3	1
325	только тогда когда	1	1
326	при этом мы	1	1
327	и все его	1	1
328	или лучше сказать	1	1
329	во сне он	1	1
330	ни о чем	1	1
331	действительность в ее	1	1
332	мы имеем в	1	1
333	как бы ни	1	1
334	которые могут быть	1	1
335	не менее в	3	1
336	прежде всего с	1	1
337	содержат в себе	1	1
338	входит в состав	1	1
339	в первую очередь	3	1
340	же как и	4	1
341	в собственном смысле	1	1
342	то есть обладает	1	1
343	и есть не	1	1
344	нет никакой возможности	4	1
345	так и в	2	1
346	данном случае совершенно	1	1
347	то есть не	5	1
348	а вовсе не	3	1
349	для себя не	1	1
350	легко может быть	1	1
351	крайней мере не	1	1
352	другой стороны и	1	1
353	то что мы	3	1
354	между прочим и	1	1
355	тому как мы	1	1
356	в том виде	4	1
357	может быть достаточно	1	1
358	том числе и	1	1
359	обратить внимание на	2	1
360	что и в	3	1
361	о и а	1	1
362	чего нет в	1	1
363	однако так что	1	1
364	и там и	2	1
365	но с другой	2	1
366	явления то есть	1	1
