N	3gram	Tiupa_Disk	Analitik
256	блудном сыне как	1	1
257	что с ними	1	1
258	быть проделано и	1	1
259	самое следует сказать	1	1
260	редуцированный анекдот и	1	1
261	читателя и того	1	1
262	нравственный закон собственно	1	1
263	и вторичные идеологические	1	1
264	о котором рассказано	1	1
265	встречающихся в дискурсе	1	1
266	предел до которого	1	1
267	отсутствие развернутых описаний	1	1
268	этими атрибутами гусарства	1	1
269	трактоваться в качестве	1	1
270	анекдот должен не	1	1
271	смыслов оно стремится	1	1
272	говорить о поэтике	1	1
273	смысле домонологично оно	1	1
274	предосудительного памяти ивана	2	1
275	жизненной практике может	1	1
276	и дискурс трактует	1	1
277	и слушающих общим	1	1
278	черешнями мнимый больной	1	1
279	корнета младший офицерский	1	1
280	как будто бы	2	1
281	свободным как к	1	1
282	свидетелей владимира человек	1	1
283	человека в мире	1	1
284	всего к ценностной	1	1
285	и оцененном мире	2	1
286	выражения все это	1	1
287	первый национально-историческому быту	1	1
288	в жанровом отношении	3	1
289	оденьте его и	1	1
290	графиня? ей-богу правда	1	1
291	посрамляющий умершее солнце	1	1
292	полагая его излишним	2	1
293	в современной передаче	1	1
294	чин приличный юноше	1	1
295	жанровая форма авторства	2	1
296	емкостью ситуации лаконичная	1	1
297	говорит не о	1	1
298	припоминая и примеряя	1	1
299	коего мы не	2	1
300	суть то что	1	1
301	разделение иерархично оно	1	1
302	анекдоту и притче	1	1
303	рецептивной и креативной	1	1
304	или сплетни то	1	1
305	говорит и кому	1	1
306	деталей краткость и	2	1
307	ничего нельзя не	1	1
308	при всей их	1	1
309	него отца-государя в.т	1	1
310	лучшей драгоценнейшей наградою?	1	1
311	и аномалий который	1	1
312	и даже не	1	1
313	нам по-английски разоряться	1	1
314	до нас в	1	1
315	сегодня в атласе	1	1
316	в первом примечании	1	1
317	и покаянного возвращения	1	1
318	сам владимир планирует	1	1
319	притчевого мышления позволяет	1	1
320	типично притчевые герои	1	1
321	объект и адресат	1	1
322	о том как	1	1
323	и искушенность в	1	1
324	жанров в частности	1	1
325	между я и	1	1
326	порой фактически точными	1	1
327	новелле есть нарушение	1	1
328	цикла обрамляя вымышленную	1	1
329	анекдотам назидательность однозначную	1	1
330	на бранном воздухе	1	1
331	притчевого типа есть	1	1
332	немногочисленных и как	2	1
333	степени зависим от	1	1
334	судьба выражает внеличную	1	1
335	из барышни-крестьянки не	1	1
336	в их взаимодополнительности	1	1
337	ни чисто внутренним	1	1
338	знаковую данность чьего-то	1	1
339	к другому в	1	1
340	к индивидуальной жизненной	1	1
341	как и вообще	1	1
342	стирает указующий перст	1	1
343	юноше но не	1	1
344	предметом целью и	3	1
345	как и анекдоту	1	1
346	а также устная	1	1
347	индивидуального интимного быта	1	1
348	колпак и шлафорк	1	1
349	неуместность ошибка оговорка	1	1
350	живой без сапог	1	1
351	в пределах одной	1	1
352	как формы целого	2	1
353	мир оправдан существованием	1	1
354	текст предполагающий возможность	1	1
355	поэтому жанры как	1	1
356	во всех этих	1	1
357	говорящий здесь только	1	1
358	но они же	1	1
359	свою очередь определяется	2	1
360	беспрецедентно оригинальная повествовательная	1	1
361	персонажи сказания не	1	1
362	гробовщик брат палачу?	1	1
363	границах литературного сюжета	1	1
364	в пределах же	1	1
365	не предполагает хоровой	1	1
366	одеяние родителей марьи	1	1
367	человек мирной профессии	1	1
368	первом примечании издателя	1	1
369	лукавым юмором так	1	1
370	мир эксцессов и	1	1
371	быть ни чисто	1	1
372	перед ним определенные	1	1
373	воплощает художественную концепцию	1	1
374	притче универсального опыта	1	1
375	слово общенародной хвалы	1	1
376	своем анекдот конденсируется	1	1
377	не следует упускать	1	1
378	одно из значений	1	1
379	в себя и	1	1
380	мы не помещаем	2	1
381	не с собственно	1	1
382	шмит в усах	1	1
383	по схеме блудных	1	1
384	интересно всем потому	1	1
385	коммуникативного события специфически	1	1
386	когда мы строим	1	1
387	при слове отечество	1	1
388	из станционного смотрителя	2	1
389	а для него	1	1
390	монологизированного слова в	1	1
391	барышни-крестьянки не твое	1	1
392	состоит в придании	2	1
393	чьего-то высказывания необходимо	1	1
394	герой анекдота белкин	1	1
395	герои сильвио или	1	1
396	минского эквивалентны им	1	1
397	набор свидетелей владимира	1	1
398	текст анекдота выбор	1	1
399	собой исторически продуктивный	1	1
400	мирной профессии землемер	1	1
401	как слухи или	1	1
402	барышни-крестьянки отчетливо проступает	1	1
403	не является ни	1	1
404	и точность словесного	2	1
405	и составляющий морализаторскую	1	1
406	мнимый больной минский	1	1
407	и внезакономерных явлениях	1	1
408	слушающих общим знанием	1	1
409	горе ее счастие	1	1
410	или иной мере	1	1
411	внешним объективным ни	1	1
412	дифференцированном и оцененном	2	1
413	художественную концепцию цикла	1	1
414	но раз-влекать их	1	1
415	до которого анекдот	1	1
416	и сам текст	1	1
417	с универсальными общечеловеческими	1	1
418	об отсутствии в	1	1
419	родителей марьи гавриловны	1	1
420	с финальной ситуацией	1	1
421	с его черешнями	1	1
422	рекоша но от	1	1
423	ни чисто внешним	1	1
424	последний как коммуникативное	1	1
425	картинок но они	1	1
426	убеждения организующего учительный	1	1
427	по своей коммуникативной	3	1
428	очевидно анекдотичен набор	1	1
429	живет и т.п	1	1
430	это бывает в	1	1
431	атласе да бархате	1	1
432	были бы мы	1	1
433	в е годы	2	1
434	лично для себя	2	1
435	профессии землемер шмит	1	1
436	не верифицируемым знанием	1	1
437	произведение в его	1	1
438	от тестя к	1	1
439	не у-влекать слушателей	1	1
440	природе своей не	1	1
441	себе они таковыми	1	1
442	анекдота белкин в	1	1
443	не будет адекватным	1	1
444	или преступается не	1	1
445	не предполагает внутренне	1	1
446	читатель может и	1	1
447	ситуации жизненного выбора	1	1
448	предшественника лукавым юмором	1	1
449	может трактоваться в	1	1
450	что ведет к	1	1
451	оно стремится к	1	1
452	извлечения адресатом некоего	1	1
453	нашего высказывания и	1	1
454	кто из тогдашних	1	1
455	от нудительной серьезности	1	1
456	недискурсивных формах внутренней	1	1
457	как сильно билось	1	1
458	было и не	1	1
459	в сказании повествуемой	1	1
460	нарушение запрета есть	1	1
461	отечество как сладки	1	1
462	эксцессов и аномалий	1	1
463	своего предшественника лукавым	1	1
464	наличие так называемого	1	1
465	воспринимающему знаковую данность	1	1
466	между мифом и	2	1
467	жанр как композиционно	1	1
468	таким же образом	1	1
469	возмужав на бранном	1	1
470	активность адресата при	1	1
471	универсального опыта к	1	1
472	сказать и о	2	1
473	царских детях покидающих	1	1
474	множества преданий о	1	1
475	что здесь именуется	1	1
476	комическая апофегма то	1	1
477	одной фразы обнаруживается	1	1
478	ушедшие в поход	1	1
479	отрешиться от нудительной	1	1
480	иначе говоря мы	1	1
481	все это по	1	1
482	в дискурсе речевой	1	1
483	временем индивидуального интимного	1	1
484	по своей жанровой	2	1
485	русской женщине обязан	1	1
486	тем как сам	1	1
487	здесь отнюдь не	1	1
488	читателя что он	2	1
489	компетентность восприятия со	1	1
490	метели халат прохорова	1	1
491	но от божья	1	1
492	убедительно возводит к	1	1
493	же в пушкинском	1	1
494	самого рассказывания в	2	1
495	в его событийной	2	1
496	то есть принадлежат	1	1
497	возвращались возмужав на	1	1
498	позиций исторической поэтики	1	1
499	бы укрупненных деталей	2	1
500	и вследствие этого	2	1
501	друг от друга	1	1
502	описаний акцентированная роль	2	1
503	свидетельствует о том	1	1
504	они остаются на	1	1
505	не совпадает с	1	1
506	определяется предметом целью	3	1
507	деталей отсутствие развернутых	1	1
508	общему мнению присуще	1	1
509	акцентированная роль немногочисленных	2	1
510	диада личности и	1	1
511	дополняет этими атрибутами	1	1
512	свой жизненный путь	1	1
513	притче о блудном	1	1
514	чисто внутренним субъективным	1	1
515	полном его составе	1	1
516	и социальные характеристики	1	1
517	героев а также	1	1
518	область художественного письма	1	1
519	в качестве основных	1	1
520	анекдотичен набор свидетелей	1	1
521	сплетни то есть	1	1
522	что в них	2	1
523	проделано и рассказывающим	1	1
524	цикла в полном	1	1
525	интерес самых событий	1	1
526	твердым композиционным костяком	1	1
527	форме индивидуального речевого	1	1
528	упоминаемые в метели	1	1
529	с голью кабацкою	1	1
530	предаю тебя твоей	1	1
531	белкин в первом	1	1
532	сказать что жанр	1	1
533	пушкинском сознании выступали	1	1
534	человеческой личности в	1	1
535	так называемого чувства	1	1
536	задания реализуют в	1	1
537	употребление языка и	1	1
538	однозначности и прежде	1	1
539	сказания не от	1	1
540	из притчи о	1	1
541	назидательность однозначную серьезность	1	1
542	завтра метут улицу	1	1
543	ср из выстрела	1	1
544	звучит один голос	2	1
545	которого анекдот легко	1	1
546	время общенародного исторического	1	1
547	событие о котором	1	1
548	слушателя к содержанию	1	1
549	о поэтике здесь	1	1
550	однако в силу	1	1
551	владимира человек мирной	1	1
552	зависит от жанра	1	1
553	рода механизмом активизации	1	1
554	преданий о царских	1	1
555	точными они бытуют	1	1
556	халат прохорова халат	1	1
557	личностные и социальные	1	1
558	целью и ситуацией	3	1
559	счете жанровая стратегия	1	1
560	точность словесного выражения	2	1
561	высказывания и в	1	1
562	фактически точными они	1	1
563	есть профанация священного	1	1
564	сказания или притчи	1	1
565	реализуют в нем	1	1
566	или острота наизнанку	1	1
567	не упускать из	1	1
568	они бытуют как	1	1
569	билось русское сердце	1	1
570	принадлежат самой ситуации	1	1
571	притчевую схему блудного	1	1
572	халат и скуфья	1	1
573	острота наизнанку глупость	1	1
574	от одного сознания	1	1
575	сознания с текстом	1	1
576	к содержанию анекдота	1	1
577	к жизни сталкиваются	1	1
578	сладки были слезы	1	1
579	побега и покаянного	1	1
580	необыкновенное в новелле	1	1
581	я на дорогу	1	1
582	целое нашего высказывания	1	1
583	таком взгляде на	1	1
584	интимного быта ср	1	1
585	правда очевидно анекдотичен	1	1
586	поэтику данного цикла	1	1
587	планирует осуществить с	1	1
588	в том случае	1	1
589	внезакономерных явлениях а	1	1
590	по общему мнению	1	1
591	жанровом отношении текст	1	1
592	из них в	1	1
593	ценностями ср с	1	1
594	персонажа то она	1	1
595	чем и состоит	1	1
596	форма авторства в	1	1
597	приходит к выводу	1	1
598	раскрывают содержание судьбы	1	1
599	это игра случая	1	1
600	как говорит бахтин	1	1
601	и вненациональному общечеловеческому	1	1
602	разве гробовщик брат	1	1
603	явную анекдотичность сюжетов	1	1
604	на границах литературного	1	1
605	сочетании с емкостью	1	1
606	преступается не предначертанность	1	1
607	не как объекты	1	1
608	и не должно	1	1
609	этом и сам	1	1
610	в качестве коммуникативного	1	1
611	внеличную сторону индивида	1	1
612	они принадлежат к	1	1
613	хотя и в	2	1
614	уникальный контрапункт пронизывающий	1	1
615	барышни-крестьянки вольному воля	1	1
616	определенной жанровой схемы	1	1
617	к своему собственному	1	1
618	развившимся твердым композиционным	1	1
619	еще не развившимся	1	1
620	словесного выражения все	1	1
621	будучи порой фактически	1	1
622	устная интонация столь	1	1
623	в нем определенные	1	1
624	выстрела знать у	1	1
625	и до его	1	1
626	мыслящий себя героем	1	1
627	продемонстрировано и на	1	1
628	следует упускать из	1	1
629	продукт социального взаимодействия	1	1
630	дайте перстень на	1	1
631	о том какое	1	1
632	паремии редуцированная притча	1	1
633	может быть продемонстрировано	1	1
634	к языку поэтому	1	1
635	прежде всего к	1	1
636	потому что из	1	1
637	что они хотят	1	1
638	исторически продуктивный тип	1	1
639	эпиграфами этих повестей	1	1
640	классического реализма голы	1	1
641	покидающих свою родину	1	1
642	и событие самого	1	1
643	себе самому тогда	1	1
644	в.т какая была	1	1
645	между собой и	1	1
646	перст своего предшественника	1	1
647	нельзя не сделав	1	1
648	не живет и	1	1
649	развивающий план побега	1	1
650	героем анекдота диалог	1	1
651	брат рука не	1	1
652	конечном счете жанровая	1	1
653	уготованной ему позиции	1	1
654	прочтения как на	1	1
655	композиционно определенное в	1	1
656	из гробовщика разве	1	1
657	курьезное любопытное занимательное	1	1
658	недискурсивной внутренней речи	1	1
659	сюжета герой притчи	1	1
660	знакового комплекса но	1	1
661	как и всякий	1	1
662	или о чем	1	1
663	может быть сведена	1	1
664	принципе не может	1	1
665	столь свободным как	1	1
666	ей-богу правда очевидно	1	1
667	что и должно	2	1
668	как коммуникативное событие	1	1
669	неприемлемо ни для	1	1
670	может быть осуществлено	1	1
671	шпорах демонстративно дополняет	1	1
672	ним определенные задания	1	1
673	социального взаимодействия трех	1	1
674	субъекты этического выбора	1	1
675	ситуациям речевого общения	2	1
676	для анекдота контекст	1	1
677	случае его вступление	1	1
678	с собственно художественными	1	1
679	а притча в	1	1
680	именно здесь в	1	1
681	о чем говорят	1	1
682	и безымянного шестнадцатилетнего	1	1
683	домонологично оно объединяет	1	1
684	по себе они	1	1
685	барышни-крестьянки куда нам	1	1
686	что русской женщине	1	1
687	поэтике здесь пока	1	1
688	в этом мире	2	1
689	одного сознания к	1	1
690	чувство себя самого	1	1
691	а потому и	1	1
692	нас самих состоят	1	1
693	же время жанры	1	1
694	в недискурсивных формах	1	1
695	даже в пределах	1	1
696	умения отрешиться от	1	1
697	состоит именно в	1	1
698	события на поучающего	1	1
699	есть монолог в	1	1
700	в разные времена	1	1
701	известном смысле домонологично	1	1
702	хоровое слово общенародной	1	1
703	вневременных бесконечно репродуцируемых	1	1
704	позволяет пушкину сопрягать	1	1
705	нам всегда предносится	1	1
706	с работой над	1	1
707	покаянного возвращения по	1	1
708	из выстрела знать	1	1
709	трактует последний как	1	1
710	они таковыми не	1	1
711	единицы речевого общения	1	1
712	тип высказывания реализующий	1	1
713	стратегия притчевого мышления	1	1
714	воля а дорога	1	1
715	актуализируемая эпиграфами этих	1	1
716	организации художественного времени	1	1
717	анекдотичность сюжетов гробовщика	1	1
718	фраза текста акцентирует	1	1
719	смеетесь графиня? ей-богу	1	1
720	восприятия со стороны	2	1
721	сентенцию ср из	1	1
722	персонажи не выбирают	1	1
723	но обязательно курьезное	1	1
724	вид сюжетных сами	1	1
725	интонация столь же	1	1
726	следует сказать и	1	1
727	в своей монологической	1	1
728	мы и сами	1	1
729	минута тогда как	1	1
730	живет в готовом	2	1
731	участвуем как слушатели-читатели	1	1
732	всей серьезностью осуществляющие	1	1
733	и поучаемого это	1	1
734	картины мира в	1	1
735	общения со-общения при-общения	1	1
736	наделенного репродуктивной компетентностью	1	1
737	и слушающих их	1	1
738	которого пушкинские повести	1	1
739	в специальном значении	1	1
740	по слову бахтина	2	1
741	по рассуждению бахтина	1	1
742	потому нейтральное к	1	1
743	и непристойность необыкновенное	1	1
744	иносказательность является своего	1	1
745	ср с финальной	1	1
746	жизни сталкиваются лицом	1	1
747	называемого чувства юмора	1	1
748	в поступках героев	1	1
749	его черешнями мнимый	1	1
750	муках совести предаю	1	1
751	следует указать на	1	1
752	общенародного исторического бытия	1	1
753	приобретают вид сюжетных	1	1
754	лексики например в	1	1
755	серьезностью осуществляющие некий	1	1
756	сущности застывшее целое	1	1
757	подлинный автор стирает	1	1
758	возвращения по схеме	1	1
759	притча разъединяет участников	1	1
760	и тем же	1	1
761	и анекдоту их	1	1
762	их личностные и	1	1
763	автором и читателем	1	1
764	в мире это	1	1
765	внесюжетные фигуры цикла	1	1
766	сам текст анекдота	1	1
767	оно приобретает в	1	1
768	как коммуникативного события	2	1
769	сюжета в сочетании	1	1
770	нем звучит один	2	1
771	с типичными героями	1	1
772	и т.п и	1	1
773	целое внеязыковое и	1	1
774	в описании немецких	1	1
775	своего рода механизмом	1	1
776	в эпических жанрах	1	1
777	в эстетической деятельности	1	1
778	целом ряде произведений	1	1
779	здесь действующие лица	1	1
780	столь же свойственны	1	1
781	перед нами поистине	1	1
782	по сути дела	3	1
783	разъединяет участников коммуникативного	1	1
784	первое может быть	1	1
785	прахудожественными речевыми жанрами	1	1
786	не случайно напоминает	1	1
787	сказании повествуемой ситуации	1	1
788	ситуации рассказывания а	1	1
789	без сапог обойдется	1	1
790	белкин пытается придать	1	1
791	а мертвый без	1	1
792	равнодостойности сознаний встречающихся	1	1
793	которая своей карнавальной	1	1
794	рассказывания в этом	1	1
795	при этом остается	1	1
796	он был лучшей	1	1
797	завершенная и строго	2	1
798	лицу с типичными	1	1
799	выбирают а по	1	1
800	высказывания необходимо войти	1	1
801	своей жанровой стратегии	1	1
802	в произведении и	1	1
803	получают двоякое эстетическое	1	1
804	и на примере	1	1
805	стабильно дифференцированном и	2	1
806	перед нами два	1	1
807	глупость неуместность ошибка	1	1
808	проступает притчевая символика	1	1
809	событийной полноте влэ	1	1
810	в остроту ср	1	1
811	событий вследствие которого	1	1
812	поэтому анекдот невозможно	1	1
813	герой анекдота о	1	1
814	я и другой	1	1
815	формы междуязычны интернациональны	1	1
816	слова остроты редуцированный	1	1
817	действующие лица по	1	1
818	поднимается на бутылку	1	1
819	места времени и	2	1
820	свою родину чтобы	1	1
821	притчевого назидания притча	1	1
822	при всей своей	2	1
823	то есть без	1	1
824	в рассказе чехова	1	1
825	к ценностной однозначности	1	1
826	интернациональны в то	1	1
827	характеристик и описаний	2	1
828	всегда предносится целое	1	1
829	а не ценностно	1	1
830	эффектом оказывается отмеченный	1	1
831	преодолевая их внутреннюю	1	1
832	и того о	1	1
833	они трактовали не	1	1
834	же свойственны притче	1	1
835	только то что	2	1
836	лицом к лицу	2	1
837	слушатель читатель может	1	1
838	общечеловеческими ценностями ср	1	1
839	отца-государя в.т какая	1	1
840	а по своей	1	1
841	пытается придать пересказанным	1	1
842	и примеряя ее	1	1
843	внеисторическому и вненациональному	1	1
844	всем потому что	1	1
845	сознается что русской	1	1
846	об одном из	1	1
847	самой ситуации рассказывания	1	1
848	схему блудного возвращения	1	1
849	своей природе суть	1	1
850	коммуникативного события дискурса	1	1
851	остаются на границах	1	1
852	анекдота уже не	1	1
853	один из наиболее	1	1
854	слушающего читателя и	1	1
855	со всей серьезностью	1	1
856	прохорова халат и	1	1
857	твое горе ее	1	1
858	это разделение иерархично	1	1
859	типичными героями анекдота	1	1
860	куда нам по-английски	1	1
861	или во всяком	1	1
862	самсон вырин со	1	1
863	перед нами не	1	1
864	себя не только	1	1
865	отграниченная система смыслов	2	1
866	притчу о блудном	1	1
867	деревушке а герой	1	1
868	анекдота и притчи	4	1
869	запрета есть профанация	1	1
870	о жанровой природе	1	1
871	далеко не всякая	1	1
872	заблудившегося жениха с	1	1
873	не являлись они	1	1
874	издателя читаем следует	1	1
875	костяком так сказать	1	1
876	в паремию пословично-афористическую	1	1
877	не должно быть	1	1
878	и должны быть	1	1
879	имея в виду	1	1
880	и его поступки	1	1
881	малым временем индивидуального	1	1
882	слушателей преодолевая их	1	1
883	принципе можно припоминая	1	1
884	ночной жанр посрамляющий	1	1
885	контрапункт пронизывающий поэтику	1	1
886	жанровые образования возникающие	1	1
887	краткость и точность	2	1
888	для рассказчика ни	1	1
889	при таком взгляде	1	1
890	мы строим свою	1	1
891	в молчание бахтин	1	1
892	к содержанию сказания	1	1
893	отделен от своей	1	1
894	примере такой частности	1	1
895	к норме и	1	1
896	общим знанием поэтому	1	1
897	принесите лучшую одежду	1	1
898	жанровая стратегия анекдотичности	1	1
899	и в том	1	1
900	говорящий не адам	1	1
901	и т.п в	1	1
902	в атласе да	1	1
903	ценностной дистанции между	1	1
904	юмора умения отрешиться	1	1
905	вследствие которого он	1	1
906	от божья повеленья	1	1
907	жанр посрамляющий умершее	1	1
908	встрече сознания с	1	1
909	являются компактность сюжета	1	1
910	как композиционно определенное	1	1
911	о ком или	1	1
912	это ведет к	1	1
913	тестя к зятю	1	1
914	но как субъекты	1	1
915	помещаем полагая его	2	1
916	в форме определенной	1	1
917	любопытное занимательное неожиданное	1	1
918	в этом последнем	1	1
919	что суженого конем	1	1
920	в силу его	1	1
921	ставят перед ним	1	1
922	жанра в этом	2	1
923	не может претендовать	3	1
924	предполагает в качестве	1	1
925	дискурс трактует последний	1	1
926	предметно-смысловые формы междуязычны	1	1
927	стрелке-мухобое вы смеетесь	1	1
928	осуществлено только самим	1	1
929	но не верифицируемым	1	1
930	говорящий или пишущий	2	1
931	нами два события	1	1
932	могло и не	1	1
933	жанровые зародыши тематические	1	1
934	норме и устройству	1	1
935	сказать первофеномены жанров	1	1
936	очередь определяется предметом	2	1
937	в качестве своих	1	1
938	не поднимается на	1	1
939	евангелии от луки	1	1
940	природе суть то	1	1
941	венчании бурмин героем	1	1
942	младший офицерский чин	1	1
943	на практике притчевую	1	1
944	излишним впрочем уверяем	2	1
945	может и не	1	1
946	слова паремии редуцированная	1	1
947	в ряду всех	2	1
948	в окказиональном мире	1	1
949	может быть проделано	1	1
950	не только по	1	1
951	сопрягать историческую действительность	1	1
952	со-общения при-общения раз-общения	1	1
953	в данной сфере	2	1
954	на передний план	2	1
955	жизнью и смертью	1	1
956	обязательно курьезное любопытное	1	1
957	позиция активного приятия	1	1
958	не объедешь типично	1	1
959	литературного сюжета поскольку	1	1
960	финальной ситуацией притчи	1	1
961	хоть сыты а	1	1
962	отношении текст предполагающий	1	1
963	также устная интонация	1	1
964	представляет собой не	1	1
965	мы по-русски хоть	1	1
966	так беспрецедентно оригинальная	1	1
967	внимание на то	1	1
968	в науке о	2	1
969	специальном значении этого	1	1
970	с теми же	1	1
971	сталкиваются лицом к	1	1
972	фразы обнаруживается порой	1	1
973	и дайте перстень	1	1
974	в сущности застывшее	1	1
975	поскольку мы имеем	1	1
976	лишь в тех	1	1
977	они хотят и	1	1
