N	3gram	Vygotskiy_	Problema
210	каждой из них	1	2
211	в последнее время	4	2
212	что в этом	2	2
213	потому что не	1	2
214	в целом и	1	2
215	мы не только	1	2
216	что она есть	1	2
217	для нас и	1	2
218	мы можем говорить	1	2
219	не только для	1	2
220	в виду только	1	2
221	говорить только о	1	2
222	на этой ступени	1	2
223	но и не	3	2
224	ясно что в	1	2
225	того и другого	2	2
226	таким образом в	2	2
227	то что является	1	2
228	по своей структуре	2	2
229	нас не только	1	2
230	мы не можем	3	2
231	еще не существует	1	2
232	с которыми мы	2	2
233	по самому своему	1	2
234	в развернутом виде	1	2
235	том что всякое	1	2
236	и что в	1	2
237	мы сказали выше	1	2
238	себе и в	1	2
239	при переходе от	8	2
240	этом случае он	1	2
241	к учению о	1	2
242	что он не	1	2
243	с другими людьми	1	2
244	в себе в	2	2
245	но если это	1	2
246	больше и больше	2	2
247	это возможно только	1	2
248	нам думается что	1	2
249	же деле это	1	2
250	это есть именно	1	2
251	в том же	3	2
252	друг на друга	2	2
253	заключается только в	2	2
254	что все эти	1	2
255	а это и	1	2
256	дело заключается в	1	2
257	а потому что	1	2
258	в самой этой	1	2
259	не может не	1	2
260	поэтому мы и	2	2
261	только на то	1	2
262	в свою очередь	3	2
263	и не может	2	2
264	никогда не может	1	2
265	возникает только в	1	2
266	внимание на то	2	2
267	в том и	3	2
268	возможно только потому	1	2
269	но только с	1	2
270	есть в данном	1	2
271	связаны между собой	4	2
272	только не мешает	1	2
273	при таком положении	1	2
274	более общее чем	1	2
275	прийти к выводу	1	2
276	как только мы	1	2
277	здесь как и	1	2
278	как и для	1	2
279	один из моментов	1	2
280	а следовательно и	1	2
281	только в самом	1	2
282	и той же	5	2
283	можно сказать только	1	2
284	а только в	1	2
285	как раз в	3	2
286	одной и той	5	2
287	и притом в	1	2
288	по себе является	1	2
289	по себе она	1	2
290	и то и	1	2
291	и без всяких	1	2
292	сказать что мы	1	2
293	но не просто	1	2
294	и там и	1	2
295	но с другой	1	2
296	которое имелось в	1	1
297	оно не имеет	2	1
298	является в этом	1	1
299	самих по себе	1	1
300	с переходом от	1	1
301	имеет в виду	3	1
302	все дело заключается	1	1
303	что она не	1	1
304	новых и новых	1	1
305	что по своему	1	1
306	укажем только на	1	1
307	и в этих	1	1
308	в виде общего	1	1
309	к действительности и	1	1
310	тем самым исключает	1	1
311	не связаны между	1	1
312	в большинстве случаев	2	1
313	что при такой	1	1
314	поскольку она является	1	1
315	только не есть	1	1
316	и значение в	1	1
317	не связанных между	1	1
318	сказать только о	1	1
319	мы должны сделать	1	1
320	мере в какой	2	1
321	что мы в	1	1
322	в целом но	1	1
323	говорить и о	1	1
324	мы натолкнулись на	1	1
325	таким образом на	1	1
326	к частному и	2	1
327	от друга и	1	1
328	таким же образом	1	1
329	того чтобы понять	1	1
330	указывает только на	1	1
331	самом деле если	1	1
332	тогда когда мы	1	1
333	этого она должна	1	1
334	имеют в виду	1	1
335	до конца и	1	1
336	как бы с	1	1
337	но и он	1	1
338	анна каренина ч	1	1
339	само за себя	1	1
340	представляется нам в	1	1
341	так как она	4	1
342	возможно только в	1	1
343	к другу и	1	1
344	кроме того что	1	1
345	но при этом	1	1
346	с другими предметами	1	1
347	в силу этого	2	1
348	не означает того	1	1
349	том и заключается	1	1
350	смысле этого слова	4	1
351	в одной точке	1	1
352	речь идет о	1	1
353	может и должен	1	1
354	приводит нас к	2	1
355	в заключение этой	1	1
356	с тем и	2	1
357	действительности но именно	1	1
358	по аналогии с	1	1
359	но я могу	1	1
360	которых мы говорили	3	1
361	и таким образом	1	1
362	своему значению и	1	1
363	для этого она	1	1
364	остановиться на одной	1	1
365	или слово и	1	1
366	точку зрения и	1	1
367	а в других	1	1
368	в новую структуру	1	1
369	заключается в самом	1	1
370	этот казалось бы	1	1
371	на этот вопрос	1	1
372	и всех других	1	1
373	и вообще как	1	1
374	но вместе с	2	1
375	не знает ни	1	1
376	можем говорить только	1	1
377	он никак не	1	1
378	общего и частного	2	1
379	точки зрения самого	2	1
380	обязательно должны быть	1	1
381	и с другой	1	1
382	что то же	1	1
383	из отдельных частей	1	1
384	вместе с развитием	2	1
385	от всяких других	1	1
386	и делает его	1	1
387	мы уже упоминали	1	1
388	совершенно правильно и	1	1
389	только не исключает	2	1
390	и входит в	1	1
391	по самой своей	5	1
392	но так как	1	1
393	начале нашего исследования	2	1
394	в той же	2	1
395	значение слова есть	2	1
396	сказать что между	1	1
397	такой же мере	3	1
398	но в смысле	1	1
399	которые относятся к	1	1
400	того что он	1	1
401	не статически а	1	1
402	и только путем	1	1
403	может и не	1	1
404	не содержат в	3	1
405	время как у	1	1
406	который мог бы	1	1
407	с тем же	1	1
408	представление о предмете	1	1
409	том как эта	1	1
410	что научное понятие	2	1
411	стрекоза и муравей	1	1
412	всякого научного понятия	1	1
413	отношения друг к	1	1
414	и речи но	2	1
415	и могут быть	1	1
416	ясно что при	1	1
417	и том же	3	1
418	оставляет нас в	1	1
419	в частности для	1	1
420	в каждой из	1	1
421	в силу того	6	1
422	при ближайшем рассмотрении	1	1
423	как учение о	1	1
424	то что по	1	1
425	время как в	1	1
426	неразрывно связаны между	1	1
427	переход от одной	1	1
428	но это есть	1	1
429	может быть в	1	1
430	вспомнить о своем	1	1
431	потому что его	1	1
432	мы начинаем понимать	1	1
433	что они были	1	1
434	закон но такой	1	1
435	что для нее	2	1
436	самого начала не	1	1
437	без всякого труда	1	1
438	зависит от того	1	1
439	но все это	1	1
440	состоит в том	3	1
441	обращать внимание на	1	1
442	из того что	5	1
443	обычный разговорный язык	1	1
444	в одной из	1	1
445	в этот вопрос	1	1
446	одном и том	3	1
447	как и все	1	1
448	тем же самым	2	1
449	ничего иного кроме	1	1
450	и что с	1	1
451	и отношений между	1	1
452	что кто не	1	1
453	исключает всякую возможность	1	1
454	которые могут быть	1	1
455	собой возникает вопрос	1	1
456	заключение этой главы	1	1
457	и заключается что	1	1
458	она все же	1	1
459	но именно в	1	1
460	ясно и точно	1	1
461	тем что она	1	1
462	том что они	2	1
463	статически а динамически	1	1
464	исторического развития человеческого	1	1
465	в нашем исследовании	1	1
466	и своего собственного	1	1
467	что представляет собой	1	1
468	есть обобщение и	1	1
469	она не имеет	1	1
470	не выражается в	1	1
471	конечно не только	1	1
472	самое большее что	1	1
473	обстоит дело с	1	1
474	прежде всего в	2	1
475	но и для	1	1
476	ведь то что	1	1
477	и значения с	1	1
478	и он сам	1	1
479	в первых двух	1	1
480	понятий в этой	1	1
481	благодаря тому что	2	1
482	в самом начале	5	1
483	которые возникают при	1	1
484	данный момент в	1	1
485	он как и	1	1
486	только оно и	1	1
487	и даже целые	2	1
488	означает того что	1	1
489	то что всякая	1	1
490	остановимся только на	1	1
491	в голове каждого	1	1
492	отношение к предмету	2	1
493	не только по	1	1
494	до известной степени	2	1
495	показывает исследование не	1	1
496	даже если мы	1	1
497	это не означает	1	1
498	я не хочу	1	1
499	не содержит в	2	1
500	ту же самую	1	1
501	и в любой	1	1
502	между собой если	1	1
503	мы в сущности	1	1
504	и что поэтому	1	1
505	того чтобы ее	1	1
506	как это показывает	1	1
507	в других отношениях	1	1
508	должно было бы	1	1
509	что за ним	1	1
510	только мы пытаемся	1	1
511	он не может	1	1
512	в котором он	1	1
513	стороны и с	1	1
514	в себе нечто	1	1
515	все необходимые данные	1	1
516	и во всех	2	1
517	что все это	1	1
518	не только ничего	1	1
519	эту точку зрения	2	1
520	что этот путь	1	1
521	может быть так	1	1
522	содержат в себе	4	1
523	стали обращать внимание	1	1
524	во втором случае	5	1
525	никакой роли и	1	1
526	прямо и непосредственно	3	1
527	силу того что	6	1
528	все же в	1	1
529	но для того	1	1
530	совершенно то же	1	1
531	действительность представлена в	1	1
532	нужно было бы	2	1
533	может быть не	1	1
534	в первом случае	5	1
535	в такой же	3	1
536	что содержится в	1	1
537	и во втором	1	1
538	того что слово	1	1
539	самой своей природе	4	1
540	речью на самом	1	1
541	том что мы	1	1
542	той и другой	3	1
543	как и всякий	1	1
544	тем что оно	3	1
545	есть как мы	1	1
546	и следовательно не	1	1
547	последнее время в	1	1
548	слова но самый	1	1
549	в таком понимании	1	1
550	во всей своей	1	1
551	не только о	1	1
552	таким образом даже	1	1
553	это означает что	1	1
554	не могут быть	3	1
555	на котором мы	2	1
556	он несет на	1	1
557	по сути дела	1	1
558	мы не станем	3	1
559	и вопрос о	1	1
560	их развития и	1	1
561	уже в силу	1	1
562	в силу чего	4	1
563	но в случае	1	1
564	ни в какие	1	1
565	выражается в слове	1	1
566	себя как бы	1	1
567	то же время	1	1
568	ее особенностей и	1	1
569	не только является	1	1
570	является как раз	1	1
571	что у него	1	1
572	вместе с ее	1	1
573	теми или иными	1	1
574	все эти особенности	1	1
575	только к одному	1	1
576	который в свою	1	1
577	и не нашел	1	1
578	в определенном направлении	1	1
579	то что было	1	1
580	и различия в	1	1
581	к нему и	1	1
582	точки зрения тех	1	1
583	друг друга и	1	1
584	значений как бы	1	1
585	таким образом мы	2	1
586	он с самого	1	1
587	в которой нам	1	1
588	по сходству или	1	1
589	не удивительно что	1	1
590	и должно быть	1	1
591	потому что у	4	1
592	различия внутри самого	1	1
593	ли не самую	1	1
594	что то что	1	1
595	его значение и	1	1
596	внутренней и внешней	1	1
597	имеет ближайшее отношение	1	1
598	что хотел сказать	1	1
599	в живой речи	1	1
600	многое такое что	1	1
601	что значения слов	1	1
602	во всем его	1	1
603	частного к общему	2	1
604	вообще не могли	1	1
605	научные понятия как	1	1
606	выйти за пределы	1	1
607	и в конце	2	1
608	ближайшее отношение к	1	1
609	самом начале нашего	2	1
610	и в отношении	1	1
611	как это сделал	1	1
612	в ее внутренней	1	1
613	не менее эти	1	1
614	в любой другой	1	1
615	понятия тем что	1	1
616	исходить из того	1	1
617	оно так же	1	1
618	в основу нашей	1	1
619	по своему значению	3	1
620	со всеми ее	1	1
621	связанных между собой	2	1
622	как то что	1	1
623	это все равно	1	1
624	не есть в	1	1
625	и можно было	1	1
626	относится к предмету	1	1
627	с которыми он	1	1
628	не можем найти	1	1
629	до последнего времени	1	1
630	и свой специфический	1	1
631	имелось в виду	1	1
632	сам собой возникает	1	1
633	все учение о	1	1
634	среди других понятий	1	1
635	и только что	1	1
636	если бы все	2	1
637	тогда когда это	1	1
638	может быть никакой	1	1
639	иначе чем это	1	1
640	и в мысли	1	1
641	к той же	1	1
642	разве это не	1	1
643	к понятию то	1	1
644	то что для	2	1
645	трудно себе представить	1	1
646	и связи с	1	1
647	представление о том	2	1
648	но только не	1	1
649	общего к частному	2	1
650	вопроса о природе	1	1
651	только ничего не	1	1
652	другими понятиями и	1	1
653	едва ли не	3	1
654	в новой и	1	1
655	и возможных для	1	1
656	идет речь в	1	1
657	то что этот	1	1
658	во всех областях	1	1
659	по нашему мнению	1	1
660	только в случае	1	1
661	имеем дело с	1	1
662	что несмотря на	1	1
