N	2gram	Potebnia_M	RusskieA
129	предположить что	4	7
130	мы должны	6	7
131	по этому	2	7
132	как будто	1	7
133	для этого	1	7
134	к тому	9	6
135	что этот	2	6
136	выше мы	4	6
137	и другой	1	6
138	не всегда	5	6
139	только на	4	6
140	но они	1	6
141	в одном	4	6
142	что она	4	6
143	после того	2	6
144	чем в	2	6
145	в таком	6	6
146	тому что	6	6
147	должно было	2	6
148	многих случаях	1	6
149	в этой	3	6
150	в нем	16	6
151	как знак	2	6
152	видели что	1	6
153	должен был	2	6
154	с ними	6	6
155	и более	4	6
156	что здесь	1	6
157	друг друга	6	6
158	в первый	1	6
159	не будем	1	6
160	или с	2	6
161	в их	2	6
162	на нее	2	6
163	все эти	1	6
164	так в	4	6
165	она не	4	6
166	но она	1	6
167	и их	4	6
168	этому поводу	1	6
169	и о	6	6
170	и к	5	5
171	в разных	4	5
172	например в	9	5
173	только для	3	5
174	тогда как	8	5
175	г в	1	5
176	с этим	12	5
177	вопрос о	2	5
178	входит в	3	5
179	с другой	8	5
180	связь между	6	5
181	к ним	3	5
182	по поводу	8	5
183	в пищу	1	5
184	не было	12	5
185	в связи	1	5
186	такие же	2	5
187	мы уже	5	5
188	или же	8	5
189	можно было	1	5
190	эту силу	1	5
191	и др	1	5
192	там где	6	5
193	в то	16	5
194	прежде всего	6	5
195	его с	3	5
196	тогда когда	20	5
197	с ним	10	5
198	то на	1	5
199	к таким	1	5
200	что он	8	5
201	ничего общего	2	5
202	то и	10	5
203	в свою	6	5
204	или вообще	1	5
205	заметить что	7	5
206	но если	2	5
207	тот же	2	5
208	в его	6	5
209	на самом	4	5
210	или даже	1	5
211	и потому	9	5
212	не с	4	5
213	этих случаях	1	5
214	в целом	5	5
215	во всем	2	4
216	только тогда	13	4
217	или по	2	4
218	не столько	2	4
219	в своих	2	4
220	но все	2	4
221	именно в	5	4
222	во всяком	4	4
223	некоторые из	1	4
224	в котором	7	4
225	но эти	1	4
226	не что	1	4
227	в глаза	2	4
228	от них	4	4
229	и из	2	4
230	влияние на	3	4
231	что у	4	4
232	что иное	1	4
233	несмотря на	2	4
234	но он	3	4
235	которое в	2	4
236	мы приведем	1	4
237	нет но	1	4
238	здесь мы	1	4
239	тем и	5	4
240	природы и	2	4
241	что для	5	4
242	но есть	3	4
243	могут быть	6	4
244	и от	5	4
245	показывают что	1	4
246	по нескольку	1	4
247	многие другие	3	4
248	своего рода	1	4
249	и здесь	3	4
250	та же	3	4
251	за ним	4	4
252	что этим	1	4
253	если в	2	4
254	и при	5	4
255	и другим	2	4
256	не на	1	4
257	то время	7	4
258	вряд ли	4	4
259	бросается в	1	4
260	что сила	2	4
261	на основе	1	4
262	и до	2	4
263	и а	1	4
264	и потом	1	4
265	и там	1	4
266	переход от	3	4
267	в образе	4	4
268	этого слова	14	4
269	всяком случае	3	4
270	у них	1	4
271	и после	2	4
272	и многие	3	4
273	нас не	1	4
274	уже в	10	4
275	его и	1	4
276	в старину	3	4
277	в таких	4	4
278	основаны на	2	4
279	по своему	2	4
280	а к	4	4
281	отличие от	2	4
282	в ней	11	4
283	связано с	2	4
284	к тем	4	4
285	по всей	1	4
286	к ней	7	4
287	которые в	1	4
288	и ее	1	4
289	можно будет	1	4
290	и тогда	4	4
291	других случаях	2	4
292	таким же	2	4
293	иное как	1	4
294	все что	4	3
295	к другу	1	3
296	же и	3	3
297	такая форма	2	3
298	которые не	1	3
299	судить о	2	3
300	в какой	3	3
301	в виду	1	3
302	связь с	4	3
303	более или	6	3
304	есть в	6	3
305	можно объяснить	1	3
306	или другие	1	3
307	а именно	1	3
308	в одно	8	3
309	в природе	3	3
310	разные стороны	1	3
311	на первый	1	3
312	от этого	2	3
313	говорится о	1	3
314	и такие	1	3
315	эта связь	2	3
316	он был	1	3
317	пор пока	2	3
318	только как	9	3
319	в изучении	1	3
320	увидим что	2	3
321	не имеем	3	3
322	в различных	2	3
323	женщины с	1	3
324	по отношению	12	3
325	что ее	1	3
326	до того	5	3
327	свою очередь	6	3
328	и еще	1	3
329	как на	6	3
330	на которой	4	3
331	находится в	5	3
332	и девицы	1	3
333	что все	5	3
334	точки зрения	4	3
335	что именно	5	3
336	именно с	1	3
337	тут же	2	3
338	никогда не	2	3
339	это сходство	1	3
340	как средство	2	3
341	с одной	8	3
342	мы знаем	1	3
343	на него	3	3
344	хотя и	3	3
345	в ее	3	3
346	по содержанию	2	3
347	тому же	1	3
348	или не	3	3
349	в которой	9	3
350	же значение	1	3
351	их по	1	3
352	очевидно что	9	3
353	сходство с	1	3
354	большинстве случаев	2	3
355	в области	3	3
356	и это	6	3
357	в эту	4	3
358	сих пор	4	3
359	человека а	2	3
360	на другой	2	3
361	но можно	1	3
362	почему именно	1	3
363	к слову	3	3
364	совсем не	2	3
365	можно сделать	1	3
366	в форме	2	3
367	мы здесь	1	3
368	с таким	3	3
369	нечто вроде	2	3
370	когда они	1	3
371	его к	2	3
372	чтобы не	1	3
373	до сих	4	3
374	друг к	1	3
375	них в	2	3
376	то есть	53	3
377	также что	1	3
378	известно что	4	3
379	из таких	1	3
380	из которых	1	3
381	сводится к	1	3
382	независимо от	10	3
383	если бы	20	3
384	их и	1	3
385	встречаются и	1	3
386	в своей	2	3
387	можно назвать	2	3
388	относятся к	2	3
389	жизни в	1	3
390	том как	3	3
391	на каждом	1	3
392	не во	1	3
393	на другие	7	3
394	смерти и	1	3
395	с точки	3	3
396	тех пор	5	3
397	значение и	1	3
398	с которой	2	3
399	каждый из	1	3
400	и наоборот	5	3
401	народной поэзии	10	3
402	нет и	2	3
403	и во	1	3
404	при котором	2	3
405	на этот	1	3
406	не имели	2	3
407	здесь не	1	3
408	увидим ниже	1	3
409	они были	1	3
410	и то	13	3
411	только по	5	3
412	ее на	1	3
413	это и	2	3
414	такое же	5	3
415	что с	2	3
416	с другими	9	3
417	между собою	13	3
418	на все	3	3
419	по его	1	3
420	с себя	2	3
421	или менее	6	3
422	в одной	1	3
423	жизнь и	1	3
424	до тех	5	3
425	довольно часто	1	3
426	быть и	1	3
427	когда он	1	3
428	что касается	1	3
429	есть и	3	3
430	как он	1	3
431	но вместе	5	3
432	думать что	6	3
433	в большинстве	2	3
434	отношению к	10	3
435	место в	4	3
436	на то	6	3
437	должны признать	1	3
438	и его	4	3
439	этой силы	1	3
440	это в	2	3
441	слова в	7	3
442	и другое	3	3
443	как символ	1	3
444	не к	4	3
445	мы наблюдаем	1	2
446	такой взгляд	2	2
447	от него	2	2
448	несомненно что	3	2
449	исходя из	1	2
450	к дереву	1	2
451	с этой	2	2
452	под ним	2	2
453	силы на	1	2
454	тем как	4	2
455	воспоминания о	2	2
456	но тем	4	2
457	не как	3	2
458	и лучше	1	2
459	время не	1	2
460	нас в	3	2
461	например с	1	2
462	другой стороны	4	2
463	но что	4	2
464	по себе	26	2
465	на основании	1	2
466	этим объясняется	1	2
467	что чем	2	2
468	ему но	1	2
469	от одного	5	2
470	из нее	2	2
471	равно как	2	2
472	из всего	1	2
473	принадлежат к	1	2
474	в числе	1	2
475	второй член	1	2
476	на эту	1	2
477	когда в	2	2
478	и следовательно	3	2
479	по тому	7	2
480	но мы	3	2
481	сделать из	1	2
482	состоит не	4	2
483	было не	1	2
484	можно сказать	4	2
485	дают нам	1	2
486	можно считать	1	2
487	раз и	1	2
488	но даже	3	2
489	одной стороны	4	2
490	другу и	1	2
491	оно как	1	2
492	в первые	1	2
493	между двумя	5	2
494	на которые	1	2
495	говорить о	6	2
496	образом из	1	2
497	и когда	1	2
498	людей и	2	2
499	несколько примеров	1	2
500	они с	1	2
501	как оно	2	2
502	себе в	2	2
503	так называемых	3	2
504	на ней	1	2
505	с другим	2	2
506	в прошлом	1	2
507	некоторое время	3	2
508	более сложное	1	2
509	сказать что	8	2
510	нам право	1	2
511	но возможно	1	2
512	в сказке	1	2
513	в нашем	1	2
514	это так	2	2
515	который в	2	2
516	в противном	1	2
517	друг с	1	2
518	к этим	1	2
519	но так	3	2
520	это объяснение	1	2
521	все в	3	2
522	не принадлежат	1	2
523	мы видим	3	2
524	и он	1	2
525	например из	1	2
526	не противоречит	1	2
527	особую силу	1	2
528	на которую	2	2
529	землю и	1	2
530	должно быть	9	2
531	время и	2	2
532	но еще	1	2
533	смысле в	3	2
534	что при	3	2
535	что такое	2	2
536	и за	1	2
537	к веселью	1	2
538	у него	3	2
539	что между	2	2
540	и д	1	2
541	в несколько	1	2
542	ее от	2	2
543	как по	1	2
544	но совершенно	1	2
545	тот кто	1	2
546	одним из	3	2
547	заключить что	3	2
548	быть только	5	2
549	как его	1	2
550	говорить что	1	2
551	сложное явление	1	2
552	на тот	1	2
553	между ними	4	2
554	между прочим	5	2
555	основная форма	1	2
556	следовательно и	2	2
557	в двух	1	2
558	к вопросу	1	2
559	из одного	3	2
560	в чем	6	2
561	имеет и	1	2
562	могло бы	2	2
563	под влиянием	1	2
564	в каждом	6	2
565	о происхождении	1	2
566	мы можем	13	2
567	не означает	1	2
568	они становятся	1	2
569	не составляет	2	2
570	и даже	3	2
571	не дает	2	2
572	для наших	1	2
573	не отличаются	1	2
574	не связанных	1	2
575	он не	4	2
576	и тем	8	2
577	имеет целью	1	2
578	что эта	3	2
579	себе на	1	2
580	не были	4	2
581	в приведенном	3	2
582	иметь в	2	2
583	ни одно	2	2
584	когда мы	4	2
585	которого в	3	2
586	т п	7	2
587	значение как	1	2
588	общего с	1	2
589	его как	3	2
590	вера в	1	2
591	друг другу	2	2
592	но нет	2	2
593	в себе	26	2
594	на доску	1	2
595	образом в	4	2
596	в силу	7	2
597	на место	1	2
598	значит что	2	2
599	представления и	4	2
600	для чего	1	2
601	воспоминание о	4	2
602	должны будем	3	2
603	в один	4	2
604	и сами	2	2
605	от нее	2	2
606	не так	1	2
607	выводы можно	1	2
608	и должны	1	2
609	это значение	1	2
610	можно видеть	6	2
611	и затем	3	2
612	с и	3	2
613	в жизни	1	2
614	не всякий	1	2
615	этого мало	1	2
616	в другой	3	2
617	этот не	1	2
618	о которой	1	2
619	в область	1	2
620	такое толкование	1	2
621	от другого	3	2
622	оно не	7	2
623	все то	3	2
624	не более	1	2
625	самом деле	5	2
626	отличаются от	1	2
627	показать что	1	2
628	с г	1	2
629	если это	1	2
630	обращается к	2	2
631	значения и	1	2
632	относящиеся к	1	2
633	к нам	2	2
634	этим в	1	2
635	быть назван	3	2
636	себя и	4	2
637	поэзии и	8	2
638	так называемая	1	2
639	в народной	2	2
640	перед нами	3	2
641	его состоит	1	2
642	всем этом	1	2
643	не является	1	2
644	с места	1	2
645	что такие	1	2
646	вытекает из	2	2
647	и состоит	2	2
648	состоять в	2	2
649	и если	4	2
650	относится к	6	2
651	таком виде	1	2
652	и и	1	2
653	быть не	4	2
654	в малороссии	1	2
655	и теперь	6	2
656	что если	5	2
657	не могло	3	2
658	ее с	2	2
659	целый ряд	2	2
660	он есть	1	2
661	к другому	3	2
662	с нею	5	2
663	в ряд	1	2
664	с его	1	2
665	к новой	1	2
666	по этой	1	2
667	он должен	2	2
668	судя по	3	2
669	что есть	3	2
670	но оно	6	2
671	ответ на	3	2
672	но на	2	2
673	в более	4	2
674	что ему	1	2
675	объяснить себе	1	2
676	только одно	1	2
677	ни с	1	2
678	вероятно что	2	2
679	для него	14	2
680	этом отношении	2	2
681	как у	2	2
682	более позднее	1	2
683	из своих	1	2
684	что каждый	1	2
685	и е	1	2
686	участие в	1	2
687	представлений и	5	2
688	основана на	1	2
689	от своих	4	2
690	однако не	1	2
691	потом на	1	2
692	и непосредственно	1	2
693	силу на	1	2
694	но эта	3	2
695	дело в	1	2
696	и начинается	1	2
697	здесь все	1	2
698	виду что	2	2
699	в ряде	1	2
700	в стороне	1	2
701	и без	9	2
702	право на	1	2
703	с другом	1	2
704	должен быть	1	2
705	особенно в	1	2
706	и вообще	4	2
707	тем более	9	2
708	что эти	3	2
709	еще до	3	2
710	разница между	3	2
711	может иметь	1	2
712	а как	2	2
713	и притом	3	2
714	огонь и	1	2
715	из ряда	1	2
716	составные части	1	2
717	от земли	2	2
718	в начале	3	2
719	в пределах	1	2
720	во всю	1	2
721	значение слова	8	2
722	отношение к	2	2
723	для такого	1	2
724	трав и	1	2
725	к новому	1	2
726	а через	1	2
727	в ту	2	2
728	только одну	2	2
729	и наконец	3	2
730	представление есть	4	2
731	на ту	1	2
732	в той	2	1
733	в самом	11	1
734	люди которые	2	1
735	удерживается в	1	1
736	видели в	1	1
737	с которого	1	1
738	можно заметить	1	1
739	могут иметь	1	1
740	можем судить	1	1
741	цель этих	1	1
742	еще раз	2	1
743	еще живет	1	1
744	те или	1	1
745	что представление	1	1
746	еще более	1	1
747	указывает на	8	1
748	только что	12	1
749	и собирать	1	1
750	и представлением	1	1
751	чем сильнее	1	1
752	прямо на	1	1
753	есть время	1	1
754	есть однако	1	1
755	о потере	1	1
756	и имеет	1	1
757	случае мы	1	1
758	часть его	2	1
759	и другую	1	1
760	до самого	1	1
761	формы в	3	1
762	в нашу	1	1
763	или нет	1	1
764	сказанное о	1	1
765	примыкает к	4	1
766	отсюда как	1	1
767	те же	6	1
768	таких представлений	1	1
769	если нет	1	1
770	него всю	1	1
771	и таких	1	1
772	по-видимому не	2	1
773	потому не	1	1
774	него в	1	1
775	в с	1	1
776	случае он	1	1
777	одно мгновение	1	1
778	только из	2	1
779	быть может	7	1
780	именно эти	2	1
781	нет такого	1	1
782	по мере	12	1
783	отдельно от	1	1
784	переходит к	1	1
785	сходно с	2	1
786	границы между	1	1
787	в первом	5	1
788	сделать некоторые	1	1
789	относится и	1	1
790	и сам	1	1
791	что огонь	1	1
792	на такой	1	1
793	каким образом	2	1
794	на свою	2	1
795	в некотором	2	1
796	форму и	1	1
797	но за	1	1
798	уже на	2	1
799	не составляют	3	1
800	от необходимости	1	1
801	выражено в	1	1
802	места и	1	1
803	развития но	1	1
804	и должен	1	1
805	его на	3	1
806	полученных им	1	1
807	в собственном	3	1
808	известно не	1	1
809	нужно чтобы	1	1
810	с другою	1	1
811	форма более	1	1
812	еще ясно	1	1
813	этом можно	1	1
814	это бывает	1	1
815	есть когда	1	1
816	зависят от	2	1
817	его уже	1	1
818	а нечто	1	1
819	по своим	1	1
820	же после	1	1
821	которое не	2	1
822	себя не	1	1
823	к своим	1	1
824	затем начинается	1	1
825	начнем с	1	1
826	не удается	1	1
827	а вместе	2	1
828	первый взгляд	1	1
829	тот не	1	1
830	и того	2	1
831	нам не	2	1
832	одного и	2	1
833	другими и	1	1
834	сложившихся в	1	1
835	это с	1	1
836	но соответствующие	1	1
837	своему влиянию	1	1
838	за самый	1	1
839	водою и	1	1
840	было в	6	1
841	должны служить	1	1
842	которой он	1	1
843	той и	2	1
844	сам и	1	1
845	одно целое	3	1
846	что всякое	1	1
847	этом а	1	1
848	г д	1	1
849	на счастье	1	1
850	хотя бы	3	1
851	этом мы	1	1
852	это делается	1	1
853	связано в	1	1
854	все свои	2	1
855	и первобытный	1	1
856	смотрели на	1	1
857	обычных в	1	1
858	из жизни	1	1
859	была только	1	1
860	имея в	1	1
861	из себя	3	1
862	и действия	2	1
863	песня может	1	1
864	из своего	1	1
865	не вдаваясь	1	1
866	точно так	15	1
867	видеть что	2	1
868	на пути	2	1
869	приходит к	1	1
870	возможен только	1	1
871	значение чем	1	1
872	а между	6	1
873	и одно	1	1
874	превращается в	3	1
875	значительной степени	2	1
876	или точнее	1	1
877	его по	1	1
878	не вполне	1	1
879	разное время	3	1
880	той которая	1	1
881	не я	3	1
882	сомнение в	1	1
883	но этот	2	1
884	был более	1	1
885	нам что	1	1
886	по ней	1	1
887	можем предположить	2	1
888	затем в	1	1
889	по которым	1	1
890	научное объяснение	1	1
891	вместе и	7	1
892	у сербов	1	1
893	без ответа	1	1
894	а только	7	1
895	явление не	1	1
896	такая же	2	1
897	к которому	1	1
898	можно понимать	1	1
899	с этими	1	1
900	во времена	2	1
901	чтобы при	1	1
902	вообще мы	1	1
903	по одной	1	1
904	без которой	2	1
905	который у	1	1
906	в отдельных	2	1
907	не мог	1	1
908	к ее	1	1
909	это к	1	1
910	того же	5	1
911	они могут	2	1
912	д а	1	1
913	в связь	1	1
914	случае когда	1	1
915	едва ли	1	1
916	свойства и	1	1
917	эти выражения	1	1
918	гораздо более	1	1
919	в подобных	1	1
920	выделить и	1	1
921	как причина	1	1
922	представить себе	5	1
923	слово обозначающее	2	1
924	и музыки	1	1
925	может состоять	1	1
926	еще одну	1	1
927	него как	1	1
928	которой оно	2	1
929	и мы	3	1
930	по преимуществу	1	1
931	так слово	3	1
932	совершенно другой	1	1
933	один пример	1	1
934	похожи на	1	1
935	их содержания	2	1
936	три направления	1	1
937	они состояли	1	1
938	вообще а	1	1
939	есть одно	2	1
940	притом не	2	1
941	можно думать	3	1
942	в состоянии	5	1
943	что уже	2	1
944	первый раз	1	1
945	для которой	1	1
946	из того	2	1
947	сильнее чем	1	1
948	как нет	1	1
949	если они	1	1
950	мое с	1	1
951	полной ясности	1	1
952	почему в	1	1
953	же думает	1	1
954	других источников	1	1
955	это обстоятельство	1	1
956	лучше чем	1	1
957	о единстве	3	1
958	не думает	1	1
959	и сама	2	1
960	кому он	1	1
961	два раза	1	1
962	это слово	6	1
963	не от	3	1
964	не ограничивается	1	1
965	души а	1	1
966	уже плохо	1	1
967	в белом	1	1
968	по некоторым	1	1
969	музыки с	1	1
970	не была	1	1
971	входящие в	1	1
972	противоположность между	1	1
973	отсюда видно	2	1
974	в результате	1	1
975	на разных	2	1
976	не знает	4	1
977	ли мы	3	1
978	с двумя	1	1
979	прежде чем	2	1
980	ее развития	1	1
981	что его	3	1
982	vii ср	1	1
983	меру своих	1	1
984	первоначально было	1	1
985	при каждом	2	1
986	что связь	1	1
987	что не	12	1
988	смысла но	1	1
989	но для	1	1
990	человека одетого	1	1
991	в среде	1	1
992	с одним	3	1
993	что совокупность	2	1
994	более древнего	1	1
995	время как	3	1
996	по одному	1	1
997	прибавить что	5	1
998	есть та	1	1
999	из чего	1	1
1000	не есть	24	1
1001	рядом с	2	1
1002	имели и	1	1
1003	и горе	1	1
1004	даже не	2	1
1005	одном из	4	1
1006	основано на	1	1
1007	и старается	1	1
1008	глаза что	1	1
1009	связь образа	1	1
1010	в ряду	7	1
1011	так сказать	6	1
1012	до недавнего	1	1
1013	не представляет	1	1
1014	предметы а	2	1
1015	представляется нам	2	1
1016	связанным с	1	1
1017	себе и	1	1
1018	вне связи	2	1
1019	точек зрения	1	1
1020	состав этого	1	1
1021	а другой	1	1
1022	собою и	3	1
1023	жизни то	2	1
1024	и понимание	1	1
1025	по меньшей	1	1
1026	то эти	1	1
1027	будет сказать	1	1
1028	по-видимому представляет	1	1
1029	а потом	2	1
1030	или за	1	1
1031	нами как	1	1
1032	для его	1	1
1033	лица и	3	1
1034	определенном смысле	1	1
1035	и значит	1	1
1036	которой и	1	1
1037	тесно связаны	1	1
1038	ему в	2	1
1039	приводит его	1	1
1040	а следовательно	1	1
1041	внесена в	1	1
1042	был уже	1	1
1043	предполагает что	4	1
1044	одну сторону	1	1
1045	а живым	1	1
1046	исходная точка	2	1
1047	характер из	1	1
1048	все остальные	3	1
1049	близко к	1	1
1050	эти слова	2	1
1051	ходили по	1	1
1052	следует представлять	1	1
1053	этого к	1	1
1054	оснований для	1	1
1055	и веселья	1	1
1056	имеют более	1	1
1057	к любви	1	1
1058	нашем сознании	1	1
1059	и этой	1	1
1060	как средства	1	1
1061	не будет	4	1
1062	к такой	1	1
1063	в детстве	1	1
1064	если же	1	1
1065	должны быть	3	1
1066	имеем их	1	1
1067	и та	5	1
1068	чем больше	3	1
1069	не могла	2	1
1070	это описание	1	1
1071	время когда	3	1
1072	имела в	1	1
1073	имеет много	1	1
1074	и хотя	3	1
1075	это влияние	1	1
1076	в нее	5	1
1077	что бы	1	1
1078	как один	1	1
1079	в которое	1	1
1080	другая сторона	1	1
1081	свое объяснение	1	1
1082	могла бы	2	1
1083	смерть но	1	1
1084	другому и	2	1
1085	к первому	2	1
1086	он в	1	1
1087	значения их	1	1
1088	на который	2	1
1089	однако в	1	1
1090	оно имеет	3	1
1091	найти в	1	1
1092	каждый человек	1	1
1093	и каждый	1	1
1094	есть вместе	3	1
1095	них не	4	1
1096	и почему	2	1
1097	в первой	1	1
1098	это для	1	1
1099	песен как	1	1
1100	и есть	4	1
1101	с которым	3	1
1102	или может	1	1
1103	почвы на	1	1
1104	теми же	1	1
1105	признает его	1	1
1106	в общем	1	1
1107	ей не	1	1
1108	что без	2	1
1109	на некоторое	1	1
1110	бы ни	6	1
1111	когда начинается	1	1
1112	происходит при	2	1
1113	объясняется почему	1	1
1114	еще менее	1	1
1115	нетрудно будет	1	1
1116	чем и	1	1
1117	легче всего	1	1
1118	и чем	3	1
1119	имеет свою	2	1
1120	себе этот	2	1
1121	они представляются	1	1
1122	каждого из	2	1
1123	можно сразу	1	1
1124	доказано и	1	1
1125	в пространстве	1	1
1126	что до	3	1
1127	пришел к	1	1
1128	не имеющий	1	1
1129	следовательно не	1	1
1130	можно только	3	1
1131	всем другим	1	1
1132	это неверно	1	1
1133	и стало	2	1
1134	собственном смысле	2	1
1135	образом и	3	1
1136	взгляд на	1	1
1137	он уже	1	1
1138	непосредственно не	2	1
1139	несправедливо было	1	1
1140	следующие за	2	1
1141	доказательства что	1	1
1142	и который	1	1
1143	другой а	1	1
1144	хлеба это	1	1
1145	должна быть	2	1
1146	оно могло	1	1
1147	был бы	2	1
1148	двери и	1	1
1149	для себя	3	1
1150	оно было	1	1
1151	образа и	6	1
1152	и менее	1	1
1153	мы получаем	1	1
1154	говорит и	1	1
1155	что цель	2	1
1156	менее ясно	1	1
1157	именно только	1	1
1158	никак не	3	1
1159	сам по	9	1
1160	на таких	1	1
1161	на лице	1	1
1162	способность слова	1	1
1163	ни в	2	1
1164	но этого	1	1
1165	это есть	1	1
1166	не могут	7	1
1167	от их	1	1
1168	если не	6	1
1169	до этого	2	1
1170	прибавить к	1	1
1171	от своего	2	1
1172	ни о	3	1
1173	как при	3	1
1174	на раннее	1	1
1175	или наоборот	2	1
1176	что называется	1	1
1177	значении этого	1	1
1178	к которым	2	1
1179	то увидим	1	1
1180	оно связано	1	1
1181	слово к	1	1
1182	как о	3	1
1183	и такая	1	1
1184	с такими	1	1
1185	может стать	3	1
1186	меньшей мере	1	1
1187	более древняя	1	1
1188	теперь следует	1	1
1189	которые могут	1	1
1190	с собою	1	1
1191	правда не	1	1
1192	явлений и	3	1
1193	с криком	1	1
1194	о любви	2	1
1195	форме а	1	1
1196	можно найти	1	1
1197	о котором	2	1
1198	правило имеет	1	1
1199	зависимости от	1	1
1200	из которого	1	1
1201	со стороны	4	1
1202	знает что	1	1
1203	всей своей	1	1
1204	время между	1	1
1205	во сне	1	1
1206	нужно заметить	1	1
1207	их соединения	1	1
1208	на год	1	1
1209	не входит	1	1
1210	тесной связи	2	1
1211	человека и	8	1
1212	тому кто	1	1
1213	ли они	1	1
1214	к представлению	2	1
1215	одинаково может	1	1
1216	славянские и	1	1
1217	еще и	1	1
1218	наука в	1	1
1219	и действий	1	1
1220	бы с	1	1
1221	сливается с	2	1
1222	другое слово	1	1
1223	и кончается	1	1
1224	что мы	16	1
1225	видим что	1	1
1226	в очень	1	1
1227	тех же	1	1
1228	недавнего времени	1	1
1229	такой случай	1	1
1230	в разное	3	1
1231	на той	2	1
1232	и между	4	1
1233	но здесь	1	1
1234	на том	1	1
1235	значение этого	1	1
1236	это только	2	1
1237	с а	2	1
1238	внимание на	2	1
1239	а может	2	1
1240	может произойти	1	1
1241	очень вероятно	1	1
1242	самых разнообразных	1	1
1243	хотя это	1	1
1244	только один	3	1
1245	находящихся в	2	1
1246	народа к	1	1
1247	очень хорошо	1	1
1248	объяснение только	1	1
1249	находилось в	1	1
1250	отношении к	3	1
1251	материал не	1	1
1252	этим словом	1	1
1253	и об	1	1
1254	внимания на	1	1
1255	и наша	1	1
1256	не потому	2	1
1257	вслед за	6	1
1258	на картине	1	1
1259	слова с	4	1
1260	если человек	1	1
1261	более и	1	1
1262	образ этот	1	1
1263	в совершенно	1	1
1264	в истории	2	1
1265	не без	1	1
1266	при помощи	2	1
1267	знаем что	1	1
1268	себя от	2	1
1269	в каком	8	1
1270	еще один	1	1
1271	в силе	1	1
1272	поэзии как	1	1
1273	возвращаются в	1	1
1274	многое но	1	1
1275	таким путем	2	1
1276	от дерева	1	1
1277	который например	1	1
1278	на более	2	1
1279	нередко не	1	1
1280	ним но	1	1
1281	слово с	4	1
1282	без всякого	2	1
1283	указывают на	3	1
1284	ее не	4	1
1285	тем же	6	1
1286	мог бы	1	1
1287	и ограничимся	1	1
1288	принадлежит к	1	1
1289	в самую	1	1
1290	их с	1	1
1291	одной из	3	1
1292	она имела	1	1
1293	что я	5	1
1294	форма и	1	1
1295	из первых	1	1
1296	что первое	3	1
1297	только при	2	1
1298	были уже	1	1
1299	ли можно	1	1
1300	в сознании	36	1
1301	он может	2	1
1302	доску с	1	1
1303	свою силу	1	1
1304	отсюда можно	3	1
1305	или другое	2	1
1306	только потому	8	1
1307	мы еще	1	1
1308	в самой	1	1
1309	только о	2	1
1310	в животном	3	1
1311	стало бы	1	1
1312	с каким	3	1
1313	и дерево	1	1
1314	выше о	2	1
1315	на время	1	1
1316	таком же	1	1
