N	2gram	Medvedev_F	KFilosof
259	события и	1	2
260	мира произведения	1	2
261	и эти	1	2
262	и развивается	1	2
263	один из	4	2
264	ему в	1	2
265	и конечно	1	2
266	мышления и	2	2
267	может не	1	2
268	чего не	1	2
269	его с	5	2
270	факта и	1	2
271	случае мы	1	2
272	оценки и	1	2
273	смысле в	1	2
274	еще более	6	2
275	своем содержании	4	2
276	тому что	3	2
277	а это	1	2
278	чтобы стать	2	2
279	именно она	1	2
280	единства и	2	2
281	это уже	1	2
282	тем не	2	2
283	содержание не	1	2
284	так и	24	2
285	жить и	1	2
286	из которых	1	2
287	хх вв	1	2
288	и то	1	2
289	в качестве	2	2
290	и свой	1	2
291	и принципиально	1	2
292	нами в	1	2
293	сводится к	6	2
294	и само	2	2
295	смысла в	2	2
296	по себе	10	2
297	и смысл	1	2
298	в виде	2	2
299	все остальное	4	2
300	со всеми	3	2
301	оно не	6	2
302	к историческому	1	2
303	если не	1	2
304	говорим о	2	2
305	он может	1	2
306	не о	7	2
307	ее от	2	2
308	ни одна	2	2
309	и навсегда	2	2
310	даны в	1	2
311	в сознании	1	2
312	мы говорим	4	2
313	дело в	1	2
314	содержание и	1	2
315	подхода к	4	2
316	лишь постольку	2	2
317	и эта	2	2
318	в составе	1	2
319	дело здесь	1	2
320	нет подхода	1	2
321	не следует	5	2
322	в процессе	17	2
323	в жизни	3	2
324	смысле и	2	2
325	и должен	3	2
326	с тем	11	2
327	его на	1	2
328	пройти мимо	1	2
329	и общее	1	2
330	и как	6	2
331	лишь с	1	2
332	что он	8	2
333	предмет и	1	2
334	себя как	1	2
335	чтобы дать	1	2
336	первом плане	1	2
337	и отчетливо	1	2
338	место и	3	2
339	и просто	1	2
340	как в	12	2
341	на первом	1	2
342	где она	1	2
343	во главе	1	2
344	от этого	3	2
345	смысла и	3	2
346	это было	3	2
347	в это	1	2
348	этом его	1	2
349	философии но	1	2
350	ничего общего	2	2
351	а для	1	2
352	можно и	2	2
353	как оно	1	2
354	жизнь и	3	2
355	все они	1	2
356	этого слова	4	2
357	и оформления	1	2
358	и поступка	1	2
359	действительности в	3	2
360	поскольку она	1	2
361	к этому	3	2
362	и потому	9	2
363	ни к	1	2
364	было и	1	2
365	его и	2	2
366	может иметь	1	2
367	видения и	1	2
368	ведь это	1	2
369	а с	1	2
370	в данном	2	2
371	и других	4	2
372	вопрос о	3	2
373	раз и	6	2
374	своих моментах	2	2
375	как предмета	1	2
376	мира как	2	2
377	она не	8	2
378	она могла	1	2
379	потому что	2	2
380	единства в	1	2
381	того чтобы	4	2
382	философии культуры	4	2
383	то ни	5	2
384	совсем не	2	2
385	с этого	1	2
386	кажется что	1	2
387	из самого	1	2
388	не будет	2	2
389	в него	2	2
390	именно на	4	2
391	на нем	1	2
392	говорить о	4	2
393	что эта	2	2
394	для этого	6	2
395	отношении к	2	2
396	не из	5	2
397	же время	13	2
398	к которой	1	2
399	ее до	2	2
400	думать что	4	2
401	только это	1	2
402	всей его	1	2
403	или иное	2	2
404	и всех	1	2
405	стал бы	2	2
406	пространства и	1	2
407	имеем в	1	2
408	в этой	10	2
409	он и	3	2
410	но ни	2	2
411	и ценности	1	2
412	и под	1	2
413	философии жизни	1	2
414	но есть	2	2
415	ее как	2	2
416	все остальные	2	2
417	смысле не	1	2
418	включая сюда	2	2
419	было дано	1	2
420	слова в	2	2
421	или иной	1	2
422	определить в	1	2
423	бы оно	2	2
424	с его	12	2
425	в области	6	2
426	его к	1	2
427	как предмет	3	2
428	а как	5	2
429	человек не	3	2
430	содержания но	2	2
431	каждый момент	1	2
432	постольку поскольку	1	2
433	приобщается к	1	2
434	с ее	7	2
435	к содержанию	1	2
436	чтобы не	2	2
437	то или	1	2
438	все во	1	2
439	и ее	15	2
440	едва ли	3	2
441	познания в	1	2
442	этих моментов	1	2
443	вся эта	2	2
444	гораздо более	1	2
445	себе а	2	2
446	сам этот	1	2
447	все конкретные	1	2
448	для самого	1	1
449	полнота слова	1	1
450	положений и	1	1
451	подход к	2	1
452	все в	3	1
453	о принципиальной	1	1
454	она сама	1	1
455	мир не	1	1
456	всего в	5	1
457	построения и	1	1
458	более не	1	1
459	в самом	17	1
460	какого бы	1	1
461	системы поэтому	1	1
462	и к	7	1
463	мире и	1	1
464	на почве	20	1
465	они имеют	1	1
466	к действительности	3	1
467	и необходимая	1	1
468	только не	2	1
469	понятий и	4	1
470	влечет за	1	1
471	ориентируется в	2	1
472	стать в	1	1
473	мира искусства	1	1
474	во втором	7	1
475	в содержании	7	1
476	как это	8	1
477	и культуры	1	1
478	только путем	1	1
479	мы видим	1	1
480	изнутри самой	1	1
481	него как	1	1
482	до сих	7	1
483	здесь на	1	1
484	в душе	2	1
485	и всякий	2	1
486	различны в	1	1
487	этой задачи	1	1
488	можно говорить	2	1
489	не выходит	2	1
490	религии и	1	1
491	в действительную	1	1
492	что язык	2	1
493	ее основных	1	1
494	сказать в	2	1
495	ничем не	4	1
496	так как	4	1
497	от единства	1	1
498	в последнем	2	1
499	как единая	1	1
500	жизни такова	1	1
501	и очень	1	1
502	как таковой	8	1
503	менее в	1	1
504	же и	2	1
505	как с	2	1
506	изнутри и	1	1
507	живого и	1	1
508	и попытка	2	1
509	только что	1	1
510	такова же	1	1
511	и свою	5	1
512	но из	2	1
513	самих объектов	1	1
514	зависит от	2	1
515	за исключением	3	1
516	таком положении	3	1
517	на ее	1	1
518	значение для	2	1
519	ровно ничего	1	1
520	мог бы	1	1
521	нашей работы	3	1
522	смысле слова	1	1
523	оно было	3	1
524	всей полноте	1	1
525	что уже	1	1
526	предположение что	1	1
527	не будем	1	1
528	науки искусства	1	1
529	и должно	4	1
530	отношения к	6	1
531	он становится	3	1
532	нет места	1	1
533	его содержание	2	1
534	несмотря на	2	1
535	что делает	1	1
536	другого человека	1	1
537	была бы	4	1
538	события его	1	1
539	со всех	1	1
540	которых он	1	1
541	вся конкретная	1	1
542	к идеалу	1	1
543	и наконец	7	1
544	или с	1	1
545	и прагматизм	1	1
546	самому своему	1	1
547	художественного творчества	1	1
548	говорим не	1	1
549	для всего	3	1
550	это значит	1	1
551	хотя и	3	1
552	уже с	1	1
553	ни на	5	1
554	по принципу	2	1
555	эта же	2	1
556	и из	1	1
557	переживания мира	1	1
558	как раз	8	1
559	определенных условиях	2	1
560	в литературе	6	1
561	к такому	1	1
562	и единственным	1	1
563	ее в	3	1
564	и тут	1	1
565	и сама	1	1
566	и через	2	1
567	можно сказать	2	1
568	ориентации в	1	1
569	всего мы	1	1
570	только при	2	1
571	и новое	1	1
572	и понят	1	1
573	конкретном единстве	4	1
574	смысле можно	1	1
575	не способны	1	1
576	отделить от	1	1
577	в отношении	3	1
578	в единый	1	1
579	же не	1	1
580	его от	5	1
581	в результате	8	1
582	здесь в	2	1
583	не от	3	1
584	самого по	1	1
585	мы возьмем	1	1
586	смысле этого	4	1
587	то только	1	1
588	вывод о	1	1
589	с собой	1	1
590	лишь технический	1	1
591	бытию и	1	1
592	конкретном осуществлении	1	1
593	иной чем	1	1
594	него нет	1	1
595	что между	1	1
596	с конкретным	1	1
597	ибо оно	1	1
598	функции в	2	1
599	к предмету	4	1
600	но такое	1	1
601	все равно	1	1
602	как таковым	2	1
603	различия между	1	1
604	отвлечься от	3	1
605	лежит в	1	1
606	категории являются	1	1
607	мог стать	1	1
608	зрения его	1	1
609	с действительностью	1	1
610	есть еще	1	1
611	слова мы	1	1
612	всеми другими	1	1
613	его действительности	1	1
614	есть а	1	1
615	не была	2	1
616	не сможет	2	1
617	творчества и	2	1
618	связь с	1	1
619	чем в	1	1
620	и ритм	1	1
621	единого бытия	1	1
622	в зависимости	4	1
623	и даже	7	1
624	к его	3	1
625	что практическая	1	1
626	в духе	1	1
627	вместо того	1	1
628	но он	2	1
629	образом в	1	1
630	конечно и	1	1
631	оставаясь в	1	1
632	в которой	5	1
633	или в	2	1
634	в первом	8	1
635	оно ни	1	1
636	данных условиях	1	1
637	этого не	1	1
638	и с	17	1
639	ни о	3	1
640	остается и	1	1
641	с ней	1	1
642	его собственном	1	1
643	эта действительность	1	1
644	как таковая	2	1
645	проблемы в	1	1
646	и всякое	5	1
647	равно как	2	1
648	все дело	3	1
649	это положение	2	1
650	становления и	3	1
651	пробиться к	1	1
652	и чисто	2	1
653	отличен от	1	1
654	отчетливо и	1	1
655	эстетики и	2	1
656	значения как	1	1
657	границу между	1	1
658	всем что	1	1
659	в понятии	1	1
660	она является	2	1
661	и действительного	2	1
662	ней в	1	1
663	и требует	1	1
664	превращается в	2	1
665	дано в	1	1
666	здесь же	1	1
667	этого бытия	1	1
668	если он	4	1
669	в материальной	1	1
670	исходить из	4	1
671	вся его	1	1
672	между прочим	1	1
673	и исторической	2	1
674	в стороне	1	1
675	всеми своими	1	1
676	ссылки на	1	1
677	тем же	3	1
678	бы более	1	1
679	этом последнем	1	1
680	характер и	2	1
681	является вовсе	1	1
682	в живом	6	1
683	сегодняшний день	1	1
684	к таким	1	1
685	в какой	3	1
686	имеет место	1	1
687	к действительному	4	1
688	всегда дана	1	1
689	как о	8	1
690	как не	1	1
691	только через	1	1
692	может стать	1	1
693	им и	1	1
694	появляется лишь	1	1
695	их в	2	1
696	ведь и	1	1
697	для каждого	1	1
698	если и	1	1
699	но нельзя	1	1
700	культуры с	2	1
701	а именно	3	1
702	выражения и	1	1
703	большинстве случаев	5	1
704	ничто в	1	1
705	оправдана и	1	1
706	здесь дело	2	1
707	бытии как	1	1
708	одновременно и	1	1
709	не теряя	2	1
710	вместе с	8	1
711	на этом	2	1
712	все сплошь	2	1
713	при таком	5	1
714	в этих	3	1
715	никто не	2	1
716	есть только	3	1
717	противном случае	2	1
718	живет не	1	1
719	мире все	1	1
720	связи между	1	1
721	они не	7	1
722	правда не	1	1
723	приводит к	4	1
724	на все	3	1
725	предмета и	1	1
726	и конкретной	2	1
727	корне искажает	1	1
728	контекст в	1	1
729	этикой и	1	1
730	полноте и	1	1
731	и переживания	1	1
732	отличается от	4	1
733	конкретностью и	1	1
734	между собой	1	1
735	представляется нам	1	1
736	к единству	1	1
737	не расчлененный	1	1
738	и этические	1	1
739	по самому	1	1
740	между ними	3	1
741	предмету но	1	1
742	зависимости от	5	1
743	том смысле	3	1
744	иногда не	1	1
745	но уже	1	1
746	следовательно и	2	1
747	которая сама	1	1
748	конечно может	1	1
749	на его	2	1
750	сомнению но	1	1
751	литературе о	1	1
752	не смысл	1	1
753	точек зрения	1	1
754	а только	4	1
755	вследствие чего	1	1
756	направлен на	1	1
757	бы совершенно	1	1
758	единство и	2	1
759	всего можно	1	1
760	она и	1	1
761	основе своего	1	1
762	в эту	3	1
763	культуры в	1	1
764	основных чертах	1	1
765	науки они	1	1
766	за его	1	1
767	к тому	6	1
768	увидим далее	1	1
769	сих пор	7	1
770	особенно в	6	1
771	перевести его	1	1
772	мысли в	2	1
773	действительности и	3	1
774	относиться к	2	1
775	этот процесс	1	1
776	бы ни	5	1
777	действительности а	1	1
778	нет он	2	1
779	не был	1	1
780	из общих	1	1
781	частей и	1	1
782	своей научной	2	1
783	действительность и	1	1
784	с этим	6	1
785	но оно	1	1
786	только одно	1	1
787	другим как	2	1
788	здесь лишь	2	1
789	остается в	1	1
790	пр все	2	1
791	перестает быть	3	1
792	должен был	3	1
793	для друга	1	1
794	во всяком	6	1
795	от определенного	1	1
796	именно как	14	1
797	два мира	1	1
798	том случае	2	1
799	как таковому	1	1
800	этого она	1	1
801	вырастал в	1	1
802	и чистоту	1	1
803	не является	3	1
804	самого конкретного	1	1
805	кругозоре в	1	1
806	не существует	1	1
807	если оно	1	1
808	и индивидуальности	1	1
809	а к	2	1
810	и созерцателя	1	1
811	жизни а	2	1
812	книге о	1	1
813	в содержание	2	1
814	осуществляется в	1	1
815	не непосредственно	1	1
816	должен иметь	1	1
817	это различение	1	1
818	в действительности	3	1
819	и такие	1	1
820	ориентированы в	1	1
821	как целое	1	1
822	просто с	1	1
823	значит что	1	1
824	его действительную	1	1
825	это понятие	1	1
826	на один	3	1
827	она должна	3	1
828	которую мы	1	1
829	целого этим	1	1
830	совершенно иной	1	1
831	терминах и	1	1
832	тон преобладает	1	1
833	этой своей	1	1
834	в лучшем	3	1
835	мы уже	1	1
836	мире здесь	1	1
837	всю свою	2	1
838	в основных	1	1
839	вне поля	2	1
840	представление что	1	1
841	во все	2	1
842	не отвлекается	1	1
843	принципов и	2	1
844	время от	1	1
845	другими словами	1	1
846	и предметами	1	1
847	но при	1	1
848	всяком случае	6	1
849	науки а	2	1
850	значимость в	1	1
851	его не	2	1
852	ни один	1	1
853	где все	1	1
854	приводит и	1	1
855	все свои	1	1
856	так чтобы	1	1
857	быть адекватно	1	1
858	не тот	1	1
859	нет но	1	1
860	и иных	2	1
861	также и	1	1
862	ту же	1	1
863	быть к	1	1
864	какого-нибудь определенного	1	1
865	о возможности	1	1
866	но эти	1	1
867	сознание вообще	1	1
868	только так	2	1
869	является и	1	1
870	и другой	1	1
871	и оно	1	1
872	этих основных	2	1
873	возможны лишь	1	1
874	из их	1	1
875	а через	1	1
876	давая ей	1	1
877	в этот	2	1
878	и чтобы	2	1
879	отсюда отнюдь	3	1
880	просто не	1	1
881	бы внутренне	1	1
882	ни была	3	1
883	по поводу	1	1
884	слова и	5	1
885	поэтому мы	2	1
886	в искусстве	6	1
887	остается только	1	1
888	и имеет	1	1
889	и уже	1	1
890	философия жизни	3	1
891	когда он	3	1
892	содержания а	1	1
893	ритма и	1	1
894	только тогда	1	1
895	может войти	2	1
896	живет и	1	1
897	наличности этих	1	1
898	эти различия	1	1
899	этом условии	1	1
900	не могло	6	1
901	только на	8	1
902	должны быть	6	1
903	между отдельными	2	1
904	в эстетике	2	1
905	он должен	4	1
906	таким путем	1	1
907	истин как	1	1
908	не с	2	1
909	на молчаливой	1	1
910	все богатство	1	1
911	должно признать	1	1
912	за собой	1	1
913	было единственным	2	1
914	нет она	1	1
915	в различных	2	1
916	связь между	1	1
917	иные моменты	1	1
918	в форме	2	1
919	в многообразии	1	1
920	где же	1	1
921	но только	1	1
922	этого факта	2	1
923	говоря о	1	1
924	главным образом	5	1
925	содержание но	1	1
926	его понимает	1	1
927	не об	1	1
928	но отнюдь	1	1
929	познания мы	1	1
930	истины в	1	1
931	и до	8	1
932	нечего делать	1	1
933	критике со	1	1
934	всего определяется	1	1
935	уже и	1	1
936	пр и	4	1
937	в истории	10	1
938	всю полноту	1	1
939	по своей	1	1
940	самого познания	1	1
941	он есть	1	1
942	первые три	1	1
943	в каких	1	1
944	глубокая неудовлетворенность	1	1
945	это может	1	1
946	себе в	2	1
947	в большинстве	6	1
948	свою очередь	6	1
949	и цели	1	1
950	как таковую	1	1
951	оно прежде	2	1
952	живого становления	1	1
953	к отказу	1	1
954	содержания в	2	1
955	точке зрения	1	1
956	связанных с	2	1
957	всего этого	6	1
958	бы по	1	1
959	не раз	1	1
960	как из	2	1
961	все вне	1	1
962	а тем	1	1
963	мы ни	4	1
964	нельзя отказать	1	1
965	определения и	1	1
966	своем смысловом	1	1
967	за этим	1	1
968	элемента в	1	1
969	или тебе	1	1
970	не становится	1	1
971	живой жизни	1	1
972	своим содержанием	1	1
973	значимость здесь	1	1
974	и где	1	1
975	не подлежит	1	1
976	конца и	1	1
977	непосредственно ориентируется	1	1
978	являются лишь	2	1
979	к ней	3	1
980	мышления но	1	1
981	не для	4	1
982	настоящее время	11	1
983	оно должно	3	1
984	роковым для	1	1
985	содержанием и	1	1
986	систематическое единство	1	1
987	следует что	3	1
988	к следующему	1	1
989	при данных	1	1
990	если мы	5	1
991	ответственным и	1	1
992	теоретических и	1	1
993	этих последних	2	1
994	их а	1	1
995	и во	2	1
996	той же	2	1
997	и каждый	1	1
998	и др	8	1
999	это приводит	3	1
1000	все содержание	2	1
1001	не задает	1	1
1002	о его	1	1
1003	вообще ни	1	1
1004	произведения не	3	1
1005	отвлекается от	2	1
1006	и полной	1	1
1007	всех сторон	1	1
1008	одной из	2	1
1009	выражен в	1	1
1010	совершенно иначе	1	1
1011	ведь если	1	1
1012	жизни этих	1	1
1013	в нашем	2	1
1014	путь от	1	1
1015	значительной степени	3	1
1016	в реальном	1	1
1017	находится в	1	1
1018	согласиться с	2	1
1019	противоречия и	1	1
1020	лучше всего	2	1
1021	в первой	2	1
1022	теряя своей	1	1
1023	и от	9	1
1024	мы будем	1	1
1025	можно конечно	1	1
1026	и теоретическая	1	1
1027	и смысла	1	1
1028	занимают в	2	1
1029	столь же	2	1
1030	он пытается	1	1
1031	к миру	2	1
1032	только голый	1	1
1033	же в	4	1
1034	в данной	1	1
1035	к пониманию	1	1
1036	исходит из	1	1
1037	слово и	2	1
1038	такой же	2	1
1039	и о	3	1
1040	отражается и	1	1
1041	в значительной	3	1
1042	или более	1	1
1043	одна из	2	1
1044	что именно	2	1
1045	на то	2	1
1046	отказу от	1	1
1047	уже чисто	1	1
1048	не мыслится	1	1
1049	рассмотрения и	1	1
1050	в конкретном	4	1
1051	теоретических положений	2	1
1052	мотива и	1	1
1053	не найдем	3	1
1054	от них	2	1
1055	и по	3	1
1056	в противном	2	1
1057	были в	1	1
1058	значит еще	1	1
1059	какие бы	2	1
1060	это в	1	1
1061	культуры как	1	1
1062	или не	1	1
1063	сама она	1	1
1064	и глубокая	2	1
1065	мы дадим	1	1
1066	к другим	4	1
1067	действительностью только	1	1
1068	глубоко различны	2	1
1069	является только	1	1
1070	сведено к	1	1
1071	своего содержания	1	1
1072	в точке	1	1
1073	отделение ее	1	1
1074	куда относится	1	1
1075	к этим	2	1
1076	еще менее	1	1
1077	друг друга	4	1
1078	не мог	1	1
1079	лучшем случае	3	1
1080	как если	2	1
1081	и входит	1	1
1082	в системе	3	1
1083	того же	1	1
1084	человека но	1	1
1085	быть дано	1	1
1086	был не	1	1
1087	в настоящее	11	1
1088	который и	1	1
1089	нее и	2	1
1090	жизни не	2	1
1091	взаимоотношений между	1	1
1092	видение его	1	1
1093	и единого	1	1
1094	друг для	1	1
1095	если это	1	1
1096	ней все	2	1
1097	не можем	3	1
1098	но сама	1	1
1099	подойти к	3	1
1100	в чисто	1	1
1101	значение смысл	1	1
1102	действительно в	1	1
1103	как мы	10	1
1104	с разных	1	1
1105	было с	1	1
1106	и иные	3	1
1107	формы и	7	1
1108	не к	2	1
1109	прочим и	1	1
1110	или другой	2	1
1111	он действительно	2	1
1112	своего развития	2	1
1113	здесь этот	1	1
1114	единство в	2	1
1115	во второй	3	1
1116	преодолеть его	1	1
1117	в историю	1	1
