N	2gram	Propp_Isto	FransuaR
326	ту же	2	10
327	мы здесь	7	10
328	в доме	14	10
329	мы остановимся	1	10
330	образом и	2	10
331	же деле	1	10
332	хотя он	1	10
333	во второй	2	10
334	в целом	4	10
335	был и	1	9
336	здесь же	1	9
337	в разных	1	9
338	представлений о	1	9
339	связано с	4	9
340	для этой	1	9
341	с образом	1	9
342	как это	5	9
343	в тех	3	9
344	легенды о	2	9
345	но на	1	9
346	в которых	7	9
347	именно на	2	9
348	как к	2	9
349	же в	6	9
350	что на	6	9
351	вплоть до	2	9
352	говорит о	1	9
353	под названием	1	9
354	к жизни	2	9
355	но как	2	9
356	мы можем	10	9
357	это были	1	9
358	власти и	1	9
359	что образ	1	9
360	правда не	1	9
361	не имеет	3	9
362	в следующей	1	9
363	чем же	1	9
364	видим что	7	9
365	относится к	3	9
366	на землю	2	9
367	их с	2	9
368	и то	4	9
369	для нас	6	9
370	но конечно	2	9
371	эти формы	2	9
372	это место	1	9
373	отношению к	2	9
374	что не	3	9
375	со всем	1	8
376	с этой	3	8
377	образы эти	1	8
378	не менее	6	8
379	но эти	1	8
380	в этот	6	8
381	и те	1	8
382	в другое	1	8
383	одном из	3	8
384	от этого	1	8
385	под влиянием	2	8
386	др в	1	8
387	речи и	1	8
388	в него	3	8
389	и при	2	8
390	с тем	3	8
391	то время	2	8
392	в совершенно	1	8
393	это был	1	8
394	сам он	2	8
395	он как	1	8
396	но эта	2	8
397	человека с	2	8
398	для этого	1	8
399	от него	3	8
400	как они	1	8
401	перестает быть	1	8
402	нельзя было	2	8
403	мы увидим	6	8
404	по поводу	1	8
405	видели что	8	8
406	после того	5	8
407	ко всему	1	8
408	они в	2	8
409	тому же	4	8
410	и она	5	8
411	так что	8	8
412	здесь мы	6	8
413	все те	2	8
414	в это	1	8
415	превращаются в	2	8
416	как о	1	8
417	если бы	7	8
418	но с	1	8
419	смерти в	3	8
420	этой системы	2	8
421	с самого	1	8
422	дело не	3	8
423	в эти	1	8
424	мы найдем	2	7
425	же и	1	7
426	не как	1	7
427	во всяком	2	7
428	времени в	1	7
429	себе и	2	7
430	к ним	1	7
431	и там	6	7
432	на него	4	7
433	от них	5	7
434	что у	4	7
435	на том	3	7
436	здесь на	3	7
437	и та	1	7
438	и несколько	1	7
439	мы будем	1	7
440	в одну	3	7
441	большую роль	1	7
442	подобно тому	3	7
443	нет ничего	3	7
444	нет и	1	7
445	только с	2	7
446	здесь есть	2	7
447	в последней	1	7
448	где он	2	7
449	них и	1	7
450	в виде	2	7
451	но она	2	7
452	и очень	2	7
453	по всему	2	7
454	в некоторых	9	7
455	жить и	1	7
456	в различных	1	7
457	представление о	3	7
458	правда в	1	7
459	что по	2	7
460	тенденция к	1	7
461	эта связь	4	7
462	играют в	2	7
463	себя в	2	7
464	но его	1	7
465	и всей	2	7
466	в состоянии	2	7
467	узком смысле	1	7
468	и этим	1	7
469	это конечно	1	7
470	так много	1	7
471	в таком	1	7
472	которые были	1	7
473	а как	2	7
474	и за	3	7
475	был бы	1	7
476	характер этого	1	7
477	связанное с	2	7
478	вот как	2	7
479	никак не	1	7
480	из которых	1	7
481	отчасти и	1	7
482	наконец и	1	7
483	и если	3	7
484	к себе	3	7
485	как нечто	3	7
486	а на	5	7
487	не будем	6	7
488	здесь все	2	7
489	есть только	4	7
490	должен быть	1	7
491	следующей главе	1	7
492	его не	3	7
493	тому как	3	7
494	в свою	5	7
495	на всю	1	7
496	одного из	2	7
497	по этому	2	7
498	в центре	1	6
499	не столько	1	6
500	жизнь в	1	6
501	в один	1	6
502	земля и	1	6
503	и перед	1	6
504	казалось бы	2	6
505	не могли	1	6
506	хотя бы	3	6
507	имеем в	6	6
508	уже и	1	6
509	себе в	2	6
510	свою очередь	1	6
511	видно что	5	6
512	руки и	2	6
513	находится в	4	6
514	что она	8	6
515	является и	3	6
516	и следовательно	1	6
517	и тот	3	6
518	возможно что	7	6
519	на небе	1	6
520	в корне	1	6
521	для них	3	6
522	эти явления	1	6
523	к его	1	6
524	в нее	2	6
525	его и	6	6
526	то он	1	6
527	еще один	1	6
528	у них	1	6
529	смерть и	2	6
530	как у	2	6
531	и пр	19	6
532	он становится	2	6
533	для всего	1	6
534	в руках	1	6
535	или даже	1	6
536	и эти	5	6
537	здесь еще	1	6
538	которые в	1	6
539	происходит в	4	6
540	как будто	2	6
541	за счет	2	6
542	и которые	1	6
543	но по	4	6
544	его на	6	6
545	а именно	8	6
546	веков и	1	6
547	представления о	2	6
548	говорить о	1	6
549	самого начала	1	6
550	до того	1	6
551	как я	1	6
552	такого рода	1	6
553	не была	1	6
554	между прочим	4	6
555	не дает	3	6
556	что эта	2	6
557	могут быть	9	6
558	можно только	3	6
559	переходит в	4	6
560	в языке	1	6
561	за это	2	6
562	вряд ли	1	6
563	совершенно не	2	6
564	тех же	2	6
565	мы знаем	11	6
566	что здесь	8	6
567	этого слова	3	6
568	друг друга	6	6
569	дает нам	3	6
570	принадлежит к	4	6
571	нет ни	1	6
572	от мира	1	6
573	находим и	1	6
574	ее в	3	6
575	очень много	3	6
576	как она	2	6
577	а иногда	1	6
578	в новом	1	6
579	свадебного пира	1	6
580	за то	1	6
581	входит в	1	6
582	и обратно	1	6
583	от того	3	6
584	со своими	2	6
585	него и	2	6
586	таким же	5	6
587	в лице	2	6
588	с собой	4	5
589	форму и	1	5
590	в числе	2	5
591	к самому	1	5
592	сливается с	1	5
593	приведем еще	1	5
594	отсюда и	1	5
595	и была	1	5
596	он так	1	5
597	но там	1	5
598	землю и	2	5
599	в теле	1	5
600	с другими	1	5
601	у этого	1	5
602	чем в	1	5
603	а за	1	5
604	дано в	1	5
605	с одним	2	5
606	на волю	4	5
607	они еще	1	5
608	нашей эры	1	5
609	из него	3	5
610	не могла	3	5
611	почти всегда	2	5
612	на место	1	5
613	который был	2	5
614	и дает	1	5
615	в другой	6	5
616	бы не	1	5
617	ему и	1	5
618	сравнению с	2	5
619	на основе	1	5
620	по сравнению	2	5
621	из его	2	5
622	подобного рода	1	5
623	и целый	1	5
624	каждый из	1	5
625	связанной с	2	5
626	но мы	1	5
627	в описании	1	5
628	по ходу	2	5
629	но прежде	1	5
630	мы имеем	24	5
631	которых он	1	5
632	тем более	1	5
633	ему не	1	5
634	есть не	2	5
635	оказывается что	2	5
636	же самое	1	5
637	явление в	1	5
638	и самого	1	5
639	на то	4	5
640	которой мы	1	5
641	дело здесь	1	5
642	что было	3	5
643	на эти	1	5
644	его за	1	5
645	женщин и	2	5
646	что дело	2	5
647	по их	1	5
648	и стал	1	5
649	во многих	2	5
650	но уже	1	5
651	говорит что	4	5
652	не вполне	7	5
653	входят в	1	5
654	тут же	4	5
655	друг с	2	5
656	больше чем	1	5
657	и весь	1	5
658	от его	1	5
659	жить в	3	5
660	и сама	1	5
661	страх перед	1	5
662	в несколько	2	5
663	с представлением	1	5
664	же как	8	5
665	последней главе	1	5
666	он сам	2	5
667	для его	1	5
668	с вином	1	5
669	он также	1	5
670	на голову	5	5
671	форм в	1	5
672	начало и	1	5
673	независимо от	3	5
674	и этот	2	5
675	должна быть	2	5
676	они связаны	1	5
677	своего отца	2	5
678	своей жизни	1	5
679	себя и	1	5
680	с новым	1	5
681	с нею	1	5
682	к миру	1	5
683	всяком случае	2	5
684	же он	3	5
685	к началу	1	5
686	ему в	2	5
687	ничем не	2	5
688	мире в	2	5
689	видеть в	3	5
690	должен был	5	5
691	вообще не	2	5
692	что мы	5	5
693	жизнью в	1	5
694	живой и	1	5
695	к своему	3	5
696	нисколько не	1	5
697	с другом	2	5
698	без всякой	1	5
699	человека в	2	5
700	когда он	2	5
701	в человеческом	2	5
702	стороны и	3	5
703	только то	1	5
704	вы не	1	5
705	вступают в	4	5
706	слова в	1	5
707	об этой	2	5
708	и только	6	5
709	и новые	2	5
710	не к	1	5
711	не хочет	3	4
712	его от	3	4
713	я не	3	4
714	в англии	1	4
715	к этой	2	4
716	этой связи	2	4
717	и той	2	4
718	одной и	2	4
719	о них	1	4
720	они дают	1	4
721	ее как	1	4
722	нигде не	1	4
723	века но	1	4
724	о его	2	4
725	ярче всего	1	4
726	увидим дальше	1	4
727	и некоторые	3	4
728	ее от	1	4
729	но для	2	4
730	действительности и	1	4
731	о себе	3	4
732	уже к	1	4
733	новых и	1	4
734	этот вопрос	3	4
735	над ним	1	4
736	как один	1	4
737	не раз	2	4
738	что только	1	4
739	не случайно	2	4
740	также что	2	4
741	в земной	1	4
742	этот же	2	4
743	их и	4	4
744	есть нечто	1	4
745	есть на	1	4
746	он мог	1	4
747	не входит	1	4
748	в очень	2	4
749	у меня	5	4
750	она дает	1	4
751	знаем что	9	4
752	не совсем	5	4
753	представлениями о	1	4
754	это вовсе	1	4
755	но если	2	4
756	не видит	2	4
757	иногда в	1	4
758	он должен	3	4
759	ее на	1	4
760	гл viii	1	4
761	оно и	1	4
762	вход в	1	4
763	имеется в	3	4
764	говорит об	1	4
765	мы узнаем	1	4
766	кто не	1	4
767	к ней	4	4
768	здесь они	2	4
769	животных и	1	4
770	не осталось	1	4
771	какую роль	1	4
772	мы и	1	4
773	роль и	1	4
774	дело с	2	4
775	которые по	1	4
776	что человек	1	4
777	нами в	1	4
778	по себе	3	4
779	в борьбе	1	4
780	если кто	1	4
781	всегда в	1	4
782	видеть и	1	4
783	что этот	4	4
784	которой он	3	4
785	часто в	3	4
786	которых мы	1	4
787	связь между	2	4
788	этого мира	1	4
789	носит характер	1	4
790	который в	1	4
791	на свет	1	4
792	и становится	2	4
793	только не	2	4
794	она и	1	4
795	и заставляет	1	4
796	что между	1	4
797	говорит он	1	4
798	что за	3	4
799	он берет	1	4
800	также в	2	4
801	здесь перед	1	4
802	границ между	1	4
803	или же	2	4
804	и тем	2	4
805	на нем	4	4
806	если же	2	4
807	это наиболее	1	4
808	в фольклоре	2	4
809	друг другу	2	4
810	заключается в	1	4
811	здесь также	1	4
812	же мы	2	4
813	основываясь на	1	4
814	лицо и	2	4
815	можно видеть	2	4
816	не исчерпывается	1	4
817	в область	1	4
818	с мотивом	8	4
819	о своей	1	4
820	состоит из	1	4
821	нельзя сказать	1	4
822	и отдельных	1	4
823	можно найти	8	4
824	со всех	1	4
825	связь этих	2	4
826	не должно	1	4
827	не могло	1	4
828	без всякого	1	4
829	заметить что	2	4
830	что я	2	4
831	из этой	2	4
832	но их	1	4
833	плодородия и	1	4
834	такое же	4	4
835	со своим	1	4
836	на которой	3	4
837	же не	2	4
838	и где	1	4
839	там и	1	4
840	так часто	4	4
841	говорят о	2	4
842	быть и	3	4
843	говоря о	1	4
844	что такие	1	4
845	у нее	4	4
846	на это	4	4
847	в отдельности	3	4
848	считает что	1	4
849	к новому	1	4
850	этому вопросу	1	4
851	с которой	1	3
852	каковы же	1	3
853	он видит	3	3
854	в обряде	8	3
855	и получает	1	3
856	на которых	2	3
857	или на	1	3
858	и другим	1	3
859	но когда	1	3
860	смерть в	1	3
861	функций в	1	3
862	в огромном	1	3
863	людей с	1	3
864	свой смысл	1	3
865	два момента	1	3
866	больше всего	1	3
867	не всегда	7	3
868	по линии	2	3
869	новое рождение	1	3
870	на ней	5	3
871	обряды и	1	3
872	они должны	1	3
873	том чтобы	1	3
874	просто в	2	3
875	будем говорить	1	3
876	что именно	1	3
877	стол для	1	3
878	тем как	1	3
879	образом на	2	3
880	и ноги	1	3
881	после этого	2	3
882	в следующем	1	3
883	будто бы	1	3
884	для историка	1	3
885	напомним что	1	3
886	всем что	2	3
887	тому что	1	3
888	ясно что	2	3
889	время как	2	3
890	их от	2	3
891	не есть	3	3
892	между собой	2	3
893	был не	1	3
894	выступает в	1	3
895	они становятся	1	3
896	на новый	1	3
897	эти слова	1	3
898	не будет	1	3
899	в городе	1	3
900	рассказывается как	2	3
901	доходит до	2	3
902	и другая	1	3
903	должны были	4	3
904	могла бы	1	3
905	равно как	3	3
906	но есть	3	3
907	это совершенно	1	3
908	он его	1	3
909	следовательно не	1	3
910	его из	3	3
911	которые он	1	3
912	античности и	1	3
913	образа и	1	3
914	говорит и	2	3
915	содержит в	2	3
916	и огонь	1	3
917	видели как	4	3
918	как вы	1	3
919	с этого	1	3
920	от своего	3	3
921	на столе	2	3
922	был связан	1	3
923	и хотя	1	3
924	совершенно правильно	1	3
925	также не	1	3
926	приводит к	1	3
927	к какому	1	3
928	в каком	1	3
929	времени он	1	3
930	эти дни	1	3
931	так чтобы	1	3
932	этой работы	1	3
933	он часто	1	3
934	это только	2	3
935	он является	3	3
936	после смерти	2	3
937	и об	1	3
938	и наиболее	1	3
939	в мир	1	3
940	выражения как	1	3
941	к людям	1	3
942	примеров можно	1	3
943	к веселому	1	3
944	а уж	1	3
945	круг мотивов	1	3
946	не из	1	3
947	есть такой	1	3
948	при всей	1	3
949	или с	1	3
950	суждение о	1	3
951	и тут	1	3
952	здесь конечно	1	3
953	смысле этого	3	3
954	это всегда	1	3
955	на нее	4	3
956	исторической действительности	2	3
957	почти во	1	3
958	со своей	2	3
959	были все	1	3
960	именно эта	1	3
961	главе о	2	3
962	этих двух	2	3
963	к одному	1	3
964	еще тем	1	3
965	она не	4	3
966	связь и	2	3
967	огонь и	5	3
968	здесь совершенно	1	3
969	и может	1	3
970	у кого	1	3
971	питания в	1	3
972	же это	1	3
973	человек не	1	3
974	можно наблюдать	1	3
975	которые не	1	3
976	которая в	2	3
977	он всегда	1	3
978	и другими	1	3
979	из нее	1	3
980	начинается с	3	3
981	не что	6	3
982	и человеческие	1	3
983	было написано	1	3
984	на материале	1	3
985	не существует	1	3
986	то это	5	3
987	он находит	1	3
988	этом мы	1	3
989	вот почему	3	3
990	из земли	4	3
991	очень широко	1	3
992	между двумя	6	3
993	когда она	1	3
994	представлением о	1	3
995	что люди	1	3
996	она говорит	1	3
997	в глаза	2	3
998	ней и	1	3
999	духа и	1	3
1000	быть в	1	3
1001	наряду с	4	3
1002	нам важно	3	3
1003	на античных	1	3
1004	что иное	6	3
1005	но еще	1	3
1006	на спине	1	3
1007	в буквальном	1	3
1008	и через	1	3
1009	в страну	2	3
1010	говорит в	1	3
1011	что его	2	3
1012	все отверстия	1	3
1013	указывает что	3	3
1014	уже давно	2	3
1015	должно было	2	3
1016	в другие	1	3
1017	именно с	1	3
1018	запретов в	2	3
1019	не видят	1	3
1020	на другой	3	3
1021	в современной	2	3
1022	они могут	2	3
1023	могилу и	1	3
1024	ни одной	3	3
1025	он пытается	1	3
1026	в силу	2	3
1027	дает ему	2	3
1028	какой же	1	3
1029	при дворе	2	3
1030	за ним	4	3
1031	известно что	3	3
1032	к одной	1	3
1033	в большом	8	3
1034	он действует	1	3
1035	из того	2	3
1036	за что	1	3
1037	собой и	1	3
1038	с ней	6	3
1039	в наших	2	3
1040	и огня	1	3
1041	встречаются и	1	3
1042	очень важный	1	3
1043	может стать	1	3
1044	человеческой натуры	1	3
1045	со стороны	3	3
1046	друг от	1	3
1047	всей своей	1	3
1048	которая не	1	3
1049	все три	2	3
1050	как целое	1	3
1051	он съел	1	3
1052	как выражение	1	3
1053	его нельзя	1	3
1054	входит и	1	3
1055	ее с	1	3
1056	и находит	1	3
1057	на своем	1	3
1058	женщины в	1	3
1059	этой жизни	1	3
1060	огонь в	2	3
1061	значении в	1	3
1062	материал и	1	3
1063	дает в	1	3
1064	стороны он	1	3
1065	с того	5	3
1066	этот мотив	8	3
1067	на тех	1	3
1068	на три	2	3
1069	итак в	1	3
1070	не для	1	3
1071	недаром и	1	3
1072	что каждый	1	3
1073	голову и	1	3
1074	от друга	1	3
1075	для нее	2	3
1076	никому не	2	3
1077	он видел	1	3
1078	указывает на	6	3
1079	является не	1	3
1080	идет не	1	3
1081	человеком и	2	3
1082	что тот	1	3
1083	сказать и	1	3
1084	этого он	1	3
1085	указывали на	1	3
1086	со старым	1	3
1087	эти два	3	3
1088	эта сторона	2	3
1089	которых они	1	3
1090	бы он	1	3
1091	они стали	1	3
1092	и совершенно	1	3
1093	из которой	1	3
1094	иное как	6	3
1095	и уже	2	3
1096	такие явления	1	3
1097	этот материал	3	2
1098	дают в	2	2
1099	не видели	1	2
1100	дальнейшем в	1	2
1101	можно встретить	1	2
1102	эта же	1	2
1103	у его	2	2
1104	этого момента	1	2
1105	своего сына	1	2
1106	его тело	2	2
1107	смерти а	1	2
1108	на смену	7	2
1109	как образ	1	2
1110	сущность этого	1	2
1111	этих представлений	1	2
1112	такую силу	1	2
1113	лег в	2	2
1114	где происходит	1	2
1115	в высоких	1	2
1116	мотивов в	1	2
1117	не смеется	1	2
1118	лица в	1	2
1119	это суждение	1	2
1120	из четырех	1	2
1121	последних двух	1	2
1122	находится на	1	2
1123	не имели	1	2
1124	где оно	1	2
1125	и иногда	1	2
1126	в жизнь	1	2
1127	все к	1	2
1128	свадебного обряда	1	2
1129	только как	1	2
1130	дело еще	1	2
1131	и должна	1	2
1132	что вся	1	2
1133	слова при	1	2
1134	роль мы	1	2
1135	можно ли	3	2
1136	может послужить	1	2
1137	оно также	1	2
1138	некоторое время	4	2
1139	другой пример	1	2
1140	нам право	2	2
1141	по городу	1	2
1142	встретимся с	1	2
1143	и всякого	1	2
1144	на вопрос	1	2
1145	или наоборот	2	2
1146	иного порядка	1	2
1147	о двух	1	2
1148	смерти с	1	2
1149	так он	2	2
1150	всего мы	1	2
1151	что при	3	2
1152	с нашей	1	2
1153	год на	1	2
1154	особую главу	1	2
1155	касается не	1	2
1156	бы что	2	2
1157	близки к	2	2
1158	в народных	1	2
1159	из приведенных	3	2
1160	с двумя	1	2
1161	они одновременно	1	2
1162	и говорит	10	2
1163	в ужасе	1	2
1164	женщина в	1	2
1165	между человеком	2	2
1166	в сторону	3	2
1167	полагает что	1	2
1168	также есть	2	2
1169	и строя	1	2
1170	это вполне	1	2
1171	дана в	1	2
1172	сына в	4	2
1173	случаев в	2	2
1174	называет его	1	2
1175	тела божества	1	2
1176	в работе	3	2
1177	не говорят	2	2
1178	говорит если	1	2
1179	эту связь	2	2
1180	едят но	1	2
1181	должны быть	1	2
1182	и является	1	2
1183	совершенно так	4	2
1184	нечто вроде	1	2
1185	также как	1	2
1186	оно имеет	1	2
1187	по другим	2	2
1188	что есть	1	2
1189	его тела	1	2
1190	и сравнение	1	2
1191	есть ли	4	2
1192	нам кажется	1	2
1193	к сожалению	1	2
1194	при жизни	1	2
1195	эти мотивы	2	2
1196	с братьями	3	2
1197	он уже	2	2
1198	которой не	1	2
1199	превратились в	1	2
1200	героя в	6	2
1201	с такой	1	2
1202	уже знаем	3	2
1203	он на	2	2
1204	хотя в	1	2
1205	дает и	1	2
1206	и делает	1	2
1207	в огне	2	2
1208	которому принадлежит	1	2
1209	средство от	1	2
1210	тем и	1	2
1211	он поступает	1	2
1212	это положение	1	2
1213	предполагать что	1	2
1214	героев и	1	2
1215	солнца и	3	2
1216	оказалось что	2	2
1217	для еды	1	2
1218	бросается в	1	2
1219	очень мало	1	2
1220	наука в	1	2
1221	божества и	1	2
1222	поводом для	1	2
1223	такую же	1	2
1224	на некоторых	1	2
1225	эту задачу	1	2
1226	с нами	1	2
1227	это все	1	2
1228	и поэтому	1	2
1229	в ход	1	2
1230	только тогда	2	2
1231	например на	1	2
1232	и вором	1	2
1233	вот этот	1	2
1234	как только	2	2
1235	за пределами	1	2
1236	свою жену	3	2
1237	этом так	1	2
1238	характерные для	1	2
1239	именно к	1	2
1240	этом случае	8	2
1241	находятся в	1	2
1242	рода и	1	2
1243	он делает	2	2
1244	и страшное	1	2
1245	то мы	3	2
1246	в первую	1	2
1247	однако не	2	2
1248	что ни	3	2
1249	иногда и	1	2
1250	момент не	1	2
1251	привести множество	1	2
1252	бы быть	1	2
1253	долгое время	2	2
1254	сейчас увидим	1	2
1255	в сборнике	1	2
1256	все особенности	1	2
1257	нет у	1	2
1258	и я	1	2
1259	в такой	1	2
1260	вследствие чего	2	2
1261	не помогают	1	2
1262	а он	6	2
1263	из-за этого	1	2
1264	не все	7	2
1265	в знак	2	2
1266	перед тем	1	2
1267	с лицом	1	2
1268	а его	1	2
1269	в знаменитой	1	2
1270	одну особенность	1	2
1271	в самых	3	2
1272	материал для	1	2
1273	них были	1	2
1274	мы должны	9	2
1275	в античности	4	2
1276	могли не	1	2
1277	не с	2	2
1278	встреча с	1	2
1279	он здесь	1	2
1280	к которой	1	2
1281	этому поводу	1	2
1282	уже очень	1	2
1283	на несколько	1	2
1284	и также	1	2
1285	могло быть	3	2
1286	показывает как	2	2
1287	это можно	1	2
1288	действительно не	1	2
1289	мы сейчас	2	2
1290	конечно совершенно	1	2
1291	голову в	1	2
1292	очень интересный	1	2
1293	если она	1	2
1294	не можем	2	2
1295	некоторые черты	1	2
1296	определенных лиц	1	2
1297	случае в	2	2
1298	человеческой жизни	1	2
1299	по тому	1	2
1300	большой и	1	2
1301	такие выражения	1	2
1302	из всей	1	2
1303	это лишь	1	2
1304	с солнцем	1	2
1305	одному из	2	2
1306	по мере	2	2
1307	а и	1	2
1308	свою связь	2	2
1309	на свой	1	2
1310	которого можно	1	2
1311	и отец	1	2
1312	и связь	1	2
1313	если он	2	2
1314	дома и	4	2
1315	отличается от	1	2
1316	к своим	1	2
1317	он по	2	2
1318	это чисто	1	2
1319	которые мы	1	2
1320	на голове	1	2
1321	силы и	1	2
1322	время от	2	2
1323	не должен	1	2
1324	и стали	1	2
