N	3gram	Savitsky_E	Problema
127	выходит за пределы	1	2
128	даже вовсе не	1	2
129	нам кажется что	2	2
130	и тот же	1	2
131	оставить в стороне	1	2
132	о котором мы	1	2
133	в себе в	1	2
134	в других случаях	1	2
135	кто иной как	1	2
136	в том же	1	2
137	только в пределах	1	2
138	и не имеет	2	2
139	не относится к	1	2
140	к тому или	1	2
141	не может не	1	2
142	насколько можно судить	1	2
143	в свою очередь	2	2
144	и для всех	1	2
145	или хотя бы	2	2
146	тому или иному	2	2
147	не кто иной	1	2
148	в том случае	1	2
149	в нем и	1	2
150	если оставить в	1	2
151	на то или	1	2
152	мы находим у	1	2
153	и притом в	2	2
154	и то и	1	2
155	и не только	1	2
156	мы здесь говорим	1	1
157	формулировали в предыдущем	1	1
158	помнить что в	1	1
159	и в этих	1	1
160	в большинстве случаев	2	1
161	человеческого рода и	1	1
162	которую мы находим	1	1
163	есть не только	2	1
164	как и другие	1	1
165	и ее превосходство	1	1
166	нет дыма без	1	1
167	во многих отношениях	1	1
168	при помощи которого	1	1
169	кроме того что	1	1
170	смысле она есть	1	1
171	в определенный момент	1	1
172	но не только	2	1
173	уже и теперь	1	1
174	в силу этого	1	1
175	этот вопрос мы	1	1
176	того что в	2	1
177	смысле этого слова	1	1
178	то как нам	1	1
179	речь идет о	1	1
180	приводит нас к	2	1
181	они относятся к	1	1
182	и число их	1	1
183	подобно этому и	1	1
184	этому и в	1	1
185	до настоящего времени	1	1
186	на этот вопрос	1	1
187	то нельзя ли	2	1
188	из всего этого	1	1
189	настоящего и будущего	1	1
190	хотя бы только	1	1
191	нужно помнить что	1	1
192	поскольку она не	1	1
193	но так как	1	1
194	но именно о	1	1
195	ставится вопрос о	1	1
196	но в смысле	1	1
197	и не быть	1	1
198	именно к тому	1	1
199	мы говорили в	1	1
200	чуть ли не	1	1
201	как будто к	1	1
202	наше внимание на	1	1
203	в качестве орудия	2	1
204	он сам и	1	1
205	в пределах этого	1	1
206	не только это	1	1
207	не есть ли	1	1
208	к тому чтобы	2	1
209	но как бы	1	1
210	то это были	1	1
211	и для того	1	1
212	xviii и xix	2	1
213	хотя бы с	1	1
214	из того что	2	1
215	в одной из	1	1
216	ли это что	1	1
217	может дать ей	1	1
218	ничего иного кроме	1	1
219	мы бы сказали	1	1
220	то в отношении	1	1
221	оно всегда в	1	1
222	как бы ни	3	1
223	что наряду с	1	1
224	всех этих случаях	1	1
225	или вовсе не	1	1
226	мы формулировали в	1	1
227	тем самым в	2	1
228	том случае если	1	1
229	прежде всего в	2	1
230	но и для	1	1
231	как одно из	1	1
232	но они вполне	1	1
233	во многих других	1	1
234	это должно быть	1	1
235	здесь говорить о	1	1
236	гораздо сложнее чем	1	1
237	а не к	1	1
238	в одном из	2	1
239	почти никогда не	1	1
240	принимая во внимание	1	1
241	значение также и	1	1
242	и со стороны	2	1
243	за тем как	1	1
244	значит ли это	1	1
245	было бы смешно	1	1
246	что для него	1	1
247	мы можем сказать	2	1
248	высокой и совершенной	2	1
249	их можно было	1	1
250	последнее время в	1	1
251	тем большее количество	1	1
252	в виде некоторого	1	1
253	человеческой жизни вообще	1	1
254	не могут быть	1	1
255	имеет для нас	1	1
256	по себе не	2	1
257	мы не станем	1	1
258	на то чтобы	1	1
259	то же время	14	1
260	можно представить себе	1	1
261	чтобы не только	1	1
262	это может быть	1	1
263	можно сказать даже	1	1
264	котором мы говорили	1	1
265	или это есть	1	1
266	отнюдь не означает	1	1
267	и связанного с	1	1
268	во всем его	1	1
269	так и с	1	1
270	при помощи этого	1	1
271	в самом понятии	1	1
272	имеют дело с	1	1
273	и в отношении	1	1
274	и человеческой жизни	1	1
275	в некоторых случаях	1	1
276	поскольку речь идет	1	1
277	и даже вовсе	1	1
278	между прочим и	2	1
279	сильнее чем в	1	1
280	выше не только	1	1
281	себе в виде	2	1
282	ко всему человечеству	1	1
283	мы отнюдь не	1	1
284	и сейчас в	1	1
285	еще далеко не	1	1
286	в отношении содержания	1	1
287	представление о том	1	1
288	не обязательно чтобы	1	1
289	ли здесь говорить	1	1
290	по нашему мнению	2	1
