N	2gram	Voloshinov	VLabPisa
227	и этот	2	2
228	из которых	2	2
229	они и	3	2
230	нет ни	2	2
231	от его	2	2
232	они не	2	2
233	также что	1	2
234	на язык	3	2
235	воплощение в	1	2
236	должно быть	4	2
237	того как	1	2
238	зависит от	2	2
239	с одной	2	2
240	том числе	3	2
241	должна быть	6	2
242	образа в	1	2
243	внимание на	1	2
244	тогда когда	2	2
245	смысле слова	4	2
246	идеологического творчества	11	2
247	из основных	3	2
248	получает в	1	2
249	говорить о	2	2
250	да и	1	2
251	следует что	7	2
252	хотя и	1	2
253	подчеркнуть что	1	2
254	связанное с	1	2
255	о чем	1	2
256	в большей	1	2
257	не приходится	3	2
258	для многих	1	2
259	после этого	1	2
260	в науке	6	2
261	что такое	3	2
262	для них	2	2
263	не столько	5	2
264	с другими	6	2
265	его от	1	2
266	по себе	5	2
267	процессе своего	1	2
268	единого и	1	2
269	всего сказанного	2	2
270	в своих	2	2
271	и даже	4	2
272	и непосредственно	2	2
273	этой точки	1	2
274	мышления в	1	2
275	и наконец	1	2
276	этого рода	1	2
277	и слова	1	2
278	в которой	4	2
279	такое понимание	3	2
280	не о	1	2
281	короче говоря	1	2
282	ни одна	1	2
283	что его	1	2
284	мысль о	1	2
285	что она	1	2
286	но не	2	2
287	в ней	5	2
288	но вот	2	2
289	самый факт	1	2
290	точном смысле	5	2
291	между собою	1	2
292	в жизни	2	2
293	основном в	1	2
294	в последнем	1	2
295	к его	4	2
296	не подлежит	1	2
297	же как	2	2
298	на эти	1	2
299	между прочим	1	2
300	что мы	1	2
301	другом месте	1	2
302	как процесс	3	2
303	противном случае	2	2
304	не менее	5	2
305	так сказать	19	2
306	ли не	2	2
307	только для	1	2
308	производства в	1	2
309	бы не	2	2
310	образом по	1	2
311	отличается от	1	2
312	на то	4	2
313	у пушкина	1	2
314	в точном	5	2
315	себе и	2	2
316	которая не	1	2
317	в чем	2	2
318	числе и	3	2
319	адекватного выражения	1	2
320	так например	2	2
321	могло бы	1	2
322	но к	2	2
323	сих пор	10	2
324	начнем с	1	2
325	не прав	3	2
326	от них	1	2
327	еще не	7	2
328	даже самый	1	2
329	все они	1	2
330	в каждом	8	2
331	во всяком	8	2
332	и потому	7	2
333	понятно что	4	2
334	еще и	2	2
335	того или	2	2
336	до сих	10	2
337	человека в	3	2
338	и быть	1	2
339	в конкретной	1	2
340	было в	1	2
341	а как	7	2
342	фактический материал	1	2
343	внутренняя логика	1	2
344	значит что	1	2
345	в целях	3	2
346	ли это	1	2
347	до нас	1	2
348	и социальной	1	2
349	всяком случае	4	2
350	приходится говорить	2	2
351	одной стороны	2	2
352	относится к	4	2
353	познание в	2	2
354	также и	1	2
355	ту же	2	2
356	в другом	5	2
357	не по	1	2
358	искусства и	1	2
359	по крайней	1	2
360	оно является	2	2
361	формы и	4	2
362	и может	1	2
363	лишь в	17	2
364	связана с	4	2
365	каждой из	1	2
366	в системе	3	2
367	должны быть	4	2
368	результате чего	1	2
369	не с	2	2
370	не об	2	2
371	в различных	1	2
372	можно было	2	2
373	образами и	1	2
374	идеи в	1	2
375	стороны и	2	2
376	только то	1	2
377	от того	4	2
378	действительности на	3	2
379	классовой борьбы	1	2
380	никаких оснований	1	2
381	и формы	5	2
382	ни одного	1	2
383	он и	2	2
384	точному учету	1	2
385	к ним	1	2
386	же самое	9	2
387	которые в	1	2
388	произведения не	1	2
389	вне его	5	2
390	это высказывание	1	2
391	одной из	5	2
392	в образе	1	2
393	на него	1	2
394	эти вопросы	1	2
395	как от	3	2
396	он не	5	2
397	коллективного творчества	1	2
398	во всей	2	2
399	или иной	8	2
400	в общем	1	2
401	он может	3	2
402	этому сводится	1	2
403	этом процессе	1	2
404	он сам	1	2
405	в области	3	2
406	в противном	2	2
407	только с	3	2
408	у них	2	2
409	каждый образ	1	2
410	к этим	3	2
411	конце концов	3	2
412	и для	15	2
413	но для	4	2
414	то о	1	2
415	крайней мере	1	2
416	но в	13	2
417	чуть ли	2	2
418	в той	6	1
419	к лицу	1	1
420	дальше к	1	1
421	для самого	1	1
422	были бы	2	1
423	может обойтись	1	1
424	ситуации и	3	1
425	то в	3	1
426	на почве	14	1
427	в кругу	1	1
428	что один	1	1
429	в социальном	1	1
430	от него	4	1
431	именно к	1	1
432	однако и	1	1
433	и другие	2	1
434	сознанию и	1	1
435	этом случае	3	1
436	является в	5	1
437	и то	4	1
438	ответ на	3	1
439	а потому	1	1
440	не нашел	1	1
441	теории познания	1	1
442	форм и	5	1
443	элементов его	1	1
444	ее и	1	1
445	или наоборот	1	1
446	образом и	1	1
447	творчества не	1	1
448	ни в	7	1
449	движение этого	1	1
450	мы видим	2	1
451	в более	3	1
452	образа с	1	1
453	можно говорить	1	1
454	связано с	3	1
455	как форма	1	1
456	для определения	1	1
457	мы и	1	1
458	говоря уже	1	1
459	этого в	1	1
460	на протяжении	2	1
461	мышления и	2	1
462	законченное выражение	1	1
463	смысле что	1	1
464	опирается на	2	1
465	многих других	1	1
466	а наоборот	1	1
467	со всем	1	1
468	полноту и	1	1
469	то есть	2	1
470	на тех	1	1
471	из следующих	1	1
472	время она	1	1
473	статье о	1	1
474	роль и	1	1
475	воплощения в	1	1
476	или только	1	1
477	как каждый	1	1
478	к этой	2	1
479	переходит в	1	1
480	почти не	2	1
481	бы например	1	1
482	борьбы в	1	1
483	о значении	1	1
484	следует ли	2	1
485	поэтому в	2	1
486	к следующим	2	1
487	мы не	6	1
488	даже целые	1	1
489	и стиль	1	1
490	и имеет	1	1
491	в состоянии	1	1
492	с этой	2	1
493	не чем	1	1
494	его последователей	2	1
495	нет места	1	1
496	в обычных	1	1
497	еще более	1	1
498	в применении	1	1
499	этих особенностей	1	1
500	момента в	1	1
501	несмотря на	1	1
502	из того	1	1
503	мысль в	1	1
504	творчества для	1	1
505	есть его	1	1
506	освободиться от	1	1
507	под ним	1	1
508	а и	1	1
509	или с	1	1
510	его значения	2	1
511	данного содержания	1	1
512	формы в	3	1
513	среда в	2	1
514	творчества является	1	1
515	в определенном	2	1
516	какова же	1	1
517	это значит	1	1
518	в следующих	1	1
519	с ним	1	1
520	романа в	1	1
521	кроме того	7	1
522	не являются	1	1
523	признается и	1	1
524	не должна	1	1
525	неизбежно приводит	1	1
526	тон и	1	1
527	полагаем что	2	1
528	есть функция	1	1
529	отсюда следует	5	1
530	о нем	1	1
531	действительности он	1	1
532	не как	5	1
533	аналогии с	1	1
534	оформление и	1	1
535	социальную жизнь	1	1
536	широко как	1	1
537	мы в	1	1
538	и внешнего	5	1
539	и всегда	2	1
540	и точно	1	1
541	художественного образа	1	1
542	от общего	2	1
543	для данной	3	1
544	сквозь призму	1	1
545	он совершенно	1	1
546	содержание в	1	1
547	или иную	1	1
548	лицом к	1	1
549	нет это	2	1
550	но что	2	1
551	в деле	1	1
552	из форм	2	1
553	силой и	2	1
554	каждого человека	2	1
555	основной и	1	1
556	раскрывается в	1	1
557	сознания хотя	1	1
558	дальше он	1	1
559	именно эти	3	1
560	нет никакого	1	1
561	механистический материализм	1	1
562	по мере	6	1
563	художественной структуре	1	1
564	в живом	2	1
565	таком случае	5	1
566	в этих	2	1
567	социальной среды	4	1
568	в русском	1	1
569	без того	1	1
570	без этого	1	1
571	быть сведены	2	1
572	следующими словами	1	1
573	в рамки	4	1
574	в виде	1	1
575	определяется как	1	1
576	и сознания	1	1
577	говорит он	2	1
578	ведь это	1	1
579	одну и	1	1
580	как же	5	1
581	так или	2	1
582	правильного понимания	3	1
583	сами по	1	1
584	если не	1	1
585	навыки и	1	1
586	проблемы не	1	1
587	в духе	2	1
588	все то	1	1
589	но он	1	1
590	самом деле	18	1
591	является таким	1	1
592	но все	4	1
593	сознания на	1	1
594	даже из	1	1
595	жизни это	1	1
596	основная идея	1	1
597	или иначе	3	1
598	не будем	4	1
599	и невозможно	1	1
600	смысла и	1	1
601	внутреннего мира	2	1
602	это положение	2	1
603	приходит в	1	1
604	который как	1	1
605	остается подвести	1	1
606	проблем и	1	1
607	сводится не	1	1
608	ему самому	1	1
609	и все	8	1
610	же по	1	1
611	по аналогии	2	1
612	прямо противоположные	1	1
613	является чисто	1	1
614	эти пределы	1	1
615	целый ряд	3	1
616	на себя	1	1
617	зрения на	1	1
618	с теми	1	1
619	к пониманию	4	1
620	тем что	3	1
621	данного человека	1	1
622	этого выражения	1	1
623	к более	2	1
624	превращаются в	2	1
625	имеются в	1	1
626	областей знания	2	1
627	последнем счете	1	1
628	и сложнее	1	1
629	чрезвычайно важно	1	1
630	общественное положение	1	1
631	же самый	1	1
632	свой родной	1	1
633	в таком	8	1
634	без всякой	2	1
635	если под	1	1
636	если он	2	1
637	теснейшим образом	1	1
638	очень много	1	1
639	является выражением	4	1
640	сама по	2	1
641	между этими	2	1
642	можно назвать	2	1
643	места и	1	1
644	слова на	1	1
645	для своей	1	1
646	бы быть	1	1
647	друг другу	2	1
648	чем иным	1	1
649	и без	1	1
650	в какой	5	1
651	же оно	1	1
652	в устах	4	1
653	и мимолетные	1	1
654	в соответствии	1	1
655	значения и	4	1
656	может только	1	1
657	а именно	1	1
658	или даже	2	1
659	и так	2	1
660	состоит из	1	1
661	сложной и	1	1
662	на эту	1	1
663	при таком	1	1
664	смысла в	1	1
665	как в	5	1
666	итак не	1	1
667	еще дальше	1	1
668	собой не	1	1
669	а иногда	2	1
670	и понимания	1	1
671	образе в	1	1
672	закончено в	1	1
673	мы только	3	1
674	себя и	2	1
675	не имеет	6	1
676	является для	3	1
677	к какому	1	1
678	быть сведена	1	1
679	зрения и	2	1
680	остается только	1	1
681	между собой	3	1
682	никем не	1	1
683	почти все	2	1
684	этого материала	2	1
685	явления сознания	1	1
686	о котором	1	1
687	сравнению с	1	1
688	которое не	1	1
689	это было	2	1
690	лежит в	2	1
691	связанный с	1	1
692	речь идет	1	1
693	в известном	1	1
694	литературной жизни	2	1
695	в плоскости	1	1
696	в следующей	3	1
697	и это	6	1
698	его значение	4	1
699	в каждой	1	1
700	а только	2	1
701	в каком	6	1
702	на своем	1	1
703	этих элементов	1	1
704	ничего общего	5	1
705	основных тенденций	1	1
706	и из	1	1
707	полный разрыв	1	1
708	нам предстоит	1	1
709	и порождает	1	1
710	в которые	1	1
711	имеют громадное	2	1
712	героя и	1	1
713	мысли в	3	1
714	словесного знака	2	1
715	не все	3	1
716	процессом в	1	1
717	зависит как	1	1
718	ними может	1	1
719	его учеников	1	1
720	весь роман	1	1
721	для правильного	1	1
722	из другого	1	1
723	освобождается от	1	1
724	той или	5	1
725	чтобы понять	3	1
726	эти же	1	1
727	конечно нельзя	1	1
728	в дальнейшем	3	1
729	и значения	3	1
730	индивидуальный творческий	2	1
731	условиями данного	1	1
732	основная тенденция	1	1
733	что эти	1	1
734	нет ничего	4	1
735	социальная природа	1	1
736	деятельность человека	1	1
737	случае является	1	1
738	действительность или	1	1
739	при определенных	1	1
740	ни к	3	1
741	его и	3	1
742	собою не	1	1
743	совершенно не	6	1
744	исходя из	1	1
745	ответить на	1	1
746	как единой	2	1
747	всего необходимо	1	1
748	на этой	6	1
749	находит свое	1	1
750	а с	1	1
751	в данном	8	1
752	только общую	1	1
753	сознания а	1	1
754	ему принадлежит	1	1
755	первой части	2	1
756	в основе	10	1
757	а процесс	1	1
758	тем более	3	1
759	а если	1	1
760	слова все	1	1
761	чрезвычайно трудно	1	1
762	говорит по	1	1
763	бы с	1	1
764	оно в	1	1
765	этой почве	4	1
766	как целое	8	1
767	вопрос о	6	1
768	не означает	1	1
769	не нашли	2	1
770	применении к	1	1
771	которой он	1	1
772	но ведь	4	1
773	для реализации	1	1
774	об одном	2	1
775	в лучшем	1	1
776	со всех	2	1
777	он был	2	1
778	есть в	1	1
779	часть или	1	1
780	конечно не	9	1
781	и толстой	1	1
782	в роли	1	1
783	а чисто	1	1
784	так называемой	3	1
785	что самое	2	1
786	может идти	1	1
787	от индивидуального	1	1
788	не говоря	1	1
789	нет даже	2	1
790	входит в	5	1
791	всего этого	1	1
792	приводит и	1	1
793	уже в	3	1
794	не дает	4	1
795	почти исключительно	2	1
796	ту или	1	1
797	с определенной	2	1
798	лежат в	1	1
799	бытия в	9	1
800	живым и	1	1
801	по сравнению	1	1
802	ее нельзя	1	1
803	однако если	1	1
804	неотделимо от	1	1
805	имеет свой	1	1
806	фактов не	1	1
807	здесь можно	1	1
808	являются для	1	1
809	другой в	1	1
810	остаются вне	1	1
811	содержания познания	1	1
812	бытием и	1	1
813	психики а	1	1
814	отрыве от	1	1
815	материал этот	1	1
816	какую-то особую	1	1
817	в борьбу	1	1
818	характерны для	1	1
819	автора так	1	1
820	друг друга	10	1
821	без выражения	1	1
822	как совокупность	1	1
823	потому что	2	1
824	в свою	6	1
825	сознания в	1	1
826	и тем	4	1
827	слова и	8	1
828	быть и	9	1
829	обойтись без	1	1
830	только тогда	1	1
831	если б	2	1
832	и поэтому	1	1
833	в него	1	1
834	определяются как	1	1
835	и всесторонняя	1	1
836	оно и	2	1
837	то все	1	1
838	путь для	1	1
839	а по	1	1
840	процессов и	1	1
841	эта мысль	2	1
842	психофизического аппарата	1	1
843	не могло	3	1
844	но она	1	1
845	со стороны	2	1
846	только на	7	1
847	если же	2	1
848	выйти за	1	1
849	процессе этого	1	1
850	содержания и	1	1
851	что эта	1	1
852	из высказываний	1	1
853	для этого	1	1
854	одно и	3	1
855	может служить	1	1
856	обычно называется	1	1
857	и если	2	1
858	есть и	1	1
859	и та	2	1
860	свою историю	1	1
861	все те	4	1
862	пор не	1	1
863	и что	2	1
864	творческий характер	1	1
865	в каком-то	1	1
866	к области	1	1
867	как если	6	1
868	в любой	1	1
869	конкретной действительности	1	1
870	сознание как	1	1
871	за пределы	8	1
872	к анализу	1	1
873	а между	1	1
874	и размежевание	1	1
875	но только	1	1
876	в начале	7	1
877	весь процесс	1	1
878	еще в	2	1
879	слова с	1	1
880	из всей	1	1
881	сомнению что	1	1
882	человеческой психики	1	1
883	ним не	1	1
884	той социальной	2	1
885	часто в	1	1
886	то как	2	1
887	в истории	5	1
888	как оно	2	1
889	конечно нет	2	1
890	этом смысле	2	1
891	себя от	2	1
892	то или	1	1
893	или как	3	1
894	самого начала	9	1
895	и речи	4	1
896	в новое	2	1
897	свою очередь	5	1
898	или иное	1	1
899	было указано	1	1
900	закономерности художественной	1	1
901	наиболее глубокий	1	1
902	содержания в	2	1
903	и ту	3	1
904	связанных с	1	1
905	данного момента	6	1
906	мы полагаем	2	1
907	процесса его	1	1
908	себя свою	1	1
909	к каждому	1	1
910	значение и	3	1
911	и той	2	1
912	проблемы в	1	1
913	дело и	1	1
914	сведена к	2	1
915	знает и	1	1
916	только наиболее	1	1
917	процесс и	1	1
918	без участия	1	1
919	достоевский в	1	1
920	ни одной	2	1
921	при этих	1	1
922	же на	1	1
923	превратилась в	1	1
924	им она	1	1
925	или говоря	1	1
926	но ни	1	1
927	так то	1	1
928	или вообще	2	1
929	которых каждая	1	1
930	приходят к	1	1
931	из наиболее	1	1
932	исключительно в	1	1
933	свою внутреннюю	1	1
934	тот или	2	1
935	отношение к	1	1
936	является отражением	1	1
937	как мы	26	1
938	со своими	1	1
939	элементов в	1	1
940	и творчески	1	1
941	соответствии с	1	1
942	всего может	1	1
943	же не	2	1
944	к ней	1	1
945	к двум	2	1
946	в данной	5	1
947	но по	2	1
948	это вовсе	1	1
949	общего с	3	1
950	в понимании	2	1
951	что во	2	1
952	в систему	3	1
953	затем в	1	1
954	этого сравнения	1	1
955	и служит	1	1
956	и явно	1	1
957	и во	2	1
958	что есть	1	1
959	он определяет	1	1
960	к уничтожению	1	1
961	этом однако	1	1
962	их к	1	1
963	в театре	1	1
964	из целостного	1	1
965	другое если	1	1
966	ею и	1	1
967	процесс его	1	1
968	бы он	3	1
969	и пытается	3	1
970	выражения в	3	1
971	приводят к	1	1
972	благодаря этому	2	1
973	всех сторон	2	1
974	целого и	1	1
975	новое время	1	1
976	громадное значение	5	1
977	связи между	5	1
978	психологии в	4	1
979	быть в	2	1
980	дальнейшую социальную	1	1
981	находится в	1	1
982	уже не	2	1
983	не значит	2	1
984	эту мысль	1	1
985	слова в	8	1
986	творчества все	1	1
987	сказать не	1	1
988	он обычно	1	1
989	уже о	1	1
990	или иного	2	1
991	забывать что	1	1
992	связи со	2	1
993	не поддаются	1	1
994	самой природы	1	1
995	на этот	3	1
996	как увидим	1	1
997	различий в	1	1
998	и других	3	1
999	иным как	1	1
1000	деле в	1	1
1001	здесь не	2	1
1002	этот последний	1	1
1003	по законам	3	1
1004	материальные выражения	1	1
1005	оно может	6	1
1006	каком направлении	1	1
1007	у этих	1	1
1008	этими двумя	2	1
1009	единой и	1	1
1010	или не	1	1
1011	литературное произведение	1	1
1012	необходимо учитывать	2	1
1013	является только	2	1
1014	даже для	1	1
1015	в ту	1	1
1016	является общим	1	1
1017	речи о	3	1
1018	связаны с	3	1
1019	но это	1	1
1020	не хватает	1	1
1021	едином и	1	1
1022	не над	1	1
1023	самого автора	1	1
1024	своей индивидуальности	2	1
1025	является уже	2	1
1026	к каким	2	1
1027	эти формы	3	1
1028	прав в	2	1
1029	с ее	2	1
1030	полнее всего	1	1
1031	если есть	1	1
1032	из него	4	1
1033	лишь те	1	1
1034	из сказанного	2	1
1035	явлений которые	1	1
1036	во времени	1	1
1037	к полному	1	1
1038	очень сильны	1	1
1039	именно это	1	1
1040	строго говоря	1	1
1041	в едином	1	1
1042	которой мы	2	1
1043	в самой	1	1
1044	ними в	1	1
1045	дело обстоит	2	1
1046	если только	1	1
1047	в какой-то	2	1
1048	становится в	1	1
1049	или точнее	2	1
1050	стороны он	1	1
1051	и ни	2	1
1052	и особенно	2	1
1053	характерно что	3	1
1054	сомнения в	1	1
1055	сохранившихся в	1	1
1056	тому же	2	1
1057	дает возможность	1	1
1058	в заключение	1	1
1059	нее не	2	1
1060	формы как	3	1
1061	но было	1	1
1062	виду что	1	1
1063	отражается в	2	1
1064	не к	3	1
1065	и самый	2	1
1066	с целью	2	1
1067	понять и	2	1
1068	их мышления	1	1
1069	этому же	1	1
1070	его хотя	1	1
