N	3gram	Vygotskiy_	Vvedenie
266	и о которой	1	1
267	то что в	4	1
268	каждом данном случае	1	1
269	только в одном	1	1
270	на эту тему	1	1
271	уже о том	1	1
272	имеем дело с	1	1
273	с такого же	1	1
274	в каждой из	1	1
275	потому что они	3	1
276	мы имеем дело	1	1
277	по тому же	1	1
278	же самое и	2	1
