N	2gram	Potebnia_M	Myshleni
295	бы сказать	1	16
296	мы имеем	1	16
297	вовсе не	13	16
298	к одному	3	16
299	такой же	4	16
300	которые не	5	16
301	и даже	4	16
302	пути развития	2	16
303	между двумя	1	16
304	между отдельными	1	16
305	по поводу	7	16
306	то в	6	16
307	видели что	2	16
308	в мысли	13	16
309	мысль что	6	16
310	для нас	29	16
311	которые в	1	16
312	которую мы	1	16
313	тому как	8	16
314	таким же	3	16
315	является в	1	15
316	в них	7	15
317	вопрос об	3	15
318	что при	6	15
319	от этого	2	15
320	и это	3	15
321	подобно тому	7	15
322	со всеми	1	15
323	что если	7	15
324	на все	5	15
325	тем более	2	15
326	хотя бы	4	15
327	в начале	2	15
328	становится возможным	1	15
329	те же	4	15
330	отличается от	1	15
331	между этими	2	15
332	к мысли	3	15
333	но как	4	15
334	которое мы	5	15
335	значит что	1	15
336	представить себе	3	15
337	том же	3	15
338	ничего не	2	15
339	как она	3	15
340	который мы	2	15
341	когда он	1	15
342	по этому	2	15
343	это значит	1	14
344	но что	2	14
345	свою очередь	8	14
346	одно и	1	14
347	что у	2	14
348	его мысли	1	14
349	очевидно что	5	14
350	что для	5	14
351	из этого	2	14
352	и здесь	1	14
353	в исследовании	1	14
354	связанные с	3	14
355	слова к	2	14
356	только тогда	7	14
357	одним из	2	14
358	между словом	1	14
359	он должен	2	14
360	от слова	4	14
361	один и	1	14
362	этих двух	1	14
363	от друга	3	14
364	не можем	5	14
365	когда мы	4	14
366	друг от	3	14
367	значение для	1	14
368	и во	6	14
369	с его	3	14
370	об этом	1	14
371	что эти	1	14
372	в теории	2	14
373	имеет место	4	13
374	в действительности	6	13
375	при переходе	1	13
376	с другими	3	13
377	в понятии	2	13
378	и тот	1	13
379	его к	3	13
380	если в	3	13
381	они не	5	13
382	понятий к	1	13
383	но на	3	13
384	в виде	1	13
385	значения и	1	13
386	на его	1	13
387	она не	3	13
388	человека и	2	13
389	для всех	6	13
390	точно так	18	13
391	как они	1	13
392	но все	4	13
393	слова как	1	13
394	этой теории	4	13
395	в состоянии	5	13
396	лишь в	2	13
397	факт что	1	13
398	стороны и	3	13
399	в уме	1	13
400	все более	3	13
401	с которыми	3	12
402	к другу	1	12
403	даже в	1	12
404	только на	4	12
405	образом что	2	12
406	но он	3	12
407	что слово	5	12
408	полагает что	3	12
409	должны были	2	12
410	за пределы	4	12
411	тем и	1	12
412	к другому	2	12
413	с их	1	12
414	в другую	2	12
415	в одной	2	12
416	и потому	7	12
417	в самых	2	12
418	еще более	2	12
419	ко всем	4	12
420	в первом	5	12
421	ход развития	1	12
422	которые мы	7	12
423	к нему	2	12
424	несмотря на	5	12
425	в ее	2	12
426	тем не	11	12
427	тому же	1	12
428	но только	2	12
429	наших исследований	1	12
430	были бы	4	12
431	которых мы	3	12
432	никак не	3	12
433	мог бы	5	12
434	с но	4	12
435	только к	1	12
436	в ней	9	12
437	входит в	1	12
438	не столько	3	11
439	предметов в	1	11
440	не могли	2	11
441	ключ к	2	11
442	в других	6	11
443	находится в	2	11
444	на котором	1	11
445	на том	2	11
446	отношения к	2	11
447	обратимся к	1	11
448	мы будем	3	11
449	с ее	2	11
450	и при	6	11
451	в каком	7	11
452	что понятие	3	11
453	друг другу	4	11
454	ответ на	2	11
455	на самом	2	11
456	есть в	4	11
457	не по	4	11
458	что на	9	11
459	нас в	2	11
460	остановиться на	1	11
461	одно из	5	11
462	например в	4	11
463	что этот	1	11
464	мы увидим	3	11
465	и другой	1	11
466	а только	8	11
467	тех и	3	11
468	мысли от	1	11
469	он в	1	11
470	в один	2	11
471	ничего общего	3	11
472	действия и	1	11
473	только по	5	11
474	слово в	2	11
475	лежит в	1	11
476	или менее	6	11
477	к пониманию	1	11
478	нуждается в	2	11
479	есть не	7	11
480	с мы	1	10
481	вслед за	2	10
482	каким образом	3	10
483	мысли как	1	10
484	друг на	2	10
485	что именно	2	10
486	по выражению	1	10
487	внимание на	3	10
488	бы что	2	10
489	в следующем	1	10
490	всякий раз	1	10
491	и отношения	1	10
492	но для	1	10
493	развития как	1	10
494	о которых	5	10
495	что как	4	10
496	что такое	3	10
497	одного из	3	10
498	связи и	1	10
499	с внутренней	1	10
500	в другой	4	10
501	этот процесс	1	10
502	не совпадает	1	10
503	на друга	2	10
504	мы называем	4	10
505	у нас	3	10
506	перейти к	3	10
507	и может	5	10
508	но вместе	4	10
509	указывает на	2	10
510	из всех	1	10
511	с необходимостью	1	10
512	и которые	3	10
513	системы понятий	1	10
514	самом начале	1	10
515	что мысль	4	10
516	нам остается	2	10
517	каждом шагу	1	10
518	что его	2	10
519	и у	3	10
520	не иначе	4	10
521	вопроса о	2	10
522	мысль и	1	10
523	памяти и	1	10
524	во второй	1	10
525	как с	1	10
526	если не	5	10
527	на каждом	1	10
528	вытекает из	3	10
529	относится к	5	10
530	не могло	3	10
531	и слово	2	10
532	и слова	2	10
533	виде в	1	10
534	в нашей	2	10
535	и до	1	9
536	развития но	1	9
537	понятно что	1	9
538	теории и	2	9
539	к этим	2	9
540	что уже	1	9
541	по одному	1	9
542	под влиянием	10	9
543	более или	6	9
544	должны быть	11	9
545	в тех	1	9
546	та же	1	9
547	друг к	1	9
548	оно не	4	9
549	зависит от	6	9
550	с психологической	1	9
551	и поэтому	2	9
552	не представляет	1	9
553	что же	3	9
554	но эта	1	9
555	сама по	4	9
556	не с	2	9
557	что можно	3	9
558	место в	3	9
559	к этой	3	9
560	иначе чем	2	9
561	он имеет	1	9
562	всех тех	1	9
563	только для	7	9
564	как только	1	9
565	то как	1	9
566	как оно	2	9
567	не то	3	9
568	и притом	6	9
569	представляется нам	4	9
570	находит свое	1	9
571	в первой	1	9
572	одном и	3	9
573	мы в	2	9
574	мы говорим	3	9
575	оно есть	1	9
576	еще в	1	9
577	по внешнему	1	9
578	и взрослый	1	9
579	совершенно не	1	9
580	такого рода	1	9
581	весь процесс	1	9
582	он может	2	9
583	хотя и	6	9
584	в самой	5	9
585	переход к	1	9
586	но с	3	9
587	или в	4	9
588	речи это	1	9
589	животных и	2	9
590	должен быть	2	9
591	само по	6	9
592	не как	4	8
593	не обнаруживает	1	8
594	о котором	4	8
595	которая не	1	8
596	предметов и	3	8
597	в этот	1	8
598	увидим что	4	8
599	уже и	2	8
600	уже по	2	8
601	всех остальных	1	8
602	развития не	1	8
603	в эту	2	8
604	все остальные	9	8
605	в деятельности	4	8
606	главным образом	4	8
607	что только	1	8
608	от нее	6	8
609	сам по	5	8
610	поэтому в	1	8
611	понятия но	1	8
612	в течение	2	8
613	отношении к	1	8
614	мысли но	2	8
615	мысли с	4	8
616	нам известно	1	8
617	все равно	1	8
618	образом в	5	8
619	на одном	1	8
620	чем мы	1	8
621	относятся к	2	8
622	дело с	2	8
623	связь с	2	8
624	что слова	1	8
625	известно что	3	8
626	к другой	1	8
627	убедиться в	1	8
628	какой степени	1	8
629	не мог	3	8
630	в заключение	1	8
631	значением слова	2	8
632	во внимание	4	8
633	и отношение	1	8
634	в психологическом	1	8
635	себе и	2	8
636	остается в	1	8
637	и др	1	8
638	во время	5	8
639	не на	3	8
640	должен был	1	8
641	том как	6	8
642	со стороны	11	8
643	бы с	2	8
644	и тогда	2	8
645	более и	2	8
646	что я	2	8
647	в животном	4	8
648	в более	4	8
649	различие между	2	8
650	на которой	1	8
651	взаимного понимания	2	8
652	нисколько не	2	8
653	только то	3	8
654	еще на	1	8
655	что не	15	8
656	в таком	7	7
657	в разных	2	7
658	для одного	3	7
659	и сам	1	7
660	слова с	2	7
661	предмета и	3	7
662	знаем что	1	7
663	быть выражена	1	7
664	сознания в	2	7
665	этой речи	1	7
666	на него	6	7
667	понятие о	2	7
668	развития мы	1	7
669	заключить что	3	7
670	со словом	4	7
671	выражается в	2	7
672	ребенок должен	1	7
673	оно имеет	2	7
674	в общем	1	7
675	всех этих	2	7
676	и делает	1	7
677	необходимо предполагает	1	7
678	его и	1	7
679	своему значению	1	7
680	переходит к	1	7
681	на которые	1	7
682	которым мы	1	7
683	и том	3	7
684	находятся в	3	7
685	ничего кроме	2	7
686	для всего	1	7
687	восприятия и	3	7
688	этим именем	1	7
689	том виде	1	7
690	с теми	2	7
691	возможно только	6	7
692	к развитию	2	7
693	связаны с	1	7
694	мере в	1	7
695	с первого	1	7
696	имеет свою	1	7
697	же в	7	7
698	которой мы	3	7
699	но тем	6	7
700	образом и	2	7
701	из нее	2	7
702	за ним	2	7
703	в жизни	5	7
704	не существует	2	7
705	имеет в	1	7
706	что речь	2	7
707	до того	2	7
708	следующим образом	1	7
709	к общему	4	7
710	первом случае	1	7
711	что понятия	1	7
712	всякую возможность	1	7
713	и вместе	5	7
714	мы думаем	3	7
715	самый процесс	2	7
716	общего с	3	7
717	развития на	1	7
718	во втором	6	7
719	его с	3	7
720	должна быть	4	7
721	он что	1	7
722	эти отношения	4	7
723	отличаются от	1	7
724	с ними	2	7
725	не имеют	7	7
726	при помощи	2	7
727	без всякого	1	7
728	значении слова	1	7
729	его мысль	2	7
730	принадлежит к	1	7
731	ничем не	2	7
732	на одной	1	7
733	сознания и	2	7
734	слова не	2	7
735	это слово	1	7
736	и непосредственно	2	7
737	случае не	1	7
738	он говорит	1	7
739	с понятием	2	7
740	признать что	1	7
741	этом и	1	7
742	жизни ребенка	2	7
743	мы постараемся	2	6
744	только один	3	6
745	понятие как	1	6
746	от одного	2	6
747	и другим	1	6
748	в природе	11	6
749	к ней	3	6
750	уже не	4	6
751	как например	4	6
752	раз и	1	6
753	что всякое	1	6
754	другом в	1	6
755	себе в	2	6
756	с другим	3	6
757	образом как	1	6
758	указывают на	3	6
759	распадается на	1	6
760	но так	1	6
761	и мы	1	6
762	отношение слова	1	6
763	в каждом	6	6
764	значение и	4	6
765	оно может	2	6
766	как к	1	6
767	том и	2	6
768	смысле что	2	6
769	том смысле	7	6
770	в словах	6	6
771	ни на	1	6
772	всеми остальными	1	6
773	наконец в	1	6
774	и там	1	6
775	начиная с	2	6
776	только потому	4	6
777	а это	1	6
778	себе что	1	6
779	можно считать	2	6
780	при исследовании	2	6
781	представлений и	1	6
782	или даже	3	6
783	бы мы	1	6
784	в условиях	1	6
785	и таким	1	6
786	и вообще	5	6
787	которая как	1	6
788	и эти	1	6
789	образом мы	3	6
790	заключает в	6	6
791	смысл слова	1	6
792	по законам	3	6
793	в разговоре	2	6
794	что то	1	6
795	для психологии	1	6
796	его на	3	6
797	этот закон	1	6
798	более сложные	1	6
799	в различных	1	6
800	с в	5	6
801	не что	2	6
802	одна из	4	6
803	что иное	2	6
804	чем более	3	6
805	на язык	7	6
806	задолго до	1	6
807	положение что	1	6
808	этими двумя	1	6
809	не говорит	1	6
810	как его	1	6
811	могло бы	4	6
812	в живой	2	6
813	очень часто	1	6
814	задачи и	1	6
815	на другой	2	6
816	в связь	1	6
817	что может	1	6
818	с и	3	6
819	природе и	1	6
820	слова мы	3	6
821	между которыми	1	6
822	может стать	3	6
823	которые могут	5	6
824	всей своей	1	6
825	только одно	1	6
826	еще и	1	6
827	тех же	1	6
828	роль в	1	6
829	из которого	3	6
830	что здесь	1	6
831	процессов в	1	6
832	дело в	3	6
833	и понимания	10	6
834	это было	3	6
835	предположить что	1	6
836	основное положение	1	6
837	нужно было	3	6
838	и о	3	6
839	для обозначения	2	6
840	как увидим	4	6
841	для образования	2	6
842	иное как	2	6
843	сходство с	2	5
844	с логикой	3	5
845	связанных между	1	5
846	формы в	1	5
847	думаем что	2	5
848	из всего	2	5
849	к самому	1	5
850	приходит в	1	5
851	им в	1	5
852	свою собственную	1	5
853	не хотим	1	5
854	в противоположность	2	5
855	только как	5	5
856	может служить	2	5
857	втором случае	1	5
858	более сложных	1	5
859	к ним	3	5
860	наблюдать как	1	5
861	слово как	2	5
862	той мере	1	5
863	все его	2	5
864	необходимо должно	1	5
865	об одном	1	5
866	совершенно ясно	1	5
867	мысли мы	2	5
868	в ряду	6	5
869	деятельности и	5	5
870	слово есть	1	5
871	эти слова	1	5
872	не дает	2	5
873	относительно поздно	1	5
874	и мысль	1	5
875	ведет к	1	5
876	которые он	1	5
877	с такой	1	5
878	для них	2	5
879	в памяти	3	5
880	никто не	3	5
881	изменяется и	1	5
882	который не	1	5
883	роли в	1	5
884	на их	2	5
885	представляется в	1	5
886	в значении	1	5
887	как если	1	5
888	при определении	1	5
889	на две	2	5
890	на ряд	1	5
891	что во	4	5
892	не видит	1	5
893	только с	1	5
894	мысли которая	1	5
895	что ему	2	5
896	ее на	1	5
897	только его	1	5
898	то мы	4	5
899	чем перейти	1	5
900	бы для	2	5
901	все они	3	5
902	сами по	8	5
903	начале развития	1	5
904	в стороне	5	5
905	начинается в	1	5
906	эти последние	3	5
907	но всегда	3	5
908	язык и	6	5
909	один шаг	1	5
910	же что	2	5
911	утверждает что	3	5
912	рассматривать как	1	5
913	совершенно иначе	1	5
914	могут не	3	5
915	от него	8	5
916	на эти	1	5
917	самого себя	4	5
918	исторического развития	1	5
919	отношений в	1	5
920	этой последней	2	5
921	что по	3	5
922	мы только	1	5
923	когда в	3	5
924	но даже	2	5
925	но то	1	5
926	значительной степени	3	5
927	отношение мысли	1	5
928	вообще и	2	5
929	быть в	1	5
930	это так	1	5
931	есть только	16	5
932	а следовательно	1	5
933	себя в	1	5
934	и весь	3	5
935	что наконец	1	5
936	после того	3	5
937	что каждая	1	5
938	прийти к	1	5
939	по мнению	4	5
940	аналогии с	1	5
941	может иметь	1	5
942	противоречие между	1	5
943	видит в	2	5
944	внутреннее единство	2	5
945	нашей мысли	7	5
946	в представлении	1	5
947	мысль с	1	5
948	это как	1	5
949	вообще в	1	5
950	мере как	1	5
951	будем иметь	1	5
952	основанное на	1	5
953	не для	2	5
954	а потому	14	5
955	мы назвали	1	5
956	был бы	1	5
957	если ребенок	1	5
958	связанное с	3	5
959	о которой	2	5
960	на известный	1	5
961	есть нечто	7	5
962	всем остальным	1	5
963	если это	2	5
964	из тех	1	5
965	и человека	1	5
966	лежащие в	1	5
967	место между	1	5
968	не потому	2	5
969	мы хотим	1	5
970	на первых	1	5
971	из одной	1	5
972	о языке	3	5
973	заметить что	7	5
974	их с	1	5
975	общего и	1	5
976	видеть в	3	5
977	в полном	2	5
978	указание на	2	5
979	без этого	1	5
980	когда оно	1	5
981	что к	2	5
982	слова но	4	5
983	окружающих его	1	5
984	высшего понятия	1	5
985	чтобы сделать	1	5
986	человека к	1	5
987	одного этого	1	5
988	выше что	2	5
989	а из	1	5
990	говоря о	3	5
991	прежде чем	4	5
992	бы он	1	5
993	для другого	1	5
994	более того	1	5
995	они имеют	1	4
996	зрения на	1	4
997	языке и	2	4
998	в применении	3	4
999	тем как	3	4
1000	из ее	1	4
1001	этих представлений	1	4
1002	когда это	1	4
1003	как более	1	4
1004	один ряд	1	4
1005	так например	5	4
1006	во все	2	4
1007	языка в	6	4
1008	чего не	3	4
1009	употребление слова	1	4
1010	и другом	2	4
1011	они относятся	1	4
1012	конечно не	1	4
1013	чтобы показать	2	4
1014	не подлежит	1	4
1015	нас на	2	4
1016	отношения в	1	4
1017	чего он	1	4
1018	к ее	2	4
1019	бы то	2	4
1020	же словом	1	4
1021	через другие	1	4
1022	и образование	1	4
1023	между различными	1	4
1024	почему в	1	4
1025	вбирает в	2	4
1026	которого он	1	4
1027	слова то	2	4
1028	не было	7	4
1029	мысль на	1	4
1030	или не	3	4
1031	на которое	2	4
1032	и говорит	1	4
1033	движения в	3	4
1034	быть может	6	4
1035	общего понятия	1	4
1036	рядом с	3	4
1037	так сказать	5	4
1038	а потом	1	4
1039	если оно	1	4
1040	в мысль	1	4
1041	психологической точки	1	4
1042	в ответ	1	4
1043	бы они	2	4
1044	ничего нового	1	4
1045	и та	1	4
1046	сложный процесс	1	4
1047	значения в	1	4
1048	новое слово	1	4
1049	в известных	1	4
1050	и мыслью	3	4
1051	заставляет нас	2	4
1052	что есть	3	4
1053	слова от	1	4
1054	не вижу	1	4
1055	должны будем	1	4
1056	и сами	3	4
1057	должны сказать	1	4
1058	его состав	1	4
1059	одним словом	5	4
1060	была бы	3	4
1061	отношении мысли	1	4
1062	имеет дело	2	4
1063	изменяется в	2	4
1064	влияния на	1	4
1065	может существовать	1	4
1066	языка так	1	4
1067	между значением	1	4
1068	речи он	1	4
1069	из его	1	4
1070	с которой	1	4
1071	для нее	4	4
1072	и вся	1	4
1073	по направлению	2	4
1074	которому мы	2	4
1075	мысли это	1	4
1076	она может	3	4
1077	направлении и	1	4
1078	положения что	1	4
1079	только при	3	4
1080	его только	2	4
1081	развитие есть	1	4
1082	здесь не	2	4
1083	не из	3	4
1084	слова так	3	4
1085	о его	2	4
1086	есть такой	1	4
1087	нас не	1	4
1088	нам не	2	4
1089	что одно	2	4
1090	слова которые	1	4
1091	на нее	2	4
1092	и могут	1	4
1093	в каждой	1	4
1094	того или	1	4
1095	разница между	5	4
1096	развитие не	1	4
1097	то он	2	4
1098	мысли для	1	4
1099	бы назвать	1	4
1100	или как	2	4
1101	но эти	4	4
1102	как будто	2	4
1103	это на	1	4
1104	необходимо должны	1	4
1105	при объяснении	1	4
1106	или по	2	4
1107	что делает	1	4
1108	в некоторых	4	4
1109	на других	1	4
1110	к более	1	4
1111	если он	1	4
1112	много раз	1	4
1113	стороны в	1	4
1114	начинается с	1	4
1115	а именно	1	4
1116	выражения и	1	4
1117	и самое	3	4
1118	в одно	5	4
1119	то это	8	4
1120	это последнее	6	4
1121	как между	1	4
1122	первые слова	1	4
1123	превращается в	2	4
1124	для которого	1	4
1125	развития развитие	1	4
1126	всего этого	1	4
1127	сила и	1	4
1128	из виду	2	4
1129	взрослый человек	1	4
1130	на предмет	2	4
1131	до какой	1	4
1132	по которым	2	4
1133	быть с	1	4
1134	как слово	1	4
1135	нельзя сказать	2	4
1136	к разрешению	1	4
1137	ни было	4	4
1138	от тех	1	4
1139	деятельности в	2	4
1140	но совершенно	2	4
1141	про себя	2	4
1142	выше и	1	4
1143	и характер	1	4
1144	понятие не	1	4
1145	своей мысли	1	4
1146	нечто объективное	1	4
1147	необходимо должна	1	4
1148	совсем не	1	4
1149	но при	3	4
1150	его не	3	4
1151	хотя в	3	4
1152	сравнительно с	5	4
1153	значению слова	1	4
1154	как эта	1	4
1155	до известного	1	4
1156	этот предмет	1	4
1157	на который	1	4
1158	однако в	4	4
1159	мысль в	2	4
1160	а как	3	4
1161	проявляются в	1	4
1162	только те	1	4
1163	к одной	3	4
1164	не идет	1	4
1165	другим и	3	4
1166	же образом	1	4
1167	от общего	2	4
1168	этих отношений	1	4
1169	связанная с	1	4
1170	в обратном	2	4
1171	как при	2	4
1172	одно слово	1	4
1173	развития это	1	4
1174	себя и	3	4
1175	поэтому не	1	4
1176	и если	6	4
1177	эта мысль	3	4
1178	цели и	1	4
1179	из него	3	4
1180	дает в	1	4
1181	но которые	1	4
1182	без которых	1	4
1183	ему в	1	4
1184	слово но	1	4
1185	по сходству	1	4
1186	мы действительно	1	4
1187	причинных отношений	1	4
1188	такое же	3	4
1189	если даже	1	4
1190	невозможно без	1	4
1191	речи чем	1	4
1192	самой мысли	2	4
1193	то к	1	4
1194	к высшему	1	4
1195	развивается не	1	4
1196	приходим к	1	4
1197	одного предмета	1	4
1198	быть совершенно	1	4
1199	по которому	2	4
1200	всю свою	1	4
1201	вопрос как	1	4
1202	эти формы	2	4
1203	к области	1	4
1204	ее от	1	4
1205	думать что	6	4
1206	развивается в	1	4
1207	выражения в	1	4
1208	жизни и	3	4
1209	только после	2	4
1210	известной степени	1	4
1211	важную роль	2	4
1212	как для	2	4
1213	этим последним	4	4
1214	в чисто	1	4
1215	не к	1	4
1216	они указывают	1	3
1217	мысли по	2	3
1218	только из	3	3
1219	в прежнем	1	3
1220	он видит	2	3
1221	хотим сказать	1	3
1222	его от	2	3
1223	и действуют	1	3
1224	общее понятие	2	3
1225	видно из	3	3
1226	я могу	2	3
1227	у человека	2	3
1228	по своим	1	3
1229	на известной	1	3
1230	а вместе	7	3
1231	чем заключается	1	3
1232	в жизнь	1	3
1233	но главным	1	3
1234	этой деятельности	2	3
1235	применении к	3	3
1236	этого последнего	2	3
1237	новые пути	1	3
1238	другу и	2	3
1239	оно как	1	3
1240	из себя	6	3
1241	звуком и	4	3
1242	то его	1	3
1243	чем во	1	3
1244	в прошлом	1	3
1245	некоторое время	1	3
1246	языка не	5	3
1247	и связанное	2	3
1248	деятельности мы	1	3
1249	ее как	1	3
1250	но разве	1	3
1251	сущности и	1	3
1252	именно с	1	3
1253	многое из	1	3
1254	от них	2	3
1255	что даже	2	3
1256	общих чертах	1	3
1257	она есть	3	3
1258	кажется нам	3	3
1259	привело к	1	3
1260	то очевидно	1	3
1261	этой задачи	1	3
1262	между его	1	3
1263	к их	2	3
1264	никакой связи	1	3
1265	как совершается	1	3
1266	с пониманием	1	3
1267	известные нам	1	3
1268	после этого	2	3
1269	мы легко	2	3
1270	ибо он	1	3
1271	как можно	1	3
1272	понятия по	1	3
1273	с двумя	1	3
1274	бы показать	1	3
1275	судить о	3	3
1276	оно совершается	1	3
1277	очередь не	1	3
1278	одном из	3	3
1279	забегает вперед	1	3
1280	вопрос что	1	3
1281	не встречает	1	3
1282	с действительно	2	3
1283	не отличается	1	3
1284	при отсутствии	1	3
1285	принимает за	1	3
1286	именно что	2	3
1287	не были	2	3
1288	чем больше	1	3
1289	не могла	2	3
1290	и хотя	1	3
1291	другая сторона	1	3
1292	могла бы	5	3
1293	ее внутренних	1	3
1294	внимание и	1	3
1295	это приводит	1	3
1296	особенностей и	1	3
1297	законов и	1	3
1298	в общих	1	3
1299	нам кажется	2	3
1300	к сожалению	1	3
1301	не так	6	3
1302	ни малейшего	3	3
1303	само слово	2	3
1304	в фонетическом	1	3
1305	быть так	1	3
1306	к таким	2	3
1307	на другую	1	3
1308	и просто	1	3
