N	3gram	Voloshinov	Myslijsy
116	не нуждается в	1	2
117	и в отношении	1	2
118	и тем более	1	2
119	в своем развитии	1	2
120	в силу которого	1	2
121	при этом не	1	2
122	и та же	1	2
123	же время и	1	2
124	к которому мы	1	2
125	как мы видели	3	2
126	при этом мы	1	2
127	не может обойтись	1	2
128	вопрос о происхождении	1	2
129	так как и	1	2
130	одна и та	1	2
131	так а не	1	2
132	и не только	2	2
133	но то что	1	1
134	в самом деле	2	1
135	но все эти	1	1
136	не может прийти	1	1
137	мы можем не	2	1
138	это дает нам	1	1
139	о котором мы	1	1
140	между тем слово	1	1
141	человек не только	1	1
142	на две группы	1	1
143	на это не	1	1
144	взаимодействия таким образом	1	1
145	в той же	3	1
146	за порогом сознания	1	1
147	мы легко можем	1	1
148	вопрос только в	1	1
149	важную роль и	1	1
150	на наш взгляд	1	1
151	к тому как	1	1
152	которое может быть	3	1
153	что в одном	1	1
154	по сравнению с	1	1
155	должно было быть	1	1
156	в одно мгновение	1	1
157	отношении языка это	1	1
158	ничем не связанных	1	1
159	мы легко заметим	1	1
160	том что такое	1	1
161	человечества но все	1	1
162	каждому из них	1	1
163	стоящих на разных	1	1
164	к миру и	2	1
165	не может получить	1	1
166	может обойтись без	1	1
167	не имеем права	1	1
168	что же мы	1	1
169	может быть так	1	1
170	на вопрос о	1	1
171	другими словами в	1	1
172	но даже и	1	1
173	а не наоборот	1	1
174	как мы уже	3	1
175	без помощи слова	1	1
176	том что язык	1	1
177	внутренней и внешней	3	1
178	в разговоре с	1	1
179	пространство и время	1	1
180	иметь в виду	1	1
181	как мы видим	1	1
182	существовать не может	1	1
183	это как бы	1	1
184	что перед нами	2	1
185	пор говоря о	1	1
186	связь с тем	1	1
187	бросается в глаза	1	1
188	чтобы убедиться в	1	1
189	один из этих	1	1
190	между этими двумя	1	1
191	помощи языка и	1	1
192	и не словами	1	1
193	и не нужно	1	1
194	в душе человека	1	1
195	но этого еще	1	1
196	у них идет	1	1
197	не только на	1	1
198	есть не что	2	1
199	то хотя бы	1	1
200	человека и природы	1	1
201	краска на лице	1	1
202	одну и ту	2	1
203	в какой форме	1	1
204	не менее и	1	1
205	языка и не	1	1
206	но каким образом	1	1
207	бы не существовало	1	1
208	нужно помнить что	1	1
209	что язык и	1	1
210	слова были бы	1	1
211	он в то	1	1
212	по самой своей	1	1
213	с точкой зрения	1	1
214	процессе образования новых	1	1
215	важную роль играет	1	1
216	был бы совершенно	1	1
217	и слово это	1	1
218	если бы даже	1	1
219	каждое из этих	1	1
220	с нашей точки	1	1
221	друг друга и	1	1
222	несмотря на свою	1	1
223	бы не в	1	1
224	это будет видно	1	1
225	мысль о том	1	1
226	того времени когда	1	1
227	все связанное с	1	1
228	прежде всего на	1	1
229	отношение говорящего к	2	1
230	дело не с	1	1
231	распадаются на две	1	1
232	и ту же	2	1
233	правда мы можем	1	1
234	в наших глазах	1	1
235	мы должны принять	1	1
236	в самом звуке	1	1
237	не в мысли	1	1
238	во время своего	1	1
239	это служит для	1	1
240	мы очутимся в	1	1
241	до того неизвестные	1	1
242	именно потому что	1	1
243	не связанных между	1	1
244	себе в этом	1	1
245	можно говорить лишь	1	1
246	у нас есть	1	1
247	и к тому	1	1
248	которые ложатся в	1	1
249	но если бы	1	1
250	тем самым не	1	1
251	не так как	2	1
252	в нашем сознании	1	1
253	в процессе образования	1	1
254	и тем что	1	1
255	тесно связанные с	1	1
256	в нас происходит	1	1
257	не наоборот то	1	1
258	же время служит	1	1
259	в отношении языка	1	1
260	до какой степени	1	1
261	о том какое	1	1
262	и здесь мы	1	1
263	впечатлений производимых на	1	1
264	одно из произведений	1	1
265	допустим что перед	1	1
266	развития языка мы	1	1
267	мы будем называть	1	1
268	но в этой	1	1
269	в свою речь	1	1
270	нам в голову	1	1
271	что язык не	2	1
272	может перейти в	1	1
273	и не могут	1	1
274	во всех их	1	1
275	но главным образом	1	1
276	всего того что	1	1
277	и все же	1	1
278	другими словами к	1	1
279	сих пор говоря	1	1
280	уже не к	1	1
281	в разных местах	2	1
282	этого еще мало	1	1
283	точки зрения и	1	1
284	жизни как бы	1	1
285	в виду что	1	1
286	нет и не	1	1
287	что несмотря на	1	1
288	если же он	1	1
289	только в этих	1	1
