N	2gram	Tiupa_Hudo	Marksizm
402	в другой	1	3
403	из которых	2	3
404	имеет место	3	3
405	знаков в	2	3
406	не на	5	3
407	должен был	1	3
408	все то	1	3
409	высказывания но	1	3
410	имеет значение	1	3
411	является знаком	1	3
412	одновременно с	1	3
413	языковом сознании	1	3
414	приводит к	6	3
415	со стороны	5	3
416	в следующей	1	3
417	еще и	2	3
418	ни к	2	3
419	к нашему	2	3
420	поэтому не	1	3
421	потому что	3	3
422	в мир	1	3
423	другого в	3	3
424	т.е не	1	3
425	здесь не	2	3
426	но если	1	3
427	данном контексте	2	3
428	ее содержание	1	3
429	всякий знак	1	3
430	они не	1	3
431	свидетельствует о	1	3
432	том числе	3	3
433	себя самого	1	3
434	с их	2	3
435	ведь это	1	3
436	или иначе	5	3
437	на нее	1	3
438	в бытии	1	3
439	всякое высказывание	1	3
440	говорить об	1	3
441	в авторском	1	3
442	только и	2	3
443	должен быть	2	3
444	или менее	6	3
445	одним и	1	3
446	не все	2	3
447	связаны с	1	3
448	к жизни	2	3
449	на них	1	3
450	и по	2	3
451	этих двух	2	3
452	знакового материала	4	3
453	того или	4	3
454	как ни	1	3
455	совпадает с	2	3
456	ту или	2	3
457	также и	1	3
458	с языком	3	3
459	в значительной	2	3
460	а по	1	3
461	не с	2	3
462	не следует	4	3
463	числе и	2	3
464	и о	4	3
465	себе самому	1	3
466	как целого	1	3
467	интонации и	1	3
468	в целом	3	3
469	или точнее	1	3
470	и другие	2	2
471	для всех	1	2
472	автором и	1	2
473	его за	1	2
474	с этой	3	2
475	дело с	1	2
476	вопросу о	1	2
477	тем как	1	2
478	на смену	4	2
479	героя как	2	2
480	из нее	1	2
481	к каким	1	2
482	говоря языком	1	2
483	к более	2	2
484	превращается в	2	2
485	том или	1	2
486	например в	4	2
487	между индивидуальными	1	2
488	в жизни	3	2
489	знаком в	1	2
490	к самому	1	2
491	в собственном	1	2
492	их в	3	2
493	а именно	3	2
494	или ином	1	2
495	всех подобных	2	2
496	отличается от	2	2
497	поскольку он	1	2
498	у достоевского	1	2
499	искусство и	1	2
500	зрения не	1	2
501	сам же	1	2
502	во внешнем	2	2
503	мы рассмотрим	1	2
504	сам и	1	2
505	введено в	2	2
506	она могла	1	2
507	знаковый материал	1	2
508	не средство	1	2
509	в знаковом	3	2
510	сознания в	4	2
511	не об	1	2
512	для данного	1	2
513	тем самым	5	2
514	не совпадает	1	2
515	добро и	1	2
516	не вполне	2	2
517	не что	1	2
518	себе отчет	1	2
519	конститутивным моментом	1	2
520	историческое становление	1	2
521	содержания в	1	2
522	отчет в	1	2
523	в прошлом	1	2
524	из виду	2	2
525	к ним	1	2
526	него не	1	2
527	по которым	1	2
528	ее как	1	2
529	за него	1	2
530	на сцене	1	2
531	это отношение	3	2
532	и синтаксические	1	2
533	в противном	2	2
534	от себя	3	2
535	коем случае	2	2
536	не просто	2	2
537	они могут	1	2
538	внутреннего мира	2	2
539	крайней мере	1	2
540	слово однако	1	2
541	всего в	1	2
542	мышления и	2	2
543	глубокий и	1	2
544	в состоянии	1	2
545	так он	1	2
546	есть его	1	2
547	внутренней и	2	2
548	отношения к	4	2
549	или иную	2	2
550	на стадии	1	2
551	иными словами	1	2
552	противоречие между	1	2
553	тому же	1	2
554	и притом	3	2
555	сознания к	1	2
556	но он	3	2
557	что его	1	2
558	этим и	1	2
559	место лишь	1	2
560	не остается	1	2
561	нашем примере	1	2
562	также в	1	2
563	же как	1	2
564	между прочим	1	2
565	зрения и	1	2
566	его жизни	1	2
567	себе и	1	2
568	а только	4	2
569	в чем	2	2
570	и речевой	1	2
571	звука и	1	2
572	и мир	1	2
573	здесь как	1	2
574	могли бы	1	2
575	а с	2	2
576	есть деятельность	1	2
577	лишь ее	1	2
578	культуры как	1	2
579	героя и	5	2
580	стиля в	1	2
581	в лучшем	1	2
582	зрения в	1	2
583	другом и	1	2
584	ту же	1	2
585	бы они	1	2
586	высказывание принадлежит	1	2
587	сознание не	1	2
588	отношение знака	3	2
589	соединении с	2	2
590	не могла	1	2
591	но только	2	2
592	является одним	1	2
593	этом смысле	3	2
594	в новое	1	2
595	когда мы	1	2
596	тот или	3	2
597	которую в	1	2
598	его как	1	2
599	друг другу	1	2
600	это делает	1	2
601	или иного	4	2
602	случае это	1	2
603	так или	4	2
604	в частности	18	2
605	такие и	1	2
606	как с	1	2
607	была бы	3	2
608	чужому слову	1	2
609	языка лишь	1	2
610	оно не	2	2
611	ориентировано на	1	2
612	мы понимаем	1	2
613	оказывается в	3	2
614	которых и	1	2
615	между которыми	2	2
616	смысла и	1	2
617	заключается в	2	2
618	одно слово	3	2
619	имеет дело	2	2
620	в романе	3	2
621	и соответственно	2	2
622	переживания как	1	2
623	с собою	1	2
624	никто не	3	2
625	себя и	3	2
626	бы не	2	2
627	ему и	1	2
628	нет в	1	2
629	по крайней	1	2
630	а язык	1	2
631	художественный образ	1	2
632	значения для	1	2
633	моего сознания	1	2
634	он же	1	2
635	ясность и	1	2
636	творческий акт	2	2
637	языка могут	2	2
638	нет даже	1	2
639	и поэтому	1	2
640	быть не	1	2
641	оно является	1	2
642	вступает в	2	2
643	впрочем и	1	2
644	ни были	1	2
645	друг от	1	2
646	в совершенно	1	2
647	каждый из	1	2
648	его значением	1	2
649	автора в	1	2
650	на которые	1	2
651	известной степени	3	2
652	впервые в	1	2
653	и служит	1	2
654	принадлежит к	3	2
655	за пределами	3	2
656	в концепции	1	2
657	автором в	1	2
658	в сознании	1	2
659	до известной	2	2
660	в самой	2	2
661	конечно с	1	2
662	он должен	3	2
663	жизни но	2	2
664	или к	1	2
665	на языке	3	2
666	в коем	2	2
667	зависит от	1	2
668	в художественной	3	2
669	предмет речи	1	2
670	в литературе	2	2
671	с системой	1	2
672	в широком	1	2
673	иметь место	1	2
674	сказать не	1	2
675	но с	1	2
676	от друга	1	2
677	существует как	1	2
678	и где	1	2
679	виду что	1	2
680	это возможно	1	2
681	в высказывании	1	2
682	сама по	2	2
683	с той	1	2
684	есть в	3	2
685	противном случае	2	2
686	мира и	2	2
687	она по	1	2
688	этот круг	1	2
689	ли не	1	2
690	остановимся на	1	2
691	по его	1	2
692	первой части	2	2
693	это было	1	2
694	на его	1	2
695	для которого	2	2
696	которого только	1	2
697	и внутренней	1	2
698	высказывание мы	1	2
699	принадлежит только	2	2
700	эти последние	1	2
701	одну из	1	2
702	не по	1	2
703	внешней речи	2	2
704	и помимо	1	2
705	своей индивидуальности	1	2
706	нового времени	2	2
707	идет о	2	2
708	в понимании	1	2
709	его внешней	8	2
710	этом и	1	2
711	из условий	1	2
712	и иные	1	2
713	иное как	1	2
714	самого автора	1	2
715	дело обстоит	1	2
716	можно только	1	2
717	с которыми	1	1
718	более не	2	1
719	на границах	1	1
720	в центре	1	1
721	можно говорить	1	1
722	этого в	1	1
723	здесь именно	1	1
724	язык а	1	1
725	русской литературе	2	1
726	исходя из	1	1
727	с формой	1	1
728	и фраза	1	1
729	иной форме	1	1
730	граница между	1	1
731	случае мы	1	1
732	себе никакого	1	1
733	утратит свою	1	1
734	звук в	1	1
735	случае не	2	1
736	а внутренняя	1	1
737	может служить	2	1
738	которой в	1	1
739	строго говоря	2	1
740	говорит о	1	1
741	только отдельные	1	1
742	требует от	1	1
743	одно из	2	1
744	и другими	1	1
745	вошло в	1	1
746	высказывание есть	1	1
747	не несет	1	1
748	высказывания мы	1	1
749	противоречие с	1	1
750	и само	1	1
751	ценность и	1	1
752	и остальной	1	1
753	языка этот	1	1
754	рассеянной чужой	1	1
755	между автором	2	1
756	читателя и	1	1
757	по пути	4	1
758	эстетической деятельности	2	1
759	новое время	1	1
760	и сам	3	1
761	образом что	1	1
762	мысль о	1	1
763	речевой деятельности	2	1
764	может вести	1	1
765	конечном счете	5	1
766	как целому	1	1
767	стороны бытия	1	1
768	в соответствии	1	1
769	что по	1	1
770	приходит в	1	1
771	душевное состояние	1	1
772	нам уже	1	1
773	одновременно и	1	1
774	национальные языки	1	1
775	знаков из	1	1
776	слов а	1	1
777	они ни	1	1
778	в художественном	5	1
779	только для	1	1
780	как более	1	1
781	тем или	2	1
782	на активное	1	1
783	речь идет	2	1
784	для публики	1	1
785	обладает значением	1	1
786	свою собственную	1	1
787	является эстетическим	1	1
788	себя свою	1	1
789	общий знаменатель	1	1
790	все их	1	1
791	всем его	1	1
792	своему герою	1	1
793	и внутренний	1	1
794	уже готовой	1	1
795	при всей	2	1
796	нам не	1	1
797	рассказ о	2	1
798	при наличии	2	1
799	в первую	1	1
800	со своей	4	1
801	при условии	2	1
802	из других	1	1
803	порядок в	3	1
804	не могли	2	1
805	и такие	1	1
806	на части	1	1
807	совершенно особое	1	1
808	раз и	1	1
809	в динамике	1	1
810	чему не	1	1
811	но кто	1	1
812	в сознание	1	1
813	в противоположность	3	1
814	имеет в	1	1
815	системы знаков	1	1
816	ничто не	1	1
817	но во	2	1
818	искусства и	3	1
819	знаками из	1	1
820	во многих	1	1
821	не всегда	2	1
822	существенное значение	1	1
823	как совокупность	3	1
824	в него	1	1
825	из своего	1	1
826	втором случае	2	1
827	в строгом	1	1
828	обращаясь к	1	1
829	для своей	1	1
830	языкового знака	2	1
831	от своей	1	1
832	ясный ответ	1	1
833	в окружающей	1	1
834	субъекту и	2	1
835	автора с	2	1
836	автора его	1	1
837	смысл на	1	1
838	своих моментов	1	1
839	этот язык	1	1
840	принадлежащих к	1	1
841	или говоря	3	1
842	весьма сложного	1	1
843	рассчитана на	1	1
844	говорящих и	1	1
845	неотделима от	1	1
846	и конкретном	1	1
847	с самим	2	1
848	жизни как	4	1
849	затем в	1	1
850	и оценки	1	1
851	к которому	4	1
852	мы конечно	1	1
853	ибо жизнь	1	1
854	очень существенных	1	1
855	в индивидуальную	1	1
856	еще одна	1	1
857	входят в	1	1
858	ее внутренней	1	1
859	не переставая	1	1
860	приобщения к	1	1
861	толстого или	1	1
862	речь о	1	1
863	им реальной	1	1
864	также является	1	1
865	по поводу	1	1
866	на котором	2	1
867	уже по	1	1
868	лишь один	1	1
869	и субъективная	1	1
870	предполагает высокую	1	1
871	начало и	2	1
872	первобытных людей	1	1
873	необходимым условием	1	1
874	или иным	4	1
875	себе самом	1	1
876	представить себе	1	1
877	того кому	1	1
878	не происходит	1	1
879	только не	1	1
880	этой внутренней	1	1
881	эта перемена	1	1
882	нами не	1	1
883	членов данного	1	1
884	личности а	1	1
885	форме определенной	1	1
886	личности ее	1	1
887	после того	1	1
888	он от	1	1
889	но из	1	1
890	со знаковым	1	1
891	не принадлежит	2	1
892	гуманитарных науках	1	1
893	слова эта	1	1
894	такого рода	12	1
895	внимание на	1	1
896	время в	1	1
897	чем-то внешним	1	1
898	менее широком	1	1
899	а и	1	1
900	и чрезвычайно	1	1
901	подчеркнуть что	1	1
902	чтобы этот	1	1
903	как элемент	1	1
904	что несмотря	1	1
905	и через	1	1
906	к определенному	1	1
907	иного рода	1	1
908	группы или	1	1
909	в третьем	1	1
910	внешнего мира	3	1
911	и развития	1	1
912	и объективной	1	1
913	отношения между	1	1
914	не была	1	1
915	особенно если	1	1
916	в конечном	5	1
917	даже вовсе	1	1
918	мир уже	1	1
919	иногда впрочем	1	1
920	не сделав	1	1
921	утрачивает свою	1	1
922	к чему	1	1
923	знаков а	1	1
924	организующая роль	1	1
925	которое в	1	1
926	xviii века	1	1
927	я и	7	1
928	как говорит	3	1
929	же оно	1	1
930	я не	2	1
931	начинает восприниматься	2	1
932	человек в	1	1
933	от одной	1	1
934	в мире	24	1
935	особенности в	1	1
936	отдельные слова	1	1
937	текста но	1	1
938	больше и	1	1
939	своих героях	1	1
940	однако при	3	1
941	данной стадии	1	1
942	в себя	4	1
943	границ между	2	1
944	к вопросу	1	1
945	точек зрения	1	1
946	это тоже	2	1
947	замещает нечто	1	1
948	свое место	1	1
949	до нас	1	1
950	на которую	1	1
951	претендуют на	1	1
952	словарного слова	1	1
953	всякое понимание	1	1
954	языке поэтому	1	1
955	образом с	1	1
956	вошел в	1	1
957	наиболее глубокий	1	1
958	сознания а	1	1
959	не сводится	9	1
960	не означает	1	1
961	на этом	2	1
962	к предмету	1	1
963	личность в	1	1
964	пошлости и	1	1
965	этой своей	1	1
966	и создается	1	1
967	здесь сводится	1	1
968	в структуре	3	1
969	и передачи	1	1
970	как человек	1	1
971	быть осуществлено	1	1
972	с наукой	1	1
973	или вкуса	1	1
974	и существенно	2	1
975	личность и	1	1
976	главного героя	1	1
977	смысл это	1	1
978	тем и	1	1
979	не способна	1	1
980	не сами	2	1
981	и конструктивное	1	1
982	мы по	2	1
983	или иное	1	1
984	равной степени	2	1
985	в иных	1	1
986	с чужим	1	1
987	воспринимать ее	1	1
988	отношения как	1	1
989	превратилась в	1	1
990	но без	1	1
991	ту сторону	1	1
992	одного сознания	3	1
993	однако в	4	1
994	что для	1	1
995	структуре высказывания	1	1
996	под определенным	1	1
997	и интонациями	1	1
998	о его	2	1
999	появление и	1	1
1000	приводят к	1	1
1001	ситуацией высказывания	1	1
1002	это ощущение	1	1
1003	лишь путем	1	1
1004	теми же	1	1
1005	и определяется	1	1
1006	в силу	4	1
1007	широкий и	1	1
1008	бы быть	1	1
1009	иной раз	1	1
1010	для построения	1	1
1011	кругозор героя	1	1
1012	не ее	1	1
1013	формах косвенной	1	1
1014	бы ни	1	1
1015	нее нет	1	1
1016	к внутреннему	2	1
1017	тексте а	1	1
1018	основе всех	1	1
1019	чтобы не	2	1
1020	дает ему	1	1
1021	для художника	1	1
1022	кажется что	1	1
1023	импульсов и	1	1
1024	в составе	1	1
1025	в статье	1	1
1026	мире и	2	1
1027	первую очередь	1	1
1028	и будет	1	1
1029	такой разрыв	1	1
1030	никак нельзя	1	1
1031	образом и	2	1
1032	знака есть	1	1
1033	кто говорит	5	1
1034	за ним	1	1
1035	и конечно	1	1
1036	субъективной стороной	1	1
1037	одном случае	1	1
1038	полноту и	1	1
1039	если в	1	1
1040	в случаях	1	1
1041	своего собственного	1	1
1042	понимание а	1	1
1043	на ее	1	1
1044	речи ибо	1	1
1045	в противоречие	1	1
1046	и мотивов	1	1
1047	чисто познавательного	1	1
1048	связей с	2	1
1049	говорит и	3	1
1050	хх века	5	1
1051	художественного творчества	6	1
1052	и души	1	1
1053	план не	1	1
1054	проникает в	1	1
1055	самой жизни	1	1
1056	из того	1	1
1057	и делает	1	1
1058	то с	1	1
1059	развернуть в	1	1
1060	подобно тому	3	1
1061	он тем	2	1
1062	смысла в	1	1
1063	за это	1	1
1064	если не	1	1
1065	особого рода	8	1
1066	этой точки	2	1
1067	конструкции но	1	1
1068	самим собой	5	1
1069	так называемый	1	1
1070	произведения в	1	1
1071	новой художественной	1	1
1072	мы говорим	1	1
1073	всем остальным	1	1
1074	в различные	1	1
1075	то время	1	1
1076	всего два	1	1
1077	данном высказывании	1	1
1078	между внутренними	1	1
1079	всеми теми	1	1
1080	художественной прозы	1	1
1081	основе своей	2	1
1082	значение дело	1	1
1083	в христианском	1	1
1084	только то	1	1
1085	и каждая	1	1
1086	достижения в	1	1
1087	никем не	2	1
1088	что иное	1	1
1089	существует не	1	1
1090	восприятия но	1	1
1091	здесь выступает	1	1
1092	вследствие этого	2	1
1093	жизни если	1	1
1094	в известном	2	1
1095	от актов	1	1
1096	которая не	2	1
1097	на каждом	1	1
1098	языка на	2	1
1099	чтении этого	1	1
1100	выступает как	1	1
1101	он мог	1	1
1102	не входит	2	1
1103	жизни является	1	1
1104	ориентация на	1	1
1105	любая вещь	1	1
1106	все они	1	1
1107	ему принадлежит	1	1
1108	единый смысл	1	1
1109	сливается с	1	1
1110	взятое в	1	1
1111	совершенно иной	2	1
1112	чего нет	1	1
1113	знаки не	1	1
1114	в роли	3	1
1115	каким бы	1	1
1116	в иной	3	1
1117	его исторического	1	1
1118	совпадая со	1	1
1119	о котором	1	1
1120	можно лишь	1	1
1121	лежат в	1	1
1122	только мы	1	1
1123	совершается как	1	1
1124	героем и	1	1
1125	и процесс	1	1
1126	а через	1	1
1127	автора так	1	1
1128	иных случаях	1	1
1129	значение для	1	1
1130	в которую	1	1
1131	в это	1	1
1132	сочетании с	1	1
1133	у каждого	1	1
1134	на основании	1	1
1135	и соответствующих	1	1
1136	от позиции	1	1
1137	литературы или	1	1
1138	времени и	2	1
1139	еще один	2	1
1140	и исторически	1	1
1141	над собой	1	1
1142	действия и	1	1
1143	не достаточно	1	1
1144	из наиболее	1	1
1145	сознания но	1	1
1146	соответствии с	1	1
1147	каждой из	1	1
1148	ее не	1	1
1149	это своеобразие	1	1
1150	двух различных	1	1
1151	речевого целого	1	1
1152	может оказаться	2	1
1153	творчества все	1	1
1154	в каждый	1	1
1155	и авторской	1	1
1156	то она	1	1
1157	том же	1	1
1158	служить знаком	2	1
1159	к миру	1	1
1160	к субъекту	1	1
1161	характерное для	1	1
1162	языка но	1	1
1163	здесь и	1	1
1164	процесс созидания	1	1
1165	свободного выбора	1	1
1166	в произведениях	1	1
1167	неотделимо от	1	1
1168	определенное значение	1	1
1169	литературе в	1	1
1170	и обладает	1	1
1171	во времени	4	1
1172	то или	1	1
1173	не будучи	1	1
1174	жизни не	1	1
1175	с толпой	1	1
1176	его активность	1	1
1177	рассчитан на	1	1
1178	к окружающему	1	1
1179	слово этого	1	1
1180	а об	1	1
1181	в художественных	1	1
1182	индивидуальности и	1	1
1183	в сочетании	1	1
1184	может ощущаться	1	1
1185	которые в	1	1
1186	к особенностям	1	1
1187	именно к	1	1
1188	во внешних	1	1
1189	ответственность за	1	1
1190	но на	2	1
1191	менее чем	1	1
1192	не поддается	1	1
1193	тоже не	1	1
1194	многих других	1	1
1195	художественного высказывания	2	1
1196	же этот	1	1
1197	краткую характеристику	1	1
1198	опыта к	2	1
1199	как особого	1	1
1200	и зло	1	1
1201	и объединяет	1	1
1202	высказывания с	1	1
1203	как у	1	1
1204	не принять	1	1
1205	а можно	1	1
1206	на которой	1	1
1207	речи по	1	1
1208	без этого	1	1
1209	когда же	1	1
1210	мы находим	1	1
1211	от своих	1	1
1212	а на	5	1
1213	была впервые	1	1
1214	соответствующих форм	1	1
1215	века и	1	1
1216	реальной действительности	1	1
1217	просто как	1	1
1218	по типу	1	1
1219	без остатка	2	1
1220	самой природы	1	1
1221	становления и	1	1
1222	же по	1	1
1223	это еще	1	1
1224	о каком	1	1
1225	которые одновременно	1	1
1226	как впрочем	1	1
1227	окрашено в	1	1
1228	по ту	1	1
1229	себе в	1	1
1230	на весьма	1	1
1231	быть признано	1	1
1232	в равной	2	1
1233	ею же	1	1
1234	структура его	1	1
1235	и без	1	1
1236	не подлежит	1	1
1237	восприниматься как	2	1
1238	субъект и	2	1
1239	что ж	1	1
1240	при таком	1	1
1241	однако это	1	1
1242	на фоне	1	1
1243	и религии	1	1
1244	по своему	3	1
1245	и со	1	1
1246	и я	1	1
1247	всякое переживание	1	1
1248	именно эта	1	1
1249	и художественного	1	1
1250	ибо и	1	1
1251	и другим	1	1
1252	в каждой	1	1
1253	встает в	1	1
1254	совпадает со	1	1
1255	и конец	2	1
1256	ему не	1	1
1257	людей в	1	1
1258	автора как	2	1
1259	впечатление от	1	1
1260	двух моментов	1	1
1261	может иметь	1	1
1262	только к	1	1
1263	национальный язык	1	1
1264	творческий процесс	1	1
1265	он говорит	1	1
1266	оно в	1	1
1267	на один	1	1
1268	заключать в	1	1
1269	каждом из	1	1
1270	формы высказывания	1	1
1271	сознание как	1	1
1272	чистом виде	1	1
1273	является деятельностью	2	1
1274	художника в	1	1
1275	что приводит	1	1
1276	однако если	3	1
1277	тому как	3	1
1278	но всегда	1	1
1279	в акте	3	1
1280	ибо всякое	1	1
