N	3gram	Nazirov_Tv	Problemy
112	только то что	1	2
113	не в силах	1	2
114	но это не	2	2
115	в себя как	1	2
116	и иван карамазов	2	2
117	в одном из	2	2
118	и в романе	1	2
119	как и его	1	2
120	не во времени	2	2
121	творчества достоевского в	1	2
122	человека и его	2	2
123	но она не	1	2
124	том или другом	1	2
125	что же касается	1	2
126	в целом ряде	1	2
127	то что в	1	2
128	как один из	1	2
129	в нем и	1	2
130	в разрезе одного	1	2
131	но все это	1	2
132	я не могу	1	2
133	и та же	2	2
134	таким образом и	1	2
135	а не во	2	2
136	не только в	2	2
137	но у достоевского	3	2
138	еще далеко не	1	2
139	и в том	1	2
140	же как и	1	2
141	творчестве достоевского в	1	2
142	одна и та	1	2
143	у достоевского как	2	2
144	а что если	1	2
145	б м энгельгардт	2	2
146	ни в чем	1	2
147	так же как	1	1
148	в глаза и	1	1
149	так сказать в	1	1
150	и сколько в	1	1
151	хотя и с	1	1
152	так быстро что	1	1
153	потому что я	1	1
154	в этот момент	1	1
155	на этой почве	1	1
156	униженных и оскорбленных	5	1
157	у него есть	1	1
158	подполья нам буквально	1	1
159	в своих романах	2	1
160	не может служить	1	1
161	не о том	1	1
162	сюжет у достоевского	1	1
163	а в этом	1	1
164	и как бы	1	1
165	у достоевского всегда	1	1
166	на всем протяжении	1	1
167	может быть назван	2	1
168	записки из подполья	8	1
169	это как бы	3	1
170	у достоевского это	1	1
171	на том или	1	1
172	все же что	1	1
173	преодоление его ибо	1	1
174	у достоевского мы	1	1
175	мир по преимуществу	1	1
176	по себе а	1	1
177	достоевского не может	1	1
178	о том как	1	1
179	в ту ночь	1	1
180	с ним она	1	1
181	он не знал	1	1
182	в каждом из	1	1
183	в том числе	1	1
184	глубоко связан с	1	1
185	не менее чем	1	1
186	лишь одна из	1	1
187	одновременные и угадать	1	1
188	то что не	1	1
189	достоевского не был	1	1
190	его участие в	1	1
191	и тут же	1	1
192	противоречит тому что	1	1
193	художественного видения мира	1	1
194	бы заранее обессилена	1	1
195	для него помыслить	1	1
196	заранее обессилена и	1	1
197	но кто же	1	1
198	он не выдержал	1	1
199	заключает в себе	1	1
200	разбиваю ретроградов под	1	1
201	голодный проповедывать новые	1	1
202	в раннем творчестве	1	1
203	могут быть поняты	2	1
204	и сам автор	2	1
205	рядом с ним	1	1
206	самого достоевского в	1	1
207	то к чему	1	1
208	значило для него	1	1
209	все его содержания	1	1
210	работе идеологический роман	1	1
211	времени а преодоление	1	1
212	но в таком	1	1
213	жития великого грешника	1	1
214	он на самом	1	1
215	в мире значило	1	1
216	плачут и целуют	1	1
217	извне как бы	1	1
218	себя самого в	1	1
219	одновременно все сосуществует	1	1
220	то есть не	2	1
221	новые идеи и	1	1
222	может быть перенесено	1	1
223	при полном реализме	1	1
224	раскольников и иван	1	1
225	стремление достоевского следовать	1	1
226	самим собой в	2	1
227	прежде всего возникает	1	1
228	содержания как одновременные	1	1
229	оно никогда не	1	1
230	в таком случае	2	1
231	не только с	1	1
232	одного и того	1	1
233	буквально нечего сказать	1	1
234	не торжество времени	1	1
235	босой и голодный	1	1
236	ибо в вечности	1	1
237	с одной из	1	1
238	времени отсюда же	1	1
239	в других романах	1	1
240	нечего сказать чего	1	1
241	на род человеческий	1	1
242	на первом плане	2	1
243	герое записок из	1	1
244	то что может	1	1
245	с полным правом	1	1
246	к творчеству достоевского	1	1
247	все более и	1	1
248	разобраться в мире	1	1
249	в глубине души	1	1
250	он живет в	1	1
251	укладывается ни в	1	1
252	романного мира в	1	1
253	в этой повести	1	1
254	чего он не	1	1
255	и в вечность	1	1
256	в этом пункте	1	1
257	себе что он	1	1
258	очень любят и	1	1
259	проповедывать новые идеи	1	1
260	динамика и быстрота	1	1
261	том числе и	1	1
262	он не боится	1	1
263	идеологический роман достоевского	1	1
264	полном реализме найти	1	1
265	него помыслить все	1	1
266	точно так же	3	1
267	все плачут и	1	1
268	ты сам себе	1	1
269	по себе не	1	1
270	романном мире достоевского	1	1
271	и превращается в	1	1
272	движение динамика достоевского	1	1
273	рассматривать в связи	1	1
274	не лежит в	1	1
275	принципу единства времени	1	1
276	и того же	1	1
277	самим собой как	1	1
278	его ибо быстрота	1	1
279	вихревое движение динамика	1	1
280	потому что не	1	1
281	нужно сказать что	1	1
282	на него в	1	1
283	одну и ту	1	1
284	в связи с	2	1
285	которые сами по	1	1
286	и стремление достоевского	1	1
287	имел в виду	1	1
288	у него не	1	1
289	самом же деле	1	1
290	быстрота единственный способ	1	1
291	не может не	1	1
292	в своей книге	1	1
293	романе достоевского нет	1	1
294	и разбиваю ретроградов	1	1
295	в романном мире	1	1
296	точка зрения извне	1	1
297	или во всяком	1	1
298	отсюда же катастрофическая	1	1
299	ивана карамазова с	1	1
300	же и стремление	1	1
301	сказать чего он	1	1
302	отвечает на вопрос	1	1
303	в душу героя	1	1
304	всего романа в	1	1
305	мышкин настасья филипповна	1	1
306	на первый взгляд	1	1
307	не укладывается ни	1	1
308	и вновь начать	1	1
309	противоречии с этой	1	1
310	приводит его к	1	1
311	не знал чем	1	1
312	в своем творчестве	1	1
313	именно в россии	1	1
314	у ивана карамазова	1	1
315	его героиней была	1	1
316	угадать их взаимоотношения	1	1
317	я иду босой	1	1
318	как бы заранее	2	1
319	романе драматическому принципу	1	1
320	единства времени отсюда	1	1
321	т д и	1	1
322	как одновременные и	1	1
323	о герое записок	1	1
324	того или иного	1	1
325	взаимоотношения в разрезе	1	1
326	за то что	1	1
327	зрения извне как	1	1
328	о золотом веке	1	1
329	быстрота действия вихревое	1	1
330	достоевского не есть	1	1
331	в известном смысле	2	1
332	не только для	1	1
333	разрезе одного момента	1	1
334	достоевского следовать в	1	1
335	не в его	1	1
336	в романе драматическому	1	1
337	следовать в романе	1	1
338	прежде всего на	1	1
339	все одновременно все	1	1
340	все это является	1	1
341	из подполья это	1	1
342	а вместе с	1	1
343	и вот в	1	1
344	ретроградов под аустерлицем	1	1
345	и ту же	1	1
346	преодолеть время во	1	1
347	же время он	2	1
348	нам буквально нечего	1	1
349	заключается в том	1	1
350	но эти слова	1	1
351	мире значило для	1	1
352	в душе раскольникова	1	1
353	обессилена и лишена	1	1
354	со всеми его	1	1
355	торжество времени а	1	1
356	их взаимоотношения в	1	1
357	в другом месте	1	1
358	уже в бедных	1	1
359	в которой он	1	1
360	в конце своей	1	1
361	достоевского не существует	1	1
362	из подполья с	1	1
363	достоевского приближается к	1	1
364	как и сам	1	1
365	на самом же	1	1
366	из них он	1	1
367	таком случае это	1	1
368	у достоевского очень	1	1
369	перед тем как	1	1
370	связи с его	1	1
371	место в творчестве	2	1
372	здесь мы переходим	1	1
373	перенесено и в	1	1
374	и голодный проповедывать	1	1
375	более и более	1	1
376	героиней была идея	1	1
377	однако уже в	1	1
378	то и другое	1	1
379	такой же как	1	1
380	но даже в	1	1
381	со всех сторон	1	1
382	в построении образов	1	1
383	от чужого сознания	1	1
384	не вошел в	1	1
385	а как бы	1	1
386	лежит на столе	1	1
387	один из возможных	1	1
388	себе самом как	1	1
389	помыслить все его	1	1
390	каких бы то	1	1
391	у достоевского каждое	1	1
392	и в их	1	1
393	не знал бы	1	1
394	это еще не	1	1
395	в чем же	1	1
396	легенда о великом	3	1
397	идея может быть	1	1
398	и угадать их	1	1
399	всю жизнь и	1	1
400	драматическому принципу единства	1	1
401	время во времени	1	1
402	самом деле рассказ	1	1
403	раскольникова когда он	1	1
404	рассказе и в	1	1
405	мне надо было	1	1
406	а преодоление его	1	1
407	не зная о	1	1
408	более глубокой и	1	1
409	идеи и разбиваю	1	1
410	у достоевского есть	1	1
411	и лишена завершающего	1	1
412	с установкой на	1	1
413	знал бы уже	1	1
414	имеем в виду	1	1
415	при всей их	1	1
416	мы имеем в	1	1
417	способ преодолеть время	1	1
418	же время с	1	1
419	не может и	1	1
420	же время достоевский	2	1
421	иду босой и	1	1
422	динамика достоевского динамика	1	1
423	достоевского прежде всего	1	1
424	не все же	1	1
425	в исповеди ипполита	1	1
426	в вечность ибо	1	1
427	вечность ибо в	1	1
428	в первой части	3	1
429	отсюда же и	1	1
430	достоевского динамика и	1	1
431	действия вихревое движение	1	1
432	в бесах в	1	1
433	и что в	1	1
434	м энгельгардт в	1	1
435	к которому пришел	1	1
436	мир достоевского не	1	1
437	не могут быть	2	1
438	так как и	1	1
439	ибо быстрота единственный	1	1
440	из подполья в	1	1
441	друг для друга	1	1
442	по преимуществу в	1	1
443	в его романах	3	1
444	в котором все	1	1
445	он сам сознает	1	1
446	о великом инквизиторе	3	1
447	его обступили и	1	1
448	катастрофическая быстрота действия	1	1
449	его содержания как	1	1
450	с настасьей филипповной	1	1
451	с одной стороны	1	1
452	яков петрович голядкин	1	1
453	быть перенесено и	1	1
454	же катастрофическая быстрота	1	1
455	все это в	1	1
456	достоевского но эта	1	1
457	из подполья нам	1	1
458	лишена завершающего слова	1	1
459	единственный способ преодолеть	1	1
460	является одним из	3	1
461	это и есть	1	1
462	преимуществу в пространстве	1	1
463	не верит что	1	1
464	это прежде всего	3	1
465	в виду что	1	1
466	героя и героини	1	1
467	а я иду	1	1
468	уже в первом	1	1
469	и в одно	1	1
470	в устах ивана	1	1
471	никогда не является	1	1
