N	2gram	Trubetskoy	Vvedenie
263	сильнее чем	1	2
264	ни к	7	2
265	о которой	1	2
266	и сама	1	2
267	данной национальной	1	2
268	себя в	4	2
269	для них	3	2
270	не столько	1	2
271	все равно	1	2
272	такого же	1	2
273	в таких	2	2
274	в своих	6	2
275	не было	3	2
276	большее число	1	2
277	этого не	2	2
278	а во-вторых	2	2
279	ни одна	3	2
280	что к	1	2
281	и с	7	2
282	с ней	1	2
283	по их	1	2
284	которое в	1	2
285	это есть	2	2
286	по существу	5	2
287	жизни и	4	2
288	тому что	2	2
289	случае не	1	2
290	и без	1	2
291	в связи	1	2
292	в определенной	1	2
293	выражение в	1	2
294	и вопрос	1	2
295	другом месте	1	2
296	есть только	1	2
297	следовательно и	2	2
298	и при	6	2
299	к какому	1	2
300	о которых	3	2
301	к культуре	2	2
302	себе и	4	2
303	те кто	1	2
304	этих случаях	1	2
305	как только	1	2
306	могло бы	1	2
307	искусство и	1	2
308	и те	2	2
309	казалось бы	1	2
310	как сказано	1	2
311	во всех	5	2
312	которая как	1	2
313	и потому	3	2
314	которые не	1	2
315	но как	1	2
316	мы можем	2	2
317	а с	2	2
318	а если	1	2
319	само собой	1	2
320	но которая	1	2
321	мы уже	2	2
322	чтобы он	1	2
323	в свою	1	2
324	как орудие	1	2
325	уже знаем	1	2
326	значительной мере	2	2
327	могут не	2	2
328	мы должны	7	2
329	из которой	1	2
330	будет в	2	2
331	быть и	2	2
332	для нее	2	2
333	из таких	1	2
334	именно на	2	2
335	исходный пункт	1	2
336	народов и	2	2
337	в прошлом	1	2
338	если же	2	2
339	от которых	1	2
340	две части	1	2
341	отношении к	2	2
342	речь идет	2	2
343	хотя в	1	2
344	точно так	2	2
345	чем больше	1	2
346	а между	5	2
347	факт что	2	2
348	котором идет	2	2
349	тогда как	2	2
350	свою очередь	1	2
351	состоит в	2	2
352	таким путем	1	2
353	может ли	1	2
354	природы и	1	2
355	мог бы	1	2
356	значение и	1	2
357	должно быть	3	2
358	одного и	1	2
359	был в	1	2
360	том же	2	2
361	тем более	1	2
362	мы теперь	1	2
363	чаще всего	1	2
364	на то	5	2
365	в создании	1	2
366	культурной жизни	2	2
367	преимущественно в	1	2
368	же это	1	2
369	это в	2	2
370	надо было	1	2
371	этого слова	1	2
372	но это	2	2
373	конце концов	3	2
374	его можно	1	2
375	бы в	1	2
376	имеет свою	1	2
377	деятельности и	2	2
378	не к	2	2
379	сомнений в	1	2
380	всего в	1	1
381	были бы	2	1
382	иначе говоря	1	1
383	которую можно	1	1
384	то в	3	1
385	трудно сказать	1	1
386	отдельных представителей	1	1
387	только тогда	1	1
388	к общему	1	1
389	был и	3	1
390	которому надо	1	1
391	без особых	1	1
392	все что	4	1
393	изменение в	1	1
394	бы обозначить	1	1
395	и многие	1	1
396	человека к	1	1
397	за ним	1	1
398	ясного и	1	1
399	самих себя	3	1
400	признание того	1	1
401	оказаться для	1	1
402	если его	1	1
403	она и	1	1
404	а наоборот	1	1
405	они не	1	1
406	практически не	1	1
407	может не	3	1
408	в вопросах	3	1
409	новой исторической	2	1
410	бы то	4	1
411	внешним образом	1	1
412	культурное единство	1	1
413	роль и	1	1
414	воплощения в	1	1
415	и немцы	1	1
416	процесс то	1	1
417	которая в	1	1
418	время и	1	1
419	цивилизации в	1	1
420	именно так	1	1
421	очень долгого	1	1
422	сделать эти	1	1
423	том числе	1	1
424	других и	1	1
425	которых мы	1	1
426	человека можно	1	1
427	для себя	2	1
428	для всякого	1	1
429	а два	1	1
430	мы знаем	1	1
431	отношения к	2	1
432	однако и	1	1
433	неудивительно что	1	1
434	оно будет	1	1
435	ним в	1	1
436	для него	6	1
437	эта идея	1	1
438	которых он	1	1
439	ни было	1	1
440	бы на	1	1
441	которых как	1	1
442	национального и	1	1
443	а это	1	1
444	с ним	2	1
445	народов может	1	1
446	что при	1	1
447	она стала	1	1
448	было не	1	1
449	что так	1	1
450	в некоторых	2	1
451	которых каждый	2	1
452	ее в	2	1
453	и говорить	1	1
454	в область	1	1
455	от этой	2	1
456	для нас	2	1
457	и за	1	1
458	видеть в	2	1
459	все свое	1	1
460	с внешней	1	1
461	и о	2	1
462	по образцу	1	1
463	на самом	6	1
464	европейской культуры	2	1
465	языках и	1	1
466	коренным образом	1	1
467	с исторической	1	1
468	на которой	2	1
469	необходимый для	1	1
470	сторон русской	1	1
471	и мечтать	1	1
472	возможно только	1	1
473	превратиться в	1	1
474	приходит к	3	1
475	нельзя считать	2	1
476	в русском	1	1
477	у него	2	1
478	не на	1	1
479	нас от	1	1
480	разумеется не	1	1
481	совершенно ясно	1	1
482	что все	3	1
483	как не	1	1
484	как же	1	1
485	чтобы в	2	1
486	если не	2	1
487	более или	4	1
488	что ни	1	1
489	единственная и	1	1
490	в духе	1	1
491	но на	1	1
492	или не	1	1
493	есть проблема	1	1
494	чем ближе	1	1
495	или в	3	1
496	как видно	1	1
497	когда оно	1	1
498	основывается и	1	1
499	национальная культура	5	1
500	от своего	1	1
501	помнить что	2	1
502	что его	1	1
503	слова но	1	1
504	но совершенно	2	1
505	говорят на	1	1
506	что у	1	1
507	заключается не	1	1
508	в россии	6	1
509	ближайшим образом	1	1
510	с другими	1	1
511	и все	1	1
512	бытия и	1	1
513	только такой	1	1
514	может и	1	1
515	в эпоху	1	1
516	но для	2	1
517	существующие в	1	1
518	ее отношения	1	1
519	к государственной	1	1
520	из всего	1	1
521	и будет	1	1
522	лишь к	4	1
523	разумеется по	1	1
524	представление о	1	1
525	очевидно что	1	1
526	в таком	2	1
527	течение очень	1	1
528	если он	1	1
529	теснейшим образом	1	1
530	в жизни	1	1
531	понимать как	1	1
532	себя между	1	1
533	можно назвать	1	1
534	видно из	1	1
535	виде как	1	1
536	надо признать	3	1
537	разных народов	1	1
538	на другую	1	1
539	участие в	2	1
540	лишь с	1	1
541	выражается в	1	1
542	похож на	1	1
543	с ними	1	1
544	речь не	1	1
545	что по	1	1
546	если и	1	1
547	есть та	1	1
548	или даже	1	1
549	между прочим	1	1
550	целое как	1	1
551	в одно	1	1
552	на эту	2	1
553	человека на	1	1
554	всю эту	2	1
555	и надо	1	1
556	во главе	2	1
557	себя к	1	1
558	собой не	1	1
559	именно этого	1	1
560	перед собой	1	1
561	народа и	2	1
562	в такой	1	1
563	свою особую	1	1
564	отличается от	2	1
565	между собой	5	1
566	любви и	1	1
567	через них	1	1
568	в свете	1	1
569	ведь в	2	1
570	идеями национального	1	1
571	в какой-нибудь	1	1
572	на его	1	1
573	именно по	1	1
574	к мысли	1	1
575	в сторону	1	1
576	нем все	1	1
577	ли это	4	1
578	тому же	1	1
579	путь к	4	1
580	в лучшем	3	1
581	за другой	1	1
582	или менее	4	1
583	и у	1	1
584	в одной	1	1
585	быть назван	1	1
586	связано с	1	1
587	и другого	1	1
588	вопроса о	1	1
589	бы нас	2	1
590	смотреть как	1	1
591	на них	1	1
592	чтобы сделать	1	1
593	и народов	1	1
594	не была	1	1
595	что эти	1	1
596	всегда и	1	1
597	права и	1	1
598	поскольку она	1	1
599	себя не	1	1
600	у этих	1	1
601	ко всему	1	1
602	это и	1	1
603	государств и	1	1
604	и дело	1	1
605	его и	2	1
606	того или	2	1
607	совершенно не	2	1
608	человека в	1	1
609	если признать	1	1
610	и эти	1	1
611	это конечно	1	1
612	в полной	1	1
613	так смотрят	1	1
614	и более	2	1
615	при полной	1	1
616	каждая из	1	1
617	с самого	1	1
618	помощи которых	1	1
619	этот взгляд	1	1
620	в положении	3	1
621	переворот в	4	1
622	азии и	1	1
623	и внутренне	1	1
624	как та	1	1
625	не две	1	1
626	что действительно	2	1
627	должно было	1	1
628	тех же	1	1
629	даже к	1	1
630	прочим и	1	1
631	нельзя было	1	1
632	превращается в	1	1
633	это как	1	1
634	случае и	1	1
635	еще на	1	1
636	каждого народа	2	1
637	связь и	1	1
638	не должен	2	1
639	но тогда	1	1
640	это то	1	1
641	вся она	2	1
642	жизни данного	1	1
643	русской культуры	2	1
644	не по	1	1
645	быть не	1	1
646	не быть	1	1
647	тот факт	2	1
648	она могла	1	1
649	таких народов	2	1
650	во многих	2	1
651	не всегда	1	1
652	своим собственным	1	1
653	беспристрастном взгляде	1	1
654	языком и	1	1
655	не сам	1	1
656	в себя	1	1
657	больше в	1	1
658	в руках	1	1
659	лучшем случае	3	1
660	и признание	1	1
661	в которой	1	1
662	лишь в	3	1
663	не будет	7	1
664	нечего и	1	1
665	начале этой	1	1
666	при беспристрастном	1	1
667	которая сама	1	1
668	вследствие этого	1	1
669	только один	1	1
670	то все	1	1
671	есть то	1	1
672	именно из	1	1
673	к вопросу	4	1
674	не могло	1	1
675	должны быть	1	1
676	два аспекта	1	1
677	разумеется на	1	1
678	и является	2	1
679	разницей что	1	1
680	опереться на	1	1
681	стоять на	2	1
682	не могла	1	1
683	к данному	2	1
684	и тот	2	1
685	отмежеваться от	1	1
686	нельзя отрицать	1	1
687	культуре в	1	1
688	заключает в	1	1
689	задачи и	1	1
690	ее с	1	1
691	русского языка	1	1
692	разных сторон	2	1
693	значительной степени	1	1
694	которые существуют	1	1
695	дать ему	1	1
696	только то	1	1
697	что такая	1	1
698	общественной жизни	2	1
699	он есть	1	1
700	поэтому для	1	1
701	существование в	2	1
702	и всегда	1	1
703	самого начала	1	1
704	для которой	1	1
705	в обстановке	1	1
706	должны были	1	1
707	а лишь	4	1
708	то ни	4	1
709	внутренняя связь	1	1
710	многих случаях	1	1
711	вступила в	1	1
712	с большой	1	1
713	дает ему	1	1
714	проблема и	1	1
715	что дает	1	1
716	которые и	1	1
717	для целей	1	1
718	нет и	1	1
719	место в	2	1
720	на деле	1	1
721	которые служат	1	1
722	также как	1	1
723	одного из	1	1
724	к новым	1	1
725	к ним	1	1
726	ее не	1	1
727	внутренних противоречий	1	1
728	она может	3	1
729	культуры и	2	1
730	называет себя	1	1
731	нуждаются и	1	1
732	главным образом	3	1
733	если мы	1	1
734	однако для	1	1
735	без всякого	1	1
736	и обусловливают	1	1
737	и никакого	1	1
738	они принадлежат	2	1
739	подход к	1	1
740	сторон в	1	1
741	и глубокого	1	1
742	чем то	1	1
743	виде и	1	1
744	приводят к	2	1
745	этом и	2	1
746	и ставит	1	1
747	формы в	1	1
748	точку зрения	4	1
749	и непременно	1	1
750	смотрят на	2	1
751	к которому	1	1
752	на отдельные	1	1
753	только при	1	1
754	и от	2	1
755	всей русской	1	1
756	без того	1	1
757	у разных	1	1
758	с идеями	1	1
759	теми же	1	1
760	образом в	1	1
761	претендовать на	1	1
762	настоящее время	2	1
763	культура не	1	1
764	культурой в	1	1
765	и прежде	1	1
766	значило бы	2	1
767	этого и	1	1
768	эта работа	2	1
769	же мы	1	1
770	такие элементы	1	1
771	этот последний	1	1
772	что принципиально	1	1
773	конкретно представить	1	1
774	то легко	1	1
775	он был	1	1
776	культуру как	1	1
777	всего приходится	1	1
778	характер будет	1	1
779	внутреннее противоречие	1	1
780	в европе	1	1
781	в отдельных	1	1
782	котором мы	1	1
783	или иного	2	1
784	утверждений в	1	1
785	во время	2	1
786	остановиться на	1	1
787	та или	1	1
788	а главное	1	1
789	или народ	1	1
790	в мировоззрении	2	1
791	в самой	1	1
792	в настоящее	2	1
793	культуры или	1	1
794	сведения о	1	1
795	случаях она	1	1
796	нас и	1	1
797	что на	1	1
798	истории на	1	1
799	это особенно	1	1
800	вся эта	2	1
801	никак не	1	1
802	без помощи	1	1
803	все такие	1	1
804	и ничего	1	1
805	он должен	5	1
