N	2gram	Vygotskiy_	Mirosoze
460	к учению	1	2
461	в первых	1	2
462	не достигается	1	2
463	его от	2	2
464	то не	1	2
465	этом направлении	1	2
466	до последнего	1	2
467	по себе	5	2
468	путь ко	1	2
469	когда это	1	2
470	к самому	2	2
471	выйти из	1	2
472	есть самое	1	2
473	не менее	6	2
474	только для	1	2
475	есть то	4	2
476	если в	6	2
477	не могли	5	2
478	в действительности	3	2
479	которой он	2	2
480	в пределе	3	2
481	и мысли	1	2
482	своей природе	8	2
483	другу и	2	2
484	вот почему	3	2
485	и другой	3	2
486	между двумя	5	2
487	но они	1	2
488	за собой	1	2
489	привела к	1	2
490	от своей	1	2
491	учению о	1	2
492	делает его	1	2
493	с другой	7	2
494	в прошлом	1	2
495	ни одного	1	2
496	к великому	1	2
497	нас на	2	2
498	ее как	2	2
499	они должны	1	2
500	быть в	1	2
501	но к	1	2
502	во всей	3	2
503	от них	1	2
504	потребности в	1	2
505	оказывается что	2	2
506	обречен на	1	2
507	того же	7	2
508	не имеющих	1	2
509	то в	4	2
510	и весь	3	2
511	и судьбе	2	2
512	есть ли	1	2
513	по природе	2	2
514	возвращение к	1	2
515	она в	2	2
516	начала и	1	2
517	это отношение	3	2
518	что такое	2	2
519	как можно	1	2
520	связи с	4	2
521	пути и	3	2
522	про себя	2	2
523	и отношение	1	2
524	внутри самого	1	2
525	между ними	8	2
526	также в	1	2
527	и именно	1	2
528	и характер	1	2
529	достигает своего	2	2
530	в смысле	9	2
531	что их	2	2
532	могли бы	10	2
533	не означает	4	2
534	связано у	1	2
535	на высшую	2	2
536	уже к	1	2
537	самому себе	2	2
538	новых и	2	2
539	что эта	7	2
540	не были	1	2
541	потребность в	1	2
542	если все	1	2
543	новое слово	2	2
544	верно и	1	2
545	когда мы	2	2
546	не раз	2	2
547	его был	1	2
548	столь же	2	2
549	его к	2	2
550	а как	1	2
551	речи о	4	2
552	во время	2	2
553	в мысли	7	2
554	и ее	3	2
555	лишь по	1	2
556	себя но	2	2
557	одном отношении	1	2
558	и ту	1	2
559	а потому	1	2
560	во втором	5	2
561	над ними	2	2
562	и который	1	2
563	были быть	1	2
564	удивительно что	1	2
565	была бы	3	2
566	с внутренней	8	2
567	в сущности	16	2
568	сам по	2	2
569	находятся в	2	2
570	подобно тому	2	2
571	во власть	2	2
572	там в	1	2
573	одну и	1	2
574	если не	1	2
575	самом деле	6	2
576	и единственно	2	2
577	их в	2	2
578	в мыслях	3	2
579	ему в	1	2
580	оно всегда	1	2
581	к самым	1	2
582	том смысле	2	2
583	существует не	1	2
584	которая не	1	2
585	в каком	2	2
586	этого движения	1	2
587	самое главное	1	2
588	того самого	1	2
589	существует для	1	2
590	что мы	14	2
591	ни у	1	2
592	своей собственной	2	2
593	он понял	2	2
594	тотчас же	1	2
595	на той	1	2
596	относится к	5	2
597	быть не	1	2
598	на два	1	2
599	мы хотели	1	2
600	этот случай	1	2
601	и уже	1	2
602	то все	1	2
603	не потому	1	2
604	целый ряд	6	2
605	я хотел	1	2
606	в новых	1	2
607	от строения	1	2
608	а во	1	2
609	другого в	1	2
610	связанной с	1	2
611	переход от	5	2
612	в сфере	8	2
613	что я	1	2
614	слова он	2	2
615	бы сказать	4	2
616	мысли не	1	2
617	он мог	2	2
618	этого слова	5	2
619	правда в	1	2
620	как учит	1	2
621	одного только	2	2
622	не видит	2	2
623	в романах	1	2
624	только потому	3	2
625	его как	1	2
626	вокруг которого	1	2
627	его мысль	3	2
628	выражения в	3	2
629	нас не	1	2
630	уже все	1	2
631	ни к	1	2
632	этом отношении	7	2
633	он и	1	2
634	о нем	1	2
635	ее в	11	2
636	что во	1	2
637	и п	1	2
638	на самом	3	2
639	чтобы получить	1	2
640	своей природы	1	2
641	на одной	2	2
642	смысле этого	4	2
643	с их	2	2
644	но эта	2	2
645	раз навсегда	1	2
646	которое было	2	2
647	на противоположных	1	2
648	и без	2	2
649	в какой	6	2
650	в уме	4	2
651	за которым	1	2
652	но я	1	2
653	им и	1	2
654	него но	1	2
655	есть только	3	2
656	к своему	1	2
657	это было	2	2
658	для нашей	2	2
659	за его	1	2
660	к одному	1	2
661	еще до	1	2
662	протекает в	2	2
663	ко всему	2	2
664	равно что	1	2
665	и других	5	2
666	он ни	1	2
667	две стороны	1	2
668	это совершенно	2	2
669	с новыми	1	2
670	не по	7	2
671	в необходимости	1	2
672	на периферии	1	2
673	не оставляет	2	2
674	нужно было	4	2
675	другим и	3	2
676	отношений между	11	2
677	этого не	1	2
678	кто не	1	2
679	тем самым	14	2
680	человека с	1	2
681	на всю	1	2
682	у нее	5	2
683	как то	1	2
684	и часто	1	2
685	прежде чем	3	2
686	и о	4	2
687	что за	1	2
688	в понимании	2	2
689	в плане	3	2
690	которые в	5	2
691	бы он	1	2
692	это означает	2	2
693	или иной	2	2
694	быть у	1	2
695	происходит в	2	2
696	с предметом	3	2
697	тот и	1	2
698	все более	2	2
699	противоречии с	1	2
700	в каком-то	1	2
701	и слишком	1	2
702	как для	2	2
703	начинает с	1	2
704	момент его	1	2
705	в сложном	1	1
706	это на	1	1
707	новое и	1	1
708	на так	1	1
709	для всех	2	1
710	только что	7	1
711	степени как	1	1
712	стоящим на	1	1
713	заключают в	1	1
714	даже в	2	1
715	чем внешняя	1	1
716	эта новая	1	1
717	котором в	1	1
718	она уже	1	1
719	это обычно	2	1
720	таков был	1	1
721	иное отношение	3	1
722	потому так	2	1
723	и суд	1	1
724	от этих	1	1
725	другой стороны	3	1
726	призван был	1	1
727	из ее	3	1
728	но что	2	1
729	в рамки	1	1
730	основывается на	1	1
731	него с	1	1
732	связь с	1	1
733	этим объясняется	1	1
734	как они	2	1
735	для обнаружения	1	1
736	по пути	1	1
737	это должно	1	1
738	что вопрос	1	1
739	вещь и	1	1
740	но все	2	1
741	невозможны никакие	1	1
742	каким образом	3	1
743	происходит не	1	1
744	у людей	1	1
745	из всего	1	1
746	бы все	2	1
747	значению и	2	1
748	но впервые	1	1
749	начинается с	2	1
750	которой она	3	1
751	всегда в	2	1
752	а именно	1	1
753	оставляет нас	1	1
754	может существовать	2	1
755	почему это	1	1
756	ряду других	2	1
757	рассказывает о	1	1
758	по своим	2	1
759	в это	1	1
760	речь идет	1	1
761	не имели	1	1
762	свое бытие	1	1
763	обращение к	1	1
764	для исследования	1	1
765	казалось бы	4	1
766	понять эту	1	1
767	перестает быть	1	1
768	и того	3	1
769	кто-либо из	1	1
770	еще от	1	1
771	это с	2	1
772	что этот	6	1
773	знал что	1	1
774	они стояли	1	1
775	и подчиняет	1	1
776	раз и	1	1
777	и сделали	1	1
778	другу как	1	1
779	этом мы	1	1
780	но даже	2	1
781	не должен	1	1
782	одной стороны	7	1
783	центре внимания	1	1
784	в другом	3	1
785	но эти	2	1
786	обратился к	1	1
787	к своей	1	1
788	но вся	1	1
789	найдет свое	1	1
790	из наших	2	1
791	оно было	1	1
792	говорить о	1	1
793	отношение ко	1	1
794	нашли в	1	1
795	и при	2	1
796	втором случае	5	1
797	уже как	1	1
798	принадлежит не	1	1
799	в оправдание	1	1
800	хотел сказать	3	1
801	было сказано	3	1
802	всего этого	1	1
803	означает не	1	1
804	на ней	2	1
805	друг на	2	1
806	наедине с	2	1
807	к ним	1	1
808	как на	8	1
809	установить что	4	1
810	вообще и	1	1
811	уже более	1	1
812	отношений и	2	1
813	самом начале	5	1
814	в голове	1	1
815	наряду с	2	1
816	ключ к	3	1
817	с большим	2	1
818	своих особых	1	1
819	такая же	1	1
820	сущности и	1	1
821	сколько мы	1	1
822	видеть на	1	1
823	вещи и	2	1
824	друга то	1	1
825	не иначе	6	1
826	вопросов о	1	1
827	в зависимости	6	1
828	связи со	1	1
829	не умеет	2	1
830	и увидели	1	1
831	быть поставлено	1	1
832	не мыслится	1	1
833	верят что	1	1
834	по поводу	3	1
835	бы так	1	1
836	шаг вперед	2	1
837	еще ни	1	1
838	х и	1	1
839	себя ее	1	1
840	к ее	1	1
841	вещей слово	1	1
842	о связи	3	1
843	которого был	1	1
844	чем это	5	1
845	и иной	2	1
846	и становится	1	1
847	путь его	1	1
848	по ступеням	1	1
849	действительно в	1	1
850	склонен видеть	1	1
851	лишь тогда	1	1
852	привело к	3	1
853	той мере	2	1
854	неизбежно должно	1	1
855	первый и	1	1
856	мышления и	16	1
857	как две	1	1
858	о двух	1	1
859	что наконец	1	1
860	и всей	3	1
861	а внутри	1	1
862	мыслях и	1	1
863	с одной	7	1
864	с точки	31	1
865	сильнее чем	1	1
866	всех остальных	2	1
867	из моментов	1	1
868	связей и	3	1
869	в недрах	1	1
870	чтобы иметь	1	1
871	которая развилась	1	1
872	что самая	1	1
873	для своего	1	1
874	они в	1	1
875	с небывалой	1	1
876	они будут	2	1
877	по типу	2	1
878	единство а	1	1
879	и отождествление	1	1
880	не хватает	1	1
881	своего пути	3	1
882	не путем	2	1
883	показать в	2	1
884	в будущем	1	1
885	отразилось на	1	1
886	случилось с	1	1
887	как же	1	1
888	об их	1	1
889	не осуществляется	1	1
890	наконец не	1	1
891	как его	1	1
892	в географии	1	1
893	стояли на	1	1
894	возможны только	4	1
895	в таком	2	1
896	всех и	1	1
897	так много	1	1
898	между этими	3	1
899	которые еще	1	1
900	как говорит	6	1
901	во внутренней	4	1
902	отличие от	4	1
903	иной природе	1	1
904	в изображении	1	1
905	земного шара	1	1
906	себя как	1	1
907	рядом с	2	1
908	следовательно и	1	1
909	в ряду	3	1
910	внутренних процессов	1	1
911	то при	1	1
912	зрения и	1	1
913	больше и	2	1
914	должно было	2	1
915	представляется нам	3	1
916	в себя	4	1
917	в сторону	1	1
918	из одного	2	1
919	по характеру	1	1
920	поэтому у	1	1
921	на себе	1	1
922	а начало	1	1
923	под влиянием	1	1
924	что как	2	1
925	в других	2	1
926	на судьбе	1	1
927	о проблеме	1	1
928	той или	2	1
929	по внешним	1	1
930	а потом	1	1
931	нем или	1	1
932	от низших	1	1
933	только от	1	1
934	находит свое	3	1
935	всего напоминает	1	1
936	может жить	1	1
937	если оно	2	1
938	мысль на	1	1
939	бы показать	2	1
940	как факт	1	1
941	а следовательно	1	1
942	чтобы в	1	1
943	перехода от	10	1
944	противоположность в	1	1
945	друг с	6	1
946	основным и	1	1
947	ли это	1	1
948	это совершается	1	1
949	психологической точки	1	1
950	вся история	2	1
951	мы уже	5	1
952	значение и	2	1
953	о прошлом	1	1
954	в высшем	2	1
955	о необходимости	1	1
956	рост и	1	1
957	и речи	19	1
958	к идеям	1	1
959	тот момент	1	1
960	этой природы	1	1
961	в развитии	27	1
962	другом и	1	1
963	идет в	3	1
964	все основные	1	1
965	недоступной для	1	1
966	одним словом	2	1
967	в системе	3	1
968	чем когда	1	1
969	если же	2	1
970	выражена и	1	1
971	от одного	3	1
972	хотя в	1	1
973	все те	2	1
974	при такой	1	1
975	в тех	1	1
976	не могла	2	1
977	такого движения	1	1
978	изучить его	1	1
979	почти всегда	3	1
980	точка зрения	2	1
981	в учении	6	1
982	его жизнь	1	1
983	развилась в	1	1
984	слов не	1	1
985	в современной	2	1
986	но так	2	1
987	этот вопрос	2	1
988	решение вопроса	1	1
989	в нее	1	1
990	над ним	1	1
991	вперед в	1	1
992	свой путь	1	1
993	главное что	1	1
994	не совпадает	5	1
995	этот период	2	1
996	но всегда	2	1
997	период в	1	1
998	нее к	1	1
999	только может	1	1
1000	ту сторону	1	1
1001	показать что	8	1
1002	что для	3	1
1003	главным образом	1	1
1004	оно имеет	2	1
1005	и др	1	1
1006	это приводит	1	1
1007	это делает	1	1
1008	когда они	1	1
1009	о его	3	1
1010	и истинное	1	1
1011	является на	1	1
1012	проходит через	1	1
1013	человека мы	1	1
1014	совершенно исключительное	1	1
1015	не вижу	1	1
1016	в силу	21	1
1017	другой не	1	1
1018	ней в	1	1
1019	есть все	1	1
1020	из этого	4	1
1021	процесса и	2	1
1022	слова как	5	1
1023	показывает что	6	1
1024	мысли для	2	1
1025	за себя	1	1
1026	независимо от	1	1
1027	от ее	3	1
1028	с ее	2	1
1029	всех этих	1	1
1030	начальный момент	2	1
1031	я сам	1	1
1032	пришел к	1	1
1033	к более	3	1
1034	для социальной	1	1
1035	мысли он	1	1
1036	вообще чем	1	1
1037	как теперь	1	1
1038	относится ко	2	1
1039	себя более	1	1
1040	вверх от	1	1
1041	за ним	3	1
1042	те отношения	2	1
1043	самым существенным	1	1
1044	только те	3	1
1045	и свою	1	1
1046	сравнению со	3	1
1047	себе представить	1	1
1048	также что	1	1
1049	своего собственного	1	1
1050	отличное от	1	1
1051	выйти за	1	1
1052	идет путем	1	1
1053	да или	1	1
1054	свободного и	1	1
1055	мысль не	4	1
1056	и из	2	1
1057	высшую ступень	2	1
1058	никак не	5	1
1059	из тех	2	1
1060	в другой	4	1
1061	поэтому в	2	1
1062	ответ на	3	1
1063	и огромное	1	1
1064	невозможно и	1	1
1065	только имеет	1	1
1066	он несет	1	1
1067	когда его	1	1
1068	и делает	2	1
1069	основной и	2	1
1070	обнаруживаются и	1	1
1071	показать на	1	1
1072	поэтому она	4	1
1073	вперед по	1	1
1074	движение и	3	1
1075	средств для	1	1
1076	и течения	2	1
1077	она становится	1	1
1078	себе отчета	1	1
1079	такова логика	1	1
1080	такого же	1	1
1081	быть так	1	1
1082	сказать с	1	1
1083	о природе	9	1
1084	особого рода	1	1
1085	вместо того	2	1
1086	все то	1	1
1087	ним это	1	1
1088	у меня	1	1
1089	самим собой	2	1
1090	мы говорим	2	1
1091	заключается в	14	1
1092	можно как	1	1
1093	когда дело	1	1
1094	к исследованию	3	1
1095	сознании в	1	1
1096	он будет	1	1
1097	на месте	1	1
1098	к которым	1	1
1099	и самой	1	1
1100	самый характер	1	1
1101	приблизиться к	1	1
1102	хотелось бы	1	1
1103	для каждого	2	1
1104	для мысли	1	1
1105	в слове	11	1
1106	проникнуть в	1	1
1107	и т	1	1
1108	из недр	1	1
1109	без которых	1	1
1110	будет все	1	1
1111	мыслей и	2	1
1112	понимания в	1	1
1113	они ведут	1	1
1114	зависимости от	6	1
1115	но раз	1	1
1116	которого не	2	1
1117	всей своей	1	1
1118	ничего нет	1	1
1119	ничего общего	1	1
1120	будущее в	2	1
1121	природе она	1	1
1122	огромную роль	1	1
1123	в словах	1	1
1124	нему и	1	1
1125	одного к	1	1
1126	слова для	1	1
1127	но оно	1	1
1128	все они	1	1
1129	который он	1	1
1130	признать что	2	1
1131	чем же	1	1
1132	не является	4	1
1133	обогащению и	1	1
1134	значение не	2	1
1135	уже из	1	1
1136	и состоит	3	1
1137	к невозможности	1	1
1138	смысл оно	1	1
1139	вопрос можно	1	1
1140	задачи в	1	1
1141	и везде	2	1
1142	с психологической	3	1
1143	внутренняя связь	1	1
1144	и заключается	3	1
1145	то и	5	1
1146	он еще	1	1
1147	целью в	1	1
1148	наконец в	3	1
1149	учение об	1	1
1150	не хочу	1	1
1151	не статически	1	1
1152	не должно	1	1
1153	вниз в	2	1
1154	самое существенное	2	1
1155	ли у	1	1
1156	остается до	1	1
1157	тех пор	1	1
1158	в новой	4	1
1159	связана со	1	1
1160	и никак	1	1
1161	только тогда	1	1
1162	и теперь	1	1
1163	не могло	3	1
1164	значение для	2	1
1165	которые должны	1	1
1166	быть выражена	3	1
1167	и наиболее	2	1
1168	на примере	1	1
1169	идет не	1	1
1170	сами в	1	1
1171	в совершенно	3	1
1172	друга и	2	1
1173	же время	1	1
1174	это имеет	1	1
1175	цели и	1	1
1176	себя от	2	1
1177	в обоих	1	1
1178	и наоборот	1	1
1179	и освобождение	1	1
1180	как например	1	1
1181	она все	3	1
1182	несмотря на	2	1
1183	ибо он	1	1
1184	в какие	1	1
1185	между людьми	1	1
1186	к обогащению	1	1
1187	процесса как	2	1
1188	в отличие	4	1
1189	всего своего	1	1
1190	впервые в	1	1
1191	видим в	3	1
1192	ее не	1	1
1193	ко всей	1	1
1194	тем же	8	1
1195	что совершается	1	1
1196	же психология	1	1
1197	при котором	2	1
1198	необходимо и	1	1
1199	конца и	2	1
1200	его отношения	2	1
1201	одной из	4	1
1202	тот самый	1	1
1203	из первых	1	1
1204	в глазах	1	1
1205	друга а	1	1
1206	образу и	1	1
1207	показал как	1	1
1208	в существовании	1	1
1209	в сознании	11	1
1210	до известной	2	1
1211	к новой	2	1
1212	и значит	1	1
1213	по образу	1	1
1214	на этих	2	1
1215	и пришел	1	1
1216	будет в	2	1
1217	не из	2	1
1218	двух планов	3	1
1219	если только	1	1
1220	движения и	1	1
1221	только о	3	1
1222	нее и	1	1
1223	точку зрения	4	1
1224	моментов в	2	1
1225	иногда в	1	1
1226	во внутреннем	1	1
1227	подойти к	1	1
1228	не люблю	1	1
1229	в период	2	1
1230	этого нового	1	1
1231	формы и	1	1
1232	могли быть	2	1
1233	уже с	1	1
1234	жизнь его	2	1
1235	погружен в	1	1
1236	слова так	1	1
1237	играет огромную	1	1
1238	может найти	1	1
1239	одних и	1	1
1240	он остался	1	1
1241	движение этого	1	1
1242	к низшей	2	1
1243	что ему	3	1
1244	значение в	3	1
1245	и иначе	2	1
1246	смысле что	3	1
1247	на вопрос	6	1
1248	ее на	1	1
1249	без них	1	1
1250	наших глазах	4	1
1251	два полюса	1	1
1252	вывод что	2	1
1253	высшей и	1	1
1254	мы имеем	3	1
1255	этой мысли	2	1
1256	для всего	2	1
1257	а это	2	1
1258	имеет совершенно	3	1
1259	и кажется	1	1
1260	что только	1	1
1261	переносятся в	1	1
1262	на которой	1	1
1263	в первую	3	1
1264	возможно только	4	1
1265	представлять себе	1	1
1266	по ту	1	1
1267	природу это	1	1
1268	мы находим	3	1
1269	в виде	2	1
1270	самой мысли	2	1
1271	раз в	4	1
1272	оторваться от	1	1
1273	к построению	1	1
1274	бы для	1	1
1275	который совершенно	2	1
1276	что является	2	1
1277	а о	1	1
1278	как этот	1	1
1279	для других	15	1
1280	он исходит	1	1
1281	от высшей	2	1
1282	за этим	1	1
1283	в резком	1	1
1284	по существу	2	1
1285	за тем	1	1
1286	всей нашей	1	1
1287	и новых	1	1
1288	в сферу	3	1
1289	сама по	1	1
1290	царство и	1	1
1291	в стороне	1	1
1292	с той	3	1
1293	с формальной	1	1
1294	завершения в	1	1
1295	нас к	10	1
1296	анна каренина	1	1
1297	случаях когда	1	1
1298	но по	1	1
1299	можно будет	1	1
1300	не та	1	1
1301	перестать быть	2	1
1302	является лишь	1	1
1303	силу этого	2	1
1304	и высшей	1	1
1305	на одном	1	1
1306	мышлении и	9	1
1307	и могут	2	1
1308	в новом	2	1
1309	и оно	1	1
1310	что раньше	1	1
1311	с другом	6	1
1312	и осознать	1	1
