N	2gram	Bakhtin_Pr	Problema
358	на себе	1	9
359	бы в	2	9
360	не был	3	9
361	мы говорили	2	9
362	литературы и	4	9
363	поэтому и	4	9
364	здесь мы	3	9
365	с ней	4	9
366	чем же	1	9
367	а может	1	9
368	и до	6	9
369	что тут	1	9
370	в условиях	7	9
371	это было	3	9
372	жизнь и	3	9
373	человеческой жизни	3	9
374	и наконец	4	9
375	во всем	5	8
376	с этой	1	8
377	мы считаем	2	8
378	и образ	1	8
379	он был	1	8
380	и весь	1	8
381	конечно не	11	8
382	во всей	5	8
383	тем же	1	8
384	что при	1	8
385	но для	2	8
386	от этого	1	8
387	между собой	1	8
388	почти всегда	6	8
389	и по	5	8
390	с ее	3	8
391	и самый	6	8
392	и при	2	8
393	только еще	1	8
394	к его	2	8
395	никто не	1	8
396	из этих	3	8
397	и больше	1	8
398	только с	3	8
399	значение в	4	8
400	и тут	2	8
401	мы будем	3	8
402	если и	1	8
403	это символ	1	8
404	на его	4	8
405	не все	1	8
406	еще в	1	8
407	в период	1	8
408	вплоть до	5	8
409	для всех	2	8
410	были бы	1	8
411	которые не	2	8
412	самом же	2	8
413	как они	1	8
414	как только	1	8
415	если в	2	8
416	входит в	1	8
417	мере не	1	8
418	и он	5	8
419	здесь нет	2	8
420	но ведь	3	8
421	себе и	2	8
422	если же	5	8
423	мы здесь	4	8
424	в силу	1	8
425	и особенно	3	8
426	это уже	2	8
427	в сознании	2	8
428	этот термин	1	8
429	для него	1	8
430	а то	1	8
431	же деле	2	8
432	с самого	4	8
433	как он	4	8
434	ведь если	2	8
435	некоторой степени	1	7
436	даже в	3	7
437	с самим	7	7
438	во все	5	7
439	мы все	2	7
440	мы ни	1	7
441	что их	1	7
442	иным как	1	7
443	все в	3	7
444	а с	1	7
445	но вот	1	7
446	не раз	1	7
447	его как	3	7
448	для чего	1	7
449	жизни а	2	7
450	своего собственного	1	7
451	быть даже	2	7
452	и поэтому	2	7
453	одной из	6	7
454	на этот	1	7
455	настоящей работы	1	7
456	перейти к	2	7
457	в такой	1	7
458	это в	1	7
459	не можем	1	7
460	что на	2	7
461	еще более	6	7
462	он является	2	7
463	на этой	2	7
464	не чем	1	7
465	самого начала	5	7
466	по преимуществу	1	7
467	тому же	3	7
468	же как	1	7
469	чем иным	1	7
470	до нас	3	7
471	определенным образом	1	7
472	даже не	1	7
473	образы и	1	7
474	в науке	1	7
475	не на	1	7
476	и так	4	7
477	все они	2	7
478	в основе	6	7
479	на землю	4	7
480	времени и	4	7
481	и а	1	7
482	друг друга	7	7
483	человека но	1	7
484	этой области	2	7
485	ее в	4	7
486	сознания и	1	7
487	же не	2	7
488	в эпоху	12	7
489	мира и	3	7
490	может иметь	1	7
491	что касается	2	7
492	этот символ	1	7
493	с которыми	1	6
494	не как	5	6
495	уже на	4	6
496	тем или	1	6
497	не всегда	3	6
498	имеем в	3	6
499	от всякого	1	6
500	на него	2	6
501	что именно	2	6
502	до конца	3	6
503	является чем-то	1	6
504	слова то	2	6
505	по своей	12	6
506	мы еще	4	6
507	жизнь в	4	6
508	в общем	2	6
509	сказать о	1	6
510	это совершенно	1	6
511	в него	4	6
512	понятия и	1	6
513	и делает	1	6
514	этот вопрос	3	6
515	зависимости от	3	6
516	но оно	1	6
517	и уже	2	6
518	именно на	2	6
519	и об	1	6
520	могут быть	5	6
521	образ и	1	6
522	то мы	1	6
523	и всегда	2	6
524	этого произведения	3	6
525	идеи и	5	6
526	особенно в	7	6
527	людей в	2	6
528	независимо от	1	6
529	просто как	1	6
530	и может	1	6
531	но она	3	6
532	есть и	4	6
533	можно найти	1	6
534	уже у	3	6
535	к ней	3	6
536	а скорее	1	6
537	в античной	3	6
538	ровно ничего	2	6
539	есть прежде	1	6
540	одновременно и	5	6
541	перестает быть	1	6
542	в античном	1	6
543	на первом	1	6
544	как на	1	6
545	в зависимости	3	6
546	нельзя сказать	2	6
547	не знает	8	6
548	прежде чем	2	6
549	содержания и	1	6
550	в новое	4	6
551	бы быть	1	6
552	же мы	1	6
553	во время	1	6
554	можно только	1	6
555	в слове	2	6
556	и той	4	6
557	этого слова	3	6
558	с его	4	6
559	одним и	1	6
560	этом отношении	1	6
561	есть уже	1	6
562	но с	2	6
563	входить в	1	6
564	по существу	7	6
565	с той	1	6
566	к своему	4	6
567	не столь	1	6
568	на свете	2	6
569	только к	1	6
570	которую мы	1	6
571	который мы	1	6
572	дело не	1	6
573	когда он	2	6
574	нового времени	8	6
575	стороны и	1	6
576	и самой	1	6
577	все другие	1	6
578	в вечном	1	6
579	не к	3	6
580	часто даже	1	5
581	вот что	2	5
582	из самых	3	5
583	или на	3	5
584	к самому	5	5
585	и пусть	2	5
586	это же	1	5
587	на одну	1	5
588	и еще	2	5
589	к этому	5	5
590	символ с	1	5
591	на себя	3	5
592	я не	6	5
593	по одному	2	5
594	быть очень	1	5
595	в каждом	5	5
596	о себе	2	5
597	если оно	3	5
598	о предмете	1	5
599	символы и	1	5
600	оно и	2	5
601	одно и	1	5
602	нужно сказать	2	5
603	и тот	4	5
604	говорили что	2	5
605	между тем	2	5
606	вовсе еще	1	5
607	нам кажется	4	5
608	мы видели	2	5
609	его на	1	5
610	поэтому в	1	5
611	нам в	1	5
612	о самом	1	5
613	только одной	1	5
614	ничем не	3	5
615	все указанные	1	5
616	своей собственной	1	5
617	да еще	2	5
618	обойтись без	1	5
619	только один	1	5
620	и вся	4	5
621	если только	3	5
622	часто и	1	5
623	данное слово	2	5
624	для всякого	1	5
625	что может	1	5
626	о нем	2	5
627	что с	1	5
628	раз в	2	5
629	ведь это	2	5
630	что ни	1	5
631	гоголя и	1	5
632	мы теперь	1	5
633	по его	1	5
634	предмета но	1	5
635	у того	1	5
636	человека в	6	5
637	человека и	10	5
638	как то	1	5
639	человека из	2	5
640	мы бы	1	5
641	все что	1	5
642	вещи в	1	5
643	из всех	1	5
644	нами в	1	5
645	в собственном	3	5
646	предмет и	2	5
647	у достоевского	30	5
648	до того	1	5
649	во многих	2	5
650	и мышления	2	5
651	с этими	1	5
652	себя в	1	5
653	от его	1	5
654	должно быть	4	5
655	по мнению	1	5
656	от тех	1	5
657	одним из	6	5
658	как его	2	5
659	литературе и	1	5
660	себе не	1	5
661	одна из	9	5
662	в свете	1	5
663	что эта	1	5
664	в нее	1	5
665	о его	1	5
666	слова как	1	5
667	там где	3	5
668	имеет свою	1	5
669	собственном смысле	3	5
670	образом и	3	5
671	до некоторой	1	5
672	и этого	1	5
673	в область	2	5
674	за что	1	5
675	v в	1	5
676	можно даже	1	5
677	знает что	2	5
678	этих случаях	1	5
679	не знаем	1	5
680	здесь и	7	5
681	а вовсе	1	5
682	или к	2	5
683	нет ни	2	5
684	они не	5	5
685	том числе	15	5
686	не для	1	5
687	слова но	3	5
688	или что	1	5
689	он говорит	1	5
690	в пределах	8	5
691	лишь в	1	5
692	отношение к	14	5
693	и прежде	6	5
694	в известной	3	5
695	к другу	1	4
696	со всем	1	4
697	тем как	1	4
698	и был	1	4
699	и само	1	4
700	в духе	10	4
701	в мир	1	4
702	к другим	4	4
703	но мы	1	4
704	так например	2	4
705	свой смысл	1	4
706	а вместе	1	4
707	в брак	1	4
708	здесь конечно	5	4
709	не могли	2	4
710	но эти	3	4
711	если нет	1	4
712	к ним	5	4
713	просто в	1	4
714	мы конечно	2	4
715	теории и	1	4
716	как нам	1	4
717	время и	3	4
718	она в	1	4
719	бы что	1	4
720	является и	1	4
721	человек и	2	4
722	в эту	3	4
723	под влиянием	1	4
724	человека а	1	4
725	было только	1	4
726	человеческих отношений	2	4
727	для построения	2	4
728	в одну	1	4
729	символики и	2	4
730	от нее	1	4
731	и самое	2	4
732	друг к	1	4
733	и должны	1	4
734	античности и	5	4
735	целое и	1	4
736	для нашего	1	4
737	смысла и	1	4
738	можно назвать	2	4
739	и они	4	4
740	это время	1	4
741	этот образ	2	4
742	и пр	1	4
743	даже сказать	1	4
744	в свою	1	4
745	это все	2	4
746	для нее	1	4
747	той же	6	4
748	начиная с	4	4
749	это просто	1	4
750	но на	2	4
751	он как	2	4
752	себя самого	3	4
753	с их	3	4
754	первом плане	1	4
755	от своих	2	4
756	на нее	1	4
757	художественных образов	2	4
758	которые являются	1	4
759	отличие от	1	4
760	но всегда	1	4
761	а главное	3	4
762	и времени	2	4
763	при всем	3	4
764	числе и	13	4
765	огромное значение	1	4
766	мы сказали	4	4
767	он с	1	4
768	от него	3	4
769	новое и	1	4
770	к этой	3	4
771	дело с	1	4
772	во втором	1	4
773	дается в	1	4
774	равно как	1	4
775	за ним	1	4
776	например в	8	4
777	в корне	1	4
778	мы увидим	1	4
779	начиная от	1	4
780	всегда и	3	4
781	конечно и	7	4
782	но они	5	4
783	образа и	1	4
784	наряду с	6	4
785	духа и	1	4
786	для ее	3	4
787	имеем дело	1	4
788	если эта	1	4
789	ее не	1	4
790	она и	1	4
791	он тоже	1	4
792	xix века	2	4
793	там и	2	4
794	действительности то	1	4
795	что вы	1	4
796	смысле и	3	4
797	и она	2	4
798	и вместе	1	4
799	следовательно и	2	4
800	и всякого	1	4
801	могло бы	3	4
802	но к	4	4
803	вопроса о	1	4
804	предполагает что	1	4
805	очень часто	4	4
806	именно потому	1	4
807	кажется что	3	4
808	и никогда	2	4
809	и др	18	4
810	но ее	1	4
811	бы оно	1	4
812	а как	4	4
813	которого мы	1	4
814	к одной	1	4
815	в сущности	15	4
816	он будет	1	4
817	все на	1	4
818	себя и	3	4
819	друг от	2	4
820	который и	1	4
821	говорить здесь	2	4
822	сознании и	1	4
823	новое время	4	4
824	из него	1	4
825	им в	1	4
826	мог бы	1	4
827	их с	1	4
828	с нею	1	4
829	они вовсе	1	4
830	людей не	1	4
831	только одного	1	4
832	ему в	1	4
833	бы на	1	4
834	находим и	1	4
835	от друга	2	4
836	и которая	2	4
837	этом мы	3	4
838	то этот	1	4
839	перед собой	1	4
840	войти в	3	4
841	для нашей	1	4
842	они все	2	4
843	какого-нибудь одного	1	4
844	в разных	4	4
845	и почти	3	4
846	так чтобы	1	4
847	на всю	1	4
848	скажем что	1	4
849	на это	1	4
850	одного из	1	4
851	бы он	1	4
852	образов и	7	4
853	эти два	3	4
854	или точнее	2	4
855	в душе	1	3
856	еще раз	6	3
857	зрения на	1	3
858	самому предмету	1	3
859	важно для	1	3
860	и над	1	3
861	он видит	1	3
862	представлений о	2	3
863	до последнего	1	3
864	с соответствующим	1	3
865	точном смысле	1	3
866	в некотором	1	3
867	и другим	1	3
868	всю эту	1	3
869	свою собственную	1	3
870	и смерти	3	3
871	можем говорить	2	3
872	языка в	1	3
873	всем этим	2	3
874	одной и	1	3
875	всего как	1	3
876	форме но	1	3
877	они должны	3	3
878	образом как	1	3
879	находится в	1	3
880	из трех	1	3
881	в атмосфере	4	3
882	от них	2	3
883	в отдельных	1	3
884	для этой	2	3
885	ни даже	1	3
886	но тем	1	3
887	мы видим	2	3
888	к их	1	3
889	на которую	1	3
890	что уже	2	3
891	проявляется в	4	3
892	он все	1	3
893	это слово	1	3
894	есть с	2	3
895	чем в	2	3
896	вещей и	1	3
897	менее он	1	3
898	я и	2	3
899	характерное для	2	3
900	если я	1	3
901	того и	3	3
902	и представить	1	3
903	вечном муже	1	3
904	жизни то	1	3
905	а для	2	3
906	нами как	1	3
907	это вполне	1	3
908	и рассматривать	1	3
909	свое место	1	3
910	много и	3	3
911	от которых	2	3
912	только одним	1	3
913	относится и	1	3
914	и знает	1	3
915	образом в	2	3
916	до наших	3	3
917	в какой-то	5	3
918	очень важно	1	3
919	на небе	1	3
920	на нем	1	3
921	себе представить	1	3
922	его из	1	3
923	и символы	2	3
924	и далее	1	3
925	которого оно	2	3
926	князя андрея	1	3
927	и та	1	3
928	и строго	2	3
929	связанные с	3	3
930	который не	2	3
931	так называемая	2	3
932	сравнению с	6	3
933	при всех	2	3
934	в те	1	3
935	в конкретном	1	3
936	не входит	1	3
937	к той	1	3
938	это был	2	3
939	такое положение	1	3
940	но тут	1	3
941	самое же	1	3
942	мысли и	2	3
943	в очень	2	3
944	не говорим	1	3
945	такую же	1	3
946	и заключается	2	3
947	совсем другой	1	3
948	по сравнению	6	3
949	он часто	2	3
950	здесь вовсе	1	3
951	оно является	1	3
952	и земли	1	3
953	знаем что	1	3
954	каждый из	1	3
955	было и	1	3
956	в отличие	1	3
957	знаком с	2	3
958	имеет и	2	3
959	в мировой	1	3
960	и соответствующие	2	3
961	таких например	1	3
962	где он	1	3
963	чем перейти	1	3
964	ни тем	1	3
965	мифа и	2	3
966	который как	1	3
967	здесь имеется	1	3
968	например о	1	3
969	которое было	1	3
970	отношений но	1	3
971	один и	1	3
972	уже самое	1	3
973	в каждой	1	3
974	а он	1	3
975	в одной	4	3
976	этих двух	5	3
977	это конечно	3	3
978	и человека	5	3
979	и других	12	3
980	каждом из	3	3
981	в самых	2	3
982	но при	2	3
983	символическое значение	2	3
984	образа в	1	3
985	и жизни	3	3
986	но чисто	1	3
987	место в	3	3
988	является предметом	2	3
989	и сами	1	3
990	что было	2	3
991	которая была	1	3
992	этих произведениях	2	3
993	рассказ о	2	3
994	которая в	1	3
995	что дело	1	3
996	нами здесь	1	3
997	язык как	1	3
998	и свой	2	3
999	например с	1	3
1000	от этих	1	3
1001	ведь все	1	3
1002	весь этот	1	3
1003	нам уже	3	3
1004	и смерть	1	3
1005	и такие	1	3
1006	вот почему	1	3
1007	и другой	4	3
1008	поэтому мы	1	3
1009	с помощью	4	3
1010	к проблеме	1	3
1011	оно было	1	3
1012	превращается в	5	3
1013	же главное	1	3
1014	всего этого	4	3
1015	но этот	2	3
1016	только самый	1	3
1017	вернуться к	1	3
1018	чтобы они	1	3
1019	смысле не	2	3
1020	языка как	1	3
1021	в голове	1	3
1022	а следовательно	2	3
1023	собой а	1	3
1024	о ней	1	3
1025	может обойтись	1	3
1026	ее и	1	3
1027	после того	1	3
1028	сознания с	1	3
1029	указать на	1	3
1030	время в	2	3
1031	и нужно	2	3
1032	в последние	1	3
1033	типа и	1	3
1034	художественно и	1	3
1035	делает его	1	3
1036	собою и	2	3
1037	должен был	1	3
1038	вообще в	2	3
1039	на этом	4	3
1040	ли это	1	3
1041	на другой	1	3
1042	как человек	2	3
1043	отношение между	1	3
1044	в системе	1	3
1045	всех других	2	3
1046	нем и	1	3
1047	друг другу	1	3
1048	в первой	2	3
1049	столь же	1	3
1050	если они	1	3
1051	для которых	1	3
1052	самим собою	6	3
1053	и действительно	3	3
1054	а потому	1	3
1055	его с	2	3
1056	должна быть	1	3
1057	на ее	2	3
1058	самой жизни	2	3
1059	о которой	1	3
1060	из того	1	3
1061	не ставит	1	3
1062	в идиоте	1	3
1063	отношений между	2	3
1064	конечно в	2	3
1065	в россии	1	3
1066	в романе	9	3
1067	в процессе	4	3
1068	относятся к	1	3
1069	с ними	2	3
1070	со стороны	1	3
1071	всей своей	2	3
1072	же есть	1	3
1073	земли и	1	3
1074	потому и	1	3
1075	заметить что	1	3
1076	не за	3	3
1077	в образе	3	3
1078	он может	2	3
1079	слово и	2	3
1080	формы и	3	3
1081	жизни но	1	3
1082	связан с	2	3
1083	в более	5	3
1084	о существовании	1	3
1085	выходит за	1	3
1086	человеком а	1	3
1087	нас здесь	2	3
1088	возможно только	1	3
1089	с разными	1	3
1090	и непосредственно	1	3
1091	и где	1	3
1092	как она	1	3
1093	как ее	1	3
1094	остановимся на	5	3
1095	время уже	1	3
1096	она должна	1	3
1097	являются и	2	3
1098	говорить только	1	3
1099	и всех	1	3
1100	самый термин	1	3
1101	остается на	2	3
1102	всем мире	2	3
1103	нуждается в	1	3
1104	как для	1	3
1105	в чисто	2	3
1106	форме и	2	3
1107	в бесконечную	1	3
1108	котором он	2	3
1109	никаких сомнений	1	2
1110	будем здесь	1	2
1111	между этими	2	2
1112	к действительности	3	2
1113	до самого	1	2
1114	формы в	1	2
1115	говорили в	2	2
1116	у тургенева	1	2
1117	в большей	5	2
1118	в общей	1	2
1119	что наш	1	2
1120	в живом	1	2
1121	у вольтера	3	2
1122	он остается	2	2
1123	до полного	1	2
1124	и полное	2	2
1125	ее элементов	1	2
1126	форму и	1	2
1127	еще недостаточно	3	2
1128	всеми своими	1	2
1129	этого типа	1	2
1130	уже нет	1	2
1131	мысли о	3	2
1132	тип но	1	2
1133	только благодаря	1	2
1134	его жизни	2	2
1135	эти идеи	1	2
1136	но во	2	2
1137	из жизни	1	2
1138	не исключает	2	2
1139	самое мы	1	2
1140	предисловии к	1	2
1141	точке зрения	1	2
1142	на миг	2	2
1143	ее но	1	2
1144	него не	1	2
1145	достоевского все	3	2
1146	отношения в	1	2
1147	и вдруг	1	2
1148	но повторяем	1	2
1149	находил в	1	2
1150	в чем-нибудь	1	2
1151	и душа	2	2
1152	точка зрения	1	2
1153	раз на	1	2
1154	высшего бога	1	2
1155	исключает всякую	1	2
1156	все его	3	2
1157	землю и	1	2
1158	в драме	1	2
1159	категорий мы	1	2
1160	есть указывает	1	2
1161	близка к	1	2
1162	античной литературе	1	2
1163	нет того	1	2
1164	по типу	2	2
1165	и некоторые	2	2
1166	большинстве случаев	9	2
1167	с изображением	1	2
1168	взятые в	1	2
1169	значимости но	1	2
1170	этого достаточно	1	2
1171	в рассказе	2	2
1172	общего не	1	2
1173	здесь на	3	2
1174	это огонь	1	2
1175	перед лицом	1	2
1176	от страха	1	2
1177	эпоху эллинизма	1	2
1178	не совпадает	1	2
1179	есть смерть	1	2
1180	сторон жизни	1	2
1181	целом и	1	2
1182	и глубоко	2	2
1183	подход к	1	2
1184	что есть	1	2
1185	искусства но	1	2
1186	когда они	1	2
1187	для изображения	1	2
1188	моменты этого	1	2
1189	они были	1	2
1190	вообще нет	1	2
1191	значит ли	1	2
1192	преступления и	3	2
1193	прямо и	1	2
1194	он уже	1	2
1195	и конечно	2	2
1196	героя в	2	2
1197	должны быть	2	2
1198	и кроме	1	2
1199	слов в	1	2
1200	термин как	1	2
1201	он на	1	2
1202	не признает	1	2
1203	находим у	1	2
1204	и событий	3	2
1205	по отношению	6	2
1206	еще с	1	2
1207	героев и	1	2
1208	разума и	1	2
1209	к которым	1	2
1210	есть на	1	2
1211	у платона	4	2
1212	нем только	2	2
1213	возникает вопрос	1	2
1214	рассчитанным на	1	2
1215	бы о	1	2
1216	братьях карамазовых	4	2
1217	все описание	1	2
1218	он пишет	1	2
1219	необходимо также	1	2
1220	и довольно	1	2
1221	есть от	2	2
1222	их самих	1	2
1223	к своим	1	2
1224	в роли	2	2
1225	на основе	4	2
1226	и любовь	2	2
1227	тот и	2	2
1228	в бесах	3	2
1229	вступает в	1	2
1230	всем людям	1	2
1231	мне не	2	2
1232	широком смысле	3	2
1233	и там	1	2
1234	она может	1	2
1235	с людьми	1	2
1236	из подполья	6	2
1237	в глазах	1	2
1238	и появляется	1	2
1239	а уж	1	2
1240	с непосредственным	1	2
1241	языка а	2	2
1242	к античной	2	2
1243	в произведениях	2	2
1244	у вас	1	2
1245	жизни не	2	2
1246	известной мере	3	2
1247	всего является	1	2
1248	всего того	1	2
1249	своего рода	7	2
1250	в свое	4	2
1251	на какой-то	1	2
1252	в художественной	1	2
1253	в определенном	1	2
1254	в каком-нибудь	1	2
1255	на которой	2	2
1256	вовсе нет	2	2
1257	к самой	2	2
1258	речь но	1	2
1259	от всех	2	2
1260	говорят в	1	2
1261	слова которые	1	2
1262	вот это	1	2
1263	история и	1	2
1264	античном смысле	1	2
1265	отвлечения от	1	2
1266	этого романа	3	2
1267	на фоне	1	2
1268	и со	1	2
1269	и могут	2	2
1270	со своей	2	2
1271	отвлеченных понятий	1	2
1272	на возможность	1	2
1273	и другого	2	2
1274	которые были	1	2
1275	на них	2	2
1276	станет ясным	1	2
1277	друга но	2	2
1278	уже сказали	2	2
1279	такие слова	1	2
1280	которого и	1	2
1281	в предисловии	1	2
1282	на один	1	2
1283	здесь можно	1	2
1284	с какой-нибудь	1	2
1285	входили в	1	2
1286	структуру и	1	2
1287	не с	1	2
1288	ним как	1	2
1289	лишь как	1	2
1290	человека с	3	2
1291	конечно нет	1	2
1292	ведь мы	1	2
1293	рассматривать как	1	2
1294	разные типы	1	2
1295	во многом	3	2
1296	в плане	3	2
1297	все больше	1	2
1298	в другую	1	2
1299	есть если	2	2
1300	может показаться	1	2
1301	очень резко	1	2
1302	такой же	1	2
1303	видели что	2	2
1304	и художественного	1	2
1305	хотя он	1	2
1306	человек не	1	2
1307	хотя они	2	2
1308	которой мы	3	2
1309	здесь еще	3	2
1310	за счет	1	2
1311	этом необходимо	1	2
1312	мы наблюдаем	4	2
1313	нет здесь	1	2
1314	друг в	4	2
