N	2gram	Trubetskoy	VerxiiNi
120	при этом	9	3
121	для него	2	3
122	из всех	5	3
123	что это	5	3
124	тем не	4	3
125	и если	6	3
126	в качестве	1	3
127	европейской культуры	8	3
128	в результате	9	3
129	то с	2	3
130	так или	5	3
131	и даже	1	3
132	если бы	8	3
133	в которой	5	3
134	в народных	1	3
135	или иначе	5	3
136	с ней	1	3
137	на нее	2	3
138	с самого	1	3
139	в таком	4	3
140	случае не	1	3
141	в связи	3	3
142	ясно что	8	3
143	и как	1	3
144	как о	1	3
145	же как	3	3
146	но по	3	3
147	если в	1	3
148	не менее	7	3
149	к концу	1	3
150	и таким	1	3
151	в других	1	3
152	а так	1	3
153	что эти	2	3
154	но с	2	3
155	хотя бы	4	3
156	в значительной	1	3
157	культура в	2	3
158	так что	6	3
159	а после	1	3
160	у них	6	3
161	точно так	1	3
162	оказывается что	5	3
163	большей частью	1	3
164	и те	2	3
165	не вполне	3	3
166	всегда и	1	3
167	к ним	2	3
168	культуры и	11	3
169	отношению к	11	3
170	в своем	12	3
171	уже не	1	3
172	с течением	4	3
173	к этому	5	3
174	конце концов	4	3
175	того что	7	3
176	течением времени	4	3
177	бы то	3	2
178	значительная часть	4	2
179	такое положение	1	2
180	все что	10	2
181	поэтому что	4	2
182	для всех	1	2
183	один из	1	2
184	культурные ценности	1	2
185	и на	6	2
186	смотреть на	2	2
187	благодаря этому	1	2
188	только что	3	2
189	и сейчас	4	2
190	свидетельствует о	1	2
191	положение дела	1	2
192	и люди	1	2
193	уже в	1	2
194	гораздо менее	2	2
195	тогда когда	3	2
196	у славян	1	2
197	ни было	3	2
198	с тех	1	2
199	в пользу	5	2
200	только не	2	2
201	что большинство	1	2
202	те же	2	2
203	не исчерпывается	1	2
204	прежде всего	3	2
205	из своих	1	2
206	одно из	3	2
207	культуры таким	1	2
208	как от	1	2
209	этих частей	1	2
210	этими двумя	2	2
211	исторического развития	2	2
212	не могут	4	2
213	когда же	1	2
214	различия между	3	2
215	в них	2	2
216	из него	2	2
217	первое время	5	2
218	не было	2	2
219	к его	1	2
220	не потому	2	2
221	этой точки	1	2
222	отличаются от	1	2
223	не в	9	2
224	у всех	1	2
225	в виду	2	2
226	одним из	4	2
227	мысль о	1	2
228	том виде	2	2
229	по существу	7	2
230	именно в	5	2
231	в процессе	2	2
232	очень много	3	2
233	в среде	2	2
234	между этими	2	2
235	можно назвать	3	2
236	эти черты	2	2
237	народных массах	1	2
238	пор еще	1	2
239	большею частью	5	2
240	для каждого	1	2
241	виде в	1	2
242	и перед	1	2
243	выход из	1	2
244	к другу	2	2
245	в одно	2	2
246	основано на	5	2
247	но когда	1	2
248	нужно чтобы	1	2
249	при таком	2	2
250	время после	2	2
251	по своему	5	2
252	приводит к	1	2
253	на все	5	2
254	только для	1	2
255	отличается от	6	2
256	национальной психики	1	2
257	о котором	7	2
258	сравнению с	5	2
259	то ясно	4	2
260	к культуре	14	2
261	ничего общего	3	2
262	в эту	2	2
263	тем с	1	2
264	нет вовсе	1	2
265	творить в	2	2
266	еще не	6	2
267	во всех	10	2
268	ли они	1	2
269	перестает быть	1	2
270	начиная с	1	2
271	ко всему	2	2
272	мы можем	6	2
273	некоторые из	1	2
274	больше чем	1	2
275	людей и	1	2
276	что мы	4	2
277	совершенно иной	2	2
278	ли это	1	2
279	силы и	1	2
280	этого последнего	2	2
281	но при	1	2
282	надо было	1	2
283	на друга	2	2
284	по сравнению	5	2
285	то ни	4	2
286	между тем	12	2
287	в свою	2	2
288	из себя	10	2
289	есть как	1	2
290	быть и	5	2
291	для успешного	1	2
292	должна была	1	2
293	ни один	4	2
294	всех других	2	2
295	на пути	1	2
296	так чтобы	2	2
297	заключает в	2	2
298	тем и	1	2
299	и это	3	2
300	ее с	1	2
301	в начале	3	2
302	этот факт	1	2
303	конечно не	3	2
304	по своей	7	2
305	же время	2	2
306	но вместе	2	2
307	самого начала	1	2
308	признать что	4	2
309	состоит в	1	2
310	друг на	2	2
311	же самое	1	2
312	может ли	1	2
313	он в	1	2
314	тех пор	2	2
315	общего с	2	2
316	сказать что	1	2
317	перед которой	1	2
318	этот путь	1	2
319	не могла	1	2
320	и другой	1	2
321	к которому	1	2
322	в глазах	2	2
323	или иной	1	2
324	жизни и	2	2
325	но если	2	2
326	в разных	3	2
327	и проч	4	2
328	что именно	1	2
329	на то	9	2
330	из этого	7	2
331	с его	1	2
332	в создании	1	2
333	для этих	1	2
334	от них	2	2
335	эта культура	4	2
336	и все	9	2
337	для этого	7	2
338	и из	2	2
339	в самой	2	2
340	и особенно	2	2
341	пути к	1	2
342	тот же	3	2
343	и наконец	3	2
344	мы видели	2	2
345	не к	1	2
346	его можно	1	2
347	из этой	2	2
348	можно только	1	2
349	с культурой	5	1
350	для россии	1	1
351	все в	2	1
352	на поверхность	2	1
353	культура есть	1	1
354	представить себе	2	1
355	люди которые	1	1
356	находим в	1	1
357	они являются	1	1
358	то в	2	1
359	на почве	3	1
360	симпатического подражания	1	1
361	ввиду того	1	1
362	не так	4	1
363	не принадлежат	1	1
364	факта победы	1	1
365	а потому	5	1
366	во втором	2	1
367	случае мы	1	1
368	видели что	1	1
369	за время	1	1
370	социальной жизни	4	1
371	то они	4	1
372	в состав	1	1
373	котором они	1	1
374	мы видим	1	1
375	могут рассматриваться	1	1
376	что с	6	1
377	эти элементы	3	1
378	в заблуждение	1	1
379	собой и	1	1
380	та же	4	1
381	отдельных единиц	1	1
382	материальной и	1	1
383	с момента	2	1
384	которые совершенно	1	1
385	этим двум	1	1
386	свою очередь	2	1
387	друг к	2	1
388	к их	1	1
389	она и	1	1
390	других существ	1	1
391	простой народ	1	1
392	только те	3	1
393	народа в	15	1
394	они не	2	1
395	ли эти	1	1
396	может не	3	1
397	и германских	1	1
398	этой области	4	1
399	данном случае	3	1
400	народ не	3	1
401	что такое	1	1
402	них в	2	1
403	удовлетворения своих	1	1
404	что надо	1	1
405	принятая в	1	1
406	должно быть	5	1
407	того как	1	1
408	т.е к	1	1
409	зависит от	1	1
410	как к	5	1
411	несколько иной	1	1
412	за исключением	1	1
413	или нескольких	2	1
414	от нее	2	1
415	языке так	1	1
416	народ с	1	1
417	что предки	1	1
418	для себя	2	1
419	смысле слова	1	1
420	из таких	2	1
421	народа к	5	1
422	русские интеллигенты	1	1
423	при таких	2	1
424	это не	3	1
425	целом есть	1	1
426	у другого	1	1
427	мы знаем	10	1
428	сложнее и	1	1
429	лишь только	5	1
430	лишь то	1	1
431	ясно представить	1	1
432	а и	8	1
433	то для	1	1
434	он усматривает	1	1
435	культура была	1	1
436	все чаще	1	1
437	органическое усвоение	1	1
438	с ним	6	1
439	тот который	1	1
440	который можно	1	1
441	на этих	1	1
442	кроме того	1	1
443	в сущности	2	1
444	в ее	1	1
445	на национальный	1	1
446	каждом шагу	1	1
447	что так	1	1
448	в саму	1	1
449	которых каждый	1	1
450	те черты	2	1
451	всю эволюцию	1	1
452	единой культуры	1	1
453	явствует что	1	1
454	создают для	1	1
455	чем у	8	1
456	которые по	2	1
457	общего запаса	3	1
458	от этой	1	1
459	то станет	1	1
460	ее нет	1	1
461	него в	2	1
462	народов земного	1	1
463	и непонятны	2	1
464	невозможно и	2	1
465	надеяться на	1	1
466	считаются уже	1	1
467	всегда более	1	1
468	к сознанию	1	1
469	у нас	3	1
470	на которой	1	1
471	германские и	1	1
472	далее в	1	1
473	культуры вообще	1	1
474	это и	1	1
475	в широком	1	1
476	народ в	4	1
477	же что	2	1
478	это слово	1	1
479	борьбы с	2	1
480	то не	1	1
481	сообразно с	2	1
482	деле если	1	1
483	другой стороны	5	1
484	этом направлении	1	1
485	и развитие	2	1
486	у многих	1	1
487	это есть	4	1
488	смысле этого	1	1
489	говорить что	3	1
490	как нечто	1	1
491	конечно невозможно	1	1
492	или через	1	1
493	не является	1	1
494	с разными	1	1
495	все прочие	4	1
496	выбирать между	1	1
497	основана на	1	1
498	у него	5	1
499	же эти	1	1
500	в их	4	1
501	в данном	3	1
502	только еще	1	1
503	запас культурных	4	1
504	его в	5	1
505	работе по	1	1
506	совершенно ясно	2	1
507	есть продукт	1	1
508	касается до	8	1
509	всех прочих	2	1
510	мало удачны	1	1
511	чем в	3	1
512	в своих	2	1
513	борьбу с	1	1
514	культуры к	1	1
515	т.д в	1	1
516	отраженным светом	1	1
517	мы поймем	1	1
518	причем эта	1	1
519	в разные	1	1
520	не более	2	1
521	благодаря антропологическому	1	1
522	самом деле	12	1
523	живет и	1	1
524	от тех	3	1
525	в первом	1	1
526	когда их	1	1
527	и некоторые	2	1
528	другой вид	2	1
529	а во-вторых	1	1
530	некоторые другие	1	1
531	всегда в	1	1
532	уже очень	1	1
533	культура не	2	1
534	этом не	1	1
535	что его	4	1
536	по одному	3	1
537	который как	1	1
538	во внимание	2	1
539	заключается в	3	1
540	может только	1	1
541	и продолжают	1	1
542	зато в	1	1
543	мы и	2	1
544	иначе как	1	1
545	мы разумеем	2	1
546	тем что	1	1
547	за тем	1	1
548	знают лишь	1	1
549	удается но	1	1
550	данного народа	7	1
551	самые эти	1	1
552	европейской цивилизации	10	1
553	если он	2	1
554	помимо этого	1	1
555	эквивалента в	1	1
556	том или	1	1
557	смотря по	1	1
558	в жизни	3	1
559	отношения к	1	1
560	и другим	1	1
561	разных народов	1	1
562	в корне	1	1
563	давно уже	2	1
564	показаться что	1	1
565	этом последнем	1	1
566	ценностей и	1	1
567	у романогерманцев	5	1
568	лишь на	1	1
569	более широкую	1	1
570	как и	10	1
571	каковом случае	2	1
572	всех тех	2	1
573	как не	2	1
574	с ними	2	1
575	многих других	2	1
576	очень давно	1	1
577	время как	1	1
578	помнить что	2	1
579	их в	2	1
580	земного шара	8	1
581	себя как	1	1
582	которого уже	1	1
583	а именно	1	1
584	на земле	3	1
585	не есть	4	1
586	только то	2	1
587	в своей	1	1
588	и так	2	1
589	же старые	1	1
590	состоит из	4	1
591	выйти из	1	1
592	на эту	1	1
593	и духовной	1	1
594	над тем	1	1
595	много но	1	1
596	на этом	2	1
597	как в	1	1
598	и надо	1	1
599	стремление к	1	1
600	никто не	2	1
601	является лишь	1	1
602	следовательно и	2	1
603	отчасти и	1	1
604	лишь о	2	1
605	как с	1	1
606	на одном	2	1
607	от этого	1	1
608	или ином	1	1
609	надо думать	1	1
610	в такой	4	1
611	они сейчас	1	1
612	однако это	2	1
613	их отношение	1	1
614	о которых	7	1
615	носят на	2	1
616	и следовательно	1	1
617	с однородной	1	1
618	различие между	1	1
619	в себя	2	1
620	это было	1	1
621	вследствие этого	3	1
622	роль в	1	1
623	немцами и	1	1
624	имеет параллель	1	1
625	он сам	1	1
626	на его	1	1
627	людьми и	1	1
628	в сторону	3	1
629	более как	2	1
630	культур а	1	1
631	друга что	1	1
632	всей своей	1	1
633	из одного	2	1
634	не стоит	2	1
635	нет в	2	1
636	осталось и	1	1
637	разные стороны	1	1
638	широком смысле	2	1
639	всех их	1	1
640	культуры в	10	1
641	во-первых с	1	1
642	что тот	1	1
643	на себе	2	1
644	сейчас же	3	1
645	в ином	1	1
646	романцев и	1	1
647	тем более	3	1
648	русского интеллигента	1	1
649	всех народов	2	1
650	непременно будет	1	1
651	что они	2	1
652	бы в	3	1
653	одно культурное	1	1
654	однако не	1	1
655	на них	1	1
656	частей и	1	1
657	не похожим	1	1
658	с этим	12	1
659	все они	6	1
660	спутником и	1	1
661	нет ничего	1	1
662	и того	3	1
663	еще и	1	1
664	сам он	1	1
665	с психологической	1	1
666	знаем и	2	1
667	ни на	1	1
668	совершенно не	4	1
669	не имея	1	1
670	данный народ	1	1
671	все более	1	1
672	у европейцев	3	1
673	и отчасти	1	1
674	этих новых	1	1
675	из предыдущего	2	1
676	на этой	3	1
677	что от	1	1
678	и других	3	1
679	и более	2	1
680	близости к	1	1
681	существ ибо	1	1
682	и состоит	2	1
683	да и	1	1
684	бы с	1	1
685	не выше	5	1
686	и пр	1	1
687	отличие от	3	1
688	между собой	4	1
689	жизни он	1	1
690	на задний	1	1
691	видим что	1	1
692	по тем	2	1
693	своей культуре	7	1
694	эти последние	2	1
695	выше что	2	1
696	существование и	1	1
697	единое целое	1	1
698	которые раньше	1	1
699	психологической точки	1	1
700	отдельных этнических	1	1
701	с каким-нибудь	1	1
702	роли в	1	1
703	рассматриваться как	3	1
704	мы уже	4	1
705	чистом виде	1	1
706	славян и	1	1
707	что этому	1	1
708	другими словами	2	1
709	от этих	1	1
710	эти ценности	1	1
711	момента когда	1	1
712	эти слова	1	1
713	с нами	1	1
714	это нам	1	1
715	входит в	1	1
716	именно потому	2	1
717	и германцев	3	1
718	но даже	3	1
719	имеются и	1	1
720	одну из	2	1
721	мы не	1	1
722	жизни из	1	1
723	совсем не	1	1
724	практические выводы	1	1
725	не по	1	1
726	материальной культуры	3	1
727	являются не	1	1
728	характер не	1	1
729	в ней	3	1
730	обстоит дело	1	1
731	причиной и	1	1
732	стоит и	1	1
733	как из	1	1
734	с виду	1	1
735	в этот	1	1
736	но совершенно	1	1
737	всех существ	1	1
738	и быстрому	1	1
739	нашей культуре	1	1
740	порвать с	1	1
741	было когда	1	1
742	вполне ясно	1	1
743	это по	1	1
744	т.д таким	1	1
745	двух или	3	1
746	только тогда	2	1
747	невозможно но	2	1
748	широкую группу	1	1
749	что касается	6	1
750	отличные от	2	1
751	когда она	1	1
752	к тем	2	1
753	и весь	2	1
754	мы русские	1	1
755	психологии но	1	1
756	только на	1	1
757	и их	5	1
758	лишь отдельных	1	1
759	та культура	3	1
760	не были	1	1
761	не приходится	1	1
762	все те	1	1
763	пор не	5	1
764	к одному	1	1
765	над другими	1	1
766	тоже с	1	1
767	связь между	1	1
768	совершенно так	4	1
769	из двух	2	1
770	а между	8	1
771	преобладают над	1	1
772	иметь в	1	1
773	факт что	4	1
774	по отношению	11	1
775	в учении	1	1
776	не следует	2	1
777	и до	3	1
778	главным предметом	1	1
779	наше отношение	2	1
780	к нашим	1	1
781	на стороне	1	1
782	уже говорили	1	1
783	кроме этих	1	1
784	себя эти	1	1
785	тот факт	4	1
786	из нас	1	1
787	этот вопрос	2	1
788	друга и	1	1
789	на каждом	2	1
790	между отдельными	2	1
791	что когда	1	1
792	при помощи	3	1
793	конечно нет	1	1
794	существовать и	1	1
795	тогда как	6	1
796	так когда	1	1
797	от культуры	5	1
798	предрассудками и	1	1
799	так называемых	1	1
800	идет речь	8	1
801	которого в	2	1
802	у народов	1	1
803	всего что	1	1
804	как известно	3	1
805	же культуры	2	1
806	в нашей	1	1
807	было бы	3	1
808	с вполне	1	1
809	столь многих	1	1
810	в каковом	2	1
811	на одну	1	1
812	этих элементов	1	1
813	задний план	1	1
814	на более	2	1
815	и заставить	1	1
816	вступают в	2	1
817	и глубоко	1	1
818	он тоже	2	1
819	в одну	4	1
820	без всякого	1	1
821	заметить что	1	1
822	получили из	1	1
823	возможно что	1	1
824	не совсем	1	1
825	на путь	2	1
826	к двум	2	1
827	настоящее время	3	1
828	ней и	1	1
829	однако в	1	1
830	романогерманцам и	1	1
831	не осталось	1	1
832	что среди	1	1
833	или о	1	1
834	такому человеку	1	1
835	тем же	2	1
836	европейские ученые	4	1
837	своем целом	2	1
838	указаний на	1	1
839	сделать из	1	1
840	а у	1	1
841	народом в	1	1
842	могут быть	1	1
843	таких условиях	2	1
844	такою же	1	1
845	совершенно чужды	1	1
846	в общих	1	1
847	культурное целое	1	1
848	культуры мы	1	1
849	культура на	1	1
850	но именно	1	1
851	запаса культурных	3	1
852	в нашем	3	1
853	та часть	1	1
854	может показаться	1	1
855	общей суммы	1	1
856	параллельно с	1	1
857	может случиться	1	1
858	не знаем	1	1
859	случае между	1	1
860	культуру и	4	1
861	во всей	2	1
862	надо иметь	1	1
863	том же	4	1
864	причем в	1	1
865	в сознании	7	1
866	необходимо чтобы	1	1
867	что она	2	1
868	покоится на	1	1
869	тем этот	1	1
870	он может	1	1
871	поворот к	1	1
872	среди своих	1	1
873	такой же	2	1
874	не похоже	1	1
875	культуры ибо	2	1
876	в уме	1	1
877	если они	1	1
878	чаще всего	1	1
879	этого слова	2	1
880	эти народные	1	1
881	какое содержание	1	1
882	ибо в	4	1
883	что роль	1	1
884	и его	2	1
885	наоборот все	1	1
886	его к	1	1
887	мира в	1	1
888	что значительная	2	1
889	у этих	1	1
890	развить и	1	1
891	собой на	1	1
892	для романогерманцев	2	1
893	а как	1	1
894	а следовательно	2	1
895	даже в	3	1
896	в европе	6	1
897	антропологическому смешению	1	1
898	только с	1	1
899	в ту	2	1
900	он препятствует	1	1
901	быть в	1	1
902	к этим	1	1
903	великие культуры	1	1
904	друг друга	2	1
905	разные стадии	1	1
906	выше всех	1	1
907	общих чертах	1	1
908	видели выше	1	1
909	с ее	2	1
910	всех этих	4	1
911	есть ли	1	1
912	таким же	3	1
913	этих людей	1	1
914	в настоящее	3	1
915	но для	2	1
916	должны быть	3	1
917	пришлось бы	2	1
918	над этими	1	1
919	не надо	3	1
920	сделать это	1	1
921	и ее	2	1
922	здесь не	1	1
923	одного и	3	1
924	духе и	1	1
925	сливаются в	1	1
926	всякий кто	1	1
927	ничего не	1	1
928	жизни с	1	1
929	есть не	1	1
930	похоже на	1	1
931	то время	2	1
932	за соответствующее	1	1
933	они довольно	1	1
934	заставить их	1	1
935	он должен	2	1
936	той же	2	1
937	судя по	1	1
