N	2gram	Vygotskiy_	FransuaR
185	и вот	6	17
186	того что	9	17
187	а не	11	17
188	в другом	6	16
189	с одной	7	16
190	между ними	1	16
191	между тем	10	16
192	и одновременно	2	16
193	тот же	5	16
194	в начале	1	16
195	начала и	2	16
196	ничего не	4	16
197	они не	2	16
198	дело в	1	16
199	мысли и	2	15
200	а затем	1	15
201	в которой	8	15
202	говорили что	1	15
203	никто не	1	15
204	из этих	6	15
205	от всех	1	15
206	и вообще	1	15
207	одно из	4	15
208	как на	9	15
209	не мог	4	15
210	в первой	2	15
211	в истории	3	15
212	в самой	9	15
213	и прежде	2	15
214	в котором	7	14
215	характер и	2	14
216	в чем	3	14
217	и по	2	14
218	мы не	7	14
219	все что	2	14
220	в данном	5	14
221	и он	5	14
222	несмотря на	7	14
223	слов и	2	14
224	в более	1	14
225	по существу	4	14
226	и сам	1	13
227	о мире	2	13
228	с этим	11	13
229	во все	1	13
230	и еще	2	13
231	что все	10	13
232	его к	2	13
233	на языке	1	13
234	на все	2	13
235	в одной	2	13
236	о чем	1	13
237	в жизни	6	13
238	одновременно и	3	13
239	на этой	1	13
240	одной стороны	6	13
241	здесь нет	1	13
242	отличие от	1	13
243	в мире	3	13
244	в других	1	13
245	бы в	3	13
246	и есть	3	13
247	только на	3	13
248	не на	1	13
249	или в	6	13
250	и эта	3	13
251	так в	1	13
252	это было	4	13
253	жизнь и	2	13
254	как он	2	13
255	другой стороны	5	12
256	не был	1	12
257	во всей	3	12
258	те же	2	12
259	главным образом	6	12
260	и ее	4	12
261	та же	6	12
262	мы встречаем	1	12
263	жизни в	1	12
264	о нем	2	12
265	у нас	4	12
266	раз в	7	12
267	менее всего	1	12
268	место в	6	12
269	из всех	3	12
270	этот момент	1	12
271	только для	3	12
272	можно сказать	2	12
273	здесь с	3	12
274	не могут	2	12
275	литературы и	1	12
276	он в	3	12
277	все то	15	12
278	смерти и	1	12
279	но именно	1	12
280	благодаря этому	2	12
281	об этом	4	12
282	характерно для	1	12
283	мы слышим	2	12
284	зрения на	1	11
285	из самых	1	11
286	на эту	2	11
287	так например	5	11
288	уже не	2	11
289	что они	9	11
290	и что	29	11
291	она была	5	11
292	в общем	4	11
293	и самый	2	11
294	того как	4	11
295	в течение	5	11
296	в отличие	1	11
297	из этого	10	11
298	в свое	1	11
299	тело и	1	11
300	все время	36	11
301	момент в	1	11
302	время в	5	11
303	очень часто	2	11
304	и особенно	1	11
305	и так	4	11
306	и более	4	11
307	слова и	3	11
308	мировой литературе	1	11
309	формы и	1	11
310	он говорит	9	11
311	другими словами	1	11
312	в заключение	1	11
313	целый ряд	6	10
314	существенное значение	1	10
315	все остальные	1	10
316	что для	6	10
317	до наших	1	10
318	да и	1	10
319	в таких	1	10
320	данном случае	5	10
321	человека и	1	10
322	для всех	2	10
323	нас в	1	10
324	к тому	18	10
325	на этот	2	10
326	для понимания	1	10
327	не просто	7	10
328	по преимуществу	2	10
329	к которому	3	10
330	в изображении	1	10
331	здесь как	1	10
332	образом и	3	10
333	он хочет	3	10
334	им в	1	10
335	хотя он	1	10
336	во второй	1	10
337	в целом	8	10
338	еще раз	3	9
339	представлений о	1	9
340	некоторые из	1	9
341	в основу	2	9
342	для этой	1	9
343	как это	13	9
344	в тех	5	9
345	был в	1	9
346	весь этот	3	9
347	в которых	9	9
348	о котором	5	9
349	именно на	3	9
350	не понимает	1	9
351	и вся	2	9
352	в мировой	1	9
353	как к	6	9
354	ведь это	1	9
355	же в	2	9
356	романа в	1	9
357	что на	4	9
358	говорит о	6	9
359	вся эта	1	9
360	отношения к	3	9
361	но как	3	9
362	мы можем	12	9
363	как известно	2	9
364	это была	1	9
365	что образ	2	9
366	своего романа	1	9
367	не имеет	8	9
368	видим что	8	9
369	относится к	2	9
370	на время	2	9
371	и то	10	9
372	для нас	14	9
373	но конечно	1	9
374	конечно в	3	9
375	что не	5	9
376	со всем	2	8
377	с этой	5	8
378	более или	1	8
379	не менее	1	8
380	на первый	1	8
381	понятно что	1	8
382	в этот	1	8
383	и те	2	8
384	или менее	1	8
385	всего в	1	8
386	переходим к	1	8
387	от этого	4	8
388	и при	1	8
389	с тем	14	8
390	то время	4	8
391	в совершенно	3	8
392	значение в	1	8
393	у гоголя	1	8
394	это был	2	8
395	он как	2	8
396	но эта	3	8
397	и вовсе	1	8
398	почти до	1	8
399	для этого	9	8
400	от него	2	8
401	как они	2	8
402	серьезности и	1	8
403	всякого рода	1	8
404	мы увидим	14	8
405	всего этого	3	8
406	по поводу	1	8
407	видели что	2	8
408	ко всему	1	8
409	тому же	2	8
410	и она	4	8
411	так что	10	8
412	здесь мы	6	8
413	все те	5	8
414	и ни	1	8
415	в это	1	8
416	как о	1	8
417	если бы	22	8
418	народа и	1	8
419	но с	2	8
420	и без	2	8
421	это очень	1	8
422	смерти в	1	8
423	с самого	10	8
424	и почти	1	8
425	дело не	3	8
426	мотивов и	1	8
427	мы найдем	2	7
428	же и	1	7
429	не как	1	7
430	от радости	1	7
431	во всяком	6	7
432	времени в	1	7
433	себе и	1	7
434	к ним	3	7
435	и там	2	7
436	на него	3	7
437	к этим	2	7
438	что у	7	7
439	с жизнью	1	7
440	мы говорили	3	7
441	здесь на	1	7
442	и та	3	7
443	мы будем	4	7
444	в одну	2	7
445	связи и	1	7
446	большую роль	1	7
447	никакому сомнению	1	7
448	подобно тому	1	7
449	нет ничего	1	7
450	нет и	1	7
451	нас не	1	7
452	где он	3	7
453	в виде	5	7
454	всего романа	2	7
455	и очень	3	7
456	шекспира и	2	7
457	в некоторых	2	7
458	правда в	1	7
459	что по	3	7
460	здесь он	1	7
461	себя в	1	7
462	в состоянии	1	7
463	это конечно	3	7
464	как его	1	7
465	так много	2	7
466	в таком	6	7
467	а как	1	7
468	был бы	4	7
469	вот как	2	7
470	никак не	12	7
471	из которых	6	7
472	том как	5	7
473	из области	4	7
474	и если	13	7
475	к себе	2	7
476	точку зрения	1	7
477	а на	2	7
478	здесь все	1	7
479	есть только	3	7
480	к концу	4	7
481	первой части	1	7
482	должен быть	4	7
483	тому как	1	7
484	в свою	6	7
485	думать что	3	7
486	на всю	2	7
487	и часто	2	7
488	одного из	2	7
489	по этому	1	7
490	не столько	1	6
491	жизнь в	1	6
492	в один	4	6
493	казалось бы	7	6
494	было в	1	6
495	не могли	5	6
496	хотя бы	3	6
497	имеем в	3	6
498	уже и	1	6
499	себе в	1	6
500	свою очередь	3	6
501	поэтому все	1	6
502	что она	34	6
503	является и	1	6
504	не остается	1	6
505	они как	2	6
506	и следовательно	2	6
507	значение это	1	6
508	и тот	1	6
509	и глубоко	1	6
510	в какой-то	1	6
511	в корне	1	6
512	для них	1	6
513	и самая	2	6
514	к его	2	6
515	основе своей	1	6
516	в нее	3	6
517	на их	3	6
518	его и	1	6
519	тем же	1	6
520	у них	2	6
521	как у	2	6
522	вовсе нет	2	6
523	за этим	3	6
524	в руках	1	6
525	чем мы	1	6
526	и эти	2	6
527	в вино	2	6
528	которые в	1	6
529	как будто	13	6
530	за счет	1	6
531	вот это	1	6
532	и которые	3	6
533	но по	2	6
534	а именно	1	6
535	и такие	2	6
536	и мысли	1	6
537	говорить о	3	6
538	самого начала	10	6
539	до того	1	6
540	как я	2	6
541	такого рода	1	6
542	во времена	1	6
543	не была	1	6
544	и под	1	6
545	между прочим	1	6
546	ни для	1	6
547	мысль и	1	6
548	что эта	8	6
549	в тоне	1	6
550	с таким	4	6
551	в языке	1	6
552	за это	1	6
553	это время	1	6
554	важное значение	1	6
555	совершенно не	8	6
556	язык и	1	6
557	мы знаем	3	6
558	что здесь	2	6
559	он может	2	6
560	всех тех	1	6
561	этого слова	5	6
562	друг друга	1	6
563	поэтому он	2	6
564	дает нам	1	6
565	принадлежит к	3	6
566	нет ни	1	6
567	свидетельствует о	1	6
568	находим и	1	6
569	ее в	7	6
570	в обычном	2	6
571	очень много	1	6
572	как она	8	6
573	а иногда	1	6
574	видит в	3	6
575	за то	1	6
576	в искусстве	2	6
577	от того	1	6
578	сцены в	1	6
579	таким же	1	6
580	в применении	1	5
581	подробно и	1	5
582	с королем	1	5
583	его романа	1	5
584	к самому	4	5
585	для выражения	1	5
586	применении к	1	5
587	и когда	8	5
588	все в	1	5
589	быть только	1	5
590	с другими	1	5
591	у этого	1	5
592	вокруг себя	1	5
593	а за	1	5
594	из важнейших	1	5
595	дано в	4	5
596	они еще	1	5
597	из одного	3	5
598	смысл и	8	5
599	из него	4	5
600	один раз	1	5
601	не могла	2	5
602	почти всегда	3	5
603	в историческом	1	5
604	одного и	2	5
605	и самое	1	5
606	и момент	1	5
607	и стиль	1	5
608	тогда когда	2	5
609	и дает	3	5
610	в другой	1	5
611	вместо того	3	5
612	значения и	1	5
613	бы не	5	5
614	сравнению с	1	5
615	словами он	1	5
616	на основе	1	5
617	по сравнению	1	5
618	из его	1	5
619	со всей	3	5
620	которую он	2	5
621	и целый	1	5
622	каждый из	3	5
623	но мы	4	5
624	значение имеет	2	5
625	мы имеем	2	5
626	которых он	1	5
627	к первой	2	5
628	и всегда	2	5
629	у всех	4	5
630	слово в	2	5
631	тем более	2	5
632	есть не	2	5
633	оказывается что	2	5
634	тем самым	4	5
635	же самое	14	5
636	на то	25	5
637	которой мы	4	5
638	он с	2	5
639	находим в	1	5
640	видели в	1	5
641	что дело	1	5
642	в первом	3	5
643	по их	1	5
644	в собственном	1	5
645	было не	1	5
646	имеет в	2	5
647	но уже	1	5
648	говорит что	17	5
649	не вполне	1	5
650	с этими	2	5
651	тут же	1	5
652	друг с	2	5
653	больше чем	5	5
654	то в	1	5
655	от его	1	5
656	первом случае	1	5
657	должно быть	1	5
658	в несколько	2	5
659	между этими	1	5
660	же как	3	5
661	мире и	1	5
662	совсем не	3	5
663	всех других	1	5
664	уже указывали	1	5
665	но только	10	5
666	независимо от	2	5
667	и этот	6	5
668	почти не	2	5
669	должна быть	5	5
670	и из	1	5
671	мы в	4	5
672	их как	1	5
673	в слове	1	5
674	веселья и	1	5
675	говорили о	1	5
676	своей жизни	2	5
677	себя и	1	5
678	не является	2	5
679	автора и	2	5
680	свою роль	1	5
681	если мы	19	5
682	всяком случае	6	5
683	же он	1	5
684	к началу	1	5
685	своему существу	1	5
686	ничем не	3	5
687	мире в	2	5
688	и новое	1	5
689	бы и	2	5
690	по словам	2	5
691	должен был	4	5
692	места в	2	5
693	что мы	6	5
694	живой и	1	5
695	к своему	2	5
696	нисколько не	3	5
697	с другом	2	5
698	по его	3	5
699	на свете	2	5
700	без всякой	2	5
701	когда он	8	5
702	в трех	1	5
703	только то	3	5
704	слова в	1	5
705	об этой	1	5
706	заявляет что	1	5
707	и только	8	5
708	и новые	1	5
709	не к	5	5
710	таковы например	1	4
711	он считает	2	4
712	не хочет	1	4
713	его от	1	4
714	я не	9	4
715	порядка и	1	4
716	при анализе	2	4
717	этого образа	1	4
718	к этой	3	4
719	в действительности	3	4
720	ничто не	1	4
721	этой связи	1	4
722	и той	4	4
723	одной и	4	4
724	предисловии к	2	4
725	свое отражение	2	4
726	ни одного	1	4
727	они дают	2	4
728	ее как	1	4
729	что даже	2	4
730	о его	2	4
731	уже здесь	2	4
732	с более	1	4
733	внимание на	4	4
734	ссылается на	6	4
735	что самая	3	4
736	и некоторые	1	4
737	ее от	1	4
738	не нуждается	1	4
739	была в	2	4
740	в день	3	4
741	но для	1	4
742	и всю	2	4
743	эти три	2	4
744	о которых	10	4
745	действительности и	1	4
746	о себе	1	4
747	своей книги	1	4
748	одно и	4	4
749	этот вопрос	5	4
750	над ним	2	4
751	как один	1	4
752	он еще	1	4
753	сущности это	1	4
754	обратимся к	3	4
755	них не	1	4
756	что только	3	4
757	бы ни	1	4
758	чтобы не	2	4
759	даны в	3	4
760	в самый	1	4
761	если в	2	4
762	и сейчас	2	4
763	он только	1	4
764	мы чувствуем	1	4
765	этот же	1	4
766	оно не	1	4
767	их и	1	4
768	в словах	2	4
769	есть на	1	4
770	это самое	1	4
771	он мог	1	4
772	у меня	2	4
773	она дает	1	4
774	и больше	2	4
775	мир а	1	4
776	знаем что	4	4
777	он начинает	3	4
778	тот самый	1	4
779	это вовсе	1	4
780	но если	6	4
781	именно этот	1	4
782	он должен	2	4
783	всего того	3	4
784	ее на	2	4
785	и смысл	1	4
786	один и	1	4
787	в предисловии	2	4
788	мы узнаем	3	4
789	каждый раз	2	4
790	к ней	3	4
791	разобранным нами	1	4
792	совершенно иначе	2	4
793	животных и	3	4
794	но вся	2	4
795	строя и	1	4
796	которая была	1	4
797	роль и	2	4
798	рассказ о	2	4
799	не так	4	4
800	дело с	5	4
801	однако и	3	4
802	которые по	1	4
803	что человек	1	4
804	нами в	3	4
805	по себе	5	4
806	принадлежат к	1	4
807	всегда в	1	4
808	могла не	1	4
809	когда в	4	4
810	мы упоминали	1	4
811	что этот	5	4
812	которых мы	6	4
813	и значение	4	4
814	это целое	1	4
815	и именно	1	4
816	и становится	1	4
817	только не	3	4
818	она и	2	4
819	отражение в	2	4
820	не видел	1	4
821	и заставляет	3	4
822	говорит он	3	4
823	и притом	1	4
824	именно здесь	1	4
825	что за	4	4
826	есть именно	2	4
827	в смысле	1	4
828	или же	2	4
829	так называемые	1	4
830	и тем	4	4
831	кажется что	2	4
832	все основные	1	4
833	если же	3	4
834	за ними	1	4
835	не по	3	4
836	этой истории	2	4
837	друг другу	2	4
838	заключается в	13	4
839	всех сторон	1	4
840	же мы	2	4
841	имеет дело	2	4
842	не исчерпывается	1	4
843	в область	1	4
844	утверждает что	3	4
845	самый характер	1	4
846	это есть	3	4
847	и форм	1	4
848	ни о	1	4
849	о своей	1	4
850	все события	2	4
851	дело идет	2	4
852	можно найти	2	4
853	в известном	1	4
854	из тех	1	4
855	со всех	1	4
856	ни на	1	4
857	ли он	4	4
858	всего на	1	4
859	что уже	1	4
860	не могло	1	4
861	без всякого	1	4
862	заметить что	2	4
863	ее не	3	4
864	из этой	2	4
865	ряд других	1	4
866	второй половине	1	4
867	игра с	1	4
868	он называет	1	4
869	такое же	3	4
870	убийства и	1	4
871	образом все	1	4
872	из своих	1	4
873	и слова	1	4
874	и где	2	4
875	там и	1	4
876	на тему	4	4
877	так часто	1	4
878	говорят о	1	4
879	как ее	1	4
880	для которого	1	4
881	это явление	1	4
882	что эти	5	4
883	же к	1	4
884	слово это	1	4
885	этих слов	1	4
886	быть и	1	4
887	что касается	2	4
888	длинный ряд	1	4
889	говоря о	1	4
890	из своей	2	4
891	что из	1	4
892	у нее	2	4
893	на это	6	4
894	в отдельности	2	4
895	считает что	2	4
896	к новому	1	4
897	свидетельствуют о	1	4
898	этому вопросу	1	4
899	ад и	1	4
900	с которой	1	3
901	развития и	2	3
902	широко и	1	3
903	каковы же	1	3
904	влияния и	1	3
905	в которую	3	3
906	он видит	2	3
907	мест в	1	3
908	большое количество	1	3
909	из ее	2	3
910	переходит к	2	3
911	на которых	4	3
912	это тот	1	3
913	характера но	1	3
914	в новую	1	3
915	прямо сказать	1	3
916	в речи	3	3
917	и другим	1	3
918	похож на	1	3
919	же точно	6	3
920	но когда	2	3
921	где она	3	3
922	и сделал	1	3
923	по своим	2	3
924	людей с	1	3
925	свой смысл	2	3
926	с конца	2	3
927	это его	1	3
928	у самого	1	3
929	положений и	1	3
930	мы все	6	3
931	рассказывает о	3	3
932	чтобы показать	2	3
933	и формы	2	3
934	том чтобы	2	3
935	смех но	1	3
936	будем говорить	1	3
937	что именно	3	3
938	тем как	1	3
939	которой в	1	3
940	ближе к	1	3
941	бы то	1	3
942	даже по	1	3
943	на глазах	1	3
944	и мы	19	3
945	глубокий и	1	3
946	конца в	1	3
947	которого он	1	3
948	после этого	5	3
949	это слово	1	3
950	под звуки	1	3
951	в следующем	1	3
952	а с	4	3
953	есть еще	1	3
954	в самые	1	3
955	будто бы	3	3
956	снизу вверх	1	3
957	о смерти	1	3
958	тому что	10	3
959	ясно что	11	3
960	время как	6	3
961	не есть	1	3
962	между собой	2	3
963	был не	2	3
964	вводит в	2	3
965	в лучшем	2	3
966	эти слова	5	3
967	не будет	2	3
968	доходит до	1	3
969	и другая	2	3
970	вот в	1	3
971	должны были	2	3
972	бы к	1	3
973	могла бы	6	3
974	равно как	1	3
975	похожа на	1	3
976	природы и	1	3
977	подойти к	1	3
978	нам придется	2	3
979	это совершенно	2	3
980	от всякого	1	3
981	и конечно	3	3
982	в последнем	1	3
983	и свое	1	3
984	образа и	1	3
985	не находим	2	3
986	имеет место	2	3
987	оттого что	1	3
988	от своего	2	3
989	нашла свое	1	3
990	самому существу	1	3
991	смысла и	3	3
992	совершенно правильно	2	3
993	к какому	1	3
994	вперед и	1	3
995	в каком	8	3
996	так чтобы	1	3
997	это только	4	3
998	интерес и	1	3
999	и об	1	3
1000	к людям	1	3
1001	если их	1	3
1002	всех трех	1	3
1003	на две	3	3
1004	степени в	2	3
1005	из первых	1	3
1006	не из	1	3
1007	и такой	1	3
1008	и всякий	2	3
1009	и события	1	3
1010	построена как	1	3
1011	значение имеют	1	3
1012	что с	4	3
1013	и тут	2	3
1014	смысле этого	5	3
1015	участие в	1	3
1016	когда же	1	3
1017	как именно	2	3
1018	к самой	2	3
1019	на нее	1	3
1020	исторической действительности	2	3
1021	из различных	1	3
1022	со своей	3	3
1023	вероятно не	1	3
1024	именно эта	1	3
1025	в каждой	1	3
1026	этих двух	1	3
1027	которого и	1	3
1028	встречаемся с	1	3
1029	она не	10	3
1030	но при	2	3
1031	здесь совершенно	4	3
1032	этого рода	1	3
1033	и может	5	3
1034	те которые	1	3
1035	само собой	3	3
1036	противоречии с	1	3
1037	и весело	1	3
1038	и существенную	1	3
1039	как форма	1	3
1040	которые не	2	3
1041	которая в	1	3
1042	ровно ничего	1	3
1043	он всегда	1	3
1044	и другими	2	3
1045	нашего исследования	2	3
1046	из нее	3	3
1047	он собирается	1	3
1048	начинается с	1	3
1049	у которого	1	3
1050	не что	1	3
1051	в художественном	1	3
1052	гораздо больше	1	3
1053	то это	5	3
1054	этом мы	1	3
1055	между двумя	3	3
1056	когда она	4	3
1057	что люди	1	3
1058	у стерна	1	3
1059	время которое	1	3
1060	нем есть	1	3
1061	в глаза	3	3
1062	ней и	2	3
1063	чтобы они	1	3
1064	не имел	1	3
1065	него не	1	3
1066	наряду с	4	3
1067	именно эти	1	3
1068	что иное	1	3
1069	которое он	2	3
1070	но еще	1	3
1071	в стиле	1	3
1072	в тот	1	3
1073	два раза	1	3
1074	не о	1	3
1075	что его	3	3
1076	указывает что	2	3
1077	и того	1	3
1078	такие же	1	3
1079	уже давно	3	3
1080	дошло до	1	3
1081	именно с	1	3
1082	что их	1	3
1083	в живой	1	3
1084	на другой	1	3
1085	действующих лиц	6	3
1086	ни одной	2	3
1087	чем она	1	3
1088	в силу	2	3
1089	бы оно	1	3
1090	и языка	1	3
1091	есть все	2	3
1092	которого мы	1	3
1093	какой же	1	3
1094	это первый	1	3
1095	положения и	1	3
1096	за ним	1	3
1097	к одной	1	3
1098	новую и	1	3
1099	в большом	1	3
1100	от этой	2	3
1101	он действует	1	3
1102	из того	1	3
1103	разного рода	1	3
1104	целом ряде	1	3
1105	же самые	1	3
1106	и силы	1	3
1107	объединяет в	2	3
1108	с ней	1	3
1109	мы говорим	1	3
1110	относятся к	1	3
1111	именно поэтому	1	3
1112	со стороны	4	3
1113	всей своей	1	3
1114	жизни они	1	3
1115	ни к	1	3
1116	совершенно иной	1	3
1117	и тогда	1	3
1118	его нельзя	1	3
1119	что многие	1	3
1120	смысл в	1	3
1121	не потому	1	3
1122	ее с	5	3
1123	ногами и	1	3
1124	и тон	1	3
1125	образами и	1	3
1126	много в	2	3
1127	характера и	3	3
1128	не знаем	2	3
1129	всякий раз	6	3
1130	этой жизни	4	3
1131	в понимании	1	3
1132	материал и	2	3
1133	с него	1	3
1134	вокруг него	1	3
1135	на тех	1	3
1136	в поэзии	1	3
1137	в первый	2	3
1138	подробное описание	1	3
1139	что каждый	1	3
1140	чем он	1	3
1141	для нее	2	3
1142	указывает на	8	3
1143	в литературу	1	3
1144	значение которое	1	3
1145	нам в	3	3
1146	идет не	1	3
1147	все слова	1	3
1148	человеком и	3	3
1149	сказать и	1	3
1150	указывали на	1	3
1151	он это	1	3
1152	еще можно	1	3
1153	которую мы	5	3
1154	эти два	4	3
1155	этим он	1	3
1156	больших и	1	3
1157	сказали что	1	3
1158	утрачивают свою	1	3
1159	признать что	2	3
1160	которых они	1	3
1161	радости в	1	3
1162	переходит на	1	3
1163	найдем в	1	3
1164	раза в	1	3
1165	и благодаря	1	3
1166	бы он	1	3
1167	которое в	1	3
1168	как наиболее	1	3
1169	дел и	1	3
1170	все более	4	3
1171	именно это	3	3
1172	и совершенно	9	3
1173	иное как	1	3
1174	и уже	5	3
1175	в сложном	1	2
1176	с которыми	2	2
1177	этот материал	2	2
1178	недалеко от	1	2
1179	в настоящем	1	2
1180	точном смысле	3	2
1181	не видели	1	2
1182	некоторой степени	1	2
1183	отношениях к	1	2
1184	формы в	2	2
1185	и рядом	1	2
1186	игре и	1	2
1187	которое характерно	1	2
1188	и непристойности	1	2
1189	на свою	2	2
1190	этот элемент	1	2
1191	дурака и	1	2
1192	конечном счете	1	2
1193	вещи в	1	2
1194	первой половине	3	2
1195	они ни	1	2
1196	или ином	1	2
1197	в природе	1	2
1198	на самой	2	2
1199	большие и	1	2
1200	за исключением	1	2
1201	нас и	1	2
1202	своей природе	1	2
1203	ее так	2	2
1204	только как	2	2
1205	почти исключительно	1	2
1206	заключено в	2	2
1207	хочет и	1	2
1208	уже у	1	2
1209	строго говоря	1	2
1210	что вся	1	2
1211	из себя	3	2
1212	должна была	1	2
1213	из одной	1	2
1214	образом что	2	2
1215	для своей	2	2
1216	можно ли	1	2
1217	от своей	1	2
1218	другой пример	1	2
1219	тенденцию к	2	2
1220	чего он	1	2
1221	теории и	1	2
1222	можем сказать	2	2
1223	человека а	1	2
1224	слова уже	1	2
1225	в отдельных	1	2
1226	о браке	2	2
1227	на вопрос	1	2
1228	не удавалось	1	2
1229	обычном смысле	1	2
1230	о двух	1	2
1231	первый раз	3	2
1232	так он	1	2
1233	самостоятельное существование	1	2
1234	всего мы	1	2
1235	его произведения	1	2
1236	а ведь	1	2
1237	что при	5	2
1238	внутреннее противоречие	2	2
1239	борьбы между	1	2
1240	бы что	2	2
1241	в конечном	2	2
1242	ни от	1	2
1243	и говорит	4	2
1244	авторов в	2	2
1245	без него	1	2
1246	точкой для	1	2
1247	человеке и	2	2
1248	чтобы после	1	2
1249	слишком много	3	2
1250	в двух	11	2
1251	в сторону	2	2
1252	полагает что	5	2
1253	употребляются в	1	2
1254	дана в	1	2
1255	не дошло	1	2
1256	или во	2	2
1257	случаев в	1	2
1258	говорит если	2	2
1259	одним словом	2	2
1260	и является	1	2
1261	чем больше	1	2
1262	была не	1	2
1263	была уже	1	2
1264	никакого отношения	1	2
1265	все дело	2	2
1266	заложены в	1	2
1267	в зеркале	1	2
1268	все остальное	1	2
1269	не исчерпывает	1	2
1270	что кроме	2	2
1271	и чем	3	2
1272	самую сущность	1	2
1273	нам кажется	2	2
1274	понятия и	1	2
1275	и могла	1	2
1276	понять что	1	2
1277	в построении	1	2
1278	жизни для	1	2
1279	при жизни	1	2
1280	очень важно	1	2
1281	раз он	1	2
1282	которое с	1	2
1283	мы встретились	1	2
1284	смотреть на	1	2
1285	почему он	4	2
1286	жизни а	1	2
1287	с такой	7	2
1288	на те	2	2
1289	нашего восприятия	1	2
1290	уже знаем	2	2
1291	сам по	2	2
1292	тон и	1	2
1293	он на	1	2
1294	с каждым	2	2
1295	но этого	1	2
1296	или к	1	2
1297	том и	3	2
1298	акта в	1	2
1299	и первый	1	2
1300	что оно	5	2
1301	тем и	2	2
1302	эти эпизоды	1	2
1303	зрения тех	1	2
1304	мог найти	1	2
1305	героев и	1	2
1306	мы встречаемся	1	2
1307	применяется к	2	2
1308	его части	1	2
1309	сейчас же	9	2
1310	к той	1	2
1311	нему и	1	2
1312	бросается в	2	2
1313	совершенно справедливо	2	2
1314	он требует	1	2
1315	но у	1	2
1316	поводом для	1	2
1317	оба эти	4	2
