N	2gram	Losev_Prob	Morfolog
112	и ее	7	5
113	и к	9	4
114	смысле слова	19	4
115	есть и	2	4
116	на этом	1	4
117	нами в	2	4
118	как и	15	4
119	самом деле	6	4
120	но все	5	4
121	ни одна	2	4
122	тем что	8	4
123	никто не	5	4
124	уже не	12	4
125	еще не	12	4
126	не является	19	4
127	а если	1	4
128	входит в	3	4
129	того чтобы	4	4
130	говорить о	7	4
131	на пути	1	4
132	так же	11	4
133	сказать что	24	4
134	следующим образом	1	4
135	на него	3	4
136	на котором	2	4
137	и для	5	4
138	из них	4	4
139	но в	17	4
140	получает в	1	4
141	несмотря на	4	4
142	на самом	13	4
143	его в	4	4
144	что его	3	4
145	с теми	2	4
146	случае не	7	4
147	к этому	2	4
148	в то	18	4
149	мы уже	4	4
150	в руки	1	4
151	можно было	7	4
152	этот вопрос	3	4
153	от того	2	4
154	о его	3	4
155	значит что	13	4
156	независимо от	4	4
157	утверждать что	3	3
158	собственном смысле	1	3
159	заметим что	2	3
160	то время	6	3
161	мы приходим	1	3
162	только что	4	3
163	с этой	3	3
164	и при	2	3
165	по всему	1	3
166	что это	3	3
167	это уже	4	3
168	ни в	17	3
169	как таковых	2	3
170	с собой	6	3
171	только в	33	3
172	живые существа	2	3
173	здесь мы	5	3
174	время как	6	3
175	из двух	1	3
176	если это	1	3
177	или на	1	3
178	можно назвать	1	3
179	есть нечто	22	3
180	в собственном	1	3
181	состоит из	6	3
182	имеется в	7	3
183	может существовать	3	3
184	возникает вопрос	1	3
185	но мы	1	3
186	на первый	6	3
187	так если	1	3
188	первом случае	1	3
189	некоторые из	1	3
190	не существует	6	3
191	и что	9	3
192	рассматриваться как	1	3
193	связана с	1	3
194	для того	5	3
195	но эти	1	3
196	и тогда	3	3
197	или не	1	3
198	здесь прежде	1	3
199	а во	2	3
200	настоящее время	4	3
201	так например	1	3
202	же она	1	3
203	здесь не	11	3
204	в отдельных	1	3
205	кроме того	5	3
206	для этой	1	3
207	в настоящее	4	3
208	что при	5	3
209	к нему	3	3
210	бы то	5	3
211	то в	4	3
212	первый взгляд	3	3
213	не происходит	1	3
214	что эти	1	3
215	они не	1	3
216	благодаря этому	1	3
217	сам он	1	3
218	который может	2	3
219	а и	2	3
220	того что	10	3
221	что такое	4	3
222	ее в	2	3
223	но как	6	3
224	у нас	17	3
225	это и	11	3
226	и есть	9	3
227	в виде	20	3
228	в таких	3	3
229	как же	3	3
230	как таковое	2	3
231	но для	3	3
232	а то	4	3
233	в какой	1	3
234	приходим к	1	3
235	даже не	3	3
236	это было	4	3
237	и у	2	3
238	то ни	7	3
239	совсем не	4	3
240	если бы	9	3
241	вопрос как	1	3
242	иное чем	3	3
243	друг друга	5	3
244	мы должны	13	3
245	и тем	16	3
246	не в	21	3
247	в которой	3	3
248	на нем	3	3
249	в начале	3	3
250	в пределах	3	3
251	значение и	7	3
252	в этой	10	3
253	к ней	2	3
254	но есть	1	3
255	не значит	3	3
256	мы будем	3	3
257	же в	6	3
258	из другой	1	3
259	на то	6	3
260	и его	12	3
261	и по	3	3
262	и только	10	3
263	означает что	1	3
264	в один	1	3
265	к целому	1	2
266	не так	8	2
267	от него	2	2
268	является в	3	2
269	а потому	1	2
270	к другу	1	2
271	и этот	3	2
272	друг к	1	2
273	как таковой	2	2
274	живое существо	4	2
275	самого себя	4	2
276	если он	1	2
277	должна быть	1	2
278	из таких	1	2
279	или по	6	2
280	вопросу о	1	2
281	и дает	1	2
282	не с	1	2
283	или просто	1	2
284	например с	1	2
285	которые хотя	1	2
286	случае он	1	2
287	мы пока	1	2
288	при перечислении	1	2
289	и тот	2	2
290	этот же	1	2
291	не на	2	2
292	иначе чем	2	2
293	оно не	1	2
294	как они	4	2
295	в своих	2	2
296	более или	2	2
297	образом если	1	2
298	но вот	4	2
299	например в	1	2
300	мы получаем	1	2
301	с тем	9	2
302	многих других	2	2
303	их в	2	2
304	совершенно одинаково	1	2
305	в которых	3	2
306	таких случаях	2	2
307	себя и	1	2
308	только для	1	2
309	не имеет	12	2
310	за ней	1	2
311	когда в	4	2
312	поставить вопрос	1	2
313	в каком	9	2
314	во сне	1	2
315	а а	1	2
316	на другие	1	2
317	не входит	1	2
318	сразу и	3	2
319	но оно	3	2
320	во всяком	14	2
321	или ее	1	2
322	можно сказать	10	2
323	в данном	14	2
324	сразу же	2	2
325	к другой	3	2
326	в основе	3	2
327	и более	6	2
328	он требует	1	2
329	что этот	1	2
330	что мы	12	2
331	в очень	2	2
332	но здесь	1	2
333	одной стороны	2	2
334	д в	2	2
335	в другом	4	2
336	другу и	1	2
337	в каких	1	2
338	касается только	1	2
339	том как	4	2
340	же между	1	2
341	и больше	4	2
342	не исключает	1	2
343	что многие	1	2
344	точно так	5	2
345	в одном	4	2
346	и когда	4	2
347	основные элементы	1	2
348	превращается в	1	2
349	то как	1	2
350	не что	6	2
351	в совершенно	1	2
352	действия и	2	2
353	так называемых	1	2
354	в глаза	1	2
355	что же	9	2
356	или вообще	1	2
357	без всякого	8	2
358	быть заменен	1	2
359	тем же	2	2
360	тех случаях	1	2
361	или очень	2	2
362	на этот	4	2
363	что она	5	2
364	он может	2	2
365	момент в	1	2
366	который в	2	2
367	что именно	3	2
368	а вовсе	3	2
369	всяком случае	8	2
370	но так	1	2
371	чем это	1	2
372	себя в	4	2
373	другого и	1	2
374	или другой	6	2
375	для него	4	2
376	не означает	1	2
377	д все	1	2
378	в свое	1	2
379	ответ на	1	2
380	ничем не	2	2
381	как такового	1	2
382	что иное	6	2
383	может не	1	2
384	данном случае	12	2
385	собой в	1	2
386	и заставляет	1	2
387	с одной	3	2
388	она в	2	2
389	и за	2	2
390	ни к	3	2
391	ни было	5	2
392	не преследует	1	2
393	их как	1	2
394	нам еще	1	2
395	для нас	23	2
396	все это	9	2
397	с другими	6	2
398	героя у	1	2
399	дается в	2	2
400	чем в	2	2
401	эти функции	1	2
402	но с	2	2
403	не знает	1	2
404	наших дней	1	2
405	здесь имеется	2	2
406	в другую	1	2
407	одним из	2	2
408	вообще не	5	2
409	между собою	5	2
410	очень много	4	2
411	представляют собою	1	2
412	лишь с	1	2
413	случаях когда	1	2
414	у него	1	2
415	по своему	6	2
416	к вопросу	1	2
417	в чем	5	2
418	но никто	1	2
419	или менее	2	2
420	это так	2	2
421	чтобы его	1	2
422	бы в	3	2
423	а потом	2	2
424	без всякой	3	2
425	случаях не	2	2
426	могли бы	6	2
427	иную форму	1	2
428	а с	2	2
429	и даже	21	2
430	можно взять	1	2
431	в самых	3	2
432	во избежание	1	2
433	она не	3	2
434	что ни	1	2
435	ту же	1	2
436	здесь только	7	2
437	дело не	4	2
438	быть и	3	2
439	в частности	4	2
440	бы они	1	2
441	из этих	1	2
442	или иные	6	2
443	всех других	2	2
444	уже видели	1	2
445	если например	1	2
446	в нее	2	2
447	как то	1	2
448	однако в	3	2
449	орел и	1	2
450	это можно	2	2
451	или другими	2	2
452	если они	2	2
453	как будто	11	2
454	д и	5	2
455	сказать о	2	2
456	или при	1	2
457	однако все	1	2
458	если она	1	2
459	но они	4	2
460	в одну	1	2
461	можно отметить	1	2
462	иное как	6	2
463	что до	1	2
464	фигурировать и	1	1
465	в той	8	1
466	были бы	5	1
467	во всем	2	1
468	какого бы	1	1
469	однако и	2	1
470	и может	4	1
471	положения и	1	1
472	никак нельзя	4	1
473	все что	1	1
474	образом и	2	1
475	для всех	3	1
476	до сих	4	1
477	правильным но	1	1
478	бежит и	1	1
479	еще раз	2	1
480	за ним	2	1
481	не нужна	1	1
482	и на	4	1
483	одном случае	4	1
484	же и	7	1
485	себе представить	2	1
486	рассказ о	1	1
487	которые не	1	1
488	его из	1	1
489	которые здесь	2	1
490	он только	2	1
491	зрения их	1	1
492	на ее	2	1
493	на первом	2	1
494	своих героев	2	1
495	или иных	7	1
496	дело с	3	1
497	но является	2	1
498	момента в	1	1
499	и далее	1	1
500	при этом	9	1
501	даже в	2	1
502	формы в	1	1
503	это значит	12	1
504	тем как	1	1
505	и был	1	1
506	ни стало	1	1
507	не нужны	1	1
508	не требует	2	1
509	здесь для	1	1
510	этой работе	1	1
511	есть функция	1	1
512	и получает	1	1
513	с применением	1	1
514	могут даваться	1	1
515	но ведь	2	1
516	никаких доказательств	1	1
517	такое сопоставление	1	1
518	вообще однако	1	1
519	не являются	4	1
520	остановиться на	1	1
521	здесь под	1	1
522	с известной	1	1
523	которая если	1	1
524	а есть	1	1
525	и об	3	1
526	форма у	1	1
527	не столько	2	1
528	из нескольких	1	1
529	и делает	1	1
530	то не	2	1
531	что термины	1	1
532	выше как	1	1
533	или другого	3	1
534	нельзя ли	2	1
535	сидит в	1	1
536	произведенные нами	1	1
537	функции в	1	1
538	под этим	1	1
539	для данного	1	1
540	другое что	2	1
541	со всеми	1	1
542	между самыми	1	1
543	в них	6	1
544	чтобы в	1	1
545	практически это	1	1
546	или во	1	1
547	если не	7	1
548	где же	1	1
549	о необходимости	2	1
550	этой точки	2	1
551	по пути	1	1
552	во что	1	1
553	чувства и	1	1
554	конечно и	2	1
555	мы понимаем	1	1
556	на свой	1	1
557	и с	11	1
558	на улицу	1	1
559	из нее	1	1
560	равно как	2	1
561	если исходить	1	1
562	следовательно в	1	1
563	обходится без	2	1
564	знаки и	1	1
565	самостоятельно и	1	1
566	и все	13	1
567	оно есть	2	1
568	ведь для	1	1
569	в саду	1	1
570	ii i	1	1
571	обращается к	1	1
572	она является	3	1
573	превращаются в	1	1
574	именно в	4	1
575	только впоследствии	2	1
576	и начала	2	1
577	и действительно	2	1
578	исходить из	1	1
579	и животные	1	1
580	том или	6	1
581	или другие	3	1
582	отношения к	3	1
583	известную свободу	1	1
584	к таким	1	1
585	к самым	1	1
586	там же	1	1
587	выражаются в	1	1
588	с ними	2	1
589	и очень	6	1
590	а именно	12	1
591	он обозначает	2	1
592	даже просто	3	1
593	в своей	8	1
594	которые могут	1	1
595	одновременно и	4	1
596	нам возможность	1	1
597	связанные с	2	1
598	явлений и	3	1
599	они ни	1	1
600	бы не	2	1
601	есть на	1	1
602	этим способом	1	1
603	это дало	1	1
604	функций в	1	1
605	прочим и	1	1
606	ли он	1	1
607	о котором	1	1
608	есть то	5	1
609	в это	1	1
610	в логическом	1	1
611	для их	1	1
612	мы считаем	1	1
613	которая не	3	1
614	свою собственную	3	1
615	нет в	2	1
616	является то	1	1
617	ничего общего	7	1
618	здесь нет	1	1
619	словами и	1	1
620	в которые	1	1
621	каждый тип	1	1
622	может содержать	1	1
623	совершенно безразлично	1	1
624	об отношении	1	1
625	и нет	2	1
626	бы нас	2	1
627	не прав	1	1
628	такое положение	1	1
629	все они	5	1
630	на смерть	1	1
631	не подходит	1	1
632	случай когда	1	1
633	тем в	1	1
634	бросается в	1	1
635	еще и	10	1
636	значения для	1	1
637	совершенно не	7	1
638	функцию в	1	1
639	о золотой	1	1
640	во все	3	1
641	этим мы	2	1
642	на самого	1	1
643	к этой	2	1
644	больше чем	1	1
645	собственно говоря	5	1
646	в котором	3	1
647	которые мы	5	1
648	понятия и	2	1
649	связаны между	2	1
650	вообще отсутствует	1	1
651	или вернее	1	1
652	или другим	1	1
653	как целое	1	1
654	как та	1	1
655	и начинает	1	1
656	мы имели	1	1
657	разнообразны и	1	1
658	имеет в	2	1
659	прячется в	1	1
660	значение этого	2	1
661	так чтобы	2	1
662	не должно	1	1
663	это все	1	1
664	чем они	1	1
665	но то	1	1
666	в отдельности	2	1
667	он является	5	1
668	только как	3	1
669	во многих	1	1
670	религиозными представлениями	1	1
671	и независимо	2	1
672	оно является	1	1
673	в этот	1	1
674	характер они	1	1
675	всех случаях	1	1
676	хотя это	2	1
677	точно и	1	1
678	как эта	1	1
679	для нее	2	1
680	те или	9	1
681	для меня	4	1
682	оно так	1	1
683	то все	1	1
684	только на	6	1
685	которые можно	1	1
686	правда и	1	1
687	с религиозными	1	1
688	важны для	1	1
689	втором случае	1	1
690	которых она	2	1
691	которую он	1	1
692	язык есть	1	1
693	на основании	2	1
694	не потому	1	1
695	путем приведения	1	1
696	говорит что	1	1
697	образом что	1	1
698	и исчезает	1	1
699	тому или	1	1
700	не будет	3	1
701	и до	3	1
702	более и	1	1
703	море на	1	1
704	и те	1	1
705	не содержат	2	1
706	не вполне	3	1
707	можно ли	8	1
708	же возможно	1	1
709	это необходимо	1	1
710	существовать и	1	1
711	не представляет	1	1
712	им в	1	1
713	же самое	20	1
714	всего этого	2	1
715	он дается	1	1
716	буквой а	1	1
717	как функции	1	1
718	и три	1	1
719	и а	1	1
720	из одной	1	1
721	видели выше	2	1
722	рук и	1	1
723	на те	1	1
724	так то	2	1
725	может ли	2	1
726	как на	2	1
727	что здесь	5	1
728	и там	2	1
729	и ног	1	1
730	одно и	4	1
731	известным образом	1	1
732	он в	3	1
733	отношение к	1	1
734	за другой	1	1
735	собой определенную	1	1
736	не как	1	1
737	она может	2	1
738	к следующему	1	1
739	сведений о	1	1
740	этот вывод	1	1
741	мог бы	1	1
742	то для	4	1
743	типами и	1	1
744	фактически не	1	1
745	о тех	1	1
746	образом как	1	1
747	такая же	1	1
748	предмета к	2	1
749	путь от	2	1
750	д можно	1	1
751	ли можно	2	1
752	бы сказать	1	1
753	и вдруг	1	1
754	быть заменена	1	1
755	целое то	1	1
756	ли кто-нибудь	1	1
757	форма не	1	1
758	и отдельные	1	1
759	не стоит	2	1
760	рассматриваться совершенно	1	1
761	он сам	7	1
762	что даже	6	1
763	их мы	1	1
764	функции хотя	1	1
765	в первой	1	1
766	уже по	2	1
767	о чем	4	1
768	мужа и	2	1
769	она есть	2	1
770	а для	1	1
771	уже теряет	2	1
772	мы еще	3	1
773	они могут	1	1
774	только о	3	1
775	или вовсе	1	1
776	в ее	6	1
777	случае когда	2	1
778	тот же	1	1
779	или три	1	1
780	не то	2	1
781	действительно в	1	1
782	указанием на	1	1
783	в брак	1	1
784	может как	1	1
785	как к	1	1
786	она имеет	1	1
787	дает нам	2	1
788	и то	17	1
789	точку а	1	1
790	особого акта	1	1
791	в себе	23	1
792	исследование не	1	1
793	но на	2	1
794	всегда можно	2	1
795	собой и	1	1
796	с большим	2	1
797	ему в	1	1
798	то оно	1	1
799	содержится в	1	1
800	разве может	1	1
801	назначения и	1	1
802	типом и	1	1
803	сила или	1	1
804	собою нечто	1	1
805	во всей	3	1
806	это будет	7	1
807	указать на	1	1
808	должно быть	1	1
809	время и	2	1
810	и уж	2	1
811	что каждая	2	1
812	и вот	1	1
813	в его	10	1
814	он как	2	1
815	здесь нужно	1	1
816	мы действительно	3	1
817	форма является	1	1
818	имеется и	1	1
819	вопрос мы	1	1
820	из моментов	1	1
821	может фигурировать	1	1
822	а ведь	4	1
823	находится в	1	1
824	как раз	11	1
825	для данной	1	1
826	такое же	1	1
827	гл vi	1	1
828	о нем	2	1
829	что с	1	1
830	не думает	1	1
831	и сама	4	1
832	лиц и	2	1
833	в тот	1	1
834	состоят из	1	1
835	чтобы ее	1	1
836	на которой	1	1
837	что каждый	1	1
838	приведет нас	1	1
839	вопрос а	2	1
840	же не	2	1
841	чем же	7	1
842	же формы	1	1
843	стремится к	1	1
844	там и	4	1
845	слова а	2	1
846	таком случае	7	1
847	третий раз	1	1
848	что все	2	1
849	в их	2	1
850	мы находим	8	1
851	совершенно ясно	1	1
852	тем больше	3	1
853	только он	2	1
854	понимает что	1	1
855	и притом	7	1
856	без всяких	1	1
857	и слышит	1	1
858	или иной	20	1
859	от тех	3	1
860	ли мы	1	1
861	частью даже	1	1
862	это один	1	1
863	будет дано	1	1
864	на разные	1	1
865	самые разнообразные	2	1
866	что под	2	1
867	и где	1	1
868	в виду	20	1
869	что за	1	1
870	во внимание	2	1
871	но эта	4	1
872	дело в	6	1
873	которое в	3	1
874	что не	4	1
875	как его	1	1
876	и другое	1	1
877	как нечто	9	1
878	даются и	1	1
879	ее даже	1	1
880	уже достаточно	1	1
881	они существуют	1	1
882	и всю	1	1
883	в таком	11	1
884	на тот	1	1
885	и своего	2	1
886	что указанная	2	1
887	обозначения однако	1	1
888	теми или	3	1
889	бы быть	5	1
890	литературе и	1	1
891	мы дали	1	1
892	когда говорят	1	1
893	образом решительно	1	1
894	нет возможности	1	1
895	между ними	1	1
896	нас к	2	1
897	и она	2	1
898	по одному	2	1
899	есть в	6	1
900	не есть	57	1
901	от одной	2	1
902	говорят о	4	1
903	здесь перед	2	1
904	между прочим	4	1
905	такие формы	1	1
906	основано на	1	1
907	для примера	1	1
908	герой при	1	1
909	он состоит	1	1
910	на все	1	1
911	и могут	2	1
912	что таких	1	1
913	уже давно	3	1
914	со своей	1	1
915	что им	1	1
916	может рассматриваться	2	1
917	как типы	1	1
918	совершенно неожиданное	1	1
919	о которых	3	1
920	больше всего	1	1
921	только и	9	1
922	нисколько не	2	1
923	бы мы	2	1
924	тип как	1	1
925	войти в	1	1
926	предмета но	2	1
927	же касается	5	1
928	и это	11	1
929	хотя оно	1	1
930	например как	2	1
931	не нужно	2	1
932	и развития	1	1
933	для общего	1	1
934	пришлось бы	2	1
935	а он	1	1
936	могло бы	3	1
937	но к	2	1
938	известное количество	1	1
939	сих пор	4	1
940	как все	1	1
941	и вообще	20	1
942	той или	22	1
943	другом случае	2	1
944	имеет ничего	3	1
945	этих двух	1	1
946	лес или	1	1
947	воды и	1	1
948	в каждом	1	1
949	они часто	1	1
950	здесь как	1	1
951	ко всему	1	1
952	того или	8	1
953	о себе	2	1
954	разница между	1	1
955	но можно	1	1
956	может иметь	4	1
957	как таковыми	1	1
958	и эти	1	1
959	что от	1	1
960	бы к	3	1
961	отличие от	3	1
962	элементы как	1	1
963	такие же	1	1
964	возможны и	1	1
965	наконец мы	1	1
966	и религия	1	1
967	бы только	2	1
968	само собой	3	1
969	до бесконечности	2	1
970	мы говорили	3	1
971	данное понятие	1	1
972	значение но	2	1
973	то чего	2	1
974	на новый	2	1
975	в третий	1	1
976	и ни	5	1
977	от самого	2	1
978	разделить на	2	1
979	не играют	1	1
980	что всякий	14	1
981	тот момент	2	1
982	но он	1	1
983	в быту	1	1
984	обстоит дело	1	1
985	отношение между	1	1
986	так что	21	1
987	и художественный	1	1
988	остается на	1	1
989	для тех	2	1
990	кажется что	2	1
991	к тем	1	1
992	его не	2	1
993	огромное количество	1	1
994	но она	2	1
995	как он	2	1
996	ним как	1	1
997	не дает	1	1
998	оказывается что	2	1
999	конечно в	1	1
1000	почти всегда	4	1
1001	иметь в	2	1
1002	же он	1	1
1003	в нашей	4	1
1004	это то	3	1
1005	для одной	1	1
1006	доходит до	2	1
1007	такое которое	1	1
1008	отличать от	2	1
1009	несколько ниже	1	1
1010	что бы	1	1
1011	думать что	1	1
1012	или как	4	1
1013	и всякая	1	1
1014	однако если	3	1
1015	они превращаются	1	1
1016	или иное	3	1
1017	очень важны	1	1
1018	когда мы	24	1
1019	у которого	1	1
1020	скажем что	2	1
1021	рассматривать как	2	1
1022	если только	3	1
1023	на это	1	1
1024	что далеко	1	1
1025	связанные со	1	1
1026	испытание и	1	1
1027	целом и	1	1
1028	быть не	1	1
1029	море и	1	1
1030	в гости	1	1
1031	не говорится	2	1
1032	функционирует как	1	1
1033	возможно ли	1	1
1034	и никогда	1	1
1035	теперь может	1	1
1036	нейтральные или	1	1
1037	или другом	3	1
1038	точку зрения	1	1
1039	образы которые	2	1
1040	и каждый	2	1
1041	говорилось выше	2	1
1042	бы он	2	1
1043	это делает	1	1
1044	это видно	1	1
1045	них не	1	1
1046	значение сам	2	1
1047	иначе но	1	1
1048	это означает	1	1
1049	в голову	2	1
1050	и гораздо	1	1
1051	и художественной	2	1
1052	здесь также	1	1
1053	другой и	3	1
1054	любого текста	1	1
1055	этого и	1	1
1056	из этого	5	1
1057	при изучении	1	1
1058	в области	2	1
1059	один и	2	1
1060	тех или	10	1
1061	не имеющий	1	1
1062	все более	1	1
1063	все другие	1	1
1064	то такая	1	1
1065	самыми разнообразными	1	1
1066	если на	1	1
1067	ли в	3	1
1068	конь и	1	1
1069	i и	2	1
1070	для чего	3	1
1071	ведь и	1	1
1072	что количество	2	1
1073	в него	2	1
1074	элемент который	1	1
1075	только одну	1	1
1076	с ее	5	1
1077	всех этих	6	1
1078	каждая категория	1	1
1079	имеет свою	3	1
1080	мы настолько	1	1
1081	понимает под	2	1
1082	мы скажем	4	1
1083	до его	1	1
1084	не можем	5	1
1085	и наконец	2	1
1086	о и	2	1
1087	вплоть до	3	1
1088	есть не	13	1
1089	а н	1	1
1090	и предметом	1	1
1091	другой более	1	1
1092	когда перед	1	1
1093	нечто иное	4	1
1094	других вопросов	1	1
